Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000126698,DNAJC8,312,0.43330,245,0.05145,154,-0.6603,190,-0.3669,366,0.69376,317,0.57069,193,-0.3206,206,-0.2144,137,-0.8938
ENSG00000130770,ATP5IF1,82,-1.4370,86,-1.3717,106,-1.0667,159,-0.4905,393,0.98491,273,0.48201,139,-0.6609,262,0.32211,284,0.50253
ENSG00000204138,PHACTR4,206,2.30363,142,1.59016,54,0.00107,41,-0.4603,25,-1.1817,26,-1.2582,61,0.18142,27,-1.0727,15,-2.0198
ENSG00000180098,TRNAU1AP,39,0.79238,13,-0.8775,53,1.30498,26,0.14903,2,-3.7011,23,-0.0674,22,-0.1354,14,-0.7886,23,-0.0832
ENSG00000120656,TAF12,5,-1.5031,7,-1.0858,20,0.40633,17,0.20132,17,0.17502,6,-1.5451,15,-0.0387,17,0.16114,32,1.38398
ENSG00000162419,GMEB1,42,1.07517,21,0.00626,17,-0.3799,19,-0.1514,21,-0.0406,27,0.49197,20,-0.0911,7,-1.5360,14,-0.7041
ENSG00000198492,YTHDF2,78,-0.1467,52,-0.7576,82,-0.0781,107,0.37272,116,0.46606,119,0.63409,37,-1.2800,62,-0.5104,61,-0.5576
ENSG00000116329,OPRD1,21,-0.0152,0,-5.5376,30,0.53294,27,0.40927,19,-0.1467,26,0.37073,26,0.31900,8,-1.4152,20,-0.0890
ENSG00000159023,EPB41,44,0.78667,16,-0.7810,2,-3.5936,57,1.43130,11,-1.3684,21,-0.3913,25,-0.0707,29,0.12635,20,-0.4441
ENSG00000116350,SRSF4,301,1.36037,183,0.52980,137,0.06758,129,-0.0296,107,-0.3177,117,-0.2074,100,-0.4186,88,-0.6142,90,-0.6222
ENSG00000116353,MECR,0,-5.6810,12,-0.4424,12,-0.4883,20,0.32699,36,1.22639,15,-0.2018,11,-0.6492,15,-0.1240,23,0.52427
ENSG00000060656,PTPRU,6,-1.5375,11,-0.7938,49,1.55593,30,0.84693,1,-3.5054,10,-0.9876,30,0.72425,2,-2.8615,26,0.56490
ENSG00000162512,SDC3,26,-2.3015,183,0.61511,138,0.16320,142,0.22722,71,-0.8554,99,-0.4097,113,-0.1406,189,0.66562,157,0.40528
ENSG00000134644,PUM1,312,0.49657,182,-0.3493,224,-0.0246,258,0.21235,200,-0.2059,274,0.35653,219,-0.0633,154,-0.5993,167,-0.5161
ENSG00000121766,ZCCHC17,60,-1.2088,137,0.04717,111,-0.2712,166,0.39348,161,0.30391,170,0.48458,73,-0.9146,89,-0.6066,125,-0.0958
ENSG00000121769,FABP3,29,-0.4742,12,-1.7102,41,0.08083,88,1.53288,8,-2.3523,31,-0.3977,27,-0.5385,17,-1.2340,52,0.48474
ENSG00000162517,PEF1,31,-1.1096,21,-1.6864,99,0.68211,65,0.00789,39,-0.7791,81,0.44413,48,-0.4412,31,-1.0866,98,0.74331
ENSG00000084636,COL16A1,36,0.32821,34,0.26446,78,1.64699,37,0.43082,0,-5.7477,15,-1.0940,21,-0.4601,24,-0.2794,31,0.11335
ENSG00000121753,ADGRB2,35,-2.2900,56,-1.5983,129,-0.3459,186,0.25264,153,-0.0760,208,0.50036,146,-0.1465,129,-0.3381,224,0.58098
ENSG00000184007,PTP4A2,103,-1.5519,961,2.04822,717,1.50422,147,-1.0883,337,0.24441,213,-0.5445,241,-0.2742,161,-0.8847,146,-1.1040
ENSG00000121774,KHDRBS1,188,0.47041,86,-0.7407,139,-0.0050,88,-0.7538,165,0.27013,179,0.49345,108,-0.3895,194,0.52642,108,-0.4182
ENSG00000121775,TMEM39B,22,0.25398,5,-1.9640,23,0.34192,31,0.93748,28,0.64661,18,-0.0777,7,-1.3194,9,-1.0553,15,-0.3181
ENSG00000025800,KPNA6,104,0.25015,69,-0.3881,56,-0.6912,91,0.03852,89,0.01078,128,0.72987,56,-0.7112,87,-0.0267,63,-0.5600
ENSG00000084652,TXLNA,125,2.14866,49,0.52912,15,-1.2457,32,-0.1571,17,-1.0834,24,-0.6673,21,-0.8072,33,-0.1109,31,-0.2218
ENSG00000160050,CCDC28B,0,-5.4454,11,-0.3303,1,-3.6528,7,-1.0571,16,0.20481,15,0.11492,14,-0.0624,43,1.81793,20,0.59241
ENSG00000084623,EIF3I,86,-0.2325,79,-0.3599,116,0.23943,90,-0.1789,72,-0.4907,124,0.42534,51,-1.0162,84,-0.2726,128,0.43755
ENSG00000116478,HDAC1,111,2.64502,60,1.45116,41,0.83602,17,-0.6318,0,-5.9422,8,-1.7525,11,-1.1339,28,0.18441,5,-2.5032
ENSG00000175130,MARCKSL1,16,-3.6517,627,2.01753,877,2.70945,41,-2.3908,120,-0.7141,79,-1.5067,104,-0.9245,201,0.08225,109,-0.9161
ENSG00000160058,BSDC1,52,-0.3705,70,0.07188,88,0.42785,89,0.50651,47,-0.5371,58,-0.2493,69,0.05262,54,-0.3329,67,0.01711
ENSG00000160062,ZBTB8A,170,2.49357,31,-0.4335,19,-1.1586,19,-1.1703,17,-1.3079,58,0.70536,10,-1.9983,17,-1.2995,26,-0.7506
ENSG00000176261,ZBTB8OS,20,-0.6590,12,-1.3594,14,-1.1302,33,0.09255,64,1.17007,28,-0.2066,17,-0.8550,31,-0.0029,47,0.75104
ENSG00000162521,RBBP4,92,-0.3187,148,0.43166,134,0.27045,108,-0.0775,58,-1.0161,110,-0.0495,102,-0.1522,141,0.35163,123,0.14960
ENSG00000162522,KIAA1522,1,-3.9755,2,-3.4513,0,-5.8390,21,-0.1004,51,1.31289,20,-0.2354,35,0.66976,26,0.20094,39,0.96279
ENSG00000134684,YARS,15,-2.2315,39,-0.8634,40,-0.8434,95,0.56398,64,-0.1290,90,0.51040,29,-1.3209,44,-0.6983,104,0.72605
ENSG00000160097,FNDC5,10,-1.4760,6,-2.1190,5,-2.3737,34,0.40165,20,-0.4676,39,0.72783,36,0.44232,18,-0.5957,35,0.45816
ENSG00000121905,HPCA,19,-2.9596,10,-3.7847,72,-1.0231,158,0.20449,129,-0.1282,184,0.53340,141,0.01011,90,-0.6798,247,1.02685
ENSG00000121900,TMEM54,0,-6.5073,29,-0.0259,4,-2.9680,27,-0.1906,13,-1.2851,16,-1.0487,54,0.94664,39,0.42774,74,1.73214
ENSG00000004455,AK2,50,0.70734,35,0.13402,81,1.53978,17,-0.9633,18,-0.8809,14,-1.3533,29,-0.1522,29,-0.1142,47,0.68756
ENSG00000142920,AZIN2,7,-1.2262,16,-0.1115,26,0.60841,24,0.57276,7,-1.2251,17,-0.0637,15,-0.2486,6,-1.4991,25,0.60631
ENSG00000160094,ZNF362,77,1.44077,21,-0.6274,56,0.89922,23,-0.5456,18,-0.8917,21,-0.6959,25,-0.3604,42,0.43871,33,0.03862
ENSG00000134686,PHC2,60,0.35405,71,0.61485,80,0.81121,58,0.31203,19,-1.4168,26,-1.0890,54,0.16634,21,-1.2485,65,0.50920
ENSG00000121904,CSMD2,4,-2.4939,15,-0.5544,57,1.53364,36,0.88882,27,0.32886,28,0.44166,13,-0.7437,2,-3.5754,6,-1.8857
ENSG00000163866,SMIM12,24,-0.5191,11,-1.6345,15,-1.1982,52,0.72999,52,0.65689,40,0.27786,13,-1.4011,17,-1.0600,45,0.46216
ENSG00000116544,DLGAP3,31,-1.1232,17,-1.9802,18,-1.9636,51,-0.4151,83,0.36702,93,0.68853,84,0.37750,88,0.45978,76,0.25306
ENSG00000163867,ZMYM6,41,1.30490,12,-0.6537,2,-3.0008,29,0.82644,5,-1.8352,22,0.37047,13,-0.5122,21,0.20215,9,-1.0662
ENSG00000116560,SFPQ,900,1.42900,931,1.49016,320,-0.2546,445,0.28477,221,-0.8180,286,-0.5017,211,-0.8916,270,-0.5166,153,-1.4491
ENSG00000146463,ZMYM4,47,-0.5021,50,-0.4185,28,-1.3094,66,-0.0060,100,0.67195,88,0.58149,78,0.27326,62,-0.0932,46,-0.5728
ENSG00000142687,KIAA0319L,110,0.72889,71,0.04549,26,-1.4765,83,0.31588,44,-0.6783,67,-0.0534,69,-0.0001,54,-0.3902,79,0.22611
ENSG00000020129,NCDN,123,-1.7064,39,-3.3618,266,-0.5568,419,0.16311,286,-0.4421,662,1.15283,200,-0.9824,246,-0.6736,487,0.42539
ENSG00000126067,PSMB2,66,-0.1831,59,-0.3602,104,0.53618,75,0.02220,45,-0.7692,70,-0.0911,57,-0.4111,38,-1.0057,117,0.81065
ENSG00000142686,C1orf216,4,-4.1355,10,-2.7710,78,0.29349,78,0.30830,52,-0.3280,80,0.40252,46,-0.5392,41,-0.6947,109,0.93080
ENSG00000134698,AGO4,0,-6.0945,18,-0.3548,50,1.29797,42,1.13105,3,-2.9989,21,-0.1264,9,-1.2811,20,-0.1986,23,0.02370
ENSG00000092847,AGO1,46,-0.0716,50,0.06266,49,0.04858,62,0.44867,64,0.45333,39,-0.3702,46,-0.0515,38,-0.3314,44,-0.1477
ENSG00000126070,AGO3,121,0.96015,129,1.07046,87,0.42693,77,0.25265,46,-0.5460,66,-0.0257,37,-0.8769,54,-0.3307,19,-1.9282
ENSG00000054116,TRAPPC3,25,-0.5678,30,-0.3335,6,-2.7436,33,-0.1892,35,-0.0698,50,0.58407,21,-0.8415,33,-0.1807,58,0.78242
ENSG00000116871,MAP7D1,207,0.11153,237,0.32195,200,0.05234,146,-0.4639,266,0.50940,213,0.18411,154,-0.3447,136,-0.5428,190,-0.0302
ENSG00000054118,THRAP3,429,1.28077,165,-0.2614,202,0.05398,192,-0.0330,221,0.19448,237,0.37247,82,-1.3173,158,-0.3252,95,-1.1733
ENSG00000196182,STK40,59,1.54344,17,-0.4957,33,0.55213,15,-0.6950,19,-0.3102,19,-0.3260,34,0.62813,15,-0.6745,18,-0.4272
ENSG00000181817,LSM10,0,-6.2217,13,-0.9506,36,0.55548,18,-0.6006,31,0.31963,24,-0.1023,31,0.32096,27,0.09914,42,0.89381
ENSG00000116898,MRPS15,7,-2.4602,15,-1.3945,2,-3.8748,41,0.14529,33,-0.1907,45,0.33506,31,-0.3070,41,0.12619,72,1.18329
ENSG00000163873,GRIK3,0,-6.2334,22,-0.2047,162,3.55562,31,0.39246,10,-1.3983,3,-3.2864,21,-0.2166,0,-5.6230,18,-0.4875
ENSG00000163875,MEAF6,31,-1.7620,23,-2.1482,226,1.34550,108,0.13769,71,-0.5241,105,0.10929,40,-1.3595,66,-0.6337,152,0.75209
ENSG00000163877,SNIP1,34,0.81675,13,-0.6082,14,-0.5833,31,0.75623,19,-0.0804,26,0.50044,11,-0.9352,16,-0.3138,7,-1.5904
ENSG00000134697,GNL2,21,-0.5023,29,0.01546,18,-0.7547,20,-0.6333,46,0.73968,45,0.86447,12,-1.2553,29,-0.0052,24,-0.2962
ENSG00000185090,MANEAL,9,-0.6819,3,-1.9718,3,-2.0800,22,0.79613,4,-1.7216,19,0.63823,16,0.20021,12,-0.2822,16,0.23317
ENSG00000197982,C1orf122,59,-1.1990,226,0.89495,172,0.45478,58,-1.2924,149,0.22440,86,-0.7139,179,0.51315,145,0.17751,188,0.66224
ENSG00000188786,MTF1,20,-0.2435,36,0.68594,56,1.43284,21,-0.1707,25,0.12397,18,-0.4117,23,-0.0084,20,-0.2136,12,-1.0161
ENSG00000183431,SF3A3,54,0.35980,38,-0.1882,19,-1.1928,44,0.05332,54,0.37316,43,0.02008,28,-0.6460,60,0.53693,42,-0.0177
ENSG00000183520,UTP11,81,1.25233,17,-1.1862,26,-0.5247,33,-0.1928,37,-0.0203,48,0.48896,18,-1.1202,52,0.53749,22,-0.8782
ENSG00000185668,POU3F1,0,-5.7737,0,-6.9491,0,-6.9067,26,0.64205,41,1.32958,28,0.90117,10,-0.8654,20,0.14740,13,-0.4762
ENSG00000116954,RRAGC,77,0.92370,52,0.30272,46,0.09165,63,0.67080,31,-0.4893,36,-0.3199,23,-0.9090,42,-0.0498,27,-0.7516
ENSG00000174574,AKIRIN1,76,-0.0207,77,-0.0077,150,1.06854,61,-0.3831,85,0.13867,83,0.13704,57,-0.4780,52,-0.6224,69,-0.2015
ENSG00000168653,NDUFS5,48,-2.9940,144,-1.3957,165,-1.1980,206,-0.9230,587,0.77413,472,0.52277,327,-0.1562,468,0.40840,568,0.80677
ENSG00000127603,MACF1,1887,1.90306,1121,0.98096,518,-0.2553,764,0.39036,220,-1.5440,275,-1.3669,469,-0.4091,808,0.44323,280,-1.2585
ENSG00000090621,PABPC4,430,2.30215,142,0.35966,109,-0.0609,99,-0.2285,90,-0.3577,72,-0.8087,82,-0.4898,85,-0.4348,60,-1.0168
ENSG00000116983,HPCAL4,73,-2.3058,202,-0.7905,281,-0.2919,362,0.11121,467,0.50749,451,0.56082,342,0.01372,334,-0.0254,316,-0.1167
ENSG00000084072,PPIE,45,0.87890,21,-0.3324,25,-0.0649,23,-0.2285,17,-0.6088,27,0.05080,24,-0.1003,18,-0.5347,31,0.28646
ENSG00000168389,MFSD2A,60,1.68007,26,0.25207,18,-0.3161,13,-0.8176,27,0.34327,9,-1.4253,34,0.68396,8,-1.4400,28,0.44819
ENSG00000131236,CAP1,329,1.25086,145,-0.0790,149,-0.0383,127,-0.3051,111,-0.4913,166,0.16066,67,-1.2460,167,0.14335,132,-0.2484
ENSG00000131238,PPT1,35,-1.7722,44,-1.4605,67,-0.8314,112,-0.0503,113,-0.0254,137,0.34461,70,-0.7662,185,0.76318,172,0.72063
ENSG00000117000,RLF,13,-1.4770,36,0.06962,42,0.30866,54,0.78361,33,-0.0693,51,0.76646,22,-0.6817,24,-0.5562,10,-1.9788
ENSG00000084073,ZMPSTE24,55,0.36970,43,-0.0181,44,0.02590,50,0.22584,27,-0.7363,43,-0.0374,35,-0.3499,56,0.39365,40,-0.1675
ENSG00000084070,SMAP2,118,-0.3568,62,-1.3397,130,-0.2182,162,0.14214,160,0.10603,273,1.28425,93,-0.7306,64,-1.2840,85,-0.9199
ENSG00000117016,RIMS3,79,-1.2612,12,-3.9841,26,-2.8559,202,0.18393,192,0.09427,247,0.61631,235,0.41074,160,-0.1915,252,0.58377
ENSG00000066136,NFYC,20,-0.8126,17,-1.0735,7,-2.3502,51,0.68002,25,-0.4754,36,0.06630,43,0.35272,23,-0.6305,52,0.73338
ENSG00000127124,HIVEP3,8,-1.7189,11,-1.1810,14,-0.9052,46,1.08359,28,0.14693,24,-0.0740,35,0.50659,25,-0.0432,22,-0.2555
ENSG00000198815,FOXJ3,63,0.24079,26,-1.0843,68,0.34929,49,-0.1789,37,-0.5681,64,0.31448,33,-0.7473,36,-0.6153,76,0.58576
ENSG00000177181,RIMKLA,0,-6.9678,11,-1.9620,4,-3.3140,61,0.68443,88,1.21227,49,0.33430,47,0.19428,25,-0.7875,47,0.21828
ENSG00000127125,PPCS,23,-0.9922,33,-0.4818,46,0.05407,40,-0.1650,49,0.13639,57,0.47747,25,-0.8864,55,0.31959,49,0.15591
ENSG00000186409,CCDC30,62,-0.4215,60,-0.4836,69,-0.2757,106,0.45016,188,1.35440,96,0.30774,77,-0.0926,40,-1.0947,35,-1.3790
ENSG00000065978,YBX1,244,1.23008,146,0.38538,105,-0.1268,36,-1.8289,136,0.27448,82,-0.6004,107,-0.1032,218,1.03970,107,-0.1153
ENSG00000164008,C1orf50,0,-5.8168,33,0.89985,29,0.70667,19,0.04099,13,-0.4853,12,-0.7021,22,0.24103,23,0.37111,23,0.34710
ENSG00000177868,SVBP,47,0.24354,25,-0.6982,11,-1.9384,24,-0.8385,49,0.31341,59,0.78272,27,-0.6113,60,0.63636,38,-0.0759
ENSG00000117394,SLC2A1,104,1.61092,27,-0.5785,4,-3.1864,22,-0.9182,10,-1.9790,21,-1.0455,59,0.65042,93,1.40370,52,0.49075
ENSG00000117395,EBNA1BP2,35,-0.7663,32,-0.8750,21,-1.5124,44,-0.4363,86,0.64416,110,1.39396,20,-1.5603,53,-0.1301,40,-0.5761
ENSG00000066322,ELOVL1,45,0.36382,102,1.72638,171,2.77839,15,-1.3901,8,-2.1877,9,-2.2717,25,-0.5543,21,-0.8392,19,-0.9928
ENSG00000159479,MED8,20,0.03336,6,-1.6202,16,-0.3059,18,-0.1042,23,0.23828,25,0.45143,6,-1.8028,21,0.13501,25,0.45629
ENSG00000198198,SZT2,27,0.44316,39,1.02680,31,0.66759,30,0.69474,6,-1.8396,10,-1.1483,14,-0.5153,8,-1.2776,23,0.25744
ENSG00000142949,PTPRF,5,-4.4638,122,0.00922,116,-0.0637,135,0.18118,115,-0.0899,173,0.70296,100,-0.2951,130,0.10527,101,-0.3151
ENSG00000066135,KDM4A,8,-1.5641,20,-0.2404,26,0.17239,44,1.18782,16,-0.5221,25,0.17653,15,-0.5902,22,-0.0504,14,-0.8265
ENSG00000126091,ST3GAL3,30,-0.2148,24,-0.5870,32,-0.1338,39,0.16546,34,-0.0691,34,-0.0404,46,0.41649,24,-0.6029,43,0.35770
ENSG00000117408,IPO13,0,-7.0112,121,1.61421,119,1.58393,30,-0.6484,33,-0.4631,25,-1.0024,41,-0.1387,38,-0.2853,50,0.17857
ENSG00000117410,ATP6V0B,96,-1.4971,143,-0.8959,335,0.41421,318,0.36718,149,-0.8312,303,0.31221,208,-0.3272,157,-0.7582,357,0.57542
ENSG00000117411,B4GALT2,22,-1.7211,80,0.23293,97,0.54146,56,-0.3427,73,0.08123,41,-0.9205,143,1.18203,64,-0.1236,92,0.50137
ENSG00000159214,CCDC24,11,-0.3361,5,-1.4228,7,-1.1294,15,0.10594,3,-2.3416,22,0.84099,11,-0.4031,16,0.17042,18,0.43079
ENSG00000178028,DMAP1,54,-0.3646,60,-0.1982,117,0.84617,71,0.06566,45,-0.6329,80,0.30184,47,-0.5808,37,-0.9533,74,0.13406
ENSG00000117419,ERI3,72,-0.4173,71,-0.4304,124,0.42353,106,0.20110,77,-0.3194,56,-0.9027,93,-0.0184,103,0.13683,153,0.86516
ENSG00000187147,RNF220,23,-2.2347,192,0.96274,104,-0.0118,83,-0.3954,107,0.03236,97,-0.1531,100,-0.0830,69,-0.6434,158,0.72043
ENSG00000142937,RPS8,652,-0.2462,880,0.22238,722,-0.0882,309,-1.4540,1338,0.90068,704,-0.1522,978,0.38939,1100,0.57925,767,0.00709
ENSG00000070785,EIF2B3,24,0.08989,9,-1.2798,61,1.61574,10,-1.3008,11,-1.0150,25,0.16794,12,-0.9683,15,-0.6173,34,0.70918
ENSG00000126088,UROD,51,-0.1575,37,-0.6356,57,0.01332,48,-0.2680,64,0.18256,52,-0.1388,41,-0.5041,72,0.37819,80,0.60860
ENSG00000117450,PRDX1,144,-0.7623,226,-0.0698,331,0.53286,163,-0.6098,127,-0.9480,181,-0.4760,261,0.15502,444,1.01912,334,0.61098
ENSG00000117448,AKR1A1,27,-0.1181,33,0.18504,33,0.20280,20,-0.6480,11,-1.4808,28,-0.0839,29,-0.0031,54,0.99109,35,0.29335
ENSG00000132780,NASP,329,1.45383,523,2.32947,112,-0.2934,154,0.21887,54,-1.4002,67,-1.2161,81,-0.7972,79,-0.8253,39,-1.9487
ENSG00000159592,GPBP1L1,39,-0.0978,47,0.20715,62,0.62749,34,-0.3404,64,0.67354,32,-0.4756,35,-0.2466,34,-0.3023,48,0.23902
ENSG00000086015,MAST2,0,-5.7702,14,-0.3480,4,-2.0551,16,-0.2078,22,0.33692,23,0.47844,17,-0.1055,24,0.41464,26,0.62917
ENSG00000117461,PIK3R3,44,1.20462,10,-1.0307,2,-3.0523,25,0.35084,32,0.68244,6,-1.9643,32,0.68953,40,1.06032,19,-0.0930
ENSG00000085998,POMGNT1,12,-2.2626,66,0.20584,145,1.50753,67,0.24525,30,-1.0034,49,-0.2880,61,0.08519,37,-0.6795,60,0.05163
ENSG00000132128,LRRC41,29,-0.4323,11,-1.8778,37,-0.0915,47,0.30641,15,-1.4310,49,0.44159,32,-0.3050,38,-0.0282,52,0.50733
ENSG00000173660,UQCRH,28,-3.4075,73,-1.9993,192,-0.5669,225,-0.3493,394,0.55475,292,0.09561,312,0.17997,300,0.11916,493,1.04331
ENSG00000117481,NSUN4,79,1.79391,20,-0.4160,15,-0.8997,30,0.16889,23,-0.2041,25,-0.1003,10,-1.4392,15,-0.8756,25,-0.0981
ENSG00000117480,FAAH,0,-6.2709,15,-0.8264,41,0.76835,23,-0.1897,12,-1.1498,43,1.07566,13,-1.0269,12,-1.1431,32,0.39571
ENSG00000079277,MKNK1,28,0.11208,17,-0.6922,35,0.42103,45,0.93327,18,-0.5509,32,0.35335,12,-1.1986,25,-0.0730,12,-1.2522
ENSG00000123472,ATPAF1,31,-1.8906,70,-0.7130,109,-0.0313,121,0.14935,109,-0.0316,91,-0.3690,102,-0.1386,192,0.87266,159,0.63181
ENSG00000159658,EFCAB14,91,-0.1398,172,0.87661,189,1.04032,90,-0.1616,84,-0.2598,46,-1.3264,112,0.18951,144,0.58399,91,-0.1462
ENSG00000186377,CYP4X1,3,-2.5142,1,-3.9446,0,-6.7166,30,1.20056,15,-0.0877,22,0.70965,7,-1.2579,10,-0.6852,20,0.45881
ENSG00000162368,CMPK1,108,0.00882,149,0.51903,75,-0.5568,109,0.02607,74,-0.5833,110,0.04133,98,-0.1442,83,-0.3912,131,0.34583
ENSG00000162373,BEND5,12,-1.0325,6,-2.1058,7,-1.8435,50,1.35603,18,-0.4344,18,-0.5156,19,-0.3854,25,0.08298,36,0.70772
ENSG00000162374,ELAVL4,35,-2.8499,19,-3.7550,151,-0.7090,436,1.09214,203,-0.2589,311,0.50525,248,0.04968,79,-1.6767,290,0.33003
ENSG00000185104,FAF1,32,-0.1593,39,0.13430,21,-0.8026,40,0.18420,15,-1.2638,36,0.04049,8,-2.1395,45,0.38423,57,0.82770
ENSG00000123091,RNF11,154,-1.2736,186,-0.9981,384,0.11497,453,0.41497,318,-0.1797,339,-0.0964,361,0.01721,227,-0.6974,544,0.75219
ENSG00000085832,EPS15,116,-0.4817,139,-0.2083,200,0.35749,131,-0.3290,181,0.19871,149,-0.1224,161,0.02015,122,-0.4081,221,0.57529
ENSG00000117859,OSBPL9,126,2.42301,57,0.98020,24,-0.3904,35,0.21843,7,-2.0951,9,-2.0174,19,-0.7167,26,-0.2490,23,-0.5037
ENSG00000078618,NRDC,413,1.59684,262,0.81049,88,-0.8824,188,0.30071,114,-0.4957,140,-0.2191,93,-0.8143,86,-0.9294,99,-0.7582
ENSG00000169213,RAB3B,6,-2.8551,84,1.18935,73,0.95119,42,0.05548,42,0.05127,19,-1.2714,37,-0.1360,12,-1.8061,65,0.85478
ENSG00000117862,TXNDC12,14,-0.8705,12,-1.0814,16,-0.6368,19,-0.4448,25,0.03136,28,0.23907,18,-0.4299,40,0.76747,36,0.69461
ENSG00000134717,BTF3L4,12,-2.1215,29,-0.8391,90,0.93272,59,0.27852,37,-0.4773,58,0.28553,32,-0.6764,34,-0.6051,63,0.39590
ENSG00000157077,ZFYVE9,28,-0.8232,16,-1.6856,26,-0.9348,60,0.35534,83,0.86154,82,1.09109,26,-0.9148,21,-1.2669,32,-0.6774
ENSG00000134748,PRPF38A,93,0.59934,88,0.51300,128,1.13246,40,-0.7487,43,-0.5851,58,-0.1595,50,-0.3597,94,0.61286,37,-0.8583
ENSG00000134744,TUT4,244,1.20637,218,1.01191,122,0.07984,136,0.27286,94,-0.3252,86,-0.5378,72,-0.7292,147,0.36990,41,-1.6408
ENSG00000162377,COA7,23,-0.0405,9,-1.3276,8,-1.6367,22,-0.0630,38,0.77925,34,0.77546,9,-1.4498,25,0.08453,22,-0.1194
ENSG00000162378,ZYG11B,104,-0.9164,91,-1.1193,170,-0.1800,272,0.62898,193,0.02295,221,0.28722,161,-0.2574,103,-0.9412,223,0.27166
ENSG00000121310,ECHDC2,64,1.59623,20,-0.2755,28,0.25398,22,-0.1155,16,-0.6408,11,-1.2578,14,-0.7980,50,1.16315,21,-0.2199
ENSG00000116171,SCP2,145,0.51790,101,-0.0450,109,0.06138,81,-0.4208,105,0.00545,82,-0.4290,71,-0.5852,162,0.70378,127,0.34433
ENSG00000162384,CZIB,48,0.21339,17,-1.3267,70,0.81108,32,-0.4705,57,0.48717,32,-0.4844,27,-0.6739,40,-0.0660,64,0.72960
ENSG00000162385,MAGOH,6,-1.2019,10,-0.5297,7,-1.0492,17,0.26983,6,-1.2238,16,0.09542,14,-0.0575,24,0.72732,21,0.62857
ENSG00000157193,LRP8,16,-1.3948,17,-1.2963,34,-0.3293,65,0.78528,19,-1.2060,41,-0.0353,45,0.13300,38,-0.1256,60,0.63070
ENSG00000081870,HSPB11,10,-0.9174,10,-1.0215,19,-0.0326,21,0.19666,12,-0.7121,21,0.20981,11,-0.7932,22,0.19857,29,0.72745
ENSG00000116209,TMEM59,55,-1.3273,110,-0.2888,312,1.40846,86,-0.6998,68,-1.0133,135,0.04370,60,-1.2033,220,0.81603,158,0.30566
ENSG00000116205,TCEANC2,67,1.96770,67,1.98348,10,-1.0197,10,-1.1318,8,-1.3902,12,-0.9607,30,0.57950,10,-1.0693,10,-1.1254
ENSG00000116221,MRPL37,34,-0.1288,27,-0.5003,49,0.42812,27,-0.5207,20,-0.9347,37,-0.0070,44,0.26807,33,-0.1783,55,0.70624
ENSG00000157216,SSBP3,231,-0.2265,113,-1.3063,349,0.42026,395,0.68961,193,-0.5068,177,-0.7377,373,0.52501,146,-0.9257,377,0.60699
ENSG00000162390,ACOT11,92,2.20311,44,0.87458,20,-0.3563,33,0.44461,1,-3.8221,5,-2.4085,15,-0.7591,44,0.87156,15,-0.8417
ENSG00000243725,TTC4,21,-0.1418,14,-0.7262,45,1.07505,30,0.47865,8,-1.5736,30,0.49753,14,-0.6822,17,-0.4255,14,-0.7464
ENSG00000116133,DHCR24,52,-1.0679,150,0.57118,185,0.91396,154,0.68177,40,-1.4655,78,-0.5206,78,-0.4465,26,-2.0638,144,0.55385
ENSG00000162402,USP24,57,0.49058,33,-0.3476,78,1.00209,55,0.46186,18,-1.2953,49,0.30111,24,-0.8068,30,-0.4832,23,-0.9507
ENSG00000162407,PLPP3,122,-0.9923,126,-0.9542,144,-0.7466,234,-0.0066,16,-3.9374,75,-1.9009,108,-1.1797,1223,3.00102,309,0.48259
ENSG00000162409,PRKAA2,81,0.25434,20,-1.8297,30,-1.2582,87,0.41977,102,0.63620,107,0.90129,25,-1.5287,36,-0.9900,51,-0.4807
ENSG00000162601,MYSM1,47,-0.6266,50,-0.5116,47,-0.6094,107,0.73749,94,0.45321,97,0.64237,37,-0.9656,47,-0.6192,43,-0.7851
ENSG00000177606,JUN,583,2.11986,126,-0.4501,151,-0.1696,93,-0.9718,115,-0.5831,243,0.73035,59,-1.5801,112,-0.6216,65,-1.5282
ENSG00000134709,HOOK1,15,-2.1089,13,-2.3153,32,-0.9568,68,0.21064,105,0.87662,124,1.57702,25,-1.3451,24,-1.3989,32,-1.0219
ENSG00000162599,NFIA,869,1.45127,660,0.97626,580,0.76284,281,-0.4136,210,-0.8264,177,-1.2257,307,-0.2475,568,0.72920,196,-0.9869
ENSG00000162604,TM2D1,51,0.28057,33,-0.3913,70,0.78598,39,-0.1459,22,-0.9852,41,-0.0680,29,-0.5712,53,0.33317,48,0.17761
ENSG00000132849,PATJ,118,2.68797,12,-1.1404,28,0.11926,39,0.76469,18,-0.5649,15,-0.9551,7,-1.8247,12,-1.1746,8,-1.8108
ENSG00000162607,USP1,89,0.50672,100,0.70726,42,-0.6449,54,-0.3011,65,0.02123,87,0.59817,38,-0.8121,72,0.18708,30,-1.2085
