Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000117640,MTFR1L,40,-0.4673,43,-0.3106,31,-0.8305,43,-0.3197,55,0.06453,53,0.00066,79,0.64520,74,0.54052,69,0.41661
ENSG00000117632,STMN1,570,-1.2438,975,-0.3391,1241,0.04059,2225,1.00604,1209,-9.5248,1705,0.55535,1020,-0.2684,741,-0.7614,1838,0.68060
ENSG00000158008,EXTL1,47,0.22760,40,-0.0409,20,-1.0778,41,-0.0016,50,0.33956,34,-0.2962,42,0.05040,19,-1.1471,62,0.66762
ENSG00000175087,PDIK1L,6,-1.6202,12,-0.4282,21,0.34323,16,-0.0909,31,1.17893,14,-0.2570,21,0.35202,15,-0.1035,10,-0.7884
ENSG00000142684,ZNF593,14,-0.6381,19,-0.1582,17,-0.2769,25,0.31706,16,-0.4774,23,0.16344,30,0.60172,14,-0.6388,41,1.08824
ENSG00000142669,SH3BGRL3,136,-0.0064,81,-0.8048,63,-1.1908,216,0.74848,145,0.11378,118,-0.2186,168,0.33992,86,-0.7109,204,0.65437
ENSG00000158062,UBXN11,24,0.79325,8,-1.0043,6,-1.2488,16,0.04446,9,-0.8623,7,-1.1148,13,-0.2039,24,0.70107,29,1.01211
ENSG00000117682,DHDDS,9,-1.1959,18,0.00159,9,-0.9959,34,0.98866,17,-0.0989,21,0.19708,27,0.59584,27,0.61513,14,-0.4446
ENSG00000198830,HMGN2,155,0.54668,88,-0.4194,85,-0.4771,104,-0.1588,78,-0.6507,108,-0.0910,77,-0.6241,166,0.59838,170,0.62853
ENSG00000117713,ARID1A,70,-0.1020,89,0.28774,102,0.51197,54,-0.4967,69,-0.1293,58,-0.3895,46,-0.7294,145,1.10884,44,-0.7915
ENSG00000204160,ZDHHC18,12,-0.4572,10,-0.6847,8,-0.9294,29,1.07121,18,0.25641,11,-0.5347,11,-0.4457,18,0.28692,21,0.54242
ENSG00000142751,GPN2,13,-0.5429,29,0.79569,13,-0.4809,15,-0.2555,11,-0.8225,25,0.53975,19,0.09632,22,0.38917,24,0.51018
ENSG00000090273,NUDC,192,0.05410,130,-0.5598,155,-0.2900,183,-0.0274,152,-0.3485,200,0.11369,202,0.12977,193,0.05852,297,0.76078
ENSG00000253368,TRNP1,27,-0.8257,30,-0.6237,37,-0.3181,62,0.49943,51,0.22858,29,-0.6629,67,0.64800,30,-0.6209,83,1.00365
ENSG00000090020,SLC9A1,8,-1.2845,14,-0.3869,25,0.43753,40,1.26853,15,-0.3227,19,-0.0051,23,0.36549,9,-1.1024,27,0.60252
ENSG00000142784,WDTC1,36,0.67983,21,-0.2380,24,-0.0077,20,-0.3209,26,0.10613,17,-0.5474,14,-0.8887,24,-0.0285,26,0.10538
ENSG00000186501,TMEM222,34,0.11182,19,-0.7987,15,-1.1703,45,0.55874,28,-0.2222,35,0.14688,37,0.20810,44,0.50605,33,0.04413
ENSG00000158195,WASF2,64,1.30794,45,0.52891,49,0.65197,13,-1.3659,22,-0.6575,17,-0.9599,8,-2.1030,40,0.34171,13,-1.3303
ENSG00000126705,AHDC1,43,-0.1459,62,0.44695,72,0.70528,54,0.21640,39,-0.2971,60,0.40658,24,-1.0187,40,-0.2476,38,-0.3320
ENSG00000126709,IFI6,62,-0.5786,79,-0.1513,42,-1.1246,60,-0.5802,88,0.02541,118,0.49614,246,1.79450,34,-1.4226,76,-0.2064
ENSG00000009780,FAM76A,13,-0.6170,30,0.70371,16,-0.2948,25,0.41146,13,-0.6282,28,0.59026,19,-0.0114,23,0.26200,18,-0.0741
ENSG00000117758,STX12,51,-1.0154,110,0.26283,83,-0.1882,110,0.26541,86,-0.1437,111,0.27736,102,0.14540,95,0.02472,143,0.68326
ENSG00000117751,PPP1R8,28,0.12048,18,-0.5671,22,-0.2450,38,0.63401,13,-1.1156,34,0.42630,31,0.30823,38,0.63984,21,-0.3323
ENSG00000117748,RPA2,25,-0.5947,21,-0.8281,16,-1.2363,47,0.39688,18,-1.1097,52,0.57234,46,0.38715,59,0.78133,71,1.09707
ENSG00000158161,EYA3,8,-0.5860,15,0.49596,14,0.40746,9,-0.2315,8,-0.5569,10,-0.1691,10,-0.1806,17,0.68685,15,0.43680
ENSG00000126698,DNAJC8,177,-0.2466,225,0.15837,274,0.48023,172,-0.2632,198,-0.0505,245,0.29778,206,0.02017,206,0.02016,162,-0.3607
ENSG00000130770,ATP5IF1,266,-0.5286,237,-0.6647,176,-1.1177,461,0.38237,255,-0.5997,439,0.30642,575,0.75019,268,-0.4742,794,1.31053
ENSG00000204138,PHACTR4,41,0.53776,51,0.82464,43,0.54721,17,-0.8689,34,0.20423,8,-1.9485,10,-1.6961,47,0.68416,9,-1.7559
ENSG00000180098,TRNAU1AP,13,-0.0769,23,0.78583,4,-1.8316,18,0.39104,8,-0.8599,18,0.37537,17,0.33294,7,-0.9143,23,0.81391
ENSG00000120656,TAF12,14,0.10994,19,0.53271,9,-0.6190,7,-0.9588,7,-0.9360,16,0.22885,11,-0.3413,17,0.38677,26,1.05862
ENSG00000162419,GMEB1,10,-0.3379,9,-0.4271,18,0.59037,11,-0.1483,14,0.24812,8,-0.6386,9,-0.4353,26,1.19038,6,-1.1267
ENSG00000198492,YTHDF2,51,-0.9787,104,0.17897,101,0.13059,96,0.06383,103,0.19080,154,0.83190,104,0.18520,89,-0.0578,61,-0.6349
ENSG00000116329,OPRD1,5,-1.3813,18,0.59151,28,1.41252,6,-0.9856,11,-0.1688,15,0.32995,12,-0.0635,9,-0.3595,13,0.08315
ENSG00000159023,EPB41,12,-0.6880,38,1.12200,34,0.96330,7,-1.4942,21,0.17406,10,-1.0251,32,0.84767,11,-0.7989,10,-0.9740
ENSG00000116350,SRSF4,72,-0.1798,105,0.43711,104,0.41496,64,-0.3529,83,0.07160,71,-0.1882,62,-0.4070,88,0.15235,76,-0.0815
ENSG00000116353,MECR,17,-0.5922,19,-0.3977,16,-0.6136,32,0.40319,17,-0.6107,34,0.50507,33,0.48296,27,0.12573,41,0.82545
ENSG00000060656,PTPRU,11,-0.4983,7,-1.2519,13,-0.2625,18,0.21561,22,0.67716,15,0.00517,30,1.07723,10,-0.6005,9,-0.8286
ENSG00000162512,SDC3,92,0.50290,62,-0.1778,79,0.19791,46,-0.6505,56,-0.3753,63,-0.1543,42,-0.7991,107,0.69449,72,0.05571
ENSG00000134644,PUM1,124,-0.4974,197,0.27426,250,0.66500,245,0.62839,154,-0.1266,183,0.15318,111,-0.6269,180,0.12615,104,-0.7275
ENSG00000121766,ZCCHC17,84,-0.5953,99,-0.2868,148,0.34117,171,0.58455,82,-0.6312,229,1.07960,90,-0.4368,127,0.10279,115,-0.0609
ENSG00000121769,FABP3,26,-1.2564,32,-0.8308,25,-1.1773,75,0.48213,63,0.21850,83,0.65572,94,0.87265,25,-1.2066,97,0.91813
ENSG00000162517,PEF1,36,-0.8642,51,-0.2620,38,-0.7149,52,-0.2233,52,-0.2394,87,0.59647,98,0.79940,58,-0.0565,101,0.84410
ENSG00000084636,COL16A1,22,-0.1548,50,1.19610,11,-1.1342,32,0.42301,14,-0.9138,15,-0.7253,19,-0.4027,21,-0.2126,47,1.06581
ENSG00000121753,ADGRB2,136,-0.4380,136,-0.4040,128,-0.4950,238,0.48297,152,-0.2605,256,0.60531,224,0.38588,158,-0.1714,222,0.36803
ENSG00000184007,PTP4A2,187,0.07672,168,-0.1067,255,0.56679,192,0.10396,216,0.33446,182,0.01830,109,-0.7768,111,-0.7426,151,-0.2670
ENSG00000121774,KHDRBS1,111,-0.1449,111,-0.1317,121,-0.0043,104,-0.2357,107,-0.2063,169,0.54211,98,-0.3210,166,0.51377,123,0.02613
ENSG00000121775,TMEM39B,9,-0.3214,16,0.67158,8,-0.4256,17,0.73947,4,-1.3123,12,0.16651,9,-0.2594,18,0.85318,10,-0.0859
ENSG00000025800,KPNA6,56,-0.9086,120,0.34548,80,-0.2987,94,-0.0363,119,0.37642,105,0.14143,108,0.18372,127,0.43940,77,-0.3500
ENSG00000084652,TXLNA,20,-0.2948,25,0.07049,26,0.13961,16,-0.5929,26,0.11065,26,0.12840,26,0.13744,24,0.02402,28,0.25739
ENSG00000160050,CCDC28B,13,-0.0413,6,-1.0680,7,-0.9412,12,-0.0985,8,-0.8800,12,-0.0859,11,-0.2318,27,1.15165,28,1.20993
ENSG00000084623,EIF3I,56,-0.6813,70,-0.2769,57,-0.5847,100,0.27830,75,-0.1764,107,0.39432,128,0.68722,68,-0.3122,127,0.67498
ENSG00000175130,MARCKSL1,169,0.93671,56,-0.9469,85,-0.2917,65,-0.7191,129,0.40786,29,-1.9143,48,-1.1623,125,0.30445,128,0.35275
ENSG00000160058,BSDC1,45,-0.2118,40,-0.3783,48,-0.0718,53,0.08543,51,0.03749,55,0.13049,51,0.01173,64,0.39299,51,0.03175
ENSG00000160062,ZBTB8A,16,0.08371,18,0.27871,13,-0.2233,11,-0.4328,14,-0.0817,26,0.86245,6,-1.2705,23,0.66442,8,-0.9459
ENSG00000176261,ZBTB8OS,29,0.02106,31,0.09950,14,-1.0679,24,-0.2822,24,-0.3034,24,-0.2645,45,0.72561,25,-0.2002,47,0.77716
ENSG00000162521,RBBP4,85,-0.1785,88,-0.1139,144,0.68561,87,-0.1323,47,-1.1472,111,0.25577,93,-0.0325,145,0.69434,107,0.19866
ENSG00000162522,KIAA1522,28,0.84335,16,-0.1252,17,-0.0505,12,-0.5864,14,-0.4015,17,-0.0603,10,-0.8791,13,-0.4698,25,0.57985
ENSG00000134684,YARS,48,-1.1654,70,-0.5164,66,-0.6012,115,0.26684,118,0.34662,121,0.33993,113,0.23836,93,-0.0723,161,0.82222
ENSG00000116497,S100PBP,14,0.49232,16,0.66195,10,0.00330,10,0.01382,4,-1.3256,16,0.64454,4,-1.4022,8,-0.3226,13,0.38230
ENSG00000160097,FNDC5,17,-1.0361,28,-0.2231,27,-0.2778,66,1.17650,37,0.25327,31,-0.0646,22,-0.5703,32,-0.0167,40,0.34993
ENSG00000121905,HPCA,100,-0.7316,96,-0.7221,81,-0.9830,343,1.34625,137,-0.2041,216,0.55151,29,-2.4866,198,0.40631,254,0.81788
ENSG00000121900,TMEM54,28,0.62898,5,-2.0568,14,-0.4912,27,0.47773,11,-0.9561,17,-0.2464,23,0.23180,11,-0.9195,44,1.28834
ENSG00000116514,RNF19B,6,-0.9361,14,0.32071,11,-0.0686,13,0.12611,7,-0.8173,23,1.07046,19,0.78863,11,-0.0881,10,-0.1891
ENSG00000004455,AK2,28,0.15527,30,0.24614,19,-0.4668,30,0.24280,25,-0.0612,15,-0.7680,34,0.44094,23,-0.1900,26,0.00401
ENSG00000142920,AZIN2,11,-0.7182,10,-0.8160,9,-0.8803,31,0.99441,22,0.54727,18,0.14832,14,-0.2009,10,-0.8109,24,0.58870
ENSG00000160094,ZNF362,18,0.14607,13,-0.4179,20,0.25725,14,-0.3136,11,-0.7061,15,-0.1645,15,-0.1867,32,1.06482,18,0.09013
ENSG00000134686,PHC2,45,0.18384,46,0.20265,29,-0.5409,58,0.57544,38,-0.1240,38,-0.1180,29,-0.5313,35,-0.2473,47,0.23188
ENSG00000121904,CSMD2,9,-0.3191,35,1.93609,10,-0.1804,9,-0.3239,8,-0.4853,8,-0.4935,8,-0.4371,14,0.35711,4,-1.6275
ENSG00000163866,SMIM12,34,-0.6266,35,-0.5431,30,-0.7608,42,-0.2760,52,0.06290,61,0.31387,107,1.26966,33,-0.6532,69,0.51378
ENSG00000116544,DLGAP3,79,1.49256,32,-0.2446,20,-0.9121,27,-0.5038,19,-1.0808,35,-0.0768,23,-0.7215,47,0.36923,28,-0.4579
ENSG00000163867,ZMYM6,16,-0.7794,40,0.73509,21,-0.2908,17,-0.6081,18,-0.5417,20,-0.3494,38,0.61661,43,0.85319,32,0.36919
ENSG00000116560,SFPQ,153,-0.4387,436,1.32763,299,0.67567,157,-0.3543,148,-0.4888,166,-0.2696,150,-0.4277,218,0.16041,141,-0.5196
ENSG00000146463,ZMYM4,48,-0.5909,81,0.28612,150,1.32773,51,-0.4523,70,0.05734,54,-0.3560,53,-0.3766,89,0.44373,31,-1.1727
ENSG00000142687,KIAA0319L,45,-0.3860,70,0.32796,58,0.03027,57,0.00816,52,-0.1725,56,-0.0367,64,0.17811,80,0.53746,48,-0.2575
ENSG00000020129,NCDN,247,-0.8188,262,-0.6621,168,-1.3352,281,-0.5543,281,-0.6060,737,1.00272,757,1.04990,424,0.08700,728,0.98196
ENSG00000126067,PSMB2,52,-0.8288,64,-0.4528,59,-0.5889,95,0.16724,95,0.17412,110,0.39719,117,0.49646,101,0.25925,104,0.30654
ENSG00000142686,C1orf216,46,-1.0725,57,-0.6740,55,-0.7484,117,0.44858,93,0.08096,121,0.50528,126,0.56764,93,0.07918,127,0.57889
ENSG00000134698,AGO4,12,-0.2257,33,1.43624,5,-1.3693,14,0.00926,15,0.12813,12,-0.1984,8,-0.7282,16,0.19985,9,-0.5699
ENSG00000092847,AGO1,30,-0.4421,56,0.58593,39,0.00369,50,0.39477,43,0.18635,21,-0.9373,19,-1.0865,59,0.66061,38,-0.0394
ENSG00000126070,AGO3,39,-0.4023,103,1.20399,64,0.41264,31,-0.7234,46,-0.1345,45,-0.1657,32,-0.6593,77,0.71296,24,-1.1312
ENSG00000116863,ADPRHL2,8,-0.9204,8,-0.9232,7,-1.0811,14,-0.0576,17,0.18569,27,0.95779,25,0.83507,8,-0.8528,24,0.74795
ENSG00000054116,TRAPPC3,29,-0.2708,33,-0.0295,15,-1.2004,39,0.23501,22,-0.6826,42,0.35032,53,0.74279,31,-0.1072,54,0.76494
ENSG00000116871,MAP7D1,121,-0.4133,132,-0.2397,107,-0.5539,133,-0.2218,175,0.23062,152,-0.0103,201,0.43148,185,0.29760,187,0.31663
ENSG00000054118,THRAP3,114,-0.4619,206,0.51999,291,1.10277,85,-0.8648,142,-0.0892,229,0.69310,95,-0.6996,168,0.18462,57,-1.4721
ENSG00000196182,STK40,18,0.37179,17,0.25303,5,-1.5660,17,0.25871,18,0.35844,8,-0.9228,13,-0.2500,14,-0.1378,16,0.11882
ENSG00000181817,LSM10,18,-0.6803,12,-1.2781,9,-1.5842,22,-0.3522,37,0.55063,18,-0.6181,44,0.77067,17,-0.7350,68,1.53396
ENSG00000116885,OSCP1,11,-0.6634,9,-0.8865,6,-1.3824,16,-0.0301,12,-0.5067,26,0.77494,33,1.21715,20,0.32798,21,0.41985
ENSG00000116898,MRPS15,31,-0.3280,23,-0.7730,18,-1.1609,50,0.44641,29,-0.4895,39,0.04784,54,0.56547,42,0.13411,73,1.06938
ENSG00000163873,GRIK3,5,-2.0870,29,0.64244,14,-0.4695,49,1.56894,32,0.95257,12,-0.6866,16,-0.3198,12,-0.7583,6,-1.6981
ENSG00000163875,MEAF6,62,-0.9896,103,-0.1219,113,0.02287,131,0.25470,131,0.28129,145,0.41649,148,0.44880,88,-0.3770,116,0.05969
ENSG00000163877,SNIP1,10,-0.6425,15,0.07159,15,0.07613,19,0.40991,11,-0.4096,16,0.19461,9,-0.7573,30,1.20091,12,-0.2239
ENSG00000134697,GNL2,14,-0.7142,30,0.45456,25,0.16863,29,0.40560,18,-0.3485,38,0.84368,23,0.05086,13,-0.8121,23,0.04765
ENSG00000116922,C1orf109,10,-0.7904,14,-0.2583,13,-0.3801,28,0.79632,20,0.26744,20,0.25935,22,0.44277,10,-0.7307,18,0.07409
ENSG00000183317,EPHA10,5,-1.1836,14,0.50631,6,-0.7486,8,-0.2947,11,0.19603,8,-0.3669,25,1.45736,7,-0.6520,12,0.22759
ENSG00000185090,MANEAL,13,-0.8331,13,-0.8038,12,-0.9088,29,0.47959,26,0.34277,32,0.59937,23,0.08182,26,0.25513,26,0.27926
ENSG00000196449,YRDC,6,-0.8551,8,-0.3931,3,-1.6359,7,-0.5487,10,-0.1046,20,0.99570,14,0.44800,13,0.25807,19,0.93274
ENSG00000197982,C1orf122,159,0.75444,44,-1.3532,51,-1.1245,112,0.08504,87,-0.3426,65,-0.7663,126,0.27834,83,-0.3839,194,0.99242
ENSG00000188786,MTF1,20,0.57505,20,0.46197,16,0.17314,11,-0.4912,12,-0.2682,17,0.25263,9,-0.7684,16,0.15348,7,-1.0954
ENSG00000183431,SF3A3,34,-0.4078,57,0.46473,51,0.30030,44,0.04990,23,-1.0153,56,0.43092,56,0.44199,47,0.16352,44,0.04713
ENSG00000183520,UTP11,35,-0.1394,48,0.34318,56,0.59790,18,-1.1234,33,-0.2564,61,0.75546,42,0.15949,35,-0.1242,24,-0.6887
ENSG00000185668,POU3F1,12,-0.4641,14,-0.2130,17,0.06298,2,-2.9370,18,0.19476,12,-0.5001,47,1.80472,18,0.15386,8,-1.0346
ENSG00000116954,RRAGC,36,-0.3618,45,-0.0076,51,0.21859,37,-0.2811,31,-0.6292,68,0.66717,63,0.55509,53,0.27509,41,-0.1414
ENSG00000174574,AKIRIN1,58,-0.4949,80,0.03905,58,-0.4570,91,0.25184,70,-0.1913,98,0.36273,108,0.51827,81,0.05735,86,0.15107
ENSG00000168653,NDUFS5,469,-0.0437,281,-0.8320,250,-1.0093,611,0.38430,415,-0.2553,585,0.31389,560,0.24290,422,-0.2067,813,0.85992
ENSG00000127603,MACF1,401,0.22929,822,1.42506,864,1.51666,140,-1.4156,141,-1.4978,123,-1.6071,161,-1.2022,516,0.61535,170,-1.1254
ENSG00000090621,PABPC4,67,0.24172,74,0.38737,61,0.05659,48,-0.3201,74,0.43129,41,-0.5318,26,-1.2258,51,-0.1974,59,0.00872
ENSG00000116983,HPCAL4,319,0.42951,237,-0.0926,298,0.27013,211,-0.2757,174,-0.6243,322,0.39975,139,-0.9199,378,0.66189,195,-0.3955
ENSG00000084072,PPIE,17,-0.7317,28,0.13480,20,-0.4208,23,-0.1725,24,-0.1677,23,-0.1767,35,0.45472,21,-0.3585,56,1.25540
ENSG00000168389,MFSD2A,23,1.00701,19,0.54049,13,-0.0796,8,-0.7962,18,0.51905,4,-1.6999,1,-3.4474,13,-0.0986,8,-0.7128
ENSG00000131236,CAP1,134,-0.0533,119,-0.2353,118,-0.2456,155,0.18718,108,-0.4152,233,0.85617,166,0.29572,111,-0.3447,132,-0.0717
ENSG00000131238,PPT1,111,-0.2440,108,-0.2568,83,-0.6593,123,-0.0594,94,-0.5240,144,0.18798,236,1.01329,123,-0.0577,177,0.52711
ENSG00000117000,RLF,12,-1.4443,102,2.13453,44,0.61432,18,-0.8073,19,-0.7510,33,0.16623,22,-0.4817,39,0.39202,10,-1.5869
ENSG00000259943,AL050341.2,8,-0.8491,13,-0.1919,8,-0.8891,13,-0.1417,16,0.22663,14,-0.0674,9,-0.6264,31,1.27100,20,0.53593
ENSG00000084073,ZMPSTE24,25,-0.7065,29,-0.4364,45,0.22844,49,0.36364,45,0.26845,32,-0.3243,45,0.23449,51,0.43265,36,-0.1405
ENSG00000084070,SMAP2,71,-1.1740,192,0.44853,231,0.75811,103,-0.5391,137,-0.1018,264,0.98558,144,-0.0144,120,-0.2980,126,-0.2197
ENSG00000117016,RIMS3,239,0.40912,116,-0.7684,156,-0.3201,174,-0.1507,159,-0.3183,179,-0.0984,215,0.19049,222,0.23948,242,0.38086
ENSG00000066136,NFYC,24,-0.5271,30,-0.1406,28,-0.2427,40,0.30110,36,0.13887,34,0.02442,38,0.21940,40,0.30270,34,0.02971
ENSG00000179862,CITED4,7,-0.7824,4,-1.3899,10,-0.1680,14,0.25452,9,-0.4476,17,0.59450,18,0.72116,12,0.00106,20,0.89423
ENSG00000171793,CTPS1,8,-0.9630,17,0.24450,7,-0.9981,17,0.32019,13,-0.1970,10,-0.5136,29,1.17391,18,0.36208,17,0.26492
ENSG00000010803,SCMH1,9,-0.2158,12,0.23794,13,0.37615,16,0.69003,13,0.37330,5,-0.9788,5,-1.1774,9,-0.1669,10,-0.1216
ENSG00000127124,HIVEP3,19,-0.3470,34,0.57009,34,0.54389,42,0.90533,29,0.33683,18,-0.3932,8,-1.6578,20,-0.2807,10,-1.2507
ENSG00000198815,FOXJ3,36,-0.9573,55,-0.2457,39,-0.7681,108,0.84918,79,0.37282,73,0.20235,69,0.11278,88,0.50469,44,-0.5737
ENSG00000177181,RIMKLA,38,-0.8184,72,0.24201,72,0.23976,42,-0.5825,87,0.63380,51,-0.2892,96,0.71838,36,-0.8294,60,-0.0601
ENSG00000127125,PPCS,40,-0.1594,44,0.02396,40,-0.1120,39,-0.1534,36,-0.3038,60,0.50751,50,0.21706,33,-0.4141,59,0.49613
ENSG00000186409,CCDC30,52,0.14568,95,1.15357,107,1.35023,18,-1.4760,39,-0.3523,37,-0.3984,30,-0.7218,42,-0.1847,13,-1.9036
ENSG00000171960,PPIH,10,-0.0504,8,-0.2331,4,-1.1840,14,0.56389,8,-0.3675,18,0.98813,9,-0.1937,5,-0.8779,14,0.57303
ENSG00000065978,YBX1,139,0.97157,64,-0.3942,68,-0.3095,61,-0.4838,79,-0.0940,39,-1.1496,52,-0.7296,104,0.36797,89,0.11563
ENSG00000164008,C1orf50,18,0.11060,11,-0.6429,11,-0.6571,24,0.60678,12,-0.5579,13,-0.3746,19,0.21167,15,-0.1238,30,0.97125
ENSG00000177868,SVBP,30,0.11268,25,-0.1551,36,0.40175,23,-0.2927,18,-0.7325,34,0.30188,30,0.13154,28,0.01821,35,0.35368
ENSG00000117394,SLC2A1,73,0.89286,36,-0.3652,33,-0.4869,34,-0.4308,50,0.18374,24,-0.9767,22,-1.1125,43,-0.0742,59,0.43856
ENSG00000117395,EBNA1BP2,39,-0.9523,52,-0.4548,87,0.36901,55,-0.3710,61,-0.2148,118,0.86921,69,-0.0170,78,0.18919,104,0.64726
ENSG00000066322,ELOVL1,15,0.15565,12,-0.2414,11,-0.3351,7,-0.9961,20,0.69298,5,-1.3881,8,-0.7899,17,0.31472,21,0.65457
ENSG00000159479,MED8,13,-0.5479,19,0.04888,13,-0.5134,15,-0.2507,15,-0.3170,33,0.94549,33,0.96720,13,-0.5199,18,-0.0209
ENSG00000198198,SZT2,12,0.06522,32,1.75221,8,-0.4536,9,-0.2815,6,-1.1280,8,-0.4633,13,0.25552,8,-0.5564,11,-0.1049
ENSG00000142949,PTPRF,96,0.08826,67,-0.4840,81,-0.1794,66,-0.5030,59,-0.7405,126,0.52769,89,-0.0349,162,0.93922,102,0.18242
ENSG00000066135,KDM4A,17,-0.1235,24,0.42263,18,0.01037,23,0.37287,14,-0.3735,25,0.54109,15,-0.3103,14,-0.3714,17,-0.0803
ENSG00000126091,ST3GAL3,30,-0.0566,35,0.17944,22,-0.5338,31,-0.0064,26,-0.2905,20,-0.6572,38,0.32098,45,0.58129,39,0.34219
ENSG00000117408,IPO13,34,-0.2006,28,-0.4972,18,-1.1516,28,-0.5050,48,0.38541,41,0.11232,43,0.15210,42,0.12468,61,0.72767
ENSG00000132768,DPH2,10,-0.0267,12,0.18401,12,0.22249,11,0.14007,5,-1.2407,15,0.54667,17,0.74515,4,-1.4220,14,0.47766
ENSG00000117410,ATP6V0B,150,-1.1101,219,-0.4518,148,-1.0509,396,0.49287,249,-0.2719,442,0.67394,490,0.84915,302,0.05429,416,0.57160
ENSG00000117411,B4GALT2,90,0.93836,22,-1.3398,52,-0.0803,47,-0.2298,60,0.16529,44,-0.3238,35,-0.6904,40,-0.4765,60,0.14358
ENSG00000159214,CCDC24,5,-1.0969,22,1.09499,5,-1.1038,17,0.66629,7,-0.6800,15,0.47258,7,-0.6753,8,-0.4070,22,1.09226
ENSG00000178028,DMAP1,32,-0.6080,60,0.40055,38,-0.3291,49,0.09661,30,-0.7347,62,0.47680,57,0.32848,31,-0.6245,89,1.06851
ENSG00000117419,ERI3,93,-0.0406,65,-0.5986,45,-1.1631,96,0.00110,94,-0.0347,107,0.18383,126,0.44201,110,0.22969,128,0.47256
ENSG00000187147,RNF220,83,-0.4035,67,-0.6760,79,-0.4400,151,0.59519,133,0.43172,106,0.02198,99,-0.0833,92,-0.1962,124,0.27676
ENSG00000142937,RPS8,918,0.70080,365,-0.8435,515,-0.3124,672,0.10581,549,-0.2354,384,-0.7640,494,-0.3790,763,0.30924,789,0.36558
ENSG00000070785,EIF2B3,16,-0.7895,37,0.54434,18,-0.5895,20,-0.4073,19,-0.5071,46,0.90567,56,1.23766,9,-1.5503,32,0.29896
ENSG00000126107,HECTD3,12,0.06467,19,0.71503,7,-0.8280,16,0.49284,5,-1.2197,13,0.10334,14,0.22489,11,-0.1510,16,0.47942
ENSG00000126088,UROD,44,-0.5979,47,-0.4687,33,-1.0068,71,0.18020,53,-0.2957,83,0.42940,114,0.97131,61,-0.0685,92,0.61057
ENSG00000117450,PRDX1,253,0.29888,127,-0.8051,100,-1.1735,222,0.05643,139,-0.7306,199,-0.1124,248,0.23409,253,0.26711,422,1.12559
ENSG00000117448,AKR1A1,36,0.14752,21,-0.6576,11,-1.5662,29,-0.1863,21,-0.7749,45,0.50811,58,0.92175,35,0.08650,49,0.63851
ENSG00000132780,NASP,52,-0.2575,134,1.33434,77,0.37921,31,-1.0284,58,-0.0791,34,-0.8620,48,-0.3567,65,0.12777,55,-0.1407
ENSG00000159592,GPBP1L1,24,-0.5771,32,-0.0881,29,-0.2231,26,-0.3790,50,0.70182,13,-1.4428,25,-0.4775,51,0.65474,49,0.58024
ENSG00000159596,TMEM69,6,-1.3960,11,-0.3122,13,-0.1692,19,0.50956,20,0.64706,10,-0.4535,20,0.55994,9,-0.6476,20,0.53576
ENSG00000086015,MAST2,28,0.28481,18,-0.3954,27,0.22213,25,0.07605,18,-0.5005,16,-0.6416,30,0.37180,22,-0.0853,31,0.44446
ENSG00000117461,PIK3R3,28,-0.3710,40,0.24931,43,0.36608,24,-0.5229,48,0.59597,27,-0.3717,38,0.14915,34,-0.0330,21,-0.7569
ENSG00000085998,POMGNT1,35,-0.4120,55,0.34440,26,-0.7852,36,-0.3293,39,-0.2289,50,0.19404,69,0.72644,49,0.15981,54,0.32268
ENSG00000132128,LRRC41,23,-0.6830,34,-0.0628,18,-1.0177,35,0.00908,32,-0.1442,46,0.44439,35,-0.0183,50,0.57699,57,0.77006
ENSG00000173660,UQCRH,321,-0.2541,183,-1.0911,168,-1.2207,539,0.60182,371,-0.0014,320,-0.2360,540,0.60539,243,-0.6646,712,1.07361
ENSG00000117481,NSUN4,10,-1.1724,19,-0.1442,18,-0.1801,24,0.24104,25,0.37335,13,-0.6683,41,1.12025,27,0.41298,14,-0.6047
ENSG00000117480,FAAH,15,-0.6248,30,0.49827,5,-2.0446,13,-0.7849,19,-0.2095,23,0.06427,27,0.32172,41,1.01884,33,0.65828
ENSG00000079277,MKNK1,19,0.09482,37,1.18016,15,-0.2643,20,0.18668,6,-1.6605,23,0.41896,13,-0.5152,19,0.12813,19,0.10154
ENSG00000123472,ATPAF1,118,0.16174,82,-0.4204,95,-0.2039,77,-0.5295,84,-0.4316,121,0.18151,162,0.66430,89,-0.2947,156,0.59502
ENSG00000159658,EFCAB14,95,0.90049,45,-0.4211,96,0.79656,20,-1.6297,38,-0.7274,40,-0.5878,50,-0.2631,71,0.30505,59,-0.0085
ENSG00000186377,CYP4X1,10,-1.0239,23,0.33429,3,-2.6090,38,1.15081,19,0.00034,28,0.60718,24,0.35544,19,0.04549,14,-0.3948
ENSG00000162368,CMPK1,90,-0.5895,100,-0.3712,102,-0.3368,168,0.45306,157,0.38421,105,-0.2943,184,0.60544,81,-0.6954,161,0.38278
