Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000158062,UBXN11,6,-1.5224,16,0.00376,23,0.54129,15,-0.1362,4,-1.8976,13,-0.3538,29,0.89872,17,0.05790,10,-0.7644,24,0.67934
ENSG00000117682,DHDDS,8,-1.3739,23,0.23618,3,-2.6254,3,-2.5595,24,0.32786,25,0.38532,31,0.72872,12,-0.7405,39,1.10902,31,0.86517
ENSG00000198830,HMGN2,322,1.26586,129,-0.2301,203,0.48951,130,-0.2360,99,-0.6320,97,-0.6595,201,0.47594,124,-0.2929,51,-1.6180,153,0.03856
ENSG00000117713,ARID1A,95,0.56508,74,0.16543,52,-0.3863,79,0.30118,73,0.14731,117,0.90384,68,0.01942,48,-0.5145,37,-0.8971,39,-0.8704
ENSG00000204160,ZDHHC18,4,-1.8664,9,-0.6767,12,-0.3517,6,-1.4310,18,0.31681,16,0.10201,14,-0.1388,17,0.21705,26,0.89377,25,0.95475
ENSG00000142751,GPN2,9,-1.0528,14,-0.3879,7,-1.3617,24,0.43031,23,0.34792,15,-0.3566,28,0.66144,13,-0.4948,17,-0.1402,24,0.44575
ENSG00000090273,NUDC,120,-0.7719,209,0.08333,177,-0.1737,246,0.38570,144,-0.4937,137,-0.5690,250,0.36996,220,0.16595,184,-0.1112,221,0.19364
ENSG00000253368,TRNP1,11,-2.0644,32,-0.5060,32,-0.5090,28,-0.7458,48,0.12355,29,-0.6563,47,0.09308,73,0.79564,55,0.32914,75,0.96024
ENSG00000090020,SLC9A1,4,-2.3438,7,-1.6665,3,-2.6587,8,-1.4843,22,0.09147,17,-0.3075,23,0.14652,28,0.43626,44,1.23007,43,1.36623
ENSG00000142784,WDTC1,14,-0.7842,26,0.13810,22,-0.1405,15,-0.6987,39,0.79153,13,-0.9290,33,0.54179,43,0.94612,16,-0.5868,24,0.01897
ENSG00000186501,TMEM222,41,0.26522,19,-0.8968,26,-0.4205,15,-1.3205,32,-0.1150,32,-0.1144,52,0.64956,44,0.38387,34,-0.0181,52,0.72981
ENSG00000158195,WASF2,167,2.76635,55,0.67501,17,-1.0928,16,-1.3341,33,-0.1390,31,-0.2424,54,0.65696,17,-1.1313,11,-1.7647,8,-2.3467
ENSG00000126705,AHDC1,37,0.01916,35,-0.0674,16,-1.2038,30,-0.3393,43,0.26177,75,1.17604,52,0.55338,41,0.18148,24,-0.6289,28,-0.4727
ENSG00000126709,IFI6,76,-0.6112,50,-1.2486,127,0.17168,51,-1.3124,70,-0.7371,171,0.65451,105,-0.1212,71,-0.7241,325,1.77850,134,0.28231
ENSG00000009780,FAM76A,21,-0.2072,18,-0.4885,24,-0.0098,26,0.13946,43,0.89563,29,0.26760,13,-0.9085,23,-0.0893,19,-0.4009,25,0.03606
ENSG00000117758,STX12,98,-0.0490,58,-0.8511,99,-0.0303,95,-0.0961,67,-0.6197,140,0.52365,112,0.16145,59,-0.8300,101,0.00767,143,0.62538
ENSG00000117751,PPP1R8,48,1.06743,18,-0.4852,25,0.00808,23,-0.1103,21,-0.2552,9,-1.5548,20,-0.3373,15,-0.7564,22,-0.1646,37,0.69756
ENSG00000117748,RPA2,29,-0.2818,15,-1.2121,28,-0.3158,31,-0.1585,27,-0.3998,67,1.08085,34,-0.0165,24,-0.5677,47,0.48129,40,0.26754
ENSG00000126698,DNAJC8,314,0.44639,340,0.57716,254,0.10589,265,0.19323,238,0.00545,246,0.06124,189,-0.3517,183,-0.4028,221,-0.1113,165,-0.6022
ENSG00000130770,ATP5IF1,169,-1.4627,290,-0.6502,241,-0.9297,586,0.50474,218,-1.0809,283,-0.6858,392,-0.1846,468,0.09383,522,0.26748,771,1.03642
ENSG00000204138,PHACTR4,95,2.33918,45,0.96139,17,-0.5529,14,-0.9496,34,0.52576,21,-0.2376,19,-0.3835,13,-0.9724,2,-3.5585,11,-1.2423
ENSG00000180098,TRNAU1AP,22,0.18944,17,-0.1360,7,-1.4406,9,-1.2124,25,0.42352,29,0.63170,28,0.60106,8,-1.3039,21,0.15461,27,0.63577
ENSG00000120656,TAF12,10,-0.5763,10,-0.6482,8,-0.9042,13,-0.2220,8,-0.8815,29,1.05884,24,0.72309,17,0.19598,12,-0.3916,18,0.31432
ENSG00000198492,YTHDF2,72,-0.3820,69,-0.4361,92,0.00182,105,0.23185,90,-0.0342,151,0.79321,86,-0.1057,62,-0.6006,91,-0.0109,90,-0.0347
ENSG00000159023,EPB41,18,-0.8314,54,0.84126,19,-0.7913,24,-0.4750,72,1.33604,45,0.55131,16,-1.0087,17,-0.9595,43,0.46910,25,-0.3983
ENSG00000116350,SRSF4,141,0.87843,87,0.10432,63,-0.4027,95,0.26712,121,0.63126,79,-0.0545,61,-0.4398,55,-0.6055,81,-0.0196,51,-0.7844
ENSG00000116353,MECR,16,-0.8536,16,-0.8562,17,-0.7890,24,-0.2567,15,-0.9223,31,0.14449,19,-0.6215,34,0.30502,52,0.99966,45,0.83716
ENSG00000060656,PTPRU,10,-0.7478,9,-0.8036,23,0.53609,7,-1.3503,19,0.25174,37,1.33373,18,0.12989,14,-0.1776,23,0.52335,14,-0.2331
ENSG00000162512,SDC3,98,0.65076,89,0.48374,56,-0.2405,42,-0.7307,74,0.19151,57,-0.2133,120,0.98703,58,-0.2002,43,-0.6580,53,-0.3446
ENSG00000134644,PUM1,101,-0.7825,157,-0.1017,165,-0.0324,188,0.19956,246,0.60767,214,0.38054,174,0.05204,151,-0.1698,162,-0.0551,135,-0.3647
ENSG00000121766,ZCCHC17,161,0.23461,105,-0.4304,132,-0.0829,205,0.70047,156,0.18355,201,0.59103,95,-0.5863,117,-0.2731,101,-0.4987,95,-0.6319
ENSG00000121769,FABP3,30,-1.2159,31,-1.1545,29,-1.2451,59,-0.2157,57,-0.2400,87,0.42791,65,-0.0460,50,-0.4487,99,0.63592,117,1.04169
ENSG00000162517,PEF1,35,-1.0218,26,-1.4797,54,-0.3876,61,-0.2042,49,-0.5248,58,-0.2753,65,-0.0986,70,0.01333,90,0.41291,130,1.18867
ENSG00000084636,COL16A1,48,1.49904,16,-0.3012,4,-2.2594,13,-0.6235,13,-0.6237,21,0.13311,34,0.87389,12,-0.7758,18,-0.1447,21,0.11223
ENSG00000121753,ADGRB2,46,-1.7727,70,-1.1453,119,-0.3513,202,0.54284,110,-0.4698,168,0.19264,161,0.12057,155,0.06623,129,-0.2297,213,0.64270
ENSG00000184007,PTP4A2,1083,2.15097,324,0.05287,603,1.06903,253,-0.3655,206,-0.6468,198,-0.7112,179,-0.8647,233,-0.4606,155,-1.0787,138,-1.3365
ENSG00000121774,KHDRBS1,155,0.15386,173,0.33694,76,-0.9316,174,0.37689,121,-0.2249,178,0.37743,132,-0.0945,117,-0.2833,102,-0.4982,141,0.00620
ENSG00000025800,KPNA6,91,-0.0129,81,-0.1979,74,-0.3471,104,0.21366,132,0.57169,122,0.45493,66,-0.5172,96,0.06182,93,0.02485,71,-0.4453
ENSG00000084652,TXLNA,40,1.02000,24,0.22421,24,0.21102,15,-0.5501,16,-0.4100,13,-0.6868,16,-0.4391,21,-0.0301,18,-0.2322,25,0.31330
ENSG00000160050,CCDC28B,12,-0.4427,11,-0.6014,10,-0.6696,18,0.21801,2,-2.8960,13,-0.3699,35,1.22151,22,0.45881,12,-0.4847,21,0.43830
ENSG00000084623,EIF3I,65,-0.5953,71,-0.4434,61,-0.6874,107,0.20628,49,-1.0131,80,-0.2594,103,0.13040,68,-0.5115,111,0.23971,159,0.94924
ENSG00000175130,MARCKSL1,540,2.83144,111,-0.0479,124,0.13345,48,-1.4071,42,-1.5226,36,-1.7239,190,0.82577,65,-0.8575,34,-1.8334,66,-0.9028
ENSG00000160058,BSDC1,50,0.22525,34,-0.4051,44,0.02605,39,-0.2128,55,0.36018,39,-0.1960,48,0.13732,43,-0.0160,39,-0.1662,48,0.14846
ENSG00000160062,ZBTB8A,23,0.29962,19,0.03495,27,0.58709,33,1.05894,12,-0.6964,17,-0.1006,17,-0.1766,22,0.23360,6,-1.7471,8,-1.3827
ENSG00000176261,ZBTB8OS,17,-1.4288,60,0.50489,32,-0.4892,44,0.00320,36,-0.2894,33,-0.4385,53,0.31878,55,0.38001,37,-0.2704,57,0.45751
ENSG00000162521,RBBP4,127,0.26728,114,0.08909,60,-0.8956,136,0.41512,92,-0.2455,137,0.38005,114,0.09360,72,-0.6160,97,-0.1601,103,-0.0767
ENSG00000162522,KIAA1522,4,-1.8214,19,0.24453,10,-0.7237,18,0.20738,12,-0.4800,7,-1.3035,14,-0.2401,25,0.67556,6,-1.5082,30,1.18096
ENSG00000134684,YARS,19,-2.4324,78,-0.3015,46,-1.1147,108,0.22192,82,-0.2336,89,-0.1045,77,-0.3255,99,0.05826,105,0.14827,166,1.02982
ENSG00000160097,FNDC5,5,-2.6198,29,-0.1458,5,-2.6983,25,-0.4060,42,0.43127,16,-1.0524,40,0.35314,54,0.85772,44,0.49463,49,0.77005
ENSG00000121905,HPCA,33,-2.0602,72,-0.9030,124,-0.0703,166,0.43439,110,-0.2558,111,-0.2358,100,-0.3970,159,0.32514,37,-1.9044,239,1.14668
ENSG00000121900,TMEM54,11,-1.4619,30,0.02819,29,-0.0494,18,-0.8498,21,-0.5624,14,-1.1510,43,0.59684,68,1.34358,18,-0.7286,44,0.69763
ENSG00000004455,AK2,50,0.78129,32,0.08104,8,-1.9350,17,-0.9287,38,0.35331,23,-0.4133,48,0.70299,30,-0.0453,36,0.23226,34,0.17820
ENSG00000142920,AZIN2,6,-1.5141,22,0.34169,9,-0.9476,19,0.08281,17,-0.0862,14,-0.3512,15,-0.2636,16,-0.2092,16,-0.1615,31,0.97493
ENSG00000160094,ZNF362,10,-0.8518,26,0.68759,3,-2.3678,13,-0.3895,17,-0.0395,19,0.13850,19,0.16332,11,-0.5845,16,-0.1300,28,0.93123
ENSG00000134686,PHC2,42,0.23361,23,-0.6995,22,-0.7606,17,-1.2156,36,-0.0409,25,-0.5985,37,0.03800,59,0.76962,68,1.01466,46,0.38996
ENSG00000163866,SMIM12,16,-1.6132,19,-1.3842,24,-1.0769,39,-0.3664,35,-0.4876,74,0.68208,38,-0.3679,68,0.54616,73,0.65990,77,0.85092
ENSG00000116544,DLGAP3,12,-1.3359,39,0.49360,36,0.37375,25,-0.2108,17,-0.7543,10,-1.5047,52,0.95090,54,1.03957,14,-1.0575,29,0.01480
ENSG00000163867,ZMYM6,26,0.11818,28,0.24619,10,-1.3154,27,0.19064,22,-0.1011,28,0.26876,25,0.06321,19,-0.3850,15,-0.6629,30,0.40014
ENSG00000116560,SFPQ,479,1.22486,292,0.39848,120,-0.9795,235,0.05743,385,0.85111,241,0.09347,161,-0.5316,96,-1.3142,145,-0.6942,170,-0.4924
ENSG00000146463,ZMYM4,92,0.15605,140,0.83012,62,-0.4564,98,0.28099,85,0.03413,89,0.10540,64,-0.4035,60,-0.5175,76,-0.1530,69,-0.3282
ENSG00000142687,KIAA0319L,41,-0.4694,69,0.34643,25,-1.2237,43,-0.4417,90,0.78336,64,0.23034,80,0.57809,40,-0.4849,58,0.06593,57,0.03341
ENSG00000020129,NCDN,65,-2.7942,92,-2.3014,161,-1.4766,604,0.63910,261,-0.7459,439,0.05511,324,-0.4192,383,-0.1573,573,0.48009,790,1.17130
ENSG00000126067,PSMB2,59,-0.5133,42,-1.0274,67,-0.3268,87,0.09321,54,-0.6606,141,0.86472,97,0.25302,55,-0.6197,117,0.55783,92,0.19185
ENSG00000142686,C1orf216,21,-2.0774,30,-1.5373,49,-0.8156,97,0.26073,71,-0.2476,77,-0.1199,75,-0.1619,87,0.06662,109,0.42665,144,1.00801
ENSG00000134698,AGO4,9,-0.4634,17,0.51164,1,-3.1380,9,-0.5116,24,1.02757,10,-0.3384,26,1.17290,2,-2.4087,12,-0.1053,15,0.33879
ENSG00000092847,AGO1,50,0.16315,38,-0.2717,70,0.71846,38,-0.2827,58,0.40491,62,0.51166,46,0.03926,43,-0.0686,40,-0.1975,28,-0.7628
ENSG00000126070,AGO3,100,1.12760,81,0.77179,28,-0.8898,44,-0.2241,67,0.46367,67,0.47943,40,-0.3401,21,-1.2817,41,-0.2961,33,-0.6783
ENSG00000116863,ADPRHL2,14,-0.0588,2,-2.9023,5,-1.5114,18,0.31133,14,-0.1297,11,-0.4222,22,0.60678,13,-0.2215,21,0.56894,20,0.53744
ENSG00000054116,TRAPPC3,28,-0.7160,23,-0.9799,12,-1.8861,44,-0.0133,27,-0.7339,48,0.11565,42,-0.0770,48,0.11945,52,0.25776,81,1.13616
ENSG00000116871,MAP7D1,193,0.35404,96,-0.7296,122,-0.3628,146,-0.0939,135,-0.2125,112,-0.4933,128,-0.2962,190,0.32550,154,-0.0075,216,0.59930
ENSG00000054118,THRAP3,269,0.76873,223,0.45889,150,-0.1635,247,0.70615,194,0.24064,190,0.20468,79,-1.1456,92,-0.9090,140,-0.2766,86,-1.0797
ENSG00000181817,LSM10,9,-1.9181,21,-0.6829,40,0.34864,32,-0.0076,21,-0.6537,19,-0.7908,48,0.62778,35,0.12579,33,0.01699,49,0.74495
ENSG00000116885,OSCP1,2,-2.9968,10,-0.6089,6,-1.2498,20,0.48912,8,-0.9156,21,0.46032,14,-0.1271,6,-1.4129,18,0.21702,29,1.19384
ENSG00000116898,MRPS15,22,-1.3417,22,-1.2889,36,-0.5652,43,-0.3364,39,-0.4418,49,-0.0985,41,-0.3848,79,0.65726,65,0.32718,95,1.10660
ENSG00000163873,GRIK3,3,-2.3155,5,-1.9673,23,0.38162,7,-1.4091,44,1.47883,60,2.03083,18,0.00936,6,-1.6577,3,-2.3270,20,0.14169
ENSG00000163875,MEAF6,50,-1.4426,73,-0.8549,103,-0.3378,136,0.10295,138,0.11537,156,0.31038,140,0.13469,134,0.06539,164,0.39241,155,0.32812
ENSG00000163877,SNIP1,6,-1.4960,21,0.22108,29,0.77035,16,-0.1900,23,0.38105,28,0.68210,30,0.81224,15,-0.2711,8,-1.1986,12,-0.6855
ENSG00000134697,GNL2,43,0.46284,27,-0.2388,24,-0.4178,45,0.60678,34,0.08436,36,0.19018,13,-1.2916,12,-1.4208,43,0.45565,30,-0.0858
ENSG00000116922,C1orf109,8,-1.2692,5,-1.7518,16,-0.1745,26,0.58351,20,0.08350,28,0.62940,12,-0.6276,13,-0.4843,23,0.32438,23,0.34253
ENSG00000185090,MANEAL,2,-2.7615,6,-1.4386,8,-1.0606,10,-0.8529,15,-0.2126,18,0.12600,20,0.25496,11,-0.6170,47,1.73494,27,0.84083
ENSG00000197982,C1orf122,199,0.48889,133,-0.1509,149,0.03237,85,-0.9010,77,-0.9894,75,-1.0274,240,0.79599,312,1.24396,104,-0.5242,149,0.03385
ENSG00000188786,MTF1,33,1.23852,25,0.80842,5,-1.6886,7,-1.2168,24,0.69922,21,0.49622,20,0.40787,17,0.19535,6,-1.4540,9,-0.7992
ENSG00000183431,SF3A3,38,-0.2622,63,0.51081,10,-2.2722,63,0.58991,55,0.30729,52,0.20571,24,-0.9871,19,-1.2807,46,0.03083,56,0.35868
ENSG00000183520,UTP11,47,0.07278,51,0.21262,29,-0.6452,67,0.72622,31,-0.5478,52,0.23007,20,-1.2176,36,-0.3451,76,0.85073,31,-0.6402
ENSG00000116954,RRAGC,43,-0.0666,39,-0.2079,38,-0.2542,52,0.26199,43,-0.0794,47,0.07108,36,-0.3644,26,-0.8123,76,0.82962,44,-0.0464
ENSG00000174574,AKIRIN1,74,-0.0140,67,-0.1633,47,-0.7013,82,0.17950,49,-0.6324,85,0.21824,90,0.29849,69,-0.1189,79,0.10530,83,0.19953
ENSG00000168653,NDUFS5,297,-1.3656,566,-0.3880,688,-0.0843,816,0.20496,402,-0.9107,446,-0.7527,766,0.08422,1084,0.64394,804,0.16124,1015,0.60118
ENSG00000127603,MACF1,1059,1.69123,723,1.01211,343,-0.1931,280,-0.5512,538,0.51967,335,-0.2304,435,0.17804,127,-1.6996,241,-0.7347,151,-1.5281
ENSG00000090621,PABPC4,92,0.61312,107,0.85628,64,0.04275,54,-0.2433,48,-0.4257,53,-0.2643,72,0.21483,56,-0.1715,64,0.02738,44,-0.5832
ENSG00000116983,HPCAL4,170,-0.1785,152,-0.3542,270,0.55642,286,0.73181,183,-0.0710,171,-0.1712,196,0.04305,185,-0.0535,77,-1.3756,158,-0.3257
ENSG00000084072,PPIE,12,-1.2647,26,-0.1913,10,-1.6281,29,0.01401,18,-0.7334,15,-1.0241,48,0.77590,30,0.03800,44,0.65961,45,0.75952
ENSG00000168389,MFSD2A,34,1.56921,33,1.51537,11,-0.2206,2,-2.4639,5,-1.2926,1,-3.0118,31,1.39349,10,-0.3487,13,0.01969,6,-1.1401
ENSG00000131236,CAP1,144,0.01372,121,-0.2570,125,-0.2126,166,0.26081,122,-0.2521,163,0.20603,171,0.28468,115,-0.3404,113,-0.3624,155,0.14043
ENSG00000131238,PPT1,85,-0.7120,126,-0.1104,72,-0.9614,104,-0.4481,98,-0.4963,111,-0.3048,167,0.33950,118,-0.2107,206,0.67634,215,0.85286
ENSG00000117000,RLF,28,-0.2794,51,0.69400,29,-0.1914,47,0.61041,66,1.11218,43,0.41788,20,-0.8015,7,-2.2209,30,-0.1460,15,-1.2555
ENSG00000084073,ZMPSTE24,38,-0.2520,39,-0.1982,57,0.38739,36,-0.3409,50,0.18385,47,0.07279,30,-0.6088,37,-0.2820,83,1.00910,41,-0.1619
ENSG00000084070,SMAP2,76,-1.1076,142,-0.1493,118,-0.4294,245,0.81776,193,0.33893,198,0.37835,79,-1.0361,126,-0.3285,185,0.26789,133,-0.2677
ENSG00000117016,RIMS3,14,-3.5201,127,-0.2882,54,-1.5838,202,0.50625,133,-0.2101,69,-1.1986,184,0.29422,255,0.83344,121,-0.3626,234,0.77893
ENSG00000066136,NFYC,22,-0.5317,26,-0.2726,19,-0.7526,23,-0.5403,34,0.10648,31,-0.0087,47,0.63039,22,-0.5321,35,0.16511,48,0.75024
ENSG00000127124,HIVEP3,15,-0.3367,23,0.30549,34,0.90854,11,-0.8839,47,1.46540,17,-0.1703,10,-0.8984,17,-0.1558,10,-1.0148,17,-0.2045
ENSG00000198815,FOXJ3,19,-1.5379,17,-1.6438,33,-0.6889,49,-0.1212,76,0.60321,62,0.26502,64,0.31919,55,0.08732,91,0.88679,56,0.12454
ENSG00000177181,RIMKLA,9,-2.8747,81,0.40988,31,-1.0820,45,-0.5396,80,0.39466,32,-0.9971,43,-0.5600,71,0.19380,161,1.58290,75,0.33311
ENSG00000127125,PPCS,73,0.53201,42,-0.3562,34,-0.6708,48,-0.1331,48,-0.1345,60,0.21679,64,0.30572,65,0.33779,46,-0.1920,50,-0.0764
ENSG00000186409,CCDC30,89,0.61389,114,1.02372,97,0.75016,61,0.02500,104,0.87299,68,0.19072,25,-1.3581,49,-0.3371,28,-1.1671,15,-2.1497
ENSG00000065978,YBX1,260,1.47389,196,0.98260,140,0.42599,49,-1.2733,66,-0.7502,58,-0.9529,123,0.21669,135,0.36090,72,-0.6041,69,-0.7211
ENSG00000164008,C1orf50,16,-0.2035,7,-1.3148,19,0.08527,16,-0.1513,18,0.04118,19,0.07570,25,0.48929,16,-0.1572,27,0.64434,18,-0.0165
ENSG00000177868,SVBP,46,0.38420,42,0.25771,31,-0.2120,36,-0.0029,26,-0.4868,23,-0.6784,31,-0.2311,21,-0.8195,34,-0.0670,52,0.66969
ENSG00000117394,SLC2A1,43,0.65399,37,0.41039,10,-1.5528,10,-1.7025,21,-0.4746,11,-1.4328,86,1.85584,55,1.04783,4,-2.9427,29,0.01013
ENSG00000117395,EBNA1BP2,45,-1.0359,67,-0.4198,84,-0.0753,167,1.19944,49,-0.9029,82,-0.1102,51,-0.8292,64,-0.5058,91,0.04656,96,0.14422
ENSG00000066322,ELOVL1,114,3.79078,1,-3.4393,8,-1.0306,1,-4.0893,3,-2.3274,11,-0.5679,25,0.63893,15,-0.1940,3,-2.2694,9,-1.0407
ENSG00000159479,MED8,14,-0.8098,18,-0.4814,22,-0.1581,33,0.50305,18,-0.4763,21,-0.2372,19,-0.3718,28,0.17793,32,0.42174,29,0.25794
ENSG00000198198,SZT2,22,0.93363,6,-0.9901,0,-6.7161,12,-0.1215,28,1.30831,5,-1.2380,17,0.52730,6,-1.0026,3,-2.1488,19,0.75170
ENSG00000178922,HYI,23,0.94576,14,0.10605,19,0.59022,9,-0.6619,4,-1.6892,7,-0.9726,27,1.18884,15,0.26771,4,-1.7620,12,-0.0581
ENSG00000142949,PTPRF,87,0.19880,75,-0.0302,22,-1.8717,87,0.22798,78,0.02261,36,-1.1613,75,-0.0325,86,0.19125,81,0.09173,102,0.51413
ENSG00000066135,KDM4A,12,-0.6910,29,0.66218,3,-2.4612,15,-0.4156,50,1.58792,21,0.12439,13,-0.6311,14,-0.5167,16,-0.2701,21,0.17516
ENSG00000126091,ST3GAL3,9,-1.5201,24,-0.0920,3,-3.0210,19,-0.4769,13,-1.0076,17,-0.6018,39,0.70364,29,0.21440,37,0.61617,47,1.15085
ENSG00000117408,IPO13,70,0.76234,17,-1.3788,35,-0.3048,47,0.12486,26,-0.7473,49,0.20020,41,-0.1011,50,0.24167,15,-1.5327,61,0.60665
ENSG00000117410,ATP6V0B,118,-1.3716,91,-1.7618,122,-1.3167,366,0.41059,211,-0.4910,320,0.15545,233,-0.3385,245,-0.2641,418,0.58375,496,0.99271
ENSG00000117411,B4GALT2,25,-0.8399,50,0.22899,27,-0.6852,31,-0.5333,37,-0.2342,33,-0.3959,72,0.82098,76,0.92004,34,-0.3486,50,0.25159
ENSG00000159214,CCDC24,6,-1.2371,5,-1.4926,14,0.00450,9,-0.7067,11,-0.3190,25,0.98991,18,0.42773,8,-0.8504,18,0.43526,21,0.74889
ENSG00000178028,DMAP1,21,-1.3676,25,-1.1012,14,-1.8746,68,0.52088,48,-0.0850,62,0.31279,68,0.46501,23,-1.1874,67,0.41850,74,0.65523
ENSG00000117419,ERI3,47,-0.8775,59,-0.5370,68,-0.3226,70,-0.3060,83,-0.0118,81,-0.0456,106,0.37778,91,0.13605,71,-0.2459,129,0.77938
ENSG00000187147,RNF220,110,-0.1002,91,-0.3831,114,-0.0477,111,-0.0922,87,-0.4635,88,-0.4384,136,0.23819,119,0.02621,93,-0.3518,172,0.69862
ENSG00000142937,RPS8,1486,0.75074,1087,0.24111,1645,0.92072,691,-0.5057,543,-0.8336,545,-0.8291,1089,0.24499,1411,0.66464,550,-0.8162,731,-0.4143
ENSG00000070785,EIF2B3,24,-0.4053,28,-0.2052,14,-1.1815,51,0.83973,36,0.18438,53,0.81167,14,-1.2624,17,-0.9381,32,0.02079,31,-0.0378
ENSG00000126088,UROD,30,-1.2159,39,-0.8251,30,-1.2209,72,0.11754,60,-0.1826,53,-0.3674,62,-0.1184,68,0.02062,88,0.43135,116,1.00770
ENSG00000117450,PRDX1,243,-0.0024,176,-0.5035,167,-0.5855,174,-0.5644,151,-0.7389,207,-0.2564,482,1.11836,184,-0.4330,248,0.02851,358,0.69923
ENSG00000117448,AKR1A1,30,-0.4202,19,-1.0925,54,0.47690,39,-0.0559,23,-0.8509,38,-0.0744,54,0.47658,33,-0.2722,58,0.59260,46,0.24422
ENSG00000132780,NASP,291,2.45428,115,0.74149,40,-0.9219,35,-1.1892,109,0.64934,70,-0.0529,43,-0.8073,20,-1.9371,43,-0.7840,35,-1.1816
ENSG00000159592,GPBP1L1,38,0.20145,36,0.08793,37,0.14067,28,-0.3034,34,0.01310,40,0.25907,34,0.01455,27,-0.3503,44,0.41018,30,-0.2251
ENSG00000159596,TMEM69,6,-1.3852,3,-2.5691,8,-0.9881,16,-0.0173,18,0.15415,8,-1.0190,25,0.68088,16,-0.0708,34,1.17919,23,0.57932
ENSG00000086015,MAST2,13,-0.6126,10,-1.0339,22,0.10068,19,-0.1454,20,0.01379,11,-0.9320,18,-0.1351,25,0.33736,25,0.33500,30,0.71786
ENSG00000117461,PIK3R3,8,-2.1979,68,1.00948,34,-0.1115,33,-0.1682,55,0.65090,51,0.51889,34,-0.1210,27,-0.4739,50,0.51278,22,-0.7910
ENSG00000085998,POMGNT1,54,0.36165,15,-1.5640,30,-0.5508,34,-0.3896,48,0.19367,43,0.00186,52,0.32039,37,-0.2136,35,-0.2882,65,0.76125
ENSG00000132128,LRRC41,30,-0.1797,15,-1.1909,19,-0.9102,31,-0.1463,35,0.03914,32,-0.1133,47,0.50151,24,-0.5398,44,0.38340,51,0.70894
ENSG00000173660,UQCRH,140,-1.9352,355,-0.5395,392,-0.3863,450,-0.1903,335,-0.6303,221,-1.2542,570,0.19769,869,0.88629,675,0.47070,789,0.82340
ENSG00000117481,NSUN4,26,0.48056,17,-0.1671,8,-1.2811,11,-0.9560,29,0.66054,16,-0.2909,14,-0.4772,17,-0.1702,36,0.98197,23,0.32132
ENSG00000117480,FAAH,25,0.25489,5,-1.9756,2,-3.3808,14,-0.7216,15,-0.5882,33,0.66123,22,0.04680,20,-0.1161,27,0.37157,41,1.17799
ENSG00000079277,MKNK1,21,0.05207,17,-0.2878,12,-0.7409,19,-0.1474,41,1.15268,19,-0.1069,15,-0.4619,17,-0.2928,16,-0.3176,24,0.27705
ENSG00000123472,ATPAF1,94,-0.4988,109,-0.2708,125,-0.0603,90,-0.6066,93,-0.5178,102,-0.3762,139,0.10212,172,0.44549,194,0.64596,175,0.53306
ENSG00000159658,EFCAB14,173,1.23284,112,0.49670,92,0.17805,65,-0.3788,53,-0.6646,73,-0.1798,101,0.33734,64,-0.3715,72,-0.2052,55,-0.6449
ENSG00000186377,CYP4X1,5,-1.7672,5,-1.5097,0,-7.5324,9,-0.8905,35,1.28686,13,-0.2890,8,-0.9475,8,-0.8970,25,0.71841,36,1.57084
ENSG00000162368,CMPK1,103,-0.5892,118,-0.3913,158,0.07225,125,-0.3184,123,-0.3156,100,-0.6325,129,-0.2491,175,0.22640,231,0.68181,213,0.61763
ENSG00000162373,BEND5,17,-1.2666,37,-0.1228,9,-2.2158,26,-0.6767,34,-0.2626,40,0.02453,28,-0.5151,63,0.72280,73,0.98150,62,0.80244
ENSG00000162374,ELAVL4,43,-2.8461,279,-0.0455,242,-0.2681,289,0.01285,415,0.58977,386,0.47190,173,-0.7805,224,-0.3837,515,0.94965,295,0.04850
ENSG00000185104,FAF1,38,-0.2431,46,0.04993,44,-0.0267,31,-0.6019,33,-0.4907,44,-0.0200,69,0.68532,32,-0.5169,75,0.82411,47,0.08817
ENSG00000123091,RNF11,176,-1.4187,274,-0.7563,598,0.46168,457,0.03650,358,-0.3491,380,-0.2547,413,-0.1264,539,0.29522,486,0.12945,617,0.57440
ENSG00000085832,EPS15,213,-0.2958,236,-0.1365,305,0.26559,212,-0.3340,234,-0.1519,318,0.33703,208,-0.3358,323,0.35832,275,0.10349,278,0.13459
ENSG00000117859,OSBPL9,59,1.37811,44,0.88778,10,-1.3983,8,-1.7587,28,0.12106,34,0.47091,20,-0.3693,14,-0.8976,26,0.03013,27,0.10125
ENSG00000078618,NRDC,155,0.10356,125,-0.2274,77,-0.9638,145,-0.0061,200,0.51035,222,0.67998,89,-0.7513,76,-0.9897,226,0.71189,141,-0.0493
ENSG00000169213,RAB3B,121,0.84688,75,0.06123,217,1.87621,14,-2.5015,77,0.10940,192,1.64732,28,-1.4457,28,-1.3959,26,-1.5195,35,-1.1800
