Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000160058,BSDC1,71,0.32587,77,0.46149,75,0.40661,32,-0.8816,57,-0.0398,35,-0.7682,41,-0.5638,61,0.09215,72,0.34449,75,0.40370
ENSG00000176261,ZBTB8OS,25,-1.0314,38,-0.4390,62,0.34292,26,-1.0073,58,0.25816,67,0.45982,74,0.69119,48,-0.0686,51,0.01628,21,-1.2961
ENSG00000162521,RBBP4,106,-0.2008,141,0.23742,50,-1.3366,142,0.25392,119,-0.0322,122,0.01887,74,-0.8237,160,0.44394,113,-0.1074,233,1.06758
ENSG00000134684,YARS,38,-0.9910,45,-0.7265,46,-0.6813,33,-1.1655,155,1.47540,37,-1.0186,52,-0.5362,66,-0.1288,46,-0.6758,138,1.06146
ENSG00000160097,FNDC5,29,0.01724,3,-3.0565,31,0.12853,6,-2.3661,42,0.66683,3,-3.3009,46,0.84217,33,0.23317,36,0.33849,29,0.00353
ENSG00000121905,HPCA,74,-1.4609,19,-3.4070,98,-1.0557,25,-3.0363,446,1.62462,172,-0.1910,318,0.90505,93,-1.1305,130,-0.6279,195,0.00405
ENSG00000121900,TMEM54,12,-2.1886,44,-0.3172,52,-0.0643,85,0.70952,33,-0.8058,38,-0.5307,72,0.49240,48,-0.2002,77,0.56068,85,0.71739
ENSG00000004455,AK2,41,-0.1123,54,0.31823,9,-2.3756,94,1.24316,25,-0.9219,67,0.67825,31,-0.5782,49,0.16371,37,-0.2705,65,0.62820
ENSG00000134686,PHC2,29,-0.9438,99,0.95456,35,-0.6801,31,-0.8477,42,-0.4499,106,1.07847,33,-0.8402,43,-0.3702,94,0.86536,70,0.38702
ENSG00000163866,SMIM12,10,-1.7363,7,-2.2263,38,0.23149,25,-0.3757,60,1.13393,47,0.59133,42,0.44476,37,0.19699,17,-0.9967,5,-2.5727
ENSG00000116544,DLGAP3,51,-0.2701,17,-1.9165,31,-1.0084,33,-0.9188,51,-0.2816,92,0.66721,89,0.69579,23,-1.4522,145,1.44898,54,-0.1828
ENSG00000116560,SFPQ,635,1.33167,466,0.80109,463,0.79120,268,-0.0889,193,-0.6465,265,-0.1089,146,-1.0862,331,0.24297,199,-0.5516,101,-1.5695
ENSG00000146463,ZMYM4,103,0.85346,80,0.44133,64,0.06922,117,1.06539,61,0.00330,37,-0.7443,38,-0.7825,62,0.01996,23,-1.4947,47,-0.4142
ENSG00000142687,KIAA0319L,57,-0.1058,71,0.24924,53,-0.2040,27,-1.2341,47,-0.4380,72,0.25849,56,-0.1255,72,0.26485,83,0.50287,88,0.58486
ENSG00000020129,NCDN,286,0.08468,85,-1.7487,59,-2.3026,42,-2.7919,685,1.85807,182,-0.6177,232,-0.2658,123,-1.2051,288,0.09381,356,0.43514
ENSG00000126067,PSMB2,88,0.19411,60,-0.3963,38,-1.0923,68,-0.2170,119,0.76433,74,-0.0763,78,0.00939,95,0.30813,65,-0.2837,53,-0.6003
ENSG00000142686,C1orf216,32,-0.7190,24,-1.1146,30,-0.8073,34,-0.6370,138,2.00636,21,-1.3444,55,0.11678,36,-0.5430,18,-1.5654,34,-0.6181
ENSG00000092847,AGO1,64,0.92620,34,-0.0996,33,-0.1266,52,0.57427,32,-0.2133,63,0.90068,12,-1.7680,41,0.21777,36,0.02197,22,-0.7705
ENSG00000126070,AGO3,100,1.46279,100,1.46314,16,-1.3966,31,-0.4353,29,-0.5671,53,0.38430,23,-0.9858,49,0.27641,30,-0.4811,12,-1.7801
ENSG00000054116,TRAPPC3,21,-1.0747,4,-3.4019,9,-2.3062,57,0.48537,83,1.27187,47,0.16314,28,-0.6595,15,-1.5481,55,0.42561,76,0.95397
ENSG00000116871,MAP7D1,143,-0.2020,309,1.04599,93,-0.8638,137,-0.2733,227,0.59321,161,-0.0171,142,-0.2277,102,-0.7269,175,0.11579,96,-0.8082
ENSG00000054118,THRAP3,283,1.36981,229,1.00559,144,0.24677,115,-0.1064,109,-0.2053,89,-0.5061,82,-0.6808,114,-0.1281,102,-0.2953,23,-2.5292
ENSG00000181817,LSM10,42,-0.3216,8,-2.7304,38,-0.4854,41,-0.3462,55,0.11511,44,-0.2590,85,0.91597,49,-0.1010,49,-0.0723,69,0.45218
ENSG00000116898,MRPS15,42,-0.7264,21,-1.7281,91,0.47903,29,-1.2920,90,0.51871,83,0.33550,99,0.69034,59,-0.2087,42,-0.7192,63,-0.1020
ENSG00000163875,MEAF6,80,-0.1853,109,0.30536,85,-0.0896,54,-0.7907,150,0.94357,118,0.44150,75,-0.3098,80,-0.1727,59,-0.6403,43,-1.1262
ENSG00000134697,GNL2,19,-0.6056,38,0.42587,17,-0.8305,56,1.08392,30,0.09785,33,0.23329,28,-0.0657,25,-0.2349,31,0.09861,10,-1.5122
ENSG00000197982,C1orf122,121,-1.2471,182,-0.6384,246,-0.1725,358,0.41959,180,-0.7056,295,0.10983,402,0.68731,236,-0.2358,298,0.12571,399,0.59587
ENSG00000183431,SF3A3,48,0.15431,105,1.44866,18,-1.3481,40,-0.1328,64,0.69598,30,-0.5558,25,-0.9272,42,-0.0594,52,0.26443,11,-2.0506
ENSG00000183520,UTP11,41,-0.0679,51,0.28134,35,-0.3019,17,-1.3941,47,0.14093,36,-0.2631,47,0.15365,52,0.30832,27,-0.6785,67,0.72436
ENSG00000116954,RRAGC,37,0.07423,95,1.62880,22,-0.7093,18,-1.0394,43,0.31292,23,-0.6688,22,-0.8187,28,-0.3707,54,0.67217,22,-0.7576
ENSG00000174574,AKIRIN1,73,0.08183,73,0.06896,84,0.30148,36,-1.0008,80,0.24808,82,0.26787,55,-0.4036,91,0.42896,79,0.20615,46,-0.6411
ENSG00000168653,NDUFS5,309,-1.1716,342,-1.0178,803,0.30154,411,-0.7395,921,0.58923,686,0.05284,990,0.72542,503,-0.4326,396,-0.7980,694,0.06954
ENSG00000127603,MACF1,489,0.63782,585,0.93735,415,0.37137,261,-0.3586,139,-1.3940,311,-0.0866,128,-1.5233,822,1.53185,350,0.09768,177,-0.9502
ENSG00000090621,PABPC4,89,-0.1841,110,0.15487,112,0.18353,134,0.47016,57,-0.9153,172,0.87961,80,-0.3726,85,-0.2464,122,0.32009,99,-0.0159
ENSG00000116983,HPCAL4,293,-0.0713,69,-2.2384,231,-0.4396,227,-0.4645,336,0.15991,354,0.22595,328,0.11448,130,-1.3060,533,0.89501,516,0.84109
ENSG00000084072,PPIE,45,0.31065,25,-0.5707,22,-0.7976,37,0.00696,55,0.72123,25,-0.5733,27,-0.5228,28,-0.4069,51,0.51617,45,0.29982
ENSG00000131236,CAP1,143,-0.2833,198,0.22740,89,-1.0026,191,0.16484,184,0.11794,187,0.13161,103,-0.8468,217,0.37095,185,0.11497,278,0.77490
ENSG00000131238,PPT1,88,-0.7561,89,-0.7365,56,-1.4243,127,-0.1954,193,0.52912,97,-0.6031,112,-0.4242,279,1.08716,198,0.51711,179,0.34820
ENSG00000084073,ZMPSTE24,21,-0.8464,65,0.88936,13,-1.5237,42,0.16766,27,-0.5169,67,0.93368,16,-1.3266,68,0.94755,71,1.01962,16,-1.3165
ENSG00000084070,SMAP2,164,1.03499,31,-1.5785,77,-0.1923,88,0.01296,160,1.13222,71,-0.3103,96,0.17147,41,-1.1263,34,-1.4008,26,-1.7947
ENSG00000117016,RIMS3,108,-0.3856,2,-5.9177,39,-1.9102,1,-6.3909,159,0.23539,236,0.85598,222,0.85301,55,-1.4175,327,1.42067,138,-0.0093
ENSG00000066136,NFYC,35,0.61310,15,-0.7134,13,-0.9432,0,-6.6722,37,0.77894,16,-0.5713,17,-0.5963,18,-0.3975,34,0.55382,48,1.14185
ENSG00000198815,FOXJ3,68,1.05671,50,0.52568,3,-3.5128,41,0.20380,58,0.87543,22,-0.7425,22,-0.8140,14,-1.3432,24,-0.5745,46,0.41849
ENSG00000177181,RIMKLA,8,-2.2265,8,-2.1920,58,0.79162,2,-3.9181,48,0.54885,58,0.78361,58,0.90413,9,-2.0487,59,0.83409,10,-1.8555
ENSG00000127125,PPCS,36,-0.9172,62,-0.0805,39,-0.7997,73,0.18671,84,0.44727,56,-0.2302,67,0.05242,62,-0.0654,46,-0.5400,106,0.77685
ENSG00000186409,CCDC30,100,1.11091,44,-0.2199,127,1.52790,89,0.90923,23,-1.2688,27,-0.9466,39,-0.4417,43,-0.2468,44,-0.2247,10,-2.4321
ENSG00000065978,YBX1,117,-1.2432,313,0.27087,291,0.15797,299,0.20200,144,-0.9944,495,1.02788,265,0.01000,188,-0.5261,295,0.17831,346,0.43608
ENSG00000177868,SVBP,29,-1.3002,44,-0.6633,52,-0.4157,71,0.06114,73,0.10342,59,-0.2277,96,0.60007,48,-0.5471,74,0.12930,106,0.70588
ENSG00000117394,SLC2A1,21,-2.2447,46,-1.0946,15,-2.7770,23,-2.1082,29,-1.8878,761,4.43093,5,-4.2774,126,0.44619,44,-1.1705,38,-1.3759
ENSG00000117395,EBNA1BP2,20,-1.9312,62,-0.2879,46,-0.7321,64,-0.2338,143,1.23304,38,-1.0001,91,0.36742,76,0.04462,69,-0.1097,46,-0.7291
ENSG00000159479,MED8,29,0.11684,26,-0.0286,14,-0.9313,10,-1.5095,47,1.06178,47,0.91970,15,-0.8850,23,-0.2358,15,-0.8951,30,0.20315
ENSG00000142949,PTPRF,59,-0.3615,96,0.40845,9,-3.1401,35,-1.1251,92,0.37255,42,-0.8745,65,-0.2100,120,0.77066,155,1.21412,60,-0.3341
ENSG00000126091,ST3GAL3,31,-0.0841,13,-1.3598,8,-2.0383,24,-0.4968,35,0.12514,53,0.76991,31,-0.0839,25,-0.4234,38,0.24815,68,1.18899
ENSG00000117408,IPO13,23,-1.3186,193,2.14690,13,-2.1019,70,0.35711,38,-0.6228,38,-0.5761,41,-0.4984,53,-0.0679,55,-0.0013,62,0.17797
ENSG00000117410,ATP6V0B,147,-0.5681,198,-0.1134,115,-0.9401,64,-1.8197,471,1.54153,128,-0.7843,170,-0.3810,211,-0.0157,138,-0.6671,272,0.39040
ENSG00000117411,B4GALT2,61,-0.9901,20,-2.6025,102,-0.2038,30,-2.0455,64,-0.9876,200,0.87536,208,1.07646,54,-1.1677,283,1.47946,104,-0.1763
ENSG00000178028,DMAP1,48,0.16138,33,-0.4139,27,-0.7044,26,-0.7424,79,1.13919,31,-0.5121,46,0.11565,55,0.39747,35,-0.3363,11,-2.0471
ENSG00000117419,ERI3,91,-0.4637,75,-0.7541,73,-0.8112,63,-1.0341,154,0.39932,78,-0.6926,131,0.10634,146,0.27458,153,0.34939,227,0.99337
ENSG00000187147,RNF220,53,-0.8059,158,0.90692,60,-0.6365,32,-1.5442,140,0.80596,107,0.27781,112,0.38740,72,-0.3564,51,-0.8724,43,-1.1198
ENSG00000142937,RPS8,822,-1.0629,1770,0.11666,2140,0.42035,2816,0.87274,1086,-0.6931,2390,0.60057,1985,0.33275,1008,-0.7557,1174,-0.5223,1467,-0.1785
ENSG00000126088,UROD,44,-0.4136,11,-2.4027,41,-0.5231,13,-2.2626,93,0.84604,53,-0.1390,62,0.11272,66,0.19226,62,0.09375,98,0.84158
ENSG00000117450,PRDX1,256,-1.0253,418,-0.2772,257,-1.0192,554,0.16308,369,-0.5114,334,-0.6251,428,-0.2632,639,0.39169,1091,1.28957,853,0.86708
ENSG00000117448,AKR1A1,33,-0.5450,67,0.55580,19,-1.4080,32,-0.6143,63,0.50136,29,-0.7499,60,0.41342,39,-0.2960,61,0.40790,43,-0.1557
ENSG00000132780,NASP,149,0.68342,217,1.31933,141,0.58752,93,-0.0685,63,-0.7107,82,-0.2670,25,-2.1512,114,0.25063,66,-0.6049,131,0.46521
ENSG00000159592,GPBP1L1,48,0.43200,58,0.75326,8,-2.2432,48,0.43456,27,-0.4687,28,-0.3863,23,-0.7358,65,0.93409,27,-0.4295,52,0.58331
ENSG00000086015,MAST2,29,0.20260,0,-7.0366,24,-0.0859,0,-6.7474,37,0.68714,34,0.46887,19,-0.4448,19,-0.4296,35,0.53269,50,1.08804
ENSG00000117461,PIK3R3,27,-0.4076,0,-5.3059,28,-0.3296,33,-0.0800,22,-0.7638,60,0.84639,17,-1.1511,17,-1.0670,48,0.47735,130,2.26794
ENSG00000085998,POMGNT1,59,0.62359,29,-0.5009,34,-0.2435,11,-1.9084,44,0.17881,33,-0.2761,24,-0.8007,63,0.75252,50,0.36974,60,0.67142
ENSG00000132128,LRRC41,50,0.56008,31,-0.1872,0,-6.2932,12,-1.6584,40,0.19623,23,-0.6585,34,-0.0515,41,0.23731,53,0.64986,66,1.00672
ENSG00000173660,UQCRH,259,-1.0199,191,-1.4746,460,-0.1393,252,-1.0586,800,0.85058,494,-0.0281,829,0.91923,423,-0.2692,254,-1.0488,445,-0.1905
ENSG00000079277,MKNK1,101,1.87322,34,0.01244,2,-3.7216,1,-4.8261,18,-1.0267,47,0.53950,33,-0.0365,42,0.37227,32,-0.0487,41,0.30195
ENSG00000123472,ATPAF1,92,-0.9494,140,-0.3058,91,-0.9592,210,0.33271,146,-0.2580,145,-0.2524,194,0.23312,195,0.21656,172,0.01450,317,1.01251
ENSG00000159658,EFCAB14,109,-0.1774,234,1.05580,52,-1.2921,220,0.95665,62,-1.0986,145,0.26615,86,-0.5791,111,-0.1534,181,0.63069,117,-0.0660
ENSG00000162368,CMPK1,84,-0.7784,124,-0.1890,88,-0.7136,123,-0.2018,161,0.25203,170,0.31012,172,0.36702,91,-0.6619,134,-0.0624,196,0.54240
ENSG00000162373,BEND5,13,-0.9402,12,-1.0609,16,-0.6715,0,-6.7421,33,0.44990,19,-0.4437,44,1.01085,24,-0.0637,7,-1.7702,57,1.34598
ENSG00000162374,ELAVL4,188,0.99975,25,-2.0822,155,0.67895,20,-2.4490,231,1.60782,42,-1.3293,71,-0.6018,30,-1.8223,33,-1.7044,121,0.28078
ENSG00000185104,FAF1,46,0.21232,54,0.47004,10,-2.0257,40,-0.0056,69,0.98462,29,-0.4988,24,-0.8462,41,0.00520,35,-0.2254,43,0.08861
ENSG00000123091,RNF11,266,-0.5033,203,-0.9143,303,-0.2986,262,-0.5240,466,0.42107,417,0.20032,542,0.70195,265,-0.5090,298,-0.3279,382,0.06036
ENSG00000085832,EPS15,246,0.70957,141,-0.1772,137,-0.2261,163,0.04535,189,0.31786,74,-1.1555,155,-0.0308,171,0.12620,107,-0.5992,169,0.10251
ENSG00000078618,NRDC,266,1.25350,155,0.35706,215,0.89086,71,-0.8529,146,0.28719,73,-0.8059,50,-1.4570,146,0.26000,93,-0.4424,76,-0.7581
ENSG00000169213,RAB3B,157,1.51011,85,0.46090,138,1.27140,141,1.30702,60,-0.0909,14,-2.2422,31,-1.1811,34,-0.9562,0,-9.0936,12,-2.4292
ENSG00000117862,TXNDC12,42,-0.1527,20,-1.2353,16,-1.5581,40,-0.2308,40,-0.2696,32,-0.5890,31,-0.6794,79,0.85392,58,0.34291,130,1.72092
ENSG00000134717,BTF3L4,32,-0.8796,40,-0.5616,12,-2.2698,70,0.30079,91,0.84685,35,-0.7735,50,-0.2485,72,0.35574,38,-0.6480,109,1.04021
ENSG00000157077,ZFYVE9,55,0.89723,41,0.44654,29,-0.1419,30,-0.0418,54,0.99539,9,-1.8904,27,-0.2735,22,-0.5195,28,-0.1671,0,-5.3604
ENSG00000134748,PRPF38A,66,0.01989,105,0.77237,72,0.15548,47,-0.5003,35,-1.0019,89,0.49846,55,-0.2814,71,0.14701,95,0.60201,55,-0.2669
ENSG00000134744,TUT4,265,1.68478,180,0.99776,119,0.31424,119,0.31462,37,-1.5678,120,0.32334,30,-1.8818,147,0.65584,65,-0.6302,22,-2.1930
ENSG00000162377,COA7,40,0.68514,23,-0.1813,13,-1.0754,8,-1.7864,43,0.90282,22,-0.2368,27,0.04565,35,0.47482,12,-1.1538,20,-0.3894
ENSG00000162378,ZYG11B,207,1.14856,67,-0.6537,92,-0.1672,60,-0.8235,169,0.91819,76,-0.4681,91,-0.1992,85,-0.2987,34,-1.6520,89,-0.2147
ENSG00000116171,SCP2,85,-0.6089,122,-0.0513,120,-0.0813,82,-0.6742,119,-0.1043,102,-0.3293,103,-0.3412,170,0.47344,203,0.76188,188,0.63555
ENSG00000162384,CZIB,17,-1.8107,50,-0.2341,52,-0.1603,24,-1.3356,81,0.58190,55,-0.0766,65,0.19849,63,0.13407,66,0.20734,77,0.45606
ENSG00000162385,MAGOH,9,-1.8379,33,0.02955,24,-0.4967,24,-0.4861,46,0.61354,41,0.36117,27,-0.2980,43,0.43652,25,-0.4328,46,0.54894
ENSG00000157193,LRP8,82,1.38180,13,-1.4942,12,-1.5566,0,-7.2252,40,0.22607,21,-0.7711,23,-0.6846,67,1.04103,47,0.43306,55,0.70292
ENSG00000081870,HSPB11,37,-0.3423,41,-0.1544,57,0.34559,42,-0.1365,59,0.46717,75,0.79548,47,0.03321,44,-0.0633,23,-1.0183,17,-1.4649
ENSG00000116209,TMEM59,146,-0.5009,334,0.81089,86,-1.2994,197,-0.0407,247,0.35168,152,-0.4444,124,-0.8086,365,0.96029,219,0.12567,185,-0.1379
ENSG00000116221,MRPL37,18,-1.3635,14,-1.7419,29,-0.6477,30,-0.5839,72,0.90898,59,0.45843,55,0.38715,25,-0.8777,39,-0.1897,61,0.51597
ENSG00000157216,SSBP3,278,0.25219,141,-0.7964,341,0.57744,163,-0.5830,205,-0.2488,180,-0.4266,364,0.77557,192,-0.3329,132,-0.9020,284,0.28517
ENSG00000116133,DHCR24,66,0.00449,202,1.89806,33,-1.0702,44,-0.6304,136,1.37940,19,-1.8661,14,-2.4110,31,-1.1467,61,-0.1206,37,-0.8833
ENSG00000162402,USP24,55,0.43660,31,-0.4242,37,-0.1564,43,0.06379,35,-0.3019,17,-1.3484,17,-1.4105,38,-0.1173,56,0.47194,116,1.72823
ENSG00000162407,PLPP3,105,-1.6219,219,-0.5225,82,-1.9908,556,0.96625,62,-2.5206,71,-2.2079,108,-1.6736,1422,2.78870,573,1.01913,314,0.03554
ENSG00000162409,PRKAA2,129,1.86069,21,-1.0760,49,0.19254,8,-2.3843,61,0.62827,62,0.56907,10,-2.3135,36,-0.2815,25,-0.8160,45,0.06557
ENSG00000162601,MYSM1,115,1.83961,53,0.50329,46,0.26604,19,-1.0966,52,0.53414,12,-1.7157,20,-1.0932,52,0.47653,15,-1.3737,8,-2.3403
ENSG00000177606,JUN,116,0.02337,133,0.24496,36,-1.7588,43,-1.4903,130,0.22507,275,1.46317,85,-0.5029,118,0.04575,211,1.00050,10,-3.6047
ENSG00000172456,FGGY,14,-0.9817,4,-2.7097,3,-2.9580,11,-1.2576,16,-0.8147,19,-0.5182,30,0.26107,67,1.57243,33,0.38069,70,1.63612
ENSG00000134709,HOOK1,117,2.19360,8,-1.9884,23,-0.5520,1,-4.5509,67,1.33410,15,-1.1620,19,-0.8867,15,-1.1282,15,-1.1970,28,-0.2348
ENSG00000162599,NFIA,391,0.31428,751,1.41454,330,0.04671,450,0.54299,51,-2.8585,231,-0.5095,190,-0.8669,488,0.67779,451,0.54603,272,-0.2559
ENSG00000162604,TM2D1,73,0.33432,59,0.00446,38,-0.6575,34,-0.8387,74,0.38731,34,-0.8549,35,-0.8769,128,1.27467,52,-0.1981,74,0.34636
ENSG00000162607,USP1,46,-0.1633,130,1.55407,79,0.68591,100,1.07927,40,-0.4029,59,0.21396,18,-1.6236,46,-0.1815,38,-0.4459,0,-6.5058
ENSG00000116641,DOCK7,69,0.39716,45,-0.2919,19,-1.5265,66,0.30828,35,-0.7008,26,-1.1080,33,-0.7948,151,1.73759,112,1.20108,21,-1.4006
ENSG00000079739,PGM1,36,-0.7430,32,-0.8846,29,-1.0491,33,-0.8687,44,-0.4515,16,-1.9036,64,0.16949,173,1.85341,89,0.68868,71,0.32186
ENSG00000162434,JAK1,83,0.03556,104,0.40595,87,0.11573,100,0.34321,75,-0.1220,67,-0.2996,48,-0.8462,151,1.02102,56,-0.5760,74,-0.1273
ENSG00000162433,AK4,69,-0.5110,36,-1.4890,83,-0.2242,54,-0.8842,75,-0.4137,48,-1.0456,123,0.44051,220,1.36842,136,0.55508,110,0.21416
ENSG00000116675,DNAJC6,207,0.35580,323,1.09164,142,-0.2392,107,-0.6757,337,1.35659,64,-1.4533,133,-0.3777,54,-1.6847,42,-2.0722,110,-0.6363
ENSG00000213625,LEPROT,42,-1.1328,44,-1.0829,66,-0.4695,44,-1.0838,37,-1.4183,143,0.75447,78,-0.2290,194,1.27619,132,0.62878,176,1.11239
ENSG00000184588,PDE4B,64,-0.0914,203,1.87086,79,0.24889,59,-0.2153,55,-0.3490,31,-1.1738,36,-1.0472,100,0.62608,55,-0.3249,39,-0.8395
ENSG00000118473,SGIP1,185,0.83443,90,-0.3142,106,-0.0552,73,-0.6442,174,0.83583,71,-0.6816,68,-0.7876,121,0.14572,92,-0.2867,100,-0.1508
ENSG00000198160,MIER1,85,0.45605,120,1.02752,117,0.99214,133,1.20783,45,-0.5787,48,-0.4236,31,-1.1584,43,-0.6129,43,-0.6069,22,-1.5629
ENSG00000142864,SERBP1,207,-0.3062,399,0.74459,239,-0.0811,451,0.94803,191,-0.4632,252,0.00490,167,-0.6806,237,-0.0957,190,-0.4378,328,0.42039
ENSG00000116717,GADD45A,23,-0.8353,32,-0.3468,55,0.49350,79,1.11636,28,-0.5597,54,0.47403,37,-0.1460,46,0.21512,32,-0.3296,28,-0.5329
ENSG00000172380,GNG12,16,-1.7470,62,0.34003,53,0.06740,85,0.84483,13,-2.0689,50,-0.0256,37,-0.5052,73,0.60143,68,0.47012,97,1.05694
ENSG00000116729,WLS,68,-0.6588,85,-0.3231,56,-0.9702,167,0.74899,57,-0.9982,81,-0.3959,32,-1.8838,250,1.44061,136,0.41481,237,1.34753
ENSG00000033122,LRRC7,167,2.14230,22,-1.1966,45,-0.0940,13,-1.9809,86,1.05823,9,-2.5268,38,-0.4138,13,-1.9187,15,-1.7170,49,0.01250
ENSG00000116754,SRSF11,1550,2.42434,559,0.56146,747,1.04749,101,-2.0571,165,-1.4051,350,-0.1841,189,-1.1959,388,-0.0235,128,-1.7077,191,-1.1091
ENSG00000118454,ANKRD13C,57,0.74211,19,-0.9387,21,-0.8289,30,-0.2846,57,0.83354,45,0.37487,19,-1.0664,33,-0.1060,20,-0.8883,54,0.64567
ENSG00000132485,ZRANB2,457,1.25914,264,0.34313,262,0.32819,258,0.30377,215,0.01596,185,-0.2159,95,-1.3085,266,0.35669,105,-1.0787,136,-0.6850
ENSG00000172260,NEGR1,747,1.32299,153,-1.2014,595,0.92910,142,-1.3089,474,0.62251,211,-0.7152,478,0.63599,213,-0.7023,23,-3.9616,40,-3.1684
ENSG00000178965,ERICH3,268,2.34894,33,-1.1491,108,0.68788,28,-1.4083,118,0.95862,24,-1.6236,48,-0.6308,30,-1.2636,2,-4.8721,17,-2.1034
ENSG00000162623,TYW3,24,-0.9298,60,0.45601,43,-0.0639,106,1.41341,49,0.15170,43,-0.0909,36,-0.4021,34,-0.4590,30,-0.6338,32,-0.5263
ENSG00000117054,ACADM,47,-0.6402,52,-0.4714,94,0.44613,52,-0.4705,54,-0.4478,74,0.07506,83,0.28433,107,0.65542,44,-0.7460,105,0.63590
ENSG00000137955,RABGGTB,53,0.05452,68,0.44708,63,0.33943,47,-0.1354,57,0.20525,49,-0.0538,49,-0.0658,53,0.07061,28,-0.9146,38,-0.4500
ENSG00000142892,PIGK,19,-0.5108,59,1.32878,3,-3.2058,19,-0.4976,43,0.88263,14,-0.9019,18,-0.6396,26,-0.0512,27,0.02672,28,0.10186
ENSG00000154027,AK5,279,1.09232,199,0.52392,84,-0.8126,53,-1.5126,356,1.81799,24,-2.6544,94,-0.6981,64,-1.2135,36,-2.0689,78,-0.9317
ENSG00000077254,USP33,100,0.64476,92,0.50682,58,-0.2121,52,-0.3812,110,0.91158,51,-0.4211,29,-1.3169,77,0.23125,42,-0.7000,50,-0.4481
ENSG00000180488,MIGA1,124,0.65157,167,1.15057,57,-0.5782,93,0.18343,103,0.38278,30,-1.5337,38,-1.2472,82,-0.0152,40,-1.1049,118,0.55849
ENSG00000162613,FUBP1,90,0.83056,47,-0.2146,32,-0.8169,60,0.17911,63,0.26025,63,0.25499,28,-1.0395,87,0.76770,56,0.05006,30,-0.9167
ENSG00000162616,DNAJB4,28,-0.6454,47,0.17191,35,-0.2953,49,0.25191,51,0.33226,86,1.15703,21,-1.1428,65,0.69215,33,-0.3699,19,-1.1644
ENSG00000137941,TTLL7,447,1.02329,1095,2.76232,232,-0.0441,435,0.97351,189,-0.3991,47,-2.4336,68,-1.9940,54,-2.2402,11,-4.4390,31,-3.0382
ENSG00000142875,PRKACB,376,0.50965,404,0.62734,128,-1.1588,175,-0.6889,568,1.40213,110,-1.3921,249,-0.1589,185,-0.6000,96,-1.5889,173,-0.7099
ENSG00000117133,RPF1,34,0.17065,0,-5.5581,19,-0.6915,42,0.47515,50,0.87365,42,0.48227,26,-0.2764,47,0.68524,23,-0.4420,10,-1.7163
ENSG00000174021,GNG5,36,-1.9853,49,-1.5511,98,-0.5087,117,-0.2244,58,-1.3779,218,0.76711,169,0.38875,219,0.77373,222,0.79447,214,0.73649
ENSG00000117155,SSX2IP,152,0.76883,20,-2.3130,90,-0.0651,44,-1.1490,182,1.23772,70,-0.4613,120,0.42333,88,-0.1098,26,-1.9410,38,-1.3759
ENSG00000162642,C1orf52,27,-1.0248,40,-0.3975,44,-0.2761,50,-0.0758,93,1.06494,37,-0.5491,38,-0.5354,33,-0.6981,58,0.17415,77,0.62037
ENSG00000153904,DDAH1,199,-0.8906,156,-1.2532,197,-0.9044,369,0.05816,253,-0.5705,233,-0.6543,428,0.32544,647,0.97517,535,0.65746,568,0.75508
ENSG00000142871,CCN1,36,-0.0638,30,-0.3771,25,-0.6511,5,-2.8928,7,-2.4849,223,3.36158,2,-3.9918,74,1.08282,33,-0.2216,11,-1.8861
ENSG00000117174,ZNHIT6,76,0.59741,126,1.45309,61,0.24257,106,1.15532,36,-0.6242,40,-0.3972,24,-1.2209,44,-0.2722,51,-0.0493,3,-4.1513
ENSG00000122417,ODF2L,265,2.24057,64,-0.2013,134,0.98469,21,-1.8948,61,-0.3072,69,-0.0966,43,-0.8869,38,-0.9988,8,-3.2835,72,-0.0249
ENSG00000097033,SH3GLB1,98,0.36500,97,0.34697,87,0.16279,134,0.87600,43,-0.9639,89,0.20903,59,-0.4713,104,0.45812,96,0.32666,27,-1.6231
ENSG00000183291,SELENOF,85,-0.3261,121,0.22542,33,-1.7364,46,-1.2441,127,0.34658,105,0.00303,110,0.08406,145,0.52642,97,-0.1163,149,0.56407
ENSG00000153936,HS2ST1,47,-0.0719,38,-0.3986,12,-2.1104,44,-0.1830,33,-0.6918,17,-1.6145,54,0.15879,122,1.49669,81,0.78334,60,0.29186
ENSG00000143013,LMO4,1161,0.94558,276,-1.3034,749,0.22608,480,-0.4697,1071,0.92294,303,-1.1639,878,0.54074,602,-0.1189,159,-2.1255,162,-2.0972
ENSG00000065243,PKN2,103,1.23324,94,1.06253,54,0.16285,104,1.24837,16,-1.7283,71,0.61056,16,-1.7879,64,0.43373,20,-1.3638,10,-2.3671
ENSG00000137947,GTF2B,35,0.57284,16,-0.6644,7,-1.8827,26,0.14086,42,1.03626,19,-0.3800,19,-0.4151,29,0.29948,18,-0.4143,17,-0.4998
