Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000160094,ZNF362,13,-0.4356,16,-0.0543,11,-0.7163,19,0.26064,26,0.74249,23,0.55161,21,0.41817
ENSG00000134686,PHC2,41,0.14672,75,1.09482,28,-0.5362,32,-0.2923,36,-0.1156,40,0.05755,21,-0.9442
ENSG00000163866,SMIM12,52,0.66994,43,0.14484,42,0.11539,21,-0.9421,33,-0.2898,33,-0.2906,13,-1.7149
ENSG00000116544,DLGAP3,51,0.28541,34,-0.4544,20,-1.3470,26,-0.8598,97,1.26853,13,-1.8116,83,1.00399
ENSG00000163867,ZMYM6,22,0.03987,13,-0.7934,33,0.75138,24,0.17854,18,-0.2663,23,0.09465,6,-1.7827
ENSG00000116560,SFPQ,219,-0.2144,173,-0.5188,267,0.17424,489,1.16890,117,-1.1096,278,0.22583,191,-0.3717
ENSG00000146463,ZMYM4,74,-0.1905,43,-0.9718,112,0.60608,89,0.16245,41,-1.0249,83,0.04883,109,0.49915
ENSG00000142687,KIAA0319L,42,-0.4890,87,0.82172,55,0.09045,57,0.14240,39,-0.4641,63,0.27666,54,0.05460
ENSG00000020129,NCDN,674,1.42241,363,-0.1717,325,-0.3780,102,-2.0871,319,-0.3734,175,-1.2835,148,-1.5362
ENSG00000126067,PSMB2,102,0.84497,74,0.02047,63,-0.2637,71,-0.0435,59,-0.3443,48,-0.6671,19,-1.9930
ENSG00000142686,C1orf216,104,1.03142,104,0.64805,51,-0.5417,37,-0.9599,54,-0.4050,32,-1.1989,25,-1.5744
ENSG00000134698,AGO4,10,-0.5905,8,-0.8318,18,0.51231,26,1.06293,18,0.41869,15,0.20580,5,-1.3838
ENSG00000092847,AGO1,38,0.20966,30,-0.2248,24,-0.6394,40,0.22402,43,0.35289,37,0.10308,32,-0.1319
ENSG00000126070,AGO3,28,-1.0569,67,0.53181,65,0.56654,96,1.14873,46,-0.0687,42,-0.2140,33,-0.5798
ENSG00000054116,TRAPPC3,46,0.56636,36,0.01595,36,-0.0223,29,-0.3517,28,-0.4176,36,0.01443,14,-1.4105
ENSG00000116871,MAP7D1,199,0.73831,121,-0.3235,116,-0.4289,86,-0.8440,185,0.35305,90,-0.7704,122,-0.3050
ENSG00000054118,THRAP3,220,0.21412,132,-0.6576,242,0.33480,289,0.58647,119,-0.8052,163,-0.3228,142,-0.5451
ENSG00000181817,LSM10,45,0.87278,52,0.80838,23,-0.5111,8,-1.9985,30,-0.0638,17,-0.9288,15,-1.1505
ENSG00000116885,OSCP1,21,1.14443,7,-0.9352,13,-0.0806,5,-1.4998,10,-0.4944,10,-0.4741,7,-0.8981
ENSG00000116898,MRPS15,62,0.91988,32,-0.4703,36,-0.3056,27,-0.7329,55,0.38958,18,-1.2908,23,-0.9583
ENSG00000163875,MEAF6,116,0.43036,131,0.48149,96,-0.0270,74,-0.4205,77,-0.3642,68,-0.5536,62,-0.6994
ENSG00000163877,SNIP1,21,0.65273,7,-1.2584,19,0.37574,2,-2.8388,14,-0.1364,17,0.07795,12,-0.4056
ENSG00000134697,GNL2,34,0.10791,36,0.17665,48,0.73212,26,-0.3595,14,-1.2051,20,-0.7051,27,-0.2805
ENSG00000116922,C1orf109,16,0.23202,11,-0.3293,16,0.24009,3,-2.1155,19,0.42393,23,0.74803,5,-1.5907
ENSG00000185090,MANEAL,27,0.75218,27,0.48916,19,-0.1239,6,-1.7138,22,0.13588,13,-0.6145,6,-1.8388
ENSG00000197982,C1orf122,122,-0.2251,126,-0.1092,88,-0.7108,119,-0.1975,268,1.14134,91,-0.6121,215,0.76131
ENSG00000188786,MTF1,13,-0.0924,8,-0.8051,10,-0.4360,20,0.65236,16,0.23670,23,0.84032,9,-0.5788
ENSG00000183431,SF3A3,52,0.28365,43,-0.1309,42,-0.1728,63,0.49319,44,-0.0980,44,-0.0817,23,-1.0442
ENSG00000183520,UTP11,48,-0.2751,76,0.54498,79,0.69783,64,0.25807,37,-0.5779,35,-0.6736,35,-0.6895
ENSG00000185668,POU3F1,18,0.56959,42,1.79412,6,-1.3020,9,-0.7349,7,-1.0994,5,-1.5845,11,-0.4685
ENSG00000116954,RRAGC,51,0.26546,62,0.49363,49,0.15965,48,0.10733,52,0.23451,19,-1.3214,14,-1.7159
ENSG00000174574,AKIRIN1,77,0.43893,66,0.03426,61,-0.0926,60,-0.1143,64,-0.0065,40,-0.7297,47,-0.4967
ENSG00000168653,NDUFS5,741,0.88651,459,-0.2120,381,-0.5479,275,-0.9965,583,0.16844,268,-1.0363,459,-0.2089
ENSG00000127603,MACF1,216,-1.1735,183,-1.1590,465,0.32241,1009,1.62619,241,-0.7394,688,0.93893,360,-0.1192
ENSG00000090621,PABPC4,57,-0.2865,60,-0.1190,50,-0.4631,118,0.96931,72,0.15638,46,-0.5496,93,0.57792
ENSG00000116983,HPCAL4,309,0.32418,195,-0.5058,221,-0.3381,249,-0.1241,361,0.47497,199,-0.4713,279,0.05836
ENSG00000084072,PPIE,39,0.74606,33,0.17686,19,-0.6780,33,0.18193,35,0.29128,13,-1.1795,11,-1.5105
ENSG00000131236,CAP1,219,0.64821,186,0.15361,117,-0.6180,220,0.42729,164,-0.0389,57,-1.6465,116,-0.5778
ENSG00000131238,PPT1,142,0.25307,150,0.25726,111,-0.2459,140,0.14924,159,0.34912,99,-0.3932,65,-1.0282
ENSG00000117000,RLF,29,-0.3027,21,-0.7159,51,0.80445,57,0.90245,7,-2.2706,40,0.32063,21,-0.7098
ENSG00000084073,ZMPSTE24,28,-0.0237,19,-0.6530,32,0.19044,18,-0.6834,43,0.66921,40,0.53479,17,-0.7609
ENSG00000084070,SMAP2,200,0.41587,209,0.35248,259,0.81419,61,-1.5379,68,-1.3890,114,-0.6037,76,-1.2099
ENSG00000117016,RIMS3,171,0.34807,124,-0.2760,147,-0.0079,86,-0.8442,167,0.19749,104,-0.5455,166,0.18190
ENSG00000066136,NFYC,34,0.46775,24,-0.2021,31,0.16295,20,-0.4879,37,0.44278,18,-0.6836,10,-1.4825
ENSG00000127124,HIVEP3,14,-0.5719,18,-0.0838,26,0.54876,5,-2.0435,20,0.06028,28,0.62646,29,0.69049
ENSG00000198815,FOXJ3,49,0.33518,36,-0.2460,51,0.35029,25,-0.7700,32,-0.4193,51,0.31140,22,-1.0127
ENSG00000177181,RIMKLA,45,-0.0705,74,0.74288,66,0.63394,17,-1.4896,31,-0.6234,39,-0.2964,40,-0.2577
ENSG00000127125,PPCS,78,0.82423,25,-1.2508,49,-0.2538,43,-0.4080,54,-0.0844,36,-0.7076,53,-0.0934
ENSG00000186409,CCDC30,66,-0.2050,53,-0.4741,95,0.50585,81,0.18776,21,-1.8623,70,-0.0526,115,0.75743
ENSG00000065978,YBX1,80,-0.5822,38,-1.5561,64,-0.8465,226,1.25904,170,0.76608,89,-0.2730,194,0.99291
ENSG00000164008,C1orf50,24,0.92640,15,-0.1908,12,-0.5644,4,-2.0731,22,0.44314,11,-0.6648,12,-0.5018
ENSG00000177868,SVBP,42,0.54735,25,-0.4630,37,0.15750,22,-0.6246,24,-0.5506,33,-0.0440,24,-0.5140
ENSG00000117394,SLC2A1,22,-1.1227,36,-0.1007,10,-2.1769,162,2.61832,53,0.51013,40,0.05557,25,-0.6286
ENSG00000117395,EBNA1BP2,118,0.87363,49,-0.8205,110,0.49843,43,-1.0117,54,-0.6909,37,-1.2503,46,-0.9233
ENSG00000066322,ELOVL1,24,0.89582,8,-1.0499,1,-4.1054,34,1.13921,20,0.25231,20,0.26614,5,-1.6172
ENSG00000159479,MED8,30,1.05434,14,-0.5571,20,0.03344,18,-0.1379,9,-1.1355,13,-0.6847,5,-2.0890
ENSG00000142949,PTPRF,117,0.33021,138,0.49317,99,-0.0537,90,-0.1966,101,-0.0166,78,-0.4212,47,-1.1717
ENSG00000066135,KDM4A,18,0.13929,13,-0.3694,18,0.09082,24,0.54774,16,-0.0884,14,-0.2759,11,-0.6291
ENSG00000126091,ST3GAL3,29,0.39201,15,-0.7385,16,-0.6772,17,-0.5027,36,0.64230,29,0.25312,23,-0.0970
ENSG00000117408,IPO13,50,0.72924,27,-0.4861,15,-1.4571,22,-0.8139,72,1.07082,30,-0.3614,30,-0.3578
ENSG00000117410,ATP6V0B,453,0.97143,403,0.41336,301,-0.0593,142,-1.2065,212,-0.6013,145,-1.1813,112,-1.5648
ENSG00000117411,B4GALT2,46,-0.2786,37,-0.5198,33,-0.7608,77,0.61736,87,0.82890,53,0.02018,71,0.48435
ENSG00000178028,DMAP1,85,0.69105,58,-0.1656,62,-0.0665,63,-0.0322,48,-0.4502,39,-0.7951,36,-0.8821
ENSG00000117419,ERI3,112,0.11353,137,0.41357,72,-0.6545,114,0.10685,167,0.73660,102,-0.0574,57,-0.9566
ENSG00000187147,RNF220,113,0.46008,139,0.64414,74,-0.4049,60,-0.6986,90,-0.0636,67,-0.5085,72,-0.4106
ENSG00000142937,RPS8,838,-0.1326,373,-1.3352,761,-0.2693,1134,0.39153,1083,0.31574,868,-0.0383,1449,0.79867
ENSG00000070785,EIF2B3,46,0.79389,24,-0.5185,35,0.09409,26,-0.3868,28,-0.2953,22,-0.6498,14,-1.2992
ENSG00000126088,UROD,89,0.71420,82,0.32563,39,-0.9024,47,-0.5592,96,0.58052,44,-0.6575,33,-1.0768
ENSG00000117450,PRDX1,255,-0.1135,213,-0.3583,148,-0.9913,336,0.36554,618,1.40760,259,-0.0557,206,-0.4121
ENSG00000117448,AKR1A1,47,0.48709,32,-0.2813,21,-1.0094,62,0.77938,52,0.46922,19,-1.1061,28,-0.4698
ENSG00000132780,NASP,57,-0.3181,46,-0.5593,61,-0.1334,161,1.51342,38,-0.8601,67,0.02314,63,-0.0666
ENSG00000159592,GPBP1L1,37,0.17013,31,-0.1578,40,0.30316,36,0.10900,32,-0.0970,22,-0.6407,25,-0.4527
ENSG00000159596,TMEM69,13,0.06399,8,-0.6673,13,0.09910,13,0.13658,15,0.33696,12,-0.0807,10,-0.2621
ENSG00000086015,MAST2,28,0.59182,6,-1.9903,24,0.13583,20,-0.1695,34,0.67710,7,-1.6186,16,-0.5140
ENSG00000117461,PIK3R3,28,-0.7559,45,0.16932,51,0.41751,89,1.31748,36,-0.1707,31,-0.3803,29,-0.5298
ENSG00000085998,POMGNT1,39,-0.1508,55,0.46205,47,0.23391,29,-0.5187,48,0.23225,51,0.32522,23,-0.9190
ENSG00000132128,LRRC41,30,-0.0316,46,0.68399,22,-0.5334,21,-0.5585,50,0.80801,30,-0.0168,22,-0.4688
ENSG00000173660,UQCRH,401,0.46178,340,0.04004,329,-0.0100,119,-1.5667,417,0.36933,213,-0.6892,292,-0.1988
ENSG00000117481,NSUN4,17,-0.2042,32,0.88202,16,-0.1909,16,-0.1838,17,-0.1536,27,0.62003,11,-0.8292
ENSG00000117480,FAAH,30,1.00456,23,0.17058,13,-0.7331,13,-0.6938,22,0.12041,14,-0.5565,6,-1.8570
ENSG00000079277,MKNK1,14,-0.6478,34,0.92664,21,0.12288,29,0.67096,20,0.06900,20,0.04418,11,-0.8535
ENSG00000123472,ATPAF1,136,0.32013,123,0.05781,105,-0.2080,85,-0.5239,106,-0.1712,102,-0.2364,135,0.20249
ENSG00000159658,EFCAB14,65,-0.3555,45,-0.8382,63,-0.3475,140,0.98050,98,0.38500,89,0.23680,88,0.21336
ENSG00000186377,CYP4X1,16,0.22772,25,0.83465,16,0.20615,10,-0.5981,12,-0.3167,14,-0.0141,2,-2.5039
ENSG00000162368,CMPK1,133,0.39609,131,0.23886,119,0.09543,56,-1.0662,98,-0.2198,92,-0.3127,92,-0.3192
ENSG00000162373,BEND5,33,-0.3927,39,0.00926,93,1.76380,5,-2.8490,6,-2.7483,28,-0.5115,35,-0.1758
ENSG00000162374,ELAVL4,178,-0.5599,584,1.56786,373,0.89505,100,-1.2911,57,-2.1249,250,0.11747,102,-1.2614
ENSG00000185104,FAF1,47,0.45014,50,0.40501,30,-0.4361,28,-0.4895,38,-0.0349,31,-0.3745,33,-0.2705
ENSG00000123091,RNF11,424,0.24165,444,0.23980,449,0.28982,162,-1.3146,384,0.00664,345,-0.1613,275,-0.5118
ENSG00000085832,EPS15,185,-0.1362,178,-0.1553,290,0.72252,130,-0.6371,105,-0.9606,251,0.39346,177,-0.1658
ENSG00000117859,OSBPL9,19,-0.1899,14,-0.5849,30,0.64952,21,-0.0102,24,0.23231,15,-0.5410,20,-0.0969
ENSG00000078618,NRDC,129,0.18650,138,0.23386,156,0.49560,108,-0.1458,69,-0.8389,102,-0.2422,63,-0.9762
ENSG00000169213,RAB3B,33,-0.5462,29,-0.6016,72,0.94591,30,-0.5675,31,-0.5000,75,0.89229,34,-0.3803
ENSG00000117862,TXNDC12,36,0.54323,22,-0.3962,25,-0.2640,25,-0.1977,47,0.79812,17,-0.8307,12,-1.3674
ENSG00000134717,BTF3L4,58,0.40361,37,-0.4160,53,0.16345,31,-0.7069,68,0.52370,22,-1.1739,40,-0.3098
ENSG00000157077,ZFYVE9,60,0.18200,50,-0.1816,100,1.11259,30,-0.9515,19,-1.6364,43,-0.4099,31,-0.9022
ENSG00000134748,PRPF38A,47,-0.4280,47,-0.3087,38,-0.7055,136,1.43363,68,0.25835,67,0.22854,53,-0.1463
ENSG00000134744,TUT4,56,-1.0676,56,-0.8142,127,0.51093,249,1.62533,44,-1.1996,145,0.67221,80,-0.2712
ENSG00000162377,COA7,32,0.17940,29,-0.0120,37,0.38055,25,-0.2674,20,-0.6063,24,-0.3424,26,-0.1806
ENSG00000162378,ZYG11B,169,0.03312,260,0.72346,216,0.47701,69,-1.3385,113,-0.6007,172,0.05170,108,-0.6665
ENSG00000116171,SCP2,106,0.06489,86,-0.2883,72,-0.6156,145,0.55333,153,0.64271,101,-0.0374,81,-0.3715
ENSG00000162384,CZIB,49,0.39893,39,-0.0896,31,-0.5036,45,0.12170,68,0.80204,23,-0.8778,23,-0.9049
ENSG00000162385,MAGOH,25,0.30207,22,0.03934,27,0.39776,5,-2.2369,27,0.33156,13,-0.8039,19,-0.1957
ENSG00000157193,LRP8,25,-0.6256,23,-0.6116,46,0.58336,33,-0.0032,40,0.27620,51,0.68526,30,-0.1774
ENSG00000058799,YIPF1,23,0.97555,14,-0.1380,21,0.49236,6,-1.3641,10,-0.6535,0,-4.3758,8,-1.0049
ENSG00000081870,HSPB11,27,0.45860,11,-1.0047,19,-0.2897,31,0.52046,31,0.52260,11,-1.1118,16,-0.5587
ENSG00000116209,TMEM59,145,0.33025,110,-0.2054,94,-0.4975,127,0.01174,210,0.83536,91,-0.5113,79,-0.7109
ENSG00000116221,MRPL37,65,0.99431,43,-0.0312,23,-1.0672,22,-1.0337,68,0.69998,29,-0.6240,17,-1.4467
ENSG00000157216,SSBP3,162,-0.3554,272,0.56850,203,0.10164,101,-0.9784,161,-0.2666,303,0.75094,211,0.15974
ENSG00000243725,TTC4,25,0.38779,28,0.44105,32,0.75748,16,-0.4510,12,-0.8479,8,-1.4070,5,-2.1230
ENSG00000116133,DHCR24,218,0.90760,244,0.75765,166,0.14589,69,-1.2164,69,-1.2145,50,-1.6885,47,-1.7953
ENSG00000162402,USP24,33,-0.0147,23,-0.5921,31,-0.1003,35,0.09265,48,0.57386,45,0.48110,20,-0.7422
ENSG00000162407,PLPP3,92,-1.1685,46,-1.9485,35,-2.4636,427,1.61327,503,1.92982,304,1.00255,102,-0.7461
ENSG00000162409,PRKAA2,91,0.58835,72,0.01207,84,0.29144,72,0.01086,42,-0.8014,46,-0.6743,21,-1.8118
ENSG00000173406,DAB1,22,1.13222,8,-0.8823,12,-0.2755,14,0.03760,10,-0.4797,2,-2.9177,10,-0.5409
ENSG00000162601,MYSM1,66,-0.1565,46,-0.6457,142,1.38026,49,-0.5572,18,-2.0016,57,-0.3331,56,-0.3447
ENSG00000177606,JUN,99,0.28511,65,-0.4585,40,-1.3001,306,2.20875,53,-0.7745,15,-2.6605,50,-0.8670
ENSG00000134709,HOOK1,77,0.53745,25,-1.3463,124,1.37017,23,-1.4910,15,-2.1430,30,-1.0836,29,-1.1759
ENSG00000162599,NFIA,155,-0.7325,86,-1.4439,58,-2.1308,708,2.03878,314,0.56889,340,0.70467,242,0.14901
ENSG00000162604,TM2D1,52,0.45363,16,-1.4650,41,-0.0821,53,0.34660,47,0.14431,46,0.09820,20,-1.1364
ENSG00000162607,USP1,82,0.06630,38,-1.1099,118,0.72539,84,0.09311,30,-1.4641,98,0.32611,61,-0.4113
ENSG00000116641,DOCK7,27,-0.8869,21,-1.0563,29,-0.5804,93,1.34936,69,0.83835,76,0.99910,30,-0.4693
ENSG00000125703,ATG4C,26,0.63232,7,-1.5456,19,-0.1528,19,-0.0811,12,-0.8038,27,0.42223,16,-0.3687
ENSG00000142856,ITGB3BP,16,-0.6798,10,-1.2208,35,0.75907,24,0.04797,23,-0.0232,35,0.66592,26,0.19054
ENSG00000079739,PGM1,44,0.13633,31,-0.4823,20,-1.1808,40,-0.0684,99,1.43819,49,0.25734,23,-0.8922
ENSG00000158966,CACHD1,19,-0.4232,16,-0.5878,11,-1.1725,52,1.35534,39,0.86217,24,0.09012,24,0.07530
ENSG00000162437,RAVER2,15,-0.1416,13,-0.2950,5,-1.6664,43,1.69498,29,0.98792,9,-0.8967,10,-0.7286
ENSG00000162434,JAK1,107,-0.1180,80,-0.5431,164,0.68674,139,0.32455,50,-1.2404,131,0.23293,87,-0.4023
ENSG00000162433,AK4,70,-0.0890,33,-1.2231,35,-1.2112,95,0.41824,171,1.42672,82,0.17676,73,-0.0059
ENSG00000116675,DNAJC6,318,0.24923,424,0.64182,377,0.50626,112,-1.4313,133,-1.1792,308,0.12174,139,-1.1033
ENSG00000213625,LEPROT,34,-0.6747,33,-0.5458,17,-1.5990,113,1.49479,88,1.05044,69,0.63564,40,-0.2404
ENSG00000184588,PDE4B,62,-0.0102,58,-0.1060,60,-0.0786,82,0.44049,47,-0.4446,91,0.60719,40,-0.6732
ENSG00000118473,SGIP1,169,0.37678,138,-0.0693,191,0.51400,129,-0.1740,78,-0.9422,119,-0.2992,63,-1.2588
ENSG00000198160,MIER1,68,-0.2664,47,-0.7482,88,0.25059,105,0.51660,53,-0.5802,90,0.25366,100,0.42385
ENSG00000142864,SERBP1,310,0.20996,142,-1.0627,327,0.25391,381,0.47665,195,-0.5809,273,-0.0600,232,-0.3117
ENSG00000116717,GADD45A,14,-0.9823,14,-0.7938,18,-0.4210,56,1.43962,21,-0.1839,54,1.38716,20,-0.2582
ENSG00000172380,GNG12,17,-0.6792,1,-3.8753,10,-1.3136,63,1.68172,57,1.49523,28,0.30328,19,-0.2916
ENSG00000116729,WLS,28,-1.6591,27,-1.3441,36,-1.0367,181,1.71315,151,1.37777,159,1.46308,30,-1.1945
ENSG00000033122,LRRC7,80,0.30746,51,-0.4907,137,1.29955,22,-1.7603,14,-2.4408,60,-0.2350,31,-1.2378
ENSG00000066557,LRRC40,30,0.58955,25,0.07940,30,0.40660,18,-0.4228,18,-0.4699,13,-0.8985,7,-1.8547
ENSG00000116754,SRSF11,214,-0.4498,335,0.38837,335,0.43880,540,1.19495,116,-1.2584,227,-0.2311,153,-0.8403
ENSG00000118454,ANKRD13C,43,0.37863,15,-1.3363,55,0.76137,19,-0.9960,25,-0.5992,33,-0.1676,28,-0.3961
ENSG00000132485,ZRANB2,174,-0.0095,165,-0.0895,249,0.65703,232,0.45886,98,-0.8935,134,-0.4137,97,-0.9032
ENSG00000172260,NEGR1,559,0.34224,808,0.83889,720,0.73736,124,-2.0644,112,-2.2190,399,-0.3038,205,-1.3189
ENSG00000178965,ERICH3,147,0.17219,135,-0.0145,286,1.46957,36,-2.0128,21,-2.7621,96,-0.5401,51,-1.4967
ENSG00000116791,CRYZ,18,-0.1113,41,1.30886,22,0.30943,15,-0.3391,4,-2.1229,20,0.10589,9,-1.0296
ENSG00000162623,TYW3,64,0.22282,72,0.33919,70,0.31832,67,0.21599,29,-1.0575,45,-0.4071,32,-0.9067
ENSG00000117054,ACADM,48,-0.1946,49,-0.1036,69,0.51950,40,-0.4155,52,0.00833,43,-0.2818,59,0.20126
ENSG00000137955,RABGGTB,34,0.22169,25,-0.3460,30,-0.0434,16,-0.9615,49,0.74142,23,-0.4657,31,-0.0125
ENSG00000117069,ST6GALNAC5,85,1.54660,37,-0.4464,50,0.03505,22,-1.2009,17,-1.5949,12,-2.0611,12,-2.0442
ENSG00000142892,PIGK,35,0.57851,38,0.52738,23,-0.3072,18,-0.5946,16,-0.7885,28,0.03084,15,-0.8714
ENSG00000154027,AK5,440,1.23543,323,0.23244,286,0.04632,66,-2.1831,142,-1.0421,103,-1.5147,101,-1.5548
ENSG00000036549,AC118549.1,25,-0.3847,20,-0.6308,41,0.58799,26,-0.2256,15,-1.0819,39,0.41788,47,0.73593
ENSG00000077254,USP33,119,-0.0388,117,-0.0590,197,0.90942,106,-0.2125,56,-1.1920,106,-0.2034,79,-0.6677
ENSG00000180488,MIGA1,161,0.45590,115,-0.2217,193,0.69154,81,-0.7678,59,-1.2475,93,-0.5559,85,-0.7012
ENSG00000162613,FUBP1,68,0.17919,37,-0.8255,79,0.39910,83,0.43088,45,-0.5094,58,-0.1382,41,-0.6632
ENSG00000162616,DNAJB4,37,0.12880,31,-0.1806,35,-0.0090,42,0.29787,25,-0.4816,32,-0.1514,36,0.06321
ENSG00000137959,IFI44L,13,-1.1399,7,-1.8126,2,-3.4685,137,3.48176,17,-0.4579,16,-0.6084,23,-0.0220
ENSG00000117114,ADGRL2,38,0.84139,16,-0.7927,40,0.69896,11,-1.3476,3,-3.0878,29,0.10878,8,-1.8140
ENSG00000137941,TTLL7,321,0.32338,196,-0.5587,423,0.76664,284,0.02249,70,-2.1011,214,-0.4188,186,-0.6327
ENSG00000142875,PRKACB,452,0.49120,291,-0.3714,546,0.72743,198,-0.9623,197,-0.9674,254,-0.5810,218,-0.8169
ENSG00000117133,RPF1,48,0.51636,18,-1.1186,39,0.00448,55,0.57688,29,-0.4458,19,-1.0334,33,-0.2179
ENSG00000174021,GNG5,27,-0.3683,19,-0.8160,10,-1.7737,36,0.17755,96,1.88077,36,0.19666,37,0.22750
ENSG00000117155,SSX2IP,346,0.71935,157,-0.7795,392,0.76359,97,-1.5013,95,-1.5390,168,-0.6756,171,-0.6484
ENSG00000162642,C1orf52,53,0.36474,62,0.49709,54,0.32061,22,-1.1076,37,-0.3321,37,-0.2977,21,-1.1889
ENSG00000153904,DDAH1,255,0.05024,258,0.05612,147,-0.8872,247,-0.0164,512,1.19522,221,-0.1895,192,-0.4114
ENSG00000117174,ZNHIT6,55,-0.0731,63,0.15566,53,-0.1056,56,-0.0344,75,0.44962,42,-0.4685,63,0.15363
ENSG00000122417,ODF2L,80,-0.4763,79,-0.3687,190,1.23597,138,0.51760,26,-2.0550,105,0.07627,54,-0.9478
ENSG00000097033,SH3GLB1,50,-0.5531,27,-1.3455,69,0.08845,101,0.70849,91,0.52352,84,0.39248,78,0.28434
ENSG00000183291,SELENOF,89,0.26215,74,-0.1031,77,-0.0514,53,-0.6095,125,0.73557,64,-0.3297,47,-0.8181
ENSG00000153936,HS2ST1,46,-0.2271,44,-0.2377,41,-0.3717,81,0.74874,71,0.53192,68,0.47432,31,-0.7792
ENSG00000143013,LMO4,1253,0.33559,1798,0.82217,1381,0.43334,479,-1.2619,476,-1.2687,673,-0.7453,763,-0.5532
ENSG00000065243,PKN2,32,-0.7495,38,-0.2867,50,0.18153,105,1.40048,30,-0.6469,62,0.50230,38,-0.2752
ENSG00000137947,GTF2B,28,0.92414,16,-0.3267,18,-0.1342,13,-0.6272,17,-0.1681,14,-0.5487,6,-1.6427
ENSG00000137944,KYAT3,20,0.63632,21,0.43096,14,-0.1574,5,-1.7323,24,0.67558,4,-1.8248,8,-0.9178
ENSG00000213516,RBMXL1,25,-0.1312,32,0.32710,28,0.09627,33,0.35016,13,-1.0601,31,0.26850,25,-0.0625
ENSG00000197147,LRRC8B,134,0.76253,123,0.35887,130,0.49918,42,-1.2991,43,-1.2542,42,-1.2843,39,-1.4060
ENSG00000171492,LRRC8D,40,0.32718,50,0.57320,42,0.33845,13,-1.4822,30,-0.2050,31,-0.1822,14,-1.3317
ENSG00000162664,ZNF326,54,-0.5868,63,-0.2039,95,0.51528,135,1.03724,38,-0.9751,91,0.38810,54,-0.4310
ENSG00000233593,LINC02609,31,0.30200,30,0.12527,38,0.60180,3,-3.1927,14,-1.0277,7,-2.0757,47,0.87967
ENSG00000122482,ZNF644,88,-0.3114,75,-0.4797,121,0.31364,146,0.58784,78,-0.4129,148,0.60589,77,-0.4375
ENSG00000069702,TGFBR3,10,-0.9447,4,-1.8629,3,-2.4109,51,1.96214,42,1.57398,29,0.92110,6,-1.4545
ENSG00000172031,EPHX4,55,1.48434,36,0.18331,33,0.05430,12,-1.4602,8,-2.1292,7,-2.1573,5,-2.6208
ENSG00000189195,BTBD8,880,0.94438,360,-0.8216,1019,0.97070,248,-1.3834,141,-2.2136,173,-1.9179,238,-1.4402
ENSG00000174842,GLMN,28,0.36925,22,-0.1153,34,0.65870,16,-0.5706,8,-1.5522,18,-0.4403,17,-0.4909
ENSG00000122484,RPAP2,96,-0.3540,74,-0.6686,182,0.89001,129,0.19937,42,-1.5279,172,0.67725,82,-0.5057
ENSG00000067208,EVI5,88,-0.4698,75,-0.5824,153,0.62349,176,0.77549,39,-1.5672,122,0.18236,132,0.29914
ENSG00000122406,RPL5,581,0.27866,297,-0.8571,459,-0.2031,484,-0.1019,697,0.48582,370,-0.5188,586,0.20224
ENSG00000154511,DIPK1A,38,0.62288,30,0.00166,32,0.14051,23,-0.4109,34,0.20646,12,-1.3460,10,-1.5551
ENSG00000143033,MTF2,37,0.00792,30,-0.3364,45,0.33413,71,1.06752,19,-1.0325,35,-0.0996,15,-1.3542
ENSG00000117500,TMED5,26,0.24459,10,-1.2652,9,-1.4857,32,0.51604,50,1.26187,21,-0.1600,21,-0.1596
ENSG00000117505,DR1,49,-0.0282,58,0.26750,53,0.11721,47,-0.0726,31,-0.6998,53,0.10863,53,0.10455
ENSG00000137942,FNBP1L,16,-1.3462,19,-0.8190,49,0.79394,66,1.20011,21,-0.5979,50,0.72068,33,0.06043
ENSG00000067334,DNTTIP2,134,0.38180,82,-0.5170,139,0.36414,136,0.28079,57,-1.0718,81,-0.5299,84,-0.4782
ENSG00000023909,GCLM,31,-0.1746,43,0.40059,39,0.29863,25,-0.4656,28,-0.2470,40,0.30046,28,-0.2465
ENSG00000137962,ARHGAP29,21,-1.6399,31,-0.7448,69,0.56872,176,2.20341,10,-2.3328,73,0.60293,41,-0.3193
ENSG00000117528,ABCD3,53,0.11885,48,-0.0729,45,-0.2226,68,0.47857,56,0.15791,55,0.12204,27,-0.9416
ENSG00000117525,F3,25,-1.5729,11,-2.4455,10,-2.6840,170,1.88168,210,2.31868,94,0.81462,22,-1.4315
ENSG00000117519,CNN3,64,-1.1969,69,-0.8304,39,-1.7984,238,1.16474,366,1.97211,168,0.57128,120,0.03433
ENSG00000172339,ALG14,10,-0.4230,10,-0.2921,15,0.41697,9,-0.4084,14,0.31382,11,-0.1459,17,0.62161
ENSG00000152078,TLCD4,64,0.32972,23,-1.3336,64,0.24530,54,-0.0385,59,0.08015,55,-0.0128,37,-0.6259
ENSG00000228971,LINC02607,30,1.81984,20,0.28585,16,-0.0041,0,-6.7972,0,-5.5116,5,-1.7016,1,-3.5530
