Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to11,Feature log2 fold change topic 8to11
ENSG00000066135,KDM4A,19,0.35317,15,-0.1414,0,-5.7705,22,0.58202,15,-0.1395
ENSG00000126091,ST3GAL3,18,-0.8167,33,0.18571,6,-2.2022,37,0.41135,38,0.65114
ENSG00000117408,IPO13,201,1.92309,49,-0.9889,102,0.15151,41,-1.3470,47,-1.3358
ENSG00000117410,ATP6V0B,231,-0.8219,120,-1.6731,563,0.72509,293,-0.3585,501,0.83634
ENSG00000117411,B4GALT2,49,-0.2628,95,0.86001,2,-4.7781,38,-0.6458,74,0.69339
ENSG00000196517,SLC6A9,42,3.13235,16,0.09787,0,-5.6202,4,-1.9931,3,-2.6846
ENSG00000178028,DMAP1,51,-0.7113,33,-1.2437,148,1.13975,78,0.09267,82,0.22844
ENSG00000117419,ERI3,101,-0.3515,78,-0.6898,181,0.64626,102,-0.3010,142,0.37921
ENSG00000187147,RNF220,153,0.25813,119,-0.1954,182,0.47925,91,-0.6622,135,0.00591
ENSG00000142937,RPS8,1384,0.82567,1673,0.93869,947,0.00313,523,-0.9896,645,-0.7919
ENSG00000070785,EIF2B3,28,-0.1596,18,-0.7591,6,-2.2839,23,-0.4559,44,1.00001
ENSG00000126107,HECTD3,21,0.54805,13,-0.3527,0,-5.7405,15,-0.0659,17,0.19992
ENSG00000126088,UROD,59,-0.4650,67,-0.1892,59,-0.3737,59,-0.4142,102,0.75629
ENSG00000070759,TESK2,42,3.40558,8,-0.7926,0,-5.5573,3,-2.2825,3,-2.3518
ENSG00000117450,PRDX1,378,0.83870,225,-0.2098,224,-0.2179,138,-1.0293,241,-0.1391
ENSG00000117448,AKR1A1,45,-0.1509,56,0.21318,93,1.06113,40,-0.3209,43,-0.2802
ENSG00000132780,NASP,167,0.92590,45,-1.3434,229,1.22913,114,0.08376,49,-1.5265
ENSG00000159592,GPBP1L1,50,0.63173,23,-0.6899,5,-2.7884,35,-0.0947,39,0.14752
ENSG00000086015,MAST2,13,-0.7853,41,1.21148,0,-6.0301,16,-0.3202,26,0.69565
ENSG00000117461,PIK3R3,12,-1.1177,26,0.18600,0,-6.0972,31,0.53786,32,0.83693
ENSG00000085998,POMGNT1,73,0.60649,35,-0.6783,42,-0.4127,42,-0.4570,56,0.03048
ENSG00000132128,LRRC41,31,-0.0103,19,-0.7580,26,-0.3285,37,0.29047,34,0.13401
ENSG00000173660,UQCRH,118,-1.6591,491,0.78415,125,-1.3566,134,-1.3451,525,1.56863
ENSG00000117481,NSUN4,24,0.11626,9,-1.3182,14,-0.7425,35,0.79183,21,-0.1610
ENSG00000117480,FAAH,72,1.36144,8,-2.3572,53,0.46042,28,-0.6056,26,-0.8417
ENSG00000079277,MKNK1,15,-0.5663,14,-0.6380,21,-0.0105,44,1.42964,16,-0.6073
ENSG00000123472,ATPAF1,87,-0.3437,140,0.47960,87,-0.2696,69,-0.6948,129,0.53081
ENSG00000159658,EFCAB14,183,1.82005,84,-0.0660,14,-2.6821,49,-0.9626,54,-0.9737
ENSG00000162368,CMPK1,84,-0.6801,103,-0.2500,113,-0.1072,98,-0.3720,167,0.81477
ENSG00000132122,SPATA6,35,2.26283,17,0.22217,0,-5.6228,12,-0.2808,3,-2.4269
ENSG00000162373,BEND5,11,-1.5974,29,0.04400,4,-2.9266,30,0.05752,47,1.36515
ENSG00000162374,ELAVL4,54,-2.4079,116,-1.0137,214,-0.0703,276,0.37583,355,1.24961
ENSG00000185104,FAF1,55,0.55020,34,-0.3227,19,-1.2370,36,-0.2632,43,0.06774
ENSG00000123091,RNF11,147,-1.5969,399,0.14637,426,0.25089,309,-0.2867,531,0.97848
ENSG00000085832,EPS15,198,-0.0292,175,-0.2202,169,-0.2769,171,-0.2841,233,0.35139
ENSG00000117859,OSBPL9,46,1.28390,18,-0.5425,22,-0.2685,20,-0.4431,17,-0.8451
ENSG00000078618,NRDC,105,-0.4427,76,-0.8518,221,0.83766,179,0.54917,122,-0.1865
ENSG00000169213,RAB3B,80,-1.3584,98,-0.8727,908,3.20046,164,-0.0837,79,-1.4974
ENSG00000117862,TXNDC12,23,-0.5739,24,-0.4072,59,1.01492,47,0.69879,26,-0.4463
ENSG00000134717,BTF3L4,51,-0.3594,40,-0.6617,54,-0.2003,59,-0.0894,79,0.58488
ENSG00000157077,ZFYVE9,31,-0.5764,33,-0.3810,6,-2.7677,59,0.62399,53,0.56538
ENSG00000134748,PRPF38A,85,1.14783,46,-0.1533,17,-1.6889,58,0.23877,32,-0.9699
ENSG00000134744,TUT4,140,1.19227,40,-1.1081,64,-0.3883,124,0.76197,34,-1.7006
ENSG00000162377,COA7,22,-0.3107,35,0.46801,33,0.37848,29,0.19045,23,-0.2207
ENSG00000162378,ZYG11B,69,-1.6485,97,-0.9302,264,0.65351,270,0.78853,209,0.40080
ENSG00000116171,SCP2,86,0.20166,80,0.03937,78,0.00093,55,-0.5895,82,0.13684
ENSG00000162384,CZIB,53,0.34553,31,-0.5719,74,0.82263,28,-0.7793,43,-0.0899
ENSG00000162385,MAGOH,15,-0.3563,21,0.18164,9,-1.0368,17,-0.1580,23,0.57030
ENSG00000157193,LRP8,15,-2.0897,29,-0.9005,176,2.13864,77,0.71421,42,-0.4474
ENSG00000058799,YIPF1,13,-0.6016,13,-0.4955,10,-0.9359,20,0.14083,25,0.74469
ENSG00000081870,HSPB11,14,-0.8379,19,-0.2786,29,0.40591,8,-1.6070,36,1.18721
ENSG00000116209,TMEM59,232,0.68708,124,-0.4696,196,0.24638,82,-1.1862,167,-0.0153
ENSG00000116205,TCEANC2,40,1.72338,18,-0.1549,19,-0.0414,15,-0.4276,7,-1.8847
ENSG00000116221,MRPL37,33,-1.1108,42,-0.5850,64,0.08374,55,-0.1775,89,0.97783
ENSG00000157216,SSBP3,118,-1.3340,256,0.04383,377,0.67379,252,0.02387,312,0.54806
ENSG00000243725,TTC4,16,-0.3994,25,0.39745,0,-6.0214,39,1.34516,16,-0.4160
ENSG00000116133,DHCR24,368,0.46301,75,-2.0747,355,0.30118,204,-0.6239,324,0.22434
ENSG00000162402,USP24,31,-0.0317,30,-0.0882,61,1.05514,29,-0.1603,27,-0.3623
ENSG00000162407,PLPP3,190,1.48806,188,1.02187,70,-0.5785,64,-0.7671,39,-1.8077
ENSG00000162409,PRKAA2,28,-1.4770,21,-1.7327,45,-0.5826,134,1.41161,75,0.32949
ENSG00000162601,MYSM1,63,0.02759,22,-1.5463,17,-1.9288,125,1.37574,51,-0.4218
ENSG00000177606,JUN,73,-0.2342,60,-0.4825,71,-0.2301,138,0.99031,69,-0.3695
ENSG00000134709,HOOK1,3,-3.8702,22,-0.9403,25,-0.7174,89,1.61421,51,0.59496
ENSG00000134716,CYP2J2,51,3.39161,11,-0.6680,1,-3.6876,3,-2.5089,4,-2.3928
ENSG00000162599,NFIA,535,1.32868,227,-0.4415,676,1.35992,223,-0.5088,88,-2.2528
ENSG00000162604,TM2D1,55,0.13802,38,-0.4866,12,-2.1465,46,-0.1821,65,0.54933
ENSG00000162607,USP1,103,1.11506,43,-0.5720,41,-0.6529,79,0.42704,34,-1.2023
ENSG00000116641,DOCK7,36,0.10318,29,-0.2885,48,0.53471,67,1.26974,15,-1.5660
ENSG00000125703,ATG4C,111,2.14655,18,-1.4670,46,-0.0746,24,-1.1518,21,-1.5495
ENSG00000142856,ITGB3BP,24,0.52516,19,0.01559,35,1.03954,6,-1.8163,17,-0.2285
ENSG00000079739,PGM1,27,0.06937,35,0.46692,0,-6.4237,25,-0.0456,30,0.32911
ENSG00000162434,JAK1,78,-0.1684,97,0.20217,41,-1.1138,109,0.45344,87,0.03436
ENSG00000162433,AK4,45,-0.3953,102,1.00852,103,1.02763,66,0.32166,34,-0.9855
ENSG00000116675,DNAJC6,384,-0.0258,211,-0.9499,391,0.00773,355,-0.1607,455,0.36783
ENSG00000213625,LEPROT,40,1.27315,44,1.07558,2,-3.2642,19,-0.3182,12,-1.2946
ENSG00000184588,PDE4B,164,1.35798,34,-1.4851,60,-0.6533,76,-0.3079,66,-0.6760
ENSG00000118473,SGIP1,84,-0.8428,89,-0.6210,172,0.42048,201,0.77057,136,0.05867
ENSG00000198160,MIER1,106,0.75212,66,-0.1928,75,0.01320,117,0.84616,31,-1.6358
ENSG00000142864,SERBP1,311,0.42899,233,-0.1271,218,-0.2336,315,0.39552,192,-0.5835
ENSG00000116717,GADD45A,25,-0.1860,24,-0.2275,17,-0.8022,32,0.21819,32,0.30463
ENSG00000116729,WLS,51,-0.0918,95,0.96151,47,-0.1905,52,-0.0290,46,-0.2979
ENSG00000033122,LRRC7,41,-1.0174,27,-1.5118,95,0.43681,126,1.05072,75,0.07268
ENSG00000066557,LRRC40,17,-0.4309,14,-0.6174,1,-3.7317,28,0.50770,28,0.65494
ENSG00000116754,SRSF11,382,0.41820,115,-1.5253,332,0.09831,535,1.02490,192,-0.9808
ENSG00000118454,ANKRD13C,41,0.07425,18,-1.1664,52,0.43045,28,-0.5856,46,0.38044
ENSG00000132485,ZRANB2,211,0.22402,93,-1.0900,255,0.48571,275,0.69686,136,-0.6800
ENSG00000172260,NEGR1,99,-2.6536,247,-1.0365,1038,1.27782,808,0.97554,529,0.21052
ENSG00000178965,ERICH3,22,-3.1440,55,-1.5381,583,2.44501,267,1.10528,103,-0.7775
ENSG00000162623,TYW3,57,0.21475,35,-0.6046,58,0.19210,68,0.51501,41,-0.4738
ENSG00000117054,ACADM,44,0.12556,43,0.08759,0,-7.0862,40,-0.0323,49,0.42647
ENSG00000137955,RABGGTB,49,0.43273,42,0.08235,3,-3.7565,30,-0.5057,47,0.37432
ENSG00000117069,ST6GALNAC5,1,-4.3037,11,-1.4383,0,-6.5312,23,-0.3544,61,2.77711
ENSG00000142892,PIGK,41,-0.0784,4,-3.2820,64,0.64823,35,-0.3434,52,0.47821
ENSG00000154027,AK5,155,-1.5765,141,-1.5160,746,1.11728,463,0.35358,476,0.54763
ENSG00000036549,AC118549.1,60,0.73604,34,-0.3415,69,0.81118,44,0.07392,23,-1.1608
ENSG00000077254,USP33,90,-0.6460,55,-1.2882,98,-0.4003,182,0.66948,152,0.43473
ENSG00000180488,MIGA1,253,0.31634,102,-1.1653,372,0.88632,206,-0.0910,185,-0.3443
ENSG00000162613,FUBP1,60,-0.0654,32,-1.0019,61,-0.0379,88,0.62642,59,-0.1211
ENSG00000162616,DNAJB4,42,0.13466,34,-0.2043,82,1.23077,41,0.07888,26,-0.7904
ENSG00000137959,IFI44L,98,2.74082,52,0.54823,0,-6.9399,20,-0.9888,5,-3.2656
ENSG00000117114,ADGRL2,6,-2.3118,3,-2.7308,1,-4.3107,35,0.69753,42,1.66889
ENSG00000137941,TTLL7,1201,1.76370,184,-1.7644,613,0.07602,478,-0.3473,269,-1.5088
ENSG00000142875,PRKACB,402,-0.1934,239,-0.9539,534,0.29699,437,-0.0265,507,0.31462
ENSG00000117133,RPF1,30,0.04982,24,-0.2662,24,-0.2904,28,-0.0450,31,0.16688
ENSG00000174021,GNG5,26,0.96331,35,1.19062,14,-0.2584,6,-1.6143,11,-0.8008
ENSG00000117155,SSX2IP,46,-2.1344,134,-0.2717,51,-1.7140,287,1.13452,213,0.73425
ENSG00000162642,C1orf52,39,-0.7576,35,-0.8043,97,0.81172,68,0.24192,66,0.26362
ENSG00000153904,DDAH1,124,-0.8893,260,0.40990,344,0.88079,162,-0.3707,228,0.29536
ENSG00000117174,ZNHIT6,88,0.75005,53,-0.2383,40,-0.6584,61,-0.0361,51,-0.4330
ENSG00000122417,ODF2L,58,-0.5196,22,-1.8527,63,-0.3111,160,1.46881,65,-0.3450
ENSG00000097033,SH3GLB1,103,1.21841,55,-0.1309,35,-0.8036,59,-0.0347,36,-1.0363
ENSG00000183291,SELENOF,104,0.42443,64,-0.4363,40,-1.1562,64,-0.4817,97,0.31901
ENSG00000153936,HS2ST1,18,-1.3228,43,0.14777,12,-1.7057,69,1.10017,45,0.32674
ENSG00000143013,LMO4,291,-1.8796,696,-0.3330,444,-1.0220,1459,1.00451,1132,0.68424
ENSG00000065243,PKN2,85,1.30439,27,-0.8779,35,-0.5034,61,0.42841,22,-1.4653
ENSG00000137947,GTF2B,15,-0.2738,12,-0.5481,0,-5.8748,15,-0.2157,26,1.02088
ENSG00000213516,RBMXL1,38,0.86750,24,-0.0805,6,-2.0741,24,-0.0865,22,-0.3396
ENSG00000197147,LRRC8B,116,-0.5482,48,-1.7614,220,0.56449,180,0.27233,182,0.38195
ENSG00000171488,LRRC8C,19,0.41816,23,0.62174,0,-5.7193,10,-0.6923,18,0.28252
ENSG00000171492,LRRC8D,136,1.76468,26,-1.4112,82,0.35884,32,-1.1632,36,-1.1968
ENSG00000162664,ZNF326,152,1.08496,84,-0.1549,72,-0.4024,106,0.22598,51,-1.2115
ENSG00000233593,LINC02609,14,-0.3673,22,0.40454,0,-5.8527,5,-1.8881,29,1.38943
ENSG00000122482,ZNF644,161,1.21509,63,-0.6087,88,-0.1000,101,0.13065,49,-1.2656
ENSG00000172031,EPHX4,4,-2.6358,14,-0.6111,15,-0.5184,14,-0.6067,40,1.95530
ENSG00000189195,BTBD8,119,-1.3994,112,-1.3021,138,-0.9816,520,1.35222,306,0.37947
ENSG00000174842,GLMN,8,-1.2098,14,-0.3071,0,-5.8401,27,0.81580,24,0.82346
ENSG00000122484,RPAP2,70,-0.3456,52,-0.7414,58,-0.5827,190,1.65058,56,-0.8386
ENSG00000067208,EVI5,168,1.09469,92,-0.1683,22,-2.3188,145,0.63667,56,-1.2185
ENSG00000122406,RPL5,611,0.40664,759,0.67206,415,-0.2969,359,-0.5696,448,-0.2469
ENSG00000154511,DIPK1A,53,0.47748,16,-1.4647,56,0.47133,31,-0.5219,42,0.01617
ENSG00000143033,MTF2,54,0.50689,10,-2.1051,15,-1.5070,78,1.17630,30,-0.6915
ENSG00000117500,TMED5,48,1.07137,29,-0.0385,5,-2.6609,17,-0.9573,29,-0.0712
ENSG00000223745,CCDC18-AS1,51,1.63379,10,-1.4435,42,0.81123,26,0.01793,6,-2.4656
ENSG00000117505,DR1,43,-0.4057,59,0.16677,79,0.64942,47,-0.1927,55,0.10160
ENSG00000137942,FNBP1L,15,-0.9642,25,-0.0193,103,2.47527,25,-0.0249,15,-1.0836
ENSG00000067334,DNTTIP2,97,0.09318,77,-0.2966,151,0.79806,123,0.51089,64,-0.7747
ENSG00000023909,GCLM,30,-0.4647,37,-0.0817,74,1.06100,53,0.57341,30,-0.5632
ENSG00000137962,ARHGAP29,9,-1.3997,38,0.94961,0,-6.1519,40,1.22426,22,0.04280
ENSG00000117528,ABCD3,74,1.00019,31,-0.6561,20,-1.2623,33,-0.5793,44,-0.1351
ENSG00000117525,F3,26,0.01287,62,1.44978,0,-6.4198,21,-0.3382,26,-0.0210
ENSG00000117519,CNN3,85,0.49676,121,0.95839,56,-0.2866,52,-0.4468,51,-0.5888
ENSG00000152078,TLCD4,27,-1.0232,42,-0.1770,39,-0.3141,72,0.76153,54,0.31135
ENSG00000117569,PTBP2,97,0.84804,25,-1.4381,42,-0.6891,42,-0.7386,69,0.13463
ENSG00000117598,PLPPR5,2,-3.4426,12,-0.8523,34,0.81894,24,0.24659,32,1.12942
ENSG00000117600,PLPPR4,17,-2.8629,30,-1.7867,379,2.40257,120,0.33661,98,-0.0364
ENSG00000162688,AGL,39,-0.1928,51,0.28125,8,-2.4888,77,1.11621,36,-0.4013
ENSG00000117620,SLC35A3,35,0.45812,13,-1.1468,16,-0.8268,40,0.63948,23,-0.3722
ENSG00000156875,MFSD14A,45,0.16140,20,-1.0978,78,1.01281,21,-1.1307,46,0.22153
ENSG00000122435,TRMT13,63,3.33878,7,-1.5863,0,-6.1587,10,-1.2717,5,-2.5185
ENSG00000137992,DBT,65,0.00367,51,-0.3597,83,0.40169,92,0.65000,49,-0.5606
ENSG00000224616,RTCA-AS1,47,1.08505,15,-0.9569,31,0.11325,50,1.06469,7,-2.4782
ENSG00000137996,RTCA,26,-0.4720,24,-0.5279,2,-3.7842,16,-1.1692,57,1.54553
ENSG00000162694,EXTL2,21,-1.5470,35,-0.6143,0,-7.4214,76,0.69884,80,1.15102
ENSG00000162695,SLC30A7,26,0.75835,8,-1.1534,3,-2.3275,25,0.56813,15,-0.4047
ENSG00000118733,OLFM3,11,-2.7722,16,-1.9347,46,-0.3680,116,1.33103,79,0.76101
ENSG00000185946,RNPC3,125,0.49091,62,-0.7314,27,-1.9616,223,1.64106,44,-1.5459
ENSG00000162631,NTNG1,2,-3.2569,8,-1.1014,4,-2.2560,18,0.04615,34,2.10325
ENSG00000162636,FAM102B,9,-3.1770,29,-1.1703,208,2.12985,48,-0.4397,80,0.64819
ENSG00000162639,HENMT1,7,-1.7992,9,-1.2563,46,1.24092,27,0.36272,27,0.51288
ENSG00000134186,PRPF38B,167,0.73946,82,-0.5659,139,0.25535,162,0.57405,64,-1.2246
ENSG00000116266,STXBP3,159,2.00231,54,-0.4363,76,0.08960,34,-1.2339,29,-1.7144
ENSG00000121957,GPSM2,109,2.36240,44,-0.0297,0,-7.1978,21,-1.2485,20,-1.5208
ENSG00000121940,CLCC1,47,0.85928,21,-0.6202,18,-0.8032,35,0.21719,24,-0.5944
ENSG00000085433,WDR47,43,-1.9894,66,-1.1380,235,0.86415,173,0.39718,187,0.74880
ENSG00000197780,TAF13,98,-0.1605,146,0.51219,58,-0.9396,96,-0.1843,120,0.28724
ENSG00000215717,TMEM167B,43,0.17627,33,-0.2767,29,-0.4502,35,-0.2081,43,0.20190
ENSG00000116299,KIAA1324,8,-1.5626,13,-0.6892,0,-5.7554,33,0.94596,29,0.96526
ENSG00000031698,SARS,140,-1.0619,205,-0.3136,302,0.29623,353,0.62845,282,0.27155
ENSG00000143126,CELSR2,138,-0.4128,83,-1.1112,313,0.99612,165,-0.0566,185,0.18409
ENSG00000134222,PSRC1,74,1.69570,12,-1.6253,44,0.28959,26,-0.5926,18,-1.3533
ENSG00000134243,SORT1,580,1.04188,144,-1.4110,634,0.91606,195,-1.0363,271,-0.6161
ENSG00000143106,PSMA5,43,-0.3118,23,-1.2132,26,-1.0417,27,-1.0485,82,1.29264
ENSG00000181754,AMIGO1,8,-2.4740,12,-1.6130,64,1.00338,30,-0.2333,56,1.26795
ENSG00000065135,GNAI3,29,0.39324,18,-0.4417,1,-4.7158,33,0.62197,22,-0.1315
ENSG00000116337,AMPD2,21,-1.5421,54,0.08155,82,0.75176,50,-0.0533,67,0.63248
ENSG00000168765,GSTM4,14,-0.1721,20,0.37337,0,-5.7010,12,-0.4600,21,0.77621
ENSG00000134201,GSTM5,56,1.82831,79,1.85992,0,-6.4631,7,-2.0506,8,-2.2013
ENSG00000134202,GSTM3,36,-0.7584,116,1.25661,34,-0.7137,32,-0.8951,69,0.58469
ENSG00000168710,AHCYL1,510,0.63518,701,1.01834,168,-1.2421,296,-0.4175,291,-0.5531
ENSG00000143093,STRIP1,19,-0.8739,19,-0.7678,47,0.64997,29,-0.1260,40,0.63320
ENSG00000197106,SLC6A17,25,-2.9602,121,-0.3762,203,0.44899,165,0.12260,240,1.19976
ENSG00000116396,KCNC4,15,-1.9346,52,0.18600,95,1.19290,44,-0.0864,57,0.51422
ENSG00000134248,LAMTOR5,87,-0.0632,128,0.57527,36,-1.3847,38,-1.3879,121,0.75577
ENSG00000177301,KCNA2,21,-2.7291,85,-0.3966,23,-2.3461,103,-0.1076,207,1.93214
ENSG00000259834,AL365361.1,5,-2.1332,10,-0.8993,0,-5.9516,27,0.72572,31,1.39241
ENSG00000121931,LRIF1,31,-0.1375,20,-0.7680,12,-1.4917,63,1.23757,28,-0.3325
ENSG00000134255,CEPT1,41,0.42070,16,-1.1309,58,0.89304,40,0.33567,23,-0.8047
ENSG00000116459,ATP5PB,118,-0.4005,105,-0.5101,158,0.13268,94,-0.7320,199,0.78628
ENSG00000116473,RAP1A,137,1.84514,41,-0.6893,18,-1.9403,33,-1.1208,44,-0.7813
ENSG00000197852,INKA2,11,-2.0864,53,0.59771,0,-6.9172,62,0.98120,49,0.70156
ENSG00000171385,KCND3,33,-2.1356,120,0.05345,110,-0.0968,196,0.98282,140,0.44000
ENSG00000143079,CTTNBP2NL,45,0.71936,40,0.37659,0,-5.2342,40,0.41801,24,-0.6146
ENSG00000116489,CAPZA1,78,0.43175,40,-0.7102,54,-0.2490,45,-0.5676,69,0.21326
ENSG00000155366,RHOC,55,0.86980,71,1.09997,32,-0.2116,20,-0.9551,23,-0.8991
ENSG00000155380,SLC16A1,80,2.14806,9,-1.9745,43,0.32667,12,-1.6536,16,-1.4455
ENSG00000226419,SLC16A1-AS1,39,1.34537,6,-1.8682,1,-4.0322,38,1.03739,10,-1.5205
ENSG00000198799,LRIG2,34,1.13027,10,-1.0037,11,-0.9365,24,0.27947,13,-0.8587
ENSG00000081026,MAGI3,36,-1.2082,66,-0.0998,2,-4.8530,170,1.82691,63,-0.2096
ENSG00000116793,PHTF1,9,-1.3714,11,-0.8315,4,-2.2194,35,1.08331,26,0.68643
ENSG00000081019,RSBN1,53,-0.4537,37,-0.9327,182,1.68282,95,0.61901,44,-0.8731
ENSG00000134262,AP4B1,25,0.37708,6,-1.8878,10,-1.0788,25,0.31649,22,0.12690
ENSG00000163349,HIPK1,51,-0.0218,76,0.63161,53,0.03627,47,-0.1522,48,-0.1722
ENSG00000197323,TRIM33,109,0.00205,60,-0.9213,206,1.05754,128,0.28842,87,-0.4767
ENSG00000116752,BCAS2,35,-1.0789,65,0.02695,81,0.38447,43,-0.6698,91,0.91564
ENSG00000213281,NRAS,31,-0.2555,29,-0.2956,80,1.33608,24,-0.6892,36,-0.0043
ENSG00000009307,CSDE1,385,0.04064,334,-0.1918,405,0.11503,320,-0.2828,403,0.15588
ENSG00000052723,SIKE1,15,0.00158,18,0.24332,6,-1.2999,15,-0.1027,17,0.28656
ENSG00000163393,SLC22A15,62,2.30287,4,-2.6262,19,-0.4541,8,-1.8805,15,-1.1045
ENSG00000163399,ATP1A1,150,-2.1743,135,-2.0796,661,0.34114,482,-0.1789,917,1.53608
ENSG00000134247,PTGFRN,3,-2.7129,15,-0.3487,0,-6.0107,16,-0.3130,39,2.16853
ENSG00000198162,MAN1A2,504,-0.1581,1445,1.66074,93,-2.6638,786,0.67116,347,-0.9249
ENSG00000065183,WDR3,14,-0.3658,16,-0.0523,1,-3.7113,33,1.30783,15,-0.2526
ENSG00000092621,PHGDH,174,2.17480,68,-0.1701,83,0.15042,17,-2.3062,30,-1.7318
ENSG00000134250,NOTCH2,17,-0.0185,33,1.01632,5,-1.9394,9,-1.1017,21,0.47309
ENSG00000265808,SEC22B,51,-0.1189,30,-0.8914,43,-0.3633,49,-0.1734,68,0.54945
ENSG00000226067,LINC00623,13,-0.8521,23,0.09701,11,-0.9530,24,0.19301,29,0.69007
ENSG00000171943,SRGAP2C,128,1.29753,45,-0.7314,68,-0.1034,72,-0.0145,39,-1.2102
ENSG00000196369,SRGAP2B,45,0.23462,44,0.15663,8,-2.3599,66,0.95685,30,-0.6049
ENSG00000162825,NBPF20,27,-0.6227,48,0.38179,37,-0.0353,82,1.50259,22,-1.0730
ENSG00000265491,RNF115,52,-0.3694,55,-0.2097,64,0.03009,80,0.42996,65,0.05429
ENSG00000186141,POLR3C,21,-0.0820,19,-0.2415,2,-3.1138,29,0.46073,25,0.31085
ENSG00000198483,ANKRD35,12,-0.4366,32,1.24644,0,-5.6743,19,0.36734,15,0.01806
ENSG00000131779,PEX11B,15,-1.6323,21,-0.9388,59,0.66032,35,-0.2056,59,1.06470
ENSG00000265241,RBM8A,140,0.36952,106,-0.1633,83,-0.5351,136,0.26053,102,-0.3008
ENSG00000271601,LIX1L,35,2.11813,13,-0.2015,0,-4.9363,9,-0.8840,8,-1.2865
ENSG00000272031,ANKRD34A,6,-2.2776,19,-0.3603,44,0.99871,28,0.28962,32,0.66758
ENSG00000121851,POLR3GL,49,0.51000,48,0.36312,42,0.16134,34,-0.1764,29,-0.6056
ENSG00000265972,TXNIP,187,3.52145,45,-0.5002,3,-4.3081,16,-2.1327,12,-2.9427
ENSG00000268043,NBPF12,32,1.31171,8,-1.2592,32,0.93384,18,0.05157,6,-1.9325
ENSG00000131791,PRKAB2,24,0.18281,5,-2.0571,7,-1.6837,22,-0.0062,29,0.61433
ENSG00000270629,NBPF14,27,0.89584,33,0.99114,0,-5.9007,39,1.52630,1,-4.1472
ENSG00000178104,PDE4DIP,204,-0.1713,207,-0.1095,187,-0.2725,325,0.69992,198,-0.2558
ENSG00000274265,AC245297.3,73,1.56275,15,-1.3375,58,0.71059,31,-0.3025,14,-1.7753
ENSG00000272755,AC245297.2,40,3.55118,4,-1.6295,0,-5.4634,2,-2.5328,4,-2.1398
ENSG00000184678,HIST2H2BE,46,3.58769,5,-1.6180,0,-5.3242,4,-1.9946,3,-2.4499
ENSG00000159164,SV2A,83,-2.1553,104,-1.5715,415,0.57378,376,0.46555,421,0.95431
ENSG00000143368,SF3B4,20,-0.1164,7,-1.5384,44,1.21770,8,-1.6065,26,0.53537
ENSG00000264522,OTUD7B,169,2.91260,22,-1.5504,36,-0.8279,31,-1.1527,14,-2.6334
ENSG00000136631,VPS45,22,-0.7708,12,-1.5135,28,-0.2790,33,-0.0225,49,0.98262
ENSG00000023902,PLEKHO1,25,-1.2335,98,1.11860,23,-1.1822,59,0.29103,59,0.38943
ENSG00000143401,ANP32E,130,0.40751,157,0.62408,47,-1.2367,176,0.94255,57,-1.2446
ENSG00000118298,CA14,61,3.24813,3,-2.5738,38,0.95924,0,-4.7613,1,-4.1241
ENSG00000117362,APH1A,38,0.60544,20,-0.5641,68,1.45099,15,-1.0970,21,-0.6676
ENSG00000266472,MRPS21,69,-1.1514,210,0.76970,124,-0.0830,71,-1.0116,189,0.94808
ENSG00000117360,PRPF3,28,0.86595,11,-0.8089,0,-5.9822,32,1.00719,12,-0.9384
ENSG00000163125,RPRD2,55,-0.1228,39,-0.6264,66,0.19098,57,-0.0331,64,0.23512
ENSG00000143374,TARS2,19,0.19082,13,-0.5206,12,-0.5868,13,-0.4831,21,0.43308
ENSG00000143369,ECM1,4,-2.2595,8,-1.0727,0,-5.7591,11,-0.6524,34,2.44102
ENSG00000143384,MCL1,35,0.41742,15,-0.9516,39,0.49787,21,-0.5120,28,-0.0316
ENSG00000143420,ENSA,102,-1.5879,358,0.56905,274,0.13568,257,0.03649,329,0.66473
ENSG00000143437,ARNT,24,-0.2047,9,-1.5938,78,1.81197,21,-0.3909,23,-0.2957
ENSG00000143418,CERS2,164,2.91169,14,-2.1358,45,-0.4571,11,-2.6508,22,-1.8437
ENSG00000143409,MINDY1,47,3.23989,5,-1.5547,0,-5.7360,10,-0.8248,3,-2.8407
ENSG00000197622,CDC42SE1,36,0.85716,15,-0.7138,1,-4.6307,36,0.73419,17,-0.6710
ENSG00000213190,MLLT11,70,-1.9777,215,-0.0495,264,0.28125,157,-0.5894,358,1.32003
ENSG00000143458,GABPB2,60,1.87077,28,0.00091,5,-2.6223,25,-0.1794,11,-1.6873
ENSG00000163156,SCNM1,32,0.80954,29,0.43161,10,-1.1967,15,-0.6778,19,-0.2748
ENSG00000163159,VPS72,33,0.28124,20,-0.5541,38,0.45366,19,-0.6570,30,0.09625
ENSG00000159352,PSMD4,101,-0.8123,174,0.17081,226,0.59682,114,-0.5351,197,0.56739
ENSG00000143393,PI4KB,60,0.06268,41,-0.5183,113,1.10380,40,-0.6062,55,-0.0919
ENSG00000143416,SELENBP1,25,0.91386,34,1.20301,26,0.74082,3,-2.6998,10,-0.9969
