Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000204138,PHACTR4,39,0.29439,17,-0.9892,78,1.46324,98,1.87093,51,0.74272,9,-1.9096,18,-0.8401,18,-0.8568,41,0.39384,9,-1.8746
ENSG00000198492,YTHDF2,68,-0.4904,50,-0.9911,77,-0.3011,81,-0.2110,78,-0.2708,98,0.09223,145,0.70945,146,0.71414,83,-0.1804,118,0.40513
ENSG00000116350,SRSF4,78,-0.1492,63,-0.5144,114,0.45070,144,0.82630,163,1.02750,77,-0.1889,103,0.27803,42,-1.0802,71,-0.2833,61,-0.5616
ENSG00000116353,MECR,25,-0.3358,42,0.51081,21,-0.5837,20,-0.6511,16,-0.9642,32,0.02533,15,-1.1044,37,0.24280,31,0.00825,47,0.69768
ENSG00000162511,LAPTM5,49,-0.0467,80,0.81102,55,0.12427,264,2.98922,19,-1.4396,34,-0.6416,8,-2.6371,8,-2.6684,13,-2.0263,7,-3.0392
ENSG00000162512,SDC3,182,0.90488,108,0.08418,68,-0.6440,220,1.23259,78,-0.4247,88,-0.2692,121,0.25241,122,0.26090,75,-0.4814,41,-1.4575
ENSG00000134644,PUM1,99,-0.5817,135,-0.1250,86,-0.7944,209,0.57664,193,0.44991,142,-0.0349,170,0.25055,253,0.89231,155,0.10092,84,-0.8986
ENSG00000121766,ZCCHC17,109,-0.3040,144,0.14100,130,-0.0246,68,-1.0079,105,-0.3576,161,0.33830,196,0.62403,168,0.37797,84,-0.6997,126,-0.0892
ENSG00000121769,FABP3,13,-2.6630,55,-0.5356,34,-1.2151,12,-2.7685,18,-2.1229,135,1.02306,81,0.08082,60,-0.3868,100,0.42107,150,1.22993
ENSG00000162517,PEF1,39,-0.6946,58,-0.1281,31,-1.0561,79,0.36720,34,-0.8942,108,0.99191,42,-0.6097,104,0.82152,42,-0.5889,53,-0.2616
ENSG00000084636,COL16A1,22,-0.2284,9,-1.5877,25,-0.0599,95,2.23291,52,1.13658,19,-0.4867,1,-4.3298,43,0.83071,13,-1.0126,13,-1.0939
ENSG00000121753,ADGRB2,99,-0.7201,178,0.19642,70,-1.2408,106,-0.6199,135,-0.2502,194,0.34583,129,-0.3181,448,1.73029,150,-0.0878,91,-0.8998
ENSG00000184007,PTP4A2,233,-0.0725,232,-0.0868,813,2.04145,152,-0.7340,226,-0.1260,188,-0.4361,192,-0.3708,191,-0.3824,184,-0.4364,173,-0.5684
ENSG00000121774,KHDRBS1,134,-0.0769,124,-0.2171,147,0.06639,176,0.34510,137,-0.0521,143,0.01643,151,0.10403,137,-0.0485,145,0.03643,138,-0.0394
ENSG00000025800,KPNA6,51,-0.9323,67,-0.5532,73,-0.3911,111,0.25896,149,0.74167,82,-0.2349,130,0.51400,128,0.49147,117,0.34914,82,-0.2302
ENSG00000084652,TXLNA,24,-0.0418,16,-0.7029,33,0.44139,66,1.62101,40,0.76585,16,-0.7110,25,0.01915,28,0.19861,5,-2.2825,18,-0.5149
ENSG00000160050,CCDC28B,40,0.91588,28,0.38289,5,-2.0121,25,0.20702,7,-1.6206,45,1.27669,11,-1.0932,21,-0.1072,9,-1.4041,13,-0.8369
ENSG00000084623,EIF3I,107,0.16787,57,-0.8593,82,-0.2437,86,-0.1629,60,-0.7207,150,0.79458,76,-0.3520,95,-0.0103,76,-0.3638,126,0.47615
ENSG00000175130,MARCKSL1,418,1.45504,201,0.26682,534,1.90578,187,0.12827,146,-0.2588,163,-0.0979,56,-1.7036,34,-2.4126,47,-1.9512,46,-2.0766
ENSG00000160058,BSDC1,55,0.13644,59,0.26574,52,0.04039,54,0.10928,83,0.78692,49,-0.0476,33,-0.6596,49,-0.0477,22,-1.2397,47,-0.1452
ENSG00000160062,ZBTB8A,13,-0.9506,30,0.35058,23,-0.0881,70,1.72006,14,-0.8580,29,0.28554,28,0.18226,42,0.85109,2,-3.5950,5,-2.4097
ENSG00000176261,ZBTB8OS,47,-0.1213,58,0.23739,26,-1.0180,57,0.18282,46,-0.1390,64,0.41176,32,-0.7133,30,-0.7932,67,0.43480,55,0.12834
ENSG00000162521,RBBP4,143,0.31279,93,-0.3814,109,-0.1204,130,0.16093,163,0.52086,78,-0.6815,133,0.19331,182,0.69569,95,-0.3218,115,-0.0401
ENSG00000162522,KIAA1522,29,0.58680,53,1.89854,2,-2.8962,9,-1.1323,2,-3.3663,20,-0.0027,22,0.14235,25,0.35947,0,-4.6126,12,-0.8568
ENSG00000134684,YARS,48,-1.2663,68,-0.8056,60,-0.9369,49,-1.2332,93,-0.2845,186,0.91878,92,-0.2953,127,0.20132,107,-0.0585,183,0.88525
ENSG00000160097,FNDC5,26,-0.5143,34,-0.1187,7,-2.2953,19,-0.9294,70,1.06717,38,0.10920,29,-0.3307,13,-1.4601,81,1.32100,39,0.13418
ENSG00000121905,HPCA,75,-1.4354,276,0.63445,29,-2.8292,65,-1.6303,81,-1.3139,410,1.41733,164,-0.2469,423,1.28354,120,-0.7277,88,-1.2569
ENSG00000121900,TMEM54,40,0.19923,65,1.11655,38,0.11494,27,-0.4126,17,-1.0802,36,0.05900,22,-0.6823,30,-0.2622,45,0.38217,18,-1.0885
ENSG00000004455,AK2,35,0.00169,38,0.12623,58,0.78034,86,1.46027,42,0.26038,36,0.02927,20,-0.8728,13,-1.4659,15,-1.2948,21,-0.8306
ENSG00000142920,AZIN2,18,-0.8364,27,-0.3109,6,-2.3268,41,0.39517,39,0.29824,49,0.74051,21,-0.6504,48,0.63481,21,-0.6692,36,0.18974
ENSG00000160094,ZNF362,23,0.15266,35,0.90581,14,-0.6170,28,0.42450,6,-1.7275,30,0.59605,17,-0.3545,24,0.19082,7,-1.5488,13,-0.8241
ENSG00000134686,PHC2,37,-0.2256,41,-0.0867,50,0.23646,65,0.65401,40,-0.1006,33,-0.4170,32,-0.4325,34,-0.3683,93,1.26235,29,-0.6381
ENSG00000163866,SMIM12,16,-1.6335,30,-0.7547,16,-1.6596,52,0.11948,14,-1.8467,92,1.20214,27,-0.8492,52,0.11790,71,0.62696,65,0.54021
ENSG00000116544,DLGAP3,56,0.35857,121,1.94255,9,-2.3422,72,0.75810,21,-1.1524,40,-0.2003,42,-0.1078,50,0.17888,6,-2.9382,3,-4.0449
ENSG00000163867,ZMYM6,17,-0.4441,18,-0.3999,27,0.25820,43,1.00213,26,0.19222,26,0.20543,28,0.32701,26,0.19265,7,-1.6515,18,-0.4175
ENSG00000116560,SFPQ,221,-0.0477,174,-0.4475,297,0.42184,302,0.44570,529,1.38277,155,-0.6285,244,0.11180,245,0.11707,109,-1.1204,176,-0.4253
ENSG00000146463,ZMYM4,64,-0.1299,72,0.04916,67,-0.0727,36,-1.0185,117,0.83035,49,-0.5856,169,1.45302,32,-1.1553,77,0.15675,52,-0.4984
ENSG00000142687,KIAA0319L,67,0.11759,47,-0.4436,63,0.02015,75,0.31126,87,0.55022,58,-0.1071,43,-0.5460,94,0.66375,73,0.26329,45,-0.5158
ENSG00000020129,NCDN,153,-1.5889,381,-0.2338,75,-2.6378,181,-1.3374,230,-0.9806,696,0.83278,486,0.16625,1127,1.56731,279,-0.6926,501,0.23497
ENSG00000126067,PSMB2,67,-0.4221,46,-1.0473,83,-0.0781,89,0.03171,50,-0.8396,118,0.51436,111,0.37272,93,0.09572,88,3.85620,115,0.47907
ENSG00000142686,C1orf216,22,-2.1222,77,-0.2500,27,-1.7927,39,-1.2476,58,-0.6666,165,1.10789,55,-0.7529,162,0.94542,125,0.52239,98,0.14599
ENSG00000092847,AGO1,26,-0.6680,40,0.00793,49,0.32586,58,0.59473,70,0.88257,31,-0.4009,39,-0.0509,40,-0.0162,13,-1.7207,42,0.06498
ENSG00000126070,AGO3,34,-0.6811,41,-0.4345,72,0.48132,107,1.14304,145,1.67110,18,-1.6583,52,-0.0102,56,0.09520,33,-0.7115,35,-0.6850
ENSG00000054116,TRAPPC3,37,-0.4424,41,-0.3244,32,-0.6661,46,-0.1086,25,-1.0238,101,1.32942,26,-0.9564,54,0.14740,19,-1.4236,60,0.32019
ENSG00000116871,MAP7D1,126,-0.4506,234,0.57772,140,-0.2922,115,-0.5906,121,-0.5112,234,0.57128,175,0.05547,187,0.15848,155,-0.1326,120,-0.5632
ENSG00000054118,THRAP3,140,-0.0713,76,-1.0584,181,0.33514,150,0.04423,188,0.39847,106,-0.5294,240,0.78918,185,0.37449,171,0.24424,141,-0.0669
ENSG00000181817,LSM10,21,-1.0774,57,0.51023,22,-1.0194,31,-0.4993,16,-1.4306,75,1.02089,18,-1.2623,36,-0.2583,59,0.51420,44,0.03029
ENSG00000116898,MRPS15,46,-0.3143,62,0.14582,42,-0.4705,37,-0.6425,32,-0.8773,78,0.55160,66,0.24477,42,-0.4686,29,-0.9923,82,0.64716
ENSG00000163875,MEAF6,45,-1.3238,97,-0.1580,34,-1.7068,102,-0.0688,114,0.10333,128,0.30979,80,-0.4491,156,0.59663,120,0.18402,144,0.52318
ENSG00000134697,GNL2,21,-0.5954,17,-1.0160,29,-0.1166,15,-1.1014,34,0.12459,23,-0.5174,63,1.11146,24,-0.3771,53,0.84609,44,0.61094
ENSG00000197982,C1orf122,256,0.55301,304,0.93977,253,0.53688,111,-0.7488,79,-1.2584,268,0.70126,105,-0.8224,68,-1.4729,83,-1.1708,124,-0.6214
ENSG00000183431,SF3A3,38,-0.3806,26,-0.9918,47,-0.0629,39,-0.3455,67,0.48803,57,0.28043,39,-0.3254,49,-0.0087,52,0.10384,68,0.58315
ENSG00000183520,UTP11,43,-0.0947,23,-1.0839,52,0.18011,82,0.91709,26,-0.8775,61,0.50722,69,0.64925,44,-0.0568,33,-0.5180,40,-0.2465
ENSG00000185668,POU3F1,7,-1.5946,23,0.22455,0,-7.9393,9,-1.2189,7,-1.5586,26,0.41348,30,0.60908,70,2.11755,9,-1.2200,17,-0.3130
ENSG00000116954,RRAGC,47,-0.0364,30,-0.7795,64,0.44606,88,0.97159,25,-0.9780,29,-0.8062,62,0.40840,50,0.06519,42,-0.1865,64,0.49413
ENSG00000174574,AKIRIN1,69,-0.5329,79,-0.3614,80,-0.3131,96,-0.0281,61,-0.7226,123,0.39305,100,0.03098,138,0.54132,105,0.11008,111,0.20442
ENSG00000168653,NDUFS5,545,-0.3701,739,0.11058,386,-0.8942,288,-1.3319,318,-1.1858,980,0.61254,698,0.01043,571,-0.2993,871,0.36027,946,0.54823
ENSG00000127603,MACF1,510,0.80872,206,-0.6577,336,0.13894,598,1.07708,592,1.06052,122,-1.4785,373,0.30407,169,-0.9188,272,-0.1887,245,-0.3778
ENSG00000090621,PABPC4,101,0.37288,95,0.31154,165,1.18885,124,0.71187,66,-0.2748,61,-0.4444,54,-0.5860,49,-0.7393,69,-0.2260,46,-0.8820
ENSG00000116983,HPCAL4,178,-0.3297,378,0.98286,123,-0.8856,108,-1.0863,234,0.09361,224,0.02950,262,0.27617,401,0.96628,158,-0.5078,96,-1.3328
ENSG00000084072,PPIE,23,-0.5667,36,0.14047,22,-0.6480,10,-1.7240,35,0.05676,40,0.32043,17,-0.9912,37,0.17694,59,0.91119,39,0.25292
ENSG00000131236,CAP1,170,-0.1096,135,-0.5001,252,0.50713,282,0.69005,67,-1.5176,150,-0.3323,156,-0.2417,252,0.50488,143,-0.3825,242,0.49391
ENSG00000131238,PPT1,179,0.41792,84,-0.7953,67,-1.0837,176,0.39210,68,-1.0726,158,0.24557,137,-0.0014,113,-0.3018,114,-0.2802,222,0.86481
ENSG00000117000,RLF,28,-0.2732,19,-0.9165,38,0.21942,58,0.88823,39,0.24564,30,-0.1777,42,0.36576,45,0.45831,34,0.02931,26,-0.4276
ENSG00000084073,ZMPSTE24,54,0.51989,17,-1.2693,46,0.27039,86,1.29764,26,-0.6184,29,-0.4832,9,-2.1254,42,0.13794,28,-0.4894,59,0.76802
ENSG00000084070,SMAP2,67,-0.9669,134,0.10205,65,-1.0029,83,-0.6344,90,-0.5144,123,-0.0405,179,0.54868,221,0.90166,110,-0.2158,155,0.36096
ENSG00000117016,RIMS3,95,-0.7444,253,0.88107,10,-3.9735,100,-0.6778,83,-0.9450,178,0.23632,166,0.10172,259,0.81687,195,0.36119,123,-0.3838
ENSG00000066136,NFYC,35,0.10670,32,-0.0537,11,-1.5970,21,-0.6649,32,-0.0640,34,0.05117,12,-1.5105,53,0.75397,67,1.12637,33,0.00111
ENSG00000127124,HIVEP3,18,-0.6749,33,0.25228,20,-0.5148,30,0.08695,69,1.45053,18,-0.7163,12,-1.2349,38,0.43589,61,1.22981,9,-1.7341
ENSG00000198815,FOXJ3,22,-1.3809,68,0.33333,46,-0.2980,52,-0.1080,54,-0.0540,39,-0.6031,96,0.86278,69,0.34468,95,0.84444,39,-0.5760
ENSG00000177181,RIMKLA,41,-0.4837,65,0.22482,16,-1.8958,21,-1.4787,44,-0.3972,31,-0.9564,94,0.80188,83,0.60257,98,0.86633,74,0.47150
ENSG00000127125,PPCS,77,0.43519,40,-0.6217,62,0.10184,31,-0.9654,53,-0.1526,58,0.00751,73,0.36321,54,-0.1081,70,0.29752,70,0.31340
ENSG00000186409,CCDC30,31,-0.7265,46,-0.1212,54,0.13864,26,-0.9763,123,1.50412,28,-0.9263,127,1.55985,48,-0.0400,25,-1.0193,30,-0.8097
ENSG00000065978,YBX1,232,0.79335,200,0.61869,279,1.10532,261,0.98841,132,-0.1055,123,-0.2330,92,-0.6487,34,-2.1053,41,-1.8409,58,-1.4209
ENSG00000177868,SVBP,42,-0.5182,69,0.27470,68,0.21324,49,-0.2772,26,-1.2491,83,0.58482,115,1.07011,39,-0.6330,37,-0.7067,44,-0.4753
ENSG00000117394,SLC2A1,30,-1.4141,32,-1.3850,53,-0.5762,703,4.77703,21,-1.9261,28,-1.5877,5,-3.9113,18,-2.1931,17,-2.2328,18,-2.2518
ENSG00000117395,EBNA1BP2,69,-0.6492,67,-0.7354,69,-0.6482,55,-0.9885,41,-1.4161,160,0.75587,183,0.89848,100,-0.0744,109,0.05848,141,0.52585
ENSG00000159479,MED8,16,-0.7525,38,0.61986,14,-0.9019,32,0.29292,2,-3.6159,34,0.43054,48,0.93714,36,0.47350,11,-1.3099,21,-0.3911
ENSG00000142949,PTPRF,120,0.41231,103,0.17895,31,-1.6608,53,-0.8372,72,-0.3755,96,0.06028,87,-0.0858,226,1.47284,62,-0.6189,76,-0.3168
ENSG00000126091,ST3GAL3,18,-0.6449,44,0.78351,13,-1.2005,14,-1.0727,47,0.80796,34,0.34553,7,-2.1161,42,0.61348,9,-1.6317,30,0.11828
ENSG00000117408,IPO13,49,0.12162,76,0.93628,110,1.46493,18,-1.3632,28,-0.7346,46,0.05305,21,-1.1454,50,0.15843,24,-0.9569,21,-1.2412
ENSG00000117410,ATP6V0B,141,-1.2541,159,-1.1517,164,-1.0299,147,-1.2001,223,-0.5731,503,0.79168,222,-0.5752,454,0.54049,284,-0.2019,621,1.20481
ENSG00000117411,B4GALT2,84,0.10213,177,1.52746,42,-0.9419,43,-0.9315,69,-0.2024,70,-0.2093,108,0.49863,59,-0.4561,64,-0.3193,31,-1.4614
ENSG00000178028,DMAP1,36,-0.3702,42,-0.1491,26,-0.8294,53,0.24700,52,0.19567,67,0.67531,20,-1.2087,82,0.93835,26,-0.8294,40,-0.2285
ENSG00000117419,ERI3,100,-0.1164,91,-0.2754,64,-0.7957,110,0.03099,67,-0.7210,170,0.81757,80,-0.4633,159,0.62432,103,-0.0612,97,-0.1817
ENSG00000187147,RNF220,67,-0.7371,104,-0.0668,139,0.39911,118,0.13849,83,-0.4086,144,0.49920,66,-0.7641,133,0.32944,111,0.04216,96,-0.1915
ENSG00000142937,RPS8,1361,0.29780,1804,0.84542,1715,0.66970,1449,0.39733,618,-0.9194,1051,-0.1178,1223,0.12774,422,-1.4877,836,-0.4610,657,-0.8822
ENSG00000070785,EIF2B3,7,-1.9478,15,-1.0153,34,0.27243,17,-0.7846,12,-1.3020,21,-0.4575,36,0.35932,38,0.47776,43,0.64853,54,1.18886
ENSG00000126088,UROD,61,-0.2097,75,0.12597,66,-0.0759,48,-0.5744,39,-0.8950,81,0.25475,36,-0.9861,55,-0.3548,77,0.14358,106,0.74833
ENSG00000117450,PRDX1,702,1.26686,270,-0.2991,357,0.15504,426,0.43675,140,-1.2684,446,0.56730,116,-1.5533,181,-0.8875,286,-0.1868,280,-0.2407
ENSG00000117448,AKR1A1,48,0.06268,28,-0.7927,45,-0.0382,85,0.99400,23,-1.0393,63,0.54403,16,-1.5974,35,-0.4013,61,0.44334,51,0.18299
ENSG00000132780,NASP,67,-0.2415,63,-0.3654,154,1.09980,157,1.13079,182,1.38801,33,-1.3746,76,-0.0484,63,-0.3373,38,-1.1028,44,-0.9459
ENSG00000159592,GPBP1L1,36,-0.1618,26,-0.6944,54,0.47924,87,1.26503,24,-0.7731,49,0.34280,30,-0.4123,35,-0.2169,41,0.02919,31,-0.4060
ENSG00000086015,MAST2,19,-0.2229,29,0.41128,13,-0.7822,20,-0.1573,23,0.00342,37,0.89161,36,0.73547,19,-0.2924,15,-0.6059,8,-1.6127
ENSG00000117461,PIK3R3,25,-0.5136,20,-0.8795,19,-0.8898,161,2.72480,57,0.79806,19,-0.9267,15,-1.2077,15,-1.2600,21,-0.7745,29,-0.3099
ENSG00000085998,POMGNT1,31,-0.6414,38,-0.3930,21,-1.2302,49,0.04196,79,0.81100,60,0.40342,21,-1.2375,71,0.63124,51,0.11841,50,0.08345
ENSG00000132128,LRRC41,36,0.09747,29,-0.2716,23,-0.6117,41,0.27343,18,-0.9395,39,0.21635,41,0.27074,42,0.33431,29,-0.2451,39,0.23105
ENSG00000173660,UQCRH,429,-0.4673,805,0.57407,302,-0.9983,321,-0.9095,264,-1.1990,736,0.41280,442,-0.4230,344,-0.8026,635,0.13794,868,0.71298
ENSG00000117480,FAAH,15,-0.5543,25,0.20180,25,0.17961,40,0.95525,9,-1.2544,18,-0.3414,4,-2.4955,50,1.32056,4,-2.5228,27,0.34521
ENSG00000079277,MKNK1,20,-0.5025,29,0.08967,32,0.23573,67,1.45720,39,0.52681,35,0.40065,27,-0.0385,31,0.18109,8,-1.7808,3,-3.0856
ENSG00000123472,ATPAF1,160,0.19513,164,0.25296,134,-0.0803,96,-0.5936,132,-0.1012,125,-0.2016,127,-0.1606,109,-0.3972,125,-0.1858,187,0.49235
ENSG00000159658,EFCAB14,135,0.73867,95,0.19503,187,1.28584,119,0.53978,70,-0.3000,51,-0.8445,50,-0.7917,36,-1.2951,51,-0.7869,82,-0.0597
ENSG00000162368,CMPK1,115,-0.4313,146,-0.0681,102,-0.6069,124,-0.3167,128,-0.2722,184,0.33391,144,-0.0821,108,-0.5287,215,0.54575,190,0.38970
ENSG00000162373,BEND5,20,-1.1788,25,-0.8995,5,-3.0890,11,-1.9950,25,-0.8347,39,-0.2035,86,1.06502,18,-1.3315,97,1.28205,91,1.34200
ENSG00000162374,ELAVL4,57,-2.1089,136,-0.8827,55,-2.1770,79,-1.6357,271,0.23079,176,-0.4723,245,0.07403,256,0.14456,703,1.84878,374,0.84561
ENSG00000185104,FAF1,39,-0.1711,44,0.01951,45,0.05149,47,0.11043,19,-1.2440,28,-0.7000,66,0.66034,31,-0.5132,36,-0.3123,70,0.83080
ENSG00000123091,RNF11,332,-0.3838,574,0.52200,185,-1.2647,247,-0.8380,355,-0.2811,425,-0.0059,437,0.03789,444,0.06505,698,0.79104,422,-0.0164
ENSG00000085832,EPS15,175,-0.3946,194,-0.2562,240,0.09328,115,-1.0299,284,0.35948,138,-0.8097,308,0.49048,139,-0.7415,380,0.83054,317,0.59537
ENSG00000117859,OSBPL9,39,0.87841,12,-1.0163,50,1.28007,27,0.27506,24,0.06077,21,-0.0964,9,-1.3361,16,-0.4934,4,-2.3517,29,0.41903
ENSG00000078618,NRDC,70,-0.9660,103,-0.4028,125,-0.0739,149,0.19791,250,1.03984,104,-0.3926,113,-0.2387,160,0.31284,88,-0.6191,170,0.44528
ENSG00000169213,RAB3B,26,-1.7694,44,-1.0664,135,0.72837,3,-4.6751,298,2.12758,93,0.14836,24,-1.8866,3,-4.5900,83,-0.0488,132,0.77254
ENSG00000117862,TXNDC12,61,0.78716,20,-0.9949,29,-0.3903,76,1.14663,6,-2.5373,60,0.84877,68,0.96202,23,-0.7163,12,-1.6159,24,-0.7120
ENSG00000134717,BTF3L4,70,-0.2017,54,-0.6560,75,-0.1065,54,-0.6053,41,-1.0036,99,0.37943,115,0.57027,79,-0.0258,116,0.58270,92,0.24544
ENSG00000157077,ZFYVE9,34,-0.7457,32,-0.8783,34,-0.7244,18,-1.6798,56,0.03399,53,-0.0539,107,1.06058,56,0.03178,55,-0.0103,93,0.94022
ENSG00000134748,PRPF38A,58,0.15159,63,0.30362,74,0.54766,67,0.38231,96,0.96919,32,-0.8051,79,0.64188,15,-1.8936,38,-0.5063,33,-0.7345
ENSG00000134744,TUT4,62,-0.3302,63,-0.3446,79,0.02926,182,1.39807,209,1.64451,31,-1.4318,97,0.35962,52,-0.6171,34,-1.2467,51,-0.6746
ENSG00000162377,COA7,14,-1.0917,20,-0.6065,5,-2.4008,25,-0.2376,48,0.80037,35,0.33911,23,-0.3574,32,0.15811,47,0.76862,36,0.36711
ENSG00000162378,ZYG11B,122,-0.5733,130,-0.5090,117,-0.6314,97,-0.9119,191,0.11950,157,-0.1980,182,0.03959,255,0.58004,283,0.74872,239,0.52963
ENSG00000116171,SCP2,137,0.36935,89,-0.3243,103,-0.0796,177,0.78050,97,-0.1809,108,-0.0156,96,-0.1893,84,-0.3987,66,-0.7498,129,0.29144
ENSG00000162384,CZIB,45,-0.3055,46,-0.3058,58,0.07332,52,-0.0983,26,-1.1318,119,1.42788,42,-0.4193,46,-0.2723,23,-1.3371,49,-0.2138
ENSG00000162385,MAGOH,42,0.26495,37,0.09483,17,-1.0524,38,0.13390,6,-2.5821,50,0.62602,8,-2.1793,44,0.35689,11,-1.7165,58,0.88913
ENSG00000157193,LRP8,59,0.28556,24,-1.1389,34,-0.5572,55,0.17310,106,1.23758,80,0.87020,29,-0.8040,25,-1.0532,14,-1.8462,55,0.18766
ENSG00000081870,HSPB11,55,0.65080,23,-0.7848,18,-1.0637,20,-0.8864,22,-0.7488,61,0.91755,37,-0.0013,38,0.07376,24,-0.6544,47,0.42957
ENSG00000116209,TMEM59,221,0.28811,113,-0.8022,225,0.31766,203,0.15327,123,-0.6170,215,0.26845,148,-0.3370,171,-0.1139,70,-1.4645,288,0.79990
ENSG00000116221,MRPL37,43,-0.3685,35,-0.7036,33,-0.7693,40,-0.4761,36,-0.6323,72,0.48432,45,-0.2732,77,0.54859,61,0.18228,79,0.65411
ENSG00000157216,SSBP3,186,-0.4255,311,0.41618,207,-0.2603,192,-0.3771,341,0.52381,190,-0.4212,228,-0.1119,215,-0.2020,448,0.97232,183,-0.4876
ENSG00000116133,DHCR24,68,-0.8126,49,-1.4010,80,-0.5801,85,-0.4884,71,-0.7555,79,-0.6425,54,-1.1707,259,1.30442,254,1.26572,195,0.92603
ENSG00000162402,USP24,49,0.27941,33,-0.3635,39,-0.0911,90,1.28039,63,0.67048,35,-0.2839,36,-0.2026,39,-0.0636,44,0.12478,19,-1.2342
ENSG00000162407,PLPP3,1037,3.75013,45,-1.8896,202,0.46317,180,0.28462,79,-0.9789,55,-1.6007,27,-2.5374,13,-3.5974,67,-1.2343,75,-1.1214
ENSG00000162409,PRKAA2,25,-1.5954,35,-1.1657,22,-1.7962,96,0.42869,132,0.94580,71,-0.0511,128,0.89211,136,0.99173,31,-1.2818,84,0.24297
ENSG00000162601,MYSM1,26,-1.2486,34,-0.9070,68,0.19435,37,-0.7219,118,1.09443,49,-0.3480,71,0.26991,74,0.33533,61,0.02138,79,0.47838
ENSG00000177606,JUN,41,-1.5942,75,-0.7565,68,-0.8500,457,2.33576,59,-1.0678,116,-0.0383,173,0.60065,253,1.23344,23,-2.4332,43,-1.6211
ENSG00000134709,HOOK1,18,-1.5280,31,-0.8157,17,-1.6113,14,-1.9686,92,0.92969,52,0.02499,119,1.37965,73,0.54743,54,0.06865,57,0.17852
ENSG00000162599,NFIA,511,1.29765,186,-0.3630,650,1.72711,590,1.55143,296,0.39262,70,-1.8846,168,-0.4946,45,-2.4369,128,-0.9068,51,-2.3477
ENSG00000162604,TM2D1,70,0.19261,45,-0.5319,87,0.53261,65,0.08321,54,-0.2240,58,-0.1160,28,-1.2179,52,-0.2756,49,-0.3501,98,0.81248
ENSG00000162607,USP1,37,-0.3091,48,0.11828,107,1.42315,29,-0.6632,60,0.45549,18,-1.4491,84,1.00428,44,-0.0275,26,-0.8049,32,-0.5539
ENSG00000116641,DOCK7,131,1.77771,21,-1.2068,51,0.20984,116,1.56045,55,0.32780,16,-1.6242,15,-1.6548,48,0.12119,24,-0.9384,34,-0.4341
ENSG00000125703,ATG4C,24,-0.1037,17,-0.6670,89,2.09006,55,1.21099,23,-0.1934,10,-1.5093,21,-0.2836,12,-1.1347,11,-1.3040,24,-0.1542
ENSG00000079739,PGM1,132,1.76631,40,-0.2188,28,-0.7330,45,-0.0322,36,-0.3671,27,-0.8479,41,-0.1518,9,-2.3431,51,0.15932,59,0.43599
ENSG00000162434,JAK1,100,0.07629,54,-0.9353,90,-0.0874,176,0.98058,78,-0.3196,81,-0.2716,64,-0.6193,54,-0.8648,104,0.13215,153,0.84417
ENSG00000162433,AK4,233,1.76003,122,0.71392,54,-0.6302,57,-0.5488,61,-0.4469,60,-0.5071,70,-0.2342,79,-0.0360,56,-0.5641,42,-1.0747
ENSG00000116675,DNAJC6,108,-1.6176,199,-0.7533,293,-0.1110,81,-2.0418,309,-0.0265,283,-0.1790,268,-0.2500,334,0.09575,751,1.43143,491,0.79623
ENSG00000213625,LEPROT,158,1.43209,53,-0.3570,69,0.07517,230,2.13019,52,-0.3472,30,-1.2647,65,-0.0285,12,-2.5248,36,-0.9191,34,-1.0589
ENSG00000184588,PDE4B,69,-0.3277,72,-0.2902,140,0.77644,96,0.18074,82,-0.0720,61,-0.5568,109,0.37812,112,0.42079,113,0.43785,64,-0.4971
ENSG00000118473,SGIP1,83,-0.8147,84,-0.8597,101,-0.5261,106,-0.4526,212,0.63205,108,-0.4605,154,0.11867,203,0.56005,138,-0.0462,235,0.90091
ENSG00000198160,MIER1,48,-0.3822,33,-0.9939,100,0.76838,68,0.14318,71,0.21775,29,-1.2213,145,1.38717,73,0.25328,70,0.18716,53,-0.2701
ENSG00000142864,SERBP1,281,0.13466,157,-0.8092,394,0.67401,257,-0.0074,275,0.09813,224,-0.2370,530,1.16893,175,-0.5984,277,0.11252,201,-0.4136
ENSG00000116717,GADD45A,20,-0.8069,21,-0.8157,54,0.69531,44,0.34001,8,-2.2216,44,0.39236,21,-0.7691,23,-0.6537,69,1.09335,43,0.35335
ENSG00000172380,GNG12,85,2.08850,22,-0.1657,65,1.60083,63,1.54402,18,-0.4343,13,-1.0502,2,-3.6020,1,-3.7509,0,-7.4750,8,-1.8084
ENSG00000116729,WLS,230,1.99739,33,-1.1967,45,-0.6888,131,0.98858,101,0.56084,86,0.33180,4,-4.0718,11,-2.7186,20,-1.8433,69,-0.0432
ENSG00000033122,LRRC7,26,-1.8072,75,-0.2265,48,-0.8860,30,-1.5701,178,1.16858,65,-0.4694,160,0.98759,159,0.97760,67,-0.3901,87,0.01715
