Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000142684,ZNF593,0,-5.3041,17,-1.0256,25,-0.4199,25,-0.4347,44,0.42691,51,0.65518,33,-0.0433,12,-1.5742,40,0.28329,54,0.76584,48,0.61477
ENSG00000142669,SH3BGRL3,210,0.43583,139,-0.2175,111,-0.5507,206,0.40370,125,-0.3700,90,-0.8681,124,-0.3867,126,-0.3663,139,-0.2274,192,0.29009,235,0.69104
ENSG00000158062,UBXN11,0,-4.6010,1,-3.6606,17,-0.2738,33,0.72895,44,1.22934,10,-1.0094,4,-2.2578,28,0.48238,37,1.08462,21,0.03249,16,-0.3777
ENSG00000117682,DHDDS,45,1.05373,9,-1.4387,43,0.96965,13,-0.8437,13,-0.8216,4,-2.4747,26,0.13367,16,-0.5465,25,0.09681,24,0.05850,30,0.43995
ENSG00000198830,HMGN2,352,0.93070,352,0.92833,331,0.82658,135,-0.5857,319,0.76783,107,-0.9414,223,0.18732,182,-0.1261,133,-0.6576,98,-1.0684,102,-1.0707
ENSG00000117713,ARID1A,55,-0.5131,135,0.89431,64,-0.2760,51,-0.6231,99,0.38984,105,0.48256,126,0.77723,81,0.07114,71,-0.1474,54,-0.5469,46,-0.8466
ENSG00000142751,GPN2,9,-1.3855,26,0.18470,11,-1.1023,18,-0.3825,13,-0.8962,16,-0.5071,33,0.58755,69,1.82962,31,0.51378,12,-0.9470,15,-0.7177
ENSG00000090273,NUDC,111,-1.1438,150,-0.6898,106,-1.2109,324,0.50420,193,-0.3084,256,0.13200,266,0.19252,182,-0.3966,387,0.89448,267,0.19503,216,-0.1454
ENSG00000253368,TRNP1,13,-2.2369,6,-3.3602,33,-0.8372,88,0.68638,31,-0.9400,38,-0.6270,25,-1.2355,138,1.44385,96,0.93243,26,-1.2138,78,0.52759
ENSG00000142784,WDTC1,0,-4.8347,23,-0.0630,21,-0.1979,53,1.25467,46,1.04508,20,-0.2950,18,-0.4011,7,-1.8957,40,0.91389,9,-1.4715,18,-0.5031
ENSG00000186501,TMEM222,2,-4.2086,51,0.37365,25,-0.6971,32,-0.3224,54,0.47777,35,-0.1847,10,-2.0247,60,0.64255,56,0.57790,38,-0.0890,50,0.39645
ENSG00000158195,WASF2,155,1.53495,211,2.10314,72,0.25316,44,-0.5032,82,0.47001,45,-0.4600,111,0.95566,4,-3.9896,11,-2.5602,26,-1.3048,11,-2.6328
ENSG00000126705,AHDC1,68,0.74143,13,-1.7598,82,1.05640,36,-0.2497,30,-0.5222,54,0.36564,45,0.09986,8,-2.4143,39,-0.1335,56,0.42203,41,-0.0578
ENSG00000126709,IFI6,120,0.24095,63,-0.7520,59,-0.8489,72,-0.5430,94,-0.1461,80,-0.3874,46,-1.2172,134,0.41933,86,-0.3103,116,0.18329,192,1.13788
ENSG00000009780,FAM76A,0,-4.9475,39,0.63921,11,-1.2213,26,0.01788,36,0.51234,24,-0.1583,53,1.13193,0,-6.6698,25,-0.0720,62,1.39581,19,-0.5298
ENSG00000117758,STX12,3,-4.7611,108,0.17988,196,1.15099,91,-0.0909,101,0.06451,68,-0.5411,39,-1.3778,82,-0.2475,111,0.23570,140,0.59143,102,0.09992
ENSG00000117751,PPP1R8,11,-1.3250,51,0.97488,51,0.98811,21,-0.3992,27,-0.0157,6,-2.1721,7,-1.9094,8,-1.8150,44,0.81238,27,-0.0506,31,0.17349
ENSG00000117748,RPA2,73,0.59357,28,-0.8880,59,0.26294,16,-1.7400,16,-1.7235,34,-0.6003,21,-1.2859,86,0.85147,52,0.07076,88,0.89915,64,0.41066
ENSG00000126698,DNAJC8,73,-1.8656,325,0.40132,314,0.34434,257,0.02754,144,-0.8567,404,0.75035,465,0.98360,239,-0.0821,232,-0.1429,142,-0.8786,227,-0.1787
ENSG00000130770,ATP5IF1,338,-0.4770,192,-1.3296,152,-1.6697,503,0.14135,259,-0.8778,393,-0.2427,272,-0.8055,783,0.85394,668,0.66122,488,0.09267,632,0.55845
ENSG00000204138,PHACTR4,177,2.63581,70,0.90828,60,0.65892,21,-0.9335,21,-0.9607,15,-1.4566,91,1.34580,6,-2.6185,14,-1.6165,16,-1.3208,4,-3.2698
ENSG00000198492,YTHDF2,54,-0.5406,77,-0.0046,106,0.50089,43,-0.8773,32,-1.3383,140,0.95724,55,-0.5189,61,-0.3630,70,-0.1647,87,0.18245,104,0.52438
ENSG00000116350,SRSF4,136,0.87385,113,0.57087,50,-0.6830,45,-0.8442,91,0.21822,109,0.51533,96,0.31381,71,-0.1549,65,-0.3301,85,0.12527,49,-0.7809
ENSG00000116353,MECR,0,-4.8879,14,-0.8555,0,-6.8026,34,0.48467,14,-0.8788,21,-0.2689,4,-2.5340,34,0.46183,55,1.45888,20,-0.3308,37,0.69512
ENSG00000162511,LAPTM5,177,2.77576,31,-0.2949,14,-1.4866,26,-0.5245,57,0.69403,3,-3.4427,27,-0.4630,61,0.78825,27,-0.5015,11,-1.8032,10,-2.0145
ENSG00000162512,SDC3,25,-2.2446,71,-0.7382,163,0.55333,128,0.16551,209,0.96203,92,-0.3502,127,0.15631,110,-0.0698,117,0.03621,136,0.26274,99,-0.2438
ENSG00000134644,PUM1,134,-0.1379,111,-0.4224,226,0.68710,92,-0.7086,94,-0.6761,219,0.63476,243,0.80858,160,0.14050,116,-0.3940,183,0.34531,106,-0.5373
ENSG00000121766,ZCCHC17,3,-5.4049,174,0.34127,153,0.13895,159,0.19566,88,-0.7030,219,0.71291,142,0.02434,76,-0.9390,173,0.37027,124,-0.1920,168,0.31477
ENSG00000121769,FABP3,50,-0.6718,12,-2.7516,34,-1.2555,59,-0.4089,23,-1.8280,65,-0.2717,41,-0.9519,118,0.67451,96,0.36829,89,0.21663,162,1.37677
ENSG00000162517,PEF1,2,-4.5058,46,-0.3916,21,-1.5491,43,-0.4853,40,-0.5911,55,-0.1055,42,-0.5315,36,-0.7602,116,1.25096,75,0.38780,87,0.68914
ENSG00000084636,COL16A1,96,1.42616,62,0.68308,38,-0.0875,18,-1.2198,96,1.42577,13,-1.6338,17,-1.2815,19,-1.1157,23,-0.9017,48,0.28052,34,-0.2589
ENSG00000121753,ADGRB2,19,-3.0684,37,-2.0900,157,0.06341,132,-0.2021,84,-0.8862,123,-0.3110,129,-0.2320,83,-0.9013,251,0.92560,309,1.16905,190,0.40247
ENSG00000184007,PTP4A2,86,-1.9665,1184,2.27355,787,1.50133,202,-0.6909,172,-0.9339,294,-0.1150,265,-0.2751,190,-0.7795,138,-1.3409,270,-0.2455,196,-0.7868
ENSG00000121774,KHDRBS1,182,0.31405,212,0.55655,184,0.33418,92,-0.7360,134,-0.1619,129,-0.2221,185,0.34271,164,0.14638,155,0.06016,120,-0.3337,113,-0.4588
ENSG00000025800,KPNA6,42,-1.2261,95,0.01233,134,0.55603,55,-0.8259,77,-0.3223,172,0.95650,132,0.51996,116,0.32566,76,-0.3717,79,-0.2720,88,-0.1205
ENSG00000084652,TXLNA,0,-4.9380,36,0.49416,13,-0.9739,18,-0.5786,42,0.75935,20,-0.3734,35,0.45176,0,-6.2696,23,-0.2279,84,1.97451,22,-0.2810
ENSG00000084623,EIF3I,92,-0.2279,96,-0.1600,93,-0.2110,92,-0.2243,44,-1.3380,101,-0.0796,90,-0.2564,104,-0.0414,130,0.34790,131,0.32927,140,0.48285
ENSG00000175130,MARCKSL1,108,-1.5517,1324,2.60089,697,1.36632,158,-0.9944,599,1.10488,76,-2.0841,67,-2.2539,274,-0.1557,95,-1.8384,181,-0.7895,132,-1.3364
ENSG00000160058,BSDC1,74,0.41268,60,0.06837,96,0.81680,53,-0.1086,42,-0.4748,32,-0.8589,50,-0.1974,85,0.62310,65,0.21015,41,-0.4952,40,-0.5799
ENSG00000160062,ZBTB8A,0,-4.4061,20,0.21129,0,-5.2436,19,0.07692,25,0.53451,28,0.70502,46,1.53036,3,-2.3078,26,0.62543,16,-0.2020,11,-0.7002
ENSG00000176261,ZBTB8OS,0,-5.2956,38,0.18231,5,-2.7719,67,1.11004,37,0.15814,27,-0.3156,29,-0.2235,24,-0.4797,48,0.63723,18,-0.9016,46,0.57390
ENSG00000162521,RBBP4,140,0.13257,139,0.11830,155,0.29335,89,-0.5695,116,-0.1637,131,0.02420,132,0.03341,118,-0.1383,113,-0.2276,175,0.48259,128,-0.0151
ENSG00000162522,KIAA1522,0,-4.4731,1,-3.4267,0,-6.8512,18,-0.0600,31,0.78665,16,-0.2046,22,0.21977,36,1.03701,42,1.51044,22,0.25163,6,-1.6511
ENSG00000134684,YARS,51,-1.2483,45,-1.4399,62,-0.9526,82,-0.5425,61,-0.9803,111,-0.0713,55,-1.1303,236,1.14988,132,0.22067,173,0.62741,186,0.83807
ENSG00000160097,FNDC5,16,-0.9925,0,-5.7023,0,-7.5572,22,-0.5247,26,-0.2457,45,0.61064,34,0.15082,89,1.76812,16,-1.0060,25,-0.3203,55,1.04722
ENSG00000121905,HPCA,57,-1.5827,5,-4.9825,50,-1.7700,164,0.01939,74,-1.1754,107,-0.6333,82,-1.0254,109,-0.6047,350,1.45777,204,0.36752,274,0.95472
ENSG00000121900,TMEM54,96,1.29623,26,-0.7482,2,-4.1187,72,0.81594,68,0.72911,18,-1.3122,11,-1.9937,63,0.59690,38,-0.2290,16,-1.4347,56,0.45653
ENSG00000004455,AK2,8,-1.8493,78,1.75876,15,-0.9116,27,0.03289,56,1.18317,13,-1.0414,21,-0.3814,33,0.30436,22,-0.3397,17,-0.6931,19,-0.5517
ENSG00000142920,AZIN2,0,-4.7505,26,0.20790,6,-1.8244,14,-0.7432,13,-0.8775,20,-0.1981,5,-2.2778,34,0.62015,34,0.70101,30,0.42342,40,1.01343
ENSG00000160094,ZNF362,0,-4.8705,9,-1.5427,0,-5.0332,25,0.01211,30,0.27795,20,-0.2886,31,0.33475,55,1.29378,35,0.61087,42,0.83786,19,-0.3886
ENSG00000134686,PHC2,103,0.83828,71,0.23995,13,-2.2452,50,-0.3058,46,-0.4276,19,-1.7478,16,-2.0207,144,1.41305,60,-0.0133,70,0.22483,69,0.21866
ENSG00000163866,SMIM12,0,-5.9639,29,-0.9273,77,0.58324,35,-0.6361,26,-1.0805,43,-0.3370,15,-1.8364,54,0.02362,95,1.05002,57,0.10984,83,0.78141
ENSG00000116544,DLGAP3,19,-1.1505,2,-3.9137,4,-3.3989,84,1.16935,86,1.19604,34,-0.2846,49,0.27378,25,-0.7494,67,0.88921,56,0.50471,19,-1.2311
ENSG00000163867,ZMYM6,20,-0.3652,17,-0.6158,63,1.48506,15,-0.8092,15,-0.7806,13,-0.9795,37,0.57806,49,1.03206,32,0.36845,4,-2.4762,17,-0.6289
ENSG00000116560,SFPQ,216,-0.0251,376,0.86234,418,1.03847,124,-0.8727,194,-0.1949,277,0.36511,361,0.79290,79,-1.5384,174,-0.3933,152,-0.5679,156,-0.5658
ENSG00000146463,ZMYM4,5,-3.5437,77,0.49516,17,-1.7537,74,0.44801,58,0.06765,84,0.63640,153,1.66986,33,-0.7961,43,-0.4437,71,0.37090,35,-0.7753
ENSG00000142687,KIAA0319L,92,0.40539,46,-0.6691,81,0.20625,45,-0.6881,60,-0.2673,66,-0.1174,98,0.50274,70,-0.0132,98,0.57176,29,-1.3592,70,-0.0235
ENSG00000020129,NCDN,158,-1.6860,30,-4.1057,288,-0.7935,275,-0.8633,192,-1.3995,361,-0.4523,319,-0.6386,731,0.65847,968,1.28915,623,0.40056,687,0.62035
ENSG00000126067,PSMB2,69,-0.3268,76,-0.1825,88,0.03053,54,-0.6979,41,-1.1034,49,-0.8645,60,-0.5381,148,0.86480,99,0.23931,75,-0.2170,129,0.72643
ENSG00000142686,C1orf216,0,-6.4202,15,-2.4372,41,-0.9552,109,0.53117,8,-3.3284,100,0.39280,36,-1.1429,77,-0.0155,126,0.86318,119,0.67246,127,0.87468
ENSG00000092847,AGO1,49,0.11406,35,-0.4108,62,0.47374,37,-0.3465,40,-0.2042,41,-0.1583,62,0.48671,51,0.16046,33,-0.5349,95,1.18697,28,-0.7859
ENSG00000126070,AGO3,66,0.30858,121,1.29685,109,1.12091,8,-2.7203,61,0.16338,77,0.55037,103,1.01887,33,-0.7617,14,-2.0686,23,-1.2772,39,-0.5515
ENSG00000116863,ADPRHL2,4,-1.7565,26,0.79911,10,-0.6851,6,-1.3880,10,-0.7012,2,-3.0309,9,-0.7181,1,-3.4949,23,0.69767,34,1.29206,26,0.93196
ENSG00000054116,TRAPPC3,0,-5.5564,22,-0.8982,59,0.61013,33,-0.2952,40,0.00152,29,-0.5052,32,-0.3376,21,-0.9905,72,1.06465,15,-1.4783,63,0.79538
ENSG00000116871,MAP7D1,166,-0.3114,315,0.69710,178,-0.2041,182,-0.1692,129,-0.6927,145,-0.5222,201,-0.0192,185,-0.1459,306,0.72387,167,-0.3011,182,-0.1907
ENSG00000054118,THRAP3,82,-1.3765,271,0.44661,213,0.06144,122,-0.7878,104,-1.0258,381,1.00406,484,1.41490,223,0.13982,135,-0.6876,208,0.02683,150,-0.5165
ENSG00000181817,LSM10,81,1.20582,12,-1.6935,30,-0.3985,40,0.06372,26,-0.5907,31,-0.3350,22,-0.8362,43,0.15778,58,0.72963,18,-1.1063,40,0.07896
ENSG00000116898,MRPS15,2,-4.3227,28,-0.9574,31,-0.8126,79,0.60736,18,-1.6085,20,-1.4396,15,-1.9323,146,1.65846,73,0.54235,79,0.62488,65,0.34374
ENSG00000163875,MEAF6,0,-6.5605,62,-0.4017,92,0.21072,70,-0.2277,30,-1.4639,93,0.21968,87,0.11970,91,0.17854,93,0.24412,77,-0.0655,130,0.85487
ENSG00000163877,SNIP1,0,-4.3625,21,0.29874,12,-0.5618,10,-0.7585,11,-0.6471,33,1.02526,40,1.36867,0,-6.1559,22,0.44129,25,0.54524,14,-0.3825
ENSG00000134697,GNL2,0,-4.9527,56,1.22039,21,-0.3352,13,-0.9993,2,-3.3713,38,0.59322,47,0.93307,31,0.25630,22,-0.2888,46,0.89372,21,-0.3925
ENSG00000185090,MANEAL,0,-4.7667,3,-3.0351,11,-1.0404,3,-3.0195,6,-2.0396,21,-0.1502,30,0.42586,72,1.91521,32,0.55165,26,0.17633,32,0.56318
ENSG00000197982,C1orf122,66,-1.4221,375,1.30698,174,0.04815,229,0.48350,226,0.46221,88,-0.9856,72,-1.2883,179,0.09065,186,0.17071,93,-0.9117,159,-0.0998
ENSG00000188786,MTF1,0,-4.3788,50,1.72329,10,-0.8733,20,0.18490,8,-1.1218,12,-0.5842,30,0.83818,13,-0.4833,11,-0.6708,49,1.68633,7,-1.4911
ENSG00000183431,SF3A3,113,1.17199,33,-0.7721,104,1.02105,34,-0.7269,38,-0.5538,65,0.27304,66,0.27791,14,-2.0302,55,-0.0074,40,-0.4655,48,-0.2110
ENSG00000183520,UTP11,0,-5.4055,41,0.19368,20,-0.8945,34,-0.0816,10,-1.8866,58,0.74964,107,1.81743,35,-0.0625,36,0.00652,16,-1.2105,37,0.06774
ENSG00000116954,RRAGC,44,-0.1590,54,0.16217,61,0.34560,33,-0.6068,45,-0.1243,71,0.59809,32,-0.6515,57,0.24608,25,-1.0602,77,0.73111,55,0.19782
ENSG00000174574,AKIRIN1,22,-1.7884,105,0.54130,124,0.82078,62,-0.2825,58,-0.3814,57,-0.4157,40,-0.9531,33,-1.2073,79,0.11081,95,0.39305,106,0.61731
ENSG00000168653,NDUFS5,475,-0.4799,304,-1.1544,370,-0.8599,849,0.42525,456,-0.5446,606,-0.1061,450,-0.5620,743,0.21210,877,0.53067,688,0.09239,869,0.51313
ENSG00000127603,MACF1,240,-0.4672,603,0.99847,490,0.65589,168,-1.0077,436,0.46649,452,0.52442,764,1.40580,283,-0.2136,123,-1.5516,226,-0.5569,157,-1.1785
ENSG00000090621,PABPC4,1,-5.5870,103,0.71983,46,-0.5325,60,-0.1299,109,0.82280,108,0.80361,131,1.12477,29,-1.2308,62,-0.0870,67,0.04405,35,-0.9959
ENSG00000116983,HPCAL4,163,-1.1794,40,-3.2423,285,-0.3366,567,0.75189,378,0.10268,442,0.34817,443,0.35149,202,-0.8612,545,0.77025,441,0.34502,277,-0.4096
ENSG00000084072,PPIE,36,-0.0619,33,-0.1721,32,-0.2323,22,-0.8152,16,-1.2272,26,-0.5321,11,-1.7447,66,0.91305,47,0.41348,58,0.68989,44,0.30613
ENSG00000131236,CAP1,287,0.74017,230,0.37860,204,0.19303,124,-0.5820,122,-0.6059,195,0.12216,156,-0.2264,105,-0.8333,183,0.02080,160,-0.1875,200,0.17386
ENSG00000131238,PPT1,102,-0.2717,60,-1.0700,141,0.24378,87,-0.5115,128,0.08171,91,-0.4351,83,-0.5764,173,0.56954,147,0.33996,117,-0.0541,149,0.35573
ENSG00000117000,RLF,0,-5.1056,44,0.63059,37,0.35446,8,-1.9140,0,-5.2818,66,1.32944,86,1.80266,41,0.52477,18,-0.7363,35,0.27424,13,-1.3207
ENSG00000084073,ZMPSTE24,100,1.46546,43,0.09551,68,0.80506,9,-2.1488,50,0.30878,21,-0.9644,40,-0.0202,18,-1.2325,17,-1.3932,21,-0.9672,63,0.75905
ENSG00000049089,COL9A2,1,-4.2965,121,2.84104,117,2.76642,15,-0.6996,23,-0.1132,3,-2.8626,4,-2.6810,0,-6.6511,11,-1.3151,6,-2.1195,4,-2.6669
ENSG00000084070,SMAP2,51,-1.4384,72,-0.9376,68,-1.0363,140,0.07633,21,-2.7080,240,0.93907,237,0.92394,120,-0.1657,155,0.25260,155,0.23799,161,0.32119
ENSG00000117016,RIMS3,158,-0.2754,5,-5.2086,5,-5.1048,363,1.06188,169,-0.1724,117,-0.7289,114,-0.7664,290,0.68763,352,1.14807,109,-0.8331,207,0.16236
ENSG00000066136,NFYC,0,-4.9910,22,-0.3394,30,0.19295,32,0.25887,15,-0.8761,16,-0.8128,47,0.87163,36,0.46514,34,0.40521,26,-0.0463,29,0.12039
ENSG00000127124,HIVEP3,0,-4.8010,7,-1.8380,62,1.56881,28,0.23864,24,0.05512,26,0.16353,25,0.10404,21,-0.2021,15,-0.7468,36,0.65345,24,0.04631
ENSG00000198815,FOXJ3,29,-0.4880,21,-0.9807,26,-0.6407,39,-0.0376,15,-1.4626,25,-0.7152,27,-0.6020,3,-3.6799,65,0.86105,74,0.98896,65,0.88394
ENSG00000177181,RIMKLA,2,-4.1884,11,-1.8509,0,-7.7852,93,1.47765,11,-1.7693,60,0.73873,26,-0.5591,17,-1.1570,52,0.53449,35,-0.1304,67,1.02033
ENSG00000127125,PPCS,90,0.47388,66,-0.0184,105,0.71620,48,-0.5035,36,-0.9460,89,0.44598,56,-0.2635,84,0.35140,73,0.15905,26,-1.4296,61,-0.1458
ENSG00000186409,CCDC30,14,-1.9094,37,-0.4323,41,-0.2825,77,0.69581,40,-0.3164,67,0.48650,175,2.15849,27,-0.9389,42,-0.2509,26,-0.9557,26,-1.0012
ENSG00000065978,YBX1,344,1.44909,328,1.36766,168,0.26307,140,-0.0249,289,1.14906,52,-1.5145,130,-0.1445,72,-1.0424,88,-0.7908,40,-1.8962,56,-1.4913
ENSG00000164008,C1orf50,72,2.14121,25,0.34203,1,-4.3507,17,-0.2646,10,-0.9726,19,-0.0492,17,-0.2965,0,-6.3725,26,0.44712,11,-0.9301,19,-0.0844
ENSG00000177868,SVBP,0,-5.6100,40,-0.0706,20,-1.0741,29,-0.5393,40,-0.0781,48,0.22204,55,0.42959,88,1.20754,38,-0.1568,53,0.38225,46,0.17416
ENSG00000117394,SLC2A1,836,4.35288,36,-1.5551,7,-3.9275,37,-1.5302,98,-0.0561,11,-3.2998,95,-0.1078,68,-0.6133,33,-1.7570,12,-3.1354,28,-2.0363
ENSG00000117395,EBNA1BP2,63,-0.6321,67,-0.5402,96,-0.0017,93,-0.0452,63,-0.6316,107,0.17644,118,0.32821,28,-1.8458,120,0.39462,90,-0.0959,139,0.66268
ENSG00000179178,TMEM125,0,-5.1983,185,3.30128,155,2.87006,8,-1.9416,8,-1.9654,8,-2.0232,0,-6.9158,5,-2.5578,2,-3.8915,13,-1.2796,9,-1.9150
ENSG00000066322,ELOVL1,0,-5.5915,329,4.22364,126,1.87210,6,-2.8754,23,-0.9005,0,-7.1585,5,-3.0418,0,-7.3862,5,-3.2533,14,-1.6094,12,-1.9390
ENSG00000159479,MED8,18,-0.3034,20,-0.1007,27,0.33846,16,-0.4328,24,0.18366,4,-2.3200,1,-4.3080,44,1.15071,21,-0.0103,26,0.28012,29,0.48776
ENSG00000142949,PTPRF,53,-0.6999,114,0.49442,39,-1.1473,73,-0.2002,93,0.16073,88,0.08830,150,0.93673,2,-5.2478,140,0.93030,14,-2.5905,90,0.11933
ENSG00000126091,ST3GAL3,86,1.30122,9,-2.1803,15,-1.4327,33,-0.2118,29,-0.4476,28,-0.4986,39,0.03194,45,0.24189,66,0.97196,25,-0.6408,30,-0.4233
ENSG00000117408,IPO13,13,-2.1823,164,1.76374,108,1.03529,39,-0.5771,38,-0.6025,28,-1.0811,28,-1.0620,57,0.00817,59,0.06988,67,0.26794,39,-0.6236
ENSG00000117410,ATP6V0B,283,-0.3503,188,-0.9722,289,-0.3171,188,-0.9677,148,-1.3276,257,-0.4955,225,-0.6996,648,0.97254,342,-0.0605,503,0.55544,598,0.94654
ENSG00000117411,B4GALT2,131,0.99554,27,-1.4571,48,-0.5930,108,0.67837,109,0.68871,35,-1.0722,14,-2.3742,89,0.37122,97,0.55888,49,-0.5575,56,-0.3672
ENSG00000178028,DMAP1,9,-2.8906,34,-0.9213,69,0.13737,32,-1.0173,41,-0.6595,47,-0.4423,77,0.29785,139,1.27662,76,0.32549,119,1.00778,51,-0.3431
ENSG00000117419,ERI3,33,-1.8926,73,-0.7338,163,0.52226,126,0.11317,106,-0.1621,88,-0.4462,70,-0.7798,100,-0.2489,160,0.53907,130,0.15736,159,0.53030
ENSG00000187147,RNF220,156,0.39130,117,-0.0576,91,-0.4516,155,0.37722,66,-0.9336,76,-0.7135,71,-0.8173,141,0.22852,154,0.41251,109,-0.1686,146,0.31151
ENSG00000142937,RPS8,1961,0.81855,2115,0.94469,877,-0.4537,1660,0.54625,1544,0.42936,886,-0.4385,1021,-0.2207,1352,0.21772,949,-0.3597,665,-0.8743,660,-0.9449
ENSG00000070785,EIF2B3,13,-1.1126,37,0.43019,16,-0.8191,14,-1.0419,19,-0.6146,33,0.26911,14,-0.9883,1,-4.4465,29,0.04753,48,0.84311,55,1.25564
ENSG00000126088,UROD,25,-1.7052,40,-1.0434,50,-0.6933,79,0.00343,61,-0.3827,45,-0.8383,29,-1.5218,128,0.76590,114,0.64933,79,-0.0066,131,0.91046
ENSG00000117450,PRDX1,402,0.65904,389,0.60804,308,0.23440,148,-0.8932,546,1.17239,155,-0.8262,117,-1.2414,149,-0.8789,191,-0.5493,238,-0.1686,309,0.26054
ENSG00000117448,AKR1A1,25,-1.1951,47,-0.2327,49,-0.1692,37,-0.5966,30,-0.8954,37,-0.6019,57,0.05790,61,0.18466,60,0.14805,78,0.56166,85,0.78823
ENSG00000132780,NASP,7,-3.3741,197,1.59681,127,0.84536,42,-0.8730,109,0.58647,78,0.06933,132,0.90786,14,-2.4553,52,-0.5918,70,-0.1082,47,-0.7799
ENSG00000159592,GPBP1L1,2,-3.8010,54,0.86556,12,-1.4067,37,0.23438,31,-0.0351,27,-0.2192,64,1.14452,13,-1.2597,27,-0.2199,32,0.05323,40,0.42910
ENSG00000086015,MAST2,0,-5.0533,14,-1.0246,14,-1.0771,31,0.16185,29,0.06603,20,-0.5185,26,-0.1181,100,2.15657,34,0.34635,21,-0.4226,20,-0.5396
ENSG00000117461,PIK3R3,182,2.38861,7,-2.6717,0,-6.3081,35,-0.3972,10,-2.1770,54,0.26385,68,0.61968,87,1.02714,16,-1.6888,30,-0.6518,45,-0.0291
ENSG00000085998,POMGNT1,49,-0.1548,71,0.43889,56,0.07400,34,-0.6897,47,-0.2131,34,-0.7170,34,-0.6819,59,0.14265,51,-0.0952,66,0.30817,74,0.55817
ENSG00000132128,LRRC41,104,1.52692,35,-0.2433,42,0.05447,34,-0.2727,24,-0.8176,35,-0.2159,27,-0.6080,47,0.21254,36,-0.2317,29,-0.4959,41,0.00782
ENSG00000173660,UQCRH,392,-0.1702,128,-1.8519,190,-1.2683,558,0.38428,173,-1.4060,241,-0.9118,173,-1.4074,831,1.03665,664,0.74483,365,-0.2825,654,0.71578
ENSG00000117481,NSUN4,41,1.16236,21,0.13381,19,-0.0222,11,-0.8030,10,-0.9312,22,0.16266,28,0.53933,11,-0.8773,14,-0.5971,13,-0.5825,26,0.45028
ENSG00000117480,FAAH,0,-5.2675,89,1.64378,60,0.96110,6,-2.3869,18,-0.9282,23,-0.5316,25,-0.3836,65,1.10909,38,0.23764,18,-0.9365,23,-0.5739
ENSG00000079277,MKNK1,124,2.61848,7,-2.0198,33,0.27965,7,-1.9343,28,0.01540,9,-1.5830,22,-0.3390,0,-6.8300,29,0.04563,24,-0.2586,25,-0.1868
ENSG00000123472,ATPAF1,89,-0.4401,71,-0.7888,125,0.07419,117,-0.0313,124,0.05850,92,-0.4040,80,-0.6066,127,0.10606,169,0.62067,85,-0.5149,150,0.39717
ENSG00000159658,EFCAB14,271,2.03940,208,1.54996,77,-0.0771,70,-0.2318,96,0.26466,32,-1.4148,84,0.04378,47,-0.8280,43,-1.0160,20,-2.0620,32,-1.4617
ENSG00000162368,CMPK1,118,-0.0310,95,-0.3773,104,-0.2330,136,0.18950,84,-0.5652,126,0.06853,71,-0.8190,194,0.75388,103,-0.2745,110,-0.1476,164,0.53650
ENSG00000162373,BEND5,93,1.47110,11,-1.8676,11,-1.8671,36,-0.0679,5,-2.8757,61,0.74808,18,-1.1474,31,-0.3196,45,0.29807,7,-2.3655,65,0.96953
ENSG00000162374,ELAVL4,0,-7.7476,36,-2.4678,98,-1.0160,123,-0.6770,39,-2.3606,364,1.04239,135,-0.5386,367,1.05477,129,-0.6479,302,0.73228,380,1.27669
ENSG00000185104,FAF1,40,-0.0733,55,0.42717,81,1.04627,28,-0.6200,25,-0.8128,43,0.01396,37,-0.2204,38,-0.1742,40,-0.0797,22,-0.9653,50,0.28586
ENSG00000123091,RNF11,308,-0.2738,144,-1.4149,290,-0.3649,498,0.48122,180,-1.0884,318,-0.2243,149,-1.3682,541,0.61732,418,0.22141,545,0.62932,483,0.47947
ENSG00000085832,EPS15,65,-1.6846,224,0.18556,242,0.31025,177,-0.1783,95,-1.1223,201,0.01925,136,-0.5860,295,0.62962,168,-0.2840,227,0.20849,293,0.68858
ENSG00000117859,OSBPL9,0,-4.9392,68,1.56512,40,0.69800,15,-0.8041,41,0.73787,8,-1.7739,18,-0.5490,72,1.67313,15,-0.8521,17,-0.5959,13,-1.0362
ENSG00000078618,NRDC,128,-0.0487,128,-0.0539,232,0.89809,41,-1.7673,64,-1.1128,187,0.54597,206,0.70324,88,-0.6222,91,-0.6217,157,0.27210,154,0.26503
ENSG00000169213,RAB3B,3,-5.4529,46,-1.6342,550,2.42452,44,-1.7106,3,-5.4149,92,-0.6093,69,-1.0368,738,3.08745,16,-3.2934,121,-0.1885,39,-1.9724
ENSG00000117862,TXNDC12,0,-4.9615,28,0.08507,34,0.40440,23,-0.2103,21,-0.3292,27,0.02300,6,-2.1210,30,0.22331,34,0.42622,25,-0.0916,40,0.74048
