Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to9,Feature log2 fold change topic 6to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000084636,COL16A1,36,0.32821,34,0.26446,78,1.64699,37,0.43082,11,-1.6405,21,-0.4601,24,-0.2794,31,0.11335
ENSG00000121753,ADGRB2,35,-2.2900,56,-1.5983,129,-0.3459,186,0.25264,194,0.40952,146,-0.1465,129,-0.3381,224,0.58098
ENSG00000184007,PTP4A2,103,-1.5519,961,2.04822,717,1.50422,147,-1.0883,244,-0.3357,241,-0.2742,161,-0.8847,146,-1.1040
ENSG00000121774,KHDRBS1,188,0.47041,86,-0.7407,139,-0.0050,88,-0.7538,176,0.51397,108,-0.3895,194,0.52642,108,-0.4182
ENSG00000121775,TMEM39B,22,0.25398,5,-1.9640,23,0.34192,31,0.93748,20,0.19202,7,-1.3194,9,-1.0553,15,-0.3181
ENSG00000025800,KPNA6,104,0.25015,69,-0.3881,56,-0.6912,91,0.03852,118,0.64302,56,-0.7112,87,-0.0267,63,-0.5600
ENSG00000084652,TXLNA,125,2.14866,49,0.52912,15,-1.2457,32,-0.1571,22,-0.8597,21,-0.8072,33,-0.1109,31,-0.2218
ENSG00000160050,CCDC28B,0,-5.4454,11,-0.3303,1,-3.6528,7,-1.0571,15,0.16672,14,-0.0624,43,1.81793,20,0.59241
ENSG00000084623,EIF3I,86,-0.2325,79,-0.3599,116,0.23943,90,-0.1789,111,0.23324,51,-1.0162,84,-0.2726,128,0.43755
ENSG00000116478,HDAC1,111,2.64502,60,1.45116,41,0.83602,17,-0.6318,6,-2.2937,11,-1.1339,28,0.18441,5,-2.5032
ENSG00000175130,MARCKSL1,16,-3.6517,627,2.01753,877,2.70945,41,-2.3908,89,-1.4035,104,-0.9245,201,0.08225,109,-0.9161
ENSG00000160058,BSDC1,52,-0.3705,70,0.07188,88,0.42785,89,0.50651,55,-0.3705,69,0.05262,54,-0.3329,67,0.01711
ENSG00000160062,ZBTB8A,170,2.49357,31,-0.4335,19,-1.1586,19,-1.1703,48,0.34639,10,-1.9983,17,-1.2995,26,-0.7506
ENSG00000176261,ZBTB8OS,20,-0.6590,12,-1.3594,14,-1.1302,33,0.09255,37,0.36630,17,-0.8550,31,-0.0029,47,0.75104
ENSG00000162521,RBBP4,92,-0.3187,148,0.43166,134,0.27045,108,-0.0775,97,-0.3069,102,-0.1522,141,0.35163,123,0.14960
ENSG00000162522,KIAA1522,1,-3.9755,2,-3.4513,0,-5.8390,21,-0.1004,28,0.43046,35,0.66976,26,0.20094,39,0.96279
ENSG00000134684,YARS,15,-2.2315,39,-0.8634,40,-0.8434,95,0.56398,83,0.40332,29,-1.3209,44,-0.6983,104,0.72605
ENSG00000160097,FNDC5,10,-1.4760,6,-2.1190,5,-2.3737,34,0.40165,34,0.51709,36,0.44232,18,-0.5957,35,0.45816
ENSG00000121905,HPCA,19,-2.9596,10,-3.7847,72,-1.0231,158,0.20449,170,0.42429,141,0.01011,90,-0.6798,247,1.02685
ENSG00000121900,TMEM54,0,-6.5073,29,-0.0259,4,-2.9680,27,-0.1906,15,-1.2255,54,0.94664,39,0.42774,74,1.73214
ENSG00000004455,AK2,50,0.70734,35,0.13402,81,1.53978,17,-0.9633,15,-1.3511,29,-0.1522,29,-0.1142,47,0.68756
ENSG00000142920,AZIN2,7,-1.2262,16,-0.1115,26,0.60841,24,0.57276,14,-0.3583,15,-0.2486,6,-1.4991,25,0.60631
ENSG00000160094,ZNF362,77,1.44077,21,-0.6274,56,0.89922,23,-0.5456,20,-0.8369,25,-0.3604,42,0.43871,33,0.03862
ENSG00000134686,PHC2,60,0.35405,71,0.61485,80,0.81121,58,0.31203,24,-1.2893,54,0.16634,21,-1.2485,65,0.50920
ENSG00000121904,CSMD2,4,-2.4939,15,-0.5544,57,1.53364,36,0.88882,28,0.48960,13,-0.7437,2,-3.5754,6,-1.8857
ENSG00000163866,SMIM12,24,-0.5191,11,-1.6345,15,-1.1982,52,0.72999,43,0.48103,13,-1.4011,17,-1.0600,45,0.46216
ENSG00000116544,DLGAP3,31,-1.1232,17,-1.9802,18,-1.9636,51,-0.4151,91,0.72177,84,0.37750,88,0.45978,76,0.25306
ENSG00000163867,ZMYM6,41,1.30490,12,-0.6537,2,-3.0008,29,0.82644,18,-0.0368,13,-0.5122,21,0.20215,9,-1.0662
ENSG00000116560,SFPQ,900,1.42900,931,1.49016,320,-0.2546,445,0.28477,270,-0.6563,211,-0.8916,270,-0.5166,153,-1.4491
ENSG00000146463,ZMYM4,47,-0.5021,50,-0.4185,28,-1.3094,66,-0.0060,91,0.74585,78,0.27326,62,-0.0932,46,-0.5728
ENSG00000142687,KIAA0319L,110,0.72889,71,0.04549,26,-1.4765,83,0.31588,62,-0.2376,69,-0.0001,54,-0.3902,79,0.22611
ENSG00000020129,NCDN,123,-1.7064,39,-3.3618,266,-0.5568,419,0.16311,568,0.92656,200,-0.9824,246,-0.6736,487,0.42539
ENSG00000126067,PSMB2,66,-0.1831,59,-0.3602,104,0.53618,75,0.02220,64,-0.2917,57,-0.4111,38,-1.0057,117,0.81065
ENSG00000142686,C1orf216,4,-4.1355,10,-2.7710,78,0.29349,78,0.30830,73,0.25266,46,-0.5392,41,-0.6947,109,0.93080
ENSG00000134698,AGO4,0,-6.0945,18,-0.3548,50,1.29797,42,1.13105,16,-0.6069,9,-1.2811,20,-0.1986,23,0.02370
ENSG00000092847,AGO1,46,-0.0716,50,0.06266,49,0.04858,62,0.44867,45,-0.1163,46,-0.0515,38,-0.3314,44,-0.1477
ENSG00000126070,AGO3,121,0.96015,129,1.07046,87,0.42693,77,0.25265,61,-0.1811,37,-0.8769,54,-0.3307,19,-1.9282
ENSG00000054116,TRAPPC3,25,-0.5678,30,-0.3335,6,-2.7436,33,-0.1892,46,0.48669,21,-0.8415,33,-0.1807,58,0.78242
ENSG00000116871,MAP7D1,207,0.11153,237,0.32195,200,0.05234,146,-0.4639,226,0.34135,154,-0.3447,136,-0.5428,190,-0.0302
ENSG00000054118,THRAP3,429,1.28077,165,-0.2614,202,0.05398,192,-0.0330,233,0.38219,82,-1.3173,158,-0.3252,95,-1.1733
ENSG00000196182,STK40,59,1.54344,17,-0.4957,33,0.55213,15,-0.6950,19,-0.3686,34,0.62813,15,-0.6745,18,-0.4272
ENSG00000181817,LSM10,0,-6.2217,13,-0.9506,36,0.55548,18,-0.6006,26,0.03326,31,0.32096,27,0.09914,42,0.89381
ENSG00000116898,MRPS15,7,-2.4602,15,-1.3945,2,-3.8748,41,0.14529,42,0.22955,31,-0.3070,41,0.12619,72,1.18329
ENSG00000163873,GRIK3,0,-6.2334,22,-0.2047,162,3.55562,31,0.39246,4,-2.7876,21,-0.2166,0,-5.6230,18,-0.4875
ENSG00000163875,MEAF6,31,-1.7620,23,-2.1482,226,1.34550,108,0.13769,97,-0.0575,40,-1.3595,66,-0.6337,152,0.75209
ENSG00000163877,SNIP1,34,0.81675,13,-0.6082,14,-0.5833,31,0.75623,24,0.40830,11,-0.9352,16,-0.3138,7,-1.5904
ENSG00000134697,GNL2,21,-0.5023,29,0.01546,18,-0.7547,20,-0.6333,45,1.02789,12,-1.2553,29,-0.0052,24,-0.2962
ENSG00000185090,MANEAL,9,-0.6819,3,-1.9718,3,-2.0800,22,0.79613,16,0.23190,16,0.20021,12,-0.2822,16,0.23317
ENSG00000197982,C1orf122,59,-1.1990,226,0.89495,172,0.45478,58,-1.2924,102,-0.4667,179,0.51315,145,0.17751,188,0.66224
ENSG00000188786,MTF1,20,-0.2435,36,0.68594,56,1.43284,21,-0.1707,20,-0.2850,23,-0.0084,20,-0.2136,12,-1.0161
ENSG00000183431,SF3A3,54,0.35980,38,-0.1882,19,-1.1928,44,0.05332,46,0.15258,28,-0.6460,60,0.53693,42,-0.0177
ENSG00000183520,UTP11,81,1.25233,17,-1.1862,26,-0.5247,33,-0.1928,45,0.41577,18,-1.1202,52,0.53749,22,-0.8782
ENSG00000185668,POU3F1,0,-5.7737,0,-6.9491,0,-6.9067,26,0.64205,31,1.35635,10,-0.8654,20,0.14740,13,-0.4762
ENSG00000116954,RRAGC,77,0.92370,52,0.30272,46,0.09165,63,0.67080,35,-0.4166,23,-0.9090,42,-0.0498,27,-0.7516
ENSG00000174574,AKIRIN1,76,-0.0207,77,-0.0077,150,1.06854,61,-0.3831,84,0.16186,57,-0.4780,52,-0.6224,69,-0.2015
ENSG00000168653,NDUFS5,48,-2.9940,144,-1.3957,165,-1.1980,206,-0.9230,501,0.73932,327,-0.1562,468,0.40840,568,0.80677
ENSG00000127603,MACF1,1887,1.90306,1121,0.98096,518,-0.2553,764,0.39036,262,-1.5475,469,-0.4091,808,0.44323,280,-1.2585
ENSG00000090621,PABPC4,430,2.30215,142,0.35966,109,-0.0609,99,-0.2285,76,-0.7653,82,-0.4898,85,-0.4348,60,-1.0168
ENSG00000116983,HPCAL4,73,-2.3058,202,-0.7905,281,-0.2919,362,0.11121,455,0.66088,342,0.01372,334,-0.0254,316,-0.1167
ENSG00000084072,PPIE,45,0.87890,21,-0.3324,25,-0.0649,23,-0.2285,24,-0.1296,24,-0.1003,18,-0.5347,31,0.28646
ENSG00000168389,MFSD2A,60,1.68007,26,0.25207,18,-0.3161,13,-0.8176,14,-0.8656,34,0.68396,8,-1.4400,28,0.44819
ENSG00000131236,CAP1,329,1.25086,145,-0.0790,149,-0.0383,127,-0.3051,152,-0.0040,67,-1.2460,167,0.14335,132,-0.2484
ENSG00000131238,PPT1,35,-1.7722,44,-1.4605,67,-0.8314,112,-0.0503,131,0.28656,70,-0.7662,185,0.76318,172,0.72063
ENSG00000117000,RLF,13,-1.4770,36,0.06962,42,0.30866,54,0.78361,47,0.65358,22,-0.6817,24,-0.5562,10,-1.9788
ENSG00000084073,ZMPSTE24,55,0.36970,43,-0.0181,44,0.02590,50,0.22584,39,-0.2371,35,-0.3499,56,0.39365,40,-0.1675
ENSG00000084070,SMAP2,118,-0.3568,62,-1.3397,130,-0.2182,162,0.14214,245,1.19586,93,-0.7306,64,-1.2840,85,-0.9199
ENSG00000117016,RIMS3,79,-1.2612,12,-3.9841,26,-2.8559,202,0.18393,234,0.56515,235,0.41074,160,-0.1915,252,0.58377
ENSG00000066136,NFYC,20,-0.8126,17,-1.0735,7,-2.3502,51,0.68002,33,-0.0829,43,0.35272,23,-0.6305,52,0.73338
ENSG00000127124,HIVEP3,8,-1.7189,11,-1.1810,14,-0.9052,46,1.08359,25,-0.0097,35,0.50659,25,-0.0432,22,-0.2555
ENSG00000198815,FOXJ3,63,0.24079,26,-1.0843,68,0.34929,49,-0.1789,57,0.11494,33,-0.7473,36,-0.6153,76,0.58576
ENSG00000177181,RIMKLA,0,-6.9678,11,-1.9620,4,-3.3140,61,0.68443,59,0.80013,47,0.19428,25,-0.7875,47,0.21828
ENSG00000127125,PPCS,23,-0.9922,33,-0.4818,46,0.05407,40,-0.1650,55,0.45469,25,-0.8864,55,0.31959,49,0.15591
ENSG00000186409,CCDC30,62,-0.4215,60,-0.4836,69,-0.2757,106,0.45016,119,0.85959,77,-0.0926,40,-1.0947,35,-1.3790
ENSG00000065978,YBX1,244,1.23008,146,0.38538,105,-0.1268,36,-1.8289,95,-0.3635,107,-0.1032,218,1.03970,107,-0.1153
ENSG00000164008,C1orf50,0,-5.8168,33,0.89985,29,0.70667,19,0.04099,13,-0.7253,22,0.24103,23,0.37111,23,0.34710
ENSG00000177868,SVBP,47,0.24354,25,-0.6982,11,-1.9384,24,-0.8385,57,0.78832,27,-0.6113,60,0.63636,38,-0.0759
ENSG00000117394,SLC2A1,104,1.61092,27,-0.5785,4,-3.1864,22,-0.9182,19,-1.3599,59,0.65042,93,1.40370,52,0.49075
ENSG00000117395,EBNA1BP2,35,-0.7663,32,-0.8750,21,-1.5124,44,-0.4363,104,1.49486,20,-1.5603,53,-0.1301,40,-0.5761
ENSG00000066322,ELOVL1,45,0.36382,102,1.72638,171,2.77839,15,-1.3901,9,-2.4246,25,-0.5543,21,-0.8392,19,-0.9928
ENSG00000159479,MED8,20,0.03336,6,-1.6202,16,-0.3059,18,-0.1042,24,0.46605,6,-1.8028,21,0.13501,25,0.45629
ENSG00000198198,SZT2,27,0.44316,39,1.02680,31,0.66759,30,0.69474,9,-1.4256,14,-0.5153,8,-1.2776,23,0.25744
ENSG00000142949,PTPRF,5,-4.4638,122,0.00922,116,-0.0637,135,0.18118,158,0.58933,100,-0.2951,130,0.10527,101,-0.3151
ENSG00000066135,KDM4A,8,-1.5641,20,-0.2404,26,0.17239,44,1.18782,23,0.00240,15,-0.5902,22,-0.0504,14,-0.8265
ENSG00000126091,ST3GAL3,30,-0.2148,24,-0.5870,32,-0.1338,39,0.16546,34,-0.0564,46,0.41649,24,-0.6029,43,0.35770
ENSG00000117408,IPO13,0,-7.0112,121,1.61421,119,1.58393,30,-0.6484,27,-0.9480,41,-0.1387,38,-0.2853,50,0.17857
ENSG00000117410,ATP6V0B,96,-1.4971,143,-0.8959,335,0.41421,318,0.36718,264,0.05676,208,-0.3272,157,-0.7582,357,0.57542
ENSG00000117411,B4GALT2,22,-1.7211,80,0.23293,97,0.54146,56,-0.3427,49,-0.6744,143,1.18203,64,-0.1236,92,0.50137
ENSG00000159214,CCDC24,11,-0.3361,5,-1.4228,7,-1.1294,15,0.10594,17,0.37554,11,-0.4031,16,0.17042,18,0.43079
ENSG00000178028,DMAP1,54,-0.3646,60,-0.1982,117,0.84617,71,0.06566,72,0.08889,47,-0.5808,37,-0.9533,74,0.13406
ENSG00000117419,ERI3,72,-0.4173,71,-0.4304,124,0.42353,106,0.20110,62,-0.8222,93,-0.0184,103,0.13683,153,0.86516
ENSG00000187147,RNF220,23,-2.2347,192,0.96274,104,-0.0118,83,-0.3954,100,-0.1148,100,-0.0830,69,-0.6434,158,0.72043
ENSG00000142937,RPS8,652,-0.2462,880,0.22238,722,-0.0882,309,-1.4540,863,0.25909,978,0.38939,1100,0.57925,767,0.00709
ENSG00000070785,EIF2B3,24,0.08989,9,-1.2798,61,1.61574,10,-1.3008,21,-0.1100,12,-0.9683,15,-0.6173,34,0.70918
ENSG00000126088,UROD,51,-0.1575,37,-0.6356,57,0.01332,48,-0.2680,55,-0.0488,41,-0.5041,72,0.37819,80,0.60860
ENSG00000117450,PRDX1,144,-0.7623,226,-0.0698,331,0.53286,163,-0.6098,168,-0.6659,261,0.15502,444,1.01912,334,0.61098
ENSG00000117448,AKR1A1,27,-0.1181,33,0.18504,33,0.20280,20,-0.6480,24,-0.4181,29,-0.0031,54,0.99109,35,0.29335
ENSG00000132780,NASP,329,1.45383,523,2.32947,112,-0.2934,154,0.21887,64,-1.3903,81,-0.7972,79,-0.8253,39,-1.9487
ENSG00000159592,GPBP1L1,39,-0.0978,47,0.20715,62,0.62749,34,-0.3404,40,-0.0885,35,-0.2466,34,-0.3023,48,0.23902
ENSG00000086015,MAST2,0,-5.7702,14,-0.3480,4,-2.0551,16,-0.2078,23,0.52458,17,-0.1055,24,0.41464,26,0.62917
ENSG00000117461,PIK3R3,44,1.20462,10,-1.0307,2,-3.0523,25,0.35084,12,-0.9281,32,0.68953,40,1.06032,19,-0.0930
ENSG00000085998,POMGNT1,12,-2.2626,66,0.20584,145,1.50753,67,0.24525,44,-0.5156,61,0.08519,37,-0.6795,60,0.05163
ENSG00000132128,LRRC41,29,-0.4323,11,-1.8778,37,-0.0915,47,0.30641,40,0.07891,32,-0.3050,38,-0.0282,52,0.50733
ENSG00000173660,UQCRH,28,-3.4075,73,-1.9993,192,-0.5669,225,-0.3493,318,0.28826,312,0.17997,300,0.11916,493,1.04331
ENSG00000117481,NSUN4,79,1.79391,20,-0.4160,15,-0.8997,30,0.16889,25,-0.1491,10,-1.4392,15,-0.8756,25,-0.0981
ENSG00000117480,FAAH,0,-6.2709,15,-0.8264,41,0.76835,23,-0.1897,35,0.72536,13,-1.0269,12,-1.1431,32,0.39571
ENSG00000079277,MKNK1,28,0.11208,17,-0.6922,35,0.42103,45,0.93327,28,0.15401,12,-1.1986,25,-0.0730,12,-1.2522
ENSG00000123472,ATPAF1,31,-1.8906,70,-0.7130,109,-0.0313,121,0.14935,95,-0.3101,102,-0.1386,192,0.87266,159,0.63181
ENSG00000159658,EFCAB14,91,-0.1398,172,0.87661,189,1.04032,90,-0.1616,55,-1.0981,112,0.18951,144,0.58399,91,-0.1462
ENSG00000186377,CYP4X1,3,-2.5142,1,-3.9446,0,-6.7166,30,1.20056,21,0.59610,7,-1.2579,10,-0.6852,20,0.45881
ENSG00000162368,CMPK1,108,0.00882,149,0.51903,75,-0.5568,109,0.02607,101,-0.1317,98,-0.1442,83,-0.3912,131,0.34583
ENSG00000162373,BEND5,12,-1.0325,6,-2.1058,7,-1.8435,50,1.35603,18,-0.5608,19,-0.3854,25,0.08298,36,0.70772
ENSG00000162374,ELAVL4,35,-2.8499,19,-3.7550,151,-0.7090,436,1.09214,284,0.36330,248,0.04968,79,-1.6767,290,0.33003
ENSG00000185104,FAF1,32,-0.1593,39,0.13430,21,-0.8026,40,0.18420,31,-0.2699,8,-2.1395,45,0.38423,57,0.82770
ENSG00000123091,RNF11,154,-1.2736,186,-0.9981,384,0.11497,453,0.41497,334,-0.1383,361,0.01721,227,-0.6974,544,0.75219
ENSG00000085832,EPS15,116,-0.4817,139,-0.2083,200,0.35749,131,-0.3290,157,-0.0295,161,0.02015,122,-0.4081,221,0.57529
ENSG00000117859,OSBPL9,126,2.42301,57,0.98020,24,-0.3904,35,0.21843,9,-2.2014,19,-0.7167,26,-0.2490,23,-0.5037
ENSG00000078618,NRDC,413,1.59684,262,0.81049,88,-0.8824,188,0.30071,133,-0.3337,93,-0.8143,86,-0.9294,99,-0.7582
ENSG00000169213,RAB3B,6,-2.8551,84,1.18935,73,0.95119,42,0.05548,25,-0.9217,37,-0.1360,12,-1.8061,65,0.85478
ENSG00000117862,TXNDC12,14,-0.8705,12,-1.0814,16,-0.6368,19,-0.4448,27,0.21278,18,-0.4299,40,0.76747,36,0.69461
ENSG00000134717,BTF3L4,12,-2.1215,29,-0.8391,90,0.93272,59,0.27852,53,0.11040,32,-0.6764,34,-0.6051,63,0.39590
ENSG00000157077,ZFYVE9,28,-0.8232,16,-1.6856,26,-0.9348,60,0.35534,83,1.29358,26,-0.9148,21,-1.2669,32,-0.6774
ENSG00000134748,PRPF38A,93,0.59934,88,0.51300,128,1.13246,40,-0.7487,55,-0.3066,50,-0.3597,94,0.61286,37,-0.8583
ENSG00000134744,TUT4,244,1.20637,218,1.01191,122,0.07984,136,0.27286,88,-0.5440,72,-0.7292,147,0.36990,41,-1.6408
ENSG00000162377,COA7,23,-0.0405,9,-1.3276,8,-1.6367,22,-0.0630,35,0.96422,9,-1.4498,25,0.08453,22,-0.1194
ENSG00000162378,ZYG11B,104,-0.9164,91,-1.1193,170,-0.1800,272,0.62898,214,0.25167,161,-0.2574,103,-0.9412,223,0.27166
ENSG00000121310,ECHDC2,64,1.59623,20,-0.2755,28,0.25398,22,-0.1155,12,-1.1989,14,-0.7980,50,1.16315,21,-0.2199
ENSG00000116171,SCP2,145,0.51790,101,-0.0450,109,0.06138,81,-0.4208,88,-0.3434,71,-0.5852,162,0.70378,127,0.34433
ENSG00000162384,CZIB,48,0.21339,17,-1.3267,70,0.81108,32,-0.4705,38,-0.1843,27,-0.6739,40,-0.0660,64,0.72960
ENSG00000162385,MAGOH,6,-1.2019,10,-0.5297,7,-1.0492,17,0.26983,13,-0.2129,14,-0.0575,24,0.72732,21,0.62857
ENSG00000157193,LRP8,16,-1.3948,17,-1.2963,34,-0.3293,65,0.78528,35,-0.3292,45,0.13300,38,-0.1256,60,0.63070
ENSG00000081870,HSPB11,10,-0.9174,10,-1.0215,19,-0.0326,21,0.19666,19,-0.0115,11,-0.7932,22,0.19857,29,0.72745
ENSG00000116209,TMEM59,55,-1.3273,110,-0.2888,312,1.40846,86,-0.6998,118,-0.2225,60,-1.2033,220,0.81603,158,0.30566
ENSG00000116205,TCEANC2,67,1.96770,67,1.98348,10,-1.0197,10,-1.1318,11,-1.1760,30,0.57950,10,-1.0693,10,-1.1254
ENSG00000116221,MRPL37,34,-0.1288,27,-0.5003,49,0.42812,27,-0.5207,33,-0.2527,44,0.26807,33,-0.1783,55,0.70624
ENSG00000157216,SSBP3,231,-0.2265,113,-1.3063,349,0.42026,395,0.68961,181,-0.7601,373,0.52501,146,-0.9257,377,0.60699
ENSG00000162390,ACOT11,92,2.20311,44,0.87458,20,-0.3563,33,0.44461,4,-2.8167,15,-0.7591,44,0.87156,15,-0.8417
ENSG00000243725,TTC4,21,-0.1418,14,-0.7262,45,1.07505,30,0.47865,24,0.11389,14,-0.6822,17,-0.4255,14,-0.7464
ENSG00000116133,DHCR24,52,-1.0679,150,0.57118,185,0.91396,154,0.68177,69,-0.8099,78,-0.4465,26,-2.0638,144,0.55385
ENSG00000162402,USP24,57,0.49058,33,-0.3476,78,1.00209,55,0.46186,41,-0.0338,24,-0.8068,30,-0.4832,23,-0.9507
ENSG00000162407,PLPP3,122,-0.9923,126,-0.9542,144,-0.7466,234,-0.0066,60,-2.3581,108,-1.1797,1223,3.00102,309,0.48259
ENSG00000162409,PRKAA2,81,0.25434,20,-1.8297,30,-1.2582,87,0.41977,106,1.01844,25,-1.5287,36,-0.9900,51,-0.4807
ENSG00000162601,MYSM1,47,-0.6266,50,-0.5116,47,-0.6094,107,0.73749,97,0.71215,37,-0.9656,47,-0.6192,43,-0.7851
ENSG00000177606,JUN,583,2.11986,126,-0.4501,151,-0.1696,93,-0.9718,211,0.49425,59,-1.5801,112,-0.6216,65,-1.5282
ENSG00000134709,HOOK1,15,-2.1089,13,-2.3153,32,-0.9568,68,0.21064,119,1.78510,25,-1.3451,24,-1.3989,32,-1.0219
ENSG00000162599,NFIA,869,1.45127,660,0.97626,580,0.76284,281,-0.4136,185,-1.2377,307,-0.2475,568,0.72920,196,-0.9869
ENSG00000162604,TM2D1,51,0.28057,33,-0.3913,70,0.78598,39,-0.1459,37,-0.3174,29,-0.5712,53,0.33317,48,0.17761
ENSG00000132849,PATJ,118,2.68797,12,-1.1404,28,0.11926,39,0.76469,15,-0.9471,7,-1.8247,12,-1.1746,8,-1.8108
ENSG00000162607,USP1,89,0.50672,100,0.70726,42,-0.6449,54,-0.3011,82,0.52630,38,-0.8121,72,0.18708,30,-1.2085
ENSG00000116641,DOCK7,48,-0.0196,73,0.66199,44,-0.1522,66,0.54794,12,-2.3254,20,-1.3043,137,1.73240,62,0.43080
ENSG00000125703,ATG4C,29,-0.0035,56,1.03659,114,2.34015,36,0.34910,16,-1.0860,12,-1.3352,10,-1.6221,11,-1.4840
ENSG00000142856,ITGB3BP,9,-1.2490,24,0.26189,41,1.09479,21,0.06283,19,-0.1473,22,0.06774,17,-0.3125,18,-0.2200
ENSG00000079739,PGM1,4,-2.9030,9,-1.7469,9,-1.7475,18,-0.7915,27,-0.1187,13,-1.1551,93,1.97273,51,1.04278
ENSG00000158966,CACHD1,21,0.20294,6,-1.5860,0,-5.5770,19,0.07472,10,-1.1018,24,0.43607,70,2.31559,18,0.03395
ENSG00000162437,RAVER2,0,-5.7761,12,-0.5938,34,1.02857,18,0.02166,16,-0.2458,14,-0.4075,48,1.60160,13,-0.5355
ENSG00000162434,JAK1,203,1.18516,62,-0.6884,41,-1.3245,106,0.13729,108,0.21188,67,-0.5804,150,0.67687,52,-1.0158
ENSG00000162433,AK4,32,-1.3625,47,-0.8134,22,-1.9334,81,0.02177,85,0.11162,52,-0.6780,209,1.57695,90,0.20363
ENSG00000116675,DNAJC6,24,-3.8042,269,-0.2304,499,0.74750,389,0.38170,295,-0.1202,217,-0.5632,116,-1.5019,491,0.80677
ENSG00000213625,LEPROT,108,1.10083,21,-1.4008,64,0.24813,25,-1.2320,51,-0.1507,66,0.30910,114,1.19600,41,-0.4691
ENSG00000184588,PDE4B,43,-1.1953,107,0.19337,259,1.67425,82,-0.2327,80,-0.3303,83,-0.1975,94,-0.0037,79,-0.3067
ENSG00000118473,SGIP1,296,1.28864,61,-1.2051,78,-0.8347,120,-0.1954,172,0.54926,56,-1.3123,102,-0.4192,113,-0.2945
ENSG00000198160,MIER1,174,1.15670,149,0.89034,66,-0.3888,82,-0.0780,87,0.03973,67,-0.3845,79,-0.1220,32,-1.5615
ENSG00000142864,SERBP1,550,1.06756,344,0.29846,182,-0.6886,226,-0.3859,334,0.34345,194,-0.5883,334,0.25084,155,-0.9922
ENSG00000116717,GADD45A,134,2.23868,54,0.64892,41,0.20939,24,-0.6816,18,-1.3041,27,-0.4313,30,-0.3030,32,-0.1781
ENSG00000172380,GNG12,155,2.42824,41,0.12618,20,-0.9696,13,-1.6305,17,-1.4166,21,-0.8773,97,1.53078,32,-0.2763
ENSG00000116729,WLS,49,-0.8272,64,-0.4258,131,0.69594,81,-0.0613,18,-2.6422,62,-0.4613,317,2.27653,120,0.61861
ENSG00000033122,LRRC7,0,-7.4917,14,-2.1890,39,-0.6639,102,0.96715,79,0.61569,62,0.04579,26,-1.2776,59,-0.0225
ENSG00000066557,LRRC40,0,-5.9895,17,-0.2895,25,0.26351,33,0.82004,17,-0.4230,25,0.30240,19,-0.1070,25,0.33883
ENSG00000116754,SRSF11,1231,1.53141,1168,1.43795,440,-0.1586,720,0.69462,316,-0.8328,220,-1.2080,156,-1.7212,208,-1.3707
ENSG00000118454,ANKRD13C,9,-2.0612,20,-0.8948,78,1.19432,45,0.33737,47,0.52376,13,-1.5954,15,-1.3593,34,-0.1308
ENSG00000132485,ZRANB2,292,0.37375,282,0.31707,331,0.57551,263,0.22827,243,0.11717,117,-1.0267,145,-0.7140,164,-0.5636
ENSG00000172260,NEGR1,117,-1.9498,170,-1.4054,476,0.16132,678,0.82028,555,0.57444,326,-0.4258,128,-1.8186,391,-0.1549
ENSG00000178965,ERICH3,0,-8.0055,32,-2.2401,101,-0.5236,172,0.33786,276,1.73545,75,-0.9687,55,-1.4302,67,-1.2051
ENSG00000116791,CRYZ,2,-2.4885,6,-1.3249,11,-0.3768,25,0.94288,13,-0.1767,15,0.03751,7,-0.9759,22,0.73419
ENSG00000162623,TYW3,63,0.17941,43,-0.4023,43,-0.3992,50,-0.1886,82,0.85829,32,-0.8444,37,-0.6519,43,-0.4632
ENSG00000117054,ACADM,11,-2.1016,24,-1.0161,28,-0.7998,46,-0.0295,54,0.29756,54,0.20383,74,0.72848,56,0.29444
ENSG00000137955,RABGGTB,27,-0.2101,33,0.13225,6,-2.3412,19,-0.7444,41,0.63567,26,-0.2550,31,0.01062,36,0.30906
ENSG00000117069,ST6GALNAC5,3,-3.3661,0,-9.1417,0,-7.9360,45,0.33515,65,1.41636,21,-0.8558,22,-0.8116,42,0.20211
ENSG00000142892,PIGK,57,0.97880,25,-0.2996,53,0.87353,31,0.04534,27,-0.2342,10,-1.7044,13,-1.2322,34,0.18880
ENSG00000154027,AK5,33,-2.7683,106,-1.0809,416,1.06525,210,-0.0389,285,0.62898,73,-1.6348,56,-2.0159,276,0.43679
ENSG00000036549,AC118549.1,48,0.32847,72,0.97534,18,-1.1811,30,-0.4454,34,-0.2788,55,0.53815,47,0.28514,36,-0.1238
ENSG00000077254,USP33,149,0.29742,55,-1.2163,132,0.10593,143,0.25559,155,0.49597,85,-0.5728,69,-0.8852,104,-0.2790
ENSG00000180488,MIGA1,116,-0.1353,99,-0.3882,168,0.44225,123,-0.0540,164,0.57030,73,-0.8439,90,-0.5278,101,-0.3837
