Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000084623,EIF3I,90,-0.5414,128,0.01234,129,0.02016,148,0.31990,111,-0.2168,114,-0.1737
ENSG00000175130,MARCKSL1,175,0.78794,64,-0.9063,45,-1.4615,51,-1.3829,110,0.02294,430,2.55812
ENSG00000160058,BSDC1,32,-0.5342,47,0.03306,48,0.09462,36,-0.4602,59,0.40042,68,0.65530
ENSG00000160062,ZBTB8A,17,0.78756,15,0.59524,8,-0.3701,7,-0.7389,13,0.30558,8,-0.3976
ENSG00000176261,ZBTB8OS,60,-0.1552,72,0.13444,89,0.54267,70,0.09936,26,-1.4130,48,-0.5120
ENSG00000162521,RBBP4,102,0.20324,83,-0.1346,87,-0.0474,84,-0.1329,130,0.59844,73,-0.3286
ENSG00000162522,KIAA1522,19,0.08522,24,0.56792,17,-0.0398,15,-0.3711,16,-0.1513,16,-0.1907
ENSG00000134684,YARS,65,-1.1543,104,-0.4942,177,0.46644,177,0.54560,94,-0.5914,126,-0.1420
ENSG00000116497,S100PBP,11,-0.0052,14,0.48310,7,-0.7683,5,-1.1920,13,0.35088,25,1.43750
ENSG00000160097,FNDC5,14,-1.1012,30,-0.0084,54,1.15858,29,-0.0805,11,-1.5025,20,-0.6211
ENSG00000121905,HPCA,122,-0.3930,202,0.47809,149,-0.0842,153,-0.0447,164,0.08319,115,-0.4744
ENSG00000121900,TMEM54,53,0.33553,49,0.25737,59,0.58848,29,-0.7215,24,-0.8832,47,0.16300
ENSG00000116514,RNF19B,13,-0.6108,14,-0.4928,20,0.10182,23,0.36971,22,0.21490,19,-0.0134
ENSG00000004455,AK2,35,0.30588,25,-0.2768,22,-0.4337,29,0.00997,25,-0.2344,48,0.82277
ENSG00000142920,AZIN2,8,-1.3856,21,0.03917,22,0.15299,24,0.32773,26,0.38163,12,-0.7713
ENSG00000160094,ZNF362,25,0.72713,11,-0.5560,14,-0.2046,12,-0.4475,28,0.94608,17,0.08774
ENSG00000134686,PHC2,37,-0.4993,40,-0.3996,56,0.18361,36,-0.6791,66,0.43177,105,1.21612
ENSG00000163866,SMIM12,38,-0.9105,50,-0.5420,91,0.55023,78,0.29309,69,0.03336,56,-0.2909
ENSG00000116544,DLGAP3,24,0.02876,36,0.82003,16,-0.6924,13,-1.0887,48,1.19116,21,-0.2048
ENSG00000163867,ZMYM6,21,-0.1402,27,0.32010,22,-0.0704,21,-0.1221,24,0.10705,20,-0.1883
ENSG00000116560,SFPQ,231,0.35386,165,-0.2069,147,-0.4031,171,-0.1655,254,0.51270,232,0.36687
ENSG00000146463,ZMYM4,82,0.22724,90,0.44720,64,-0.1779,62,-0.2688,69,-0.0325,63,-0.1794
ENSG00000142687,KIAA0319L,50,-0.1897,59,0.07628,75,0.51480,46,-0.3906,57,0.01869,52,-0.1348
ENSG00000020129,NCDN,222,-1.3106,603,0.28110,674,0.49376,444,-0.3081,724,0.54822,346,-0.6330
ENSG00000126067,PSMB2,64,-0.6605,79,-0.3714,101,0.05649,116,0.37789,82,-0.2783,121,0.35467
ENSG00000142686,C1orf216,33,-1.3299,104,0.52599,92,0.30074,77,-0.0427,78,-0.0115,50,-0.6897
ENSG00000134698,AGO4,20,0.59775,17,0.43424,13,-0.1284,9,-0.6887,12,-0.1921,16,0.27820
ENSG00000092847,AGO1,28,-0.3982,38,0.12089,37,0.05385,36,0.00697,34,-0.0776,38,0.09655
ENSG00000126070,AGO3,65,1.34855,20,-0.6341,19,-0.7012,23,-0.4853,35,0.28495,45,0.71026
ENSG00000116863,ADPRHL2,9,-0.7720,16,0.05938,15,-0.0990,15,-0.0433,16,0.08266,23,0.59824
ENSG00000054116,TRAPPC3,50,-0.0537,60,0.27581,46,-0.2018,59,0.28079,43,-0.2952,34,-0.6299
ENSG00000116871,MAP7D1,130,-0.4166,191,0.21432,182,0.12301,145,-0.3126,181,0.10094,206,0.31334
ENSG00000054118,THRAP3,95,-0.0714,96,-0.0586,81,-0.3463,109,0.19832,106,0.11041,109,0.14955
ENSG00000196182,STK40,19,0.11457,16,-0.2512,27,0.73878,15,-0.3911,22,0.34685,10,-0.9455
ENSG00000181817,LSM10,58,0.05563,66,0.29449,62,0.16196,56,-0.0041,39,-0.5932,42,-0.4494
ENSG00000116885,OSCP1,17,-0.5263,25,0.06116,28,0.28936,28,0.34221,24,0.03353,8,-1.6879
ENSG00000116898,MRPS15,41,-0.9617,74,-0.0526,97,0.44923,83,0.16949,68,-0.1927,64,-0.2865
ENSG00000163873,GRIK3,6,-1.8791,9,-1.3347,8,-1.4548,17,-0.3428,78,2.44163,34,0.86125
ENSG00000163875,MEAF6,73,-0.6974,132,0.27222,95,-0.3037,137,0.40656,108,-0.0708,88,-0.4011
ENSG00000163877,SNIP1,18,0.29234,18,0.26572,11,-0.5632,16,0.07099,14,-0.1428,16,0.04035
ENSG00000134697,GNL2,23,-0.2708,21,-0.4661,22,-0.3153,37,0.69461,29,0.12482,21,-0.4029
ENSG00000116922,C1orf109,21,0.17861,17,-0.1019,15,-0.3954,24,0.61763,13,-0.4752,13,-0.5857
ENSG00000183317,EPHA10,4,-1.5399,11,0.00654,18,0.99348,12,0.27731,3,-1.7259,6,-0.9110
ENSG00000185090,MANEAL,10,-1.4552,29,0.18832,29,0.21445,24,-0.1509,27,0.08611,34,0.43385
ENSG00000196449,YRDC,4,-2.2923,12,-0.6957,17,-0.1234,24,0.66504,19,0.09054,26,0.63385
ENSG00000197982,C1orf122,237,0.27180,203,0.02559,187,-0.1248,164,-0.3974,171,-0.2494,324,0.79237
ENSG00000188786,MTF1,18,1.14219,12,0.44529,4,-1.1394,8,-0.2176,8,-0.1010,8,-0.2766
ENSG00000183431,SF3A3,47,-0.1304,43,-0.3101,54,0.11043,59,0.30531,59,0.23228,33,-0.6567
ENSG00000183520,UTP11,56,-0.0462,53,-0.1310,72,0.41764,68,0.35016,39,-0.6043,26,-1.2296
ENSG00000185668,POU3F1,8,-0.5751,36,2.56078,11,-0.1118,5,-1.3720,0,-5.4657,0,-5.6698
ENSG00000116954,RRAGC,55,0.29463,34,-0.5333,49,0.10617,45,-0.0307,49,0.09783,55,0.28053
ENSG00000174574,AKIRIN1,80,-0.2715,105,0.17431,99,0.06281,96,0.01893,94,-0.0243,83,-0.2149
ENSG00000168653,NDUFS5,781,-0.4865,1259,0.31198,1144,0.13305,1197,0.25149,729,-0.5925,723,-0.6056
ENSG00000127603,MACF1,388,1.03738,176,-0.3038,193,-0.1371,144,-0.7192,262,0.36554,269,0.41300
ENSG00000090621,PABPC4,73,0.71734,52,0.17150,43,-0.1797,31,-0.7963,51,0.11958,66,0.54367
ENSG00000116983,HPCAL4,207,0.19665,215,0.29775,145,-0.4105,131,-0.6460,318,0.91585,193,0.08418
ENSG00000084072,PPIE,42,0.13733,37,-0.0770,39,-0.0037,39,0.03447,39,0.02830,36,-0.1141
ENSG00000168389,MFSD2A,42,1.50152,14,-0.3069,18,0.04405,8,-1.3894,20,0.19243,23,0.48258
ENSG00000131236,CAP1,166,0.00470,132,-0.3930,153,-0.1412,195,0.35882,177,0.11249,154,-0.1146
ENSG00000131238,PPT1,146,-0.1256,148,-0.1085,174,0.18505,166,0.10758,123,-0.3933,164,0.06514
ENSG00000117000,RLF,21,-0.2550,31,0.36511,22,-0.2672,25,-0.0343,18,-0.5237,34,0.45897
ENSG00000259943,AL050341.2,11,-0.4908,19,0.39032,13,-0.2388,10,-0.7207,29,1.05946,17,0.16390
ENSG00000084073,ZMPSTE24,36,-0.2604,32,-0.4657,44,0.10260,48,0.29568,53,0.37716,33,-0.3656
ENSG00000049089,COL9A2,12,0.53426,3,-1.6763,4,-1.1693,1,-2.5680,12,0.64769,41,3.01479
ENSG00000084070,SMAP2,54,-1.3341,141,0.14872,151,0.27266,135,0.08935,137,0.08454,117,-0.1632
ENSG00000117016,RIMS3,92,-0.8664,178,0.18554,263,0.94971,127,-0.4666,168,0.06622,88,-0.9435
ENSG00000066136,NFYC,28,-0.2931,33,-0.0311,36,0.09776,33,-0.0519,48,0.58263,25,-0.4738
ENSG00000179862,CITED4,7,-0.7820,9,-0.4372,15,0.47262,15,0.45729,4,-1.4427,14,0.24247
ENSG00000171793,CTPS1,7,-1.3636,17,-0.0390,22,0.37552,17,-0.1055,25,0.58235,16,-0.1589
ENSG00000010803,SCMH1,20,0.87057,8,-0.5927,11,-0.0567,9,-0.5075,15,0.40593,16,0.49277
ENSG00000127124,HIVEP3,19,-0.0898,21,0.05935,16,-0.4338,19,-0.1202,27,0.46057,26,0.39166
ENSG00000198815,FOXJ3,29,-1.0108,59,0.13007,59,0.11336,56,0.04099,54,-0.0427,65,0.24967
ENSG00000177181,RIMKLA,23,-1.2788,37,-0.6064,89,0.99841,56,0.09702,46,-0.2242,43,-0.3357
ENSG00000127125,PPCS,72,0.20253,73,0.23860,59,-0.1301,62,-0.0531,71,0.16883,44,-0.5718
ENSG00000186409,CCDC30,45,0.11369,47,0.20127,46,0.16994,32,-0.5259,45,0.11608,47,0.19813
ENSG00000171960,PPIH,8,-1.1749,24,0.52837,20,0.19259,13,-0.6225,20,0.12958,26,0.54782
ENSG00000065978,YBX1,283,1.57534,113,-0.0083,84,-0.5178,58,-1.2365,106,-0.1147,178,0.74040
ENSG00000164008,C1orf50,22,0.33439,22,0.37296,16,-0.1500,16,-0.2544,15,-0.2972,18,0.02273
ENSG00000177868,SVBP,55,-0.2022,80,0.46973,63,0.02142,62,-0.0179,31,-1.0956,66,0.08692
ENSG00000117394,SLC2A1,201,2.29369,40,-0.5866,45,-0.4044,28,-1.3111,30,-0.9899,83,0.61584
ENSG00000117395,EBNA1BP2,70,-0.9606,150,0.24755,149,0.24114,145,0.22269,105,-0.3499,99,-0.4449
ENSG00000066322,ELOVL1,30,0.62902,8,-1.5523,4,-2.3226,7,-1.8624,19,-0.0377,107,3.30923
ENSG00000159479,MED8,20,-0.2557,27,0.28797,25,0.15316,24,0.08500,17,-0.4822,18,-0.4077
ENSG00000198198,SZT2,7,-0.2768,12,0.54769,10,0.15799,7,-0.5113,13,0.54462,5,-0.8090
ENSG00000178922,HYI,34,1.91422,11,0.04299,5,-1.1215,6,-1.0416,9,-0.2539,16,0.54389
ENSG00000142949,PTPRF,70,-0.2543,134,0.93498,92,0.19011,65,-0.4531,41,-1.0675,66,-0.3397
ENSG00000066135,KDM4A,22,0.53205,18,0.26347,12,-0.4601,14,-0.1929,15,-0.0368,17,0.10232
ENSG00000126091,ST3GAL3,17,-0.9167,45,0.68260,43,0.58541,23,-0.5749,26,-0.2633,24,-0.4110
ENSG00000117408,IPO13,40,-0.3172,37,-0.5086,49,-0.0084,36,-0.5937,69,0.52903,105,1.26070
ENSG00000132768,DPH2,11,-0.6203,14,-0.1780,17,0.15864,15,-0.1849,21,0.39710,21,0.45278
ENSG00000117410,ATP6V0B,197,-1.1470,347,-0.3099,479,0.27193,550,0.63326,299,-0.5110,334,-0.3361
ENSG00000117411,B4GALT2,57,0.25829,57,0.28914,62,0.44155,32,-0.8093,44,-0.1767,53,0.14218
ENSG00000159214,CCDC24,15,-0.5097,20,-0.0623,26,0.45988,22,0.17967,14,-0.5854,17,-0.2990
ENSG00000178028,DMAP1,46,-0.1324,47,-0.1015,56,0.22228,47,-0.1021,58,0.24276,45,-0.1389
ENSG00000117419,ERI3,84,-0.6560,129,0.00283,134,0.07007,123,-0.0935,160,0.35347,148,0.22672
ENSG00000187147,RNF220,79,-0.5484,112,-0.0084,121,0.13675,106,-0.1164,116,0.06165,143,0.39508
ENSG00000126106,TMEM53,12,-0.0314,12,-0.0292,13,0.13413,11,-0.2068,15,0.35000,11,-0.0810
ENSG00000142937,RPS8,2260,0.85867,1584,0.29742,1244,-0.1429,1076,-0.4446,803,-0.8099,1531,0.20556
ENSG00000070785,EIF2B3,18,-0.7977,24,-0.3866,26,-0.2813,42,0.73293,30,-0.0098,28,-0.1089
ENSG00000126088,UROD,72,-0.4159,100,0.10837,82,-0.2315,114,0.42159,69,-0.4783,91,-0.0531
ENSG00000132763,MMACHC,8,-0.3041,6,-0.7005,8,-0.2777,12,0.50002,3,-1.6753,19,1.18929
ENSG00000117450,PRDX1,588,1.08960,225,-0.5442,247,-0.3860,335,0.18122,197,-0.6968,340,0.16321
ENSG00000117448,AKR1A1,54,-0.1857,47,-0.4365,74,0.37492,67,0.22506,56,-0.1171,51,-0.2846
ENSG00000132780,NASP,68,0.50179,44,-0.2267,39,-0.4109,44,-0.2621,51,0.03095,82,0.82561
ENSG00000159592,GPBP1L1,49,0.69813,23,-0.5574,24,-0.5080,26,-0.3837,48,0.67017,50,0.72377
ENSG00000159596,TMEM69,12,-0.4150,16,0.14289,13,-0.3196,17,0.22479,17,0.19064,14,-0.1051
ENSG00000086015,MAST2,29,0.05211,33,0.27271,23,-0.3432,23,-0.3631,32,0.23573,38,0.48388
ENSG00000117461,PIK3R3,47,0.80721,17,-0.8487,30,0.04986,31,0.13419,28,-0.0216,26,-0.1470
ENSG00000085998,POMGNT1,44,-0.3407,52,-0.0716,62,0.24200,45,-0.3850,55,0.02661,82,0.66980
ENSG00000132128,LRRC41,26,-0.5904,35,-0.1427,40,0.12210,33,-0.2584,58,0.70380,43,0.23623
ENSG00000173660,UQCRH,517,-0.7831,975,0.24578,1131,0.53139,968,0.27038,427,-1.0759,464,-0.9486
ENSG00000117481,NSUN4,20,0.65905,8,-0.9006,15,0.26215,14,0.12508,11,-0.2638,13,-0.0199
ENSG00000117480,FAAH,14,-0.9612,36,0.58872,19,-0.5123,19,-0.5917,33,0.39813,46,0.92797
ENSG00000079277,MKNK1,26,0.15145,29,0.34175,29,0.39281,18,-0.5327,25,0.09939,16,-0.6178
ENSG00000123472,ATPAF1,131,-0.0372,131,-0.0432,148,0.17474,140,0.09259,91,-0.6149,142,0.08882
ENSG00000159658,EFCAB14,134,1.31523,45,-0.5563,47,-0.4646,36,-0.9884,72,0.24913,118,1.08194
ENSG00000186377,CYP4X1,11,-1.0146,20,-0.1343,19,-0.1697,23,0.13754,34,0.76478,22,0.02097
ENSG00000162368,CMPK1,106,-0.3485,112,-0.2961,135,0.04515,156,0.35329,125,-0.0820,128,-0.0532
ENSG00000186094,AGBL4,1,-2.9419,11,-0.1879,14,0.18275,18,0.81167,10,-0.2412,8,-0.5727
ENSG00000162373,BEND5,19,-1.6552,32,-0.9837,82,0.66343,93,1.11956,22,-1.4796,28,-1.0918
ENSG00000162374,ELAVL4,53,-2.1650,148,-0.6791,313,0.67720,290,0.62091,200,-0.1444,146,-0.6393
ENSG00000185104,FAF1,37,-0.4218,51,0.08781,45,-0.1290,56,0.27512,48,-0.0234,43,-0.2149
ENSG00000123091,RNF11,249,-0.7378,400,0.00618,484,0.35661,418,0.09450,400,0.00293,320,-0.3487
ENSG00000085832,EPS15,146,-0.8787,210,-0.3545,304,0.30703,305,0.35991,247,-0.0646,238,-0.1268
ENSG00000117859,OSBPL9,35,0.74321,23,0.01128,17,-0.5087,18,-0.4286,26,0.23190,31,0.49674
ENSG00000078618,NRDC,76,-0.8824,101,-0.4987,136,0.00841,173,0.54834,148,0.14957,131,-0.0506
ENSG00000169213,RAB3B,10,-2.1049,23,-0.9146,22,-1.0295,50,0.49929,71,0.94828,78,1.12279
ENSG00000117862,TXNDC12,52,0.51035,39,0.07799,33,-0.2089,37,-0.0166,39,0.06214,28,-0.4501
ENSG00000198841,KTI12,6,-0.5369,7,-0.2381,5,-0.7618,11,0.56493,14,0.79957,6,-0.4458
ENSG00000134717,BTF3L4,66,-0.3599,70,-0.3000,85,0.03745,99,0.38815,61,-0.4935,95,0.22398
ENSG00000157077,ZFYVE9,25,-1.0288,45,-0.1520,52,0.12639,65,0.61939,44,-0.1636,31,-0.7233
ENSG00000134748,PRPF38A,74,1.16215,33,-0.1799,20,-0.9946,29,-0.4965,45,0.30096,58,0.72545
ENSG00000134744,TUT4,115,1.28241,48,-0.1983,50,-0.1333,38,-0.6488,53,-0.0238,59,0.14658
ENSG00000162377,COA7,25,-0.0883,26,-0.0154,29,0.13176,23,-0.2895,30,0.19579,32,0.28957
ENSG00000162378,ZYG11B,51,-1.4332,107,-0.3435,144,0.18473,146,0.24663,182,0.54976,127,-0.0382
ENSG00000121310,ECHDC2,32,1.95123,13,0.35528,6,-0.8614,3,-1.8460,16,0.70765,8,-0.4321
ENSG00000116171,SCP2,154,0.61344,106,0.01078,73,-0.6356,113,0.13181,107,0.01653,100,-0.0931
ENSG00000162384,CZIB,53,-0.2040,63,0.08833,61,0.03607,64,0.14263,48,-0.3641,59,-0.0423
ENSG00000162385,MAGOH,34,-0.4179,44,-0.0008,39,-0.2340,63,0.77300,24,-0.9737,32,-0.5241
ENSG00000157193,LRP8,28,-0.5097,32,-0.3244,32,-0.2870,34,-0.2401,78,1.18090,47,0.34501
ENSG00000058804,NDC1,13,-0.1024,17,0.38857,14,-0.0499,14,-0.0510,18,0.41512,6,-1.2902
ENSG00000058799,YIPF1,16,-0.7762,14,-0.9741,33,0.42898,37,0.78492,19,-0.4822,19,-0.4354
ENSG00000081870,HSPB11,38,-0.5519,63,0.27541,42,-0.4302,63,0.33518,59,0.12357,44,-0.3176
ENSG00000116212,LRRC42,9,-0.0418,6,-0.5378,4,-1.1534,11,0.37177,16,0.92633,11,0.34369
ENSG00000116209,TMEM59,241,0.17608,203,-0.1069,185,-0.2698,240,0.22245,170,-0.3764,251,0.24190
ENSG00000116221,MRPL37,33,-0.8993,59,-0.0069,70,0.28974,65,0.19858,50,-0.2789,58,-0.0502
ENSG00000157216,SSBP3,113,-0.5482,135,-0.3002,168,0.09413,164,0.05281,170,0.09545,218,0.50388
ENSG00000243725,TTC4,20,-0.3907,30,0.26414,25,-0.0590,29,0.20011,19,-0.4996,24,-0.0877
ENSG00000116133,DHCR24,65,-1.4596,122,-0.5593,202,0.33109,194,0.29344,195,0.23011,198,0.25696
ENSG00000162402,USP24,42,0.35981,31,-0.1521,32,-0.0918,34,-0.0057,31,-0.1501,38,0.17354
ENSG00000162407,PLPP3,483,3.29116,51,-1.0053,18,-2.5726,25,-2.2603,112,0.31759,115,0.35192
ENSG00000162409,PRKAA2,52,0.09215,58,0.32750,41,-0.2996,47,-0.0517,64,0.44345,30,-0.7321
ENSG00000173406,DAB1,19,0.68421,26,1.42259,9,-0.5004,8,-0.8932,7,-0.9139,7,-0.9635
ENSG00000162600,OMA1,11,0.32167,8,-0.1331,6,-0.5516,8,-0.2210,5,-0.7214,20,1.29930
ENSG00000162601,MYSM1,31,-0.8767,64,0.29948,66,0.37204,56,0.07731,51,-0.0836,31,-0.8801
ENSG00000177606,JUN,117,0.68949,101,0.51781,43,-0.9597,67,-0.2836,116,0.67620,45,-0.8159
ENSG00000172456,FGGY,16,0.96386,10,0.27585,11,0.36705,5,-0.8664,6,-0.6512,8,-0.1801
ENSG00000134709,HOOK1,37,-0.5456,63,0.32037,40,-0.4931,56,0.11470,85,0.78591,33,-0.7294
ENSG00000162599,NFIA,290,1.56949,77,-0.7061,46,-1.5276,48,-1.6095,260,1.36499,226,1.11213
ENSG00000162604,TM2D1,62,0.05540,72,0.33984,42,-0.5913,63,0.12397,74,0.35029,42,-0.5311
ENSG00000162607,USP1,69,0.48276,42,-0.3575,40,-0.4248,48,-0.1433,54,0.07139,83,0.79080
ENSG00000116641,DOCK7,73,1.31132,30,-0.2071,17,-1.1036,29,-0.2810,48,0.57349,33,-0.0159
ENSG00000125703,ATG4C,33,0.41831,20,-0.4563,18,-0.6182,21,-0.4184,31,0.27841,56,1.30122
ENSG00000088035,ALG6,8,-0.1027,10,0.22552,8,-0.2523,8,-0.2558,13,0.65651,8,-0.1089
ENSG00000142856,ITGB3BP,19,0.35297,15,-0.0804,18,0.26328,17,0.24491,8,-0.9174,9,-0.7660
ENSG00000203965,EFCAB7,12,-0.9169,27,0.29478,21,-0.1057,26,0.30981,24,0.09783,15,-0.6071
ENSG00000079739,PGM1,63,0.68769,36,-0.2251,50,0.34481,37,-0.2097,31,-0.4512,35,-0.2493
ENSG00000158966,CACHD1,31,1.52084,7,-0.8599,5,-1.4229,11,-0.1896,18,0.56406,17,0.52269
ENSG00000162437,RAVER2,23,0.73829,20,0.59832,14,-0.0460,10,-0.7817,13,-0.1792,12,-0.2544
ENSG00000162434,JAK1,104,0.40684,78,-0.0693,79,-0.0388,90,0.22318,51,-0.7116,70,-0.2312
ENSG00000162433,AK4,95,1.13744,53,0.16811,35,-0.5485,31,-0.8386,65,0.48924,53,0.15465
ENSG00000116675,DNAJC6,137,-1.5198,336,-0.1577,428,0.28302,443,0.40522,354,-0.0587,323,-0.2049
ENSG00000213625,LEPROT,85,2.45931,15,-0.6076,11,-1.1502,10,-1.3586,25,0.22739,27,0.29874
ENSG00000184588,PDE4B,75,0.26683,59,-0.1187,59,-0.1393,43,-0.7288,81,0.39258,113,0.95454
ENSG00000118473,SGIP1,76,-1.1124,125,-0.3831,156,0.00040,192,0.44329,220,0.56130,127,-0.3305
ENSG00000152763,WDR78,14,0.48811,6,-0.7166,11,0.16436,11,0.15902,10,-0.0342,9,-0.1202
ENSG00000198160,MIER1,75,0.42141,57,-0.0274,52,-0.1783,45,-0.4641,59,0.03946,88,0.70149
ENSG00000142864,SERBP1,272,0.32633,187,-0.3064,194,-0.2442,220,-0.0227,223,0.00753,307,0.52822
ENSG00000116717,GADD45A,62,0.50697,28,-0.8015,38,-0.3053,50,0.23148,50,0.15576,57,0.36318
ENSG00000172380,GNG12,70,3.28472,5,-1.4103,1,-3.5682,2,-2.8750,17,0.37775,26,1.09813
ENSG00000116729,WLS,152,1.94529,32,-0.7860,32,-0.7880,37,-0.5798,62,0.33030,51,0.02893
ENSG00000033122,LRRC7,33,-1.3789,88,0.15451,74,-0.1734,84,0.07501,143,0.93922,59,-0.4920
ENSG00000066557,LRRC40,18,-0.8393,26,-0.2878,35,0.22961,36,0.32952,40,0.40469,21,-0.6385
ENSG00000116754,SRSF11,185,0.21742,128,-0.4061,159,-0.0299,143,-0.2480,262,0.79450,167,0.05393
ENSG00000118454,ANKRD13C,38,-0.2310,48,0.17899,48,0.15985,41,-0.1207,38,-0.2186,46,0.07422
ENSG00000197568,HHLA3,12,0.50125,13,0.78280,6,-0.6393,8,-0.2758,9,0.08503,5,-0.8471
ENSG00000132485,ZRANB2,158,-0.0048,152,-0.0762,145,-0.1558,176,0.21893,158,-0.0090,148,-0.1138
ENSG00000172260,NEGR1,96,-1.8428,251,-0.4199,399,0.41425,384,0.39388,370,0.23546,277,-0.2272
ENSG00000178965,ERICH3,27,-1.6695,82,0.01349,73,-0.1988,94,0.28381,132,0.78574,67,-0.3096
ENSG00000116791,CRYZ,18,-0.3997,11,-1.1863,35,0.81966,30,0.54123,12,-1.0401,19,-0.3184
ENSG00000162623,TYW3,48,-0.2070,51,-0.1163,58,0.10756,55,0.01643,55,0.00020,60,0.15624
ENSG00000117054,ACADM,57,-0.2108,79,0.35701,54,-0.3188,67,0.08481,55,-0.2591,68,0.08549
ENSG00000137955,RABGGTB,62,0.30308,42,-0.3632,56,0.13334,57,0.18850,43,-0.2932,47,-0.1635
ENSG00000117069,ST6GALNAC5,16,-1.9323,78,0.51786,82,0.63768,75,0.51785,15,-2.0559,12,-2.3200
ENSG00000142892,PIGK,10,-1.9666,20,-1.0300,31,-0.2979,52,0.74510,60,0.80557,42,0.20649
ENSG00000154027,AK5,77,-2.2699,252,-0.5330,268,-0.4273,423,0.45791,729,1.28389,308,-0.1693
ENSG00000036549,AC118549.1,24,-0.3687,32,0.04476,23,-0.5057,29,-0.1512,33,0.10245,56,0.99209
ENSG00000077254,USP33,103,-0.4209,108,-0.3768,139,0.06863,162,0.40190,164,0.32510,94,-0.5513
ENSG00000180488,MIGA1,64,-1.0048,103,-0.3113,133,0.14005,127,0.07394,161,0.43464,151,0.32828
ENSG00000162613,FUBP1,46,-0.4108,58,-0.0801,61,0.02009,70,0.31180,70,0.24159,40,-0.6527
ENSG00000162616,DNAJB4,42,-0.3173,51,-0.0132,44,-0.2677,63,0.44840,37,-0.4841,54,0.07926
ENSG00000137959,IFI44L,92,4.11072,1,-3.2363,2,-2.6627,4,-1.9532,5,-1.3175,19,0.50702
ENSG00000117114,ADGRL2,15,-1.3508,49,0.50418,44,0.27950,42,0.21639,33,-0.1917,16,-1.3194
ENSG00000137941,TTLL7,126,-1.3278,199,-0.6960,201,-0.6771,340,0.28510,446,0.66745,582,1.13041
ENSG00000142875,PRKACB,249,-1.3288,663,0.21605,609,0.05841,648,0.20162,624,0.09140,531,-0.1669
ENSG00000117133,RPF1,44,-0.0234,49,0.14700,48,0.11018,48,0.15106,26,-0.8570,41,-0.1344
ENSG00000174021,GNG5,135,2.69241,38,0.31928,14,-1.3038,12,-1.6966,22,-0.6057,21,-0.6189
ENSG00000117155,SSX2IP,84,-1.4853,244,0.18528,286,0.48376,218,-0.0276,242,0.14689,167,-0.4357
ENSG00000162642,C1orf52,50,-0.7305,76,-0.0810,77,-0.0582,86,0.16095,115,0.59000,68,-0.2540
ENSG00000153904,DDAH1,240,0.06206,210,-0.1704,201,-0.2456,223,-0.0708,343,0.64463,237,0.03757
ENSG00000142871,CCN1,32,2.37611,2,-1.9125,3,-1.6426,7,-0.3433,14,0.73379,8,-0.1801
ENSG00000117174,ZNHIT6,38,0.31423,31,-0.0281,26,-0.3071,30,-0.0734,35,0.14802,36,0.21996
ENSG00000171502,COL24A1,8,-0.4439,5,-1.1797,6,-0.9600,12,0.30620,34,2.00610,6,-0.8981
ENSG00000122417,ODF2L,51,-0.3579,47,-0.5392,55,-0.2829,84,0.56957,79,0.32285,59,-0.1297
ENSG00000097033,SH3GLB1,104,1.16208,45,-0.2421,39,-0.4911,38,-0.6119,56,0.12050,78,0.65150
ENSG00000183291,SELENOF,137,0.28570,104,-0.1695,96,-0.3219,130,0.26128,129,0.18641,92,-0.3420
ENSG00000153936,HS2ST1,64,0.85472,50,0.52337,21,-0.9691,29,-0.5250,49,0.39411,37,-0.0290
ENSG00000267272,LINC01140,6,-0.8985,12,0.22445,14,0.49332,15,0.75433,1,-2.8807,2,-2.2435
ENSG00000143013,LMO4,318,-1.5606,962,0.17070,1047,0.32968,1039,0.36745,913,0.06646,392,-1.2456
ENSG00000065243,PKN2,63,0.90198,31,-0.2772,32,-0.2490,25,-0.7117,42,0.22379,59,0.78837
ENSG00000137947,GTF2B,25,-0.6741,46,0.32843,38,-0.0311,51,0.62648,20,-0.9763,18,-1.1468
ENSG00000137944,KYAT3,21,-0.9175,30,-0.4076,46,0.35849,53,0.74575,28,-0.4978,20,-1.0167
ENSG00000213516,RBMXL1,27,0.37532,26,0.34317,19,-0.2337,17,-0.3958,25,0.23194,21,-0.0520
ENSG00000117228,GBP1,126,4.65901,1,-4.0457,5,-1.9612,2,-3.2611,13,-0.3730,11,-0.6618
ENSG00000162654,GBP4,75,3.46487,6,-1.2115,5,-1.5876,5,-1.7911,7,-0.9929,15,0.17960
ENSG00000197147,LRRC8B,40,-1.5533,120,0.12288,148,0.52396,101,-0.2001,135,0.29919,104,-0.1133
ENSG00000171488,LRRC8C,20,0.68053,12,-0.2081,13,-0.0071,11,-0.3628,14,0.11818,15,0.21371
ENSG00000171492,LRRC8D,18,-0.6017,9,-1.7959,25,-0.1458,27,0.01078,30,0.16907,74,1.71797
ENSG00000162664,ZNF326,59,0.32493,38,-0.4344,43,-0.2201,40,-0.3551,65,0.47852,78,0.77750
