Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000142920,AZIN2,6,-1.5141,22,0.34169,9,-0.9476,19,0.08281,16,-0.2332,15,-0.2578,26,0.73826
ENSG00000160094,ZNF362,10,-0.8518,26,0.68759,3,-2.3678,13,-0.3895,18,0.05701,15,-0.1855,24,0.70951
ENSG00000134686,PHC2,42,0.23361,23,-0.6995,22,-0.7606,17,-1.2156,30,-0.3231,48,0.49221,53,0.77255
ENSG00000163866,SMIM12,16,-1.6132,19,-1.3842,24,-1.0769,39,-0.3664,55,0.21289,53,0.16342,76,0.94384
ENSG00000116544,DLGAP3,12,-1.3359,39,0.49360,36,0.37375,25,-0.2108,14,-1.1594,53,1.14676,24,-0.3269
ENSG00000163867,ZMYM6,26,0.11818,28,0.24619,10,-1.3154,27,0.19064,25,0.10324,22,-0.1600,25,0.09921
ENSG00000116560,SFPQ,479,1.22486,292,0.39848,120,-0.9795,235,0.05743,313,0.57303,129,-0.9395,161,-0.6256
ENSG00000146463,ZMYM4,92,0.15605,140,0.83012,62,-0.4564,98,0.28099,87,0.07733,62,-0.4983,71,-0.3006
ENSG00000142687,KIAA0319L,41,-0.4694,69,0.34643,25,-1.2237,43,-0.4417,77,0.59224,60,0.13912,57,0.05185
ENSG00000020129,NCDN,65,-2.7942,92,-2.3014,161,-1.4766,604,0.63910,350,-0.3245,354,-0.3087,718,1.13754
ENSG00000126067,PSMB2,59,-0.5133,42,-1.0274,67,-0.3268,87,0.09321,97,0.28938,76,-0.1401,100,0.38989
ENSG00000142686,C1orf216,21,-2.0774,30,-1.5373,49,-0.8156,97,0.26073,74,-0.1996,81,-0.0482,132,0.97432
ENSG00000134698,AGO4,9,-0.4634,17,0.51164,1,-3.1380,9,-0.5116,17,0.52461,14,0.20108,14,0.22097
ENSG00000092847,AGO1,50,0.16315,38,-0.2717,70,0.71846,38,-0.2827,60,0.51414,45,-0.0152,32,-0.6135
ENSG00000126070,AGO3,100,1.12760,81,0.77179,28,-0.8898,44,-0.2241,67,0.52846,31,-0.7998,36,-0.6023
ENSG00000116863,ADPRHL2,14,-0.0588,2,-2.9023,5,-1.5114,18,0.31133,12,-0.2940,17,0.26660,21,0.65243
ENSG00000054116,TRAPPC3,28,-0.7160,23,-0.9799,12,-1.8861,44,-0.0133,37,-0.2791,45,0.02639,72,1.02038
ENSG00000116871,MAP7D1,193,0.35404,96,-0.7296,122,-0.3628,146,-0.0939,123,-0.3775,159,0.04659,195,0.46738
ENSG00000054118,THRAP3,269,0.76873,223,0.45889,150,-0.1635,247,0.70615,192,0.24704,86,-1.0943,104,-0.8479
ENSG00000181817,LSM10,9,-1.9181,21,-0.6829,40,0.34864,32,-0.0076,20,-0.7764,41,0.43994,43,0.59756
ENSG00000116885,OSCP1,2,-2.9968,10,-0.6089,6,-1.2498,20,0.48912,14,-0.1012,10,-0.6964,25,1.05672
ENSG00000116898,MRPS15,22,-1.3417,22,-1.2889,36,-0.5652,43,-0.3364,44,-0.2851,60,0.23455,85,1.02044
ENSG00000163873,GRIK3,3,-2.3155,5,-1.9673,23,0.38162,7,-1.4091,52,2.16612,12,-0.6675,14,-0.4281
ENSG00000163875,MEAF6,50,-1.4426,73,-0.8549,103,-0.3378,136,0.10295,147,0.23898,137,0.11081,158,0.41233
ENSG00000163877,SNIP1,6,-1.4960,21,0.22108,29,0.77035,16,-0.1900,26,0.60425,23,0.39046,11,-0.9323
ENSG00000134697,GNL2,43,0.46284,27,-0.2388,24,-0.4178,45,0.60678,35,0.15263,13,-1.4402,35,0.14578
ENSG00000116922,C1orf109,8,-1.2692,5,-1.7518,16,-0.1745,26,0.58351,24,0.42047,13,-0.5997,23,0.39330
ENSG00000185090,MANEAL,2,-2.7615,6,-1.4386,8,-1.0606,10,-0.8529,16,-0.0384,15,-0.1377,34,1.56216
ENSG00000197982,C1orf122,199,0.48889,133,-0.1509,149,0.03237,85,-0.9010,76,-1.0791,276,1.19109,134,-0.1631
ENSG00000188786,MTF1,33,1.23852,25,0.80842,5,-1.6886,7,-1.2168,22,0.67688,19,0.33907,8,-1.0923
ENSG00000183431,SF3A3,38,-0.2622,63,0.51081,10,-2.2722,63,0.58991,54,0.28566,22,-1.2032,53,0.28680
ENSG00000183520,UTP11,47,0.07278,51,0.21262,29,-0.6452,67,0.72622,42,-0.1258,28,-0.7787,46,0.03504
ENSG00000116954,RRAGC,43,-0.0666,39,-0.2079,38,-0.2542,52,0.26199,45,-0.0027,31,-0.6196,54,0.37174
ENSG00000174574,AKIRIN1,74,-0.0140,67,-0.1633,47,-0.7013,82,0.17950,67,-0.1688,79,0.11281,82,0.19257
ENSG00000168653,NDUFS5,297,-1.3656,566,-0.3880,688,-0.0843,816,0.20496,424,-0.8915,925,0.43027,944,0.53083
ENSG00000127603,MACF1,1059,1.69123,723,1.01211,343,-0.1931,280,-0.5512,436,0.20380,281,-0.5459,181,-1.3358
ENSG00000090621,PABPC4,92,0.61312,107,0.85628,64,0.04275,54,-0.2433,50,-0.3733,64,0.03565,51,-0.3920
ENSG00000116983,HPCAL4,170,-0.1785,152,-0.3542,270,0.55642,286,0.73181,177,-0.1319,190,-0.0050,131,-0.6877
ENSG00000084072,PPIE,12,-1.2647,26,-0.1913,10,-1.6281,29,0.01401,16,-0.9362,39,0.49647,44,0.86960
ENSG00000168389,MFSD2A,34,1.56921,33,1.51537,11,-0.2206,2,-2.4639,3,-2.0221,21,0.80855,9,-0.7275
ENSG00000131236,CAP1,144,0.01372,121,-0.2570,125,-0.2126,166,0.26081,142,-0.0087,143,0.00023,141,-0.0257
ENSG00000131238,PPT1,85,-0.7120,126,-0.1104,72,-0.9614,104,-0.4481,105,-0.4321,143,0.09479,212,0.95304
ENSG00000117000,RLF,28,-0.2794,51,0.69400,29,-0.1914,47,0.61041,55,0.90554,13,-1.4389,20,-0.8815
ENSG00000084073,ZMPSTE24,38,-0.2520,39,-0.1982,57,0.38739,36,-0.3409,49,0.14278,34,-0.4746,55,0.40575
ENSG00000084070,SMAP2,76,-1.1076,142,-0.1493,118,-0.4294,245,0.81776,196,0.40006,103,-0.6950,151,-0.0691
ENSG00000117016,RIMS3,14,-3.5201,127,-0.2882,54,-1.5838,202,0.50625,101,-0.6803,219,0.65662,196,0.50762
ENSG00000066136,NFYC,22,-0.5317,26,-0.2726,19,-0.7526,23,-0.5403,32,0.05490,34,0.15871,43,0.65516
ENSG00000127124,HIVEP3,15,-0.3367,23,0.30549,34,0.90854,11,-0.8839,32,0.92633,14,-0.5261,14,-0.4981
ENSG00000198815,FOXJ3,19,-1.5379,17,-1.6438,33,-0.6889,49,-0.1212,69,0.49448,60,0.22946,68,0.51675
ENSG00000177181,RIMKLA,9,-2.8747,81,0.40988,31,-1.0820,45,-0.5396,56,-0.1770,57,-0.1550,104,1.09135
ENSG00000127125,PPCS,73,0.53201,42,-0.3562,34,-0.6708,48,-0.1331,54,0.05508,64,0.35834,49,-0.1327
ENSG00000186409,CCDC30,89,0.61389,114,1.02372,97,0.75016,61,0.02500,86,0.63302,37,-0.8260,20,-1.8991
ENSG00000065978,YBX1,260,1.47389,196,0.98260,140,0.42599,49,-1.2733,62,-0.9111,129,0.32275,70,-0.7582
ENSG00000164008,C1orf50,16,-0.2035,7,-1.3148,19,0.08527,16,-0.1513,19,0.06451,20,0.21633,21,0.28967
ENSG00000177868,SVBP,46,0.38420,42,0.25771,31,-0.2120,36,-0.0029,24,-0.6268,26,-0.5406,46,0.50551
ENSG00000117394,SLC2A1,43,0.65399,37,0.41039,10,-1.5528,10,-1.7025,16,-0.9471,71,1.77174,20,-0.6092
ENSG00000117395,EBNA1BP2,45,-1.0359,67,-0.4198,84,-0.0753,167,1.19944,66,-0.4980,57,-0.7114,94,0.12688
ENSG00000066322,ELOVL1,114,3.79078,1,-3.4393,8,-1.0306,1,-4.0893,7,-1.2907,20,0.30041,7,-1.4744
ENSG00000159479,MED8,14,-0.8098,18,-0.4814,22,-0.1581,33,0.50305,19,-0.3834,23,-0.0823,30,0.37324
ENSG00000198198,SZT2,22,0.93363,6,-0.9901,0,-6.7161,12,-0.1215,17,0.50330,12,-0.0785,14,0.16468
ENSG00000178922,HYI,23,0.94576,14,0.10605,19,0.59022,9,-0.6619,5,-1.3728,21,0.88930,10,-0.5329
ENSG00000142949,PTPRF,87,0.19880,75,-0.0302,22,-1.8717,87,0.22798,57,-0.5040,81,0.09150,95,0.43394
ENSG00000066135,KDM4A,12,-0.6910,29,0.66218,3,-2.4612,15,-0.4156,36,1.13231,13,-0.6194,20,0.03304
ENSG00000126091,ST3GAL3,9,-1.5201,24,-0.0920,3,-3.0210,19,-0.4769,15,-0.8516,34,0.53246,44,1.17731
ENSG00000117408,IPO13,70,0.76234,17,-1.3788,35,-0.3048,47,0.12486,38,-0.2270,45,0.08674,46,0.10513
ENSG00000117410,ATP6V0B,118,-1.3716,91,-1.7618,122,-1.3167,366,0.41059,266,-0.1503,239,-0.3278,470,1.02757
ENSG00000117411,B4GALT2,25,-0.8399,50,0.22899,27,-0.6852,31,-0.5333,35,-0.3410,74,0.99598,45,0.06806
ENSG00000159214,CCDC24,6,-1.2371,5,-1.4926,14,0.00450,9,-0.7067,18,0.50318,13,-0.1032,20,0.76127
ENSG00000178028,DMAP1,21,-1.3676,25,-1.1012,14,-1.8746,68,0.52088,55,0.13820,46,-0.1819,71,0.67834
ENSG00000117419,ERI3,47,-0.8775,59,-0.5370,68,-0.3226,70,-0.3060,82,-0.0314,99,0.28988,110,0.54205
ENSG00000187147,RNF220,110,-0.1002,91,-0.3831,114,-0.0477,111,-0.0922,88,-0.4891,128,0.14965,146,0.44106
ENSG00000142937,RPS8,1486,0.75074,1087,0.24111,1645,0.92072,691,-0.5057,544,-0.8932,1250,0.52283,670,-0.6067
ENSG00000070785,EIF2B3,24,-0.4053,28,-0.2052,14,-1.1815,51,0.83973,44,0.58879,15,-1.1665,31,-0.0193
ENSG00000126088,UROD,30,-1.2159,39,-0.8251,30,-1.2209,72,0.11754,56,-0.2971,65,-0.0521,107,0.97597
ENSG00000117450,PRDX1,243,-0.0024,176,-0.5035,167,-0.5855,174,-0.5644,179,-0.5203,333,0.56171,322,0.56315
ENSG00000117448,AKR1A1,30,-0.4202,19,-1.0925,54,0.47690,39,-0.0559,30,-0.4532,44,0.15662,50,0.44464
ENSG00000132780,NASP,291,2.45428,115,0.74149,40,-0.9219,35,-1.1892,89,0.36980,31,-1.3538,38,-1.1426
ENSG00000159592,GPBP1L1,38,0.20145,36,0.08793,37,0.14067,28,-0.3034,37,0.15519,31,-0.1730,34,0.02974
ENSG00000159596,TMEM69,6,-1.3852,3,-2.5691,8,-0.9881,16,-0.0173,13,-0.3602,20,0.38298,26,1.00478
ENSG00000086015,MAST2,13,-0.6126,10,-1.0339,22,0.10068,19,-0.1454,16,-0.4263,22,0.12918,29,0.69441
ENSG00000117461,PIK3R3,8,-2.1979,68,1.00948,34,-0.1115,33,-0.1682,53,0.66021,30,-0.3140,32,-0.2542
ENSG00000085998,POMGNT1,54,0.36165,15,-1.5640,30,-0.5508,34,-0.3896,46,0.11082,45,0.08130,55,0.51375
ENSG00000132128,LRRC41,30,-0.1797,15,-1.1909,19,-0.9102,31,-0.1463,33,-0.0388,35,0.06355,48,0.70700
ENSG00000173660,UQCRH,140,-1.9352,355,-0.5395,392,-0.3863,450,-0.1903,278,-0.9778,719,0.64532,751,0.83744
ENSG00000117481,NSUN4,26,0.48056,17,-0.1671,8,-1.2811,11,-0.9560,23,0.27467,16,-0.3449,27,0.70555
ENSG00000117480,FAAH,25,0.25489,5,-1.9756,2,-3.3808,14,-0.7216,24,0.16071,21,-0.0359,36,1.10021
ENSG00000079277,MKNK1,21,0.05207,17,-0.2878,12,-0.7409,19,-0.1474,30,0.70584,16,-0.4079,21,0.09876
ENSG00000123472,ATPAF1,94,-0.4988,109,-0.2708,125,-0.0603,90,-0.6066,97,-0.4833,155,0.31346,182,0.68542
ENSG00000159658,EFCAB14,173,1.23284,112,0.49670,92,0.17805,65,-0.3788,63,-0.4393,83,0.02078,61,-0.5401
ENSG00000186377,CYP4X1,5,-1.7672,5,-1.5097,0,-7.5324,9,-0.8905,24,0.74310,8,-0.9886,32,1.60127
ENSG00000162368,CMPK1,103,-0.5892,118,-0.3913,158,0.07225,125,-0.3184,112,-0.5058,152,0.00541,219,0.76793
ENSG00000162373,BEND5,17,-1.2666,37,-0.1228,9,-2.2158,26,-0.6767,37,-0.1238,46,0.23251,66,1.06458
ENSG00000162374,ELAVL4,43,-2.8461,279,-0.0455,242,-0.2681,289,0.01285,400,0.59754,199,-0.6164,368,0.50244
ENSG00000185104,FAF1,38,-0.2431,46,0.04993,44,-0.0267,31,-0.6019,39,-0.2608,51,0.20437,57,0.45729
ENSG00000123091,RNF11,176,-1.4187,274,-0.7563,598,0.46168,457,0.03650,369,-0.3282,476,0.10710,573,0.49698
ENSG00000085832,EPS15,213,-0.2958,236,-0.1365,305,0.26559,212,-0.3340,276,0.12095,265,0.05030,277,0.14277
ENSG00000117859,OSBPL9,59,1.37811,44,0.88778,10,-1.3983,8,-1.7587,31,0.33874,17,-0.6611,27,0.08782
ENSG00000078618,NRDC,155,0.10356,125,-0.2274,77,-0.9638,145,-0.0061,211,0.67297,82,-0.9297,169,0.30419
ENSG00000169213,RAB3B,121,0.84688,75,0.06123,217,1.87621,14,-2.5015,134,1.17410,28,-1.5082,32,-1.4044
ENSG00000117862,TXNDC12,21,-0.8258,36,-0.0104,25,-0.5427,51,0.62007,30,-0.2976,33,-0.1529,41,0.23785
ENSG00000134717,BTF3L4,43,-0.6432,20,-1.7346,52,-0.3531,75,0.25891,63,-0.0588,66,0.02229,86,0.55646
ENSG00000157077,ZFYVE9,32,-0.8785,49,-0.2310,36,-0.7066,99,1.01426,57,0.00086,35,-0.7905,62,0.15076
ENSG00000134748,PRPF38A,111,1.42364,62,0.44460,59,0.36127,40,-0.2604,44,-0.0928,41,-0.2391,27,-0.9938
ENSG00000134744,TUT4,233,1.72704,176,1.22019,75,-0.1689,63,-0.4669,125,0.71880,34,-1.4378,25,-2.0133
ENSG00000162377,COA7,21,-0.7765,23,-0.6487,36,0.06427,45,0.44898,37,0.10681,40,0.26084,31,-0.2157
ENSG00000162378,ZYG11B,78,-1.1653,187,0.16863,183,0.13419,174,0.05895,233,0.58239,132,-0.4037,164,-0.0510
ENSG00000121310,ECHDC2,45,2.11565,18,0.45984,2,-2.4402,3,-2.0136,7,-0.9976,21,0.82771,10,-0.5112
ENSG00000116171,SCP2,131,0.15166,76,-0.6881,114,-0.0686,97,-0.3510,105,-0.2249,148,0.37432,137,0.27604
ENSG00000162384,CZIB,32,-0.4383,21,-1.0549,37,-0.2113,24,-0.8985,40,-0.0971,62,0.68654,55,0.52711
ENSG00000162385,MAGOH,11,-0.9432,10,-1.1663,14,-0.6957,20,-0.0889,20,-0.1532,24,0.19818,32,0.78888
ENSG00000157193,LRP8,36,-0.0580,29,-0.3950,35,-0.1316,34,-0.1760,58,0.77385,31,-0.3316,36,-0.1094
ENSG00000058799,YIPF1,6,-1.8621,2,-3.1723,11,-0.9297,18,-0.2063,36,1.00013,25,0.28018,24,0.30151
ENSG00000081870,HSPB11,27,0.04148,17,-0.6981,12,-1.2546,23,-0.2328,30,0.19251,28,0.05881,34,0.50286
ENSG00000116209,TMEM59,190,0.30652,128,-0.3116,85,-0.9365,155,-0.0164,130,-0.3171,154,-0.0281,199,0.48390
ENSG00000116221,MRPL37,21,-1.2497,26,-0.9389,19,-1.3939,71,0.69353,45,-0.1303,43,-0.2021,65,0.61180
ENSG00000157216,SSBP3,129,-0.9083,272,0.24813,267,0.22056,167,-0.5543,271,0.26984,296,0.42832,218,-0.1229
ENSG00000243725,TTC4,26,0.25060,18,-0.3514,18,-0.3336,12,-1.0381,38,0.97760,18,-0.3583,24,0.09342
ENSG00000116133,DHCR24,241,0.57930,50,-1.8155,73,-1.2618,162,-0.0645,195,0.26490,103,-0.8091,243,0.76718
ENSG00000162402,USP24,34,-0.0351,35,0.03753,31,-0.1795,27,-0.3886,39,0.22200,34,-0.0048,38,0.15726
ENSG00000162407,PLPP3,220,0.68069,281,1.09367,133,-0.1194,43,-1.9319,67,-1.2555,355,1.79796,55,-1.6533
ENSG00000162409,PRKAA2,34,-1.0455,103,0.67427,50,-0.4641,93,0.56678,104,0.76813,40,-0.8655,51,-0.5279
ENSG00000162601,MYSM1,101,0.35046,105,0.42129,62,-0.4024,88,0.15559,125,0.79831,53,-0.6832,55,-0.6797
ENSG00000177606,JUN,188,1.55674,79,0.10980,51,-0.5624,113,0.77643,45,-0.8104,58,-0.3992,45,-0.8899
ENSG00000134709,HOOK1,23,-1.4458,58,-0.0233,53,-0.1677,87,0.69768,89,0.74040,34,-0.8954,51,-0.2555
ENSG00000162599,NFIA,707,1.96020,343,0.67831,443,1.10680,113,-1.1342,228,0.01970,194,-0.2549,47,-2.5935
ENSG00000162604,TM2D1,42,-0.2011,32,-0.6469,32,-0.6252,41,-0.2693,46,-0.1024,56,0.26965,63,0.51447
ENSG00000162607,USP1,114,0.97174,85,0.49423,56,-0.1846,88,0.60021,80,0.43130,28,-1.3209,35,-1.0109
ENSG00000116641,DOCK7,57,0.64557,75,1.09122,24,-0.7103,22,-0.9196,44,0.26104,44,0.24662,27,-0.6039
ENSG00000125703,ATG4C,81,2.16643,23,-0.0012,23,-0.0077,13,-0.9135,31,0.55678,14,-0.7708,10,-1.3482
ENSG00000203965,EFCAB7,9,-0.5632,15,0.15529,2,-2.4200,11,-0.3861,20,0.67922,6,-1.2268,21,0.87494
ENSG00000079739,PGM1,39,0.04205,43,0.19367,48,0.36964,31,-0.3500,14,-1.5551,69,1.11831,32,-0.3003
ENSG00000158966,CACHD1,22,0.31072,25,0.48365,10,-0.8772,13,-0.4975,20,0.13633,30,0.92522,11,-0.8161
ENSG00000162434,JAK1,111,0.15327,147,0.61170,96,-0.0642,98,-0.0413,87,-0.2403,79,-0.4025,107,0.13008
ENSG00000162433,AK4,56,-0.2372,106,0.77818,141,1.26397,48,-0.4976,39,-0.8276,87,0.51868,43,-0.7412
ENSG00000116675,DNAJC6,259,-0.6267,220,-0.8747,372,-0.0640,348,-0.1874,479,0.37500,336,-0.2469,493,0.48151
ENSG00000213625,LEPROT,53,0.57860,57,0.69681,51,0.51842,12,-1.7975,31,-0.2787,59,0.84946,26,-0.6422
ENSG00000184588,PDE4B,171,1.67899,61,-0.0570,33,-0.9985,67,0.11772,54,-0.2720,52,-0.3246,48,-0.4833
ENSG00000118473,SGIP1,151,-0.1072,168,0.05686,195,0.29431,179,0.17797,216,0.51364,81,-1.1405,159,-0.0334
ENSG00000198160,MIER1,163,1.43332,99,0.58545,64,-0.1105,70,0.03215,61,-0.2117,53,-0.4488,44,-0.8038
ENSG00000142864,SERBP1,436,0.84418,294,0.20293,358,0.52061,356,0.57017,234,-0.1724,163,-0.7670,170,-0.7568
ENSG00000116717,GADD45A,37,0.22163,34,0.06440,61,1.01708,32,-0.0264,35,0.14522,18,-0.9651,29,-0.2095
ENSG00000172380,GNG12,39,1.46461,18,0.18095,30,1.00656,6,-1.5191,11,-0.5575,20,0.44268,10,-0.8842
ENSG00000116729,WLS,66,0.38507,91,0.89982,48,-0.1269,30,-0.9056,17,-1.7768,108,1.39766,36,-0.6491
ENSG00000033122,LRRC7,44,-0.9882,46,-0.9248,101,0.28465,130,0.78670,144,0.98139,47,-0.9540,60,-0.6262
ENSG00000066557,LRRC40,7,-1.8345,17,-0.6394,27,0.07538,35,0.53493,43,0.94652,15,-0.8785,24,-0.1452
ENSG00000116754,SRSF11,538,1.07494,320,0.21785,62,-2.2563,239,-0.2617,606,1.50579,120,-1.3654,164,-0.9431
ENSG00000118454,ANKRD13C,38,-0.0933,34,-0.2745,66,0.77938,41,0.02663,35,-0.2312,33,-0.3394,43,0.11531
ENSG00000132485,ZRANB2,263,0.49974,188,-0.0373,136,-0.5364,203,0.09348,305,0.84462,99,-1.0918,169,-0.2423
ENSG00000172260,NEGR1,183,-1.4821,374,-0.4046,355,-0.4834,872,1.09703,675,0.59500,305,-0.7732,401,-0.3547
ENSG00000178965,ERICH3,64,-1.1095,103,-0.3770,171,0.41357,191,0.67685,239,1.11122,52,-1.5036,93,-0.6393
ENSG00000116791,CRYZ,7,-1.2282,13,-0.2228,2,-2.9100,8,-0.9775,14,-0.1605,18,0.32088,27,1.20514
ENSG00000162623,TYW3,65,0.05838,56,-0.1575,55,-0.1829,80,0.43669,93,0.73482,26,-1.3709,57,-0.1624
ENSG00000117054,ACADM,55,-0.1504,60,-0.0336,49,-0.3399,62,0.03818,44,-0.5393,77,0.41388,67,0.17898
ENSG00000137955,RABGGTB,40,-0.0412,28,-0.6137,29,-0.5517,31,-0.4592,29,-0.5618,46,0.17129,62,0.84320
ENSG00000117069,ST6GALNAC5,1,-4.7413,37,-0.0861,2,-4.2551,57,0.67773,23,-0.8419,37,-0.0619,64,1.05656
ENSG00000142892,PIGK,17,-0.1587,12,-0.7157,30,0.67064,21,0.10827,24,0.33902,20,0.04410,15,-0.4548
ENSG00000154027,AK5,139,-0.9859,115,-1.2771,305,0.22282,448,0.97363,370,0.60232,134,-1.1135,238,-0.2032
ENSG00000036549,AC118549.1,73,1.45262,34,0.16486,18,-0.7891,15,-1.0917,42,0.60027,33,0.16941,19,-0.8483
ENSG00000077254,USP33,107,-0.4355,104,-0.4841,120,-0.2602,158,0.18524,187,0.49111,101,-0.5724,161,0.23800
ENSG00000180488,MIGA1,166,0.12473,109,-0.5329,137,-0.1825,196,0.43387,192,0.38959,115,-0.4840,142,-0.1491
ENSG00000162613,FUBP1,73,0.20265,37,-0.8290,73,0.21090,85,0.49807,86,0.53706,38,-0.8424,55,-0.2758
ENSG00000162616,DNAJB4,19,-0.8420,42,0.38801,29,-0.2172,28,-0.2764,35,0.08424,33,-0.0193,39,0.30311
ENSG00000137959,IFI44L,75,2.72136,24,0.62997,28,0.84964,8,-1.0375,7,-1.2702,15,-0.1238,2,-2.9758
ENSG00000117114,ADGRL2,4,-3.4471,37,-0.1613,10,-2.0299,61,0.70529,44,0.12536,29,-0.5852,58,0.70552
ENSG00000137941,TTLL7,1016,1.67184,287,-0.4228,407,0.12078,360,-0.0795,615,0.89993,134,-1.6672,198,-1.1349
ENSG00000142875,PRKACB,348,-0.6055,311,-0.7741,618,0.29020,585,0.22679,544,0.09697,400,-0.4261,613,0.34654
ENSG00000117133,RPF1,35,-0.1127,22,-0.7885,27,-0.4859,58,0.77539,28,-0.4890,37,-0.0036,40,0.11633
ENSG00000174021,GNG5,12,-1.4198,65,1.24917,41,0.47044,12,-1.5131,5,-2.5878,78,1.88351,19,-0.8585
ENSG00000117155,SSX2IP,59,-2.1178,174,-0.5089,194,-0.3400,444,1.14688,300,0.38793,154,-0.7452,223,-0.1462
ENSG00000162642,C1orf52,42,-0.5718,36,-0.8305,41,-0.6038,53,-0.2467,91,0.71782,55,-0.1828,73,0.33309
ENSG00000153904,DDAH1,125,-1.2759,264,-0.1382,364,0.37287,214,-0.4987,335,0.26216,402,0.59831,268,-0.1393
ENSG00000117174,ZNHIT6,106,1.08767,86,0.74407,57,0.07973,64,0.28841,54,0.00593,34,-0.7690,32,-0.9209
ENSG00000171502,COL24A1,1,-3.8773,18,-0.0223,6,-1.6256,12,-0.7793,59,2.41769,4,-2.4661,17,-0.1812
ENSG00000122417,ODF2L,73,-0.1553,133,0.79623,45,-0.8861,68,-0.3053,181,1.55671,35,-1.3541,51,-0.8178
ENSG00000097033,SH3GLB1,116,1.31902,57,0.12505,87,0.82520,32,-0.7882,55,0.09147,42,-0.3472,36,-0.6935
ENSG00000183291,SELENOF,76,-0.3183,59,-0.6969,75,-0.3456,94,0.00205,86,-0.1453,107,0.23826,113,0.37145
ENSG00000153936,HS2ST1,27,-0.7047,42,0.00183,28,-0.6365,48,0.23999,49,0.24727,54,0.45169,35,-0.3196
ENSG00000143013,LMO4,300,-2.0086,1154,0.02766,1085,-0.0685,1538,0.54682,1104,-0.0466,843,-0.4997,1366,0.36992
ENSG00000065243,PKN2,105,1.26628,96,1.11629,33,-0.5691,30,-0.7955,77,0.84546,31,-0.7294,23,-1.2507
ENSG00000137947,GTF2B,10,-1.0460,11,-0.9945,1,-4.0451,25,0.31412,17,-0.3091,28,0.50516,30,0.68872
ENSG00000137944,KYAT3,6,-1.4941,16,-0.0838,15,-0.2199,21,0.33097,11,-0.7101,15,-0.1646,24,0.72970
ENSG00000213516,RBMXL1,48,1.28945,26,0.25363,18,-0.2686,17,-0.4329,18,-0.2762,25,0.22540,16,-0.5074
ENSG00000197147,LRRC8B,88,-0.4600,75,-0.7019,84,-0.5403,162,0.55014,134,0.20086,98,-0.3280,131,0.18931
ENSG00000171488,LRRC8C,19,0.33262,16,0.09260,6,-1.4514,5,-1.7191,13,-0.2212,18,0.24826,24,0.88527
ENSG00000171492,LRRC8D,71,1.52135,15,-0.9965,18,-0.7135,23,-0.3339,29,0.04095,17,-0.7992,32,0.26694
ENSG00000162664,ZNF326,230,1.54470,109,0.28240,138,0.66268,65,-0.5596,130,0.63552,33,-1.6173,53,-0.9484
ENSG00000233593,LINC02609,14,-1.1673,19,-0.7517,27,-0.2125,24,-0.4055,19,-0.8336,50,0.83211,43,0.64391
ENSG00000122482,ZNF644,245,1.75998,145,0.83499,61,-0.5249,95,0.17638,90,0.07611,43,-1.1279,42,-1.2448
ENSG00000069702,TGFBR3,16,0.34977,33,1.53824,9,-0.5482,1,-3.3401,4,-1.8584,30,1.65414,9,-0.6942
ENSG00000172031,EPHX4,3,-3.9375,18,-1.3456,10,-2.1296,59,0.50836,40,-0.1643,31,-0.5703,79,1.28142
ENSG00000189195,BTBD8,193,-1.6610,595,0.05089,319,-0.9085,1360,1.69731,600,0.07201,251,-1.3469,460,-0.4171
ENSG00000174842,GLMN,5,-2.4218,43,0.62114,28,-0.0805,33,0.21799,36,0.37023,15,-1.1067,35,0.37880
ENSG00000122484,RPAP2,143,0.36410,187,0.80700,103,-0.1575,124,0.16131,204,1.09486,58,-1.0905,52,-1.3633
ENSG00000067208,EVI5,222,1.31005,251,1.52503,99,-0.0167,91,-0.1690,92,-0.1508,54,-1.0230,53,-1.1200
ENSG00000122406,RPL5,713,0.38118,623,0.16648,939,0.83395,536,-0.0783,307,-0.9955,663,0.29450,482,-0.2860
ENSG00000154511,DIPK1A,43,0.24104,6,-2.6753,43,0.23047,31,-0.2799,38,0.03665,24,-0.6785,55,0.81613
ENSG00000143033,MTF2,77,1.15900,38,-0.0117,21,-0.8845,40,0.09801,60,0.82575,17,-1.2538,28,-0.5428
ENSG00000117500,TMED5,32,0.29356,35,0.42493,19,-0.5091,16,-0.7931,19,-0.5940,37,0.55258,31,0.24844
ENSG00000117505,DR1,26,-0.6885,50,0.28644,41,-0.0277,39,-0.1103,42,0.04287,43,0.06491,44,0.11147
ENSG00000137942,FNBP1L,23,-0.2038,52,1.07611,32,0.30303,9,-1.7340,48,1.08912,22,-0.3387,18,-0.6680
ENSG00000067334,DNTTIP2,124,0.38669,105,0.12233,123,0.36983,141,0.67171,104,0.10847,48,-1.1578,77,-0.4390
ENSG00000023909,GCLM,20,-1.0630,51,0.38549,24,-0.7539,29,-0.5356,63,0.80063,38,-0.0889,42,0.09928
ENSG00000137962,ARHGAP29,27,-0.3294,121,2.22747,8,-2.0357,19,-0.9486,40,0.33492,20,-0.8151,29,-0.2848
