Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000173369,C1QB,0,-4.0004,4,-1.6634,9,-0.6736,2,-2.8902,18,0.44588,9,-0.6802,2,-2.5314,3,-2.1983,50,2.19726,56,2.44368,11,-0.2896
ENSG00000133216,EPHB2,7,-1.0469,17,0.32386,10,-0.4563,20,0.59677,20,0.60168,14,0.00973,16,0.25973,18,0.42157,7,-1.0506,11,-0.4000,8,-0.7900
ENSG00000004487,KDM1A,83,0.42256,91,0.58341,66,0.06653,61,-0.0451,69,0.12821,49,-0.4236,61,-0.0456,89,0.59387,50,-0.3693,34,-0.9482,31,-1.0514
ENSG00000169641,LUZP1,543,1.46688,82,-1.5048,137,-0.7405,220,-0.0177,199,-0.1760,160,-0.5470,312,0.53305,375,0.93848,58,-2.0115,86,-1.4451,189,-0.2528
ENSG00000125944,HNRNPR,89,-0.7628,162,0.16741,89,-0.7520,127,-0.2162,185,0.37060,158,0.13918,181,0.33477,191,0.47177,99,-0.6009,151,0.05035,116,-0.3480
ENSG00000125945,ZNF436,4,-1.2590,17,0.89051,5,-0.9198,9,0.02019,11,0.28353,14,0.71956,7,-0.3639,5,-0.9938,4,-1.2694,17,0.94724,9,-0.0689
ENSG00000142676,RPL11,171,-0.9646,350,0.13506,368,0.21005,153,-1.1338,254,-0.3618,269,-0.2994,154,-1.1184,262,-0.3425,531,0.80246,651,1.14466,486,0.65835
ENSG00000011007,ELOA,17,-0.8577,20,-0.5853,26,-0.2237,30,0.01870,35,0.24536,29,-0.0403,30,0.03958,45,0.73465,43,0.57309,20,-0.5822,17,-0.8351
ENSG00000057757,PITHD1,184,0.48390,176,0.41212,236,0.88304,130,-0.0656,92,-0.6038,153,0.20201,123,-0.1571,104,-0.4388,64,-1.1339,90,-0.6352,156,0.22172
ENSG00000011009,LYPLA2,27,0.50960,26,0.46948,29,0.64145,15,-0.4310,16,-0.3009,21,0.09078,11,-0.8631,21,0.11274,14,-0.4795,15,-0.4125,17,-0.1859
ENSG00000117308,GALE,8,-0.2685,24,1.43551,28,1.64151,8,-0.3515,10,-0.0505,3,-1.7816,1,-2.5659,8,-0.3297,9,-0.2179,13,0.36741,7,-0.5229
ENSG00000117305,HMGCL,13,0.33670,13,0.31774,20,0.97469,9,-0.2046,4,-1.3364,3,-1.8724,2,-2.0496,7,-0.7327,33,1.86274,15,0.54165,9,-0.2816
ENSG00000179163,FUCA1,12,0.47638,19,1.23015,18,1.14066,10,0.21705,17,1.03379,3,-1.4720,3,-1.2425,3,-1.3100,7,-0.3004,4,-0.9411,8,-0.0502
ENSG00000189266,PNRC2,20,-1.2908,53,0.16339,33,-0.5421,49,0.05199,86,0.94576,33,-0.6149,56,0.27011,46,-0.0621,55,0.24389,77,0.76063,31,-0.6496
ENSG00000188529,SRSF10,48,-0.4536,74,0.19983,63,-0.0554,92,0.55570,105,0.76221,47,-0.5385,97,0.63419,51,-0.3856,70,0.10646,52,-0.3476,47,-0.4805
ENSG00000001460,STPG1,12,0.51645,14,0.76215,4,-1.0717,14,0.68163,15,0.77837,6,-0.6919,20,1.26135,4,-1.3120,4,-1.0370,4,-1.2716,9,0.06689
ENSG00000001461,NIPAL3,180,0.26452,86,-0.8809,107,-0.5374,140,-0.1262,242,0.73875,203,0.50518,235,0.68968,162,0.10466,103,-0.5945,48,-1.7420,108,-0.5275
ENSG00000133226,SRRM1,181,-0.4176,134,-0.8731,100,-1.3113,288,0.30545,403,0.85053,214,-0.1717,313,0.43725,346,0.66922,213,-0.1693,146,-0.7430,185,-0.3796
ENSG00000169504,CLIC4,8,-1.4057,2,-3.3981,13,-0.7213,5,-2.0449,54,1.48769,18,-0.3099,6,-1.8937,10,-1.1932,98,2.63713,16,-0.5045,24,0.13682
ENSG00000117614,SYF2,81,-0.7692,101,-0.4362,63,-1.1399,104,-0.3826,178,0.45742,145,0.14597,147,0.15047,185,0.56878,146,0.14236,148,0.16233,108,-0.3319
ENSG00000117616,RSRP1,19,-1.4653,72,0.59142,32,-0.6836,227,2.68949,78,0.72401,19,-1.4774,15,-1.7485,18,-1.6266,74,0.62592,18,-1.4741,35,-0.5166
ENSG00000183726,TMEM50A,54,0.09164,94,0.99194,59,0.24209,55,0.13796,60,0.26674,26,-1.0693,26,-1.0326,46,-0.1576,64,0.35215,57,0.18750,46,-0.1558
ENSG00000204178,MACO1,76,-0.0788,63,-0.3640,33,-1.3407,100,0.35274,123,0.68413,72,-0.1843,107,0.46416,121,0.73040,60,-0.4364,38,-1.1259,54,-0.5927
ENSG00000117643,MAN1C1,52,0.67123,94,1.67030,34,-0.0056,36,0.10631,28,-0.3219,3,-3.3819,15,-1.2084,45,0.48286,21,-0.7187,48,0.52870,18,-0.9383
ENSG00000162430,SELENON,5,-1.7067,32,1.01150,13,-0.4191,21,0.29804,20,0.23352,9,-1.0671,3,-2.2332,9,-1.0218,56,1.98600,23,0.46818,13,-0.3990
ENSG00000117640,MTFR1L,58,-0.0032,75,0.38981,82,0.54212,55,-0.0821,50,-0.2290,52,-0.2022,45,-0.3906,44,-0.4786,58,-0.0216,81,0.52320,63,0.11449
ENSG00000117632,STMN1,1033,-0.2555,1199,-0.0243,2061,0.84446,1141,-0.1015,643,-0.9752,1635,0.51767,1690,0.52044,1298,0.11019,436,-1.5550,622,-1.0258,1138,-0.1060
ENSG00000158008,EXTL1,30,-0.2164,41,0.27192,27,-0.3633,52,0.66909,35,0.05315,42,0.35558,24,-0.5155,25,-0.5162,19,-0.8986,35,0.02946,47,0.51575
ENSG00000175087,PDIK1L,20,0.37048,21,0.44036,15,-0.1030,15,-0.0806,19,0.27200,22,0.55471,7,-1.1325,19,0.36331,12,-0.4593,1,-3.1264,12,-0.3557
ENSG00000142684,ZNF593,85,0.89753,35,-0.4873,60,0.35229,39,-0.3440,32,-0.6288,36,-0.4684,60,0.33321,51,0.08342,33,-0.5751,65,0.46323,45,-0.1050
ENSG00000142669,SH3BGRL3,160,0.43867,108,-0.1781,212,0.89604,89,-0.4823,82,-0.6080,173,0.62671,77,-0.6856,58,-1.1879,156,0.39933,130,0.10335,101,-0.2859
ENSG00000158062,UBXN11,15,0.01720,13,-0.2112,16,0.10973,16,0.05623,22,0.57438,13,-0.2651,4,-1.8241,7,-1.1342,13,-0.2498,38,1.46975,20,0.39136
ENSG00000117682,DHDDS,13,-0.4031,20,0.23045,22,0.35182,33,0.99418,15,-0.2093,13,-0.5308,10,-0.7686,17,-0.0602,24,0.50220,12,-0.5181,18,0.03126
ENSG00000198830,HMGN2,30,-1.8323,107,0.05767,82,-0.3551,68,-0.6317,158,0.68621,81,-0.3933,71,-0.5616,83,-0.3607,234,1.34842,170,0.80860,87,-0.2521
ENSG00000117713,ARID1A,52,-0.6437,67,-0.2689,49,-0.7338,91,0.21187,128,0.75805,57,-0.5520,88,0.16707,85,0.12277,118,0.62423,85,0.10894,70,-0.1920
ENSG00000204160,ZDHHC18,22,0.51778,25,0.73607,11,-0.5447,20,0.42942,18,0.25399,13,-0.2565,12,-0.3903,17,0.19832,6,-1.3470,3,-2.0896,22,0.58021
ENSG00000142751,GPN2,5,-1.7698,22,0.34752,22,0.36368,12,-0.5256,25,0.57518,16,-0.1175,16,-0.1129,21,0.30262,34,1.04035,10,-0.8595,6,-1.4401
ENSG00000198746,GPATCH3,13,0.28744,16,0.65597,12,0.21791,8,-0.3716,17,0.72822,12,0.26000,7,-0.5981,5,-1.0667,7,-0.5309,12,0.20949,9,-0.1874
ENSG00000090273,NUDC,217,-0.0680,285,0.36358,253,0.17321,166,-0.4804,197,-0.2161,200,-0.2116,227,0.00573,229,0.01711,198,-0.2058,280,0.33431,264,0.23943
ENSG00000253368,TRNP1,75,0.80721,41,-0.1387,83,0.98174,30,-0.5969,24,-0.9713,27,-0.8258,34,-0.4381,59,0.47947,16,-1.5339,54,0.28413,55,0.32913
ENSG00000090020,SLC9A1,40,1.08448,19,-0.0496,38,1.02474,20,0.01986,8,-1.3428,15,-0.4539,22,0.16466,22,0.15706,5,-2.0627,9,-1.1731,25,0.32058
ENSG00000142784,WDTC1,20,-0.2124,31,0.50143,27,0.29204,18,-0.3657,24,0.11862,19,-0.2761,14,-0.6726,16,-0.5239,28,0.36607,34,0.64909,25,0.17600
ENSG00000186501,TMEM222,30,-0.2554,44,0.34633,50,0.54306,33,-0.0935,20,-0.8759,45,0.41535,15,-1.2567,21,-0.8256,50,0.51852,44,0.34842,42,0.25300
ENSG00000158195,WASF2,15,-1.5058,17,-1.3773,8,-2.3473,14,-1.6540,122,1.76866,34,-0.3541,35,-0.2904,23,-0.9869,138,1.99499,52,0.31340,34,-0.3388
ENSG00000126705,AHDC1,22,-0.9139,41,0.03763,34,-0.2541,56,0.50506,45,0.17309,49,0.33996,56,0.52049,36,-0.2150,41,0.00577,31,-0.4108,30,-0.4788
ENSG00000126709,IFI6,333,1.64754,54,-1.2407,129,0.06668,150,0.30836,58,-1.1578,136,0.16782,94,-0.4174,60,-1.1736,242,1.08860,72,-0.8319,82,-0.6357
ENSG00000009780,FAM76A,12,-1.0032,26,0.09528,17,-0.5391,53,1.23038,37,0.65291,27,0.14002,18,-0.4972,21,-0.2249,27,0.13323,21,-0.2219,12,-1.1172
ENSG00000117758,STX12,113,0.24390,123,0.37399,101,0.06874,96,-0.0028,73,-0.4344,128,0.48948,100,0.06073,87,-0.1740,80,-0.2869,76,-0.3656,63,-0.6426
ENSG00000117751,PPP1R8,19,0.05043,25,0.48868,17,-0.0901,20,0.15757,15,-0.2980,10,-1.0027,16,-0.2206,15,-0.3620,29,0.74495,30,0.79939,17,-0.1100
ENSG00000117748,RPA2,45,0.12046,60,0.57495,61,0.59978,27,-0.6824,25,-0.7982,68,0.85651,32,-0.3939,25,-0.8543,47,0.17327,28,-0.6140,34,-0.3081
ENSG00000158161,EYA3,8,-0.0248,12,0.51207,11,0.37054,18,1.22661,10,0.25608,6,-0.6110,9,0.09910,3,-1.3329,10,0.22936,5,-0.6383,8,-0.1103
ENSG00000126698,DNAJC8,232,-0.2268,216,-0.3331,162,-0.7691,204,-0.4238,288,0.11030,298,0.18119,365,0.48792,373,0.58044,185,-0.5720,254,-0.0867,239,-0.1762
ENSG00000130770,ATP5IF1,484,0.29718,630,0.72225,604,0.65462,305,-0.4199,233,-0.8294,323,-0.3578,328,-0.3076,425,0.10307,170,-1.3054,569,0.55712,387,-0.0540
ENSG00000204138,PHACTR4,15,-0.8986,21,-0.4118,10,-1.5074,19,-0.6003,82,1.77095,34,0.32276,14,-0.9820,27,-0.0334,38,0.49283,23,-0.3221,19,-0.5971
ENSG00000180098,TRNAU1AP,11,-0.0483,12,0.09953,12,0.09359,28,1.42305,16,0.46117,7,-0.8062,5,-1.2505,9,-0.4834,8,-0.5800,15,0.36096,13,0.13154
ENSG00000120656,TAF12,11,0.12370,9,-0.1914,21,1.07660,14,0.42500,13,0.26240,4,-1.5090,9,-0.1780,7,-0.7007,14,0.46301,14,0.37982,11,0.01474
ENSG00000162419,GMEB1,8,-0.7186,17,0.32542,10,-0.4543,13,-0.0532,21,0.71496,14,0.03705,15,0.18160,12,-0.1630,16,0.27460,16,0.28481,6,-1.0677
ENSG00000198492,YTHDF2,137,0.41830,107,0.02029,101,-0.0708,110,0.06111,82,-0.3840,134,0.41251,102,-0.0447,134,0.41424,65,-0.7463,54,-1.0269,78,-0.4603
ENSG00000116329,OPRD1,12,-0.1664,30,1.36081,14,0.13440,21,0.76956,9,-0.5531,2,-2.4029,18,0.50516,20,0.78717,2,-2.4635,7,-0.8339,9,-0.5101
ENSG00000159023,EPB41,35,0.45098,9,-1.5390,10,-1.3743,56,1.22932,33,0.34113,14,-0.9746,41,0.72256,35,0.49423,18,-0.5907,2,-3.6397,38,0.58702
ENSG00000116350,SRSF4,55,-0.6964,69,-0.3460,53,-0.7392,109,0.37101,124,0.57906,95,0.17637,113,0.43202,99,0.24804,90,0.06646,50,-0.8120,66,-0.4011
ENSG00000116353,MECR,42,0.66726,37,0.46087,32,0.23091,34,0.32943,21,-0.4395,30,0.15028,24,-0.2308,20,-0.5365,21,-0.4252,22,-0.3458,26,-0.0835
ENSG00000060656,PTPRU,15,0.15119,7,-0.8577,8,-0.8389,24,0.89659,26,1.02413,21,0.77893,16,0.29101,5,-1.3717,8,-0.8257,5,-1.2933,13,-0.0635
ENSG00000162511,LAPTM5,6,-1.9616,7,-1.8740,12,-1.0110,3,-2.8714,26,0.09028,14,-0.8636,3,-2.7772,11,-1.2596,89,2.21358,101,2.45495,18,-0.4219
ENSG00000162512,SDC3,70,-0.2594,80,-0.0535,46,-0.9091,66,-0.3539,103,0.34277,58,-0.5919,51,-0.7286,68,-0.3275,257,1.89865,105,0.36377,49,-0.8118
ENSG00000134644,PUM1,104,-0.6686,164,0.03310,116,-0.5034,167,0.06142,179,0.17072,196,0.34855,190,0.26853,210,0.47204,109,-0.5942,97,-0.7677,148,-0.1302
ENSG00000060688,SNRNP40,18,0.53374,8,-0.7044,23,0.86220,12,-0.0827,17,0.39835,10,-0.4750,18,0.49133,15,0.23122,10,-0.3531,6,-1.1344,8,-0.7895
ENSG00000121766,ZCCHC17,121,-0.3940,194,0.33616,108,-0.5694,133,-0.2584,176,0.17988,180,0.23886,222,0.55175,189,0.32134,91,-0.8230,134,-0.2397,120,-0.4083
ENSG00000121769,FABP3,170,0.99134,87,-0.0888,110,0.28925,84,-0.1281,53,-0.8372,136,0.69611,91,-0.0033,97,0.09679,19,-2.3205,49,-0.9552,63,-0.5836
ENSG00000162517,PEF1,71,0.29511,96,0.78911,103,0.90124,50,-0.2439,45,-0.3955,42,-0.5295,61,0.05432,51,-0.2252,38,-0.6759,55,-0.0932,56,-0.0769
ENSG00000084636,COL16A1,18,-0.4736,22,-0.2115,16,-0.6240,49,1.08192,47,1.02017,34,0.51739,7,-1.7896,2,-3.6396,63,1.52289,13,-1.0120,17,-0.5709
ENSG00000121753,ADGRB2,126,-0.3855,294,0.96749,153,-0.0839,200,0.33793,141,-0.2127,183,0.21373,179,0.16584,95,-0.8626,103,-0.6859,204,0.36696,142,-0.1956
ENSG00000184007,PTP4A2,130,-0.9029,140,-0.7955,110,-1.1536,196,-0.2815,413,0.90438,335,0.62430,227,-0.0555,263,0.19406,223,-0.0791,172,-0.4822,249,0.09218
ENSG00000121774,KHDRBS1,78,-0.8446,188,0.52126,154,0.20809,112,-0.2848,172,0.37652,114,-0.2893,151,0.16917,145,0.12436,126,-0.1131,143,0.08793,116,-0.2405
ENSG00000121775,TMEM39B,8,-0.2987,22,1.26770,14,0.51246,15,0.63591,3,-1.5982,11,0.14641,7,-0.4566,9,-0.0726,7,-0.5633,3,-1.5666,9,-0.1729
ENSG00000025800,KPNA6,123,0.31616,115,0.20292,53,-0.9681,149,0.61789,140,0.52381,92,-0.1495,126,0.34961,112,0.18090,63,-0.7083,72,-0.5137,60,-0.7940
ENSG00000084652,TXLNA,24,0.06757,23,-0.0019,29,0.36014,30,0.42079,31,0.45593,13,-0.8846,27,0.27876,19,-0.3194,42,0.94946,10,-1.2264,18,-0.3431
ENSG00000160050,CCDC28B,15,0.25264,20,0.69801,13,0.05411,5,-1.1817,14,0.12578,5,-1.2804,2,-2.4218,12,-0.0873,20,0.71217,32,1.53647,7,-0.7791
ENSG00000084623,EIF3I,129,0.66712,114,0.47556,98,0.23228,64,-0.4296,84,-0.0056,69,-0.3285,75,-0.1803,85,0.00465,62,-0.4701,72,-0.2405,92,0.12564
ENSG00000175130,MARCKSL1,43,-1.4964,23,-2.4278,74,-0.7002,49,-1.3091,227,1.07195,110,-0.1076,68,-0.8303,97,-0.3078,365,1.91669,147,0.35862,110,-0.0905
ENSG00000160058,BSDC1,47,-0.0614,52,0.10451,60,0.30928,61,0.34427,52,0.09721,49,0.00320,53,0.11671,37,-0.4640,63,0.39181,37,-0.4086,39,-0.3437
ENSG00000160062,ZBTB8A,5,-2.0225,34,0.87440,3,-2.4954,20,0.00604,28,0.54010,16,-0.3091,14,-0.4670,25,0.39653,28,0.52973,29,0.57976,13,-0.6200
ENSG00000176261,ZBTB8OS,26,-0.3600,36,0.11442,35,0.07187,35,0.09485,30,-0.1461,23,-0.5917,16,-1.1079,40,0.31293,31,-0.1290,44,0.43138,54,0.75153
ENSG00000162521,RBBP4,81,-0.4839,131,0.27391,72,-0.6579,126,0.20967,90,-0.3177,109,-0.0267,101,-0.1371,150,0.53363,146,0.43640,110,-0.0101,62,-0.8740
ENSG00000162522,KIAA1522,14,-0.1268,36,1.42474,14,-0.1070,11,-0.4824,11,-0.4999,5,-1.6518,4,-1.8497,11,-0.5128,18,0.31395,40,1.61195,15,-0.0328
ENSG00000134684,YARS,148,0.44504,165,0.62781,162,0.59711,101,-0.1481,53,-1.1282,110,-0.0226,103,-0.1276,135,0.32856,68,-0.7574,63,-0.8670,96,-0.2336
ENSG00000160097,FNDC5,18,-0.9313,22,-0.6298,72,1.20311,26,-0.4371,18,-0.9775,25,-0.5019,20,-0.7710,80,1.60810,12,-1.5674,21,-0.7500,25,-0.4912
ENSG00000121905,HPCA,29,-2.1957,270,1.25523,145,0.23773,74,-0.7882,55,-1.2495,160,0.43727,90,-0.5099,138,0.17633,39,-1.7618,208,0.82013,116,-0.1174
ENSG00000121900,TMEM54,26,0.01288,20,-0.4238,52,1.11213,11,-1.2682,19,-0.4672,18,-0.5858,10,-1.4553,21,-0.3454,32,0.30880,45,0.86321,46,0.88144
ENSG00000116514,RNF19B,21,0.44762,22,0.53392,20,0.33928,15,-0.1029,11,-0.4707,13,-0.2636,23,0.56281,22,0.54381,12,-0.4155,4,-1.8585,7,-1.2320
ENSG00000004455,AK2,39,0.75004,18,-0.4914,21,-0.2578,29,0.27870,24,-0.0217,9,-1.4981,14,-0.7969,13,-0.9810,46,1.01522,48,1.08264,33,0.47096
ENSG00000142920,AZIN2,16,0.28743,21,0.75238,27,1.17444,19,0.54151,4,-1.6407,11,-0.3291,6,-1.0375,4,-1.8152,22,0.78803,7,-0.8279,18,0.52196
ENSG00000160094,ZNF362,3,-2.2940,23,0.38063,22,0.35051,17,-0.0900,22,0.31291,20,0.19224,13,-0.4701,14,-0.4347,17,-0.0753,29,0.77305,18,0.01566
ENSG00000134686,PHC2,35,-0.3688,43,-0.0860,86,1.02701,30,-0.6386,34,-0.4186,50,0.17667,32,-0.5129,51,0.20585,40,-0.2011,35,-0.3865,50,0.16422
ENSG00000121904,CSMD2,2,-2.0129,8,0.01843,6,-0.5148,33,2.28679,20,1.34071,0,-3.8980,6,-0.4847,8,-0.1089,0,-3.3646,11,0.40592,7,-0.2981
ENSG00000163866,SMIM12,107,1.06531,56,0.01810,110,1.11333,46,-0.2773,36,-0.6680,55,-0.0141,33,-0.7870,45,-0.3376,39,-0.5328,40,-0.4841,51,-0.1104
ENSG00000116544,DLGAP3,9,-1.9678,59,0.77680,31,-0.2229,22,-0.7461,25,-0.5807,34,-0.0937,19,-0.9645,17,-1.1982,65,0.93456,98,1.63919,39,0.13862
ENSG00000163867,ZMYM6,15,-0.4962,33,0.73881,16,-0.4131,32,0.67022,19,-0.1194,16,-0.3802,14,-0.5565,30,0.62805,13,-0.6314,12,-0.7713,22,0.09558
ENSG00000116560,SFPQ,178,-0.2805,169,-0.3673,170,-0.3528,336,0.71995,349,0.78436,181,-0.2777,256,0.28182,239,0.19387,192,-0.1658,145,-0.5923,143,-0.6166
ENSG00000146463,ZMYM4,52,-0.4165,53,-0.3942,70,0.04062,70,0.04266,83,0.32197,42,-0.7686,74,0.12470,104,0.75407,58,-0.2405,65,-0.0625,66,-0.0378
ENSG00000142687,KIAA0319L,66,-0.0594,68,0.00185,55,-0.3357,77,0.19390,67,-0.0260,62,-0.1587,74,0.13131,89,0.46556,66,-0.0413,63,-0.1177,47,-0.5543
ENSG00000020129,NCDN,459,0.19418,1207,1.83012,527,0.41198,367,-0.1564,272,-0.6151,292,-0.5473,276,-0.5955,300,-0.5023,128,-1.7443,645,0.73978,212,-0.9885
ENSG00000126067,PSMB2,104,0.56070,89,0.31631,125,0.86463,62,-0.2414,36,-1.0724,70,-0.0617,79,0.11736,51,-0.5889,83,0.20508,62,-0.2396,64,-0.1884
ENSG00000142686,C1orf216,121,0.56285,148,0.89851,145,0.85617,98,0.22764,63,-0.4581,71,-0.2876,89,0.07337,62,-0.5059,31,-1.5282,68,-0.3280,71,-0.2692
ENSG00000134698,AGO4,2,-2.3893,11,-0.0731,16,0.48670,17,0.52847,18,0.66550,7,-0.8578,10,-0.2767,10,-0.1934,19,0.76089,19,0.70375,7,-0.7773
ENSG00000092847,AGO1,31,-0.4041,46,0.20134,36,-0.2023,52,0.38674,52,0.37328,40,-0.0160,42,0.04419,34,-0.2979,31,-0.4055,50,0.31365,41,-0.0043
ENSG00000126070,AGO3,33,-0.5547,25,-0.9866,23,-1.1281,117,1.46367,74,0.68491,28,-0.8471,55,0.20706,50,0.06647,76,0.73219,21,-1.2623,43,-0.1568
ENSG00000116863,ADPRHL2,14,-0.0900,20,0.52415,20,0.51260,10,-0.5416,23,0.70695,11,-0.4523,10,-0.5794,16,0.16342,16,0.16170,9,-0.7437,13,-0.1857
ENSG00000054116,TRAPPC3,56,0.86076,55,0.81897,59,0.94713,35,0.09187,16,-1.0761,20,-0.8246,22,-0.6135,28,-0.2321,21,-0.6347,49,0.65666,15,-1.1365
ENSG00000116871,MAP7D1,153,-0.1300,264,0.73670,151,-0.1489,147,-0.1925,178,0.10615,150,-0.1710,166,-0.0035,160,-0.0682,145,-0.2123,210,0.37041,128,-0.4052
ENSG00000054118,THRAP3,175,-0.3793,209,-0.1060,99,-1.2341,236,0.08330,344,0.68507,214,-0.0776,314,0.53639,322,0.64031,156,-0.5517,168,-0.4470,138,-0.7429
ENSG00000196182,STK40,13,-0.0119,13,-0.0470,28,1.15698,12,-0.2053,7,-0.8748,12,-0.2329,8,-0.8629,9,-0.6457,20,0.56230,16,0.28019,17,0.38387
ENSG00000181817,LSM10,25,-0.2716,50,0.81193,42,0.50185,16,-0.9947,15,-1.0498,24,-0.3973,23,-0.4061,36,0.30849,20,-0.6339,48,0.71752,35,0.20584
ENSG00000116885,OSCP1,22,0.36412,34,1.05980,32,0.95824,13,-0.4467,8,-1.1334,14,-0.3634,14,-0.3251,20,0.21769,12,-0.5106,16,-0.1634,8,-1.1449
ENSG00000116898,MRPS15,50,0.18508,58,0.40738,59,0.44001,41,-0.1097,29,-0.6642,28,-0.7449,45,0.03137,48,0.14208,40,-0.1806,46,0.04875,58,0.40554
ENSG00000163873,GRIK3,4,-1.9942,4,-2.1308,23,0.35571,32,0.87676,38,1.18908,40,1.44706,10,-0.8393,14,-0.3930,3,-2.7270,2,-3.2963,12,-0.5541
ENSG00000163875,MEAF6,121,0.06433,104,-0.1680,171,0.61306,106,-0.1379,100,-0.2357,131,0.21174,152,0.42832,112,-0.0563,74,-0.6850,91,-0.3716,102,-0.1947
ENSG00000163877,SNIP1,11,-0.5930,25,0.63539,11,-0.6554,19,0.18382,30,0.93980,12,-0.5776,15,-0.1545,17,0.05515,26,0.70105,13,-0.3728,9,-0.9417
ENSG00000134697,GNL2,27,-0.3127,22,-0.5903,32,-0.0144,26,-0.3357,50,0.68494,33,0.00421,63,1.04502,43,0.46970,14,-1.2356,21,-0.6842,18,-0.8979
ENSG00000116922,C1orf109,25,0.65798,24,0.58414,18,0.14132,24,0.60818,10,-0.6538,12,-0.4948,9,-0.8363,8,-1.0147,30,0.96080,12,-0.4145,18,0.17007
ENSG00000183317,EPHA10,14,0.81005,13,0.64678,8,-0.0049,18,1.20678,3,-1.5851,7,-0.2568,8,-0.1406,4,-0.9494,8,-0.1296,9,0.11500,5,-0.6592
ENSG00000185090,MANEAL,32,0.66215,28,0.42669,29,0.47590,25,0.24170,9,-1.3105,17,-0.3400,16,-0.4350,25,0.25943,13,-0.7097,26,0.28744,15,-0.5597
ENSG00000196449,YRDC,8,-0.2026,14,0.74917,15,0.80083,6,-0.6326,6,-0.5007,9,0.01416,8,-0.1555,12,0.54715,2,-1.7348,7,-0.3392,6,-0.5080
ENSG00000197982,C1orf122,100,-0.4649,106,-0.3730,164,0.31372,75,-0.9002,133,-0.0204,123,-0.1499,53,-1.4035,128,-0.0909,206,0.67291,225,0.81874,188,0.53165
ENSG00000188786,MTF1,14,-0.1400,16,0.10456,12,-0.3325,12,-0.3887,19,0.35752,15,0.00409,13,-0.2695,13,-0.2676,30,1.08735,11,-0.4855,14,-0.0948
ENSG00000183431,SF3A3,59,0.22944,74,0.60153,56,0.16134,47,-0.1166,46,-0.1381,49,-0.0470,48,-0.0821,61,0.31697,35,-0.5540,45,-0.1994,28,-0.8889
ENSG00000183520,UTP11,34,-0.1536,35,-0.1107,25,-0.6194,31,-0.2955,63,0.83597,22,-0.8843,46,0.30176,60,0.82456,25,-0.6164,47,0.35728,19,-1.0098
ENSG00000185668,POU3F1,44,2.25021,30,1.50308,14,0.22687,5,-1.0971,0,-5.2992,2,-2.6363,2,-2.3711,7,-0.8042,2,-2.2367,22,1.00297,15,0.37467
ENSG00000116954,RRAGC,77,0.74460,63,0.41092,62,0.38609,36,-0.4622,42,-0.2018,38,-0.3999,41,-0.2557,49,0.03973,47,-0.0446,49,0.04002,36,-0.4512
ENSG00000174574,AKIRIN1,76,-0.1276,103,0.35109,78,-0.0765,94,0.21137,57,-0.5735,89,0.13634,69,-0.2748,75,-0.1482,88,0.10441,83,0.02009,93,0.18814
ENSG00000168653,NDUFS5,763,0.25480,801,0.33251,977,0.65233,505,-0.3864,367,-0.8713,619,-0.0787,568,-0.2063,652,0.00987,351,-0.9393,804,0.33932,753,0.23455
ENSG00000127603,MACF1,191,-0.9179,100,-1.8790,169,-1.1053,402,0.22390,841,1.45150,277,-0.3857,472,0.48230,388,0.18570,606,0.88943,169,-1.1042,250,-0.5130
ENSG00000090621,PABPC4,41,-0.6868,44,-0.5807,32,-1.0401,55,-0.2302,81,0.36815,68,0.08704,77,0.28088,65,0.00348,82,0.38793,95,0.62231,63,-0.0263
ENSG00000116983,HPCAL4,117,-1.4316,419,0.52763,218,-0.4930,237,-0.3653,458,0.67083,266,-0.2030,385,0.39088,235,-0.4097,271,-0.1619,564,1.01740,234,-0.3835
ENSG00000084072,PPIE,26,-0.1438,41,0.55595,56,1.06843,23,-0.3548,18,-0.7125,22,-0.4404,22,-0.4334,31,0.10282,32,0.17531,29,-0.0042,22,-0.3836
ENSG00000043514,TRIT1,6,-0.5247,22,1.48273,6,-0.6166,19,1.23262,14,0.66300,10,0.23582,5,-0.6932,2,-2.1054,10,0.18435,3,-1.3055,4,-1.0205
ENSG00000131236,CAP1,181,0.40911,174,0.34494,124,-0.1762,138,-0.0159,157,0.18677,126,-0.1668,138,-0.0202,123,-0.2067,176,0.37181,125,-0.1697,100,-0.5048
ENSG00000131238,PPT1,161,0.56645,168,0.63889,135,0.29420,99,-0.1934,73,-0.6550,77,-0.6114,80,-0.5278,122,0.14150,138,0.32350,126,0.17831,81,-0.4972
ENSG00000117000,RLF,19,-0.8154,30,-0.1135,17,-0.9427,70,1.23367,55,0.84433,19,-0.8353,34,0.06886,51,0.79032,25,-0.4016,12,-1.4668,20,-0.7560
