Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000117632,STMN1,1033,-0.2555,1630,0.51198,1141,-0.1015,643,-0.9752,1635,0.51767,1429,0.30806,436,-1.5550,622,-1.0258,1138,-0.1060
ENSG00000158008,EXTL1,30,-0.2164,34,-0.0176,52,0.66909,35,0.05315,42,0.35558,25,-0.5725,19,-0.8986,35,0.02946,47,0.51575
ENSG00000175087,PDIK1L,20,0.37048,18,0.20826,15,-0.0806,19,0.27200,22,0.55471,15,-0.0376,12,-0.4593,1,-3.1264,12,-0.3557
ENSG00000142684,ZNF593,85,0.89753,48,-0.0176,39,-0.3440,32,-0.6288,36,-0.4684,54,0.20186,33,-0.5751,65,0.46323,45,-0.1050
ENSG00000142669,SH3BGRL3,160,0.43867,160,0.48505,89,-0.4823,82,-0.6080,173,0.62671,64,-1.0947,156,0.39933,130,0.10335,101,-0.2859
ENSG00000158062,UBXN11,15,0.01720,15,-0.0470,16,0.05623,22,0.57438,13,-0.2651,6,-1.4412,13,-0.2498,38,1.46975,20,0.39136
ENSG00000117682,DHDDS,13,-0.4031,21,0.32192,33,0.99418,15,-0.2093,13,-0.5308,15,-0.3074,24,0.50220,12,-0.5181,18,0.03126
ENSG00000198830,HMGN2,30,-1.8323,94,-0.1478,68,-0.6317,158,0.68621,81,-0.3933,79,-0.4754,234,1.34842,170,0.80860,87,-0.2521
ENSG00000117713,ARID1A,52,-0.6437,58,-0.5217,91,0.21187,128,0.75805,57,-0.5520,86,0.15825,118,0.62423,85,0.10894,70,-0.1920
ENSG00000204160,ZDHHC18,22,0.51778,18,0.23159,20,0.42942,18,0.25399,13,-0.2565,16,0.01309,6,-1.3470,3,-2.0896,22,0.58021
ENSG00000142751,GPN2,5,-1.7698,22,0.39275,12,-0.5256,25,0.57518,16,-0.1175,19,0.18808,34,1.04035,10,-0.8595,6,-1.4401
ENSG00000198746,GPATCH3,13,0.28744,14,0.49899,8,-0.3716,17,0.72822,12,0.26000,6,-0.9796,7,-0.5309,12,0.20949,9,-0.1874
ENSG00000090273,NUDC,217,-0.0680,269,0.29832,166,-0.4804,197,-0.2161,200,-0.2116,228,0.01486,198,-0.2058,280,0.33431,264,0.23943
ENSG00000253368,TRNP1,75,0.80721,62,0.56253,30,-0.5969,24,-0.9713,27,-0.8258,51,0.22926,16,-1.5339,54,0.28413,55,0.32913
ENSG00000090020,SLC9A1,40,1.08448,29,0.62912,20,0.01986,8,-1.3428,15,-0.4539,22,0.18251,5,-2.0627,9,-1.1731,25,0.32058
ENSG00000142784,WDTC1,20,-0.2124,29,0.44228,18,-0.3657,24,0.11862,19,-0.2761,16,-0.6346,28,0.36607,34,0.64909,25,0.17600
ENSG00000186501,TMEM222,30,-0.2554,47,0.49585,33,-0.0935,20,-0.8759,45,0.41535,19,-1.0475,50,0.51852,44,0.34842,42,0.25300
ENSG00000158195,WASF2,15,-1.5058,13,-1.8761,14,-1.6540,122,1.76866,34,-0.3541,27,-0.7903,138,1.99499,52,0.31340,34,-0.3388
ENSG00000126705,AHDC1,22,-0.9139,38,-0.1108,56,0.50506,45,0.17309,49,0.33996,42,0.09137,41,0.00577,31,-0.4108,30,-0.4788
ENSG00000126709,IFI6,333,1.64754,92,-0.4941,150,0.30836,58,-1.1578,136,0.16782,71,-0.9636,242,1.08860,72,-0.8319,82,-0.6357
ENSG00000009780,FAM76A,12,-1.0032,22,-0.2081,53,1.23038,37,0.65291,27,0.14002,20,-0.3514,27,0.13323,21,-0.2219,12,-1.1172
ENSG00000117758,STX12,113,0.24390,112,0.25063,96,-0.0028,73,-0.4344,128,0.48948,92,-0.0994,80,-0.2869,76,-0.3656,63,-0.6426
ENSG00000117751,PPP1R8,19,0.05043,21,0.24515,20,0.15757,15,-0.2980,10,-1.0027,15,-0.3486,29,0.74495,30,0.79939,17,-0.1100
ENSG00000117748,RPA2,45,0.12046,61,0.65487,27,-0.6824,25,-0.7982,68,0.85651,27,-0.7540,47,0.17327,28,-0.6140,34,-0.3081
ENSG00000158161,EYA3,8,-0.0248,11,0.49058,18,1.22661,10,0.25608,6,-0.6110,5,-0.7739,10,0.22936,5,-0.6383,8,-0.1103
ENSG00000126698,DNAJC8,232,-0.2268,189,-0.5766,204,-0.4238,288,0.11030,298,0.18119,370,0.63886,185,-0.5720,254,-0.0867,239,-0.1762
ENSG00000130770,ATP5IF1,484,0.29718,617,0.77131,305,-0.4199,233,-0.8294,323,-0.3578,393,-0.0352,170,-1.3054,569,0.55712,387,-0.0540
ENSG00000204138,PHACTR4,15,-0.8986,16,-0.9244,19,-0.6003,82,1.77095,34,0.32276,23,-0.3425,38,0.49283,23,-0.3221,19,-0.5971
ENSG00000180098,TRNAU1AP,11,-0.0483,12,0.10567,28,1.42305,16,0.46117,7,-0.8062,7,-0.7777,8,-0.5800,15,0.36096,13,0.13154
ENSG00000120656,TAF12,11,0.12370,15,0.61232,14,0.42500,13,0.26240,4,-1.5090,8,-0.5586,14,0.46301,14,0.37982,11,0.01474
ENSG00000162419,GMEB1,8,-0.7186,13,-0.0218,13,-0.0532,21,0.71496,14,0.03705,13,-0.0385,16,0.27460,16,0.28481,6,-1.0677
ENSG00000198492,YTHDF2,137,0.41830,104,-0.0269,110,0.06111,82,-0.3840,134,0.41251,123,0.30043,65,-0.7463,54,-1.0269,78,-0.4603
ENSG00000116329,OPRD1,12,-0.1664,22,0.95115,21,0.76956,9,-0.5531,2,-2.4029,20,0.80945,2,-2.4635,7,-0.8339,9,-0.5101
ENSG00000159023,EPB41,35,0.45098,10,-1.5355,56,1.22932,33,0.34113,14,-0.9746,37,0.68103,18,-0.5907,2,-3.6397,38,0.58702
ENSG00000116350,SRSF4,55,-0.6964,61,-0.5705,109,0.37101,124,0.57906,95,0.17637,104,0.36469,90,0.06646,50,-0.8120,66,-0.4011
ENSG00000116353,MECR,42,0.66726,34,0.38601,34,0.32943,21,-0.4395,30,0.15028,21,-0.4733,21,-0.4252,22,-0.3458,26,-0.0835
ENSG00000060656,PTPRU,15,0.15119,8,-0.9054,24,0.89659,26,1.02413,21,0.77893,9,-0.6750,8,-0.8257,5,-1.2933,13,-0.0635
ENSG00000162511,LAPTM5,6,-1.9616,9,-1.4614,3,-2.8714,26,0.09028,14,-0.8636,8,-1.7366,89,2.21358,101,2.45495,18,-0.4219
ENSG00000162512,SDC3,70,-0.2594,63,-0.4589,66,-0.3539,103,0.34277,58,-0.5919,63,-0.5057,257,1.89865,105,0.36377,49,-0.8118
ENSG00000134644,PUM1,104,-0.6686,140,-0.2315,167,0.06142,179,0.17072,196,0.34855,204,0.46355,109,-0.5942,97,-0.7677,148,-0.1302
ENSG00000060688,SNRNP40,18,0.53374,15,0.27382,12,-0.0827,17,0.39835,10,-0.4750,16,0.37973,10,-0.3531,6,-1.1344,8,-0.7895
ENSG00000121766,ZCCHC17,121,-0.3940,151,-0.0617,133,-0.2584,176,0.17988,180,0.23886,200,0.47299,91,-0.8230,134,-0.2397,120,-0.4083
ENSG00000121769,FABP3,170,0.99134,98,0.12099,84,-0.1281,53,-0.8372,136,0.69611,95,0.07038,19,-2.3205,49,-0.9552,63,-0.5836
ENSG00000162517,PEF1,71,0.29511,99,0.95456,50,-0.2439,45,-0.3955,42,-0.5295,54,-0.1378,38,-0.6759,55,-0.0932,56,-0.0769
ENSG00000084636,COL16A1,18,-0.4736,19,-0.4366,49,1.08192,47,1.02017,34,0.51739,4,-2.9283,63,1.52289,13,-1.0120,17,-0.5709
ENSG00000121753,ADGRB2,126,-0.3855,223,0.57401,200,0.33793,141,-0.2127,183,0.21373,123,-0.4861,103,-0.6859,204,0.36696,142,-0.1956
ENSG00000184007,PTP4A2,130,-0.9029,125,-1.0269,196,-0.2815,413,0.90438,335,0.62430,251,0.12428,223,-0.0791,172,-0.4822,249,0.09218
ENSG00000121774,KHDRBS1,78,-0.8446,171,0.41055,112,-0.2848,172,0.37652,114,-0.2893,147,0.16029,126,-0.1131,143,0.08793,116,-0.2405
ENSG00000121775,TMEM39B,8,-0.2987,18,1.04900,15,0.63591,3,-1.5982,11,0.14641,9,-0.2214,7,-0.5633,3,-1.5666,9,-0.1729
ENSG00000025800,KPNA6,123,0.31616,84,-0.3038,149,0.61789,140,0.52381,92,-0.1495,117,0.27909,63,-0.7083,72,-0.5137,60,-0.7940
ENSG00000084652,TXLNA,24,0.06757,26,0.20691,30,0.42079,31,0.45593,13,-0.8846,22,-0.0975,42,0.94946,10,-1.2264,18,-0.3431
ENSG00000160050,CCDC28B,15,0.25264,16,0.44784,5,-1.1817,14,0.12578,5,-1.2804,9,-0.6399,20,0.71217,32,1.53647,7,-0.7791
ENSG00000084623,EIF3I,129,0.66712,106,0.39548,64,-0.4296,84,-0.0056,69,-0.3285,82,-0.0658,62,-0.4701,72,-0.2405,92,0.12564
ENSG00000175130,MARCKSL1,43,-1.4964,48,-1.4100,49,-1.3091,227,1.07195,110,-0.1076,88,-0.5218,365,1.91669,147,0.35862,110,-0.0905
ENSG00000160058,BSDC1,47,-0.0614,56,0.23057,61,0.34427,52,0.09721,49,0.00320,42,-0.2691,63,0.39181,37,-0.4086,39,-0.3437
ENSG00000160062,ZBTB8A,5,-2.0225,19,-0.0762,20,0.00604,28,0.54010,16,-0.3091,21,0.15181,28,0.52973,29,0.57976,13,-0.6200
ENSG00000176261,ZBTB8OS,26,-0.3600,35,0.10206,35,0.09485,30,-0.1461,23,-0.5917,32,-0.0766,31,-0.1290,44,0.43138,54,0.75153
ENSG00000162521,RBBP4,81,-0.4839,102,-0.1392,126,0.20967,90,-0.3177,109,-0.0267,133,0.36575,146,0.43640,110,-0.0101,62,-0.8740
ENSG00000162522,KIAA1522,14,-0.1268,25,0.90993,11,-0.4824,11,-0.4999,5,-1.6518,9,-0.9351,18,0.31395,40,1.61195,15,-0.0328
ENSG00000134684,YARS,148,0.44504,164,0.68362,101,-0.1481,53,-1.1282,110,-0.0226,124,0.20349,68,-0.7574,63,-0.8670,96,-0.2336
ENSG00000160097,FNDC5,18,-0.9313,47,0.56597,26,-0.4371,18,-0.9775,25,-0.5019,60,1.17104,12,-1.5674,21,-0.7500,25,-0.4912
ENSG00000121905,HPCA,29,-2.1957,208,0.91562,74,-0.7882,55,-1.2495,160,0.43727,122,-0.0413,39,-1.7618,208,0.82013,116,-0.1174
ENSG00000121900,TMEM54,26,0.01288,36,0.55776,11,-1.2682,19,-0.4672,18,-0.5858,17,-0.7132,32,0.30880,45,0.86321,46,0.88144
ENSG00000116514,RNF19B,21,0.44762,21,0.48666,15,-0.1029,11,-0.4707,13,-0.2636,22,0.64370,12,-0.4155,4,-1.8585,7,-1.2320
ENSG00000004455,AK2,39,0.75004,19,-0.3999,29,0.27870,24,-0.0217,9,-1.4981,13,-1.0041,46,1.01522,48,1.08264,33,0.47096
ENSG00000142920,AZIN2,16,0.28743,24,1.10694,19,0.54151,4,-1.6407,11,-0.3291,5,-1.6339,22,0.78803,7,-0.8279,18,0.52196
ENSG00000160094,ZNF362,3,-2.2940,23,0.40397,17,-0.0900,22,0.31291,20,0.19224,13,-0.4970,17,-0.0753,29,0.77305,18,0.01566
ENSG00000134686,PHC2,35,-0.3688,64,0.61625,30,-0.6386,34,-0.4186,50,0.17667,45,-0.0182,40,-0.2011,35,-0.3865,50,0.16422
ENSG00000121904,CSMD2,2,-2.0129,7,-0.2458,33,2.28679,20,1.34071,0,-3.8980,7,-0.2587,0,-3.3646,11,0.40592,7,-0.2981
ENSG00000163866,SMIM12,107,1.06531,83,0.72082,46,-0.2773,36,-0.6680,55,-0.0141,41,-0.5317,39,-0.5328,40,-0.4841,51,-0.1104
ENSG00000116544,DLGAP3,9,-1.9678,45,0.38228,22,-0.7461,25,-0.5807,34,-0.0937,18,-1.2159,65,0.93456,98,1.63919,39,0.13862
ENSG00000163867,ZMYM6,15,-0.4962,24,0.28138,32,0.67022,19,-0.1194,16,-0.3802,24,0.32376,13,-0.6314,12,-0.7713,22,0.09558
ENSG00000116560,SFPQ,178,-0.2805,169,-0.3887,336,0.71995,349,0.78436,181,-0.2777,245,0.25895,192,-0.1658,145,-0.5923,143,-0.6166
ENSG00000146463,ZMYM4,52,-0.4165,61,-0.1766,70,0.04266,83,0.32197,42,-0.7686,94,0.63602,58,-0.2405,65,-0.0625,66,-0.0378
ENSG00000142687,KIAA0319L,66,-0.0594,62,-0.1720,77,0.19390,67,-0.0260,62,-0.1587,84,0.40517,66,-0.0413,63,-0.1177,47,-0.5543
ENSG00000020129,NCDN,459,0.19418,867,1.42719,367,-0.1564,272,-0.6151,292,-0.5473,292,-0.5916,128,-1.7443,645,0.73978,212,-0.9885
ENSG00000126067,PSMB2,104,0.56070,107,0.68140,62,-0.2414,36,-1.0724,70,-0.0617,60,-0.3479,83,0.20508,62,-0.2396,64,-0.1884
ENSG00000142686,C1orf216,121,0.56285,147,0.99165,98,0.22764,63,-0.4581,71,-0.2876,71,-0.3167,31,-1.5282,68,-0.3280,71,-0.2692
ENSG00000134698,AGO4,2,-2.3893,14,0.25179,17,0.52847,18,0.66550,7,-0.8578,10,-0.2491,19,0.76089,19,0.70375,7,-0.7773
ENSG00000092847,AGO1,31,-0.4041,41,0.01244,52,0.38674,52,0.37328,40,-0.0160,37,-0.1922,31,-0.4055,50,0.31365,41,-0.0043
ENSG00000126070,AGO3,33,-0.5547,24,-1.1222,117,1.46367,74,0.68491,28,-0.8471,52,0.13420,76,0.73219,21,-1.2623,43,-0.1568
ENSG00000116863,ADPRHL2,14,-0.0900,20,0.57623,10,-0.5416,23,0.70695,11,-0.4523,14,-0.0722,16,0.16170,9,-0.7437,13,-0.1857
ENSG00000054116,TRAPPC3,56,0.86076,57,0.99950,35,0.09187,16,-1.0761,20,-0.8246,26,-0.3956,21,-0.6347,49,0.65666,15,-1.1365
ENSG00000116871,MAP7D1,153,-0.1300,207,0.38465,147,-0.1925,178,0.10615,150,-0.1710,162,-0.0511,145,-0.2123,210,0.37041,128,-0.4052
ENSG00000054118,THRAP3,175,-0.3793,154,-0.6156,236,0.08330,344,0.68507,214,-0.0776,319,0.70642,156,-0.5517,168,-0.4470,138,-0.7429
ENSG00000196182,STK40,13,-0.0119,21,0.72714,12,-0.2053,7,-0.8748,12,-0.2329,9,-0.7891,20,0.56230,16,0.28019,17,0.38387
ENSG00000181817,LSM10,25,-0.2716,46,0.74193,16,-0.9947,15,-1.0498,24,-0.3973,32,0.09724,20,-0.6339,48,0.71752,35,0.20584
ENSG00000116885,OSCP1,22,0.36412,33,1.14910,13,-0.4467,8,-1.1334,14,-0.3634,18,0.04937,12,-0.5106,16,-0.1634,8,-1.1449
ENSG00000116898,MRPS15,50,0.18508,58,0.46926,41,-0.1097,29,-0.6642,28,-0.7449,47,0.11786,40,-0.1806,46,0.04875,58,0.40554
ENSG00000163873,GRIK3,4,-1.9942,13,-0.4841,32,0.87676,38,1.18908,40,1.44706,13,-0.5906,3,-2.7270,2,-3.2963,12,-0.5541
ENSG00000163875,MEAF6,121,0.06433,138,0.29224,106,-0.1379,100,-0.2357,131,0.21174,126,0.14938,74,-0.6850,91,-0.3716,102,-0.1947
ENSG00000163877,SNIP1,11,-0.5930,18,0.11863,19,0.18382,30,0.93980,12,-0.5776,16,-0.0181,26,0.70105,13,-0.3728,9,-0.9417
ENSG00000134697,GNL2,27,-0.3127,27,-0.3002,26,-0.3357,50,0.68494,33,0.00421,49,0.83030,14,-1.2356,21,-0.6842,18,-0.8979
ENSG00000116922,C1orf109,25,0.65798,21,0.41601,24,0.60818,10,-0.6538,12,-0.4948,9,-1.0422,30,0.96080,12,-0.4145,18,0.17007
ENSG00000183317,EPHA10,14,0.81005,11,0.38707,18,1.20678,3,-1.5851,7,-0.2568,5,-0.6951,8,-0.1296,9,0.11500,5,-0.6592
ENSG00000185090,MANEAL,32,0.66215,28,0.50048,25,0.24170,9,-1.3105,17,-0.3400,22,0.04854,13,-0.7097,26,0.28744,15,-0.5597
ENSG00000196449,YRDC,8,-0.2026,14,0.87163,6,-0.6326,6,-0.5007,9,0.01416,11,0.37090,2,-1.7348,7,-0.3392,6,-0.5080
ENSG00000197982,C1orf122,100,-0.4649,135,0.00512,75,-0.9002,133,-0.0204,123,-0.1499,103,-0.4866,206,0.67291,225,0.81874,188,0.53165
ENSG00000188786,MTF1,14,-0.1400,14,-0.1085,12,-0.3887,19,0.35752,15,0.00409,13,-0.3005,30,1.08735,11,-0.4855,14,-0.0948
ENSG00000183431,SF3A3,59,0.22944,65,0.43678,47,-0.1166,46,-0.1381,49,-0.0470,57,0.21022,35,-0.5540,45,-0.1994,28,-0.8889
ENSG00000183520,UTP11,34,-0.1536,30,-0.3731,31,-0.2955,63,0.83597,22,-0.8843,55,0.75891,25,-0.6164,47,0.35728,19,-1.0098
ENSG00000185668,POU3F1,44,2.25021,22,1.09637,5,-1.0971,0,-5.2992,2,-2.6363,5,-1.2770,2,-2.2367,22,1.00297,15,0.37467
ENSG00000116954,RRAGC,77,0.74460,62,0.44089,36,-0.4622,42,-0.2018,38,-0.3999,46,-0.0663,47,-0.0446,49,0.04002,36,-0.4512
ENSG00000174574,AKIRIN1,76,-0.1276,91,0.16490,94,0.21137,57,-0.5735,89,0.13634,73,-0.2149,88,0.10441,83,0.02009,93,0.18814
ENSG00000168653,NDUFS5,763,0.25480,889,0.55470,505,-0.3864,367,-0.8713,619,-0.0787,624,-0.0713,351,-0.9393,804,0.33932,753,0.23455
ENSG00000127603,MACF1,191,-0.9179,134,-1.5245,402,0.22390,841,1.45150,277,-0.3857,416,0.34300,606,0.88943,169,-1.1042,250,-0.5130
ENSG00000090621,PABPC4,41,-0.6868,38,-0.8483,55,-0.2302,81,0.36815,68,0.08704,69,0.12181,82,0.38793,95,0.62231,63,-0.0263
ENSG00000116983,HPCAL4,117,-1.4316,319,0.10063,237,-0.3653,458,0.67083,266,-0.2030,285,-0.0983,271,-0.1619,564,1.01740,234,-0.3835
ENSG00000084072,PPIE,26,-0.1438,49,0.93466,23,-0.3548,18,-0.7125,22,-0.4404,28,-0.0766,32,0.17531,29,-0.0042,22,-0.3836
ENSG00000043514,TRIT1,6,-0.5247,14,0.80002,19,1.23262,14,0.66300,10,0.23582,3,-1.6088,10,0.18435,3,-1.3055,4,-1.0205
ENSG00000131236,CAP1,181,0.40911,149,0.11380,138,-0.0159,157,0.18677,126,-0.1668,128,-0.1568,176,0.37181,125,-0.1697,100,-0.5048
ENSG00000131238,PPT1,161,0.56645,152,0.52672,99,-0.1934,73,-0.6550,77,-0.6114,108,-0.0748,138,0.32350,126,0.17831,81,-0.4972
ENSG00000117000,RLF,19,-0.8154,24,-0.5121,70,1.23367,55,0.84433,19,-0.8353,45,0.64688,25,-0.4016,12,-1.4668,20,-0.7560
ENSG00000259943,AL050341.2,2,-2.4128,15,0.69436,11,0.20299,14,0.53743,10,0.07239,8,-0.2978,10,-0.0039,11,0.11926,6,-0.8075
ENSG00000084073,ZMPSTE24,39,0.57707,26,-0.0540,31,0.21784,28,0.08134,28,0.06216,24,-0.2165,28,0.06555,24,-0.1947,20,-0.4314
ENSG00000084070,SMAP2,166,-0.0865,175,-0.0022,159,-0.1481,168,-0.0638,203,0.25783,242,0.64575,44,-2.0520,104,-0.7996,151,-0.2283
ENSG00000117016,RIMS3,117,-0.5571,262,0.79062,116,-0.5752,76,-1.2059,129,-0.4459,161,-0.0793,113,-0.6117,271,0.76460,229,0.48834
ENSG00000066136,NFYC,25,-0.2041,29,0.03430,26,-0.1367,44,0.70534,28,0.00943,24,-0.2673,25,-0.2157,32,0.20985,28,-0.0103
ENSG00000179862,CITED4,11,-0.1107,25,1.32393,9,-0.4736,2,-2.3667,12,0.07100,12,-0.0230,6,-1.0678,9,-0.4950,9,-0.3676
ENSG00000171793,CTPS1,20,1.02900,13,0.34849,14,0.45199,7,-0.5778,4,-1.5209,9,-0.2928,9,-0.2517,12,0.19446,14,0.45802
ENSG00000127124,HIVEP3,10,-1.3053,14,-0.8250,33,0.54631,38,0.73450,33,0.58823,22,-0.1297,23,-0.0529,14,-0.7610,29,0.29841
ENSG00000198815,FOXJ3,52,0.26094,65,0.67298,52,0.26912,34,-0.4077,53,0.29671,29,-0.7177,38,-0.2333,28,-0.7023,47,0.10712
ENSG00000177181,RIMKLA,147,1.40318,54,-0.2279,55,-0.1901,30,-1.1012,63,0.03061,79,0.45084,14,-2.2365,34,-0.9030,58,-0.1013
ENSG00000127125,PPCS,32,-0.7465,52,0.02088,42,-0.3026,46,-0.1760,60,0.24871,56,0.14988,32,-0.7201,63,0.31676,64,0.33976
ENSG00000186409,CCDC30,36,-0.7434,34,-0.8661,81,0.53005,109,1.00622,43,-0.4922,71,0.38146,53,-0.1473,60,0.04494,50,-0.2262
ENSG00000171960,PPIH,5,-1.2918,18,0.77824,13,0.15645,8,-0.5155,14,0.27187,8,-0.5906,6,-0.9631,23,1.04770,8,-0.5112
ENSG00000065978,YBX1,29,-1.5142,43,-0.9938,39,-1.0510,103,0.42140,66,-0.3018,73,-0.1481,177,1.31623,184,1.38873,58,-0.4799
ENSG00000164008,C1orf50,20,0.26316,19,0.23085,14,-0.2241,20,0.24711,22,0.42499,10,-0.8990,14,-0.3123,20,0.28674,19,0.18778
ENSG00000177868,SVBP,70,0.35525,47,-0.2874,41,-0.4704,44,-0.3481,44,-0.3906,69,0.40893,49,-0.1935,75,0.47639,56,0.00911
ENSG00000117394,SLC2A1,11,-0.8149,16,-0.2829,10,-1.0404,23,0.27757,10,-1.0082,9,-1.2197,48,1.46560,49,1.50681,30,0.69001
ENSG00000117395,EBNA1BP2,108,0.30454,99,0.18557,56,-0.6972,76,-0.2505,85,-0.0810,107,0.35045,42,-1.1478,114,0.39804,72,-0.3229
ENSG00000066322,ELOVL1,6,-1.5928,8,-1.1805,7,-1.3265,60,2.03745,24,0.53474,6,-1.6495,43,1.42792,5,-1.7314,25,0.54505
ENSG00000159479,MED8,22,0.46802,31,1.11795,22,0.46031,16,-0.0931,7,-1.3175,10,-0.8357,7,-1.2876,20,0.25253,22,0.46504
ENSG00000198198,SZT2,6,-0.7624,6,-0.7520,34,2.00817,19,1.01917,2,-2.2957,7,-0.5551,13,0.37874,13,0.35675,8,-0.3659
ENSG00000178922,HYI,2,-2.0036,12,0.39074,6,-0.6739,9,-0.1416,6,-0.8440,4,-1.5728,38,2.25163,16,0.79263,9,-0.0720
ENSG00000142949,PTPRF,87,-0.0521,156,0.99263,87,-0.0607,32,-1.5465,46,-1.0864,85,-0.1138,125,0.51518,105,0.24163,77,-0.2337
ENSG00000066135,KDM4A,14,-0.1661,14,-0.1700,21,0.44787,29,0.94476,12,-0.5194,18,0.27949,8,-1.0060,19,0.26588,8,-0.9613
ENSG00000126091,ST3GAL3,27,0.01361,38,0.61805,27,0.01270,23,-0.2498,18,-0.6972,25,-0.1376,17,-0.7005,49,0.96106,20,-0.4440
ENSG00000117408,IPO13,26,-0.6611,51,0.40763,31,-0.3976,63,0.70147,38,-0.0715,29,-0.5535,58,0.56475,32,-0.3626,47,0.22896
ENSG00000117410,ATP6V0B,520,0.81340,542,0.99829,340,0.13261,139,-1.2315,255,-0.3437,287,-0.1571,189,-0.7699,195,-0.7273,228,-0.4899
ENSG00000117411,B4GALT2,35,-0.7046,52,-0.0808,27,-1.0853,41,-0.4590,51,-0.1178,38,-0.6320,103,1.01676,98,0.92074,88,0.75735
ENSG00000159214,CCDC24,8,-0.3691,17,0.99549,19,1.04014,5,-0.8792,8,-0.3577,6,-0.8414,7,-0.5316,7,-0.4451,14,0.47565
ENSG00000178028,DMAP1,63,0.12640,95,0.86289,60,0.02697,39,-0.6362,62,0.09896,48,-0.3448,34,-0.8270,59,0.01289,47,-0.3224
ENSG00000117419,ERI3,99,0.00239,132,0.50582,80,-0.3248,69,-0.5411,108,0.14773,83,-0.3202,114,0.22311,106,0.10792,88,-0.1741
ENSG00000187147,RNF220,84,-0.2759,131,0.45982,83,-0.3012,83,-0.2874,103,0.04957,97,-0.0700,50,-1.0629,113,0.18198,135,0.46144
ENSG00000126106,TMEM53,12,0.51523,16,1.10632,2,-2.0214,10,0.32935,6,-0.6340,7,-0.3311,3,-1.5007,14,0.73176,5,-0.6702
ENSG00000142937,RPS8,381,-1.0800,559,-0.5404,408,-0.9776,943,0.31083,834,0.12867,699,-0.1870,1029,0.45084,1447,1.01128,968,0.35340
ENSG00000070785,EIF2B3,51,0.69944,43,0.46644,30,-0.1281,30,-0.1405,30,-0.1716,33,0.02582,18,-0.9451,34,0.04596,19,-0.8143
ENSG00000126107,HECTD3,13,0.22984,15,0.47082,19,0.75680,8,-0.4923,7,-0.6707,10,-0.2788,6,-0.8574,14,0.28989,14,0.30186
ENSG00000126088,UROD,90,0.49443,101,0.76102,76,0.21237,33,-1.0394,56,-0.2631,51,-0.4565,50,-0.4293,71,0.12434,69,0.05866
ENSG00000117450,PRDX1,226,0.28651,224,0.29718,116,-0.7420,101,-0.9462,140,-0.4872,166,-0.2280,424,1.32657,198,0.07677,156,-0.2895
ENSG00000117448,AKR1A1,44,0.24185,62,0.88340,31,-0.2960,35,-0.1026,34,-0.1805,23,-0.8576,45,0.27823,32,-0.2325,42,0.16134
ENSG00000132780,NASP,31,-1.0681,55,-0.2358,93,0.61094,128,1.13785,50,-0.3929,67,0.10224,87,0.49812,28,-1.2291,45,-0.5090
ENSG00000159592,GPBP1L1,15,-0.9472,29,-0.0036,34,0.25933,48,0.78575,22,-0.4506,28,-0.0728,37,0.36302,22,-0.4491,36,0.33409
ENSG00000159596,TMEM69,16,0.37866,17,0.58991,15,0.28644,11,-0.1658,15,0.40102,4,-1.6429,15,0.28830,7,-0.7648,17,0.50290
ENSG00000197429,IPP,16,0.64748,7,-0.5885,10,-0.1282,27,1.54854,5,-1.1496,8,-0.3716,19,0.97240,8,-0.4717,6,-0.7045
ENSG00000086015,MAST2,21,-0.2176,32,0.45993,14,-0.8246,20,-0.3039,28,0.25944,25,0.04168,14,-0.8390,25,0.06298,27,0.16843
ENSG00000117461,PIK3R3,41,-0.0026,24,-0.8989,39,-0.0972,48,0.22573,45,0.15624,59,0.71291,49,0.27066,17,-1.3314,28,-0.6096
ENSG00000085998,POMGNT1,39,0.01225,65,0.92191,47,0.30499,27,-0.5256,31,-0.3410,28,-0.5893,55,0.53979,29,-0.4470,30,-0.3652
ENSG00000132128,LRRC41,38,0.60175,31,0.30010,37,0.55820,15,-0.8596,16,-0.7710,25,-0.0885,28,0.14665,19,-0.4663,32,0.31508
ENSG00000173660,UQCRH,559,0.62961,529,0.60208,233,-0.7367,146,-1.4319,251,-0.6704,365,-0.0572,201,-0.9612,547,0.59491,552,0.60882
ENSG00000117481,NSUN4,30,0.72971,19,0.03821,26,0.45963,10,-0.9319,15,-0.3353,26,0.56467,10,-0.9421,9,-1.1209,16,-0.2656
ENSG00000117480,FAAH,27,0.29844,36,0.83657,39,0.85910,25,0.18481,22,-0.0385,11,-1.1699,14,-0.7638,12,-0.9094,26,0.18964
ENSG00000079277,MKNK1,10,-0.9050,24,0.45688,32,0.84291,26,0.53716,10,-0.9355,15,-0.4383,31,0.77227,19,-0.0001,12,-0.6575
ENSG00000123472,ATPAF1,164,0.50308,145,0.33063,97,-0.3194,97,-0.3182,86,-0.5409,115,-0.0752,136,0.19918,138,0.22431,115,-0.0547
