Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000011009,LYPLA2,9,-1.2723,12,-0.7654,18,-0.2147,13,-0.7525,22,0.11200,23,0.15048,17,-0.2684,29,0.53616,32,0.79216,26,0.38044,14,-0.5542
ENSG00000117308,GALE,16,0.30665,9,-0.5894,16,0.32030,1,-3.0424,8,-0.6906,15,0.20340,10,-0.4183,26,1.10607,24,1.15311,4,-1.6085,2,-2.4062
ENSG00000117305,HMGCL,2,-2.6221,6,-0.9418,5,-1.2895,7,-0.8572,3,-2.0143,12,-0.0062,8,-0.6309,17,0.53570,14,0.27791,34,1.77165,21,0.93054
ENSG00000189266,PNRC2,84,0.36458,49,-0.4697,50,-0.4535,96,0.58674,102,0.67376,49,-0.4806,73,0.14406,63,-0.0888,59,-0.2038,60,-0.1669,56,-0.2608
ENSG00000188529,SRSF10,132,0.89835,69,-0.1547,42,-0.8910,66,-0.2143,97,0.38533,59,-0.3973,103,0.49681,54,-0.5115,53,-0.5919,76,-0.0028,105,0.52294
ENSG00000001460,STPG1,27,1.20688,12,-0.0839,14,0.20179,13,0.10435,12,-0.0788,9,-0.4624,14,0.15955,23,0.97432,7,-0.9125,1,-2.9893,11,-0.2366
ENSG00000001461,NIPAL3,156,0.08237,188,0.38341,67,-1.2091,225,0.67281,77,-1.0064,142,-0.0682,93,-0.7117,73,-1.0840,120,-0.3497,127,-0.2386,387,1.61481
ENSG00000133226,SRRM1,320,0.64932,256,0.28593,102,-1.1228,197,-0.1225,92,-1.2757,231,0.12299,309,0.59353,88,-1.3451,84,-1.5141,298,0.53150,501,1.41631
ENSG00000169504,CLIC4,26,-0.5741,21,-0.8612,17,-1.1862,54,0.57282,54,0.57298,2,-3.8420,6,-2.7324,18,-1.0867,13,-1.6455,78,1.19666,147,2.40350
ENSG00000117614,SYF2,105,-0.2117,128,0.09589,112,-0.1064,110,-0.1431,99,-0.3024,108,-0.1673,220,0.98112,97,-0.3279,58,-1.1839,179,0.63662,169,0.54014
ENSG00000117616,RSRP1,312,1.90327,86,-0.2708,25,-2.1089,60,-0.8282,104,0.02922,65,-0.7020,56,-0.9065,76,-0.4599,96,-0.1124,77,-0.4280,174,0.85658
ENSG00000183726,TMEM50A,53,-0.5186,67,-0.1514,64,-0.2159,111,0.64207,107,0.58085,47,-0.7029,59,-0.3473,101,0.49516,82,0.17963,47,-0.6998,69,-0.1180
ENSG00000204178,MACO1,89,0.63085,85,0.54024,55,-0.1338,61,0.01394,27,-1.1966,84,0.52791,84,0.53671,45,-0.4425,33,-0.9984,46,-0.4294,81,0.46894
ENSG00000117643,MAN1C1,38,-0.1588,25,-0.7774,37,-0.1748,27,-0.6520,42,0.00202,36,-0.2444,59,0.55245,93,1.32061,54,0.44106,23,-0.9155,14,-1.6473
ENSG00000162430,SELENON,44,1.08195,18,-0.3309,21,-0.1129,10,-1.2593,21,-0.1102,6,-1.8692,11,-1.0786,50,1.28130,15,-0.6800,43,1.03175,18,-0.3830
ENSG00000117640,MTFR1L,54,-0.2718,47,-0.4886,64,-0.0001,98,0.66438,85,0.44777,41,-0.6774,72,0.17449,79,0.31782,75,0.25883,43,-0.6089,40,-0.7408
ENSG00000117632,STMN1,813,-0.8141,1218,-0.1941,1343,-0.0407,1055,-0.4167,2115,0.68895,2018,0.61162,1333,-0.0531,1156,-0.2748,2084,0.75163,455,-1.6821,870,-0.7123
ENSG00000158008,EXTL1,53,0.51369,23,-0.7785,49,0.38230,43,0.17492,45,0.25169,25,-0.6366,31,-0.3163,41,0.10109,51,0.50966,25,-0.6660,23,-0.7837
ENSG00000175087,PDIK1L,25,0.53459,29,0.82933,8,-1.1797,27,0.68802,16,-0.1723,26,0.62230,10,-0.8433,13,-0.4659,15,-0.2709,14,-0.3166,13,-0.4940
ENSG00000142684,ZNF593,13,-1.0410,11,-1.3070,25,-0.0636,12,-1.1415,24,-0.1209,37,0.54845,35,0.48830,30,0.22822,40,0.79476,29,0.19238,14,-0.8786
ENSG00000142669,SH3BGRL3,59,-1.1137,125,0.02783,149,0.30728,131,0.10828,176,0.57492,81,-0.6309,48,-1.4120,108,-0.2056,182,0.71361,100,-0.3211,131,0.10161
ENSG00000158062,UBXN11,8,-0.9488,10,-0.6108,30,1.15918,8,-0.8023,8,-0.8886,14,-0.0258,23,0.71759,22,0.63365,21,0.64142,4,-1.9215,6,-1.2480
ENSG00000117682,DHDDS,37,0.88786,10,-1.1513,14,-0.6208,25,0.27051,37,0.85585,21,-0.0564,7,-1.6732,25,0.26122,23,0.14663,23,0.09017,11,-0.9511
ENSG00000198830,HMGN2,131,-0.3451,91,-0.9090,173,0.09020,119,-0.4891,189,0.22838,71,-1.2625,160,-0.0373,181,0.15405,110,-0.6613,356,1.28065,273,0.82618
ENSG00000117713,ARID1A,123,0.67966,101,0.36072,46,-0.8570,134,0.82032,84,0.07363,51,-0.6907,76,-0.0949,69,-0.2350,39,-1.1709,75,-0.1068,128,0.74278
ENSG00000204160,ZDHHC18,23,0.69341,22,0.59932,11,-0.5002,10,-0.6419,19,0.37213,13,-0.1341,11,-0.4334,16,0.10672,19,0.40194,7,-1.0354,9,-0.7933
ENSG00000142751,GPN2,25,0.44887,21,0.18173,18,-0.0726,11,-0.7864,11,-0.7138,22,0.27355,21,0.21980,22,0.24775,19,0.04859,13,-0.4736,20,0.10333
ENSG00000090273,NUDC,112,-0.9666,156,-0.4636,234,0.16402,180,-0.2500,181,-0.2366,210,-0.0023,366,0.89211,302,0.57598,251,0.30937,167,-0.3591,118,-0.8853
ENSG00000253368,TRNP1,17,-1.6400,18,-1.5651,73,0.53845,39,-0.4336,85,0.78442,69,0.44054,88,0.85330,66,0.36619,67,0.44175,19,-1.4724,16,-1.7883
ENSG00000090020,SLC9A1,12,-0.8155,7,-1.6319,20,-0.0298,18,-0.2374,30,0.59465,34,0.76136,17,-0.3109,12,-0.8435,39,1.15798,9,-1.2953,13,-0.6711
ENSG00000142784,WDTC1,26,-0.1628,15,-1.0166,27,-0.0995,44,0.65759,33,0.22227,25,-0.1951,21,-0.4818,38,0.41973,26,-0.1777,30,0.04556,36,0.34093
ENSG00000186501,TMEM222,39,-0.0793,31,-0.4329,49,0.26204,26,-0.7219,60,0.60042,20,-1.0693,28,-0.6133,72,0.89804,41,-0.0001,41,0.00157,46,0.18151
ENSG00000158195,WASF2,72,0.59610,38,-0.3991,14,-1.8299,61,0.31213,36,-0.4729,4,-3.5938,19,-1.4333,21,-1.2882,7,-2.9506,115,1.38689,200,2.46146
ENSG00000126705,AHDC1,88,0.87555,75,0.61333,39,-0.3922,73,0.58296,47,-0.1252,33,-0.6659,37,-0.4826,45,-0.1820,41,-0.3631,27,-0.9739,64,0.36972
ENSG00000126709,IFI6,65,-0.8763,109,-0.0808,73,-0.7036,151,0.43803,121,0.08630,115,-0.0010,44,-1.4462,71,-0.7473,196,0.99408,161,0.54134,75,-0.6582
ENSG00000009780,FAM76A,58,1.27314,41,0.68724,16,-0.7816,25,-0.1153,38,0.55556,8,-1.7846,17,-0.7040,21,-0.3265,18,-0.6640,27,0.05326,33,0.32490
ENSG00000117758,STX12,129,0.28329,74,-0.5875,93,-0.2296,104,-0.0511,151,0.53295,115,0.10211,110,0.03836,94,-0.2092,116,0.12531,85,-0.3672,107,-0.0183
ENSG00000117751,PPP1R8,23,-0.3485,38,0.45586,11,-1.4684,17,-0.7873,50,0.89681,31,0.14137,13,-1.1591,30,0.07313,22,-0.3900,34,0.29954,50,0.90316
ENSG00000117748,RPA2,39,-0.5148,50,-0.1405,40,-0.4821,38,-0.5555,72,0.43186,58,0.10038,33,-0.7710,70,0.38398,87,0.84558,55,0.00109,27,-1.0449
ENSG00000158161,EYA3,22,0.67308,24,0.83457,5,-1.4583,19,0.45872,18,0.34382,18,0.34759,6,-1.1933,10,-0.4926,12,-0.2936,14,-0.0622,11,-0.4016
ENSG00000126698,DNAJC8,172,-0.3840,294,0.45826,225,0.03010,164,-0.4607,133,-0.7748,344,0.71548,371,0.84235,136,-0.7490,153,-0.6062,225,0.03101,275,0.35287
ENSG00000130770,ATP5IF1,114,-1.9942,175,-1.3546,634,0.63762,222,-1.0015,305,-0.5210,544,0.38853,721,0.84978,687,0.77028,711,0.94402,184,-1.2796,108,-2.0747
ENSG00000204138,PHACTR4,39,0.35127,52,0.79647,9,-1.7994,25,-0.3735,10,-1.7373,20,-0.6980,26,-0.3023,9,-1.7688,7,-2.2705,83,1.61035,90,1.77566
ENSG00000180098,TRNAU1AP,20,0.07366,12,-0.6305,9,-1.1175,7,-1.4169,44,1.37854,13,-0.5424,15,-0.3524,24,0.39669,20,0.10934,15,-0.3711,27,0.55267
ENSG00000120656,TAF12,11,-0.4473,11,-0.4249,15,0.05864,0,-5.2590,15,0.03973,17,0.20239,24,0.72829,12,-0.2828,24,0.84523,18,0.25307,7,-1.0324
ENSG00000162419,GMEB1,8,-0.7765,12,-0.2250,10,-0.4187,16,0.29701,1,-3.3762,7,-0.8654,21,0.69272,14,0.09096,12,-0.1222,23,0.83063,24,0.91452
ENSG00000198492,YTHDF2,81,-0.2301,93,-0.0211,77,-0.3048,54,-0.8552,123,0.42927,164,0.89421,85,-0.1652,76,-0.3280,112,0.30313,67,-0.5348,86,-0.1369
ENSG00000116329,OPRD1,38,1.34514,28,0.81312,23,0.50772,6,-1.4945,16,-0.0922,13,-0.3466,21,0.33796,16,-0.1050,14,-0.3131,9,-0.9475,3,-2.2338
ENSG00000159023,EPB41,29,0.41009,18,-0.3590,21,-0.1037,22,-0.0033,34,0.63863,43,1.03085,30,0.46142,11,-1.0746,13,-0.8619,27,0.28988,8,-1.4384
ENSG00000116350,SRSF4,96,0.30204,85,0.11117,73,-0.1372,51,-0.6847,61,-0.4042,70,-0.1933,93,0.25233,72,-0.1455,57,-0.5451,101,0.37921,135,0.86521
ENSG00000116353,MECR,27,0.10992,28,0.19469,27,0.09498,17,-0.6050,16,-0.6497,30,0.28844,17,-0.5955,23,-0.1390,41,0.89559,20,-0.3631,14,-0.8949
ENSG00000060656,PTPRU,33,1.03960,42,1.47550,13,-0.4638,28,0.78324,29,0.81883,6,-1.6217,1,-3.8635,9,-1.0204,17,-0.0354,0,-4.6998,12,-0.4879
ENSG00000162511,LAPTM5,9,-1.2845,11,-0.9367,31,0.59766,23,0.08684,25,0.26106,0,-5.0893,9,-1.2234,21,-0.0038,10,-1.1699,69,1.96879,38,0.88914
ENSG00000162512,SDC3,90,0.25856,75,-0.0437,53,-0.5784,90,0.24365,82,0.10318,42,-0.9324,31,-1.3637,97,0.37928,48,-0.7901,180,1.40787,87,0.19070
ENSG00000134644,PUM1,254,0.67392,267,0.75439,139,-0.2815,163,-0.0348,177,0.09103,126,-0.4412,178,0.10155,144,-0.2358,142,-0.2758,104,-0.7311,168,0.01260
ENSG00000121766,ZCCHC17,115,-0.3714,182,0.35241,116,-0.3538,133,-0.1389,146,0.00022,165,0.19660,226,0.70576,122,-0.2744,130,-0.1938,129,-0.1940,155,0.09479
ENSG00000121769,FABP3,35,-1.0506,57,-0.2952,80,0.22362,53,-0.4160,58,-0.2670,110,0.73756,69,-0.0073,54,-0.3901,137,1.28318,19,-1.9029,23,-1.6355
ENSG00000162517,PEF1,30,-1.0786,42,-0.5354,68,0.20176,59,-0.0338,57,-0.0905,44,-0.4770,80,0.44722,93,0.69285,88,0.68179,35,-0.8256,38,-0.6874
ENSG00000084636,COL16A1,39,0.75658,27,0.17381,15,-0.6844,16,-0.6455,12,-1.0354,10,-1.3052,3,-2.8852,28,0.24467,20,-0.3109,52,1.23587,48,1.09750
ENSG00000121753,ADGRB2,195,0.25889,180,0.13500,143,-0.2215,158,-0.0691,111,-0.6169,143,-0.2215,133,-0.3325,327,1.11471,220,0.51297,87,-0.9864,65,-1.4111
ENSG00000184007,PTP4A2,243,-0.3353,328,0.13048,189,-0.7194,531,0.91581,216,-0.5172,167,-0.9120,136,-1.2164,128,-1.3061,157,-1.0707,309,0.03586,1061,2.18479
ENSG00000121774,KHDRBS1,118,-0.3852,165,0.13671,106,-0.5541,138,-0.1499,194,0.39178,115,-0.4214,195,0.40354,178,0.25551,134,-0.2111,166,0.14376,175,0.22539
ENSG00000025800,KPNA6,134,0.41620,178,0.88873,45,-1.2596,109,0.08701,77,-0.4456,116,0.18442,147,0.57364,97,-0.0960,69,-0.6574,93,-0.1557,100,-0.0377
ENSG00000084652,TXLNA,40,0.52934,25,-0.2065,14,-1.1137,56,1.08416,29,0.04265,31,0.13902,19,-0.6093,32,0.19368,20,-0.6209,12,-1.2779,45,0.72738
ENSG00000160050,CCDC28B,2,-2.4411,8,-0.7871,14,0.02945,5,-1.5616,10,-0.4555,11,-0.3015,29,1.21399,28,1.14720,12,-0.2095,20,0.57429,13,-0.0759
ENSG00000084623,EIF3I,56,-0.8287,88,-0.1402,71,-0.4693,66,-0.5683,110,0.21320,114,0.28155,109,0.20062,109,0.20842,147,0.78048,74,-0.3968,58,-0.7599
ENSG00000175130,MARCKSL1,64,-1.1044,52,-1.4025,79,-0.7831,79,-0.7946,168,0.38415,28,-2.3356,44,-1.6433,70,-0.9735,50,-1.5746,294,1.32128,607,2.76476
ENSG00000160058,BSDC1,74,0.46860,53,-0.0672,38,-0.5736,48,-0.2103,73,0.43895,37,-0.5962,47,-0.2668,69,0.34135,53,-0.0870,55,0.00519,64,0.22373
ENSG00000160062,ZBTB8A,17,-0.3235,38,0.92029,11,-0.9306,18,-0.2557,13,-0.7445,10,-1.0822,50,1.41737,19,-0.1347,7,-1.7507,37,0.89176,27,0.35712
ENSG00000176261,ZBTB8OS,20,-0.9924,23,-0.7809,60,0.68070,30,-0.3798,45,0.21082,34,-0.2286,56,0.56857,47,0.29129,49,0.40274,33,-0.2509,22,-0.8706
ENSG00000162521,RBBP4,143,0.28839,144,0.30088,56,-1.1389,94,-0.3669,155,0.41727,131,0.14916,120,0.01200,107,-0.1605,95,-0.3709,134,0.19105,153,0.39646
ENSG00000162522,KIAA1522,19,0.08404,8,-1.2993,43,1.40626,18,-0.0560,14,-0.4469,9,-1.0070,17,-0.1243,49,1.63327,13,-0.5592,16,-0.1649,1,-4.2857
ENSG00000134684,YARS,53,-1.1217,72,-0.6406,87,-0.3657,87,-0.3676,130,0.26458,151,0.50541,155,0.55509,114,0.05852,189,1.00891,46,-1.3169,44,-1.3765
ENSG00000160097,FNDC5,16,-0.8619,6,-2.2008,29,0.05632,11,-1.3771,45,0.75098,48,0.84909,57,1.14611,16,-0.8437,46,0.87684,8,-1.7919,10,-1.5816
ENSG00000121905,HPCA,119,-0.3491,99,-0.6422,117,-0.3862,167,0.17451,248,0.81850,133,-0.1860,203,0.49007,283,1.03900,174,0.26620,49,-1.6948,29,-2.4592
ENSG00000121900,TMEM54,21,-0.5323,10,-1.5546,56,1.04342,14,-1.0608,20,-0.5812,30,0.04008,47,0.75605,24,-0.2881,36,0.38893,41,0.53361,15,-1.0412
ENSG00000116514,RNF19B,4,-1.9516,7,-0.9921,26,0.96598,1,-3.1615,18,0.38694,28,1.06594,20,0.51520,10,-0.5546,24,0.90923,1,-3.0221,8,-0.8207
ENSG00000004455,AK2,26,-0.4550,22,-0.6573,33,-0.0879,24,-0.5335,52,0.65375,20,-0.8200,21,-0.7765,17,-1.1011,37,0.12329,59,0.84732,67,1.07597
ENSG00000142920,AZIN2,15,-0.2631,18,-0.0066,25,0.48515,3,-2.3212,13,-0.4902,19,0.09639,12,-0.5587,25,0.51252,27,0.72263,14,-0.4124,18,-0.0354
ENSG00000160094,ZNF362,24,-0.0626,26,0.05882,20,-0.2847,51,1.19489,18,-0.4471,11,-1.1664,20,-0.2808,30,0.33279,18,-0.5232,42,0.83671,16,-0.6137
ENSG00000134686,PHC2,57,0.25051,37,-0.4133,49,0.01181,37,-0.4251,81,0.81163,37,-0.4250,34,-0.5330,58,0.26580,45,-0.1188,29,-0.8143,75,0.68831
ENSG00000163866,SMIM12,30,-0.9668,49,-0.2140,54,-0.0594,44,-0.3908,61,0.11102,89,0.72022,58,0.05069,65,0.22612,93,0.91908,20,-1.5768,21,-1.4600
ENSG00000116544,DLGAP3,46,0.11771,40,-0.1009,38,-0.1766,68,0.75561,39,-0.1469,16,-1.4850,42,-0.0249,108,1.55413,24,-0.9529,52,0.33237,14,-1.6496
ENSG00000163867,ZMYM6,31,0.35097,24,-0.0394,13,-0.9183,31,0.37469,20,-0.3437,29,0.26219,29,0.23102,23,-0.1021,22,-0.1979,30,0.31827,22,-0.1950
ENSG00000116560,SFPQ,502,1.01907,293,0.13375,165,-0.7492,217,-0.3348,263,-0.0348,249,-0.1218,225,-0.2796,207,-0.4070,185,-0.6289,227,-0.2611,509,1.04246
ENSG00000146463,ZMYM4,68,-0.0206,88,0.39287,62,-0.1695,62,-0.1747,74,0.09929,89,0.40603,101,0.60214,34,-1.0708,51,-0.5030,61,-0.1934,88,0.37537
ENSG00000142687,KIAA0319L,76,0.21744,54,-0.3115,60,-0.1611,65,-0.0223,39,-0.8088,91,0.50843,77,0.24852,80,0.29363,66,-0.0110,70,0.09593,50,-0.4334
ENSG00000020129,NCDN,269,-0.7744,414,-0.1124,339,-0.4208,275,-0.7409,475,0.10175,498,0.17827,395,-0.1863,1172,1.62744,647,0.67691,109,-2.1171,99,-2.2647
ENSG00000126067,PSMB2,68,-0.2482,86,0.12129,53,-0.6466,58,-0.5043,69,-0.2379,91,0.20257,84,0.08126,123,0.68715,113,0.61376,53,-0.6203,50,-0.7307
ENSG00000142686,C1orf216,57,-0.7414,125,0.46798,92,-0.0113,104,0.18316,88,-0.0847,92,-0.0085,75,-0.3341,145,0.72115,145,0.80769,18,-2.4020,27,-1.8383
ENSG00000134698,AGO4,27,0.59354,13,-0.5577,6,-1.6248,22,0.28569,31,0.81363,6,-1.7111,25,0.49910,17,-0.0799,15,-0.3488,10,-0.9300,34,0.99837
ENSG00000092847,AGO1,68,0.61155,42,-0.1465,34,-0.4668,90,1.08559,47,0.01547,26,-0.8563,41,-0.1868,36,-0.3830,39,-0.2652,37,-0.3285,54,0.24779
ENSG00000126070,AGO3,118,1.11155,52,-0.2012,17,-1.8767,60,0.02311,21,-1.5790,47,-0.3779,81,0.49088,34,-0.8347,35,-0.8555,61,0.02737,153,1.57223
ENSG00000116863,ADPRHL2,8,-0.9170,10,-0.5168,16,0.14406,14,-0.0154,9,-0.6422,15,0.03614,8,-0.8509,31,1.22672,23,0.80278,2,-2.6550,15,0.01110
ENSG00000054116,TRAPPC3,27,-0.6764,17,-1.3040,25,-0.7723,13,-1.7485,44,0.09548,46,0.15548,64,0.68283,62,0.64466,76,1.12150,24,-0.8345,25,-0.7941
ENSG00000116871,MAP7D1,155,-0.2189,157,-0.1949,172,-0.0543,158,-0.1877,143,-0.3460,139,-0.3842,178,-0.0021,249,0.53039,200,0.20444,138,-0.3932,249,0.53499
ENSG00000054118,THRAP3,236,0.44951,244,0.50696,110,-0.7419,213,0.28718,124,-0.5599,208,0.24698,278,0.72044,81,-1.2036,102,-0.9217,170,-0.0726,267,0.65184
ENSG00000196182,STK40,19,-0.0621,13,-0.6713,23,0.24007,16,-0.3409,46,1.37896,10,-1.0660,31,0.69864,28,0.53026,13,-0.7164,15,-0.3642,12,-0.7876
ENSG00000181817,LSM10,13,-1.2784,14,-1.2391,46,0.63604,10,-1.6250,46,0.61895,33,0.08634,30,-0.0499,52,0.82897,44,0.61976,30,-0.0373,10,-1.6781
ENSG00000116885,OSCP1,14,-0.2930,8,-1.0556,14,-0.3351,7,-1.2829,21,0.33076,14,-0.3431,18,0.09828,40,1.34449,30,0.96823,6,-1.6363,6,-1.5349
ENSG00000116898,MRPS15,26,-0.9645,22,-1.2044,77,0.71905,30,-0.7445,53,0.14146,58,0.27260,59,0.29066,62,0.38399,69,0.60977,44,-0.1590,18,-1.5276
ENSG00000163873,GRIK3,70,1.55708,60,1.27874,8,-1.7511,60,1.27533,62,1.34703,9,-1.6239,2,-3.4188,7,-1.8988,13,-1.2454,3,-3.0927,21,-0.3978
ENSG00000163875,MEAF6,103,-0.2828,127,0.04543,99,-0.3389,177,0.57488,166,0.47241,151,0.31621,121,-0.0309,119,-0.0485,147,0.31442,66,-0.9521,56,-1.1967
ENSG00000163877,SNIP1,17,-0.2214,39,1.12499,13,-0.6133,30,0.70050,17,-0.2091,24,0.32371,16,-0.2800,22,0.21289,11,-0.9526,11,-0.7805,22,0.18101
ENSG00000134697,GNL2,17,-0.8107,48,0.82826,10,-1.5363,31,0.14268,13,-1.1300,45,0.73263,15,-0.9964,14,-1.1041,38,0.52557,31,0.13180,41,0.59522
ENSG00000116922,C1orf109,11,-0.4677,19,0.41874,13,-0.2224,10,-0.5354,29,1.12548,15,0.01170,7,-1.0146,16,0.11534,21,0.60318,6,-1.3812,8,-0.7963
ENSG00000185090,MANEAL,20,-0.0053,4,-2.1219,24,0.32034,8,-1.3059,30,0.66490,24,0.32912,16,-0.3255,25,0.33508,32,0.88346,16,-0.2992,5,-2.0297
ENSG00000196449,YRDC,2,-2.1754,11,-0.0585,11,-0.0666,3,-1.9561,13,0.17768,16,0.49481,17,0.57588,16,0.47829,19,0.86779,10,-0.2939,3,-1.9975
ENSG00000197982,C1orf122,56,-1.2932,75,-0.8658,191,0.59012,144,0.13745,120,-0.1565,87,-0.6399,148,0.17412,181,0.50299,121,-0.1500,190,0.57664,152,0.21815
ENSG00000188786,MTF1,41,1.36604,21,0.27113,7,-1.3950,14,-0.3156,6,-1.4775,13,-0.5035,15,-0.2446,7,-1.4275,7,-1.4441,30,0.81665,45,1.52609
ENSG00000183431,SF3A3,38,-0.2701,36,-0.3355,45,0.01548,13,-1.7883,35,-0.3837,60,0.45698,61,0.49692,47,0.08934,53,0.28557,66,0.60951,31,-0.5858
ENSG00000183520,UTP11,40,0.03693,54,0.48676,48,0.32765,12,-1.7853,16,-1.3482,62,0.72994,80,1.14639,32,-0.3290,39,-0.0189,34,-0.2119,16,-1.3062
ENSG00000185668,POU3F1,2,-2.5204,2,-2.5384,20,0.53422,3,-2.2316,4,-1.7830,26,0.94950,26,0.94891,43,1.87153,19,0.48211,3,-2.0898,3,-2.1252
ENSG00000116954,RRAGC,40,-0.1984,66,0.58787,23,-1.0214,29,-0.6944,40,-0.1856,44,-0.0570,39,-0.2416,32,-0.5396,63,0.59237,50,0.15058,56,0.32660
ENSG00000174574,AKIRIN1,106,0.04334,118,0.21805,76,-0.4683,61,-0.7908,150,0.60442,113,0.14616,116,0.19285,111,0.11349,101,-0.0321,68,-0.6321,113,0.14979
ENSG00000168653,NDUFS5,309,-1.1255,359,-0.9037,881,0.49843,537,-0.2874,586,-0.1518,727,0.18973,1040,0.77047,957,0.63267,893,0.58381,334,-1.0121,227,-1.5857
ENSG00000127603,MACF1,647,0.96360,416,0.23754,182,-1.0337,333,-0.1141,159,-1.2362,363,0.02245,323,-0.1589,93,-2.0345,137,-1.5526,689,1.07227,815,1.36385
ENSG00000090621,PABPC4,93,0.28170,49,-0.7207,71,-0.1365,117,0.64703,74,-0.0858,44,-0.8882,87,0.16889,64,-0.2936,45,-0.9175,136,0.90458,111,0.56492
ENSG00000116983,HPCAL4,390,0.45672,456,0.71277,262,-0.1765,487,0.82114,240,-0.3102,106,-1.5398,271,-0.1207,479,0.79244,164,-0.9598,331,0.19170,167,-0.8682
ENSG00000084072,PPIE,9,-1.8898,9,-1.8985,21,-0.6316,21,-0.6251,35,0.17976,45,0.56764,22,-0.5196,54,0.88027,45,0.67115,41,0.41358,29,-0.1334
ENSG00000168389,MFSD2A,17,0.13965,10,-0.6331,11,-0.4830,30,1.09309,11,-0.4344,8,-1.0285,14,-0.1125,10,-0.6658,15,0.01912,33,1.22970,9,-0.8382
ENSG00000131236,CAP1,118,-0.3922,134,-0.1871,96,-0.6965,155,0.03488,118,-0.3864,164,0.12326,194,0.39759,130,-0.2402,203,0.52699,150,-0.0178,151,-0.0002
ENSG00000131238,PPT1,47,-1.4041,106,-0.1862,99,-0.2918,62,-1.0021,134,0.17609,181,0.66539,151,0.37339,145,0.30839,167,0.60395,111,-0.1143,63,-0.9830
ENSG00000117000,RLF,70,1.31632,48,0.68133,15,-1.0910,8,-2.0797,33,0.06443,42,0.46587,60,1.04641,8,-1.9227,13,-1.3689,23,-0.4833,43,0.49254
ENSG00000259943,AL050341.2,10,-0.5516,11,-0.3978,11,-0.4860,4,-1.9837,26,0.85379,12,-0.3746,22,0.56680,17,0.23712,20,0.47120,16,0.14467,11,-0.4314
ENSG00000084073,ZMPSTE24,18,-1.2362,33,-0.3052,20,-1.0259,96,1.42321,64,0.73020,50,0.33034,29,-0.5240,16,-1.3487,48,0.30486,43,0.08888,20,-1.0614
ENSG00000049089,COL9A2,6,-1.5199,10,-0.9377,10,-0.9391,30,0.76391,15,-0.3115,3,-2.6383,1,-3.6628,8,-1.2692,4,-2.2161,22,0.30243,107,3.32535
ENSG00000084070,SMAP2,158,0.03718,251,0.78904,131,-0.2586,143,-0.1162,99,-0.6818,243,0.73385,145,-0.1005,165,0.10703,161,0.08064,87,-0.8846,105,-0.5858
ENSG00000117016,RIMS3,122,-0.5725,126,-0.5239,290,0.79685,154,-0.2149,256,0.58698,168,-0.0808,229,0.41156,290,0.79351,205,0.25822,60,-1.6353,19,-3.3019
ENSG00000066136,NFYC,30,-0.0782,27,-0.2408,28,-0.1855,14,-1.1918,64,1.12361,37,0.21420,30,-0.1122,39,0.29393,43,0.52334,12,-1.4387,16,-1.0281
ENSG00000179862,CITED4,7,-0.8215,1,-3.1335,13,0.03365,0,-5.0078,20,0.68855,15,0.27643,16,0.37864,30,1.38308,22,1.02737,0,-5.0309,5,-1.2772
ENSG00000171793,CTPS1,10,-0.6344,10,-0.6362,7,-1.0553,20,0.45621,21,0.51571,14,-0.1704,12,-0.3623,25,0.82269,25,0.87426,6,-1.3954,7,-1.1024
ENSG00000127124,HIVEP3,46,0.65002,40,0.44537,16,-0.9471,47,0.71906,50,0.79312,19,-0.6700,32,0.11046,12,-1.3409,18,-0.8216,36,0.26543,27,-0.1548
ENSG00000198815,FOXJ3,58,0.18892,72,0.54618,34,-0.6080,46,-0.1824,93,0.96327,31,-0.7711,29,-0.8814,62,0.30602,56,0.15239,39,-0.4095,39,-0.4268
ENSG00000177181,RIMKLA,35,-0.7204,46,-0.2862,64,0.21373,88,0.73614,45,-0.3181,98,0.90195,62,0.16807,55,-0.0092,72,0.45877,19,-1.6342,12,-2.2542
ENSG00000127125,PPCS,22,-1.3110,43,-0.3283,59,0.17593,44,-0.2791,71,0.46816,80,0.66873,51,-0.0422,55,0.05366,46,-0.2234,60,0.19362,56,0.09606
ENSG00000186409,CCDC30,157,1.55598,90,0.59211,61,-0.0326,76,0.31904,27,-1.2543,61,-0.0254,85,0.50724,25,-1.3729,20,-1.8186,49,-0.3605,73,0.26128
ENSG00000171960,PPIH,4,-1.6134,10,-0.1637,13,0.22777,3,-2.0886,2,-2.6631,19,0.80641,16,0.52747,25,1.22004,15,0.40160,11,-0.1107,7,-0.7777
ENSG00000065978,YBX1,57,-0.8198,70,-0.5165,133,0.49428,59,-0.7804,106,0.12804,36,-1.5079,78,-0.3381,102,0.07125,55,-0.9545,246,1.54560,174,0.94100
