Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000054116,TRAPPC3,38,0.27167,21,-0.7310,45,0.62861,22,-0.6403,16,-1.0798,23,-0.5851
ENSG00000116871,MAP7D1,148,-0.3614,160,-0.1399,180,0.05991,262,0.65017,252,0.58894,118,-0.6099
ENSG00000054118,THRAP3,197,0.48021,124,-0.4129,97,-0.9356,217,0.47526,180,0.16994,177,0.14380
ENSG00000181817,LSM10,34,0.30492,17,-0.8281,51,1.19376,13,-1.2536,2,-3.7564,7,-2.0520
ENSG00000116885,OSCP1,19,0.49763,7,-1.0858,19,0.46571,3,-2.2811,5,-1.5469,20,0.36420
ENSG00000116898,MRPS15,53,0.24255,22,-1.1950,80,1.17163,33,-0.5743,9,-2.5105,8,-2.5587
ENSG00000163873,GRIK3,34,0.77848,24,-0.0866,9,-1.6738,2,-3.3206,40,0.76520,44,0.91437
ENSG00000163875,MEAF6,137,0.79883,82,-0.3016,101,0.01686,27,-1.9669,47,-1.1574,92,-0.1337
ENSG00000163877,SNIP1,19,0.60760,19,0.35811,9,-0.9006,15,0.03682,22,0.60872,4,-1.7787
ENSG00000134697,GNL2,37,0.85859,14,-0.9195,12,-1.4095,30,0.24355,55,1.21954,6,-2.1215
ENSG00000116922,C1orf109,32,1.52267,1,-4.2688,14,-0.5291,9,-1.0959,6,-1.5561,18,-0.0243
ENSG00000185090,MANEAL,28,1.22870,28,0.77174,11,-0.8628,1,-3.4994,9,-0.9445,10,-0.8501
ENSG00000197982,C1orf122,108,-0.6113,192,0.45587,209,0.79807,221,0.68828,41,-1.9207,76,-0.9890
ENSG00000188786,MTF1,16,-0.5365,35,0.80008,12,-0.9898,37,0.88822,37,0.88702,23,0.11974
ENSG00000183431,SF3A3,71,0.79136,62,0.28509,50,-0.0810,30,-0.8076,15,-1.8232,29,-0.8988
ENSG00000183520,UTP11,30,0.19656,16,-0.8504,34,0.43642,21,-0.3653,13,-1.0852,29,0.12068
ENSG00000116954,RRAGC,59,0.68230,26,-0.8518,28,-0.8518,51,0.20268,47,0.07301,48,0.13170
ENSG00000174574,AKIRIN1,89,0.24973,89,0.15583,65,-0.3904,109,0.49425,70,-0.2263,62,-0.3978
ENSG00000168653,NDUFS5,578,0.00197,384,-0.6342,1032,1.34059,244,-1.3230,131,-2.2394,186,-1.7307
ENSG00000127603,MACF1,279,-1.0208,736,0.75538,180,-1.6537,867,1.03744,751,0.79054,1078,1.42413
ENSG00000090621,PABPC4,62,-0.6334,116,0.52725,88,0.10636,94,0.17659,130,0.70775,69,-0.2962
ENSG00000116983,HPCAL4,213,-0.2925,284,0.24719,285,0.32848,48,-2.4357,327,0.47777,308,0.38144
ENSG00000084072,PPIE,51,0.66624,27,-0.5460,38,-0.0447,25,-0.6533,21,-0.9094,36,-0.1364
ENSG00000168389,MFSD2A,10,-0.9306,54,2.03259,19,0.29771,16,-0.0049,11,-0.6557,2,-2.9028
ENSG00000131236,CAP1,158,0.35073,157,0.22989,135,-0.0121,140,0.04880,56,-1.3466,106,-0.3907
ENSG00000131238,PPT1,160,0.79027,109,-0.1073,131,0.23057,58,-1.0806,22,-2.4947,64,-0.9295
ENSG00000117000,RLF,33,0.37587,12,-1.3313,15,-1.1157,40,0.54310,20,-0.5221,62,1.28741
ENSG00000084073,ZMPSTE24,51,0.86954,31,-0.2353,35,-0.0241,36,0.02035,9,-2.1020,10,-1.8682
ENSG00000049089,COL9A2,4,-2.7242,16,-0.5002,10,-1.3657,83,2.32809,80,2.24587,17,-0.3803
ENSG00000084070,SMAP2,176,0.89220,43,-1.6099,105,-0.3154,44,-1.5741,122,-0.0344,137,0.16111
ENSG00000117016,RIMS3,194,0.57232,86,-0.8895,231,0.88144,2,-5.8206,59,-1.4509,74,-1.1265
ENSG00000066136,NFYC,45,0.59576,43,0.29704,31,-0.2420,14,-1.3581,21,-0.7894,37,0.05651
ENSG00000127124,HIVEP3,25,0.13733,8,-1.6104,19,-0.3641,15,-0.6775,49,1.21035,29,0.30527
ENSG00000198815,FOXJ3,61,0.36699,33,-0.7098,50,-0.1019,27,-1.0323,34,-0.6525,88,0.85026
ENSG00000177181,RIMKLA,78,1.36970,22,-1.1496,51,0.16523,11,-2.2040,2,-4.4207,20,-1.3117
ENSG00000127125,PPCS,50,0.06546,47,-0.0596,63,0.52150,52,0.10410,24,-1.0815,25,-1.0474
ENSG00000186409,CCDC30,40,-0.5740,39,-0.4754,45,-0.3046,52,-0.0327,103,1.10185,92,0.89572
ENSG00000065978,YBX1,55,-1.2898,131,0.32526,136,0.50107,244,1.38597,100,-0.1080,71,-0.6374
ENSG00000164008,C1orf50,16,-0.2475,10,-0.9352,23,0.50587,25,0.49720,17,-0.1527,14,-0.3729
ENSG00000177868,SVBP,33,0.23479,17,-0.8535,42,0.73381,32,0.11327,15,-1.0227,5,-2.5422
ENSG00000117394,SLC2A1,53,-0.6988,180,1.50812,98,0.59601,47,-0.6953,37,-1.0603,42,-0.8522
ENSG00000117395,EBNA1BP2,78,0.58021,27,-1.2625,82,0.58492,42,-0.5925,33,-0.9449,18,-1.8116
ENSG00000179178,TMEM125,8,-1.6997,16,-0.4118,6,-1.9756,130,3.61677,21,-0.0312,12,-0.8260
ENSG00000066322,ELOVL1,22,-1.1321,33,-0.2089,14,-1.7139,229,3.54113,8,-2.3592,23,-0.8098
ENSG00000159479,MED8,23,0.22484,11,-0.9015,26,0.44663,26,0.34908,9,-1.2259,13,-0.7376
ENSG00000198198,SZT2,12,-1.2290,26,0.22948,7,-2.0421,29,0.34585,54,1.41984,75,2.04257
ENSG00000178922,HYI,11,-0.8379,18,0.10665,28,1.09430,23,0.47813,7,-1.3215,10,-0.7762
ENSG00000142949,PTPRF,101,-0.0632,167,0.77863,87,-0.3294,132,0.39271,58,-0.8830,117,0.19467
ENSG00000066135,KDM4A,33,0.85382,20,-0.2274,15,-0.8107,21,-0.1604,13,-0.9482,28,0.24151
ENSG00000126091,ST3GAL3,31,-0.1481,32,-0.0486,43,0.53364,9,-1.9452,33,0.00393,38,0.20443
ENSG00000117408,IPO13,42,-0.4983,75,0.55340,45,-0.3188,141,1.64601,22,-1.3640,45,-0.2592
ENSG00000117410,ATP6V0B,403,0.98582,138,-1.0680,271,-0.0358,134,-1.1171,136,-1.0888,203,-0.4825
ENSG00000117411,B4GALT2,36,-0.8416,91,0.83848,76,0.70141,32,-0.8239,55,0.03109,49,-0.1712
ENSG00000196517,SLC6A9,13,0.54309,2,-2.1621,3,-1.9391,45,2.65255,1,-3.0887,4,-1.3771
ENSG00000178028,DMAP1,74,0.77680,54,-0.0121,43,-0.4619,35,-0.6615,39,-0.5180,46,-0.2746
ENSG00000117419,ERI3,112,0.22998,121,0.29267,114,0.24513,61,-0.7710,87,-0.2394,54,-0.9732
ENSG00000187147,RNF220,122,0.04397,92,-0.4109,115,-0.0820,154,0.39987,164,0.49994,75,-0.7189
ENSG00000142937,RPS8,576,-0.8853,972,0.14693,1261,0.75816,1562,0.93221,773,-0.2152,355,-1.4042
ENSG00000070785,EIF2B3,29,0.77336,13,-0.7104,19,-0.2231,18,-0.3080,16,-0.4910,15,-0.5485
ENSG00000126088,UROD,86,0.46118,41,-0.8284,82,0.31304,48,-0.5973,21,-1.7936,77,0.12843
ENSG00000117450,PRDX1,256,0.09751,258,0.07719,326,0.59524,272,0.16042,47,-2.4863,123,-1.0705
ENSG00000117448,AKR1A1,35,0.42289,7,-2.1142,41,0.66135,34,0.19722,5,-2.5289,17,-0.8817
ENSG00000132780,NASP,63,-1.0277,34,-1.7268,46,-1.4505,276,1.64002,339,2.04198,118,0.18067
ENSG00000159592,GPBP1L1,29,-0.0440,22,-0.4334,28,-0.0701,54,0.98875,27,-0.1428,20,-0.5815
ENSG00000086015,MAST2,24,0.24012,18,-0.2469,28,0.55516,7,-1.5399,7,-1.5556,23,0.11849
ENSG00000117461,PIK3R3,36,0.63672,45,0.75776,18,-0.8102,13,-1.1637,8,-1.8551,43,0.69214
ENSG00000085998,POMGNT1,50,0.02300,55,0.15123,49,-0.0394,61,0.31823,39,-0.3761,45,-0.1441
ENSG00000132128,LRRC41,40,0.09215,46,0.26575,38,-0.0454,32,-0.2935,46,0.26066,28,-0.5199
ENSG00000173660,UQCRH,450,0.39238,145,-1.4754,650,1.20842,104,-1.9654,102,-2.0019,97,-2.0790
ENSG00000117481,NSUN4,36,0.72648,14,-0.9331,16,-0.9126,23,-0.2260,41,0.70689,23,-0.2205
ENSG00000117480,FAAH,34,0.28311,12,-1.3830,22,-0.5389,48,0.75526,19,-0.6809,48,0.75798
ENSG00000079277,MKNK1,28,0.26673,23,-0.1215,20,-0.4011,17,-0.5672,15,-0.7607,47,1.01696
ENSG00000123472,ATPAF1,143,0.13717,127,-0.0912,178,0.58884,66,-1.1039,84,-0.7314,98,-0.4918
ENSG00000159658,EFCAB14,56,-1.1597,180,0.94902,81,-0.4084,204,1.16944,131,0.41688,125,0.34653
ENSG00000162368,CMPK1,152,0.57873,86,-0.5150,116,-0.0629,99,-0.2980,98,-0.3128,79,-0.6412
ENSG00000132122,SPATA6,7,-1.8225,30,0.77314,8,-1.3736,47,1.58810,46,1.54363,27,0.60049
ENSG00000162373,BEND5,73,1.43857,24,-0.8860,39,-0.2176,10,-2.2035,7,-2.6545,28,-0.6408
ENSG00000162374,ELAVL4,354,1.72582,48,-2.1321,126,-0.8185,14,-3.8684,105,-0.9639,201,0.03261
ENSG00000185104,FAF1,74,0.97782,42,-0.2729,40,-0.4525,34,-0.5966,38,-0.4372,27,-0.9825
ENSG00000123091,RNF11,495,0.65154,334,-0.2067,462,0.39982,99,-2.0430,208,-0.9317,179,-1.1633
ENSG00000085832,EPS15,298,0.68797,204,-0.1635,233,0.06127,179,-0.3607,70,-1.7756,141,-0.7303
ENSG00000117859,OSBPL9,25,-0.4624,46,0.58651,19,-0.9502,52,0.79967,37,0.23206,56,0.93381
ENSG00000078618,NRDC,162,0.31596,75,-0.9803,95,-0.7323,142,0.00410,265,1.03949,140,-0.0106
ENSG00000169213,RAB3B,106,0.83381,71,-0.1044,35,-1.3843,24,-1.7402,164,1.27145,51,-0.6175
ENSG00000117862,TXNDC12,47,0.66142,45,0.38416,37,0.10028,18,-1.0028,4,-3.2257,25,-0.5248
ENSG00000134717,BTF3L4,84,0.94213,43,-0.4762,50,-0.2942,44,-0.4206,29,-1.0636,38,-0.6418
ENSG00000157077,ZFYVE9,61,0.96422,27,-0.6966,37,-0.2178,15,-1.5491,24,-0.8546,39,-0.0977
ENSG00000134748,PRPF38A,39,-0.6696,80,0.65105,45,-0.3189,95,0.93806,77,0.59448,45,-0.2640
ENSG00000134744,TUT4,75,-0.6571,76,-0.4766,42,-1.5540,198,1.08513,203,1.12562,226,1.31824
ENSG00000162377,COA7,38,0.88468,22,-0.3020,24,-0.2061,15,-0.8870,31,0.25759,2,-3.6010
ENSG00000162378,ZYG11B,201,0.91146,93,-0.6437,122,-0.2795,52,-1.5170,99,-0.5598,138,-0.0425
ENSG00000121310,ECHDC2,7,-2.3712,78,1.88679,19,-0.6175,20,-0.4213,6,-2.1628,99,2.38314
ENSG00000116171,SCP2,114,0.04096,132,0.25892,129,0.27722,116,0.05250,29,-2.0303,114,0.02902
ENSG00000157184,CPT2,11,-0.9455,46,1.60303,14,-0.4755,22,0.34375,4,-2.0393,37,1.22454
ENSG00000162384,CZIB,49,0.34513,42,-0.0102,50,0.34998,50,0.27150,5,-3.2088,22,-1.0101
ENSG00000162385,MAGOH,20,-0.1544,18,-0.3191,34,0.96935,13,-0.7883,0,-5.3607,25,0.24603
ENSG00000157193,LRP8,63,0.99704,19,-1.2151,35,-0.3987,5,-3.0607,44,0.02686,47,0.15404
ENSG00000058799,YIPF1,27,0.74784,16,-0.3029,18,-0.1564,11,-0.8571,10,-1.0023,18,-0.1304
ENSG00000081870,HSPB11,29,0.32632,26,0.02766,38,0.89602,18,-0.5452,0,-7.8131,4,-2.7660
ENSG00000116209,TMEM59,162,0.29528,98,-0.5835,177,0.43876,191,0.47111,14,-3.4132,90,-0.7204
ENSG00000116205,TCEANC2,12,-1.1491,8,-1.3726,7,-1.7449,40,1.07073,79,2.35866,33,0.75885
ENSG00000116221,MRPL37,61,0.53163,49,0.00716,61,0.45601,22,-1.2432,8,-2.5919,32,-0.6529
ENSG00000157216,SSBP3,313,0.53449,251,0.00240,263,0.09054,97,-1.4578,157,-0.7292,217,-0.2266
ENSG00000243725,TTC4,28,0.38665,24,0.06377,16,-0.6973,13,-0.8547,26,0.15423,36,0.67158
ENSG00000116133,DHCR24,202,1.04622,78,-0.8435,74,-1.0870,235,0.90818,66,-1.0928,79,-0.8351
ENSG00000162402,USP24,46,0.56987,30,-0.2849,24,-0.7406,36,-0.0004,31,-0.2526,45,0.35777
ENSG00000162407,PLPP3,106,-1.7744,1035,2.40744,293,0.15551,226,-0.2873,26,-3.4724,391,0.59153
ENSG00000162409,PRKAA2,66,0.67136,26,-1.0113,48,-0.0951,26,-1.0327,28,-0.8733,66,0.42107
ENSG00000162601,MYSM1,68,0.08611,30,-1.1721,29,-1.4673,70,0.10335,134,1.17672,130,1.12591
ENSG00000177606,JUN,81,0.04371,65,-0.3044,67,-0.3201,63,-0.3610,75,-0.0949,145,0.98858
ENSG00000134709,HOOK1,53,0.76357,13,-1.6757,39,0.00891,2,-4.3066,27,-0.5905,59,0.65424
ENSG00000134716,CYP2J2,10,-0.3831,10,-0.2977,12,-0.1399,37,1.83072,0,-4.9578,14,0.16151
ENSG00000162599,NFIA,89,-2.2029,879,1.89657,120,-1.5839,571,1.09759,492,0.84034,580,1.12421
ENSG00000162604,TM2D1,71,0.43059,42,-0.5136,59,0.00374,59,0.00330,26,-1.2449,62,0.06385
ENSG00000162607,USP1,54,-0.2089,61,0.04275,33,-1.0619,137,1.39666,62,0.06567,79,0.45237
ENSG00000116641,DOCK7,21,-1.7470,182,2.19222,43,-0.3723,34,-0.6797,18,-1.6152,131,1.54486
ENSG00000125703,ATG4C,23,-0.2162,22,-0.2525,9,-1.8129,86,2.11357,21,-0.2606,33,0.41068
ENSG00000142856,ITGB3BP,34,0.37702,20,-0.5764,27,-0.1504,41,0.55373,20,-0.5769,22,-0.4592
ENSG00000079739,PGM1,34,-0.1384,58,0.75601,53,0.83531,21,-0.8408,0,-7.6322,24,-0.6596
ENSG00000158966,CACHD1,18,-0.2030,58,1.81681,18,-0.1925,8,-1.3965,4,-2.2001,23,0.19615
ENSG00000162434,JAK1,102,0.38633,108,0.35196,68,-0.4711,82,-0.0935,26,-1.8418,128,0.62371
ENSG00000162433,AK4,61,-0.7142,213,1.53641,75,-0.2640,62,-0.5188,73,-0.2446,129,0.65192
ENSG00000116675,DNAJC6,456,1.04860,139,-1.2056,253,-0.3638,256,-0.2800,186,-0.7707,200,-0.6572
ENSG00000213625,LEPROT,27,-1.1383,114,1.42786,53,0.16472,55,0.20126,29,-0.8065,69,0.56350
ENSG00000184588,PDE4B,86,-0.0805,129,0.59495,70,-0.4569,163,0.98802,63,-0.5426,72,-0.3312
ENSG00000118473,SGIP1,180,0.88003,84,-0.6497,99,-0.4711,71,-0.8943,93,-0.4808,135,0.09748
ENSG00000198160,MIER1,59,-0.2857,62,-0.1271,46,-0.6962,111,0.83207,108,0.78785,81,0.31531
ENSG00000142864,SERBP1,254,0.05926,281,0.20271,212,-0.3011,359,0.60134,241,-0.0436,191,-0.4077
ENSG00000116717,GADD45A,39,-0.4178,94,1.14593,41,-0.2464,38,-0.3192,16,-1.6383,90,1.07198
ENSG00000172380,GNG12,1,-4.6990,72,2.35595,20,0.06884,46,1.47390,3,-2.6145,26,0.50307
ENSG00000116729,WLS,65,-0.7936,338,2.22461,86,-0.2050,65,-0.5983,3,-4.9917,130,0.48809
ENSG00000033122,LRRC7,91,0.88132,23,-1.5760,43,-0.7476,27,-1.3222,66,0.03177,100,0.71461
ENSG00000066557,LRRC40,45,1.26354,25,-0.1737,19,-0.6689,12,-1.2656,13,-1.1263,20,-0.5106
ENSG00000116754,SRSF11,212,-1.2021,123,-1.7511,124,-1.9623,568,0.61882,1304,2.13734,1049,1.70423
ENSG00000118454,ANKRD13C,50,0.88058,19,-0.9370,38,0.10864,30,-0.2768,7,-2.4173,21,-0.7770
ENSG00000132485,ZRANB2,196,0.05973,134,-0.5435,99,-1.1867,259,0.49356,233,0.31947,392,1.19918
ENSG00000172260,NEGR1,544,1.19491,75,-2.3149,291,-0.3452,71,-2.3991,304,-0.2143,336,-0.0575
ENSG00000178965,ERICH3,157,1.11993,26,-2.0598,60,-0.9760,10,-3.4526,141,0.50496,147,0.56892
ENSG00000162623,TYW3,61,0.85894,12,-1.8626,29,-0.7389,53,0.32888,35,-0.3452,46,0.09110
ENSG00000117054,ACADM,49,-0.1095,78,0.66651,61,0.36520,50,-0.0321,12,-2.1384,45,-0.2062
ENSG00000137955,RABGGTB,54,0.36166,26,-0.9060,53,0.24768,48,0.04678,13,-1.8701,50,0.11378
ENSG00000117069,ST6GALNAC5,74,2.03599,2,-4.3206,36,-0.0909,1,-4.9527,10,-1.9509,2,-4.2353
ENSG00000142892,PIGK,40,0.73866,6,-2.3707,24,-0.4437,33,0.17987,31,0.07504,26,-0.2064
ENSG00000154027,AK5,301,0.94111,107,-1.0264,170,-0.3921,130,-0.7384,117,-0.8977,231,0.15699
ENSG00000036549,AC118549.1,35,-0.0211,29,-0.3260,17,-1.3286,74,1.22323,54,0.67257,42,0.29373
ENSG00000077254,USP33,173,0.83193,56,-1.2354,86,-0.6885,78,-0.7259,110,-0.2051,178,0.57194
ENSG00000180488,MIGA1,183,0.81652,108,-0.3138,96,-0.5990,169,0.39714,67,-1.0552,92,-0.5670
ENSG00000162613,FUBP1,72,0.24408,54,-0.2909,40,-0.8672,74,0.21815,86,0.46776,89,0.50949
ENSG00000162616,DNAJB4,30,-0.0227,43,0.58611,25,-0.3657,42,0.53910,14,-1.1799,38,0.37671
ENSG00000137959,IFI44L,1,-4.7858,95,2.39968,4,-2.7409,93,2.34995,42,0.86088,24,-0.0192
ENSG00000117114,ADGRL2,38,1.23302,3,-2.8675,24,-0.0029,1,-4.1549,18,-0.4045,17,-0.5220
ENSG00000137941,TTLL7,340,-0.3173,140,-1.5759,158,-1.6027,1205,1.94684,663,0.85621,483,0.33064
ENSG00000142875,PRKACB,520,0.80885,191,-1.0514,349,-0.1515,342,-0.1539,182,-1.1273,312,-0.3010
ENSG00000117133,RPF1,46,0.30580,47,0.24771,46,0.24535,27,-0.6350,19,-1.1599,30,-0.4354
ENSG00000174021,GNG5,26,-1.0367,76,0.89792,84,1.52388,25,-0.8659,1,-5.4477,25,-0.8685
ENSG00000117155,SSX2IP,210,1.00423,85,-0.8112,139,-0.0498,17,-3.1928,59,-1.3523,153,0.11276
ENSG00000162642,C1orf52,92,0.73558,64,-0.0996,51,-0.5317,34,-1.0668,50,-0.4670,81,0.27716
ENSG00000153904,DDAH1,241,-0.3976,629,1.29633,344,0.35236,93,-1.7203,134,-1.1842,334,0.22942
ENSG00000117174,ZNHIT6,26,-1.2886,49,-0.0459,39,-0.4771,96,1.03767,123,1.48990,67,0.45154
ENSG00000122417,ODF2L,87,0.12634,40,-1.0974,28,-1.8441,94,0.20567,112,0.48225,229,1.74222
ENSG00000097033,SH3GLB1,39,-0.7740,100,0.94011,52,-0.1563,98,0.89543,56,-0.0242,56,-0.0084
ENSG00000183291,SELENOF,100,0.37842,46,-0.9613,102,0.37135,109,0.39255,13,-2.7362,63,-0.4668
ENSG00000153936,HS2ST1,45,0.12452,46,0.12371,48,0.21331,17,-1.3634,21,-1.1015,63,0.61680
ENSG00000143013,LMO4,1329,0.93968,511,-0.9159,851,-0.1604,141,-2.8229,611,-0.6445,1031,0.17534
ENSG00000065243,PKN2,28,-1.0181,63,0.46309,24,-1.1984,117,1.52798,42,-0.1773,112,1.43869
ENSG00000137947,GTF2B,24,0.56235,9,-1.0921,28,0.82959,13,-0.5913,2,-2.8364,4,-2.1806
ENSG00000137944,KYAT3,29,0.90325,12,-0.7574,25,0.42115,10,-1.1168,0,-7.5194,11,-0.9678
ENSG00000213516,RBMXL1,23,-0.2512,39,0.65501,18,-0.6465,43,0.81955,52,1.12878,4,-2.5410
ENSG00000197147,LRRC8B,143,0.91019,40,-1.4048,78,-0.4674,106,0.08918,38,-1.4645,112,0.17314
ENSG00000171492,LRRC8D,39,0.33831,27,-0.3197,18,-1.1239,82,1.48484,13,-1.4741,39,0.24823
ENSG00000162664,ZNF326,52,-1.4139,79,-0.4931,39,-1.7590,255,1.43241,426,2.46024,107,-0.0187
ENSG00000233593,LINC02609,37,0.36732,16,-1.0546,45,0.74896,23,-0.5016,18,-0.8148,8,-2.0621
ENSG00000122482,ZNF644,80,-0.1274,86,0.01141,45,-1.1283,213,1.55339,72,-0.2508,107,0.36547
ENSG00000069702,TGFBR3,13,-1.2766,79,2.01489,28,0.22920,8,-1.6380,17,-0.5743,33,0.47350
ENSG00000172031,EPHX4,59,1.90454,0,-5.9310,31,-0.0052,1,-4.8835,11,-1.5523,3,-3.5365
ENSG00000189195,BTBD8,500,1.29177,52,-2.6923,269,-0.2870,132,-1.3175,159,-1.0412,280,-0.1706
ENSG00000174842,GLMN,28,0.81172,3,-2.6126,24,0.27856,4,-2.3170,7,-1.5696,27,0.42324
ENSG00000122484,RPAP2,95,-0.2150,37,-1.5652,51,-1.2821,128,0.31638,194,1.01539,260,1.53714
ENSG00000067208,EVI5,81,-0.2575,59,-0.6556,61,-0.7389,251,1.74108,77,-0.2628,106,0.24519
ENSG00000122406,RPL5,409,-0.4828,469,-0.1390,764,0.87136,639,0.35505,430,-0.2747,168,-1.6981
ENSG00000154511,DIPK1A,38,0.67174,15,-0.9992,31,0.15515,32,0.16610,11,-1.3778,14,-1.1426
ENSG00000143033,MTF2,34,-0.3554,8,-2.2711,18,-1.3841,57,0.57576,62,0.72247,120,1.91607
ENSG00000117500,TMED5,34,-0.1077,54,0.64555,30,-0.3260,71,1.12404,17,-1.1215,26,-0.5234
ENSG00000223745,CCDC18-AS1,5,-2.4576,15,-0.5561,7,-1.8329,67,1.98877,36,0.83777,74,2.17504
ENSG00000117505,DR1,44,0.53053,32,-0.1863,34,-0.0682,36,0.01660,16,-1.1696,27,-0.4284
ENSG00000137942,FNBP1L,31,0.17264,35,0.31023,18,-0.8928,21,-0.5119,34,0.27506,50,0.89096
ENSG00000137936,BCAR3,13,-0.6922,56,1.91720,15,-0.3543,8,-1.2688,1,-3.9898,39,1.24581
ENSG00000067334,DNTTIP2,110,0.55245,77,-0.2115,62,-0.6411,112,0.38843,85,-0.0582,65,-0.4696
ENSG00000023909,GCLM,51,0.60396,27,-0.5788,27,-0.7298,20,-1.0226,30,-0.4051,75,1.04352
ENSG00000137962,ARHGAP29,27,0.42054,21,-0.0899,26,0.29916,16,-0.4882,14,-0.7491,10,-1.1784
ENSG00000117528,ABCD3,53,-0.3877,128,1.14466,55,-0.2937,81,0.38560,66,0.04966,50,-0.3800
ENSG00000117525,F3,24,-1.8265,284,2.75485,58,-0.1944,22,-1.5723,0,-7.8218,126,1.11925
ENSG00000117519,CNN3,60,-1.5565,510,2.38764,132,-0.0308,172,0.39293,14,-3.3805,148,0.14764
ENSG00000172339,ALG14,17,-0.1742,6,-1.5640,19,0.04651,21,0.25938,19,0.09808,30,0.80068
ENSG00000152078,TLCD4,65,0.46376,63,0.26113,52,-0.0462,21,-1.4495,33,-0.7459,56,0.05706
ENSG00000122481,RWDD3,12,-0.8890,41,1.31685,19,0.08381,14,-0.4527,11,-0.7835,32,0.90116
ENSG00000228971,LINC02607,32,1.28249,14,-0.5242,11,-0.9655,0,-5.7055,27,0.50994,14,-0.5072
ENSG00000117569,PTBP2,65,0.34075,63,0.16494,47,-0.3352,69,0.33217,25,-1.2079,60,0.10165
ENSG00000117598,PLPPR5,28,0.91589,0,-5.0262,23,0.38660,6,-1.8156,12,-0.7810,14,-0.4880
ENSG00000117600,PLPPR4,150,1.28511,41,-1.2627,82,-0.2536,7,-3.7699,42,-1.2064,92,-0.0182
ENSG00000162688,AGL,40,-0.2951,72,0.72768,35,-0.4977,36,-0.3862,32,-0.5783,100,1.29013
ENSG00000117620,SLC35A3,24,-0.1129,27,0.11815,15,-0.8895,41,0.77629,47,1.00974,20,-0.3191
ENSG00000156875,MFSD14A,42,0.12902,35,-0.1942,29,-0.5756,47,0.27944,33,-0.2752,65,0.81332
ENSG00000122435,TRMT13,15,-0.9418,17,-0.5019,6,-2.3261,66,1.73353,56,1.44133,45,1.05535
ENSG00000137992,DBT,59,-0.2869,126,1.01545,58,-0.2922,89,0.42848,41,-0.7661,78,0.21929
ENSG00000224616,RTCA-AS1,18,-1.0533,13,-1.3121,10,-1.9075,85,1.71790,45,0.61170,94,1.91934
ENSG00000137996,RTCA,59,0.97410,30,-0.4712,37,-0.1722,24,-0.8116,1,-4.7470,43,0.09582
ENSG00000162694,EXTL2,84,1.77453,24,-0.9928,31,-0.6944,21,-1.1487,14,-1.7929,15,-1.6333
ENSG00000162695,SLC30A7,17,-0.2292,17,-0.1018,14,-0.5015,24,0.39064,14,-0.3843,39,1.23521
ENSG00000170989,S1PR1,25,-1.2998,128,1.63525,73,0.86173,18,-1.4700,2,-4.2095,70,0.56810
ENSG00000118733,OLFM3,80,1.54122,9,-2.4669,42,-0.1725,1,-4.8666,18,-1.4537,35,-0.4223
ENSG00000060718,COL11A1,33,0.78510,4,-2.6577,5,-2.4485,18,-0.4239,13,-0.9526,81,2.13696
ENSG00000185946,RNPC3,53,-1.7188,100,-0.4252,56,-1.5125,238,0.97396,275,1.23169,452,2.18273
ENSG00000162631,NTNG1,31,1.53310,7,-1.3507,17,-0.1563,4,-2.1869,1,-3.8701,12,-0.6722
ENSG00000162636,FAM102B,44,1.40090,9,-1.6483,23,-0.2507,3,-3.2070,14,-0.9418,20,-0.4590
ENSG00000162639,HENMT1,22,0.63129,12,-0.5157,17,0.06385,6,-1.3686,16,-0.0961,11,-0.6305
ENSG00000134186,PRPF38B,52,-1.6699,54,-1.2825,42,-1.8759,229,0.98425,593,2.89819,171,0.49234
ENSG00000116266,STXBP3,31,-0.6611,41,-0.0834,37,-0.2920,127,1.85717,27,-0.7423,43,0.01043
ENSG00000121957,GPSM2,24,-0.7925,68,1.09599,24,-0.6470,106,1.92212,26,-0.4493,15,-1.2800
ENSG00000121940,CLCC1,24,-0.2429,50,1.03864,21,-0.4263,35,0.44608,18,-0.6117,31,0.22200
ENSG00000085433,WDR47,171,1.34768,44,-1.3236,84,-0.4224,24,-2.2096,68,-0.6684,81,-0.4088
ENSG00000197780,TAF13,127,0.64305,82,-0.2760,93,-0.0975,118,0.29366,42,-1.2890,47,-1.1151
ENSG00000215717,TMEM167B,56,0.28508,44,-0.1952,46,-0.1309,50,0.00182,51,0.05175,38,-0.4283
ENSG00000116299,KIAA1324,21,0.13668,12,-0.6988,11,-0.9693,5,-1.9101,32,0.78257,49,1.51864
ENSG00000031698,SARS,339,0.86516,103,-1.3006,227,-0.1217,129,-0.9717,201,-0.2861,187,-0.4022
ENSG00000143126,CELSR2,123,0.28962,81,-0.4655,101,-0.1506,66,-0.7686,111,0.03504,144,0.45218
ENSG00000134222,PSRC1,35,-0.2331,41,0.08857,28,-0.5958,74,1.05559,52,0.48229,35,-0.1379
ENSG00000134243,SORT1,296,0.44054,225,-0.1426,168,-0.7107,381,0.71110,175,-0.5343,240,-0.0428
