Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000121769,FABP3,30,-1.2159,31,-1.1545,29,-1.2451,59,-0.2157,72,0.13862,57,-0.2569,99,0.63592,117,1.04169
ENSG00000162517,PEF1,35,-1.0218,26,-1.4797,54,-0.3876,61,-0.2042,54,-0.4296,67,-0.0458,90,0.41291,130,1.18867
ENSG00000084636,COL16A1,48,1.49904,16,-0.3012,4,-2.2594,13,-0.6235,17,-0.2220,23,0.26004,18,-0.1447,21,0.11223
ENSG00000121753,ADGRB2,46,-1.7727,70,-1.1453,119,-0.3513,202,0.54284,139,-0.1169,158,0.10332,129,-0.2297,213,0.64270
ENSG00000184007,PTP4A2,1083,2.15097,324,0.05287,603,1.06903,253,-0.3655,202,-0.7319,206,-0.7014,155,-1.0787,138,-1.3365
ENSG00000121774,KHDRBS1,155,0.15386,173,0.33694,76,-0.9316,174,0.37689,150,0.11259,124,-0.2036,102,-0.4982,141,0.00620
ENSG00000025800,KPNA6,91,-0.0129,81,-0.1979,74,-0.3471,104,0.21366,127,0.57736,81,-0.2218,93,0.02485,71,-0.4453
ENSG00000084652,TXLNA,40,1.02000,24,0.22421,24,0.21102,15,-0.5501,15,-0.5871,18,-0.2427,18,-0.2322,25,0.31330
ENSG00000160050,CCDC28B,12,-0.4427,11,-0.6014,10,-0.6696,18,0.21801,7,-1.2455,28,1.00188,12,-0.4847,21,0.43830
ENSG00000084623,EIF3I,65,-0.5953,71,-0.4434,61,-0.6874,107,0.20628,65,-0.6408,86,-0.1754,111,0.23971,159,0.94924
ENSG00000175130,MARCKSL1,540,2.83144,111,-0.0479,124,0.13345,48,-1.4071,39,-1.7141,128,0.19742,34,-1.8334,66,-0.9028
ENSG00000160058,BSDC1,50,0.22525,34,-0.4051,44,0.02605,39,-0.2128,47,0.11487,45,0.06867,39,-0.1662,48,0.14846
ENSG00000160062,ZBTB8A,23,0.29962,19,0.03495,27,0.58709,33,1.05894,15,-0.4043,19,0.04463,6,-1.7471,8,-1.3827
ENSG00000176261,ZBTB8OS,17,-1.4288,60,0.50489,32,-0.4892,44,0.00320,34,-0.3940,54,0.38977,37,-0.2704,57,0.45751
ENSG00000162521,RBBP4,127,0.26728,114,0.08909,60,-0.8956,136,0.41512,114,0.10490,93,-0.2447,97,-0.1601,103,-0.0767
ENSG00000162522,KIAA1522,4,-1.8214,19,0.24453,10,-0.7237,18,0.20738,9,-0.9015,19,0.30617,6,-1.5082,30,1.18096
ENSG00000134684,YARS,19,-2.4324,78,-0.3015,46,-1.1147,108,0.22192,85,-0.1836,88,-0.1346,105,0.14827,166,1.02982
ENSG00000160097,FNDC5,5,-2.6198,29,-0.1458,5,-2.6983,25,-0.4060,29,-0.1671,47,0.70199,44,0.49463,49,0.77005
ENSG00000121905,HPCA,33,-2.0602,72,-0.9030,124,-0.0703,166,0.43439,111,-0.2682,130,0.00163,37,-1.9044,239,1.14668
ENSG00000121900,TMEM54,11,-1.4619,30,0.02819,29,-0.0494,18,-0.8498,17,-0.8915,55,1.15634,18,-0.7286,44,0.69763
ENSG00000004455,AK2,50,0.78129,32,0.08104,8,-1.9350,17,-0.9287,31,0.01331,39,0.40938,36,0.23226,34,0.17820
ENSG00000142920,AZIN2,6,-1.5141,22,0.34169,9,-0.9476,19,0.08281,16,-0.2332,15,-0.2578,16,-0.1615,31,0.97493
ENSG00000160094,ZNF362,10,-0.8518,26,0.68759,3,-2.3678,13,-0.3895,18,0.05701,15,-0.1855,16,-0.1300,28,0.93123
ENSG00000134686,PHC2,42,0.23361,23,-0.6995,22,-0.7606,17,-1.2156,30,-0.3231,48,0.49221,68,1.01466,46,0.38996
ENSG00000163866,SMIM12,16,-1.6132,19,-1.3842,24,-1.0769,39,-0.3664,55,0.21289,53,0.16342,73,0.65990,77,0.85092
ENSG00000116544,DLGAP3,12,-1.3359,39,0.49360,36,0.37375,25,-0.2108,14,-1.1594,53,1.14676,14,-1.0575,29,0.01480
ENSG00000163867,ZMYM6,26,0.11818,28,0.24619,10,-1.3154,27,0.19064,25,0.10324,22,-0.1600,15,-0.6629,30,0.40014
ENSG00000116560,SFPQ,479,1.22486,292,0.39848,120,-0.9795,235,0.05743,313,0.57303,129,-0.9395,145,-0.6942,170,-0.4924
ENSG00000146463,ZMYM4,92,0.15605,140,0.83012,62,-0.4564,98,0.28099,87,0.07733,62,-0.4983,76,-0.1530,69,-0.3282
ENSG00000142687,KIAA0319L,41,-0.4694,69,0.34643,25,-1.2237,43,-0.4417,77,0.59224,60,0.13912,58,0.06593,57,0.03341
ENSG00000020129,NCDN,65,-2.7942,92,-2.3014,161,-1.4766,604,0.63910,350,-0.3245,354,-0.3087,573,0.48009,790,1.17130
ENSG00000126067,PSMB2,59,-0.5133,42,-1.0274,67,-0.3268,87,0.09321,97,0.28938,76,-0.1401,117,0.55783,92,0.19185
ENSG00000142686,C1orf216,21,-2.0774,30,-1.5373,49,-0.8156,97,0.26073,74,-0.1996,81,-0.0482,109,0.42665,144,1.00801
ENSG00000134698,AGO4,9,-0.4634,17,0.51164,1,-3.1380,9,-0.5116,17,0.52461,14,0.20108,12,-0.1053,15,0.33879
ENSG00000092847,AGO1,50,0.16315,38,-0.2717,70,0.71846,38,-0.2827,60,0.51414,45,-0.0152,40,-0.1975,28,-0.7628
ENSG00000126070,AGO3,100,1.12760,81,0.77179,28,-0.8898,44,-0.2241,67,0.52846,31,-0.7998,41,-0.2961,33,-0.6783
ENSG00000116863,ADPRHL2,14,-0.0588,2,-2.9023,5,-1.5114,18,0.31133,12,-0.2940,17,0.26660,21,0.56894,20,0.53744
ENSG00000054116,TRAPPC3,28,-0.7160,23,-0.9799,12,-1.8861,44,-0.0133,37,-0.2791,45,0.02639,52,0.25776,81,1.13616
ENSG00000116871,MAP7D1,193,0.35404,96,-0.7296,122,-0.3628,146,-0.0939,123,-0.3775,159,0.04659,154,-0.0075,216,0.59930
ENSG00000054118,THRAP3,269,0.76873,223,0.45889,150,-0.1635,247,0.70615,192,0.24704,86,-1.0943,140,-0.2766,86,-1.0797
ENSG00000181817,LSM10,9,-1.9181,21,-0.6829,40,0.34864,32,-0.0076,20,-0.7764,41,0.43994,33,0.01699,49,0.74495
ENSG00000116885,OSCP1,2,-2.9968,10,-0.6089,6,-1.2498,20,0.48912,14,-0.1012,10,-0.6964,18,0.21702,29,1.19384
ENSG00000116898,MRPS15,22,-1.3417,22,-1.2889,36,-0.5652,43,-0.3364,44,-0.2851,60,0.23455,65,0.32718,95,1.10660
ENSG00000163873,GRIK3,3,-2.3155,5,-1.9673,23,0.38162,7,-1.4091,52,2.16612,12,-0.6675,3,-2.3270,20,0.14169
ENSG00000163875,MEAF6,50,-1.4426,73,-0.8549,103,-0.3378,136,0.10295,147,0.23898,137,0.11081,164,0.39241,155,0.32812
ENSG00000163877,SNIP1,6,-1.4960,21,0.22108,29,0.77035,16,-0.1900,26,0.60425,23,0.39046,8,-1.1986,12,-0.6855
ENSG00000134697,GNL2,43,0.46284,27,-0.2388,24,-0.4178,45,0.60678,35,0.15263,13,-1.4402,43,0.45565,30,-0.0858
ENSG00000116922,C1orf109,8,-1.2692,5,-1.7518,16,-0.1745,26,0.58351,24,0.42047,13,-0.5997,23,0.32438,23,0.34253
ENSG00000185090,MANEAL,2,-2.7615,6,-1.4386,8,-1.0606,10,-0.8529,16,-0.0384,15,-0.1377,47,1.73494,27,0.84083
ENSG00000197982,C1orf122,199,0.48889,133,-0.1509,149,0.03237,85,-0.9010,76,-1.0791,276,1.19109,104,-0.5242,149,0.03385
ENSG00000188786,MTF1,33,1.23852,25,0.80842,5,-1.6886,7,-1.2168,22,0.67688,19,0.33907,6,-1.4540,9,-0.7992
ENSG00000183431,SF3A3,38,-0.2622,63,0.51081,10,-2.2722,63,0.58991,54,0.28566,22,-1.2032,46,0.03083,56,0.35868
ENSG00000183520,UTP11,47,0.07278,51,0.21262,29,-0.6452,67,0.72622,42,-0.1258,28,-0.7787,76,0.85073,31,-0.6402
ENSG00000116954,RRAGC,43,-0.0666,39,-0.2079,38,-0.2542,52,0.26199,45,-0.0027,31,-0.6196,76,0.82962,44,-0.0464
ENSG00000174574,AKIRIN1,74,-0.0140,67,-0.1633,47,-0.7013,82,0.17950,67,-0.1688,79,0.11281,79,0.10530,83,0.19953
ENSG00000168653,NDUFS5,297,-1.3656,566,-0.3880,688,-0.0843,816,0.20496,424,-0.8915,925,0.43027,804,0.16124,1015,0.60118
ENSG00000127603,MACF1,1059,1.69123,723,1.01211,343,-0.1931,280,-0.5512,436,0.20380,281,-0.5459,241,-0.7347,151,-1.5281
ENSG00000090621,PABPC4,92,0.61312,107,0.85628,64,0.04275,54,-0.2433,50,-0.3733,64,0.03565,64,0.02738,44,-0.5832
ENSG00000116983,HPCAL4,170,-0.1785,152,-0.3542,270,0.55642,286,0.73181,177,-0.1319,190,-0.0050,77,-1.3756,158,-0.3257
ENSG00000084072,PPIE,12,-1.2647,26,-0.1913,10,-1.6281,29,0.01401,16,-0.9362,39,0.49647,44,0.65961,45,0.75952
ENSG00000168389,MFSD2A,34,1.56921,33,1.51537,11,-0.2206,2,-2.4639,3,-2.0221,21,0.80855,13,0.01969,6,-1.1401
ENSG00000131236,CAP1,144,0.01372,121,-0.2570,125,-0.2126,166,0.26081,142,-0.0087,143,0.00023,113,-0.3624,155,0.14043
ENSG00000131238,PPT1,85,-0.7120,126,-0.1104,72,-0.9614,104,-0.4481,105,-0.4321,143,0.09479,206,0.67634,215,0.85286
ENSG00000117000,RLF,28,-0.2794,51,0.69400,29,-0.1914,47,0.61041,55,0.90554,13,-1.4389,30,-0.1460,15,-1.2555
ENSG00000084073,ZMPSTE24,38,-0.2520,39,-0.1982,57,0.38739,36,-0.3409,49,0.14278,34,-0.4746,83,1.00910,41,-0.1619
ENSG00000084070,SMAP2,76,-1.1076,142,-0.1493,118,-0.4294,245,0.81776,196,0.40006,103,-0.6950,185,0.26789,133,-0.2677
ENSG00000117016,RIMS3,14,-3.5201,127,-0.2882,54,-1.5838,202,0.50625,101,-0.6803,219,0.65662,121,-0.3626,234,0.77893
ENSG00000066136,NFYC,22,-0.5317,26,-0.2726,19,-0.7526,23,-0.5403,32,0.05490,34,0.15871,35,0.16511,48,0.75024
ENSG00000127124,HIVEP3,15,-0.3367,23,0.30549,34,0.90854,11,-0.8839,32,0.92633,14,-0.5261,10,-1.0148,17,-0.2045
ENSG00000198815,FOXJ3,19,-1.5379,17,-1.6438,33,-0.6889,49,-0.1212,69,0.49448,60,0.22946,91,0.88679,56,0.12454
ENSG00000177181,RIMKLA,9,-2.8747,81,0.40988,31,-1.0820,45,-0.5396,56,-0.1770,57,-0.1550,161,1.58290,75,0.33311
ENSG00000127125,PPCS,73,0.53201,42,-0.3562,34,-0.6708,48,-0.1331,54,0.05508,64,0.35834,46,-0.1920,50,-0.0764
ENSG00000186409,CCDC30,89,0.61389,114,1.02372,97,0.75016,61,0.02500,86,0.63302,37,-0.8260,28,-1.1671,15,-2.1497
ENSG00000065978,YBX1,260,1.47389,196,0.98260,140,0.42599,49,-1.2733,62,-0.9111,129,0.32275,72,-0.6041,69,-0.7211
ENSG00000164008,C1orf50,16,-0.2035,7,-1.3148,19,0.08527,16,-0.1513,19,0.06451,20,0.21633,27,0.64434,18,-0.0165
ENSG00000177868,SVBP,46,0.38420,42,0.25771,31,-0.2120,36,-0.0029,24,-0.6268,26,-0.5406,34,-0.0670,52,0.66969
ENSG00000117394,SLC2A1,43,0.65399,37,0.41039,10,-1.5528,10,-1.7025,16,-0.9471,71,1.77174,4,-2.9427,29,0.01013
ENSG00000117395,EBNA1BP2,45,-1.0359,67,-0.4198,84,-0.0753,167,1.19944,66,-0.4980,57,-0.7114,91,0.04656,96,0.14422
ENSG00000066322,ELOVL1,114,3.79078,1,-3.4393,8,-1.0306,1,-4.0893,7,-1.2907,20,0.30041,3,-2.2694,9,-1.0407
ENSG00000159479,MED8,14,-0.8098,18,-0.4814,22,-0.1581,33,0.50305,19,-0.3834,23,-0.0823,32,0.42174,29,0.25794
ENSG00000198198,SZT2,22,0.93363,6,-0.9901,0,-6.7161,12,-0.1215,17,0.50330,12,-0.0785,3,-2.1488,19,0.75170
ENSG00000178922,HYI,23,0.94576,14,0.10605,19,0.59022,9,-0.6619,5,-1.3728,21,0.88930,4,-1.7620,12,-0.0581
ENSG00000142949,PTPRF,87,0.19880,75,-0.0302,22,-1.8717,87,0.22798,57,-0.5040,81,0.09150,81,0.09173,102,0.51413
ENSG00000066135,KDM4A,12,-0.6910,29,0.66218,3,-2.4612,15,-0.4156,36,1.13231,13,-0.6194,16,-0.2701,21,0.17516
ENSG00000126091,ST3GAL3,9,-1.5201,24,-0.0920,3,-3.0210,19,-0.4769,15,-0.8516,34,0.53246,37,0.61617,47,1.15085
ENSG00000117408,IPO13,70,0.76234,17,-1.3788,35,-0.3048,47,0.12486,38,-0.2270,45,0.08674,15,-1.5327,61,0.60665
ENSG00000117410,ATP6V0B,118,-1.3716,91,-1.7618,122,-1.3167,366,0.41059,266,-0.1503,239,-0.3278,418,0.58375,496,0.99271
ENSG00000117411,B4GALT2,25,-0.8399,50,0.22899,27,-0.6852,31,-0.5333,35,-0.3410,74,0.99598,34,-0.3486,50,0.25159
ENSG00000159214,CCDC24,6,-1.2371,5,-1.4926,14,0.00450,9,-0.7067,18,0.50318,13,-0.1032,18,0.43526,21,0.74889
ENSG00000178028,DMAP1,21,-1.3676,25,-1.1012,14,-1.8746,68,0.52088,55,0.13820,46,-0.1819,67,0.41850,74,0.65523
ENSG00000117419,ERI3,47,-0.8775,59,-0.5370,68,-0.3226,70,-0.3060,82,-0.0314,99,0.28988,71,-0.2459,129,0.77938
ENSG00000187147,RNF220,110,-0.1002,91,-0.3831,114,-0.0477,111,-0.0922,88,-0.4891,128,0.14965,93,-0.3518,172,0.69862
ENSG00000142937,RPS8,1486,0.75074,1087,0.24111,1645,0.92072,691,-0.5057,544,-0.8932,1250,0.52283,550,-0.8162,731,-0.4143
ENSG00000070785,EIF2B3,24,-0.4053,28,-0.2052,14,-1.1815,51,0.83973,44,0.58879,15,-1.1665,32,0.02079,31,-0.0378
ENSG00000126088,UROD,30,-1.2159,39,-0.8251,30,-1.2209,72,0.11754,56,-0.2971,65,-0.0521,88,0.43135,116,1.00770
ENSG00000117450,PRDX1,243,-0.0024,176,-0.5035,167,-0.5855,174,-0.5644,179,-0.5203,333,0.56171,248,0.02851,358,0.69923
ENSG00000117448,AKR1A1,30,-0.4202,19,-1.0925,54,0.47690,39,-0.0559,30,-0.4532,44,0.15662,58,0.59260,46,0.24422
ENSG00000132780,NASP,291,2.45428,115,0.74149,40,-0.9219,35,-1.1892,89,0.36980,31,-1.3538,43,-0.7840,35,-1.1816
ENSG00000159592,GPBP1L1,38,0.20145,36,0.08793,37,0.14067,28,-0.3034,37,0.15519,31,-0.1730,44,0.41018,30,-0.2251
ENSG00000159596,TMEM69,6,-1.3852,3,-2.5691,8,-0.9881,16,-0.0173,13,-0.3602,20,0.38298,34,1.17919,23,0.57932
ENSG00000086015,MAST2,13,-0.6126,10,-1.0339,22,0.10068,19,-0.1454,16,-0.4263,22,0.12918,25,0.33500,30,0.71786
ENSG00000117461,PIK3R3,8,-2.1979,68,1.00948,34,-0.1115,33,-0.1682,53,0.66021,30,-0.3140,50,0.51278,22,-0.7910
ENSG00000085998,POMGNT1,54,0.36165,15,-1.5640,30,-0.5508,34,-0.3896,46,0.11082,45,0.08130,35,-0.2882,65,0.76125
ENSG00000132128,LRRC41,30,-0.1797,15,-1.1909,19,-0.9102,31,-0.1463,33,-0.0388,35,0.06355,44,0.38340,51,0.70894
ENSG00000173660,UQCRH,140,-1.9352,355,-0.5395,392,-0.3863,450,-0.1903,278,-0.9778,719,0.64532,675,0.47070,789,0.82340
ENSG00000117481,NSUN4,26,0.48056,17,-0.1671,8,-1.2811,11,-0.9560,23,0.27467,16,-0.3449,36,0.98197,23,0.32132
ENSG00000117480,FAAH,25,0.25489,5,-1.9756,2,-3.3808,14,-0.7216,24,0.16071,21,-0.0359,27,0.37157,41,1.17799
ENSG00000079277,MKNK1,21,0.05207,17,-0.2878,12,-0.7409,19,-0.1474,30,0.70584,16,-0.4079,16,-0.3176,24,0.27705
ENSG00000123472,ATPAF1,94,-0.4988,109,-0.2708,125,-0.0603,90,-0.6066,97,-0.4833,155,0.31346,194,0.64596,175,0.53306
ENSG00000159658,EFCAB14,173,1.23284,112,0.49670,92,0.17805,65,-0.3788,63,-0.4393,83,0.02078,72,-0.2052,55,-0.6449
ENSG00000186377,CYP4X1,5,-1.7672,5,-1.5097,0,-7.5324,9,-0.8905,24,0.74310,8,-0.9886,25,0.71841,36,1.57084
ENSG00000162368,CMPK1,103,-0.5892,118,-0.3913,158,0.07225,125,-0.3184,112,-0.5058,152,0.00541,231,0.68181,213,0.61763
ENSG00000162373,BEND5,17,-1.2666,37,-0.1228,9,-2.2158,26,-0.6767,37,-0.1238,46,0.23251,73,0.98150,62,0.80244
ENSG00000162374,ELAVL4,43,-2.8461,279,-0.0455,242,-0.2681,289,0.01285,400,0.59754,199,-0.6164,515,0.94965,295,0.04850
ENSG00000185104,FAF1,38,-0.2431,46,0.04993,44,-0.0267,31,-0.6019,39,-0.2608,51,0.20437,75,0.82411,47,0.08817
ENSG00000123091,RNF11,176,-1.4187,274,-0.7563,598,0.46168,457,0.03650,369,-0.3282,476,0.10710,486,0.12945,617,0.57440
ENSG00000085832,EPS15,213,-0.2958,236,-0.1365,305,0.26559,212,-0.3340,276,0.12095,265,0.05030,275,0.10349,278,0.13459
ENSG00000117859,OSBPL9,59,1.37811,44,0.88778,10,-1.3983,8,-1.7587,31,0.33874,17,-0.6611,26,0.03013,27,0.10125
ENSG00000078618,NRDC,155,0.10356,125,-0.2274,77,-0.9638,145,-0.0061,211,0.67297,82,-0.9297,226,0.71189,141,-0.0493
ENSG00000169213,RAB3B,121,0.84688,75,0.06123,217,1.87621,14,-2.5015,134,1.17410,28,-1.5082,26,-1.5195,35,-1.1800
ENSG00000117862,TXNDC12,21,-0.8258,36,-0.0104,25,-0.5427,51,0.62007,30,-0.2976,33,-0.1529,30,-0.3076,47,0.44277
ENSG00000134717,BTF3L4,43,-0.6432,20,-1.7346,52,-0.3531,75,0.25891,63,-0.0588,66,0.02229,53,-0.3054,102,0.81617
ENSG00000157077,ZFYVE9,32,-0.8785,49,-0.2310,36,-0.7066,99,1.01426,57,0.00086,35,-0.7905,85,0.63745,50,-0.2239
ENSG00000134748,PRPF38A,111,1.42364,62,0.44460,59,0.36127,40,-0.2604,44,-0.0928,41,-0.2391,33,-0.5401,24,-1.1148
ENSG00000134744,TUT4,233,1.72704,176,1.22019,75,-0.1689,63,-0.4669,125,0.71880,34,-1.4378,33,-1.4107,21,-2.1469
ENSG00000162377,COA7,21,-0.7765,23,-0.6487,36,0.06427,45,0.44898,37,0.10681,40,0.26084,36,0.08039,28,-0.3537
ENSG00000162378,ZYG11B,78,-1.1653,187,0.16863,183,0.13419,174,0.05895,233,0.58239,132,-0.4037,171,0.02823,160,-0.0856
ENSG00000121310,ECHDC2,45,2.11565,18,0.45984,2,-2.4402,3,-2.0136,7,-0.9976,21,0.82771,1,-3.4825,14,0.14863
ENSG00000116171,SCP2,131,0.15166,76,-0.6881,114,-0.0686,97,-0.3510,105,-0.2249,148,0.37432,146,0.31804,133,0.18994
ENSG00000162384,CZIB,32,-0.4383,21,-1.0549,37,-0.2113,24,-0.8985,40,-0.0971,62,0.68654,38,-0.1722,63,0.73565
ENSG00000162385,MAGOH,11,-0.9432,10,-1.1663,14,-0.6957,20,-0.0889,20,-0.1532,24,0.19818,21,-0.0398,37,0.98927
ENSG00000157193,LRP8,36,-0.0580,29,-0.3950,35,-0.1316,34,-0.1760,58,0.77385,31,-0.3316,30,-0.3501,38,0.02902
ENSG00000058799,YIPF1,6,-1.8621,2,-3.1723,11,-0.9297,18,-0.2063,36,1.00013,25,0.28018,37,0.90022,18,-0.2248
ENSG00000081870,HSPB11,27,0.04148,17,-0.6981,12,-1.2546,23,-0.2328,30,0.19251,28,0.05881,17,-0.6840,43,0.86684
ENSG00000116209,TMEM59,190,0.30652,128,-0.3116,85,-0.9365,155,-0.0164,130,-0.3171,154,-0.0281,181,0.23081,208,0.50899
ENSG00000116221,MRPL37,21,-1.2497,26,-0.9389,19,-1.3939,71,0.69353,45,-0.1303,43,-0.2021,63,0.41755,67,0.57221
ENSG00000157216,SSBP3,129,-0.9083,272,0.24813,267,0.22056,167,-0.5543,271,0.26984,296,0.42832,159,-0.5874,248,0.10787
ENSG00000243725,TTC4,26,0.25060,18,-0.3514,18,-0.3336,12,-1.0381,38,0.97760,18,-0.3583,13,-0.8017,29,0.43445
ENSG00000116133,DHCR24,241,0.57930,50,-1.8155,73,-1.2618,162,-0.0645,195,0.26490,103,-0.8091,303,0.95911,214,0.42583
ENSG00000162402,USP24,34,-0.0351,35,0.03753,31,-0.1795,27,-0.3886,39,0.22200,34,-0.0048,27,-0.3622,43,0.36604
ENSG00000162407,PLPP3,220,0.68069,281,1.09367,133,-0.1194,43,-1.9319,67,-1.2555,355,1.79796,37,-2.0400,64,-1.3195
ENSG00000162409,PRKAA2,34,-1.0455,103,0.67427,50,-0.4641,93,0.56678,104,0.76813,40,-0.8655,63,-0.1153,45,-0.6892
ENSG00000162601,MYSM1,101,0.35046,105,0.42129,62,-0.4024,88,0.15559,125,0.79831,53,-0.6832,64,-0.3522,51,-0.7577
ENSG00000177606,JUN,188,1.55674,79,0.10980,51,-0.5624,113,0.77643,45,-0.8104,58,-0.3992,23,-1.7392,56,-0.4730
ENSG00000134709,HOOK1,23,-1.4458,58,-0.0233,53,-0.1677,87,0.69768,89,0.74040,34,-0.8954,40,-0.5854,57,-0.0581
ENSG00000162599,NFIA,707,1.96020,343,0.67831,443,1.10680,113,-1.1342,228,0.01970,194,-0.2549,40,-2.5804,50,-2.3653
ENSG00000162604,TM2D1,42,-0.2011,32,-0.6469,32,-0.6252,41,-0.2693,46,-0.1024,56,0.26965,47,-0.0510,70,0.67391
ENSG00000162607,USP1,114,0.97174,85,0.49423,56,-0.1846,88,0.60021,80,0.43130,28,-1.3209,35,-0.8977,36,-0.9232
ENSG00000116641,DOCK7,57,0.64557,75,1.09122,24,-0.7103,22,-0.9196,44,0.26104,44,0.24662,14,-1.4810,34,-0.1996
ENSG00000125703,ATG4C,81,2.16643,23,-0.0012,23,-0.0077,13,-0.9135,31,0.55678,14,-0.7708,9,-1.3876,11,-1.1593
ENSG00000203965,EFCAB7,9,-0.5632,15,0.15529,2,-2.4200,11,-0.3861,20,0.67922,6,-1.2268,20,0.60220,21,0.79878
ENSG00000079739,PGM1,39,0.04205,43,0.19367,48,0.36964,31,-0.3500,14,-1.5551,69,1.11831,29,-0.4209,34,-0.1868
ENSG00000158966,CACHD1,22,0.31072,25,0.48365,10,-0.8772,13,-0.4975,20,0.13633,30,0.92522,7,-1.4823,14,-0.4504
ENSG00000162434,JAK1,111,0.15327,147,0.61170,96,-0.0642,98,-0.0413,87,-0.2403,79,-0.4025,164,0.79000,79,-0.4022
ENSG00000162433,AK4,56,-0.2372,106,0.77818,141,1.26397,48,-0.4976,39,-0.8276,87,0.51868,20,-1.7875,55,-0.2897
ENSG00000116675,DNAJC6,259,-0.6267,220,-0.8747,372,-0.0640,348,-0.1874,479,0.37500,336,-0.2469,509,0.43381,485,0.39497
ENSG00000213625,LEPROT,53,0.57860,57,0.69681,51,0.51842,12,-1.7975,31,-0.2787,59,0.84946,30,-0.3334,24,-0.7137
ENSG00000184588,PDE4B,171,1.67899,61,-0.0570,33,-0.9985,67,0.11772,54,-0.2720,52,-0.3246,31,-1.0603,57,-0.1719
ENSG00000118473,SGIP1,151,-0.1072,168,0.05686,195,0.29431,179,0.17797,216,0.51364,81,-1.1405,135,-0.2885,171,0.09889
ENSG00000198160,MIER1,163,1.43332,99,0.58545,64,-0.1105,70,0.03215,61,-0.2117,53,-0.4488,64,-0.1134,34,-1.1473
ENSG00000142864,SERBP1,436,0.84418,294,0.20293,358,0.52061,356,0.57017,234,-0.1724,163,-0.7670,165,-0.6912,173,-0.6730
ENSG00000116717,GADD45A,37,0.22163,34,0.06440,61,1.01708,32,-0.0264,35,0.14522,18,-0.9651,31,-0.0867,28,-0.2389
ENSG00000172380,GNG12,39,1.46461,18,0.18095,30,1.00656,6,-1.5191,11,-0.5575,20,0.44268,3,-2.4921,13,-0.3325
ENSG00000116729,WLS,66,0.38507,91,0.89982,48,-0.1269,30,-0.9056,17,-1.7768,108,1.39766,19,-1.5299,45,-0.2405
ENSG00000033122,LRRC7,44,-0.9882,46,-0.9248,101,0.28465,130,0.78670,144,0.98139,47,-0.9540,42,-1.0661,69,-0.3456
ENSG00000066557,LRRC40,7,-1.8345,17,-0.6394,27,0.07538,35,0.53493,43,0.94652,15,-0.8785,20,-0.3917,26,0.00138
ENSG00000116754,SRSF11,538,1.07494,320,0.21785,62,-2.2563,239,-0.2617,606,1.50579,120,-1.3654,157,-0.8807,168,-0.8368
ENSG00000118454,ANKRD13C,38,-0.0933,34,-0.2745,66,0.77938,41,0.02663,35,-0.2312,33,-0.3394,39,-0.0436,45,0.17532
ENSG00000132485,ZRANB2,263,0.49974,188,-0.0373,136,-0.5364,203,0.09348,305,0.84462,99,-1.0918,186,-0.0522,160,-0.3061
ENSG00000172260,NEGR1,183,-1.4821,374,-0.4046,355,-0.4834,872,1.09703,675,0.59500,305,-0.7732,499,0.04492,352,-0.5385
ENSG00000178965,ERICH3,64,-1.1095,103,-0.3770,171,0.41357,191,0.67685,239,1.11122,52,-1.5036,140,0.09270,69,-1.0532
ENSG00000116791,CRYZ,7,-1.2282,13,-0.2228,2,-2.9100,8,-0.9775,14,-0.1605,18,0.32088,29,1.01111,26,0.95726
ENSG00000162623,TYW3,65,0.05838,56,-0.1575,55,-0.1829,80,0.43669,93,0.73482,26,-1.3709,78,0.36565,46,-0.4903
ENSG00000117054,ACADM,55,-0.1504,60,-0.0336,49,-0.3399,62,0.03818,44,-0.5393,77,0.41388,62,0.01863,70,0.22671
ENSG00000137955,RABGGTB,40,-0.0412,28,-0.6137,29,-0.5517,31,-0.4592,29,-0.5618,46,0.17129,45,0.13283,71,0.98487
ENSG00000117069,ST6GALNAC5,1,-4.7413,37,-0.0861,2,-4.2551,57,0.67773,23,-0.8419,37,-0.0619,78,1.13747,57,0.68087
ENSG00000142892,PIGK,17,-0.1587,12,-0.7157,30,0.67064,21,0.10827,24,0.33902,20,0.04410,15,-0.3445,15,-0.4358
ENSG00000154027,AK5,139,-0.9859,115,-1.2771,305,0.22282,448,0.97363,370,0.60232,134,-1.1135,156,-0.8148,279,0.08872
ENSG00000036549,AC118549.1,73,1.45262,34,0.16486,18,-0.7891,15,-1.0917,42,0.60027,33,0.16941,11,-1.5344,23,-0.4750
ENSG00000077254,USP33,107,-0.4355,104,-0.4841,120,-0.2602,158,0.18524,187,0.49111,101,-0.5724,201,0.55146,140,-0.0213
ENSG00000180488,MIGA1,166,0.12473,109,-0.5329,137,-0.1825,196,0.43387,192,0.38959,115,-0.4840,180,0.24920,123,-0.3750
ENSG00000162613,FUBP1,73,0.20265,37,-0.8290,73,0.21090,85,0.49807,86,0.53706,38,-0.8424,49,-0.4197,58,-0.1553
