Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000117305,HMGCL,6,-1.2421,10,-0.5531,16,0.14117,12,-0.3241,17,0.26146,14,-0.0769,15,0.07109,13,-0.1230,15,0.03870,13,-0.1847,26,0.95035
ENSG00000189266,PNRC2,81,0.18921,65,-0.1472,70,-0.0353,41,-0.8565,86,0.31784,47,-0.6370,82,0.21253,41,-0.8671,40,-0.8991,116,0.77816,105,0.61250
ENSG00000188529,SRSF10,85,0.28374,60,-0.2641,83,0.23940,59,-0.2748,64,-0.1694,59,-0.2924,88,0.33147,53,-0.4565,61,-0.2471,89,0.34833,88,0.34376
ENSG00000001461,NIPAL3,159,0.52676,68,-0.8032,66,-0.8483,94,-0.3005,73,-0.7408,111,-0.0505,127,0.15938,64,-0.8975,92,-0.3399,124,0.12016,324,1.75393
ENSG00000133226,SRRM1,205,0.99317,68,-0.7541,75,-0.6085,49,-1.2335,71,-0.7449,70,-0.7150,127,0.20956,119,0.10411,104,-0.1093,193,0.88902,183,0.80535
ENSG00000169504,CLIC4,48,-0.2382,21,-1.4450,19,-1.6262,2,-4.7485,2,-4.9235,19,-1.6352,18,-1.7016,9,-2.6918,6,-3.1550,129,1.37752,396,3.96628
ENSG00000117614,SYF2,114,0.10372,91,-0.2387,90,-0.2586,55,-1.0100,81,-0.4614,84,-0.3691,159,0.64260,127,0.28110,72,-0.5960,181,0.85460,142,0.46374
ENSG00000117616,RSRP1,97,0.20403,51,-0.7892,107,0.35715,79,-0.1262,93,0.14424,60,-0.5348,64,-0.4392,56,-0.6572,41,-1.1284,130,0.68316,153,0.94951
ENSG00000183726,TMEM50A,133,0.50191,61,-0.7095,80,-0.2989,119,0.32242,127,0.46915,53,-0.9221,56,-0.8435,59,-0.7596,76,-0.3871,109,0.17923,166,0.86786
ENSG00000204178,MACO1,84,0.94540,19,-1.3205,50,0.12398,23,-1.0775,34,-0.5190,24,-0.9958,63,0.47286,63,0.48005,49,0.08094,65,0.53766,50,0.11306
ENSG00000117643,MAN1C1,18,-1.4789,50,0.09247,44,-0.1168,60,0.37294,113,1.70899,22,-1.1880,10,-2.3190,51,0.10639,36,-0.4206,45,-0.0751,7,-2.7233
ENSG00000162430,SELENON,28,0.18944,32,0.38466,36,0.56368,8,-1.6441,25,0.00084,24,-0.0994,16,-0.6888,18,-0.4776,8,-1.6484,51,1.14385,30,0.25988
ENSG00000117640,MTFR1L,56,-0.1992,76,0.29044,85,0.46301,57,-0.1540,71,0.18719,86,0.48007,50,-0.3685,76,0.28670,59,-0.1107,43,-0.6093,32,-1.0461
ENSG00000117632,STMN1,1989,0.15866,988,-0.9217,1528,-0.2548,2305,0.39490,1145,-0.7524,2188,0.31127,3391,1.03566,2284,0.38000,2129,0.26701,750,-1.3350,1743,-0.0492
ENSG00000158008,EXTL1,58,0.70607,56,0.65265,42,0.19181,47,0.38489,25,-0.6576,54,0.60095,32,-0.2082,41,0.16277,22,-0.7530,31,-0.2883,11,-1.7591
ENSG00000175087,PDIK1L,17,0.23355,17,0.22843,6,-1.2323,7,-1.0098,16,0.16799,11,-0.3985,23,0.70812,25,0.86513,15,0.08968,7,-1.0037,13,-0.1487
ENSG00000142684,ZNF593,18,-1.0923,36,-0.0278,37,0.00531,46,0.35399,32,-0.2256,35,-0.1013,46,0.33289,49,0.44844,57,0.68824,28,-0.4025,27,-0.5069
ENSG00000142669,SH3BGRL3,108,-0.3209,135,0.02164,83,-0.7180,104,-0.3843,79,-0.8500,200,0.65272,222,0.83146,114,-0.2346,132,-0.0061,159,0.28023,178,0.47046
ENSG00000158062,UBXN11,9,-0.7800,21,0.58511,9,-0.6982,19,0.42841,22,0.70869,22,0.63622,10,-0.4921,6,-1.3246,11,-0.3995,15,0.09179,8,-0.8201
ENSG00000117682,DHDDS,24,0.02184,20,-0.2080,24,0.06943,20,-0.2762,31,0.52139,27,0.23288,23,-0.0221,8,-1.5354,40,0.84621,20,-0.2720,12,-1.0165
ENSG00000198830,HMGN2,233,0.52702,162,-0.0486,165,-0.0237,83,-1.0687,149,-0.1996,98,-0.8208,113,-0.6067,110,-0.6525,58,-1.5960,314,1.02426,375,1.33204
ENSG00000117713,ARID1A,61,0.34178,51,0.04675,39,-0.3627,24,-1.0800,48,-0.0615,51,0.04342,39,-0.3576,41,-0.3030,28,-0.8816,109,1.29760,55,0.16599
ENSG00000204160,ZDHHC18,27,0.62045,28,0.66921,24,0.42013,12,-0.5668,8,-1.2780,30,0.79105,12,-0.6007,23,0.38292,9,-1.0632,24,0.42614,13,-0.5202
ENSG00000142751,GPN2,14,-0.4415,19,0.03889,20,0.09562,20,0.14907,16,-0.2844,29,0.70061,13,-0.4976,23,0.30800,16,-0.1951,19,0.00795,19,-0.0066
ENSG00000090273,NUDC,139,-0.4962,185,-0.0488,228,0.27716,147,-0.4140,225,0.28536,226,0.26334,194,0.02050,215,0.18568,189,-0.0201,179,-0.1075,145,-0.4353
ENSG00000253368,TRNP1,41,-0.3900,86,0.75608,65,0.31154,44,-0.2885,56,0.07840,81,0.67403,58,0.13285,50,-0.0941,91,0.85438,10,-2.4537,2,-4.6001
ENSG00000090020,SLC9A1,11,-0.5772,18,0.11859,13,-0.4069,19,0.15618,20,0.32809,44,1.58068,10,-0.7975,14,-0.3186,26,0.70421,3,-2.4477,3,-2.2246
ENSG00000142784,WDTC1,23,0.23279,34,0.90595,12,-0.7494,13,-0.5678,15,-0.4588,34,0.87325,15,-0.3711,12,-0.7033,15,-0.4055,21,0.12531,25,0.38443
ENSG00000186501,TMEM222,40,-0.1581,46,0.06376,53,0.28312,42,-0.0844,42,-0.0861,73,0.80611,26,-0.7947,58,0.43009,19,-1.2246,25,-0.8670,63,0.58226
ENSG00000158195,WASF2,20,-0.7869,23,-0.5759,28,-0.2447,14,-1.3195,15,-1.2658,14,-1.2583,10,-1.7013,18,-0.8834,7,-2.1694,127,2.35823,104,1.95617
ENSG00000126705,AHDC1,42,0.73353,24,-0.1767,19,-0.5394,40,0.64177,26,-0.0350,35,0.39946,25,-0.0861,21,-0.3836,15,-0.8475,32,0.26071,16,-0.7751
ENSG00000126709,IFI6,74,-0.7608,112,-0.1225,115,-0.0821,167,0.52141,74,-0.8080,122,0.01906,139,0.21913,82,-0.5993,230,1.04612,182,0.65382,80,-0.6395
ENSG00000009780,FAM76A,28,0.77533,20,0.23957,11,-0.6923,9,-1.0213,12,-0.6267,20,0.28079,19,0.18611,12,-0.5447,6,-1.5083,25,0.61620,32,0.98498
ENSG00000117758,STX12,158,0.40357,128,0.06648,152,0.34102,171,0.53418,104,-0.2738,84,-0.5872,137,0.18052,102,-0.2780,116,-0.0836,85,-0.5724,128,0.07472
ENSG00000117751,PPP1R8,27,-0.1715,24,-0.3577,24,-0.3940,39,0.39412,24,-0.3989,20,-0.6259,30,-0.0267,32,0.04984,22,-0.5339,50,0.79314,51,0.80662
ENSG00000117748,RPA2,44,-0.2363,36,-0.5421,34,-0.6363,60,0.26915,69,0.53962,51,-0.0079,56,0.14353,57,0.18642,50,-0.0389,46,-0.1550,40,-0.3713
ENSG00000126698,DNAJC8,251,0.11527,230,-0.0205,197,-0.2603,187,-0.3418,206,-0.2113,196,-0.2725,268,0.21993,314,0.47475,291,0.35420,194,-0.2839,257,0.15379
ENSG00000130770,ATP5IF1,499,-0.4477,635,-0.0726,634,-0.0763,675,0.02292,816,0.36047,758,0.20557,599,-0.1654,985,0.62979,1035,0.71197,268,-1.3867,266,-1.3996
ENSG00000204138,PHACTR4,10,-0.3968,18,0.44659,19,0.51797,4,-1.7901,5,-1.3918,6,-1.2331,17,0.33716,4,-1.7011,8,-0.8253,31,1.33231,35,1.55707
ENSG00000180098,TRNAU1AP,18,-0.2823,11,-0.9608,29,0.44307,30,0.47897,15,-0.6030,21,-0.0235,22,0.04129,27,0.32297,23,0.07111,26,0.28084,24,0.13274
ENSG00000120656,TAF12,8,-1.0552,6,-1.3200,14,-0.1731,13,-0.3197,15,-0.1385,18,0.22129,14,-0.2270,20,0.35311,32,1.10446,11,-0.5115,25,0.73358
ENSG00000198492,YTHDF2,99,0.28878,61,-0.4732,64,-0.3772,156,1.04249,87,0.09087,61,-0.4630,87,0.08354,62,-0.4490,107,0.42271,55,-0.6304,63,-0.4208
ENSG00000159023,EPB41,2,-2.5013,12,-0.2225,14,-0.0180,13,-0.1534,10,-0.5515,19,0.45478,15,0.13154,11,-0.3167,20,0.56202,37,1.59221,5,-1.5042
ENSG00000116350,SRSF4,110,0.87253,33,-0.9958,51,-0.3400,54,-0.2727,57,-0.1847,53,-0.2851,66,0.04149,47,-0.4603,51,-0.3358,95,0.62467,92,0.58491
ENSG00000116353,MECR,22,-0.4352,34,0.21616,28,-0.1222,48,0.75865,31,0.07844,38,0.39912,32,0.10134,16,-0.9204,37,0.33011,28,-0.1017,12,-1.3543
ENSG00000060656,PTPRU,65,2.24355,21,0.26191,13,-0.4736,12,-0.6027,3,-2.7853,15,-0.2767,33,1.01065,8,-1.1528,10,-0.8635,18,0.00230,12,-0.5177
ENSG00000162511,LAPTM5,8,-0.8294,18,0.45528,18,0.51329,9,-0.5800,11,-0.2716,11,-0.3324,6,-1.2282,10,-0.4431,1,-3.5116,29,1.23176,28,1.22223
ENSG00000162512,SDC3,64,-0.3545,79,-0.0191,57,-0.5191,72,-0.1705,104,0.45531,65,-0.3153,24,-1.8016,66,-0.3046,33,-1.3609,227,1.75071,69,-0.2460
ENSG00000134644,PUM1,176,0.54986,85,-0.5794,155,0.35025,119,-0.0703,137,0.16812,127,0.03408,122,-0.0245,110,-0.1930,87,-0.5608,167,0.46587,71,-0.8598
ENSG00000060688,SNRNP40,10,-0.5284,8,-0.9577,13,-0.2069,23,0.68730,10,-0.6370,19,0.37286,8,-0.8452,12,-0.2942,13,-0.1330,27,0.96467,23,0.73727
ENSG00000121766,ZCCHC17,162,0.41564,130,0.06492,141,0.18826,120,-0.0615,144,0.24497,89,-0.5322,146,0.24950,108,-0.2243,144,0.22561,74,-0.8135,98,-0.3802
ENSG00000121769,FABP3,118,-0.1327,88,-0.5871,84,-0.6593,152,0.26566,99,-0.4435,176,0.50064,185,0.58286,156,0.31325,326,1.55648,39,-1.8059,21,-2.7223
ENSG00000162517,PEF1,56,-0.3580,76,0.11404,64,-0.1635,92,0.41217,75,0.08642,109,0.67745,45,-0.7070,74,0.06748,96,0.48197,39,-0.9044,51,-0.4998
ENSG00000084636,COL16A1,15,-1.0231,26,-0.1972,26,-0.2190,23,-0.3748,23,-0.4428,20,-0.6012,34,0.19654,11,-1.4273,27,-0.1637,50,0.83176,79,1.62990
ENSG00000121753,ADGRB2,120,-0.5350,219,0.40616,130,-0.4091,177,0.06905,236,0.59367,169,-0.0039,295,0.89415,139,-0.3102,115,-0.6020,136,-0.3487,64,-1.4894
ENSG00000184007,PTP4A2,276,0.33400,166,-0.4586,96,-1.2862,131,-0.8192,118,-1.0523,139,-0.7278,279,0.35159,158,-0.5363,124,-0.9075,293,0.43056,784,2.18111
ENSG00000121774,KHDRBS1,184,0.58616,84,-0.6440,143,0.18764,98,-0.4107,142,0.19004,58,-1.1892,91,-0.5254,158,0.34235,99,-0.3946,162,0.37935,168,0.44036
ENSG00000025800,KPNA6,79,0.38631,56,-0.1504,64,0.06831,54,-0.2067,73,0.29272,49,-0.3581,71,0.22455,70,0.19116,41,-0.6193,59,-0.0672,51,-0.2885
ENSG00000084652,TXLNA,15,-0.7392,27,0.14323,26,0.10096,27,0.19147,31,0.43124,25,0.06654,19,-0.3802,17,-0.4972,10,-1.2672,25,0.06870,37,0.66092
ENSG00000160050,CCDC28B,16,-0.3068,23,0.27168,31,0.71038,19,-0.0150,22,0.20020,17,-0.2612,21,0.09477,25,0.39401,11,-0.8114,15,-0.3716,12,-0.6949
ENSG00000084623,EIF3I,118,-0.1444,86,-0.6391,163,0.36474,130,0.00169,115,-0.1959,114,-0.1954,147,0.20015,210,0.78005,154,0.27243,92,-0.5322,110,-0.2556
ENSG00000175130,MARCKSL1,142,-0.2079,70,-1.2924,62,-1.4751,18,-3.2465,20,-3.2452,77,-1.1336,77,-1.1365,56,-1.6091,40,-2.1087,274,0.84163,1097,3.80899
ENSG00000160058,BSDC1,54,0.21418,35,-0.4590,56,0.25259,37,-0.3693,58,0.35815,52,0.13503,40,-0.2793,45,-0.0824,34,-0.5234,45,-0.0846,55,0.24218
ENSG00000176261,ZBTB8OS,38,-0.5671,74,0.45773,70,0.36310,51,-0.1403,70,0.41463,85,0.68010,33,-0.7704,35,-0.6953,77,0.52110,30,-0.9221,31,-0.8582
ENSG00000162521,RBBP4,98,0.03891,77,-0.3305,75,-0.3628,82,-0.2307,116,0.34848,59,-0.7381,86,-0.1491,116,0.31433,92,-0.0536,114,0.28673,111,0.23914
ENSG00000162522,KIAA1522,0,-6.1982,36,1.11520,36,1.09621,18,0.00987,31,0.96992,22,0.28867,13,-0.4777,8,-1.1873,15,-0.3360,4,-2.1555,4,-2.2020
ENSG00000134684,YARS,107,-0.2704,113,-0.1900,100,-0.3817,159,0.34527,135,0.10074,202,0.74039,136,0.09930,141,0.15518,182,0.56532,80,-0.7183,41,-1.6951
ENSG00000160097,FNDC5,4,-3.0889,30,-0.1012,36,0.20921,36,0.21120,28,-0.2121,109,2.12966,17,-0.9434,41,0.41694,32,0.01202,12,-1.4226,7,-2.2308
ENSG00000121905,HPCA,204,0.30586,154,-0.1419,143,-0.2483,210,0.35400,202,0.31941,268,0.74950,235,0.53750,144,-0.2384,126,-0.4480,101,-0.7878,29,-2.6007
ENSG00000121900,TMEM54,6,-2.3645,45,0.58677,36,0.21050,28,-0.1831,22,-0.6148,58,0.98419,22,-0.5384,24,-0.3913,43,0.50429,41,0.41403,30,-0.0781
ENSG00000116514,RNF19B,12,-0.7470,25,0.36319,18,-0.1177,51,1.57895,21,0.13889,24,0.30076,10,-0.9258,26,0.46191,12,-0.7061,4,-2.1432,10,-1.0533
ENSG00000004455,AK2,11,-1.5729,26,-0.3283,29,-0.1557,23,-0.5254,20,-0.8169,42,0.42823,20,-0.7497,25,-0.3928,33,0.02973,51,0.71631,88,1.68437
ENSG00000142920,AZIN2,24,-0.0285,16,-0.5913,16,-0.6512,18,-0.4158,26,0.11419,32,0.44306,31,0.42349,29,0.27570,34,0.53639,13,-0.8903,24,0.00766
ENSG00000160094,ZNF362,20,0.27567,18,0.06486,12,-0.5016,14,-0.3354,23,0.52625,22,0.42273,17,-0.0391,24,0.54013,8,-1.0305,6,-1.4852,17,-0.0226
ENSG00000134686,PHC2,61,0.18255,46,-0.2657,59,0.13049,40,-0.4686,35,-0.7423,67,0.31799,52,-0.0717,39,-0.5221,43,-0.3802,69,0.36362,109,1.13368
ENSG00000163866,SMIM12,56,-0.2120,68,0.09470,76,0.26735,100,0.69777,52,-0.3536,92,0.57428,64,-0.0230,62,-0.0696,80,0.33954,35,-0.9472,36,-0.8815
ENSG00000116544,DLGAP3,16,-1.1025,49,0.63644,55,0.82910,41,0.37535,53,0.89110,22,-0.6176,20,-0.7239,18,-0.9206,12,-1.4387,38,0.22301,15,-1.1960
ENSG00000163867,ZMYM6,33,0.41059,17,-0.5857,28,0.14485,29,0.20986,27,0.12970,17,-0.6065,22,-0.2123,24,-0.0887,20,-0.3907,32,0.35597,28,0.15913
ENSG00000116560,SFPQ,226,0.35610,108,-0.7895,149,-0.3045,127,-0.5502,179,-0.0144,113,-0.7213,146,-0.3319,169,-0.1092,145,-0.3387,357,1.11506,270,0.64656
ENSG00000146463,ZMYM4,84,0.22629,51,-0.5443,91,0.36638,46,-0.6979,58,-0.3790,73,0.01033,69,-0.0796,121,0.82404,45,-0.7268,101,0.52788,73,0.01748
ENSG00000142687,KIAA0319L,48,-0.3320,67,0.19027,64,0.12229,71,0.28207,56,-0.0748,78,0.43899,46,-0.3821,68,0.22317,60,0.01920,60,0.01935,35,-0.7908
ENSG00000020129,NCDN,528,0.03740,481,-0.1074,550,0.10209,779,0.66394,877,0.98459,495,-0.0639,349,-0.6041,453,-0.1999,481,-0.1062,231,-1.2286,83,-2.7312
ENSG00000126067,PSMB2,112,0.22699,81,-0.2780,83,-0.2445,130,0.46660,89,-0.1519,108,0.16234,96,-0.0181,88,-0.1492,112,0.23411,66,-0.5980,111,0.20639
ENSG00000142686,C1orf216,71,-0.3048,88,0.01995,133,0.68147,142,0.78741,112,0.45451,103,0.27174,58,-0.6116,88,0.02183,92,0.08844,26,-1.8037,16,-2.4824
ENSG00000092847,AGO1,55,0.76021,36,0.07328,29,-0.2257,37,0.13917,33,-0.0642,35,0.05102,31,-0.1242,28,-0.3211,23,-0.5718,38,0.17808,30,-0.1906
ENSG00000126070,AGO3,37,0.35624,15,-1.0531,26,-0.2086,18,-0.7878,22,-0.5138,32,0.10632,13,-1.1852,36,0.28332,28,-0.0946,56,1.02354,53,0.91510
ENSG00000116863,ADPRHL2,16,-0.3305,19,-0.0463,22,0.18840,15,-0.3996,17,-0.2452,21,0.09057,21,0.14938,17,-0.1883,17,-0.1954,20,0.03389,32,0.79837
ENSG00000054116,TRAPPC3,25,-1.1657,46,-0.2108,70,0.42853,82,0.69470,57,0.12691,60,0.18782,49,-0.1117,62,0.23182,67,0.37869,35,-0.6527,27,-1.0014
ENSG00000116871,MAP7D1,168,-0.1430,167,-0.1471,117,-0.6915,185,0.00465,225,0.35405,229,0.34656,109,-0.8022,148,-0.3358,143,-0.3907,152,-0.2961,339,0.99597
ENSG00000054118,THRAP3,203,1.10610,61,-0.8022,117,0.19455,76,-0.4696,84,-0.3493,54,-0.9917,120,0.23986,103,0.00514,83,-0.3305,114,0.15540,138,0.46711
ENSG00000196182,STK40,6,-1.4361,11,-0.5336,13,-0.3495,20,0.33235,19,0.23422,23,0.51342,20,0.27719,18,0.15562,17,0.08152,21,0.40521,9,-0.8695
ENSG00000181817,LSM10,34,-0.4367,50,0.15022,24,-0.9684,77,0.84303,50,0.16046,68,0.64861,30,-0.6169,48,0.07917,56,0.34325,28,-0.7477,30,-0.6421
ENSG00000116885,OSCP1,32,0.73274,11,-0.9173,14,-0.5315,20,0.00314,25,0.38522,21,0.03572,25,0.31024,15,-0.4076,33,0.78544,11,-0.8630,9,-1.1521
ENSG00000116898,MRPS15,55,-0.2179,78,0.32312,46,-0.4952,73,0.21964,61,-0.0571,64,0.00897,57,-0.1686,104,0.80139,94,0.63619,28,-1.2429,39,-0.7392
ENSG00000163873,GRIK3,98,2.30336,11,-1.2352,22,-0.2585,4,-2.7807,1,-4.2026,28,0.11419,64,1.47505,37,0.56522,7,-1.8367,33,0.37379,5,-2.2647
ENSG00000163875,MEAF6,112,0.07202,97,-0.1610,102,-0.0746,93,-0.2296,118,0.16162,128,0.27262,108,0.01607,145,0.47839,151,0.54363,70,-0.6537,46,-1.2771
ENSG00000163877,SNIP1,12,-0.1309,12,-0.1078,19,0.57671,11,-0.1931,14,0.19766,16,0.29860,4,-1.6190,13,0.05339,15,0.25365,4,-1.6987,20,0.65692
ENSG00000134697,GNL2,27,0.12694,15,-0.7609,20,-0.3553,25,0.00884,21,-0.3155,11,-1.2522,27,0.10188,18,-0.4868,42,0.83751,38,0.66063,35,0.56025
ENSG00000116922,C1orf109,15,0.00064,11,-0.4728,22,0.56485,20,0.43140,20,0.47824,16,0.06104,12,-0.3533,17,0.11298,17,0.16762,5,-1.6103,8,-0.9352
ENSG00000185090,MANEAL,37,0.52153,20,-0.3852,23,-0.2056,28,0.07244,31,0.30794,39,0.61335,27,0.02321,31,0.24272,33,0.33210,7,-1.9370,10,-1.5041
ENSG00000196449,YRDC,10,-0.7113,15,-0.0978,13,-0.3411,26,0.72875,17,0.13593,16,-0.0061,14,-0.1673,11,-0.5596,24,0.59239,15,-0.1373,15,-0.1005
ENSG00000197982,C1orf122,98,-1.0378,196,0.01457,240,0.34223,139,-0.5180,131,-0.6502,248,0.39497,158,-0.3181,147,-0.4292,124,-0.6854,253,0.42161,460,1.43581
ENSG00000183431,SF3A3,67,0.57856,24,-0.9813,50,0.09426,68,0.58894,44,-0.1046,36,-0.4085,47,0.01073,32,-0.5805,67,0.56712,36,-0.4048,46,-0.0140
ENSG00000183520,UTP11,51,-0.0893,32,-0.7964,39,-0.4768,72,0.45694,59,0.16695,37,-0.5584,78,0.59352,49,-0.1396,58,0.11971,55,0.04514,55,0.03607
ENSG00000116954,RRAGC,62,0.61150,38,-0.1646,31,-0.4856,34,-0.3281,48,0.21373,33,-0.3652,36,-0.2369,46,0.11880,50,0.25336,41,-0.0350,40,-0.0715
ENSG00000174574,AKIRIN1,60,-0.4820,91,0.15235,66,-0.3374,92,0.18028,103,0.39791,103,0.35815,66,-0.3408,71,-0.2187,90,0.14191,53,-0.6667,88,0.10271
ENSG00000168653,NDUFS5,555,-0.8677,1091,0.17804,958,-0.0272,1168,0.28636,1028,0.09209,1000,0.03946,1460,0.64811,1259,0.40662,1245,0.38892,461,-1.1465,448,-1.1889
ENSG00000127603,MACF1,229,0.14494,162,-0.3932,195,-0.1039,85,-1.3647,126,-0.8373,139,-0.6276,212,0.02880,181,-0.2217,169,-0.3227,577,1.71874,301,0.58960
ENSG00000090621,PABPC4,59,0.32090,45,-0.1087,88,0.98352,35,-0.4730,40,-0.3256,58,0.29124,42,-0.2185,26,-0.9487,20,-1.3012,42,-0.2059,83,0.87168
ENSG00000116983,HPCAL4,299,0.56221,272,0.40997,295,0.54167,217,0.05053,305,0.66866,107,-1.0356,168,-0.3538,193,-0.1381,107,-1.0360,194,-0.1289,64,-1.8048
ENSG00000084072,PPIE,30,-0.4429,30,-0.4556,61,0.67196,34,-0.2723,28,-0.5835,57,0.57018,54,0.47268,57,0.56805,37,-0.1357,27,-0.6045,38,-0.0970
ENSG00000131236,CAP1,209,0.30758,108,-0.7278,169,-0.0348,225,0.42234,147,-0.2765,137,-0.3580,164,-0.0770,143,-0.2922,184,0.10279,224,0.41700,214,0.33937
ENSG00000131238,PPT1,155,0.00322,154,-0.0080,172,0.16450,140,-0.1657,163,0.08728,150,-0.0515,130,-0.2706,217,0.53664,193,0.34257,132,-0.2489,92,-0.8113
ENSG00000117000,RLF,26,0.42317,11,-0.8961,12,-0.7733,15,-0.4702,18,-0.1565,7,-1.5322,44,1.27160,21,0.04998,21,0.06063,26,0.42076,22,0.10380
ENSG00000259943,AL050341.2,28,1.14537,8,-0.8831,7,-0.9853,10,-0.4426,17,0.33232,20,0.60182,6,-1.1076,11,-0.2970,7,-0.9313,19,0.48818,15,0.09738
ENSG00000084073,ZMPSTE24,39,-0.2567,47,0.01307,17,-1.4912,44,-0.0699,44,-0.0648,33,-0.4953,56,0.30505,70,0.66901,54,0.24903,56,0.29200,49,0.08986
ENSG00000049089,COL9A2,2,-2.5917,3,-2.0981,1,-2.9108,1,-3.0586,1,-3.6407,3,-1.9670,8,-0.7301,2,-2.5688,5,-1.3427,28,1.20226,104,4.21777
ENSG00000084070,SMAP2,142,0.18743,129,0.03292,181,0.57157,179,0.55902,135,0.12180,127,0.01350,100,-0.3685,149,0.25907,122,-0.0503,62,-1.0769,53,-1.3145
ENSG00000117016,RIMS3,37,-2.2216,221,0.48610,220,0.47692,233,0.57593,226,0.58468,306,1.02572,88,-0.9480,206,0.37745,151,-0.1190,21,-3.0329,20,-3.0972
ENSG00000066136,NFYC,26,-0.3712,24,-0.4639,42,0.38887,37,0.17511,47,0.63793,32,-0.0403,20,-0.7657,28,-0.2767,40,0.31129,33,-0.0186,20,-0.7827
ENSG00000171793,CTPS1,9,-1.0048,21,0.30029,17,-0.0277,19,0.13839,31,1.08198,17,-0.0143,9,-1.0151,28,0.75301,13,-0.4445,3,-2.5985,10,-0.7940
ENSG00000127124,HIVEP3,32,0.54695,30,0.44525,19,-0.2535,22,-0.0328,14,-0.7155,31,0.50321,46,1.16197,9,-1.3400,9,-1.3391,33,0.62705,9,-1.2865
ENSG00000198815,FOXJ3,57,0.06209,60,0.14089,56,0.03197,34,-0.7267,83,0.73219,67,0.29923,46,-0.2892,82,0.63477,33,-0.7651,28,-1.0040,32,-0.8492
ENSG00000177181,RIMKLA,26,-0.9534,61,0.31347,53,0.10575,52,0.06215,52,0.08603,81,0.79256,39,-0.3583,77,0.69125,79,0.74484,18,-1.5076,5,-3.2752
ENSG00000127125,PPCS,43,-0.5171,58,-0.0535,68,0.19222,52,-0.2129,75,0.38730,55,-0.1514,51,-0.2578,65,0.11467,62,0.04318,65,0.13124,53,-0.1978
ENSG00000186409,CCDC30,54,0.69283,68,1.08681,37,0.10980,34,-0.0193,27,-0.3934,23,-0.5948,19,-0.9080,25,-0.4967,38,0.12285,36,0.03881,28,-0.3344
ENSG00000171960,PPIH,20,0.23769,10,-0.7284,6,-1.4677,32,1.01573,27,0.83313,11,-0.6515,18,0.07528,12,-0.5370,18,0.10339,12,-0.5370,10,-0.7182
ENSG00000065978,YBX1,122,-0.1892,118,-0.2478,130,-0.0905,64,-1.1724,71,-1.0931,79,-0.8462,123,-0.1823,144,0.07195,50,-1.5363,350,1.55727,333,1.46762
ENSG00000164008,C1orf50,14,-0.6640,15,-0.5443,23,0.14150,13,-0.7151,24,0.19720,21,-0.0238,20,-0.0458,22,0.08399,20,-0.1011,38,0.93631,20,-0.0699
ENSG00000177868,SVBP,39,-0.3974,44,-0.2157,59,0.25092,41,-0.3300,43,-0.2895,61,0.30385,50,-0.0309,69,0.49442,48,-0.0771,60,0.26405,51,-0.0014
ENSG00000117394,SLC2A1,31,-0.5787,47,0.04848,61,0.46367,14,-1.7598,31,-0.6300,66,0.58637,33,-0.5004,16,-1.5401,19,-1.3332,143,1.96120,53,0.25129
ENSG00000117395,EBNA1BP2,123,-0.0754,86,-0.6315,154,0.27771,143,0.16108,169,0.47141,95,-0.4847,153,0.26452,152,0.24864,147,0.19689,88,-0.6007,75,-0.8298
ENSG00000179178,TMEM125,18,-0.2342,2,-3.2356,1,-4.1840,2,-3.0795,1,-4.0415,3,-2.8542,3,-2.6755,0,-5.4936,4,-2.4200,26,0.39636,185,4.96138
ENSG00000066322,ELOVL1,30,-0.5978,8,-2.4131,11,-2.0206,9,-2.2794,8,-2.6578,11,-1.9932,20,-1.1612,7,-2.7208,3,-3.6880,60,0.48837,352,4.41922
ENSG00000159479,MED8,13,-0.8888,27,0.14005,26,0.11875,24,-0.0443,30,0.38564,26,0.09020,21,-0.2048,25,0.04996,36,0.63118,13,-0.9095,19,-0.3360
ENSG00000178922,HYI,14,0.15356,8,-0.6742,16,0.36209,13,0.05389,11,-0.3140,10,-0.4422,5,-1.4402,8,-0.7380,4,-1.7158,24,0.94547,32,1.47832
ENSG00000142949,PTPRF,20,-2.2138,77,-0.2546,108,0.27679,89,-0.0201,190,1.42231,87,-0.0511,31,-1.6085,64,-0.5379,60,-0.6259,75,-0.2894,93,0.05190
ENSG00000066135,KDM4A,21,-0.0319,16,-0.4507,25,0.25020,27,0.39318,26,0.34586,18,-0.2023,22,0.04030,24,0.20452,9,-1.1756,26,0.36310,13,-0.7240
ENSG00000126091,ST3GAL3,25,-0.1919,31,0.12701,47,0.79364,25,-0.2378,35,0.36347,27,-0.0689,25,-0.1805,43,0.65785,23,-0.3285,16,-0.8434,9,-1.6349
