Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000204160,ZDHHC18,22,0.73097,11,-0.5002,10,-0.6419,19,0.37213,12,-0.3021,16,0.10672,19,0.40194,7,-1.0354,9,-0.7933
ENSG00000142751,GPN2,23,0.35653,18,-0.0726,11,-0.7864,11,-0.7138,22,0.27406,22,0.24775,19,0.04859,13,-0.4736,20,0.10333
ENSG00000090273,NUDC,134,-0.7497,234,0.16402,180,-0.2500,181,-0.2366,288,0.55885,302,0.57598,251,0.30937,167,-0.3591,118,-0.8853
ENSG00000253368,TRNP1,18,-1.6957,73,0.53845,39,-0.4336,85,0.78442,78,0.74384,66,0.36619,67,0.44175,19,-1.4724,16,-1.7883
ENSG00000090020,SLC9A1,9,-1.2491,20,-0.0298,18,-0.2374,30,0.59465,25,0.33811,12,-0.8435,39,1.15798,9,-1.2953,13,-0.6711
ENSG00000142784,WDTC1,20,-0.5786,27,-0.0995,44,0.65759,33,0.22227,23,-0.3617,38,0.41973,26,-0.1777,30,0.04556,36,0.34093
ENSG00000186501,TMEM222,35,-0.2694,49,0.26204,26,-0.7219,60,0.60042,24,-0.8866,72,0.89804,41,-0.0001,41,0.00157,46,0.18151
ENSG00000158195,WASF2,55,0.18560,14,-1.8299,61,0.31213,36,-0.4729,12,-2.2615,21,-1.2882,7,-2.9506,115,1.38689,200,2.46146
ENSG00000126705,AHDC1,81,0.85048,39,-0.3922,73,0.58296,47,-0.1252,35,-0.6181,45,-0.1820,41,-0.3631,27,-0.9739,64,0.36972
ENSG00000126709,IFI6,87,-0.4678,73,-0.7036,151,0.43803,121,0.08630,79,-0.6141,71,-0.7473,196,0.99408,161,0.54134,75,-0.6582
ENSG00000009780,FAM76A,49,1.15292,16,-0.7816,25,-0.1153,38,0.55556,12,-1.2300,21,-0.3265,18,-0.6640,27,0.05326,33,0.32490
ENSG00000117758,STX12,101,-0.1065,93,-0.2296,104,-0.0511,151,0.53295,113,0.07777,94,-0.2092,116,0.12531,85,-0.3672,107,-0.0183
ENSG00000117751,PPP1R8,30,0.10978,11,-1.4684,17,-0.7873,50,0.89681,22,-0.4174,30,0.07313,22,-0.3900,34,0.29954,50,0.90316
ENSG00000117748,RPA2,45,-0.3454,40,-0.4821,38,-0.5555,72,0.43186,46,-0.3043,70,0.38398,87,0.84558,55,0.00109,27,-1.0449
ENSG00000158161,EYA3,23,0.85835,5,-1.4583,19,0.45872,18,0.34382,12,-0.2741,10,-0.4926,12,-0.2936,14,-0.0622,11,-0.4016
ENSG00000126698,DNAJC8,233,0.09641,225,0.03010,164,-0.4607,133,-0.7748,358,0.88728,136,-0.7490,153,-0.6062,225,0.03101,275,0.35287
ENSG00000130770,ATP5IF1,145,-1.7360,634,0.63762,222,-1.0015,305,-0.5210,632,0.71475,687,0.77028,711,0.94402,184,-1.2796,108,-2.0747
ENSG00000204138,PHACTR4,46,0.66121,9,-1.7994,25,-0.3735,10,-1.7373,23,-0.5291,9,-1.7688,7,-2.2705,83,1.61035,90,1.77566
ENSG00000180098,TRNAU1AP,16,-0.2639,9,-1.1175,7,-1.4169,44,1.37854,14,-0.4824,24,0.39669,20,0.10934,15,-0.3711,27,0.55267
ENSG00000120656,TAF12,11,-0.4732,15,0.05864,0,-5.2590,15,0.03973,20,0.54252,12,-0.2828,24,0.84523,18,0.25307,7,-1.0324
ENSG00000162419,GMEB1,10,-0.5179,10,-0.4187,16,0.29701,1,-3.3762,14,0.09127,14,0.09096,12,-0.1222,23,0.83063,24,0.91452
ENSG00000198492,YTHDF2,87,-0.1341,77,-0.3048,54,-0.8552,123,0.42927,124,0.49202,76,-0.3280,112,0.30313,67,-0.5348,86,-0.1369
ENSG00000116329,OPRD1,33,1.26981,23,0.50772,6,-1.4945,16,-0.0922,17,0.03213,16,-0.1050,14,-0.3131,9,-0.9475,3,-2.2338
ENSG00000159023,EPB41,24,0.07454,21,-0.1037,22,-0.0033,34,0.63863,37,0.87156,11,-1.0746,13,-0.8619,27,0.28988,8,-1.4384
ENSG00000116350,SRSF4,90,0.23185,73,-0.1372,51,-0.6847,61,-0.4042,81,0.04816,72,-0.1455,57,-0.5451,101,0.37921,135,0.86521
ENSG00000116353,MECR,28,0.16902,27,0.09498,17,-0.6050,16,-0.6497,24,-0.1062,23,-0.1390,41,0.89559,20,-0.3631,14,-0.8949
ENSG00000060656,PTPRU,38,1.48710,13,-0.4638,28,0.78324,29,0.81883,3,-2.4674,9,-1.0204,17,-0.0354,0,-4.6998,12,-0.4879
ENSG00000162511,LAPTM5,10,-1.1760,31,0.59766,23,0.08684,25,0.26106,5,-2.2578,21,-0.0038,10,-1.1699,69,1.96879,38,0.88914
ENSG00000162512,SDC3,82,0.12581,53,-0.5784,90,0.24365,82,0.10318,36,-1.2097,97,0.37928,48,-0.7901,180,1.40787,87,0.19070
ENSG00000134644,PUM1,260,0.81014,139,-0.2815,163,-0.0348,177,0.09103,152,-0.1622,144,-0.2358,142,-0.2758,104,-0.7311,168,0.01260
ENSG00000121766,ZCCHC17,148,0.03081,116,-0.3538,133,-0.1389,146,0.00022,195,0.52504,122,-0.2744,130,-0.1938,129,-0.1940,155,0.09479
ENSG00000121769,FABP3,46,-0.6794,80,0.22362,53,-0.4160,58,-0.2670,89,0.44989,54,-0.3901,137,1.28318,19,-1.9029,23,-1.6355
ENSG00000162517,PEF1,36,-0.8434,68,0.20176,59,-0.0338,57,-0.0905,62,0.05050,93,0.69285,88,0.68179,35,-0.8256,38,-0.6874
ENSG00000084636,COL16A1,33,0.54716,15,-0.6844,16,-0.6455,12,-1.0354,7,-1.9994,28,0.24467,20,-0.3109,52,1.23587,48,1.09750
ENSG00000121753,ADGRB2,187,0.21941,143,-0.2215,158,-0.0691,111,-0.6169,138,-0.3010,327,1.11471,220,0.51297,87,-0.9864,65,-1.4111
ENSG00000184007,PTP4A2,286,-0.0950,189,-0.7194,531,0.91581,216,-0.5172,151,-1.1299,128,-1.3061,157,-1.0707,309,0.03586,1061,2.18479
ENSG00000121774,KHDRBS1,142,-0.1144,106,-0.5541,138,-0.1499,194,0.39178,155,0.04361,178,0.25551,134,-0.2111,166,0.14376,175,0.22539
ENSG00000025800,KPNA6,156,0.75429,45,-1.2596,109,0.08701,77,-0.4456,131,0.43475,97,-0.0960,69,-0.6574,93,-0.1557,100,-0.0377
ENSG00000084652,TXLNA,33,0.22075,14,-1.1137,56,1.08416,29,0.04265,25,-0.2121,32,0.19368,20,-0.6209,12,-1.2779,45,0.72738
ENSG00000160050,CCDC28B,5,-1.4890,14,0.02945,5,-1.5616,10,-0.4555,20,0.68145,28,1.14720,12,-0.2095,20,0.57429,13,-0.0759
ENSG00000084623,EIF3I,72,-0.4867,71,-0.4693,66,-0.5683,110,0.21320,112,0.26808,109,0.20842,147,0.78048,74,-0.3968,58,-0.7599
ENSG00000175130,MARCKSL1,58,-1.3274,79,-0.7831,79,-0.7946,168,0.38415,36,-2.0533,70,-0.9735,50,-1.5746,294,1.32128,607,2.76476
ENSG00000160058,BSDC1,64,0.24477,38,-0.5736,48,-0.2103,73,0.43895,42,-0.4596,69,0.34135,53,-0.0870,55,0.00519,64,0.22373
ENSG00000160062,ZBTB8A,27,0.44943,11,-0.9306,18,-0.2557,13,-0.7445,30,0.63149,19,-0.1347,7,-1.7507,37,0.89176,27,0.35712
ENSG00000176261,ZBTB8OS,22,-0.9477,60,0.68070,30,-0.3798,45,0.21082,45,0.23754,47,0.29129,49,0.40274,33,-0.2509,22,-0.8706
ENSG00000162521,RBBP4,143,0.32771,56,-1.1389,94,-0.3669,155,0.41727,125,0.09038,107,-0.1605,95,-0.3709,134,0.19105,153,0.39646
ENSG00000162522,KIAA1522,13,-0.5051,43,1.40626,18,-0.0560,14,-0.4469,13,-0.5490,49,1.63327,13,-0.5592,16,-0.1649,1,-4.2857
ENSG00000134684,YARS,62,-0.9266,87,-0.3657,87,-0.3676,130,0.26458,153,0.59599,114,0.05852,189,1.00891,46,-1.3169,44,-1.3765
ENSG00000160097,FNDC5,11,-1.4770,29,0.05632,11,-1.3771,45,0.75098,53,1.15553,16,-0.8437,46,0.87684,8,-1.7919,10,-1.5816
ENSG00000121905,HPCA,109,-0.5300,117,-0.3862,167,0.17451,248,0.81850,168,0.20383,283,1.03900,174,0.26620,49,-1.6948,29,-2.4592
ENSG00000121900,TMEM54,15,-1.0308,56,1.04342,14,-1.0608,20,-0.5812,38,0.48397,24,-0.2881,36,0.38893,41,0.53361,15,-1.0412
ENSG00000116514,RNF19B,5,-1.4854,26,0.96598,1,-3.1615,18,0.38694,24,0.92249,10,-0.5546,24,0.90923,1,-3.0221,8,-0.8207
ENSG00000004455,AK2,24,-0.5982,33,-0.0879,24,-0.5335,52,0.65375,20,-0.8581,17,-1.1011,37,0.12329,59,0.84732,67,1.07597
ENSG00000142920,AZIN2,17,-0.1424,25,0.48515,3,-2.3212,13,-0.4902,16,-0.2181,25,0.51252,27,0.72263,14,-0.4124,18,-0.0354
ENSG00000160094,ZNF362,25,-0.0009,20,-0.2847,51,1.19489,18,-0.4471,16,-0.7159,30,0.33279,18,-0.5232,42,0.83671,16,-0.6137
ENSG00000134686,PHC2,47,-0.0543,49,0.01181,37,-0.4251,81,0.81163,36,-0.5183,58,0.26580,45,-0.1188,29,-0.8143,75,0.68831
ENSG00000163866,SMIM12,40,-0.5923,54,-0.0594,44,-0.3908,61,0.11102,74,0.46479,65,0.22612,93,0.91908,20,-1.5768,21,-1.4600
ENSG00000116544,DLGAP3,43,0.01301,38,-0.1766,68,0.75561,39,-0.1469,29,-0.6438,108,1.55413,24,-0.9529,52,0.33237,14,-1.6496
ENSG00000163867,ZMYM6,28,0.18425,13,-0.9183,31,0.37469,20,-0.3437,29,0.27383,23,-0.1021,22,-0.1979,30,0.31827,22,-0.1950
ENSG00000116560,SFPQ,398,0.70812,165,-0.7492,217,-0.3348,263,-0.0348,237,-0.2173,207,-0.4070,185,-0.6289,227,-0.2611,509,1.04246
ENSG00000146463,ZMYM4,78,0.21952,62,-0.1695,62,-0.1747,74,0.09929,95,0.56867,34,-1.0708,51,-0.5030,61,-0.1934,88,0.37537
ENSG00000142687,KIAA0319L,65,-0.0294,60,-0.1611,65,-0.0223,39,-0.8088,84,0.42764,80,0.29363,66,-0.0110,70,0.09593,50,-0.4334
ENSG00000020129,NCDN,342,-0.4458,339,-0.4208,275,-0.7409,475,0.10175,447,0.00610,1172,1.62744,647,0.67691,109,-2.1171,99,-2.2647
ENSG00000126067,PSMB2,77,-0.0588,53,-0.6466,58,-0.5043,69,-0.2379,88,0.15806,123,0.68715,113,0.61376,53,-0.6203,50,-0.7307
ENSG00000142686,C1orf216,91,-0.0355,92,-0.0113,104,0.18316,88,-0.0847,84,-0.1789,145,0.72115,145,0.80769,18,-2.4020,27,-1.8383
ENSG00000134698,AGO4,20,0.12253,6,-1.6248,22,0.28569,31,0.81363,15,-0.2865,17,-0.0799,15,-0.3488,10,-0.9300,34,0.99837
ENSG00000092847,AGO1,55,0.30251,34,-0.4668,90,1.08559,47,0.01547,34,-0.5284,36,-0.3830,39,-0.2652,37,-0.3285,54,0.24779
ENSG00000126070,AGO3,85,0.63880,17,-1.8767,60,0.02311,21,-1.5790,64,0.12121,34,-0.8347,35,-0.8555,61,0.02737,153,1.57223
ENSG00000116863,ADPRHL2,9,-0.7592,16,0.14406,14,-0.0154,9,-0.6422,11,-0.3795,31,1.22672,23,0.80278,2,-2.6550,15,0.01110
ENSG00000054116,TRAPPC3,22,-1.0277,25,-0.7723,13,-1.7485,44,0.09548,55,0.49002,62,0.64466,76,1.12150,24,-0.8345,25,-0.7941
ENSG00000116871,MAP7D1,156,-0.2260,172,-0.0543,158,-0.1877,143,-0.3460,159,-0.1995,249,0.53039,200,0.20444,138,-0.3932,249,0.53499
ENSG00000054118,THRAP3,240,0.53634,110,-0.7419,213,0.28718,124,-0.5599,243,0.55952,81,-1.2036,102,-0.9217,170,-0.0726,267,0.65184
ENSG00000196182,STK40,16,-0.3689,23,0.24007,16,-0.3409,46,1.37896,20,0.03626,28,0.53026,13,-0.7164,15,-0.3642,12,-0.7876
ENSG00000181817,LSM10,13,-1.3402,46,0.63604,10,-1.6250,46,0.61895,31,0.02147,52,0.82897,44,0.61976,30,-0.0373,10,-1.6781
ENSG00000116885,OSCP1,11,-0.6800,14,-0.3351,7,-1.2829,21,0.33076,16,-0.1186,40,1.34449,30,0.96823,6,-1.6363,6,-1.5349
ENSG00000116898,MRPS15,24,-1.1540,77,0.71905,30,-0.7445,53,0.14146,58,0.31310,62,0.38399,69,0.60977,44,-0.1590,18,-1.5276
ENSG00000163873,GRIK3,65,1.68726,8,-1.7511,60,1.27533,62,1.34703,6,-2.3768,7,-1.8988,13,-1.2454,3,-3.0927,21,-0.3978
ENSG00000163875,MEAF6,115,-0.1214,99,-0.3389,177,0.57488,166,0.47241,136,0.16715,119,-0.0485,147,0.31442,66,-0.9521,56,-1.1967
ENSG00000163877,SNIP1,28,0.64150,13,-0.6133,30,0.70050,17,-0.2091,20,0.05276,22,0.21289,11,-0.9526,11,-0.7805,22,0.18101
ENSG00000134697,GNL2,32,0.21358,10,-1.5363,31,0.14268,13,-1.1300,30,0.08305,14,-1.1041,38,0.52557,31,0.13180,41,0.59522
ENSG00000116922,C1orf109,15,0.03473,13,-0.2224,10,-0.5354,29,1.12548,11,-0.4590,16,0.11534,21,0.60318,6,-1.3812,8,-0.7963
ENSG00000185090,MANEAL,12,-0.7925,24,0.32034,8,-1.3059,30,0.66490,20,0.03577,25,0.33508,32,0.88346,16,-0.2992,5,-2.0297
ENSG00000196449,YRDC,7,-0.8477,11,-0.0666,3,-1.9561,13,0.17768,17,0.60217,16,0.47829,19,0.86779,10,-0.2939,3,-1.9975
ENSG00000197982,C1orf122,66,-1.1384,191,0.59012,144,0.13745,120,-0.1565,117,-0.2015,181,0.50299,121,-0.1500,190,0.57664,152,0.21815
ENSG00000188786,MTF1,31,1.02106,7,-1.3950,14,-0.3156,6,-1.4775,14,-0.4012,7,-1.4275,7,-1.4441,30,0.81665,45,1.52609
ENSG00000183431,SF3A3,37,-0.3295,45,0.01548,13,-1.7883,35,-0.3837,61,0.53474,47,0.08934,53,0.28557,66,0.60951,31,-0.5858
ENSG00000183520,UTP11,47,0.30660,48,0.32765,12,-1.7853,16,-1.3482,71,1.08954,32,-0.3290,39,-0.0189,34,-0.2119,16,-1.3062
ENSG00000185668,POU3F1,2,-2.6440,20,0.53422,3,-2.2316,4,-1.7830,26,1.09016,43,1.87153,19,0.48211,3,-2.0898,3,-2.1252
ENSG00000116954,RRAGC,53,0.26374,23,-1.0214,29,-0.6944,40,-0.1856,41,-0.1607,32,-0.5396,63,0.59237,50,0.15058,56,0.32660
ENSG00000174574,AKIRIN1,112,0.14685,76,-0.4683,61,-0.7908,150,0.60442,115,0.18778,111,0.11349,101,-0.0321,68,-0.6321,113,0.14979
ENSG00000168653,NDUFS5,334,-1.0816,881,0.49843,537,-0.2874,586,-0.1518,884,0.56401,957,0.63267,893,0.58381,334,-1.0121,227,-1.5857
ENSG00000127603,MACF1,531,0.71685,182,-1.0337,333,-0.1141,159,-1.2362,343,-0.0722,93,-2.0345,137,-1.5526,689,1.07227,815,1.36385
ENSG00000090621,PABPC4,71,-0.1603,71,-0.1365,117,0.64703,74,-0.0858,65,-0.3025,64,-0.2936,45,-0.9175,136,0.90458,111,0.56492
ENSG00000116983,HPCAL4,423,0.66370,262,-0.1765,487,0.82114,240,-0.3102,189,-0.7319,479,0.79244,164,-0.9598,331,0.19170,167,-0.8682
ENSG00000084072,PPIE,9,-1.9959,21,-0.6316,21,-0.6251,35,0.17976,33,0.11829,54,0.88027,45,0.67115,41,0.41358,29,-0.1334
ENSG00000168389,MFSD2A,13,-0.2217,11,-0.4830,30,1.09309,11,-0.4344,11,-0.5494,10,-0.6658,15,0.01912,33,1.22970,9,-0.8382
ENSG00000131236,CAP1,126,-0.3122,96,-0.6965,155,0.03488,118,-0.3864,179,0.29513,130,-0.2402,203,0.52699,150,-0.0178,151,-0.0002
ENSG00000131238,PPT1,77,-0.7361,99,-0.2918,62,-1.0021,134,0.17609,166,0.58983,145,0.30839,167,0.60395,111,-0.1143,63,-0.9830
ENSG00000117000,RLF,59,1.17995,15,-1.0910,8,-2.0797,33,0.06443,51,0.88430,8,-1.9227,13,-1.3689,23,-0.4833,43,0.49254
ENSG00000259943,AL050341.2,11,-0.5127,11,-0.4860,4,-1.9837,26,0.85379,17,0.17498,17,0.23712,20,0.47120,16,0.14467,11,-0.4314
ENSG00000084073,ZMPSTE24,25,-0.7590,20,-1.0259,96,1.42321,64,0.73020,39,-0.0486,16,-1.3487,48,0.30486,43,0.08888,20,-1.0614
ENSG00000049089,COL9A2,8,-1.2812,10,-0.9391,30,0.76391,15,-0.3115,2,-3.1850,8,-1.2692,4,-2.2161,22,0.30243,107,3.32535
ENSG00000084070,SMAP2,205,0.50504,131,-0.2586,143,-0.1162,99,-0.6818,194,0.40606,165,0.10703,161,0.08064,87,-0.8846,105,-0.5858
ENSG00000117016,RIMS3,124,-0.5929,290,0.79685,154,-0.2149,256,0.58698,199,0.20198,290,0.79351,205,0.25822,60,-1.6353,19,-3.3019
ENSG00000066136,NFYC,29,-0.1724,28,-0.1855,14,-1.1918,64,1.12361,33,0.06460,39,0.29393,43,0.52334,12,-1.4387,16,-1.0281
ENSG00000179862,CITED4,4,-1.6688,13,0.03365,0,-5.0078,20,0.68855,16,0.36559,30,1.38308,22,1.02737,0,-5.0309,5,-1.2772
ENSG00000171793,CTPS1,10,-0.6858,7,-1.0553,20,0.45621,21,0.51571,13,-0.2875,25,0.82269,25,0.87426,6,-1.3954,7,-1.1024
ENSG00000127124,HIVEP3,43,0.61910,16,-0.9471,47,0.71906,50,0.79312,26,-0.2564,12,-1.3409,18,-0.8216,36,0.26543,27,-0.1548
ENSG00000198815,FOXJ3,65,0.41990,34,-0.6080,46,-0.1824,93,0.96327,30,-0.8868,62,0.30602,56,0.15239,39,-0.4095,39,-0.4268
ENSG00000177181,RIMKLA,41,-0.5299,64,0.21373,88,0.73614,45,-0.3181,80,0.64215,55,-0.0092,72,0.45877,19,-1.6342,12,-2.2542
ENSG00000127125,PPCS,32,-0.8027,59,0.17593,44,-0.2791,71,0.46816,66,0.38767,55,0.05366,46,-0.2234,60,0.19362,56,0.09606
ENSG00000186409,CCDC30,123,1.30967,61,-0.0326,76,0.31904,27,-1.2543,73,0.28944,25,-1.3729,20,-1.8186,49,-0.3605,73,0.26128
ENSG00000171960,PPIH,7,-0.7862,13,0.22777,3,-2.0886,2,-2.6631,18,0.76021,25,1.22004,15,0.40160,11,-0.1107,7,-0.7777
ENSG00000065978,YBX1,63,-0.7131,133,0.49428,59,-0.7804,106,0.12804,57,-0.8793,102,0.07125,55,-0.9545,246,1.54560,174,0.94100
ENSG00000164008,C1orf50,20,0.32313,9,-0.9416,8,-1.1440,19,0.16545,12,-0.5342,18,0.07660,21,0.38125,15,-0.1679,27,0.74593
ENSG00000177868,SVBP,33,-0.1367,35,-0.0307,15,-1.3487,32,-0.2049,52,0.65955,33,-0.1575,40,0.17993,47,0.41985,21,-0.8436
ENSG00000117394,SLC2A1,16,-1.4677,41,0.01749,59,0.59342,57,0.51534,19,-1.2430,38,-0.1272,30,-0.4921,133,2.01309,32,-0.3871
ENSG00000117395,EBNA1BP2,63,-0.3082,81,0.09533,33,-1.2628,49,-0.6821,103,0.53788,108,0.56341,105,0.57697,54,-0.5171,45,-0.8093
ENSG00000179178,TMEM125,6,-1.2902,8,-0.7183,14,0.15076,2,-2.5477,0,-6.8089,10,-0.4170,3,-2.1035,3,-2.1854,101,4.26125
ENSG00000066322,ELOVL1,13,-0.8588,4,-2.3610,10,-1.1982,7,-1.5539,3,-2.8029,12,-0.8409,14,-0.7292,35,0.74056,132,3.45638
ENSG00000159479,MED8,19,-0.2250,19,-0.1553,13,-0.8097,31,0.58453,18,-0.2817,34,0.74191,27,0.37654,20,-0.0792,13,-0.7721
ENSG00000198198,SZT2,29,1.06159,5,-1.7441,9,-0.8339,18,0.14246,5,-1.7126,11,-0.6318,13,-0.4282,27,0.80398,32,1.06761
ENSG00000178922,HYI,9,-0.6903,20,0.53038,7,-1.0327,16,0.23363,6,-1.3639,23,0.77430,10,-0.5144,30,1.22404,22,0.71575
ENSG00000142949,PTPRF,64,-0.6308,81,-0.2123,47,-1.0507,74,-0.3628,111,0.30582,162,0.89010,98,0.07705,104,0.17438,107,0.20960
ENSG00000066135,KDM4A,20,0.08231,21,0.08287,18,-0.1553,7,-1.5538,17,-0.2751,28,0.56560,23,0.28996,12,-0.7477,29,0.63446
ENSG00000126091,ST3GAL3,26,-0.3712,41,0.34117,19,-0.8013,43,0.43629,31,-0.0965,61,1.00153,31,-0.0955,29,-0.2057,24,-0.4748
ENSG00000117408,IPO13,30,-0.8122,36,-0.4939,63,0.37605,56,0.17680,30,-0.8495,68,0.48113,42,-0.3101,60,0.29645,112,1.33487
ENSG00000117410,ATP6V0B,253,-0.3158,225,-0.4725,195,-0.6883,295,-0.0513,338,0.17987,423,0.52318,545,1.08301,105,-1.6105,143,-1.1540
ENSG00000117411,B4GALT2,41,-0.6243,80,0.43977,50,-0.3062,84,0.51565,39,-0.7176,131,1.27316,48,-0.3940,91,0.65329,33,-0.9108
ENSG00000159214,CCDC24,5,-1.4237,21,0.90382,11,-0.1046,6,-1.0685,10,-0.3428,13,0.08955,19,0.83235,21,0.87555,5,-1.2925
ENSG00000178028,DMAP1,44,-0.1666,45,-0.1244,34,-0.5503,43,-0.2166,39,-0.4014,98,1.13551,62,0.41893,28,-0.8389,49,0.00248
ENSG00000117419,ERI3,102,0.09554,89,-0.1354,71,-0.4822,108,0.17166,86,-0.1969,145,0.64326,107,0.17476,101,0.05751,58,-0.7881
ENSG00000187147,RNF220,82,-0.6032,126,0.11606,129,0.15013,183,0.71925,101,-0.2449,138,0.25580,131,0.19142,72,-0.7456,130,0.16495
ENSG00000142937,RPS8,475,-0.9136,1655,1.14076,737,-0.1790,645,-0.3859,902,0.15303,818,-0.0146,541,-0.7066,1151,0.53120,1069,0.41179
ENSG00000070785,EIF2B3,33,0.04174,20,-0.6759,11,-1.5330,25,-0.3749,38,0.32042,42,0.43379,47,0.67977,33,0.03593,16,-1.0389
ENSG00000126107,HECTD3,16,0.11502,7,-1.0395,19,0.39157,22,0.62072,11,-0.5056,17,0.19384,14,-0.0461,14,-0.0797,16,0.14403
ENSG00000126088,UROD,40,-0.9219,63,-0.1879,66,-0.1156,39,-0.8984,77,0.14511,124,0.90622,113,0.84655,51,-0.5128,47,-0.6264
ENSG00000117450,PRDX1,107,-1.2305,219,-0.0687,154,-0.6047,207,-0.1517,185,-0.3537,234,0.04055,342,0.73032,451,1.11457,206,-0.1609
ENSG00000117448,AKR1A1,29,-0.5841,42,0.02551,28,-0.5690,41,0.01352,40,-0.0569,52,0.37637,53,0.46787,48,0.26557,36,-0.1900
ENSG00000132780,NASP,93,0.37225,50,-0.6209,53,-0.5588,37,-1.0678,63,-0.3160,55,-0.4770,33,-1.3361,106,0.53850,227,1.86748
ENSG00000159592,GPBP1L1,47,0.41018,34,-0.1311,37,-0.0233,30,-0.3619,22,-0.8442,49,0.43517,29,-0.4255,44,0.24185,58,0.70204
ENSG00000159596,TMEM69,12,-0.3779,16,0.01989,10,-0.6730,31,1.10325,9,-0.9096,22,0.55965,20,0.41938,9,-0.7509,16,0.09010
ENSG00000086015,MAST2,25,0.05099,24,-0.0396,14,-0.7831,38,0.68667,20,-0.3237,23,-0.0750,30,0.35126,30,0.31756,14,-0.8814
ENSG00000117461,PIK3R3,52,0.70453,25,-0.4918,58,0.80802,20,-0.8339,49,0.59770,7,-2.2563,28,-0.3598,40,0.21898,11,-1.7619
ENSG00000085998,POMGNT1,58,0.33488,37,-0.4076,24,-1.0511,52,0.12808,35,-0.5099,60,0.34017,62,0.44818,53,0.16516,40,-0.2994
ENSG00000132128,LRRC41,35,0.08804,34,0.03749,11,-1.6899,38,0.19989,34,0.05613,35,0.09787,45,0.53567,25,-0.4207,27,-0.3119
ENSG00000173660,UQCRH,153,-1.7470,833,0.99112,257,-0.8750,463,0.03438,566,0.39448,575,0.37730,794,1.04341,177,-1.4277,108,-2.1580
ENSG00000117481,NSUN4,23,0.36188,7,-1.5054,21,0.13519,10,-0.9815,21,0.22268,20,0.06881,24,0.40934,11,-0.7522,21,0.16278
ENSG00000117480,FAAH,20,-0.1800,10,-1.2639,18,-0.3391,16,-0.5584,19,-0.2822,53,1.38275,25,0.14328,10,-1.2015,38,0.79795
ENSG00000079277,MKNK1,31,0.33831,13,-1.0177,10,-1.3927,25,-0.0438,27,0.05817,40,0.68868,21,-0.3307,52,1.14086,11,-1.2684
ENSG00000123472,ATPAF1,83,-0.6347,129,0.09917,133,0.14995,152,0.36485,104,-0.2528,148,0.32202,167,0.58018,125,0.05071,56,-1.1744
ENSG00000159658,EFCAB14,74,-0.2050,66,-0.3585,96,0.22403,96,0.23562,44,-1.0313,54,-0.6709,45,-0.9931,167,1.13706,192,1.38801
ENSG00000186377,CYP4X1,31,0.54840,10,-1.1381,27,0.30797,27,0.28999,18,-0.3609,27,0.29307,33,0.66262,14,-0.7209,1,-4.1368
ENSG00000162368,CMPK1,102,-0.5118,127,-0.1387,122,-0.1976,201,0.59843,145,0.08105,134,-0.0522,189,0.56023,92,-0.6357,113,-0.3164
ENSG00000186094,AGBL4,17,0.33841,12,-0.2599,23,0.82421,10,-0.4353,16,0.20164,13,-0.0437,19,0.52003,0,-6.7953,5,-1.3589
ENSG00000162373,BEND5,15,-1.7248,59,0.40372,24,-0.9947,31,-0.5973,90,1.28230,37,-0.3275,81,1.07169,8,-2.5140,15,-1.6139
ENSG00000162374,ELAVL4,295,0.07047,244,-0.2297,327,0.22695,402,0.56336,414,0.68938,140,-1.0730,359,0.42253,78,-1.9429,68,-2.1467
ENSG00000185104,FAF1,50,0.25029,32,-0.4613,22,-1.0583,49,0.18927,47,0.13764,31,-0.5113,55,0.42897,27,-0.7455,55,0.38743
ENSG00000123091,RNF11,456,0.01749,487,0.12028,513,0.20273,798,0.92537,360,-0.3847,471,0.06793,555,0.36576,211,-1.1642,195,-1.2816
ENSG00000085832,EPS15,269,0.09636,248,-0.0400,299,0.25837,312,0.32678,262,0.05083,142,-0.8934,314,0.37290,132,-1.0028,228,-0.1691
ENSG00000117859,OSBPL9,32,0.28776,16,-0.7919,7,-1.9920,45,0.81501,17,-0.7600,16,-0.7939,24,-0.2113,32,0.30117,62,1.36913
ENSG00000078618,NRDC,166,0.42519,84,-0.6774,90,-0.5795,78,-0.7956,183,0.60504,80,-0.7546,153,0.27875,72,-0.9115,160,0.31614
ENSG00000169213,RAB3B,193,1.30107,39,-1.3805,228,1.41333,161,0.81048,53,-0.9833,5,-4.1693,32,-1.7904,26,-1.9495,151,0.70588
ENSG00000117862,TXNDC12,29,0.12599,18,-0.5695,7,-1.8689,37,0.51997,23,-0.2353,33,0.31593,35,0.45482,35,0.43332,16,-0.7244
ENSG00000134717,BTF3L4,39,-0.7297,51,-0.2921,47,-0.3936,78,0.38137,72,0.28300,74,0.30734,97,0.84871,22,-1.5420,44,-0.4909
