Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to13,Feature log2 fold change topic 9to13
ENSG00000183520,UTP11,43,-0.0947,23,-1.0839,52,0.18011,82,0.91709,26,-0.8775,61,0.50722,45,-0.0426
ENSG00000185668,POU3F1,7,-1.5946,23,0.22455,0,-7.9393,9,-1.2189,7,-1.5586,26,0.41348,28,0.91269
ENSG00000116954,RRAGC,47,-0.0364,30,-0.7795,64,0.44606,88,0.97159,25,-0.9780,29,-0.8062,56,0.39955
ENSG00000174574,AKIRIN1,69,-0.5329,79,-0.3614,80,-0.3131,96,-0.0281,61,-0.7226,123,0.39305,113,0.34390
ENSG00000168653,NDUFS5,545,-0.3701,739,0.11058,386,-0.8942,288,-1.3319,318,-1.1858,980,0.61254,806,0.37414
ENSG00000127603,MACF1,510,0.80872,206,-0.6577,336,0.13894,598,1.07708,592,1.06052,122,-1.4785,261,-0.3672
ENSG00000090621,PABPC4,101,0.37288,95,0.31154,165,1.18885,124,0.71187,66,-0.2748,61,-0.4444,53,-0.8577
ENSG00000116983,HPCAL4,178,-0.3297,378,0.98286,123,-0.8856,108,-1.0863,234,0.09361,224,0.02950,203,-0.1874
ENSG00000084072,PPIE,23,-0.5667,36,0.14047,22,-0.6480,10,-1.7240,35,0.05676,40,0.32043,38,0.32951
ENSG00000131236,CAP1,170,-0.1096,135,-0.5001,252,0.50713,282,0.69005,67,-1.5176,150,-0.3323,207,0.30387
ENSG00000131238,PPT1,179,0.41792,84,-0.7953,67,-1.0837,176,0.39210,68,-1.0726,158,0.24557,162,0.40684
ENSG00000117000,RLF,28,-0.2732,19,-0.9165,38,0.21942,58,0.88823,39,0.24564,30,-0.1777,34,0.07600
ENSG00000084073,ZMPSTE24,54,0.51989,17,-1.2693,46,0.27039,86,1.29764,26,-0.6184,29,-0.4832,39,0.06412
ENSG00000084070,SMAP2,67,-0.9669,134,0.10205,65,-1.0029,83,-0.6344,90,-0.5144,123,-0.0405,164,0.67586
ENSG00000117016,RIMS3,95,-0.7444,253,0.88107,10,-3.9735,100,-0.6778,83,-0.9450,178,0.23632,173,0.26603
ENSG00000066136,NFYC,35,0.10670,32,-0.0537,11,-1.5970,21,-0.6649,32,-0.0640,34,0.05117,40,0.44386
ENSG00000127124,HIVEP3,18,-0.6749,33,0.25228,20,-0.5148,30,0.08695,69,1.45053,18,-0.7163,26,-0.2098
ENSG00000198815,FOXJ3,22,-1.3809,68,0.33333,46,-0.2980,52,-0.1080,54,-0.0540,39,-0.6031,68,0.48248
ENSG00000177181,RIMKLA,41,-0.4837,65,0.22482,16,-1.8958,21,-1.4787,44,-0.3972,31,-0.9564,85,1.09883
ENSG00000127125,PPCS,77,0.43519,40,-0.6217,62,0.10184,31,-0.9654,53,-0.1526,58,0.00751,67,0.36393
ENSG00000186409,CCDC30,31,-0.7265,46,-0.1212,54,0.13864,26,-0.9763,123,1.50412,28,-0.9263,52,0.12710
ENSG00000065978,YBX1,232,0.79335,200,0.61869,279,1.10532,261,0.98841,132,-0.1055,123,-0.2330,57,-1.7599
ENSG00000177868,SVBP,42,-0.5182,69,0.27470,68,0.21324,49,-0.2772,26,-1.2491,83,0.58482,56,-0.1261
ENSG00000117394,SLC2A1,30,-1.4141,32,-1.3850,53,-0.5762,703,4.77703,21,-1.9261,28,-1.5877,15,-2.8933
ENSG00000117395,EBNA1BP2,69,-0.6492,67,-0.7354,69,-0.6482,55,-0.9885,41,-1.4161,160,0.75587,135,0.64986
ENSG00000159479,MED8,16,-0.7525,38,0.61986,14,-0.9019,32,0.29292,2,-3.6159,34,0.43054,27,0.06652
ENSG00000142949,PTPRF,120,0.41231,103,0.17895,31,-1.6608,53,-0.8372,72,-0.3755,96,0.06028,106,0.32727
ENSG00000126091,ST3GAL3,18,-0.6449,44,0.78351,13,-1.2005,14,-1.0727,47,0.80796,34,0.34553,24,-0.3898
ENSG00000117408,IPO13,49,0.12162,76,0.93628,110,1.46493,18,-1.3632,28,-0.7346,46,0.05305,27,-1.0329
ENSG00000117410,ATP6V0B,141,-1.2541,159,-1.1517,164,-1.0299,147,-1.2001,223,-0.5731,503,0.79168,440,0.81640
ENSG00000117411,B4GALT2,84,0.10213,177,1.52746,42,-0.9419,43,-0.9315,69,-0.2024,70,-0.2093,59,-0.6337
ENSG00000178028,DMAP1,36,-0.3702,42,-0.1491,26,-0.8294,53,0.24700,52,0.19567,67,0.67531,42,-0.2046
ENSG00000117419,ERI3,100,-0.1164,91,-0.2754,64,-0.7957,110,0.03099,67,-0.7210,170,0.81757,107,-0.0101
ENSG00000187147,RNF220,67,-0.7371,104,-0.0668,139,0.39911,118,0.13849,83,-0.4086,144,0.49920,101,-0.1650
ENSG00000142937,RPS8,1361,0.29780,1804,0.84542,1715,0.66970,1449,0.39733,618,-0.9194,1051,-0.1178,759,-0.8371
ENSG00000070785,EIF2B3,7,-1.9478,15,-1.0153,34,0.27243,17,-0.7846,12,-1.3020,21,-0.4575,45,1.31814
ENSG00000126088,UROD,61,-0.2097,75,0.12597,66,-0.0759,48,-0.5744,39,-0.8950,81,0.25475,76,0.21128
ENSG00000117450,PRDX1,702,1.26686,270,-0.2991,357,0.15504,426,0.43675,140,-1.2684,446,0.56730,229,-0.7402
ENSG00000117448,AKR1A1,48,0.06268,28,-0.7927,45,-0.0382,85,0.99400,23,-1.0393,63,0.54403,43,-0.1581
ENSG00000132780,NASP,67,-0.2415,63,-0.3654,154,1.09980,157,1.13079,182,1.38801,33,-1.3746,53,-0.8306
ENSG00000159592,GPBP1L1,36,-0.1618,26,-0.6944,54,0.47924,87,1.26503,24,-0.7731,49,0.34280,34,-0.3773
ENSG00000086015,MAST2,19,-0.2229,29,0.41128,13,-0.7822,20,-0.1573,23,0.00342,37,0.89161,17,-0.5887
ENSG00000117461,PIK3R3,25,-0.5136,20,-0.8795,19,-0.8898,161,2.72480,57,0.79806,19,-0.9267,22,-0.9627
ENSG00000085998,POMGNT1,31,-0.6414,38,-0.3930,21,-1.2302,49,0.04196,79,0.81100,60,0.40342,49,0.05053
ENSG00000132128,LRRC41,36,0.09747,29,-0.2716,23,-0.6117,41,0.27343,18,-0.9395,39,0.21635,38,0.25959
ENSG00000173660,UQCRH,429,-0.4673,805,0.57407,302,-0.9983,321,-0.9095,264,-1.1990,736,0.41280,631,0.19884
ENSG00000117480,FAAH,15,-0.5543,25,0.20180,25,0.17961,40,0.95525,9,-1.2544,18,-0.3414,22,0.02525
ENSG00000079277,MKNK1,20,-0.5025,29,0.08967,32,0.23573,67,1.45720,39,0.52681,35,0.40065,15,-1.2682
ENSG00000123472,ATPAF1,160,0.19513,164,0.25296,134,-0.0803,96,-0.5936,132,-0.1012,125,-0.2016,147,0.09807
ENSG00000159658,EFCAB14,135,0.73867,95,0.19503,187,1.28584,119,0.53978,70,-0.3000,51,-0.8445,60,-0.7322
ENSG00000162368,CMPK1,115,-0.4313,146,-0.0681,102,-0.6069,124,-0.3167,128,-0.2722,184,0.33391,169,0.26215
ENSG00000162373,BEND5,20,-1.1788,25,-0.8995,5,-3.0890,11,-1.9950,25,-0.8347,39,-0.2035,77,1.66415
ENSG00000162374,ELAVL4,57,-2.1089,136,-0.8827,55,-2.1770,79,-1.6357,271,0.23079,176,-0.4723,391,1.52149
ENSG00000185104,FAF1,39,-0.1711,44,0.01951,45,0.05149,47,0.11043,19,-1.2440,28,-0.7000,54,0.55567
ENSG00000123091,RNF11,332,-0.3838,574,0.52200,185,-1.2647,247,-0.8380,355,-0.2811,425,-0.0059,485,0.31485
ENSG00000085832,EPS15,175,-0.3946,194,-0.2562,240,0.09328,115,-1.0299,284,0.35948,138,-0.8097,292,0.65991
ENSG00000117859,OSBPL9,39,0.87841,12,-1.0163,50,1.28007,27,0.27506,24,0.06077,21,-0.0964,18,-0.5480
ENSG00000078618,NRDC,70,-0.9660,103,-0.4028,125,-0.0739,149,0.19791,250,1.03984,104,-0.3926,140,0.15098
ENSG00000169213,RAB3B,26,-1.7694,44,-1.0664,135,0.72837,3,-4.6751,298,2.12758,93,0.14836,75,-0.2980
ENSG00000117862,TXNDC12,61,0.78716,20,-0.9949,29,-0.3903,76,1.14663,6,-2.5373,60,0.84877,30,-0.4473
ENSG00000134717,BTF3L4,70,-0.2017,54,-0.6560,75,-0.1065,54,-0.6053,41,-1.0036,99,0.37943,99,0.52814
ENSG00000157077,ZFYVE9,34,-0.7457,32,-0.8783,34,-0.7244,18,-1.6798,56,0.03399,53,-0.0539,81,1.03559
ENSG00000134748,PRPF38A,58,0.15159,63,0.30362,74,0.54766,67,0.38231,96,0.96919,32,-0.8051,40,-0.6072
ENSG00000134744,TUT4,62,-0.3302,63,-0.3446,79,0.02926,182,1.39807,209,1.64451,31,-1.4318,57,-0.6537
ENSG00000162377,COA7,14,-1.0917,20,-0.6065,5,-2.4008,25,-0.2376,48,0.80037,35,0.33911,35,0.44923
ENSG00000162378,ZYG11B,122,-0.5733,130,-0.5090,117,-0.6314,97,-0.9119,191,0.11950,157,-0.1980,240,0.79583
ENSG00000116171,SCP2,137,0.36935,89,-0.3243,103,-0.0796,177,0.78050,97,-0.1809,108,-0.0156,101,-0.1721
ENSG00000162384,CZIB,45,-0.3055,46,-0.3058,58,0.07332,52,-0.0983,26,-1.1318,119,1.42788,42,-0.6091
ENSG00000162385,MAGOH,42,0.26495,37,0.09483,17,-1.0524,38,0.13390,6,-2.5821,50,0.62602,36,0.03961
ENSG00000157193,LRP8,59,0.28556,24,-1.1389,34,-0.5572,55,0.17310,106,1.23758,80,0.87020,36,-0.6962
ENSG00000081870,HSPB11,55,0.65080,23,-0.7848,18,-1.0637,20,-0.8864,22,-0.7488,61,0.91755,39,0.12000
ENSG00000116209,TMEM59,221,0.28811,113,-0.8022,225,0.31766,203,0.15327,123,-0.6170,215,0.26845,193,0.11193
ENSG00000116221,MRPL37,43,-0.3685,35,-0.7036,33,-0.7693,40,-0.4761,36,-0.6323,72,0.48432,68,0.57418
ENSG00000157216,SSBP3,186,-0.4255,311,0.41618,207,-0.2603,192,-0.3771,341,0.52381,190,-0.4212,252,0.05966
ENSG00000116133,DHCR24,68,-0.8126,49,-1.4010,80,-0.5801,85,-0.4884,71,-0.7555,79,-0.6425,191,1.44633
ENSG00000162402,USP24,49,0.27941,33,-0.3635,39,-0.0911,90,1.28039,63,0.67048,35,-0.2839,31,-0.5691
ENSG00000162407,PLPP3,1037,3.75013,45,-1.8896,202,0.46317,180,0.28462,79,-0.9789,55,-1.6007,51,-2.0350
ENSG00000162409,PRKAA2,25,-1.5954,35,-1.1657,22,-1.7962,96,0.42869,132,0.94580,71,-0.0511,93,0.59903
ENSG00000162601,MYSM1,26,-1.2486,34,-0.9070,68,0.19435,37,-0.7219,118,1.09443,49,-0.3480,73,0.48465
ENSG00000177606,JUN,41,-1.5942,75,-0.7565,68,-0.8500,457,2.33576,59,-1.0678,116,-0.0383,107,-0.2338
ENSG00000134709,HOOK1,18,-1.5280,31,-0.8157,17,-1.6113,14,-1.9686,92,0.92969,52,0.02499,72,0.89656
ENSG00000162599,NFIA,511,1.29765,186,-0.3630,650,1.72711,590,1.55143,296,0.39262,70,-1.8846,89,-1.8467
ENSG00000162604,TM2D1,70,0.19261,45,-0.5319,87,0.53261,65,0.08321,54,-0.2240,58,-0.1160,65,0.10743
ENSG00000162607,USP1,37,-0.3091,48,0.11828,107,1.42315,29,-0.6632,60,0.45549,18,-1.4491,44,-0.0618
ENSG00000116641,DOCK7,131,1.77771,21,-1.2068,51,0.20984,116,1.56045,55,0.32780,16,-1.6242,31,-0.7629
ENSG00000125703,ATG4C,24,-0.1037,17,-0.6670,89,2.09006,55,1.21099,23,-0.1934,10,-1.5093,18,-0.7297
ENSG00000079739,PGM1,132,1.76631,40,-0.2188,28,-0.7330,45,-0.0322,36,-0.3671,27,-0.8479,44,-0.0991
ENSG00000162434,JAK1,100,0.07629,54,-0.9353,90,-0.0874,176,0.98058,78,-0.3196,81,-0.2716,106,0.24187
ENSG00000162433,AK4,233,1.76003,122,0.71392,54,-0.6302,57,-0.5488,61,-0.4469,60,-0.5071,58,-0.7266
ENSG00000116675,DNAJC6,108,-1.6176,199,-0.7533,293,-0.1110,81,-2.0418,309,-0.0265,283,-0.1790,467,1.08904
ENSG00000213625,LEPROT,158,1.43209,53,-0.3570,69,0.07517,230,2.13019,52,-0.3472,30,-1.2647,36,-1.2136
ENSG00000184588,PDE4B,69,-0.3277,72,-0.2902,140,0.77644,96,0.18074,82,-0.0720,61,-0.5568,92,0.17463
ENSG00000118473,SGIP1,83,-0.8147,84,-0.8597,101,-0.5261,106,-0.4526,212,0.63205,108,-0.4605,193,0.79655
ENSG00000198160,MIER1,48,-0.3822,33,-0.9939,100,0.76838,68,0.14318,71,0.21775,29,-1.2213,79,0.60297
ENSG00000142864,SERBP1,281,0.13466,157,-0.8092,394,0.67401,257,-0.0074,275,0.09813,224,-0.2370,277,0.16917
ENSG00000116717,GADD45A,20,-0.8069,21,-0.8157,54,0.69531,44,0.34001,8,-2.2216,44,0.39236,40,0.30894
ENSG00000172380,GNG12,85,2.08850,22,-0.1657,65,1.60083,63,1.54402,18,-0.4343,13,-1.0502,4,-3.2218
ENSG00000116729,WLS,230,1.99739,33,-1.1967,45,-0.6888,131,0.98858,101,0.56084,86,0.33180,35,-1.4128
ENSG00000033122,LRRC7,26,-1.8072,75,-0.2265,48,-0.8860,30,-1.5701,178,1.16858,65,-0.4694,112,0.66631
ENSG00000066557,LRRC40,13,-1.4277,15,-1.3076,16,-1.1348,28,-0.2980,48,0.56360,46,0.51876,43,0.59248
ENSG00000116754,SRSF11,187,-0.7315,209,-0.5984,541,0.94521,461,0.68026,1095,2.22043,151,-1.1182,181,-1.0495
ENSG00000118454,ANKRD13C,34,-0.4743,24,-1.0616,15,-1.6996,27,-0.8117,83,0.95131,51,0.16630,58,0.58985
ENSG00000132485,ZRANB2,126,-0.7327,108,-1.0195,278,0.49486,254,0.35319,335,0.79931,151,-0.4914,226,0.25653
ENSG00000172260,NEGR1,167,-1.3547,282,-0.6072,232,-0.8631,95,-2.1789,499,0.31829,200,-1.1565,669,1.44842
ENSG00000178965,ERICH3,26,-1.7975,58,-0.6453,40,-1.1542,41,-1.1152,229,1.61256,44,-1.0993,117,0.78207
ENSG00000162623,TYW3,33,-0.5955,37,-0.4284,84,0.87289,27,-0.8591,47,-0.0613,24,-1.1187,63,0.68483
ENSG00000117054,ACADM,96,0.58783,55,-0.3012,80,0.29003,39,-0.8209,82,0.32857,65,-0.0266,65,-0.0502
ENSG00000137955,RABGGTB,56,0.41416,42,-0.0445,58,0.49325,32,-0.4384,51,0.26919,34,-0.3630,41,-0.0764
ENSG00000117069,ST6GALNAC5,20,-1.1527,28,-0.7303,1,-5.0646,3,-3.7252,12,-1.8692,31,-0.5696,84,2.07608
ENSG00000142892,PIGK,21,-0.9110,14,-1.5994,36,-0.0540,45,0.26226,21,-0.9041,46,0.34909,50,0.70759
ENSG00000154027,AK5,63,-2.0215,139,-0.9119,172,-0.5312,66,-1.9709,96,-1.4016,251,0.04990,398,1.43020
ENSG00000036549,AC118549.1,22,-0.4360,29,-0.0144,36,0.33624,20,-0.5988,55,1.01746,21,-0.5368,29,0.01072
ENSG00000077254,USP33,49,-1.3139,65,-0.9405,104,-0.1729,98,-0.2730,203,0.89030,84,-0.5355,152,0.69210
ENSG00000180488,MIGA1,48,-1.5212,68,-1.0726,180,0.50260,76,-0.8349,121,-0.1289,76,-0.8958,199,1.15654
ENSG00000162613,FUBP1,48,-0.4223,44,-0.5700,51,-0.3148,70,0.17169,112,0.92090,55,-0.2303,68,0.17252
ENSG00000162616,DNAJB4,46,0.09915,30,-0.6031,35,-0.2870,57,0.45588,31,-0.5058,45,0.07857,48,0.26049
ENSG00000117114,ADGRL2,9,-1.9736,32,-0.1889,11,-1.7520,29,-0.3107,35,-0.0291,44,0.35986,46,0.61966
ENSG00000137941,TTLL7,84,-1.9388,134,-1.3240,903,1.82420,120,-1.4090,394,0.40562,160,-1.0455,374,0.51848
ENSG00000142875,PRKACB,161,-1.5920,326,-0.5764,331,-0.5143,203,-1.2496,378,-0.3110,596,0.44417,618,0.75994
ENSG00000117133,RPF1,47,0.21718,24,-0.8839,55,0.45883,31,-0.3983,30,-0.4500,63,0.77669,39,-0.1222
ENSG00000174021,GNG5,141,1.66583,78,0.73636,52,0.01954,177,2.09760,19,-1.4519,38,-0.4851,9,-2.9866
ENSG00000117155,SSX2IP,96,-1.1134,158,-0.3968,79,-1.4024,54,-1.9564,172,-0.2379,140,-0.5935,322,1.36268
ENSG00000162642,C1orf52,46,-0.4442,45,-0.5162,56,-0.1630,33,-0.9459,34,-0.8878,74,0.30533,79,0.63312
ENSG00000153904,DDAH1,726,1.67643,296,0.18651,264,-0.0094,187,-0.5380,165,-0.7282,203,-0.4477,222,-0.3963
ENSG00000117174,ZNHIT6,51,0.06334,32,-0.6715,102,1.21016,75,0.69200,83,0.85079,26,-1.0265,41,-0.3792
ENSG00000122417,ODF2L,31,-1.3848,49,-0.7622,57,-0.4927,113,0.57323,183,1.38131,47,-0.8394,89,0.30335
ENSG00000097033,SH3GLB1,82,0.33725,51,-0.4331,129,1.06790,174,1.59399,66,-0.0163,39,-0.8491,46,-0.7675
ENSG00000183291,SELENOF,123,0.22735,70,-0.6942,159,0.62997,119,0.17001,60,-0.8680,141,0.49190,101,-0.1341
ENSG00000153936,HS2ST1,67,0.64546,43,-0.0341,34,-0.3934,40,-0.1716,81,0.97006,32,-0.5241,41,-0.1974
ENSG00000143013,LMO4,468,-1.2742,914,-0.2845,492,-1.2021,566,-0.9916,776,-0.5140,804,-0.4937,1667,1.21593
ENSG00000065243,PKN2,65,0.61610,24,-0.9754,96,1.25456,93,1.20692,74,0.82067,7,-2.7388,37,-0.4087
ENSG00000137947,GTF2B,22,-0.4801,30,-0.0335,26,-0.2364,14,-1.0999,13,-1.2857,36,0.31850,37,0.51296
ENSG00000137944,KYAT3,27,0.31490,10,-1.1988,5,-2.0683,16,-0.5093,8,-1.5509,33,0.65875,30,0.71974
ENSG00000213516,RBMXL1,21,-0.0839,19,-0.2763,39,0.88661,19,-0.2283,31,0.49375,29,0.44562,17,-0.5915
ENSG00000197147,LRRC8B,33,-1.9369,95,-0.3789,108,-0.1603,37,-1.7667,124,0.06388,150,0.39333,152,0.61940
ENSG00000171492,LRRC8D,10,-1.7523,21,-0.7166,68,1.15126,25,-0.4372,34,0.05402,12,-1.6289,45,0.83368
ENSG00000162664,ZNF326,60,-0.3464,47,-0.7515,194,1.57846,80,0.11264,147,1.09052,51,-0.6382,59,-0.5185
ENSG00000233593,LINC02609,22,-0.5474,51,0.84564,8,-1.9532,2,-3.5236,13,-1.2542,36,0.25260,38,0.44515
ENSG00000122482,ZNF644,97,0.18068,63,-0.5221,154,0.93358,89,0.04745,119,0.50429,24,-2.0293,98,0.30885
ENSG00000172031,EPHX4,12,-1.6466,22,-0.8165,1,-4.7913,23,-0.7135,9,-2.1033,50,0.49301,59,1.30137
ENSG00000189195,BTBD8,82,-2.5741,198,-1.3435,171,-1.4870,105,-2.2010,354,-0.3947,379,-0.3159,815,1.80297
ENSG00000174842,GLMN,26,-0.0555,24,-0.2032,9,-1.6813,26,-0.0815,36,0.46717,18,-0.6928,34,0.60097
ENSG00000122484,RPAP2,67,-0.4888,58,-0.7476,115,0.35092,92,-0.0057,187,1.14015,32,-1.6892,112,0.47567
ENSG00000067208,EVI5,81,-0.0061,80,-0.0307,134,0.78775,34,-1.3036,117,0.56638,21,-2.1129,98,0.46809
ENSG00000122406,RPL5,617,-0.0088,783,0.40682,797,0.39545,753,0.30471,459,-0.4658,762,0.35806,470,-0.6047
ENSG00000154511,DIPK1A,28,-0.3547,15,-1.3803,32,-0.1811,36,0.01795,27,-0.4042,41,0.22874,46,0.63412
ENSG00000143033,MTF2,22,-0.7393,20,-0.9324,30,-0.2774,62,0.85436,81,1.28696,17,-1.2431,41,0.27084
ENSG00000117500,TMED5,54,0.56795,21,-0.9601,70,0.99170,42,0.18697,26,-0.5758,45,0.31339,33,-0.2882
ENSG00000117505,DR1,58,0.29208,30,-0.7738,44,-0.1343,82,0.84578,33,-0.5863,36,-0.4980,56,0.35260
ENSG00000137942,FNBP1L,40,0.56053,19,-0.5723,38,0.47666,33,0.25180,83,1.82323,6,-2.4167,23,-0.3648
ENSG00000067334,DNTTIP2,69,-0.4616,62,-0.6729,88,-0.0877,57,-0.7561,53,-0.8473,84,-0.1737,130,0.89639
ENSG00000023909,GCLM,27,-0.6252,21,-1.0579,39,-0.0650,55,0.47455,76,1.00821,29,-0.5656,46,0.31791
ENSG00000137962,ARHGAP29,35,-0.5636,22,-1.3618,21,-1.3260,260,2.92362,91,0.91587,23,-1.2590,34,-0.8720
ENSG00000117528,ABCD3,77,0.78309,34,-0.5253,89,1.02952,49,0.06666,33,-0.5218,41,-0.2430,43,-0.2229
ENSG00000117525,F3,413,3.72689,12,-2.4421,42,-0.5432,130,1.25098,19,-1.7061,36,-0.8202,16,-2.4105
ENSG00000117519,CNN3,366,1.75866,106,-0.3161,197,0.69004,301,1.40335,49,-1.4594,88,-0.6193,72,-1.1627
ENSG00000152078,TLCD4,93,0.77137,47,-0.3256,34,-0.7979,34,-0.7805,28,-1.0768,61,0.11368,68,0.41407
ENSG00000117569,PTBP2,38,-0.7045,39,-0.6876,63,0.08087,49,-0.3174,60,0.00692,69,0.23090,71,0.40674
ENSG00000117598,PLPPR5,12,-1.4810,26,-0.3283,3,-3.1346,5,-2.6979,55,0.87465,50,0.78394,38,0.39716
ENSG00000117600,PLPPR4,37,-1.6669,76,-0.6487,34,-1.8076,34,-1.7700,71,-0.7058,171,0.74179,158,0.91894
ENSG00000162688,AGL,52,0.20031,23,-1.1220,75,0.78054,53,0.22970,67,0.61647,42,-0.1549,44,-0.1044
ENSG00000117620,SLC35A3,7,-1.8676,16,-0.6784,37,0.66107,41,0.82953,48,1.09507,16,-0.6169,23,-0.0704
ENSG00000156875,MFSD14A,24,-0.8303,30,-0.5061,26,-0.7206,73,0.90353,59,0.55993,31,-0.4721,46,0.29175
ENSG00000137992,DBT,86,0.59693,46,-0.4190,84,0.56451,34,-0.8137,78,0.44129,39,-0.6756,62,0.15020
ENSG00000137996,RTCA,25,-0.9129,25,-0.9552,33,-0.4881,54,0.26164,32,-0.5462,39,-0.2484,64,0.89923
ENSG00000162694,EXTL2,23,-1.6007,34,-1.1085,10,-2.7476,40,-0.8180,57,-0.2803,33,-1.1740,125,1.89584
ENSG00000170989,S1PR1,210,2.63746,31,-0.6795,44,-0.1054,157,2.05030,35,-0.4503,26,-0.9321,10,-2.7759
ENSG00000118733,OLFM3,3,-4.4983,36,-1.2749,3,-4.5848,10,-3.0915,56,-0.5396,75,-0.1009,148,1.99886
ENSG00000185946,RNPC3,106,0.17552,81,-0.2741,170,0.93053,121,0.38052,343,2.19915,22,-2.2986,58,-1.0171
ENSG00000162631,NTNG1,4,-2.9146,21,-0.6501,0,-8.4030,20,-0.6624,13,-1.3309,25,-0.4040,56,1.77954
ENSG00000162636,FAM102B,15,-1.7447,37,-0.4314,17,-1.4989,31,-0.6603,25,-0.9815,35,-0.5154,78,1.41422
ENSG00000134186,PRPF38B,104,-0.0840,71,-0.7031,218,1.11879,263,1.43903,333,1.87195,27,-2.2009,62,-1.1703
ENSG00000116266,STXBP3,59,0.16196,19,-1.6537,183,2.08349,51,-0.0696,29,-0.9319,51,-0.0800,47,-0.2987
ENSG00000121957,GPSM2,76,1.37407,24,-0.5077,67,1.15255,54,0.80904,37,0.18502,25,-0.4168,18,-1.1573
ENSG00000121940,CLCC1,33,0.21850,22,-0.4684,53,0.97830,55,1.04796,18,-0.7013,23,-0.3417,25,-0.3224
ENSG00000085433,WDR47,69,-1.0275,74,-0.9823,53,-1.4101,58,-1.2784,125,-0.1225,146,0.12912,202,1.11932
ENSG00000197780,TAF13,125,0.14082,110,-0.0743,104,-0.1557,50,-1.2648,117,0.02747,74,-0.7116,145,0.60458
ENSG00000215717,TMEM167B,22,-0.8972,29,-0.5116,55,0.49167,54,0.45336,31,-0.4064,43,0.12795,43,0.16410
ENSG00000031698,SARS,114,-1.1037,176,-0.4731,163,-0.5552,89,-1.4659,201,-0.2367,266,0.21940,319,0.81180
ENSG00000143126,CELSR2,57,-0.9129,102,-0.0120,62,-0.7729,67,-0.6534,137,0.44831,73,-0.5603,133,0.65605
ENSG00000134222,PSRC1,14,-0.7211,15,-0.7065,33,0.55456,22,-0.0875,4,-2.6577,37,0.83673,25,0.16312
ENSG00000134243,SORT1,131,-0.3748,86,-1.0677,277,0.80725,216,0.40296,114,-0.5831,120,-0.5487,204,0.50497
ENSG00000143106,PSMA5,48,-0.7065,41,-1.0079,45,-0.8119,49,-0.6548,24,-1.7321,143,1.16298,91,0.44160
ENSG00000181754,AMIGO1,30,-0.2271,22,-0.7450,1,-4.8089,29,-0.2802,29,-0.2406,69,1.28058,36,0.07044
ENSG00000065135,GNAI3,52,0.90533,28,-0.1039,21,-0.4936,37,0.34287,70,1.41011,31,0.11136,17,-1.1198
ENSG00000116337,AMPD2,70,0.06639,129,1.19242,23,-1.5990,80,0.27218,64,-0.0819,81,0.32085,44,-0.9074
ENSG00000168765,GSTM4,46,0.73192,21,-0.5070,11,-1.4864,75,1.56784,24,-0.3082,43,0.67965,19,-0.9114
ENSG00000134202,GSTM3,217,0.91009,105,-0.2637,56,-1.1797,124,0.01168,63,-1.0203,144,0.27733,128,0.09354
ENSG00000168710,AHCYL1,1923,2.28548,356,-0.5987,720,0.54322,493,-0.0590,439,-0.2361,348,-0.6362,333,-0.9011
ENSG00000143093,STRIP1,23,-0.5021,34,0.09055,12,-1.4174,36,0.17720,41,0.37054,27,-0.2979,37,0.32882
ENSG00000197106,SLC6A17,45,-1.4069,79,-0.6217,25,-2.2497,59,-1.0120,194,0.83871,126,0.16673,152,0.72278
ENSG00000116396,KCNC4,26,-0.3401,54,0.95795,11,-1.5618,13,-1.2976,42,0.42818,40,0.37272,27,-0.3723
ENSG00000134248,LAMTOR5,155,0.05626,147,-0.0241,107,-0.5120,120,-0.3398,58,-1.4279,197,0.48267,163,0.20627
ENSG00000177301,KCNA2,94,-0.5020,53,-1.4423,21,-2.6820,66,-1.0296,138,0.08866,67,-1.0694,227,1.69030
ENSG00000259834,AL365361.1,8,-1.8033,25,-0.1559,14,-1.0070,6,-2.1474,51,1.01498,45,0.92068,27,-0.0409
ENSG00000121931,LRIF1,21,-0.6411,28,-0.1997,39,0.29034,32,0.00883,29,-0.1505,20,-0.7578,40,0.53855
ENSG00000134255,CEPT1,24,-0.4472,13,-1.3933,44,0.50248,19,-0.7583,45,0.56030,25,-0.4123,41,0.65206
ENSG00000116459,ATP5PB,220,-0.0849,127,-0.9800,198,-0.2456,173,-0.4525,137,-0.8067,362,0.79438,263,0.29775
ENSG00000116473,RAP1A,76,0.34235,43,-0.5907,140,1.34860,124,1.13811,45,-0.4758,34,-0.9337,52,-0.3880
ENSG00000197852,INKA2,31,-0.3519,52,0.47163,10,-1.9617,51,0.38926,23,-0.8218,41,0.07351,43,0.16718
ENSG00000171385,KCND3,60,-0.8099,122,0.30151,30,-1.8460,35,-1.5952,127,0.33285,117,0.23325,120,0.39434
ENSG00000143079,CTTNBP2NL,20,-0.7028,20,-0.7879,41,0.38078,119,2.20727,23,-0.4939,23,-0.5562,26,-0.4471
