Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000142949,PTPRF,55,-0.9181,94,-0.1260,82,-0.3004,127,0.45786,106,0.09925,70,-0.5436,147,0.63251
ENSG00000126091,ST3GAL3,9,-1.9872,42,0.38619,51,0.62429,36,0.04641,42,0.30866,11,-1.7575,38,0.14630
ENSG00000117408,IPO13,42,0.17291,37,-0.0393,56,0.63668,37,-0.0386,71,1.05956,10,-1.9977,13,-1.5638
ENSG00000117410,ATP6V0B,66,-2.1591,219,-0.4476,361,0.44063,543,1.37715,190,-0.5804,136,-1.0992,257,-0.1091
ENSG00000117411,B4GALT2,9,-2.8271,87,0.88522,52,-0.1787,51,-0.2658,50,-0.2521,40,-0.6049,75,0.39931
ENSG00000178028,DMAP1,8,-2.6243,37,-0.6011,71,0.57702,86,1.06730,56,0.17939,10,-2.3515,72,0.58639
ENSG00000117419,ERI3,42,-1.2527,114,0.37416,120,0.36323,130,0.57397,62,-0.6787,49,-1.0523,83,-0.2340
ENSG00000187147,RNF220,60,-0.9297,110,0.01337,179,0.81516,143,0.50645,65,-0.8168,77,-0.5453,95,-0.2168
ENSG00000142937,RPS8,1537,0.93888,978,0.23582,1155,0.45189,596,-0.6638,937,0.11050,540,-0.7551,454,-1.0213
ENSG00000070785,EIF2B3,4,-2.5961,21,-0.2788,29,0.33386,29,0.38271,33,0.51263,11,-1.1848,40,0.87038
ENSG00000126088,UROD,19,-1.7406,71,0.36127,85,0.57307,84,0.64005,52,-0.2234,27,-1.2313,35,-0.8395
ENSG00000117450,PRDX1,125,-0.4912,184,0.15429,279,0.80961,173,0.02851,236,0.52638,59,-1.6270,111,-0.6776
ENSG00000117448,AKR1A1,6,-2.2157,28,0.17969,42,0.79947,29,0.19186,28,0.13035,8,-1.8011,33,0.38021
ENSG00000132780,NASP,753,3.69575,31,-2.4058,32,-2.0743,56,-1.3510,78,-0.7546,105,-0.3047,96,-0.4383
ENSG00000159592,GPBP1L1,41,0.52578,26,-0.2544,29,-0.0234,35,0.29071,30,0.01038,26,-0.1713,22,-0.4630
ENSG00000117461,PIK3R3,13,-0.9463,24,-0.0108,27,0.23017,21,-0.1722,29,0.34017,11,-1.1598,43,0.97736
ENSG00000085998,POMGNT1,19,-1.0820,36,-0.1826,46,0.26732,63,0.90871,45,0.22086,26,-0.6388,22,-0.8676
ENSG00000132128,LRRC41,10,-1.4435,32,0.50577,39,0.68781,33,0.47866,9,-1.5492,13,-1.0618,22,-0.2553
ENSG00000173660,UQCRH,79,-2.2216,459,0.65026,691,1.18364,425,0.40101,132,-1.4688,142,-1.3564,153,-1.2473
ENSG00000079277,MKNK1,20,-0.1074,16,-0.6306,35,0.76194,22,0.05356,19,-0.1864,24,0.19076,27,0.34471
ENSG00000123472,ATPAF1,56,-0.9380,129,0.49855,117,0.20452,102,-0.0134,87,-0.2573,62,-0.7820,113,0.15792
ENSG00000159658,EFCAB14,171,1.60332,52,-0.4968,50,-0.4595,45,-0.7102,96,0.57936,59,-0.2114,52,-0.4055
ENSG00000162368,CMPK1,114,0.02816,124,0.22328,158,0.56413,141,0.43496,37,-1.6880,64,-0.8665,89,-0.3479
ENSG00000162373,BEND5,5,-2.7722,42,0.40728,52,0.65707,45,0.48352,7,-2.4418,26,-0.4302,41,0.25808
ENSG00000162374,ELAVL4,47,-2.5277,185,-0.5687,182,-0.4892,408,0.96989,187,-0.4439,320,0.41326,374,0.67260
ENSG00000185104,FAF1,46,0.67662,19,-0.8466,48,0.75442,37,0.39304,11,-1.5410,31,0.06053,34,0.16990
ENSG00000123091,RNF11,119,-1.7298,386,0.09363,472,0.40036,544,0.73797,208,-0.8923,300,-0.3267,346,-0.1028
ENSG00000085832,EPS15,128,-0.5239,181,0.03153,183,0.03773,193,0.13845,190,0.10040,181,0.02248,174,-0.0383
ENSG00000078618,NRDC,244,1.01124,80,-0.9458,81,-0.7671,174,0.50038,86,-0.6750,160,0.29580,169,0.39400
ENSG00000169213,RAB3B,85,-0.2028,66,-0.7337,76,-0.3769,87,-0.1831,74,-0.4120,242,1.58005,117,0.31377
ENSG00000117862,TXNDC12,9,-1.3714,22,-0.0663,30,0.41457,38,0.95918,23,0.01628,4,-2.3748,21,-0.1621
ENSG00000134717,BTF3L4,20,-0.9638,43,0.25240,56,0.62694,57,0.76175,23,-0.7657,19,-1.0451,19,-1.0317
ENSG00000157077,ZFYVE9,18,-1.3415,34,-0.4960,49,0.16460,53,0.31479,33,-0.4557,58,0.42274,77,0.90689
ENSG00000134748,PRPF38A,87,1.04124,31,-0.8011,31,-0.6282,36,-0.4618,80,0.88702,57,0.33428,48,0.03910
ENSG00000134744,TUT4,280,1.99626,31,-1.9022,54,-0.8021,55,-0.8511,102,0.19633,147,0.80022,121,0.46940
ENSG00000162377,COA7,16,-0.8252,14,-1.1360,28,0.03808,44,0.96074,26,-0.0816,42,0.72786,26,-0.0381
ENSG00000162378,ZYG11B,55,-1.6194,119,-0.5650,129,-0.3263,242,0.80756,141,-0.1886,147,-0.1248,275,0.91680
ENSG00000116171,SCP2,85,0.37328,77,0.28845,66,-0.0421,71,0.08175,72,0.11103,44,-0.6506,34,-1.0558
ENSG00000162384,CZIB,19,-0.7779,32,0.05312,26,-0.2561,33,0.09293,80,1.62142,12,-1.4893,13,-1.3099
ENSG00000157193,LRP8,27,-0.3578,29,-0.3054,19,-0.8408,43,0.44495,25,-0.4353,33,-0.0201,59,0.94006
ENSG00000116209,TMEM59,51,-1.0692,99,-0.0714,119,0.24032,160,0.85848,141,0.51819,37,-1.5656,60,-0.8352
ENSG00000116221,MRPL37,15,-1.6943,49,0.05634,59,0.33332,78,0.96368,49,0.03262,18,-1.5090,32,-0.5987
ENSG00000157216,SSBP3,90,-1.6003,249,-0.0560,271,0.09168,298,0.27997,220,-0.2433,426,0.84547,209,-0.3190
ENSG00000116133,DHCR24,64,-1.0171,98,-0.4577,140,0.20518,236,1.30929,61,-1.0827,52,-1.3220,150,0.31764
ENSG00000162402,USP24,47,0.59787,16,-1.3237,41,0.35577,25,-0.4407,85,1.64520,22,-0.6162,34,0.06819
ENSG00000162407,PLPP3,223,1.05331,54,-1.4403,31,-2.0310,17,-3.0227,599,3.18424,93,-0.3821,46,-1.4574
ENSG00000162409,PRKAA2,14,-2.3530,43,-0.8876,57,-0.2871,115,1.01853,102,0.65454,52,-0.4201,99,0.61525
ENSG00000162601,MYSM1,62,-0.1078,38,-1.0612,58,-0.2350,72,0.14647,89,0.46524,77,0.21809,125,1.03729
ENSG00000177606,JUN,115,0.22848,56,-1.0843,85,-0.2636,146,0.71369,156,0.73518,48,-1.1166,136,0.50699
ENSG00000134709,HOOK1,13,-2.3087,31,-1.2191,33,-0.9513,91,0.76720,91,0.65816,106,0.91550,90,0.63690
ENSG00000162599,NFIA,581,1.57386,168,-0.6382,78,-1.6856,111,-1.2525,512,1.33452,299,0.40003,141,-0.7884
ENSG00000162604,TM2D1,30,-0.0665,25,-0.4250,42,0.49003,51,0.96118,22,-0.5117,18,-0.8661,21,-0.5620
ENSG00000162607,USP1,103,0.93879,35,-0.9569,63,0.12315,41,-0.6333,120,1.20180,56,-0.0846,58,-0.0255
ENSG00000116641,DOCK7,99,1.51528,20,-1.2948,30,-0.4616,29,-0.6023,48,0.27528,76,1.04306,36,-0.1791
ENSG00000079739,PGM1,25,-0.0929,28,0.07627,40,0.63536,27,0.02145,44,0.80255,16,-0.8351,6,-2.1825
ENSG00000162434,JAK1,88,-0.0888,63,-0.7493,59,-0.6987,77,-0.3230,159,0.89014,120,0.41343,160,0.90228
ENSG00000162433,AK4,66,-0.2345,74,-0.0576,71,-0.1215,48,-0.7860,164,1.29178,92,0.30905,52,-0.6093
ENSG00000116675,DNAJC6,80,-1.9923,252,-0.3337,340,0.21720,444,0.76428,177,-0.8073,400,0.48292,335,0.19017
ENSG00000213625,LEPROT,55,0.68946,28,-0.5024,29,-0.3454,17,-1.2699,113,2.01679,13,-1.5002,34,-0.1079
ENSG00000184588,PDE4B,77,0.63134,40,-0.5151,35,-0.5988,49,-0.1203,83,0.75728,38,-0.4923,71,0.50013
ENSG00000118473,SGIP1,63,-1.1071,90,-0.7085,101,-0.3958,168,0.48382,207,0.77154,126,-0.0487,195,0.66549
ENSG00000198160,MIER1,155,1.15209,58,-0.5595,64,-0.3088,57,-0.5436,98,0.36191,99,0.37731,76,-0.0503
ENSG00000142864,SERBP1,347,0.41048,191,-0.6659,220,-0.3207,293,0.15587,392,0.61700,258,-0.0700,317,0.26513
ENSG00000116717,GADD45A,44,0.52271,19,-0.9679,22,-0.5661,37,0.29437,69,1.30395,31,-0.0550,21,-0.6467
ENSG00000116729,WLS,116,1.17064,46,-0.4261,29,-1.0533,29,-1.1439,148,1.62140,49,-0.2421,37,-0.6763
ENSG00000033122,LRRC7,44,-0.9853,47,-1.0595,84,0.02088,132,0.91147,71,-0.2333,118,0.58262,104,0.37766
ENSG00000116754,SRSF11,965,2.12259,132,-1.4667,166,-0.9016,269,-0.1678,268,-0.1544,277,-0.1046,346,0.25511
ENSG00000118454,ANKRD13C,22,-0.6822,29,-0.3333,25,-0.5418,49,0.65448,25,-0.5418,46,0.43782,44,0.38088
ENSG00000132485,ZRANB2,215,0.39372,105,-0.9044,146,-0.2334,217,0.46151,210,0.34936,151,-0.1786,221,0.43350
ENSG00000172260,NEGR1,75,-2.5384,288,-0.6351,416,0.06409,549,0.59923,265,-0.6450,422,0.08817,856,1.29497
ENSG00000178965,ERICH3,45,-1.7357,76,-1.1687,90,-0.7073,189,0.54022,170,0.29063,183,0.41381,325,1.41594
ENSG00000162623,TYW3,50,-0.0586,42,-0.3862,54,0.08354,60,0.29533,59,0.22852,21,-1.3596,82,0.77629
ENSG00000117054,ACADM,33,-0.4989,41,-0.1838,50,0.16030,43,-0.1021,77,0.87672,43,-0.0932,41,-0.1676
ENSG00000137955,RABGGTB,31,-0.3264,43,0.23517,48,0.35968,38,-0.0383,56,0.61862,25,-0.6435,19,-1.0603
ENSG00000117069,ST6GALNAC5,2,-4.5568,42,-0.2500,36,-0.4386,98,1.45924,18,-1.5135,27,-0.9138,74,0.71339
ENSG00000142892,PIGK,13,-0.6398,18,-0.1986,5,-1.8655,38,1.32309,5,-2.0443,8,-1.2684,35,0.95099
ENSG00000154027,AK5,53,-2.0589,144,-0.6959,206,-0.0017,448,1.61260,158,-0.4256,126,-0.7703,194,-0.0973
ENSG00000036549,AC118549.1,66,1.01092,22,-0.9392,17,-1.1690,35,-0.0382,15,-1.2860,82,1.39204,44,0.32455
ENSG00000077254,USP33,75,-0.5784,71,-0.8154,73,-0.6269,150,0.61503,123,0.20648,176,0.79548,125,0.23426
ENSG00000180488,MIGA1,73,-1.0878,105,-0.6498,118,-0.3516,233,0.89078,159,0.13075,130,-0.2001,209,0.57838
ENSG00000162613,FUBP1,82,0.59761,29,-1.2512,35,-0.7327,45,-0.4203,105,1.01877,81,0.57221,90,0.75470
ENSG00000162616,DNAJB4,21,-0.6026,30,-0.0271,34,0.15642,43,0.65875,13,-1.3327,19,-0.7343,42,0.52360
ENSG00000117114,ADGRL2,6,-2.1580,26,-0.0254,22,-0.2575,49,1.23894,17,-0.6697,7,-1.8671,34,0.40717
ENSG00000137941,TTLL7,824,1.71986,133,-1.5154,152,-1.0920,363,0.30420,314,0.03394,239,-0.3994,420,0.50802
ENSG00000142875,PRKACB,187,-1.0482,289,-0.4713,469,0.39583,582,0.89084,184,-1.0728,373,0.02526,429,0.25179
ENSG00000117133,RPF1,4,-2.6422,19,-0.6671,49,0.95068,32,0.24464,25,-0.1839,30,0.12740,47,0.85503
ENSG00000117155,SSX2IP,44,-2.2120,135,-0.6354,152,-0.3302,255,0.58232,245,0.43692,191,0.03388,326,0.92195
ENSG00000162642,C1orf52,35,-0.5983,42,-0.4143,54,0.05574,88,1.03751,27,-0.9781,61,0.25839,39,-0.4560
ENSG00000153904,DDAH1,130,-1.0039,262,0.10409,228,-0.1376,301,0.35513,377,0.68334,220,-0.1958,145,-0.8446
ENSG00000117174,ZNHIT6,120,1.09273,52,-0.3530,39,-0.7273,46,-0.5408,84,0.48372,39,-0.7219,94,0.66807
ENSG00000122417,ODF2L,93,0.31375,36,-1.3840,73,-0.0806,78,0.03764,87,0.20450,64,-0.2852,186,1.51693
ENSG00000097033,SH3GLB1,93,0.97447,45,-0.2630,22,-1.2846,44,-0.2893,77,0.65302,41,-0.3568,60,0.23482
ENSG00000183291,SELENOF,46,-0.1976,43,-0.3601,60,0.24025,72,0.61823,66,0.39392,14,-1.9594,58,0.19505
ENSG00000153936,HS2ST1,38,-0.0531,36,-0.1757,32,-0.3101,48,0.34679,51,0.40329,36,-0.1416,33,-0.2562
ENSG00000143013,LMO4,229,-2.5000,995,-0.3553,1005,-0.2685,1668,0.63964,863,-0.5057,1425,0.29158,2056,0.91023
ENSG00000065243,PKN2,106,1.58716,21,-1.2922,17,-1.3994,29,-0.6181,55,0.42533,74,0.93311,48,0.23216
ENSG00000213516,RBMXL1,39,0.88047,16,-0.6560,21,-0.1448,18,-0.3851,17,-0.5001,28,0.29685,40,0.89687
ENSG00000197147,LRRC8B,31,-2.0208,71,-0.9509,109,-0.1329,214,1.17530,142,0.29997,91,-0.4139,168,0.57141
ENSG00000162664,ZNF326,318,2.57438,35,-1.4933,67,-0.2638,38,-1.2187,53,-0.6277,71,-0.1752,105,0.44361
ENSG00000233593,LINC02609,14,-0.5261,28,0.73135,25,0.32837,27,0.51999,2,-3.0644,3,-2.8829,20,-0.0261
ENSG00000122482,ZNF644,195,1.56137,45,-1.0335,37,-1.1500,46,-0.9215,105,0.46059,69,-0.1986,154,1.12223
ENSG00000172031,EPHX4,4,-2.6693,17,-0.8258,52,1.13120,45,1.03553,29,0.12760,14,-0.9509,24,-0.1510
ENSG00000189195,BTBD8,150,-1.3598,189,-1.2054,407,0.18587,444,0.37502,418,0.22735,424,0.24928,774,1.28419
ENSG00000174842,GLMN,11,-1.0653,21,-0.0603,25,0.21094,21,-0.0379,12,-0.8662,28,0.38158,36,0.82661
ENSG00000122484,RPAP2,126,0.09294,60,-1.2452,67,-0.8768,108,-0.1676,140,0.26944,203,0.89296,253,1.28172
ENSG00000067208,EVI5,151,0.71477,85,-0.2802,54,-0.9274,55,-0.9814,112,0.22535,128,0.44303,167,0.89408
ENSG00000122406,RPL5,744,0.47424,598,0.15275,914,0.82328,397,-0.5848,484,-0.2207,407,-0.4931,424,-0.4295
ENSG00000154511,DIPK1A,15,-0.6756,22,-0.1927,21,-0.2183,28,0.26184,36,0.68204,13,-0.9216,33,0.52384
ENSG00000143033,MTF2,35,-0.2435,17,-1.5096,39,-0.0610,37,-0.1552,52,0.40576,59,0.59712,95,1.43951
ENSG00000117500,TMED5,52,1.26525,17,-0.7254,32,0.42060,21,-0.2329,33,0.45994,8,-1.7018,28,0.19587
ENSG00000117505,DR1,20,-1.1638,29,-0.7395,63,0.64211,46,0.12742,43,0.01249,62,0.61740,60,0.54862
ENSG00000137942,FNBP1L,64,1.16143,20,-0.8895,12,-1.4518,27,-0.3097,12,-1.5145,76,1.46371,43,0.48014
ENSG00000067334,DNTTIP2,106,0.22762,66,-0.6492,85,-0.1342,68,-0.5157,147,0.77479,101,0.15009,148,0.77764
ENSG00000023909,GCLM,38,0.22219,20,-0.9109,15,-1.2203,39,0.27036,47,0.54836,34,0.03841,60,0.98471
ENSG00000137962,ARHGAP29,50,0.39298,27,-0.6613,24,-0.7571,28,-0.5813,20,-1.0103,65,0.85354,92,1.46823
ENSG00000117528,ABCD3,37,0.30130,32,0.08689,32,0.06035,26,-0.3285,39,0.39202,30,-0.0254,22,-0.5346
ENSG00000117519,CNN3,116,0.96261,66,0.03508,82,0.37323,24,-1.5956,139,1.28051,37,-0.8622,29,-1.2539
ENSG00000152078,TLCD4,12,-2.3520,47,-0.3907,57,-0.0239,84,0.71375,91,0.74498,37,-0.6956,70,0.32070
ENSG00000228971,LINC02607,17,-0.6998,14,-1.0853,28,0.07662,72,2.22960,7,-2.0137,16,-0.7321,9,-1.6637
ENSG00000117569,PTBP2,31,-0.6062,38,-0.3210,43,-0.0751,73,0.92399,53,0.24812,31,-0.5935,33,-0.4705
ENSG00000117600,PLPPR4,16,-2.6098,60,-0.7821,90,0.00055,213,1.82941,64,-0.5362,50,-0.9058,76,-0.2589
ENSG00000162688,AGL,29,-0.1562,21,-0.7622,20,-0.7344,41,0.47933,48,0.67007,31,-0.0317,44,0.53058
ENSG00000156875,MFSD14A,19,-0.5254,15,-1.0367,16,-0.7565,56,1.53936,13,-1.1315,34,0.41288,25,-0.0677
ENSG00000137992,DBT,60,-0.3035,58,-0.4545,53,-0.5086,64,-0.2292,126,0.90527,61,-0.2855,129,0.93433
ENSG00000224616,RTCA-AS1,79,2.06583,12,-1.3309,17,-0.5445,8,-1.7781,37,0.66830,13,-0.9331,48,1.10730
ENSG00000137996,RTCA,11,-1.2837,22,-0.3867,46,0.90424,53,1.38845,11,-1.3332,12,-1.2591,14,-0.9288
ENSG00000162694,EXTL2,13,-1.8208,44,0.02094,39,-0.1739,56,0.46026,16,-1.4991,31,-0.4980,92,1.25944
ENSG00000118733,OLFM3,6,-3.6261,57,-0.4931,79,0.12477,131,1.14340,14,-2.4390,48,-0.6647,153,1.24327
ENSG00000185946,RNPC3,256,1.39120,56,-1.3023,68,-0.8057,69,-0.8482,115,0.01995,225,1.15306,165,0.61231
ENSG00000162631,NTNG1,4,-2.3219,15,-0.4867,25,0.38899,20,0.01818,9,-1.2571,6,-1.6462,68,2.18916
ENSG00000162636,FAM102B,0,-5.7609,29,-0.4419,24,-0.6258,81,1.68944,12,-1.6454,38,0.07581,38,0.08508
ENSG00000134186,PRPF38B,453,2.62860,57,-1.2119,73,-0.6460,70,-0.7884,100,-0.1596,81,-0.4872,89,-0.3546
ENSG00000116266,STXBP3,68,1.28770,22,-0.6764,33,0.09570,32,0.05889,44,0.53534,3,-3.3035,35,0.19139
ENSG00000085433,WDR47,24,-2.2500,80,-0.5195,97,-0.1230,201,1.31568,85,-0.3358,90,-0.2325,108,0.05586
ENSG00000197780,TAF13,108,0.03026,128,0.41531,90,-0.2593,89,-0.2992,31,-1.8599,117,0.17082,148,0.54785
ENSG00000215717,TMEM167B,26,-0.4467,27,-0.4689,40,0.24360,43,0.40974,41,0.27153,27,-0.4134,44,0.39342
ENSG00000116299,KIAA1324,3,-2.8417,10,-1.1970,23,0.20660,44,1.58420,11,-0.8894,34,0.83684,13,-0.7251
ENSG00000031698,SARS,76,-1.7896,219,-0.2415,277,0.18679,285,0.26921,293,0.28058,220,-0.1827,372,0.67794
ENSG00000143126,CELSR2,41,-1.3959,90,-0.2443,94,-0.1363,167,0.95851,70,-0.5796,82,-0.3435,128,0.36660
ENSG00000134222,PSRC1,10,-1.5691,25,-0.3140,41,0.53652,56,1.29166,23,-0.3688,8,-1.8371,23,-0.3593
ENSG00000134243,SORT1,128,-0.6156,139,-0.6100,224,0.26519,326,1.06389,209,0.15402,86,-1.2155,183,-0.0583
ENSG00000143106,PSMA5,16,-1.4425,40,-0.1212,75,0.95610,77,1.18054,27,-0.6686,3,-3.8420,28,-0.6525
ENSG00000181754,AMIGO1,12,-1.5060,21,-0.8217,38,0.29075,63,1.33918,19,-0.7816,16,-1.0328,48,0.64328
ENSG00000116337,AMPD2,8,-3.0046,53,-0.2573,77,0.39519,81,0.54136,120,1.15544,43,-0.5310,35,-0.8423
ENSG00000134201,GSTM5,40,0.25918,44,0.55541,19,-0.8848,14,-1.4788,94,1.77047,19,-0.8938,8,-2.0671
ENSG00000134202,GSTM3,53,-0.8885,85,-0.2085,87,-0.1332,107,0.23609,176,1.03729,60,-0.7127,98,0.06589
ENSG00000168710,AHCYL1,828,0.91966,450,-0.1155,281,-0.8260,213,-1.3483,1177,1.55979,413,-0.2273,291,-0.7729
ENSG00000143093,STRIP1,12,-1.1409,14,-1.0772,37,0.64821,39,0.86178,28,0.18236,32,0.43523,20,-0.3552
ENSG00000197106,SLC6A17,14,-3.1958,111,-0.1035,87,-0.4508,168,0.69301,78,-0.6187,161,0.52706,157,0.48234
ENSG00000116396,KCNC4,12,-2.1262,53,0.06292,42,-0.3420,55,0.11348,45,-0.2332,97,1.04211,52,-0.0015
ENSG00000134248,LAMTOR5,37,-1.1746,97,0.44876,169,1.30039,79,0.00410,50,-0.7011,33,-1.3116,48,-0.7519
ENSG00000177301,KCNA2,24,-2.1561,87,-0.2633,105,0.08626,139,0.62566,42,-1.3277,83,-0.2961,203,1.19970
ENSG00000259834,AL365361.1,0,-7.7529,20,-0.1872,23,0.07064,30,0.60001,32,0.62329,20,-0.1779,25,0.17044
ENSG00000121931,LRIF1,32,0.30539,12,-1.4030,29,0.10651,41,0.82166,21,-0.3531,26,-0.0402,40,0.65583
ENSG00000116459,ATP5PB,55,-1.1660,111,-0.0999,171,0.61945,196,1.01287,97,-0.2927,32,-1.9684,88,-0.4491
ENSG00000116473,RAP1A,77,0.97920,47,0.23160,29,-0.6105,32,-0.4807,49,0.23942,40,-0.0835,23,-0.9350
ENSG00000197852,INKA2,5,-3.3301,43,-0.3904,43,-0.3188,78,0.74910,85,0.80751,61,0.25796,44,-0.2597
ENSG00000171385,KCND3,20,-2.9374,96,-0.7275,141,0.00280,190,0.56072,228,0.79422,186,0.44904,165,0.25752
ENSG00000143079,CTTNBP2NL,63,1.26949,22,-0.5702,7,-2.1413,27,-0.1547,38,0.43187,24,-0.2980,42,0.59312
ENSG00000116489,CAPZA1,42,-0.0100,48,0.24184,25,-0.8248,64,0.76304,35,-0.3272,14,-1.6531,39,-0.1348
ENSG00000155366,RHOC,62,0.74799,40,0.04825,48,0.33969,24,-0.8403,76,1.09892,27,-0.5915,11,-1.8976
ENSG00000155380,SLC16A1,61,1.05429,27,-0.3277,12,-1.5030,23,-0.5909,22,-0.5883,66,1.21200,34,0.06866
ENSG00000081026,MAGI3,52,-0.8188,58,-0.7929,48,-0.9295,84,-0.0755,119,0.50610,153,0.92917,162,1.02720
ENSG00000081019,RSBN1,47,-0.1697,28,-1.1443,56,0.11369,59,0.24112,79,0.69436,66,0.39171,69,0.46128
ENSG00000163349,HIPK1,39,-0.4714,47,-0.1983,51,-0.0415,53,0.02410,65,0.34371,66,0.37657,54,0.06442
ENSG00000197323,TRIM33,53,-0.7057,62,-0.5989,63,-0.4483,114,0.57146,108,0.40972,91,0.12069,112,0.46642
ENSG00000116752,BCAS2,29,-1.1819,65,0.03740,95,0.65607,85,0.54968,49,-0.4232,55,-0.2402,43,-0.5968
ENSG00000213281,NRAS,10,-1.2854,13,-1.0214,54,1.48483,31,0.59914,16,-0.5255,16,-0.5002,28,0.37180
ENSG00000009307,CSDE1,328,-0.0430,293,-0.2800,382,0.20045,414,0.38055,254,-0.4461,330,-0.0336,370,0.14904
ENSG00000163399,ATP1A1,51,-3.1414,341,-0.3974,737,0.94883,780,1.25764,166,-1.4188,100,-2.1750,531,0.39440
ENSG00000134247,PTGFRN,4,-2.1772,13,-0.6892,43,1.40687,27,0.70353,2,-3.1849,22,0.21744,23,0.33142
ENSG00000198162,MAN1A2,955,0.48297,836,0.34676,464,-0.6702,283,-1.5269,754,0.09585,856,0.30060,1004,0.56553
ENSG00000092621,PHGDH,94,1.56434,42,0.22616,35,-0.1024,9,-2.2450,73,1.08624,28,-0.4811,3,-3.4226
ENSG00000265808,SEC22B,36,-0.3316,48,0.16663,49,0.15737,55,0.39271,38,-0.2483,24,-0.9242,42,-0.0677
ENSG00000171943,SRGAP2C,77,0.54099,39,-0.6403,41,-0.4613,52,-0.1071,59,0.12546,94,0.88645,57,0.05705
ENSG00000232527,LINC02802,14,-0.7831,31,0.64999,39,0.83979,23,0.01908,25,0.14951,4,-2.6596,9,-1.3326
ENSG00000196369,SRGAP2B,41,-0.0768,37,-0.3111,35,-0.3043,45,0.10043,63,0.64121,39,-0.1585,50,0.23713
ENSG00000162825,NBPF20,110,1.38945,34,-0.6884,12,-2.1120,10,-2.4634,31,-0.6912,149,1.99050,61,0.36744
ENSG00000265491,RNF115,40,-0.7131,56,-0.2033,82,0.44263,74,0.30961,60,-0.0542,39,-0.7173,86,0.52149
ENSG00000131779,PEX11B,2,-3.4189,33,0.44766,40,0.63753,42,0.87776,17,-0.6959,9,-1.6551,16,-0.7891
ENSG00000265241,RBM8A,128,0.09617,104,-0.3003,90,-0.4668,122,0.01165,140,0.23664,131,0.13077,164,0.49933
ENSG00000272031,ANKRD34A,2,-3.4935,32,0.29475,50,0.97654,39,0.63917,14,-1.0216,8,-1.7652,28,0.03909
ENSG00000121851,POLR3GL,71,0.79173,40,-0.1723,22,-1.0366,43,-0.0140,33,-0.4422,49,0.18171,55,0.37326
ENSG00000265972,TXNIP,391,2.37299,78,-0.6037,47,-1.2523,18,-2.7789,200,1.05036,111,0.06487,46,-1.2780
ENSG00000270629,NBPF14,70,1.45689,14,-1.3881,10,-1.5937,3,-3.5437,64,1.30845,58,1.11687,47,0.76784
ENSG00000178104,PDE4DIP,460,0.85982,186,-0.7466,222,-0.3329,233,-0.2863,326,0.28132,348,0.38679,361,0.44945
ENSG00000159164,SV2A,43,-2.5252,159,-0.7114,193,-0.2832,368,0.90396,168,-0.4999,270,0.25076,420,0.99828
ENSG00000264522,OTUD7B,117,2.74617,12,-1.4350,12,-1.2167,13,-1.1391,8,-1.8254,39,0.61145,30,0.19750
ENSG00000136631,VPS45,11,-1.5969,31,-0.0417,34,0.15766,45,0.70620,33,0.10908,20,-0.6495,30,-0.0410
ENSG00000023902,PLEKHO1,19,-1.7593,60,-0.0911,70,0.17905,43,-0.6242,143,1.41146,46,-0.4645,80,0.39363
ENSG00000143401,ANP32E,206,0.85338,125,0.03081,85,-0.5731,69,-0.9697,124,0.00855,156,0.38592,145,0.27210
ENSG00000266472,MRPS21,58,-1.4592,180,0.38683,299,1.15563,168,0.20174,117,-0.3913,88,-0.8376,65,-1.2829
ENSG00000163125,RPRD2,38,-0.5428,35,-0.7988,44,-0.3128,72,0.55828,77,0.60068,70,0.43003,57,0.09214
ENSG00000143384,MCL1,39,0.52477,26,-0.1540,39,0.54126,17,-0.8428,52,0.99259,21,-0.4485,19,-0.6475
ENSG00000143420,ENSA,90,-1.6117,277,0.15957,359,0.55030,304,0.31231,177,-0.5776,191,-0.4628,309,0.30184
ENSG00000213190,MLLT11,28,-3.0981,234,0.09317,400,0.97051,372,0.99457,140,-0.7259,79,-1.5991,142,-0.7044
ENSG00000163159,VPS72,15,-0.6009,23,0.08361,47,1.24770,22,-0.0658,36,0.74529,3,-2.9902,10,-1.1696
ENSG00000159352,PSMD4,89,-0.6362,135,0.01590,237,0.95197,179,0.54217,80,-0.8034,75,-0.8964,95,-0.5403
ENSG00000143393,PI4KB,21,-0.7535,43,0.52020,37,0.15857,45,0.52737,9,-1.9020,17,-1.0134,34,0.01983
ENSG00000159377,PSMB4,30,-2.1261,130,0.15108,185,0.68969,208,1.05774,77,-0.7059,51,-1.3341,63,-1.0041
ENSG00000143442,POGZ,61,0.13280,29,-1.2332,61,0.11183,62,0.15954,88,0.72668,44,-0.3805,101,0.96056
ENSG00000143376,SNX27,48,-0.5436,54,-0.4366,67,-0.0045,84,0.40180,87,0.40882,93,0.52771,50,-0.4742
ENSG00000159409,CELF3,1,-4.2631,41,0.64972,19,-0.7162,44,0.68959,17,-0.8988,36,0.25057,21,-0.5951
