Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000116863,ADPRHL2,29,0.66179,20,0.13829,19,-0.0116,15,-0.3540,13,-0.5897,15,-0.3275
ENSG00000054116,TRAPPC3,17,-1.5539,63,0.87136,38,-0.3166,32,-0.5935,45,-0.0644,38,-0.3273
ENSG00000116871,MAP7D1,286,0.43991,241,0.25561,245,0.18596,149,-0.6101,173,-0.3795,155,-0.5500
ENSG00000054118,THRAP3,212,0.44944,124,-0.6293,198,0.33710,258,0.78478,138,-0.2493,152,-0.0977
ENSG00000196182,STK40,2,-2.5973,15,-0.0644,8,-1.0224,21,0.50438,19,0.30235,29,1.03744
ENSG00000181817,LSM10,17,-1.2491,47,0.57249,35,-0.1183,22,-0.8687,42,0.17313,40,0.06825
ENSG00000116885,OSCP1,10,-0.7763,25,1.11172,8,-1.1626,10,-0.8803,16,-0.1094,12,-0.5605
ENSG00000116898,MRPS15,30,-0.9494,76,1.02774,49,-0.1694,41,-0.4411,40,-0.4983,26,-1.1408
ENSG00000163873,GRIK3,5,-1.6238,13,-0.1391,19,0.46036,34,1.48211,12,-0.2998,5,-1.4934
ENSG00000163875,MEAF6,66,-0.8241,126,0.31682,140,0.36515,123,0.14954,112,-0.0057,64,-0.8756
ENSG00000163877,SNIP1,15,-0.3412,18,-0.0212,38,1.26976,19,0.04510,9,-1.0803,11,-0.7830
ENSG00000134697,GNL2,33,0.33233,23,-0.3270,30,0.19423,36,0.50602,17,-0.7258,31,0.23795
ENSG00000116922,C1orf109,9,-0.7175,19,0.54471,27,0.97058,13,-0.2711,7,-1.0855,6,-1.4215
ENSG00000185090,MANEAL,8,-1.2747,25,0.78532,22,0.18273,21,0.11187,17,-0.2458,5,-1.8893
ENSG00000197982,C1orf122,261,0.83567,143,-0.2728,92,-0.8596,65,-1.3970,235,0.64671,209,0.44951
ENSG00000188786,MTF1,41,1.69923,10,-1.0191,10,-0.6463,16,0.07377,14,-0.1340,19,0.33003
ENSG00000183431,SF3A3,51,-0.0458,54,0.05262,74,0.56528,57,0.11994,47,-0.1677,30,-0.9019
ENSG00000183520,UTP11,66,0.73328,40,-0.1382,36,-0.2669,53,0.35010,51,0.28226,16,-1.4577
ENSG00000185668,POU3F1,1,-3.8088,27,0.85846,48,1.48709,12,-0.8220,10,-1.0604,3,-2.8382
ENSG00000116954,RRAGC,68,0.34877,48,-0.3203,59,0.12548,65,0.27864,44,-0.3544,65,0.27583
ENSG00000174574,AKIRIN1,96,-0.0564,119,0.50850,79,-0.3581,90,-0.1573,84,-0.2560,68,-0.6035
ENSG00000168653,NDUFS5,300,-1.2322,842,0.70770,550,-0.2936,495,-0.4613,737,0.17940,495,-0.4609
ENSG00000127603,MACF1,525,1.02218,149,-1.4253,253,-0.2063,427,0.65471,289,0.00462,504,0.94914
ENSG00000090621,PABPC4,86,0.58858,36,-1.1091,76,0.37815,58,-0.0392,76,0.39311,99,0.83210
ENSG00000116983,HPCAL4,67,-2.1920,287,0.04110,412,0.62758,253,-0.1780,394,0.55427,268,-0.0848
ENSG00000084072,PPIE,30,-0.1484,39,0.50942,27,-0.2917,29,-0.1611,23,-0.5497,27,-0.2631
ENSG00000168389,MFSD2A,23,0.65652,9,-1.0454,11,-0.5559,10,-0.6516,28,1.03417,28,1.00166
ENSG00000131236,CAP1,214,0.36878,176,0.07675,155,-0.1528,177,0.05583,112,-0.6671,176,0.04697
ENSG00000131238,PPT1,92,-0.8266,185,0.48652,178,0.21941,112,-0.5265,119,-0.4248,159,0.03597
ENSG00000117000,RLF,33,0.25881,21,-0.7428,54,1.06319,40,0.53862,22,-0.4064,25,-0.1777
ENSG00000259943,AL050341.2,17,0.02812,19,0.33937,11,-0.6043,17,-0.0221,10,-0.8711,21,0.31262
ENSG00000084073,ZMPSTE24,56,0.70100,40,0.21197,13,-1.5440,42,0.20195,20,-0.9353,40,0.15258
ENSG00000049089,COL9A2,80,3.29661,3,-2.8487,6,-1.3082,0,-4.3106,19,0.33595,22,0.58874
ENSG00000084070,SMAP2,56,-1.5277,168,0.28477,220,0.62450,224,0.65283,137,-0.1560,52,-1.6542
ENSG00000117016,RIMS3,16,-3.9273,301,0.94840,188,-0.2491,165,-0.4576,274,0.36125,135,-0.7763
ENSG00000066136,NFYC,27,-0.4678,41,0.35285,49,0.49109,34,-0.0969,18,-1.1040,33,-0.1269
ENSG00000179862,CITED4,11,-0.2356,17,0.88148,18,0.55045,13,0.01868,2,-2.3484,2,-2.8391
ENSG00000171793,CTPS1,5,-1.8099,21,0.70828,28,0.87680,15,-0.0980,6,-1.4917,9,-0.8415
ENSG00000127124,HIVEP3,20,-0.0161,14,-0.8259,24,0.31014,33,0.80201,33,0.83410,15,-0.4529
ENSG00000198815,FOXJ3,26,-1.0339,56,0.26153,50,-0.0355,60,0.26002,52,0.03284,46,-0.1595
ENSG00000177181,RIMKLA,8,-2.7545,66,0.61632,36,-0.6044,85,0.78471,71,0.46428,14,-1.9791
ENSG00000127125,PPCS,58,-0.1724,70,0.21802,52,-0.3550,67,0.05728,72,0.17136,53,-0.3267
ENSG00000186409,CCDC30,27,-0.7865,29,-0.9270,65,0.64279,82,1.04794,71,0.79329,35,-0.3454
ENSG00000171960,PPIH,16,0.12969,19,0.70137,15,0.02106,10,-0.6372,6,-1.3431,10,-0.5154
ENSG00000065978,YBX1,266,1.38886,67,-1.2726,68,-0.8913,48,-1.4144,165,0.53454,262,1.36381
ENSG00000164008,C1orf50,17,-0.1819,22,0.31656,18,-0.1481,20,0.02271,17,-0.1798,15,-0.3689
ENSG00000177868,SVBP,48,-0.0839,56,0.24407,47,-0.1377,46,-0.1704,57,0.18920,37,-0.4990
ENSG00000117394,SLC2A1,48,-0.0227,35,-0.7752,32,-0.6919,10,-2.3190,46,-0.0991,165,2.23922
ENSG00000117395,EBNA1BP2,67,-0.7114,132,0.65250,101,-0.0687,94,-0.1931,117,0.16917,41,-1.4498
ENSG00000179178,TMEM125,152,5.44602,3,-3.0399,1,-3.5103,2,-3.0787,3,-2.7196,4,-2.4502
ENSG00000066322,ELOVL1,249,4.45093,7,-2.9686,5,-2.9389,2,-3.8838,15,-1.3612,35,-0.1028
ENSG00000159479,MED8,11,-1.1823,34,1.21064,19,-0.3412,15,-0.6810,15,-0.7014,13,-0.8470
ENSG00000178922,HYI,20,0.35059,13,-0.5459,3,-2.1950,10,-0.7877,20,0.36020,40,1.60996
ENSG00000142949,PTPRF,98,-0.1576,129,0.49371,113,0.07255,87,-0.3442,59,-0.9573,101,-0.1192
ENSG00000066135,KDM4A,29,0.41165,21,-0.1554,39,0.94433,19,-0.2483,10,-1.1876,20,-0.1979
ENSG00000126091,ST3GAL3,4,-2.9891,39,0.49822,27,-0.2749,37,0.18388,21,-0.6853,48,0.64901
ENSG00000117408,IPO13,154,1.81067,51,-0.2310,26,-1.1719,31,-0.9358,32,-0.8645,56,0.00861
ENSG00000117410,ATP6V0B,225,-0.7583,514,1.08008,301,-0.2993,346,-0.0786,145,-1.4276,197,-0.9621
ENSG00000117411,B4GALT2,35,-0.8529,51,-0.4205,41,-0.6102,47,-0.3876,114,1.08371,103,0.89698
ENSG00000159214,CCDC24,6,-1.3365,19,0.94978,10,-0.4946,12,-0.2606,14,-0.0004,7,-1.0038
ENSG00000178028,DMAP1,43,-0.2994,60,0.38714,56,0.11850,52,-0.0028,33,-0.7201,45,-0.2423
ENSG00000117419,ERI3,61,-0.8900,134,0.62911,80,-0.4578,107,-0.0069,80,-0.4747,103,-0.0580
ENSG00000187147,RNF220,140,0.29182,130,0.27514,98,-0.2845,106,-0.1588,116,-0.0197,76,-0.6911
ENSG00000142937,RPS8,1680,0.88613,763,-0.6266,818,-0.3128,477,-1.1510,1496,0.68322,1424,0.59853
ENSG00000070785,EIF2B3,31,-0.0670,40,0.58747,31,-0.0849,33,0.03631,15,-1.1813,22,-0.5993
ENSG00000126107,HECTD3,16,0.23410,14,0.02831,6,-1.3276,15,0.16198,10,-0.5598,22,0.75520
ENSG00000126088,UROD,55,-0.6438,105,0.68691,53,-0.7032,72,-0.2320,62,-0.4484,83,0.00726
ENSG00000117450,PRDX1,367,0.32546,284,-0.1438,120,-1.4226,176,-0.8425,161,-0.9829,747,1.60432
ENSG00000117448,AKR1A1,50,0.01665,55,0.29674,26,-1.0140,42,-0.2599,38,-0.4309,69,0.54724
ENSG00000132780,NASP,162,1.64648,34,-1.3543,70,0.15226,60,-0.0856,51,-0.3510,94,0.64813
ENSG00000159592,GPBP1L1,49,0.49371,31,-0.4027,50,0.52797,29,-0.3435,32,-0.2097,44,0.30051
ENSG00000159596,TMEM69,9,-0.6592,18,0.87795,10,-0.4569,11,-0.3400,7,-0.9519,12,-0.2113
ENSG00000086015,MAST2,15,-0.7244,23,-0.2150,25,0.02771,25,0.00251,41,0.85253,25,0.03023
ENSG00000117461,PIK3R3,9,-1.6224,19,-0.8375,16,-0.8648,53,1.10033,55,1.17687,39,0.56229
ENSG00000085998,POMGNT1,73,0.56306,53,0.04950,50,-0.0632,43,-0.3199,35,-0.6340,56,0.10859
ENSG00000132128,LRRC41,26,-0.4551,47,0.84279,32,-0.1463,32,-0.1571,22,-0.7175,17,-1.1244
ENSG00000173660,UQCRH,153,-1.7503,678,1.10755,326,-0.5996,287,-0.7978,581,0.32776,224,-1.1761
ENSG00000117481,NSUN4,23,0.15829,22,0.12936,15,-0.4900,24,0.17095,22,0.02542,18,-0.2867
ENSG00000117480,FAAH,59,1.23970,32,0.32382,23,-0.3211,12,-1.3153,14,-1.0855,20,-0.5762
ENSG00000079277,MKNK1,16,-0.6528,25,0.10309,41,0.88787,16,-0.6014,10,-1.3737,33,0.54463
ENSG00000123472,ATPAF1,82,-0.7032,146,0.36997,94,-0.4937,101,-0.3755,129,0.01914,160,0.36337
ENSG00000159658,EFCAB14,192,1.40820,52,-1.1133,62,-0.5044,50,-0.8447,78,-0.1445,180,1.28341
ENSG00000186377,CYP4X1,4,-2.2292,27,1.05481,17,-0.1504,22,0.25966,11,-0.8205,9,-1.1823
ENSG00000162368,CMPK1,112,-0.2846,154,0.38912,88,-0.6515,122,-0.1400,169,0.38264,95,-0.5319
ENSG00000162373,BEND5,18,-1.2141,55,1.04925,27,-0.5534,38,-0.0406,30,-0.3954,18,-1.1937
ENSG00000162374,ELAVL4,48,-2.1963,251,0.62980,127,-0.7332,418,1.26059,180,-0.1845,37,-2.5564
ENSG00000185104,FAF1,43,-0.0583,52,0.43460,27,-0.7794,47,0.11252,18,-1.4054,56,0.39673
ENSG00000123091,RNF11,175,-1.3933,542,0.68221,363,-0.2638,411,-0.0653,483,0.19718,255,-0.8201
ENSG00000085832,EPS15,223,0.04054,233,0.18677,139,-0.7048,272,0.37325,256,0.26842,133,-0.7754
ENSG00000117859,OSBPL9,66,1.68170,13,-1.4132,22,-0.2132,21,-0.3097,20,-0.3427,47,1.03684
ENSG00000078618,NRDC,128,0.05437,136,0.25472,129,0.06905,163,0.45814,61,-1.0951,88,-0.5433
ENSG00000169213,RAB3B,74,0.41110,33,-1.2381,38,-0.6597,171,1.95497,94,0.80649,13,-2.2814
ENSG00000117862,TXNDC12,35,0.15601,33,0.09812,33,0.05223,25,-0.3497,20,-0.7096,41,0.39762
ENSG00000134717,BTF3L4,82,0.13990,88,0.43405,49,-0.6504,69,-0.1283,74,-0.0176,49,-0.6617
ENSG00000157077,ZFYVE9,29,-0.9488,58,0.20480,67,0.35535,83,0.70744,55,0.02368,19,-1.6097
ENSG00000134748,PRPF38A,67,0.71390,24,-1.2498,48,0.14722,41,-0.1024,41,-0.1009,98,1.39857
ENSG00000134744,TUT4,162,1.51701,27,-1.9085,115,0.88752,92,0.50315,48,-0.5646,89,0.43554
ENSG00000162377,COA7,22,-0.5305,33,0.16057,28,-0.1406,42,0.47800,32,0.05641,23,-0.4633
ENSG00000162378,ZYG11B,78,-1.1314,176,0.24508,174,0.12829,312,1.12943,119,-0.4835,61,-1.4998
ENSG00000116171,SCP2,124,0.14219,120,0.13788,81,-0.5458,76,-0.6313,74,-0.6765,189,0.85641
ENSG00000162384,CZIB,51,-0.0133,58,0.34092,57,0.17179,26,-1.0486,41,-0.3431,54,0.07568
ENSG00000162385,MAGOH,19,-0.6539,36,0.65268,25,-0.1990,22,-0.3783,16,-0.9406,32,0.15628
ENSG00000157193,LRP8,24,-0.8375,40,-0.1419,67,0.79503,41,-0.0153,38,-0.1545,47,0.19353
ENSG00000058799,YIPF1,11,-0.9689,32,1.40807,11,-0.9442,14,-0.6143,7,-1.5952,16,-0.4477
ENSG00000081870,HSPB11,27,-0.3338,41,0.62164,36,0.13908,18,-0.9361,27,-0.2921,25,-0.4643
ENSG00000116209,TMEM59,394,1.10376,228,0.26121,151,-0.4945,118,-0.8815,85,-1.3779,201,-0.0483
ENSG00000116221,MRPL37,38,-0.7592,83,0.87483,46,-0.4831,49,-0.3780,56,-0.1473,36,-0.8388
ENSG00000157216,SSBP3,109,-1.1748,232,0.00814,168,-0.5118,343,0.65759,403,0.93745,131,-0.8886
ENSG00000243725,TTC4,18,-0.4354,23,-0.0452,39,0.83923,24,0.03633,15,-0.6766,23,-0.0198
ENSG00000116133,DHCR24,230,0.37227,241,0.80016,88,-1.1554,242,0.45291,33,-2.5797,97,-0.9980
ENSG00000162402,USP24,37,0.12723,26,-0.6056,39,0.22206,38,0.18879,39,0.23012,48,0.55841
ENSG00000162407,PLPP3,180,0.37431,34,-2.7191,44,-1.7938,52,-1.5509,89,-0.7436,784,3.62752
ENSG00000162409,PRKAA2,28,-1.3403,59,-0.3157,128,1.09222,108,0.78334,77,0.22676,28,-1.3541
ENSG00000173406,DAB1,6,-1.5018,17,0.03714,30,0.97075,7,-1.3373,26,0.70176,14,-0.2680
ENSG00000162601,MYSM1,64,0.00888,55,-0.3793,100,0.73858,103,0.80076,43,-0.6387,47,-0.4894
ENSG00000177606,JUN,71,-0.3019,69,-0.5206,190,1.38372,40,-1.1810,34,-1.4409,160,1.06865
ENSG00000134709,HOOK1,15,-1.7326,39,-0.3679,108,1.49236,76,0.84366,29,-0.7347,28,-0.7814
ENSG00000162599,NFIA,548,1.76577,49,-2.7216,134,-0.6666,210,0.04836,223,0.14887,523,1.66859
ENSG00000162604,TM2D1,70,0.22190,69,0.30735,47,-0.4253,47,-0.4174,39,-0.7166,74,0.30612
ENSG00000162607,USP1,125,1.27574,36,-1.0941,79,0.47291,74,0.35206,44,-0.4904,69,0.23110
ENSG00000116641,DOCK7,30,-0.2340,22,-0.9975,35,0.01764,31,-0.1965,30,-0.2488,99,1.85920
ENSG00000125703,ATG4C,134,2.73944,17,-1.4047,18,-0.9031,27,-0.2648,20,-0.7439,25,-0.3978
ENSG00000079739,PGM1,23,-1.0381,51,0.28469,31,-0.5809,19,-1.3477,33,-0.5200,101,1.37598
ENSG00000158966,CACHD1,9,-1.0334,14,-0.4676,11,-0.6311,13,-0.4010,23,0.47915,41,1.53870
ENSG00000162434,JAK1,92,-0.1081,89,-0.2453,102,0.05984,136,0.53068,98,-0.0081,102,0.04663
ENSG00000162433,AK4,33,-1.0385,44,-0.8251,96,0.69225,57,-0.1595,82,0.42186,126,1.16929
ENSG00000116675,DNAJC6,381,0.05400,446,0.54014,307,-0.2925,424,0.22890,318,-0.2344,102,-1.9675
ENSG00000213625,LEPROT,55,0.55186,18,-1.6272,28,-0.5360,15,-1.4962,55,0.55640,129,2.18467
ENSG00000184588,PDE4B,201,1.51304,68,-0.5217,66,-0.3894,73,-0.2321,69,-0.3350,81,-0.0799
ENSG00000118473,SGIP1,115,-0.3217,145,0.06609,176,0.36213,229,0.81291,109,-0.4088,62,-1.2859
ENSG00000198160,MIER1,121,1.12551,32,-1.4077,71,0.22536,95,0.70655,78,0.37287,66,0.09534
ENSG00000142864,SERBP1,393,0.76957,192,-0.6108,281,0.20232,282,0.21058,238,-0.0692,273,0.15275
ENSG00000116717,GADD45A,36,0.33861,23,-0.4993,22,-0.4335,36,0.35870,49,0.87197,24,-0.2847
ENSG00000172380,GNG12,31,0.87844,9,-1.4906,13,-0.5566,5,-1.8100,15,-0.3225,64,2.34201
ENSG00000116729,WLS,53,-0.2377,44,-0.7593,29,-1.1467,30,-1.1209,56,-0.1344,207,2.25189
ENSG00000033122,LRRC7,51,-0.5636,69,-0.1081,172,1.51244,85,0.26025,49,-0.6007,17,-2.1842
ENSG00000066557,LRRC40,30,0.09390,32,0.25524,49,0.89319,26,-0.1646,12,-1.3104,15,-1.0450
ENSG00000116754,SRSF11,376,0.83345,142,-1.0648,443,1.12769,310,0.49956,117,-1.0512,246,0.11986
ENSG00000118454,ANKRD13C,26,-0.7522,51,0.58421,61,0.61142,42,0.00167,25,-0.8241,18,-1.3076
ENSG00000132485,ZRANB2,269,0.57414,149,-0.5820,353,1.05445,218,0.22242,113,-0.8155,163,-0.2498
ENSG00000172260,NEGR1,129,-1.9290,535,0.46831,578,0.40508,822,1.01705,297,-0.6685,106,-2.2244
ENSG00000178965,ERICH3,26,-2.0646,91,-0.2405,234,1.47983,188,1.07020,66,-0.6521,24,-2.1634
ENSG00000116791,CRYZ,13,-1.0756,41,1.45802,8,-1.6847,24,-0.1348,16,-0.7976,11,-1.2478
ENSG00000162623,TYW3,75,0.25309,57,-0.2673,88,0.52291,90,0.56656,61,-0.0866,33,-1.0408
ENSG00000117054,ACADM,64,0.10342,55,-0.2006,68,0.22128,53,-0.1906,66,0.15308,66,0.16957
ENSG00000137955,RABGGTB,64,0.57688,47,0.08927,32,-0.5245,35,-0.4184,46,0.02684,43,-0.0970
ENSG00000117069,ST6GALNAC5,2,-4.5952,76,1.54979,72,0.66091,32,-0.6241,12,-2.0755,11,-2.2722
ENSG00000142892,PIGK,45,0.24451,44,0.33896,39,0.02362,46,0.28713,21,-0.9284,21,-0.9354
ENSG00000154027,AK5,206,-0.6961,380,0.48214,458,0.60013,485,0.69735,161,-1.0776,48,-2.8626
ENSG00000036549,AC118549.1,91,1.74191,21,-1.0434,41,0.32014,37,0.11771,30,-0.1861,22,-0.6846
ENSG00000077254,USP33,124,-0.0747,128,-0.0245,178,0.52137,179,0.53446,88,-0.6218,85,-0.6643
ENSG00000180488,MIGA1,280,0.91688,149,-0.2186,181,0.16967,213,0.44440,107,-0.6654,88,-0.9707
ENSG00000162613,FUBP1,63,0.09943,54,-0.2597,78,0.44851,65,0.14886,37,-0.7464,78,0.43508
ENSG00000162616,DNAJB4,38,0.03968,37,-0.0340,53,0.58931,40,0.11177,30,-0.3545,27,-0.5006
ENSG00000137959,IFI44L,121,2.50806,2,-4.3406,6,-2.4140,14,-1.2256,42,0.43114,96,1.96888
ENSG00000117114,ADGRL2,4,-3.2477,48,0.91717,51,0.61448,39,0.17089,19,-0.9682,13,-1.5386
ENSG00000137941,TTLL7,1289,2.35902,213,-1.2002,366,-0.0022,486,0.46936,194,-0.9936,110,-1.8513
ENSG00000142875,PRKACB,450,-0.2348,607,0.43076,584,0.18895,521,0.00337,504,-0.0524,194,-1.5296
ENSG00000117133,RPF1,33,-0.2493,45,0.39404,41,0.06966,31,-0.3774,34,-0.2029,32,-0.3265
ENSG00000174021,GNG5,15,-0.9486,22,-0.5509,17,-0.7656,4,-2.8587,21,-0.4510,107,2.51518
ENSG00000117155,SSX2IP,47,-2.2070,226,0.33522,316,0.77316,313,0.75350,161,-0.3445,56,-1.9357
ENSG00000162642,C1orf52,45,-0.4723,76,0.64781,57,-0.0948,63,0.06394,50,-0.2987,26,-1.2934
ENSG00000153904,DDAH1,100,-1.3631,247,0.05513,126,-1.0235,204,-0.2664,303,0.37622,453,1.07200
ENSG00000117174,ZNHIT6,86,1.01439,41,-0.3585,45,-0.0851,47,-0.0209,42,-0.2008,43,-0.1542
ENSG00000122417,ODF2L,62,-0.2347,52,-0.7535,165,1.45096,135,1.08028,45,-0.7356,31,-1.2914
ENSG00000097033,SH3GLB1,141,1.49483,38,-0.9936,40,-0.6245,44,-0.4963,73,0.31852,87,0.62501
ENSG00000183291,SELENOF,141,0.44535,123,0.38032,85,-0.3754,67,-0.7360,64,-0.8100,116,0.12797
ENSG00000153936,HS2ST1,30,-0.6146,43,-0.0628,66,0.66745,48,0.13759,31,-0.5477,50,0.19929
ENSG00000143013,LMO4,247,-2.1352,1279,0.74680,832,-0.2819,1695,0.90721,769,-0.4067,267,-2.0180
ENSG00000065243,PKN2,89,1.29462,17,-1.8284,51,0.33111,42,0.00406,46,0.15079,81,1.10881
ENSG00000137947,GTF2B,20,-0.5046,39,1.05399,14,-1.0363,22,-0.3631,13,-1.1620,24,-0.2369
ENSG00000137944,KYAT3,6,-1.3695,16,0.17762,18,0.29472,12,-0.3275,11,-0.5541,25,0.78137
ENSG00000213516,RBMXL1,36,0.68601,17,-0.7092,12,-0.9924,29,0.33777,30,0.37905,36,0.69855
ENSG00000197147,LRRC8B,89,-0.6155,134,0.05082,251,1.10036,172,0.44473,96,-0.5053,40,-1.8408
ENSG00000171488,LRRC8C,23,0.61392,14,-0.2829,11,-0.5009,14,-0.1389,14,-0.1578,22,0.59534
ENSG00000171492,LRRC8D,104,1.86771,32,-0.3149,33,-0.1565,31,-0.2361,18,-1.0498,13,-1.5259
ENSG00000162664,ZNF326,153,1.52885,43,-0.9257,64,0.00046,90,0.56694,58,-0.1515,40,-0.7307
ENSG00000233593,LINC02609,15,-1.1334,43,0.99107,10,-1.7427,27,-0.2317,53,0.89877,3,-3.4964
ENSG00000122482,ZNF644,233,1.68400,40,-1.6719,135,0.68068,92,0.03685,107,0.28681,81,-0.1718
ENSG00000097046,CDC7,3,-2.1996,16,0.65125,27,1.23911,11,-0.2093,7,-0.8657,3,-2.1665
ENSG00000172031,EPHX4,4,-3.7180,80,1.79951,51,0.10386,33,-0.5771,14,-1.9121,11,-2.1754
ENSG00000189195,BTBD8,157,-1.7458,458,-0.1548,1148,1.50579,766,0.76225,334,-0.5963,143,-1.8880
ENSG00000174842,GLMN,13,-1.0690,27,0.15938,32,0.37780,39,0.72968,26,0.01393,11,-1.2966
ENSG00000122484,RPAP2,71,-0.1611,47,-1.1407,139,0.97646,173,1.38171,81,0.05890,52,-0.6261
ENSG00000067208,EVI5,194,1.34557,44,-1.5095,80,-0.1719,130,0.62164,106,0.28607,117,0.45328
ENSG00000122406,RPL5,729,0.33316,543,-0.2283,519,-0.2188,356,-0.8122,823,0.53831,755,0.39392
ENSG00000154511,DIPK1A,46,0.19244,48,0.42386,43,0.08324,50,0.31971,14,-1.6296,25,-0.8080
ENSG00000143033,MTF2,57,0.61364,25,-1.0149,74,1.07844,48,0.33310,40,0.02361,35,-0.1986
ENSG00000117500,TMED5,64,0.84990,37,-0.0917,28,-0.5095,20,-0.9972,13,-1.5869,72,1.06882
ENSG00000117505,DR1,55,0.27817,45,-0.0713,45,-0.0390,50,0.12585,53,0.22309,33,-0.5180
ENSG00000137942,FNBP1L,35,0.85067,10,-1.4983,15,-0.5123,33,0.72736,19,-0.1430,46,1.34998
ENSG00000067334,DNTTIP2,92,0.18002,63,-0.6278,88,0.10919,138,0.86205,91,0.16105,80,-0.0421
ENSG00000023909,GCLM,19,-0.8147,32,-0.1073,36,0.14584,57,0.93200,20,-0.7891,37,0.20547
ENSG00000137962,ARHGAP29,17,-1.0145,18,-1.2776,16,-1.1186,57,0.90239,59,0.94977,77,1.45560
ENSG00000117528,ABCD3,90,1.06980,38,-0.5412,53,0.17730,42,-0.1925,29,-0.7679,63,0.45842
ENSG00000117525,F3,12,-1.9958,18,-1.8767,13,-1.8866,4,-3.5083,23,-1.0525,279,4.15663
ENSG00000117519,CNN3,136,0.52012,47,-1.5748,43,-1.2778,31,-1.7917,98,-0.0153,396,2.66593
ENSG00000172339,ALG14,17,0.06042,16,-0.0521,20,0.30689,20,0.28288,7,-1.3385,20,0.33415
ENSG00000152078,TLCD4,25,-1.2637,53,-0.1830,76,0.46877,59,0.05643,51,-0.1799,90,0.76542
ENSG00000122481,RWDD3,23,0.18196,17,-0.3963,28,0.53627,8,-1.4622,28,0.53762,27,0.46703
ENSG00000228971,LINC02607,9,-1.2255,28,1.06580,29,0.61195,20,-0.0076,5,-1.9433,3,-2.5661
ENSG00000117569,PTBP2,115,0.81953,76,0.21366,72,0.02680,56,-0.3588,41,-0.8611,45,-0.6911
ENSG00000117598,PLPPR5,8,-2.0756,41,0.77549,41,0.42482,34,0.09772,25,-0.3861,12,-1.4319
ENSG00000117600,PLPPR4,26,-2.1581,138,0.72863,194,1.00102,107,-0.0028,61,-0.8756,27,-2.1210
ENSG00000162688,AGL,60,0.40724,35,-0.6498,54,0.24068,42,-0.1836,49,0.08128,74,0.76767
ENSG00000117620,SLC35A3,40,0.84988,15,-0.9597,44,1.02127,30,0.37652,12,-1.0890,27,0.22149
ENSG00000156875,MFSD14A,70,0.80524,46,0.18926,57,0.44143,30,-0.5842,26,-0.7788,21,-1.1386
ENSG00000122435,TRMT13,54,2.37501,4,-2.4395,10,-0.5842,16,0.15896,13,-0.1710,24,0.80023
ENSG00000137992,DBT,77,0.57159,30,-1.2788,63,0.25829,90,0.85980,58,0.12200,79,0.61487
ENSG00000224616,RTCA-AS1,44,1.26862,7,-2.2157,23,0.15714,36,0.88633,13,-0.7449,46,1.35429
ENSG00000137996,RTCA,38,-0.3258,58,0.60481,33,-0.5472,47,0.00713,39,-0.3038,33,-0.5612
ENSG00000162694,EXTL2,36,-0.8107,79,0.78837,23,-1.4708,101,0.85755,41,-0.6269,27,-1.2284
ENSG00000162695,SLC30A7,19,0.21509,9,-1.2849,39,1.52540,16,-0.0452,13,-0.3075,24,0.62608
ENSG00000170989,S1PR1,6,-2.3653,11,-1.8931,8,-1.9189,3,-3.0092,44,0.75274,146,3.45290
ENSG00000118733,OLFM3,15,-2.6320,122,1.08440,89,0.06140,130,0.69344,38,-1.2580,13,-2.7781
ENSG00000060718,COL11A1,12,-0.2318,11,-0.5660,11,-0.3262,21,0.70631,13,-0.0432,23,0.85818
ENSG00000185946,RNPC3,120,0.83378,23,-2.2886,151,1.25126,107,0.63435,69,-0.0963,119,0.81814
ENSG00000198890,PRMT6,9,-1.0176,20,0.36940,17,-0.0468,18,0.08879,20,0.25438,12,-0.5515
ENSG00000162631,NTNG1,2,-3.9266,42,0.93027,32,0.08664,44,0.61244,17,-0.9207,13,-1.2973
ENSG00000162636,FAM102B,5,-3.0916,58,0.84139,16,-1.5562,80,1.02374,41,-0.1007,19,-1.2886
ENSG00000162639,HENMT1,7,-1.5214,22,0.50693,12,-0.6207,30,0.77961,28,0.69160,1,-4.2708
ENSG00000134186,PRPF38B,135,0.87198,46,-1.2374,97,0.30343,84,0.06443,85,0.09013,141,0.94351
ENSG00000116266,STXBP3,187,2.07374,43,-0.7375,34,-0.8911,34,-0.8741,32,-0.9574,77,0.42271
ENSG00000121957,GPSM2,94,2.05159,11,-1.9330,26,-0.2466,18,-0.8046,45,0.66779,43,0.58267
ENSG00000121940,CLCC1,41,0.98357,19,-0.4103,19,-0.3292,22,-0.0888,15,-0.6316,32,0.56148
ENSG00000085433,WDR47,64,-1.1775,176,0.75542,114,-0.2787,196,0.60404,110,-0.3414,37,-2.0049
ENSG00000197780,TAF13,119,-0.0190,124,0.08307,113,-0.0925,123,0.04202,156,0.43163,74,-0.7709
ENSG00000215717,TMEM167B,44,0.02672,44,0.07248,46,0.10603,36,-0.3028,31,-0.5323,55,0.38135
ENSG00000116299,KIAA1324,10,-0.8648,21,0.34232,37,1.20048,16,-0.2151,14,-0.4070,4,-2.2441
