Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000188786,MTF1,20,0.57505,18,0.36399,12,-0.3926,13,-0.2020,11,-0.3922
ENSG00000183431,SF3A3,34,-0.4078,54,0.43410,30,-0.6502,56,0.49424,46,0.11858
ENSG00000183520,UTP11,35,-0.1394,52,0.53865,28,-0.5783,52,0.54546,30,-0.4197
ENSG00000185668,POU3F1,12,-0.4641,15,-0.0771,13,-0.4476,29,1.11510,13,-0.3707
ENSG00000116954,RRAGC,36,-0.3618,48,0.12167,33,-0.5700,66,0.69920,47,0.08802
ENSG00000174574,AKIRIN1,58,-0.4949,69,-0.2109,77,-0.0249,103,0.50075,83,0.11696
ENSG00000168653,NDUFS5,469,-0.0437,266,-0.9918,480,-0.0023,572,0.31332,617,0.45386
ENSG00000127603,MACF1,401,0.22929,843,1.78773,141,-1.6149,142,-1.4874,343,-0.0504
ENSG00000090621,PABPC4,67,0.24172,67,0.25737,65,0.22494,34,-0.9109,55,-0.1010
ENSG00000116983,HPCAL4,319,0.42951,267,0.10922,186,-0.5643,231,-0.1511,287,0.23444
ENSG00000084072,PPIE,17,-0.7317,24,-0.1336,24,-0.1957,29,0.18619,38,0.69874
ENSG00000168389,MFSD2A,23,1.00701,16,0.28810,15,0.16493,3,-2.4551,11,-0.4143
ENSG00000131236,CAP1,134,-0.0533,119,-0.2649,124,-0.2082,200,0.68039,121,-0.2237
ENSG00000131238,PPT1,111,-0.2440,96,-0.4880,104,-0.3991,190,0.73657,150,0.28966
ENSG00000117000,RLF,12,-1.4443,73,1.80958,19,-0.8654,28,-0.1411,24,-0.3528
ENSG00000259943,AL050341.2,8,-0.8491,10,-0.5507,15,0.11958,12,-0.3558,26,1.08935
ENSG00000084073,ZMPSTE24,25,-0.7065,37,-0.0803,46,0.36158,38,-0.0252,43,0.18870
ENSG00000084070,SMAP2,71,-1.1740,211,0.69625,125,-0.2802,204,0.62599,123,-0.2845
ENSG00000117016,RIMS3,239,0.40912,136,-0.5776,164,-0.2966,197,0.05776,232,0.35068
ENSG00000066136,NFYC,24,-0.5271,29,-0.2106,37,0.23548,36,0.13908,37,0.19171
ENSG00000179862,CITED4,7,-0.7824,7,-0.7253,11,-0.1955,18,0.75475,16,0.56722
ENSG00000171793,CTPS1,8,-0.9630,12,-0.2922,14,0.00467,20,0.58147,17,0.35367
ENSG00000010803,SCMH1,9,-0.2158,13,0.34705,14,0.60016,5,-1.1569,9,-0.1593
ENSG00000127124,HIVEP3,19,-0.3470,34,0.63463,33,0.68978,13,-0.9765,15,-0.7546
ENSG00000198815,FOXJ3,36,-0.9573,47,-0.5317,89,0.68484,71,0.17681,66,0.05168
ENSG00000177181,RIMKLA,38,-0.8184,72,0.27031,72,0.32094,74,0.31799,48,-0.4394
ENSG00000127125,PPCS,40,-0.1594,42,-0.0473,37,-0.2873,55,0.41525,46,0.10980
ENSG00000186409,CCDC30,52,0.14568,101,1.49503,32,-0.7438,33,-0.6023,28,-0.8927
ENSG00000171960,PPIH,10,-0.0504,6,-0.6968,10,0.02173,14,0.55348,10,-0.0069
ENSG00000065978,YBX1,139,0.97157,66,-0.3855,73,-0.2554,45,-0.9999,97,0.27627
ENSG00000164008,C1orf50,18,0.11060,11,-0.7070,16,-0.0692,16,-0.0632,23,0.56937
ENSG00000177868,SVBP,30,0.11268,30,0.16175,20,-0.6448,32,0.24518,31,0.21690
ENSG00000117394,SLC2A1,73,0.89286,34,-0.4652,45,-0.0155,23,-1.1233,51,0.22425
ENSG00000117395,EBNA1BP2,39,-0.9523,70,0.00536,59,-0.3081,93,0.54145,91,0.48915
ENSG00000066322,ELOVL1,15,0.15565,11,-0.3163,16,0.27444,7,-1.1421,19,0.55887
ENSG00000159479,MED8,13,-0.5479,16,-0.2308,15,-0.3371,33,1.11560,15,-0.2777
ENSG00000198198,SZT2,12,0.06522,20,1.08271,7,-0.8899,11,-0.0744,9,-0.3468
ENSG00000142949,PTPRF,96,0.08826,74,-0.3568,61,-0.7405,108,0.30092,132,0.68192
ENSG00000066135,KDM4A,17,-0.1235,21,0.25584,17,-0.0860,20,0.18475,16,-0.2421
ENSG00000126091,ST3GAL3,30,-0.0566,28,-0.1554,28,-0.2141,29,-0.1107,42,0.52786
ENSG00000117408,IPO13,34,-0.2006,23,-0.8577,41,0.12883,42,0.14780,51,0.50996
ENSG00000132768,DPH2,10,-0.0267,12,0.22782,7,-0.7222,16,0.74235,9,-0.2417
ENSG00000117410,ATP6V0B,150,-1.1101,183,-0.7858,298,0.04384,466,0.87982,359,0.37284
ENSG00000117411,B4GALT2,90,0.93836,37,-0.6451,55,0.03853,39,-0.5430,50,-0.1534
ENSG00000159214,CCDC24,5,-1.0969,14,0.34790,10,-0.1032,11,-0.0101,15,0.55299
ENSG00000178028,DMAP1,32,-0.6080,49,0.08120,36,-0.4583,60,0.45687,60,0.46133
ENSG00000117419,ERI3,93,-0.0406,55,-0.9263,94,-0.0255,117,0.35741,119,0.40052
ENSG00000187147,RNF220,83,-0.4035,73,-0.6040,139,0.59658,102,-0.0331,108,0.06230
ENSG00000142937,RPS8,918,0.70080,440,-0.6071,590,-0.1245,439,-0.6110,776,0.38052
ENSG00000070785,EIF2B3,16,-0.7895,27,0.07412,20,-0.5373,51,1.26795,21,-0.4184
ENSG00000126107,HECTD3,12,0.06467,13,0.11824,9,-0.4923,13,0.18470,14,0.21440
ENSG00000126088,UROD,44,-0.5979,40,-0.7770,59,-0.1312,99,0.82596,76,0.33990
ENSG00000117450,PRDX1,253,0.29888,113,-1.0556,167,-0.4765,224,0.07713,338,0.85372
ENSG00000117448,AKR1A1,36,0.14752,16,-1.1283,23,-0.6238,52,0.83430,42,0.43232
ENSG00000132780,NASP,52,-0.2575,105,1.05902,49,-0.4065,41,-0.6429,60,-0.0015
ENSG00000159592,GPBP1L1,24,-0.5771,31,-0.1705,42,0.43811,19,-0.9606,50,0.70619
ENSG00000159596,TMEM69,6,-1.3960,12,-0.2635,20,0.72575,15,0.13849,14,0.04607
ENSG00000086015,MAST2,28,0.28481,23,-0.0659,20,-0.3191,23,-0.0690,27,0.22270
ENSG00000117461,PIK3R3,28,-0.3710,42,0.34737,40,0.30431,32,-0.1017,27,-0.3910
ENSG00000085998,POMGNT1,35,-0.4120,41,-0.1433,38,-0.3029,59,0.54326,51,0.27277
ENSG00000132128,LRRC41,23,-0.6830,26,-0.5168,33,-0.1026,41,0.25532,53,0.77498
ENSG00000173660,UQCRH,321,-0.2541,176,-1.2403,427,0.28383,430,0.26114,477,0.45278
ENSG00000117481,NSUN4,10,-1.1724,19,-0.1790,25,0.38819,27,0.48922,20,-0.0255
ENSG00000117480,FAAH,15,-0.6248,18,-0.3618,17,-0.4443,25,0.22127,37,0.98033
ENSG00000079277,MKNK1,19,0.09482,26,0.67285,11,-0.8945,18,0.01454,19,0.12823
ENSG00000123472,ATPAF1,118,0.16174,88,-0.3392,81,-0.5293,141,0.49631,122,0.22875
ENSG00000159658,EFCAB14,95,0.90049,71,0.32270,32,-1.0915,45,-0.4573,65,0.17334
ENSG00000186377,CYP4X1,10,-1.0239,13,-0.5971,25,0.60713,26,0.55104,17,-0.1774
ENSG00000162368,CMPK1,90,-0.5895,101,-0.3884,161,0.49165,145,0.23617,121,-0.0820
ENSG00000132122,SPATA6,11,0.26644,21,1.45489,3,-1.7136,3,-1.7202,13,0.54408
ENSG00000186094,AGBL4,9,-0.4725,10,-0.3125,17,0.73398,15,0.34038,7,-0.8990
ENSG00000162373,BEND5,12,-2.1043,54,0.36717,54,0.40073,57,0.46233,40,-0.1952
ENSG00000162374,ELAVL4,108,-1.7245,330,0.10476,470,0.89602,375,0.33575,195,-0.7872
ENSG00000185104,FAF1,25,-0.6809,42,0.16214,33,-0.2708,47,0.37928,46,0.32522
ENSG00000123091,RNF11,330,-0.4729,364,-0.3097,523,0.37799,447,0.04593,468,0.13093
ENSG00000085832,EPS15,120,-0.9671,211,-0.0299,293,0.66043,198,-0.1442,212,-0.0213
ENSG00000117859,OSBPL9,13,-0.9223,33,0.69509,22,-0.0643,12,-0.9467,32,0.68425
ENSG00000078618,NRDC,59,-1.1797,156,0.45418,133,0.19421,148,0.35466,104,-0.2682
ENSG00000169213,RAB3B,15,-2.0830,59,0.06729,98,1.26011,31,-0.9976,58,0.05894
ENSG00000117862,TXNDC12,26,-0.2528,24,-0.3939,26,-0.2366,35,0.26681,40,0.55224
ENSG00000134717,BTF3L4,42,-0.5849,42,-0.5878,69,0.31720,79,0.53065,59,-0.0107
ENSG00000157077,ZFYVE9,31,-0.8811,86,0.91851,37,-0.6419,73,0.61321,43,-0.3428
ENSG00000134748,PRPF38A,54,0.42733,49,0.24786,32,-0.5233,39,-0.1476,44,0.05090
ENSG00000134744,TUT4,50,-0.4205,153,1.78002,38,-0.9687,35,-0.9854,57,-0.1898
ENSG00000162377,COA7,13,-1.2113,35,0.39842,29,0.06374,36,0.44102,26,-0.0917
ENSG00000162378,ZYG11B,95,-1.0479,201,0.21692,223,0.47377,180,0.02491,167,-0.1090
ENSG00000121310,ECHDC2,17,0.84111,16,0.62523,1,-3.0275,2,-2.3625,23,1.43049
ENSG00000116171,SCP2,84,-0.1588,94,0.03119,66,-0.6252,118,0.45819,111,0.33952
ENSG00000162384,CZIB,34,-0.2450,21,-0.9742,33,-0.3310,51,0.50720,58,0.74084
ENSG00000162385,MAGOH,13,-0.7847,12,-0.9406,22,0.03066,29,0.55289,30,0.65463
ENSG00000157193,LRP8,28,-0.4294,58,0.87522,32,-0.2169,28,-0.4554,37,0.03431
ENSG00000058804,NDC1,6,-1.1221,11,-0.1422,12,0.03910,13,0.24582,16,0.60851
ENSG00000058799,YIPF1,11,-0.8366,12,-0.6329,16,-0.2219,29,0.83059,24,0.48663
ENSG00000081870,HSPB11,14,-0.8339,14,-0.8831,26,0.24311,24,0.06555,37,0.84685
ENSG00000116209,TMEM59,108,-0.4364,101,-0.5460,123,-0.2256,163,0.29140,206,0.73655
ENSG00000116205,TCEANC2,11,0.22064,18,1.16902,7,-0.5678,7,-0.4708,6,-0.6905
ENSG00000116221,MRPL37,29,-0.8921,37,-0.5165,50,-0.0127,74,0.71497,61,0.34699
ENSG00000157216,SSBP3,215,-0.4169,257,-0.1079,411,0.88615,188,-0.6329,228,-0.3140
ENSG00000243725,TTC4,12,-1.1942,31,0.42363,22,-0.2448,30,0.35676,30,0.34347
ENSG00000116133,DHCR24,71,-1.2190,127,-0.2767,163,0.17029,256,1.02563,123,-0.3369
ENSG00000162402,USP24,29,-0.3433,49,0.57372,28,-0.4501,30,-0.3016,46,0.46142
ENSG00000162407,PLPP3,221,0.89165,128,-0.1264,24,-2.8759,30,-2.4270,341,1.88416
ENSG00000162409,PRKAA2,35,-1.2183,106,0.67049,69,-0.1260,88,0.32871,72,-0.0412
ENSG00000173406,DAB1,10,-0.2790,13,0.08074,9,-0.5624,12,-0.0572,19,0.78169
ENSG00000162601,MYSM1,40,-0.7699,149,1.72605,42,-0.7505,57,-0.1918,40,-0.7615
ENSG00000177606,JUN,96,0.20033,88,0.04032,43,-1.2212,91,0.10182,132,0.80366
ENSG00000134709,HOOK1,26,-1.2723,97,1.04392,43,-0.4995,68,0.36652,52,-0.1258
ENSG00000162599,NFIA,313,1.05153,277,0.80308,89,-1.2609,63,-1.6911,204,0.21943
ENSG00000162604,TM2D1,44,-0.1430,39,-0.3745,38,-0.4572,59,0.36011,66,0.58241
ENSG00000132849,PATJ,5,-1.0847,29,2.08699,10,-0.0610,4,-1.3826,4,-1.4218
ENSG00000162607,USP1,33,-0.7271,95,1.18816,40,-0.4672,39,-0.4344,53,0.08643
ENSG00000116641,DOCK7,46,0.27505,60,0.76068,16,-1.6066,22,-0.9348,66,0.95292
ENSG00000125703,ATG4C,14,-0.7064,33,0.80503,19,-0.2167,15,-0.6469,28,0.44474
ENSG00000203965,EFCAB7,7,-1.0353,15,0.18089,9,-0.6729,17,0.39852,21,0.83579
ENSG00000079739,PGM1,56,0.82202,22,-0.8019,15,-1.5582,32,-0.1966,66,1.14515
ENSG00000158966,CACHD1,28,0.63651,17,-0.1998,11,-0.9697,11,-0.8768,34,1.03226
ENSG00000162437,RAVER2,24,0.74031,14,-0.2340,6,-1.5658,16,-0.0540,25,0.81888
ENSG00000162434,JAK1,68,-0.4342,140,0.88314,70,-0.4207,95,0.15970,72,-0.3286
ENSG00000162433,AK4,77,0.27196,72,0.14941,44,-0.7324,40,-0.8542,108,0.92756
ENSG00000116675,DNAJC6,171,-1.2953,351,-0.1174,519,0.68804,409,0.15025,356,-0.0921
ENSG00000213625,LEPROT,62,1.36755,30,-0.0308,14,-1.3808,17,-1.0016,39,0.43597
ENSG00000184588,PDE4B,62,-0.3512,78,0.05019,78,0.05235,50,-0.6843,110,0.68424
ENSG00000118473,SGIP1,83,-0.9793,205,0.57270,137,-0.1816,180,0.32167,152,0.02548
ENSG00000198160,MIER1,58,-0.0770,117,1.28014,39,-0.8185,49,-0.3694,51,-0.2949
ENSG00000142864,SERBP1,212,-0.1032,303,0.54745,193,-0.2908,223,-0.0149,208,-0.1326
ENSG00000116717,GADD45A,46,0.52065,32,-0.1217,36,0.07105,31,-0.1740,27,-0.4311
ENSG00000172380,GNG12,40,1.48798,9,-1.1594,12,-0.8263,4,-2.4359,33,1.02585
ENSG00000116729,WLS,88,0.54813,67,0.05274,40,-0.8663,27,-1.4487,115,1.09273
ENSG00000033122,LRRC7,43,-0.9230,114,0.76586,69,-0.1706,89,0.29549,65,-0.2585
ENSG00000066557,LRRC40,14,-1.1342,32,0.22253,33,0.31615,34,0.29765,26,-0.1243
ENSG00000116754,SRSF11,155,-0.6604,418,1.15454,193,-0.3359,207,-0.1756,192,-0.3066
ENSG00000118454,ANKRD13C,28,-0.7700,45,0.05672,45,0.02082,53,0.31600,50,0.21174
ENSG00000132485,ZRANB2,116,-0.6981,278,0.85780,131,-0.5517,194,0.18065,181,0.05471
ENSG00000172260,NEGR1,198,-1.2987,607,0.60744,482,0.20183,452,0.06129,419,-0.0705
ENSG00000178965,ERICH3,49,-1.4232,193,0.92608,127,0.15230,128,0.14889,87,-0.5128
ENSG00000162623,TYW3,28,-0.7973,68,0.78903,39,-0.2474,50,0.19250,41,-0.1526
ENSG00000137968,SLC44A5,3,-2.0634,17,0.78993,15,0.59680,9,-0.3884,10,-0.1702
ENSG00000117054,ACADM,51,-0.1573,60,0.11180,51,-0.1858,52,-0.1127,68,0.35904
ENSG00000137955,RABGGTB,39,0.18789,33,-0.1258,29,-0.3463,35,-0.0161,43,0.35116
ENSG00000117069,ST6GALNAC5,21,-1.6224,57,-0.0610,62,0.09950,91,0.82679,61,0.05665
ENSG00000142892,PIGK,16,-1.0093,34,0.25973,22,-0.5647,44,0.74997,35,0.31118
ENSG00000154027,AK5,134,-1.0576,262,0.05817,244,-0.0796,416,0.93265,217,-0.2669
ENSG00000036549,AC118549.1,26,-0.2625,48,0.81542,32,0.09622,23,-0.4612,23,-0.4799
ENSG00000077254,USP33,74,-0.9564,184,0.62298,121,-0.1585,162,0.39131,119,-0.1681
ENSG00000180488,MIGA1,98,-0.7314,180,0.31714,170,0.24522,174,0.25140,123,-0.3527
ENSG00000162613,FUBP1,35,-0.8324,84,0.69797,50,-0.2713,69,0.31752,54,-0.1160
ENSG00000162616,DNAJB4,21,-0.8937,45,0.35753,32,-0.2900,45,0.35878,44,0.30212
ENSG00000117114,ADGRL2,15,-1.3288,35,-0.0238,41,0.29673,51,0.67657,31,-0.2021
ENSG00000137941,TTLL7,129,-1.2913,492,1.05128,299,0.10953,309,0.15279,179,-0.7698
ENSG00000142875,PRKACB,308,-0.6301,434,-0.0514,474,0.11937,543,0.35298,460,0.05305
ENSG00000117133,RPF1,18,-0.9124,29,-0.1636,30,-0.1276,45,0.63113,38,0.32089
ENSG00000174021,GNG5,46,1.32373,8,-1.6505,8,-1.7842,9,-1.4889,53,1.61447
ENSG00000117155,SSX2IP,114,-1.0087,297,0.64349,175,-0.3423,271,0.47018,206,-0.0254
ENSG00000162642,C1orf52,41,-0.6514,50,-0.3403,55,-0.2115,86,0.64084,75,0.38383
ENSG00000153904,DDAH1,330,0.31624,208,-0.4848,252,-0.1840,237,-0.2698,369,0.52631
ENSG00000117174,ZNHIT6,51,0.33413,59,0.59033,36,-0.3290,34,-0.3876,36,-0.2726
ENSG00000171502,COL24A1,7,-0.9304,29,1.52961,10,-0.5375,16,0.28223,6,-1.2271
ENSG00000122417,ODF2L,35,-1.1492,147,1.47203,55,-0.4583,83,0.31144,37,-1.0488
ENSG00000097033,SH3GLB1,56,0.25001,66,0.55876,28,-1.0232,40,-0.3626,65,0.51671
ENSG00000183291,SELENOF,84,0.04495,61,-0.4955,74,-0.2030,105,0.43908,90,0.17078
ENSG00000153936,HS2ST1,46,-0.0815,53,0.16068,43,-0.2195,40,-0.3358,62,0.46021
ENSG00000267272,LINC01140,3,-2.0454,7,-0.7439,18,1.03424,12,0.19719,12,0.11833
ENSG00000143013,LMO4,739,-0.6899,1304,0.28950,1063,-0.0847,1608,0.68621,859,-0.4403
ENSG00000065243,PKN2,38,0.02829,75,1.35397,25,-0.7432,28,-0.5240,28,-0.4961
ENSG00000137947,GTF2B,10,-1.1789,19,-0.2350,14,-0.8551,38,1.03011,32,0.71986
ENSG00000137944,KYAT3,6,-1.3382,10,-0.6323,14,-0.0861,24,0.94945,19,0.44696
ENSG00000213516,RBMXL1,26,0.22888,21,-0.1107,28,0.42268,17,-0.4641,19,-0.3388
ENSG00000197147,LRRC8B,70,-1.0438,133,0.02539,141,0.13666,193,0.71234,115,-0.2286
ENSG00000171488,LRRC8C,13,-0.3195,21,0.61195,11,-0.5266,21,0.58614,11,-0.4656
ENSG00000171492,LRRC8D,21,-0.4484,26,-0.0538,34,0.43968,32,0.26737,20,-0.5041
ENSG00000162664,ZNF326,46,-0.5276,109,1.01977,58,-0.1640,52,-0.3446,54,-0.2645
ENSG00000233593,LINC02609,20,-0.1285,15,-0.6657,19,-0.2752,29,0.51428,28,0.43242
ENSG00000122482,ZNF644,53,-0.5964,146,1.27787,55,-0.5861,67,-0.1997,66,-0.2256
ENSG00000097046,CDC7,6,-0.8606,10,-0.1443,14,0.54322,13,0.32546,9,-0.3057
ENSG00000069702,TGFBR3,25,0.57607,22,0.31004,1,-4.0954,3,-2.8222,49,2.07312
ENSG00000172031,EPHX4,19,-0.9262,29,-0.2353,21,-0.8186,61,1.18125,41,0.39471
ENSG00000189195,BTBD8,146,-1.4862,617,1.01423,209,-1.0042,618,1.01763,296,-0.3450
ENSG00000174842,GLMN,7,-1.6285,30,0.79478,11,-0.9525,24,0.37546,28,0.72483
ENSG00000122484,RPAP2,52,-0.7266,190,1.76997,52,-0.7872,58,-0.5432,61,-0.4531
ENSG00000067208,EVI5,92,0.23315,157,1.28751,57,-0.6377,59,-0.5229,50,-0.8017
ENSG00000122406,RPL5,501,0.40339,267,-0.6900,348,-0.2746,356,-0.2060,560,0.61264
ENSG00000154511,DIPK1A,24,-0.6677,33,-0.1238,34,-0.0590,55,0.82023,31,-0.2074
ENSG00000143033,MTF2,20,-1.0002,76,1.48569,30,-0.3269,32,-0.1966,24,-0.6528
ENSG00000117500,TMED5,30,0.08279,21,-0.5097,19,-0.7445,34,0.32858,43,0.75990
ENSG00000223745,CCDC18-AS1,9,-0.2273,25,1.74616,3,-1.8219,4,-1.6167,14,0.58424
ENSG00000117505,DR1,39,-0.1390,45,0.12592,47,0.19934,36,-0.2829,42,-0.0031
ENSG00000137942,FNBP1L,18,-0.8689,52,1.00764,42,0.68209,11,-1.6619,24,-0.4319
ENSG00000067334,DNTTIP2,43,-0.9339,124,0.92924,71,-0.1333,84,0.18643,59,-0.4270
ENSG00000023909,GCLM,32,-0.3872,39,-0.0510,57,0.74008,37,-0.1242,27,-0.6549
ENSG00000137962,ARHGAP29,32,-0.2475,78,1.43042,39,0.10210,13,-1.6749,24,-0.7643
ENSG00000117528,ABCD3,41,-0.1432,45,0.01378,40,-0.1980,46,0.05185,53,0.30719
ENSG00000117525,F3,166,1.63109,37,-1.1421,11,-3.0914,17,-2.3073,169,1.67884
ENSG00000117519,CNN3,216,1.43590,79,-0.4695,36,-1.8455,44,-1.4011,181,1.04339
ENSG00000172339,ALG14,12,0.28333,10,-0.0352,10,-0.0477,11,0.03247,9,-0.2492
ENSG00000152078,TLCD4,51,-0.2312,67,0.26804,35,-0.9242,69,0.31788,79,0.56798
ENSG00000122481,RWDD3,14,0.15999,12,-0.1789,15,0.21939,10,-0.4864,14,0.13538
ENSG00000228971,LINC02607,5,-2.1631,12,-0.8747,28,0.67078,28,0.56760,25,0.36966
ENSG00000117569,PTBP2,33,-1.0585,48,-0.4237,77,0.45022,78,0.40412,67,0.12861
ENSG00000225206,MIR137HG,4,-1.7838,28,1.71837,11,-0.1241,11,-0.0909,6,-1.1969
ENSG00000162627,SNX7,8,-0.1607,7,-0.5365,5,-1.0569,17,1.11077,11,0.38002
ENSG00000117598,PLPPR5,15,-0.9763,22,-0.3150,33,0.39593,33,0.35555,29,0.12606
ENSG00000117600,PLPPR4,53,-1.1327,88,-0.3144,108,0.03020,155,0.69990,125,0.29506
ENSG00000162688,AGL,34,-0.5408,71,0.77362,31,-0.7525,40,-0.2643,66,0.61548
ENSG00000117620,SLC35A3,19,-0.1358,26,0.38861,21,0.02272,17,-0.3472,21,0.00023
ENSG00000156875,MFSD14A,31,-0.5274,33,-0.4268,53,0.46342,43,0.02536,47,0.16355
ENSG00000122435,TRMT13,11,0.07316,21,1.27883,6,-0.9395,5,-1.1387,12,0.21440
ENSG00000137992,DBT,52,-0.2628,90,0.73576,56,-0.1326,54,-0.1796,51,-0.2798
ENSG00000224616,RTCA-AS1,15,-0.2107,39,1.69692,13,-0.3788,6,-1.5896,11,-0.6040
ENSG00000137996,RTCA,26,-0.7774,30,-0.5463,43,0.09320,62,0.75494,44,0.12168
ENSG00000162694,EXTL2,35,-0.9348,80,0.50280,56,-0.1621,87,0.66496,48,-0.3918
ENSG00000162695,SLC30A7,9,-0.7652,24,1.04095,13,-0.1902,7,-1.1833,18,0.45989
ENSG00000170989,S1PR1,56,1.34894,18,-0.7765,8,-2.0883,7,-2.1671,62,1.55808
ENSG00000118733,OLFM3,40,-1.1905,88,0.11934,72,-0.2442,145,1.08718,70,-0.2696
ENSG00000060718,COL11A1,14,-1.0387,50,1.24664,23,-0.2224,16,-0.7787,29,0.16296
ENSG00000185946,RNPC3,77,-0.1831,230,2.09729,49,-1.0050,45,-1.0654,45,-1.0741
ENSG00000240038,AMY2B,5,-1.0168,16,0.79695,5,-1.1378,17,0.91699,10,-0.0048
ENSG00000198890,PRMT6,5,-1.4947,15,0.05854,15,0.06121,17,0.34612,19,0.48706
ENSG00000162631,NTNG1,20,-0.3467,27,0.13677,13,-1.1839,41,0.90430,30,0.33966
ENSG00000162636,FAM102B,23,-1.3110,63,0.37044,75,0.81716,48,-0.1041,35,-0.6315
ENSG00000162639,HENMT1,3,-2.5832,20,0.03720,27,0.72190,20,0.04793,23,0.25496
ENSG00000134186,PRPF38B,85,0.36870,112,0.89695,50,-0.6271,62,-0.1963,48,-0.6171
ENSG00000116266,STXBP3,33,-0.3209,49,0.37188,39,-0.0196,38,-0.0625,39,-0.0163
ENSG00000121957,GPSM2,30,0.66498,27,0.45962,16,-0.4654,6,-2.0066,28,0.50219
ENSG00000121940,CLCC1,16,-0.4300,30,0.67589,16,-0.4165,19,-0.0968,23,0.21486
ENSG00000085433,WDR47,69,-1.2439,134,-0.1510,173,0.33599,206,0.62963,137,-0.1142
ENSG00000197780,TAF13,85,-0.6031,128,0.09450,161,0.60691,114,-0.1048,97,-0.3801
ENSG00000215717,TMEM167B,37,-0.1936,31,-0.5325,47,0.21670,57,0.55757,35,-0.2859
ENSG00000116299,KIAA1324,11,-0.8838,15,-0.4557,29,0.83961,17,-0.2653,21,0.12857
ENSG00000031698,SARS,121,-0.9580,314,0.69815,187,-0.2751,303,0.62827,166,-0.4477
ENSG00000143126,CELSR2,102,-0.3705,126,-0.0015,142,0.24245,140,0.17910,114,-0.1867
ENSG00000134222,PSRC1,26,-0.0842,26,-0.0519,14,-1.1684,37,0.57498,38,0.64968
ENSG00000134243,SORT1,150,-0.5633,159,-0.4580,192,-0.1550,332,0.87570,216,0.06329
ENSG00000143106,PSMA5,31,-0.8702,28,-1.0235,53,0.03105,80,0.78422,69,0.50120
ENSG00000174151,CYB561D1,7,-0.9269,11,-0.1824,12,-0.1007,17,0.47036,17,0.48387
ENSG00000181754,AMIGO1,17,-1.4576,24,-0.8816,43,0.10889,67,0.90481,53,0.47315
ENSG00000065135,GNAI3,25,-0.0679,28,0.12842,25,-0.0845,23,-0.2088,29,0.23335
ENSG00000116337,AMPD2,75,0.58778,26,-1.1996,45,-0.3617,66,0.35766,64,0.29198
ENSG00000168765,GSTM4,20,-0.3464,12,-1.1634,14,-0.9809,40,0.94175,41,0.96229
ENSG00000134201,GSTM5,135,2.44424,17,-1.5048,11,-2.3423,14,-1.8106,62,0.59695
ENSG00000134202,GSTM3,116,0.93098,49,-0.6266,30,-1.5182,72,0.02231,108,0.78362
ENSG00000168710,AHCYL1,821,1.06140,440,-0.1213,189,-1.6113,243,-1.0978,804,1.01662
ENSG00000143093,STRIP1,20,-0.7785,24,-0.4802,43,0.59651,36,0.19556,32,0.01336
ENSG00000197106,SLC6A17,81,-1.1028,142,-0.1875,251,1.01848,142,-0.1894,129,-0.3535
ENSG00000116396,KCNC4,45,0.26569,29,-0.4841,40,0.07818,41,0.12249,37,-0.0803
ENSG00000162775,RBM15,11,-0.4328,15,0.17544,14,0.06410,13,-0.1701,16,0.27128
ENSG00000134248,LAMTOR5,95,0.10752,45,-1.1304,83,-0.1364,93,0.07597,133,0.73881
ENSG00000177301,KCNA2,82,-1.1451,163,-0.0104,184,0.23304,236,0.67699,144,-0.2236
ENSG00000259834,AL365361.1,11,-1.3430,21,-0.2857,30,0.38509,33,0.52370,26,0.11900
ENSG00000121931,LRIF1,25,-0.1869,43,0.80058,19,-0.6871,29,0.04419,28,0.00451
ENSG00000134255,CEPT1,18,-0.4566,31,0.51793,19,-0.4100,28,0.35378,23,-0.0375
ENSG00000116455,WDR77,8,-0.6930,6,-0.9237,11,-0.0947,20,1.01175,13,0.21438
ENSG00000116459,ATP5PB,113,-0.5150,96,-0.7912,136,-0.2302,229,0.74429,201,0.49193
ENSG00000116473,RAP1A,55,0.30172,44,-0.0834,48,0.05747,38,-0.3356,47,-0.0061
ENSG00000197852,INKA2,32,-0.2571,35,-0.0779,28,-0.5394,52,0.61496,43,0.26090
ENSG00000064703,DDX20,6,-0.9954,18,0.72471,10,-0.3617,16,0.55134,10,-0.2270
ENSG00000171385,KCND3,96,-0.4409,131,0.08788,135,0.16236,128,0.04338,128,0.04329
ENSG00000143079,CTTNBP2NL,23,-0.0951,42,1.05573,20,-0.3688,20,-0.3191,18,-0.5027
ENSG00000116489,CAPZA1,50,-0.3090,39,-0.7433,75,0.45318,60,-0.0046,70,0.25977
ENSG00000155366,RHOC,60,1.35098,20,-0.6279,14,-1.3500,16,-1.0444,47,0.85703
ENSG00000155380,SLC16A1,26,0.03958,28,0.21933,29,0.27012,20,-0.3722,21,-0.3258
ENSG00000198799,LRIG2,15,-0.0837,20,0.33566,17,0.06773,16,-0.0365,13,-0.3618
ENSG00000081026,MAGI3,43,-0.8869,149,1.39273,58,-0.4293,72,-0.0279,51,-0.6051
