Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000092847,AGO1,37,-0.0926,30,-0.4793,36,-0.1451,49,0.45223,71,0.96571,26,-0.6748
ENSG00000126070,AGO3,113,1.57913,25,-1.0115,30,-0.6277,44,0.01888,95,1.26553,26,-0.8789
ENSG00000116863,ADPRHL2,24,0.34781,24,0.46676,19,0.03231,17,-0.1952,11,-0.8790,16,-0.3147
ENSG00000054116,TRAPPC3,14,-1.6275,41,0.00327,51,0.37578,53,0.51482,29,-0.5294,33,-0.3816
ENSG00000116871,MAP7D1,259,0.46471,150,-0.4674,191,-0.0189,243,0.45092,128,-0.6420,187,-0.0557
ENSG00000054118,THRAP3,182,0.56483,112,-0.2515,86,-0.6586,143,0.21580,191,0.64431,112,-0.2174
ENSG00000196182,STK40,20,0.21132,18,0.09375,16,-0.1185,16,-0.2082,19,0.12538,18,0.06157
ENSG00000181817,LSM10,5,-2.7107,35,0.12091,64,1.21097,28,-0.3080,31,-0.1167,23,-0.6318
ENSG00000116885,OSCP1,3,-2.2021,4,-2.0953,26,0.92679,24,0.80668,15,-0.0492,17,0.17041
ENSG00000116898,MRPS15,18,-1.4182,42,-0.1440,79,1.01177,45,-0.0171,43,-0.1052,33,-0.5218
ENSG00000163873,GRIK3,17,-0.4429,10,-1.4161,5,-2.1655,49,1.84084,22,0.00834,21,-0.1180
ENSG00000163875,MEAF6,68,-0.7286,93,-0.3049,151,0.56687,118,0.13509,101,-0.1264,107,-0.0478
ENSG00000163877,SNIP1,11,-0.6284,21,0.33989,15,-0.1828,21,0.40710,12,-0.4865,13,-0.4141
ENSG00000134697,GNL2,38,0.84201,28,0.44160,22,-0.0514,22,-0.0763,17,-0.3908,11,-1.1738
ENSG00000116922,C1orf109,7,-1.4569,29,0.92372,13,-0.5138,24,0.52912,22,0.28742,3,-2.5488
ENSG00000185090,MANEAL,7,-1.5149,5,-2.2956,30,0.70154,28,0.67011,24,0.27405,26,0.44974
ENSG00000197982,C1orf122,229,0.47090,246,0.75729,203,0.31122,106,-0.8487,61,-1.5549,146,-0.2647
ENSG00000188786,MTF1,37,1.26232,12,-0.6157,8,-1.1838,20,0.34413,23,0.46612,15,-0.1524
ENSG00000183431,SF3A3,38,-0.0955,32,-0.4279,44,0.14523,52,0.51516,51,0.37117,28,-0.6361
ENSG00000183520,UTP11,31,-0.1417,31,-0.1612,31,-0.1401,45,0.56840,26,-0.4273,30,-0.2202
ENSG00000185668,POU3F1,0,-6.7655,9,-0.8872,17,0.27514,14,-0.0325,41,1.73370,15,0.07144
ENSG00000116954,RRAGC,52,0.09769,54,0.19385,53,0.16615,43,-0.2332,42,-0.2151,46,-0.0867
ENSG00000174574,AKIRIN1,136,0.77956,74,-0.2334,91,0.15464,95,0.24150,64,-0.4069,58,-0.6196
ENSG00000168653,NDUFS5,269,-1.1349,610,0.15078,1028,1.12244,505,-0.2106,238,-1.3155,433,-0.4472
ENSG00000127603,MACF1,893,1.58558,426,0.41007,104,-1.9153,182,-1.1370,840,1.47407,198,-0.9285
ENSG00000090621,PABPC4,105,0.85618,60,-0.0360,46,-0.4941,63,0.04759,47,-0.4033,62,0.01845
ENSG00000116983,HPCAL4,125,-1.0361,206,-0.3369,163,-0.6847,424,1.17444,171,-0.5615,223,-0.1722
ENSG00000084072,PPIE,35,0.04647,23,-0.7376,50,0.66336,45,0.52668,27,-0.3476,24,-0.6092
ENSG00000168389,MFSD2A,35,1.00774,35,1.33630,11,-0.8453,4,-2.3485,3,-2.5940,24,0.42787
ENSG00000131236,CAP1,150,0.08273,152,0.12717,141,-0.0066,169,0.34240,131,-0.1236,89,-0.7668
ENSG00000131238,PPT1,72,-0.9481,124,-0.1248,206,0.79836,155,0.30094,72,-0.9392,101,-0.4665
ENSG00000117000,RLF,26,0.24905,11,-1.1654,15,-0.6543,31,0.65108,55,1.46203,16,-0.6011
ENSG00000084073,ZMPSTE24,53,0.49560,43,0.20581,44,0.25625,29,-0.5288,25,-0.6558,40,0.07137
ENSG00000049089,COL9A2,98,3.26635,18,0.07981,7,-1.3862,6,-1.6483,7,-1.2583,7,-1.4300
ENSG00000084070,SMAP2,40,-1.7332,69,-1.0514,139,0.17919,178,0.72284,215,0.87129,115,-0.1500
ENSG00000117016,RIMS3,15,-3.5627,124,-0.5717,250,0.71081,193,0.25783,157,-0.1158,203,0.32361
ENSG00000066136,NFYC,27,-0.3947,26,-0.4901,37,0.13944,37,0.15406,35,0.04438,43,0.38191
ENSG00000127124,HIVEP3,25,0.31678,19,-0.1178,16,-0.3900,23,0.26312,24,0.27080,18,-0.2227
ENSG00000198815,FOXJ3,39,-0.6378,50,-0.3218,60,0.02685,74,0.43523,63,0.09769,59,-0.0104
ENSG00000177181,RIMKLA,3,-3.9509,28,-1.0485,85,0.95684,43,-0.2828,92,0.98841,63,0.39168
ENSG00000127125,PPCS,40,-0.2793,51,0.10705,58,0.32544,51,0.11460,21,-1.2314,47,-0.0353
ENSG00000186409,CCDC30,36,0.10507,38,0.20244,13,-1.5637,37,0.17852,81,1.42028,20,-0.8362
ENSG00000065978,YBX1,251,1.36285,188,1.15446,72,-0.6989,51,-1.3485,31,-1.8770,89,-0.3582
ENSG00000164008,C1orf50,24,0.69828,22,0.73175,11,-0.5797,13,-0.3663,6,-1.3680,15,-0.0958
ENSG00000177868,SVBP,35,-0.1357,37,-0.0557,53,0.58369,34,-0.2388,32,-0.2667,36,-0.0743
ENSG00000117394,SLC2A1,43,-0.5447,117,1.45901,34,-0.9544,31,-1.1631,37,-0.7712,69,0.22495
ENSG00000117395,EBNA1BP2,54,-0.3641,60,-0.2383,99,0.65471,79,0.28011,43,-0.7227,55,-0.3713
ENSG00000179178,TMEM125,148,5.51218,4,-2.1749,0,-5.2820,1,-3.9813,4,-1.8966,6,-1.2848
ENSG00000066322,ELOVL1,189,3.31442,42,0.49479,5,-2.7154,7,-2.4201,6,-2.5708,20,-0.8120
ENSG00000159479,MED8,12,-0.8875,20,-0.1933,26,0.30205,28,0.43981,18,-0.3119,20,-0.1801
ENSG00000198198,SZT2,23,0.32399,18,-0.1076,11,-0.9204,29,0.89904,26,0.51920,7,-1.4687
ENSG00000178922,HYI,19,0.16729,28,0.98498,6,-1.5507,19,0.17781,1,-3.8681,17,-0.0073
ENSG00000142949,PTPRF,94,-0.1441,91,-0.2239,102,-0.0146,125,0.39634,134,0.41768,76,-0.5058
ENSG00000066135,KDM4A,18,0.06207,13,-0.4656,12,-0.5490,18,0.05873,42,1.46171,15,-0.2891
ENSG00000126091,ST3GAL3,16,-1.3276,32,-0.2817,42,0.20074,39,0.08609,34,-0.1477,51,0.54393
ENSG00000117408,IPO13,155,1.60680,67,0.22736,28,-1.2181,62,0.09052,40,-0.6051,37,-0.7703
ENSG00000117410,ATP6V0B,185,-0.8672,189,-0.9711,491,0.74635,461,0.71849,278,-0.2431,255,-0.4148
ENSG00000117411,B4GALT2,59,-0.2066,90,0.56883,64,-0.0901,51,-0.5279,45,-0.6231,79,0.27132
ENSG00000159214,CCDC24,3,-2.0338,8,-1.0450,26,1.04611,16,0.24986,16,0.16507,15,0.04013
ENSG00000178028,DMAP1,45,-0.3712,31,-1.0854,70,0.34126,93,1.01555,61,0.08162,37,-0.7531
ENSG00000117419,ERI3,91,-0.3982,119,0.00798,129,0.15549,112,-0.1090,107,-0.1550,135,0.23634
ENSG00000187147,RNF220,136,0.15570,98,-0.4250,131,0.11107,142,0.28416,88,-0.5177,135,0.16436
ENSG00000142937,RPS8,1274,0.87161,1036,0.67923,795,0.11561,468,-0.8362,234,-1.7538,660,-0.2066
ENSG00000070785,EIF2B3,15,-0.9739,26,-0.1504,27,-0.0950,43,0.81893,29,0.01436,19,-0.6549
ENSG00000126107,HECTD3,8,-0.9473,10,-0.8127,21,0.52832,20,0.52941,12,-0.4253,17,0.16704
ENSG00000126088,UROD,42,-0.9073,62,-0.3861,119,0.81073,92,0.36519,39,-1.0096,67,-0.2118
ENSG00000117450,PRDX1,281,0.00912,452,1.02147,329,0.28747,212,-0.5147,96,-1.6208,165,-0.8718
ENSG00000117448,AKR1A1,40,0.19601,45,0.48682,42,0.31112,38,0.17997,12,-1.5372,17,-1.1248
ENSG00000132780,NASP,218,2.06945,45,-0.6592,41,-0.7702,53,-0.4031,118,0.95615,36,-0.9582
ENSG00000159592,GPBP1L1,48,0.61828,28,-0.3091,34,0.07270,31,-0.0853,52,0.73247,24,-0.5327
ENSG00000159596,TMEM69,20,0.31223,19,0.23304,23,0.59620,17,0.07536,4,-1.9736,10,-0.8101
ENSG00000086015,MAST2,17,-0.6268,34,0.54548,35,0.55736,21,-0.3925,8,-1.7362,25,-0.0632
ENSG00000117461,PIK3R3,15,-1.0324,31,0.14222,32,0.16797,17,-0.9866,56,1.06134,35,0.33614
ENSG00000085998,POMGNT1,57,-0.0199,46,-0.4316,59,0.02377,70,0.35750,77,0.44853,49,-0.2855
ENSG00000132128,LRRC41,30,-0.5211,43,0.07580,35,-0.2919,49,0.32487,35,-0.2568,44,0.08273
ENSG00000173660,UQCRH,126,-1.6457,363,-0.0561,781,1.41777,273,-0.5782,205,-0.9229,342,-0.1528
ENSG00000117481,NSUN4,28,0.47449,17,-0.3487,18,-0.2387,23,0.20070,35,0.86786,14,-0.6052
ENSG00000117480,FAAH,28,0.07818,10,-1.6231,23,-0.1914,42,0.99353,30,0.21579,27,0.04792
ENSG00000079277,MKNK1,19,-0.7519,24,-0.4947,26,-0.2833,38,0.39335,50,0.75493,33,0.12272
ENSG00000123472,ATPAF1,76,-0.7584,136,0.17689,190,0.77178,109,-0.2525,98,-0.3768,102,-0.3369
ENSG00000159658,EFCAB14,195,1.43921,114,0.66518,52,-0.7545,54,-0.7599,48,-0.8145,67,-0.3352
ENSG00000186377,CYP4X1,1,-3.5824,14,-0.6295,24,0.36520,34,1.19354,17,-0.1666,12,-0.8028
ENSG00000162368,CMPK1,111,-0.3421,122,-0.2436,220,0.84612,123,-0.2325,116,-0.2737,131,-0.0918
ENSG00000162373,BEND5,9,-1.7603,14,-1.3130,71,1.65052,29,-0.0868,41,0.47058,21,-0.5647
ENSG00000162374,ELAVL4,41,-2.3858,88,-1.4478,290,0.64977,253,0.44901,338,0.83136,222,0.16544
ENSG00000185104,FAF1,33,-0.3625,31,-0.5334,68,0.90214,49,0.31298,24,-0.8130,33,-0.3868
ENSG00000123091,RNF11,206,-1.1790,344,-0.4766,618,0.58997,517,0.29601,392,-0.1994,462,0.06469
ENSG00000085832,EPS15,190,-0.0154,152,-0.4233,266,0.59135,198,0.06513,146,-0.4221,189,-0.0200
ENSG00000117859,OSBPL9,39,0.70211,35,0.69422,14,-0.9761,26,0.05094,13,-0.9182,19,-0.4732
ENSG00000078618,NRDC,115,-0.0204,83,-0.6093,107,-0.1349,152,0.54314,174,0.64949,92,-0.3874
ENSG00000169213,RAB3B,129,1.41988,15,-2.1507,37,-0.6361,73,0.60216,87,0.75025,50,-0.1593
ENSG00000117862,TXNDC12,23,-0.5919,49,0.77071,44,0.44042,35,0.03620,11,-1.7160,17,-1.0978
ENSG00000134717,BTF3L4,50,-0.2327,51,-0.2374,67,0.22866,78,0.58730,36,-0.7237,46,-0.3947
ENSG00000157077,ZFYVE9,32,-0.2958,22,-0.9987,43,0.15362,44,0.24683,82,1.20649,35,-0.1889
ENSG00000134748,PRPF38A,81,0.84523,61,0.50937,35,-0.5084,45,-0.0917,43,-0.1440,28,-0.8438
ENSG00000134744,TUT4,139,1.49501,36,-0.7929,17,-1.8788,55,-0.0551,146,1.58441,43,-0.4724
ENSG00000162377,COA7,11,-1.2416,29,0.35920,29,0.27473,23,-0.1156,48,1.10773,10,-1.4196
ENSG00000162378,ZYG11B,78,-0.9955,101,-0.7189,176,0.27740,211,0.70270,192,0.39175,121,-0.3626
ENSG00000116171,SCP2,109,-0.0088,151,0.64852,141,0.43802,81,-0.5519,68,-0.7497,82,-0.4958
ENSG00000162384,CZIB,38,-0.4650,57,0.20243,63,0.36363,65,0.48922,22,-1.2656,31,-0.8298
ENSG00000162385,MAGOH,13,-0.9087,34,0.64688,32,0.49596,26,0.11043,18,-0.4978,9,-1.5064
ENSG00000157193,LRP8,35,-0.4718,40,-0.3170,50,0.08539,54,0.24735,86,0.97219,33,-0.5871
ENSG00000058799,YIPF1,18,-0.2207,28,0.52221,17,-0.3671,22,0.05333,16,-0.4476,19,-0.1787
ENSG00000081870,HSPB11,14,-1.0666,25,-0.3027,40,0.55454,47,1.03835,12,-1.3436,13,-1.2486
ENSG00000116209,TMEM59,210,0.45522,183,0.29197,196,0.37784,149,-0.1078,89,-0.8810,104,-0.6974
ENSG00000116221,MRPL37,30,-0.6270,38,-0.3276,63,0.59999,57,0.46100,27,-0.7977,37,-0.3248
ENSG00000157216,SSBP3,142,-0.7419,196,-0.2916,201,-0.2271,263,0.26786,258,0.18945,286,0.39430
ENSG00000243725,TTC4,11,-1.2300,30,0.45822,24,-0.0233,23,-0.0498,24,0.01019,23,-0.1061
ENSG00000116133,DHCR24,191,0.25281,81,-1.2235,236,0.66925,223,0.64484,133,-0.3081,122,-0.4850
ENSG00000162402,USP24,33,-0.2383,56,0.74663,35,-0.2009,33,-0.3257,55,0.53476,22,-0.9282
ENSG00000162407,PLPP3,177,-0.0663,544,3.07094,31,-2.7549,37,-2.6522,95,-1.0085,67,-1.6264
ENSG00000162409,PRKAA2,29,-0.8808,44,-0.3203,39,-0.4835,77,0.78495,105,1.13000,27,-1.0816
ENSG00000162601,MYSM1,61,0.29009,16,-1.8850,47,-0.1467,75,0.81986,127,1.52799,26,-1.0874
ENSG00000177606,JUN,154,0.47823,128,0.23255,46,-1.4694,184,1.01223,58,-1.0277,64,-0.9452
ENSG00000134709,HOOK1,9,-2.3264,13,-1.9464,36,-0.2812,86,1.61316,73,0.87079,29,-0.6385
ENSG00000162599,NFIA,562,1.72678,337,1.09870,43,-2.4188,108,-1.1148,183,-0.1563,130,-0.7344
ENSG00000162604,TM2D1,55,0.09224,61,0.32349,57,0.18423,54,0.09369,41,-0.3532,32,-0.7953
ENSG00000162607,USP1,97,1.48254,31,-0.4432,17,-1.3282,55,0.67108,31,-0.3895,27,-0.6202
ENSG00000116641,DOCK7,36,-0.4524,102,1.69379,19,-1.5192,31,-0.8061,51,0.05833,31,-0.7384
ENSG00000125703,ATG4C,92,2.40282,16,-0.6681,13,-0.9655,17,-0.5434,27,0.26970,17,-0.4971
ENSG00000079739,PGM1,42,-0.2353,90,1.34911,60,0.35414,21,-1.4428,27,-0.9199,32,-0.6881
ENSG00000158966,CACHD1,24,-0.0488,42,1.13281,17,-0.5884,21,-0.3176,8,-1.5801,20,-0.3087
ENSG00000162437,RAVER2,10,-0.9597,31,0.87597,12,-0.7714,23,0.31677,17,-0.2688,13,-0.7334
ENSG00000162434,JAK1,69,-0.3189,101,0.34340,96,0.20959,61,-0.6035,132,0.70776,70,-0.3230
ENSG00000162433,AK4,50,-0.4575,122,1.31170,29,-1.3227,52,-0.4786,35,-0.9871,70,0.07686
ENSG00000116675,DNAJC6,318,-0.0997,174,-1.1756,451,0.51055,425,0.45201,381,0.18266,335,-0.0198
ENSG00000213625,LEPROT,43,-0.1388,103,1.87951,26,-0.9649,18,-1.5993,35,-0.4580,33,-0.5696
ENSG00000184588,PDE4B,206,1.45578,112,0.54544,36,-1.3777,78,-0.1838,59,-0.5806,60,-0.5871
ENSG00000118473,SGIP1,107,-0.2473,89,-0.6309,144,0.24116,167,0.57766,134,0.09463,105,-0.2987
ENSG00000198160,MIER1,117,1.11501,53,-0.2020,23,-1.5388,77,0.51928,75,0.38745,41,-0.5960
ENSG00000142864,SERBP1,383,0.87256,245,0.17795,162,-0.5448,217,-0.0579,220,-0.0238,185,-0.3175
ENSG00000116717,GADD45A,122,1.72667,58,0.58768,27,-0.7889,27,-0.8794,26,-0.7597,33,-0.4609
ENSG00000172380,GNG12,44,0.89148,64,2.39113,2,-3.6199,9,-1.6893,3,-3.1304,15,-0.8550
ENSG00000116729,WLS,93,0.12770,202,2.07964,30,-1.6871,30,-1.7971,65,-0.4330,60,-0.6125
ENSG00000033122,LRRC7,22,-1.6244,41,-0.8004,31,-1.2129,133,1.64952,72,0.18008,49,-0.4627
ENSG00000066557,LRRC40,24,0.03788,15,-0.8053,35,0.69903,28,0.33309,24,0.03134,18,-0.4383
ENSG00000116754,SRSF11,414,0.87885,140,-0.9732,120,-1.1420,320,0.57634,649,1.67015,104,-1.3633
ENSG00000118454,ANKRD13C,36,-0.0102,21,-0.9421,32,-0.2340,57,0.90962,44,0.29259,30,-0.3117
ENSG00000132485,ZRANB2,155,0.09021,100,-0.6918,107,-0.5308,215,0.78882,295,1.14584,76,-1.0841
ENSG00000172260,NEGR1,145,-1.2471,124,-1.6681,421,0.44578,520,0.97732,420,0.39322,297,-0.1670
ENSG00000178965,ERICH3,49,-0.8904,29,-1.8992,60,-0.6400,172,1.49874,170,1.06915,59,-0.6618
ENSG00000116791,CRYZ,12,-0.6572,22,0.30496,30,0.80794,13,-0.6320,25,0.41723,12,-0.7060
ENSG00000162623,TYW3,85,1.00060,38,-0.3586,37,-0.3695,56,0.38954,54,0.27730,28,-0.8076
ENSG00000117054,ACADM,23,-1.2677,68,0.48826,66,0.38972,35,-0.7308,83,0.71358,45,-0.2923
ENSG00000137955,RABGGTB,54,0.37271,44,0.07150,68,0.86573,29,-0.6955,33,-0.3981,34,-0.3833
ENSG00000117069,ST6GALNAC5,0,-9.3922,18,-1.2378,67,1.14049,55,0.84134,27,-0.4537,29,-0.3717
ENSG00000142892,PIGK,37,0.34295,28,-0.1140,44,0.71704,37,0.47200,4,-2.8034,15,-1.1117
ENSG00000154027,AK5,178,-0.4329,94,-1.5755,219,-0.1209,464,1.54285,152,-0.6795,190,-0.3633
ENSG00000036549,AC118549.1,45,0.66397,12,-1.5025,18,-0.8049,42,0.69684,47,0.72125,33,0.18260
ENSG00000077254,USP33,96,-0.4249,89,-0.6462,105,-0.3122,200,0.96152,175,0.51609,86,-0.6421
ENSG00000180488,MIGA1,180,0.62970,72,-0.9402,115,-0.0997,160,0.56062,152,0.35403,100,-0.3246
ENSG00000162613,FUBP1,58,-0.0237,61,0.08961,36,-0.7849,78,0.56803,108,0.99541,24,-1.4565
ENSG00000162616,DNAJB4,20,-0.2979,8,-1.9129,31,0.44302,32,0.52863,48,1.09645,22,-0.1965
ENSG00000117114,ADGRL2,0,-6.3706,13,-1.3972,24,-0.3337,47,0.94831,46,0.70293,41,0.57273
ENSG00000137941,TTLL7,920,2.23383,85,-1.8675,141,-0.9795,307,0.36116,420,0.80196,135,-1.0502
ENSG00000142875,PRKACB,262,-0.6075,238,-0.8802,504,0.46211,544,0.69251,354,-0.1451,346,-0.1998
ENSG00000117133,RPF1,21,-0.4348,19,-0.7134,35,0.40998,33,0.31492,31,0.18219,29,0.04951
ENSG00000174021,GNG5,48,-0.1028,120,2.08871,47,-0.1401,11,-2.4727,10,-2.4181,33,-0.7158
ENSG00000117155,SSX2IP,34,-2.3565,87,-1.1102,182,0.19230,289,1.24916,181,0.16905,125,-0.4463
ENSG00000162642,C1orf52,49,-0.5765,62,-0.2464,59,-0.2951,102,0.75600,76,0.11334,56,-0.3786
ENSG00000153904,DDAH1,233,-0.4362,496,1.01403,219,-0.5709,288,-0.1265,144,-1.1618,265,-0.2603
ENSG00000142871,CCN1,28,0.38839,52,2.08976,1,-3.8704,15,-0.7100,3,-2.7013,14,-0.6867
ENSG00000117174,ZNHIT6,84,1.12600,25,-0.9165,23,-0.9606,59,0.68844,53,0.38084,34,-0.3471
ENSG00000122417,ODF2L,60,0.04964,33,-1.0073,43,-0.5309,83,0.72476,152,1.59794,28,-1.2180
ENSG00000097033,SH3GLB1,163,1.51878,105,1.00618,24,-1.5987,39,-0.9190,44,-0.5932,48,-0.5031
ENSG00000183291,SELENOF,91,-0.1815,121,0.33271,122,0.31409,101,-0.0203,72,-0.5302,76,-0.4934
ENSG00000153936,HS2ST1,15,-1.8041,88,1.17612,31,-0.8107,56,0.18275,24,-1.1559,39,-0.4338
ENSG00000143013,LMO4,270,-1.7896,438,-1.2300,1200,0.55570,1104,0.45468,1294,0.61897,986,0.19865
ENSG00000065243,PKN2,87,1.41710,33,-0.2022,23,-0.7937,27,-0.5460,93,1.53606,18,-1.1614
ENSG00000137947,GTF2B,14,-0.6534,13,-0.9429,51,1.61307,18,-0.3251,12,-0.9626,22,-0.0352
ENSG00000137944,KYAT3,3,-2.8644,25,0.26111,34,0.75739,22,-0.0343,21,-0.0524,16,-0.5065
ENSG00000213516,RBMXL1,50,1.41358,17,-0.3850,9,-1.3288,17,-0.3835,38,0.92824,22,0.10421
ENSG00000197147,LRRC8B,84,-0.5557,59,-1.2384,122,0.01551,197,1.05409,145,0.29414,101,-0.2912
ENSG00000171492,LRRC8D,78,1.52211,20,-0.7811,39,0.37410,24,-0.4995,29,-0.0860,29,-0.1249
ENSG00000162664,ZNF326,167,1.44663,41,-0.9392,42,-0.8278,76,0.15677,135,1.06807,51,-0.5383
ENSG00000233593,LINC02609,22,-0.0894,18,-0.4223,59,1.86651,7,-1.8413,13,-0.8166,23,-0.0051
ENSG00000122482,ZNF644,168,1.61757,46,-0.6132,32,-1.1182,68,0.11033,96,0.63832,50,-0.4202
ENSG00000069702,TGFBR3,19,0.02418,47,2.28656,4,-2.3846,9,-1.2275,9,-1.0305,10,-0.9804
ENSG00000172031,EPHX4,0,-6.3030,14,-1.2128,60,1.46175,39,0.68945,24,-0.2166,16,-0.9175
ENSG00000189195,BTBD8,100,-1.3120,116,-1.2595,297,0.39377,362,0.88251,392,0.80714,166,-0.6007
ENSG00000174842,GLMN,17,-0.2197,14,-0.6623,20,-0.0165,34,1.10173,20,0.01878,10,-1.0667
ENSG00000122484,RPAP2,122,0.78271,39,-1.1597,45,-0.8426,81,0.15579,224,1.86124,52,-0.6148
ENSG00000067208,EVI5,188,1.59351,51,-0.6432,43,-0.8772,53,-0.5772,170,1.40550,58,-0.3710
ENSG00000122406,RPL5,532,0.24123,567,0.43204,533,0.27060,393,-0.2825,196,-1.2917,404,-0.2091
ENSG00000154511,DIPK1A,31,-0.2709,24,-0.7205,64,1.03685,35,-0.0903,18,-1.0954,42,0.24379
ENSG00000143033,MTF2,49,0.73196,7,-2.4671,17,-0.9729,41,0.58514,94,1.90152,24,-0.3877
ENSG00000117500,TMED5,59,0.81767,62,1.21881,33,-0.0998,24,-0.6777,15,-1.3212,12,-1.6431
ENSG00000117505,DR1,26,-0.7165,29,-0.6981,62,0.68728,52,0.42201,42,-0.0106,36,-0.2726
ENSG00000137942,FNBP1L,36,0.56752,30,0.31709,18,-0.6001,23,-0.1763,53,1.20199,10,-1.3981
ENSG00000067334,DNTTIP2,110,0.86173,39,-0.8830,62,-0.0634,82,0.49501,83,0.41037,45,-0.5929
ENSG00000023909,GCLM,34,-0.0665,34,-0.0763,55,0.76222,29,-0.3893,42,0.23627,27,-0.4588
ENSG00000137962,ARHGAP29,26,-0.1264,36,0.54174,23,-0.2850,9,-1.8572,81,1.80547,22,-0.4203
ENSG00000117528,ABCD3,67,0.47657,59,0.33350,59,0.30074,33,-0.7380,61,0.31166,38,-0.4682
ENSG00000117525,F3,143,-0.4430,612,3.62103,10,-4.3977,46,-2.3504,52,-1.9632,45,-2.2698
ENSG00000117519,CNN3,273,0.19239,702,2.98251,53,-2.3974,63,-2.2608,55,-2.2315,87,-1.6363
ENSG00000152078,TLCD4,34,-0.5773,48,-0.0507,49,-0.0305,65,0.54021,45,-0.1605,40,-0.3743
ENSG00000228971,LINC02607,7,-1.6716,12,-0.9631,7,-1.7942,60,2.71433,0,-6.4749,11,-1.1171
ENSG00000117569,PTBP2,75,0.40055,35,-0.9052,55,-0.0856,91,0.93170,56,-0.0712,40,-0.6243
ENSG00000117598,PLPPR5,4,-2.3728,9,-1.4357,39,1.20408,31,0.90937,21,0.05794,10,-1.0852
ENSG00000117600,PLPPR4,32,-1.7067,66,-0.7554,66,-0.6978,213,1.77613,79,-0.3691,59,-0.8575
ENSG00000162688,AGL,47,-0.0104,59,0.44132,39,-0.3234,50,0.10351,67,0.56213,24,-1.0916
ENSG00000117620,SLC35A3,37,0.63983,15,-0.9193,15,-0.8477,35,0.70994,33,0.47717,24,-0.0609
ENSG00000156875,MFSD14A,50,0.39442,31,-0.4318,32,-0.3155,47,0.35757,33,-0.2536,43,0.19738
ENSG00000137992,DBT,62,0.46780,57,0.43020,42,-0.1492,42,-0.1587,36,-0.3890,36,-0.4112
ENSG00000224616,RTCA-AS1,54,1.77391,17,-0.1375,2,-2.9673,17,-0.2291,48,1.55624,8,-1.3448
ENSG00000137996,RTCA,36,-0.1635,21,-1.1567,62,0.79817,48,0.36145,41,0.02912,37,-0.1569
ENSG00000162694,EXTL2,24,-1.1752,31,-0.9134,72,0.56888,50,-0.0939,84,0.76240,66,0.41520
ENSG00000162695,SLC30A7,19,0.28758,10,-0.7235,8,-0.9588,21,0.57206,22,0.54705,18,0.23238
ENSG00000170989,S1PR1,27,-0.5211,99,2.42350,18,-1.1827,9,-2.3331,11,-1.8783,30,-0.3961
ENSG00000118733,OLFM3,8,-3.0382,30,-1.2835,96,0.74917,106,1.10665,48,-0.4348,52,-0.3436
ENSG00000060718,COL11A1,13,-0.6315,15,-0.4675,12,-0.8049,25,0.49955,65,2.03172,6,-1.7447
ENSG00000185946,RNPC3,161,1.18457,52,-0.7467,19,-2.2142,69,-0.2260,302,2.37393,37,-1.2089
ENSG00000162631,NTNG1,0,-4.6904,17,-0.3936,53,1.86969,13,-0.8685,30,0.56118,12,-0.8610
ENSG00000162636,FAM102B,8,-2.3009,16,-1.4699,52,0.59819,50,0.62891,35,-0.0945,50,0.52503
ENSG00000162639,HENMT1,9,-0.7340,4,-2.0683,33,1.50264,20,0.53406,12,-0.3455,11,-0.5455
ENSG00000134186,PRPF38B,187,1.47772,63,-0.3617,47,-0.8236,73,-0.0965,167,1.28225,33,-1.3722
ENSG00000116266,STXBP3,134,1.54109,66,0.44591,30,-0.9054,47,-0.2338,40,-0.4199,31,-0.8873
ENSG00000121957,GPSM2,94,1.86769,43,0.63492,18,-0.8976,10,-1.8122,28,-0.1851,28,-0.1565
ENSG00000121940,CLCC1,31,0.18274,33,0.34989,17,-0.7647,34,0.42409,27,-0.0329,18,-0.6599
ENSG00000085433,WDR47,52,-1.3306,57,-1.3659,149,0.31490,215,1.17589,112,-0.1652,110,-0.2170
ENSG00000197780,TAF13,92,-0.0848,88,-0.1764,138,0.63400,64,-0.7469,94,-0.0500,122,0.41041
ENSG00000215717,TMEM167B,22,-1.0633,43,-0.0556,50,0.20201,47,0.12204,39,-0.2074,51,0.22309
ENSG00000116299,KIAA1324,7,-1.5556,9,-1.3869,13,-0.7389,32,0.84694,35,0.80790,30,0.64160
ENSG00000031698,SARS,138,-0.4897,123,-0.7735,283,0.72878,217,0.26478,252,0.45683,148,-0.4181
ENSG00000143126,CELSR2,83,-0.6172,84,-0.6985,93,-0.4913,184,0.82092,171,0.51198,122,-0.0306
ENSG00000134222,PSRC1,43,0.15663,37,-0.1001,12,-1.7771,63,1.02684,30,-0.3769,34,-0.2292
ENSG00000134243,SORT1,416,0.96883,157,-0.6946,180,-0.4132,312,0.62543,188,-0.3095,192,-0.3011
ENSG00000143106,PSMA5,22,-1.3398,39,-0.5896,93,1.02799,69,0.50934,45,-0.2678,33,-0.8113
