Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to13,Feature log2 fold change topic 11to13
ENSG00000084623,EIF3I,76,-0.4886,85,-0.3289,132,0.44982,50,-1.1214,120,0.23920,106,0.02201,103,-0.0291,102,-0.0558
ENSG00000175130,MARCKSL1,1310,2.74022,49,-2.6003,115,-1.5158,240,-0.2492,157,-0.9559,473,0.83106,525,1.00648,134,-1.2777
ENSG00000160058,BSDC1,70,0.39701,62,0.20483,61,0.22979,32,-0.8072,66,0.32958,57,0.08182,39,-0.5119,44,-0.3971
ENSG00000176261,ZBTB8OS,53,0.10670,40,-0.3428,48,-0.0760,35,-0.5236,44,-0.1987,55,0.14185,21,-1.3238,71,0.69229
ENSG00000162521,RBBP4,129,-0.0648,158,0.24999,152,0.22768,113,-0.2789,165,0.34781,140,0.05360,93,-0.5692,112,-0.3444
ENSG00000134684,YARS,39,-1.6795,44,-1.4965,205,1.14113,197,0.81631,108,-0.1582,48,-1.3628,82,-0.5733,100,-0.3059
ENSG00000160097,FNDC5,4,-3.3152,12,-1.6655,52,0.64754,136,2.20199,19,-1.0543,15,-1.3945,25,-0.6321,33,-0.2008
ENSG00000121905,HPCA,11,-4.5171,70,-1.8472,243,0.03538,323,0.48190,300,0.40208,138,-0.8407,208,-0.2109,340,0.70873
ENSG00000121900,TMEM54,14,-1.3819,7,-2.4629,33,-0.1878,39,0.11343,21,-0.8947,48,0.44323,42,0.24381,60,1.04472
ENSG00000116514,RNF19B,13,-1.1665,25,-0.2068,28,-0.0475,77,1.63853,35,0.38544,14,-1.0320,22,-0.3725,21,-0.5067
ENSG00000004455,AK2,85,1.47011,56,0.77340,23,-0.7201,56,0.76975,19,-0.9475,27,-0.3626,45,0.41744,24,-0.6327
ENSG00000142920,AZIN2,29,0.56287,5,-1.9220,33,1.01279,26,0.41296,9,-1.1799,12,-0.7544,18,-0.1716,18,-0.2479
ENSG00000160094,ZNF362,10,-1.0412,52,1.61064,10,-1.0641,25,0.39400,17,-0.2137,25,0.39156,1,-3.6328,25,0.46829
ENSG00000134686,PHC2,78,0.65416,71,0.49290,49,-0.0889,90,0.88550,36,-0.5989,51,-0.0122,35,-0.5868,42,-0.3585
ENSG00000163866,SMIM12,29,-1.0066,37,-0.6077,85,0.85520,67,0.28935,39,-0.5754,29,-0.9609,44,-0.3424,61,0.17224
ENSG00000116544,DLGAP3,7,-2.5728,22,-0.9092,23,-0.9382,20,-1.0348,33,-0.3432,54,0.45353,35,-0.2066,83,1.58748
ENSG00000163867,ZMYM6,18,-0.1584,29,0.61124,17,-0.2211,33,0.81911,25,0.43114,12,-0.7108,12,-0.7072,16,-0.3470
ENSG00000116560,SFPQ,337,0.42915,574,1.31283,198,-0.4668,301,0.24803,283,0.16424,284,0.15632,106,-1.3490,193,-0.5172
ENSG00000146463,ZMYM4,84,0.11546,103,0.43790,58,-0.5280,107,0.48789,112,0.63361,99,0.36594,66,-0.2689,53,-0.6853
ENSG00000142687,KIAA0319L,29,-1.1398,74,0.25459,67,0.12745,76,0.31235,73,0.26955,62,-0.0172,54,-0.2182,57,-0.1758
ENSG00000020129,NCDN,75,-2.7736,347,-0.5155,687,0.69546,257,-0.9718,658,0.53721,212,-1.2584,160,-1.6732,625,0.49570
ENSG00000126067,PSMB2,107,0.35497,63,-0.4597,127,0.80010,67,-0.3677,66,-0.4094,67,-0.3574,98,0.22074,64,-0.5225
ENSG00000142686,C1orf216,16,-2.3636,56,-0.5286,105,0.56220,117,0.63294,82,0.08401,34,-1.2809,23,-1.8010,99,0.44479
ENSG00000092847,AGO1,31,-0.2900,32,-0.2457,24,-0.7689,35,-0.1144,69,1.11458,20,-0.9272,51,0.47276,36,-0.0786
ENSG00000126070,AGO3,121,1.62803,97,1.23422,23,-1.1315,110,1.45686,32,-0.5839,31,-0.5695,44,-0.0407,17,-1.6297
ENSG00000054116,TRAPPC3,24,-1.0196,52,0.13354,59,0.41334,59,0.33698,45,-0.0899,19,-1.3800,29,-0.7842,57,0.32364
ENSG00000116871,MAP7D1,272,0.51470,145,-0.4705,183,-0.1323,206,0.07744,209,0.10850,153,-0.3836,103,-0.9789,235,0.35046
ENSG00000054118,THRAP3,218,0.31246,276,0.69270,133,-0.5301,332,1.00221,234,0.47116,123,-0.5768,137,-0.4018,123,-0.6670
ENSG00000196182,STK40,11,-0.8395,32,0.84901,17,-0.1757,6,-1.5803,18,-0.0620,30,0.70964,22,0.21253,19,0.00755
ENSG00000181817,LSM10,26,-0.8388,25,-0.8787,53,0.33800,12,-1.9394,34,-0.4408,41,-0.1246,49,0.14443,66,0.79574
ENSG00000116885,OSCP1,0,-8.0035,27,0.49128,30,0.89661,34,0.91157,18,-0.1575,10,-1.0166,2,-3.0326,18,-0.1645
ENSG00000116898,MRPS15,39,-0.8137,33,-1.0624,76,0.26694,35,-0.9446,44,-0.6557,46,-0.5565,68,0.04883,107,0.98880
ENSG00000163875,MEAF6,57,-0.9363,104,-0.0158,121,0.26533,108,0.04117,117,0.18151,48,-1.2011,134,0.37657,107,0.03083
ENSG00000134697,GNL2,31,0.35294,33,0.43421,32,0.48412,23,-0.1186,40,0.81875,21,-0.2822,3,-3.1255,13,-1.1468
ENSG00000185090,MANEAL,3,-2.8877,13,-0.6339,33,0.98946,16,-0.4018,27,0.45498,14,-0.5395,10,-1.0773,19,-0.1437
ENSG00000197982,C1orf122,401,1.15144,69,-1.5785,139,-0.6275,206,0.06597,95,-1.1730,239,0.29898,393,1.11478,217,0.17752
ENSG00000183431,SF3A3,30,-0.8427,56,0.08996,63,0.34663,87,0.79346,70,0.50832,64,0.30971,13,-2.1061,35,-0.7240
ENSG00000183520,UTP11,40,-0.2922,66,0.49736,46,-0.0851,59,0.32821,54,0.18353,38,-0.3791,37,-0.3982,47,-0.0471
ENSG00000116954,RRAGC,48,0.29837,38,-0.0669,42,0.10398,51,0.40982,47,0.32501,34,-0.2172,12,-1.7734,36,-0.1427
ENSG00000174574,AKIRIN1,91,0.26526,78,0.03284,84,0.17163,55,-0.4976,85,0.17404,93,0.30659,62,-0.3216,65,-0.2997
ENSG00000168653,NDUFS5,398,-0.9169,408,-0.8803,878,0.37144,665,-0.1339,520,-0.5527,611,-0.2641,823,0.19910,948,0.52669
ENSG00000127603,MACF1,488,0.84365,830,1.76912,167,-0.9602,358,0.34053,307,0.10570,403,0.53072,134,-1.1629,141,-1.2399
ENSG00000090621,PABPC4,99,0.62457,92,0.50571,38,-0.9578,63,-0.0906,56,-0.2902,117,0.89389,75,0.17823,65,-0.0531
ENSG00000116983,HPCAL4,66,-1.8230,206,-0.1130,146,-0.7419,180,-0.3223,291,0.47592,283,0.38704,155,-0.5456,323,0.75917
ENSG00000084072,PPIE,39,-0.0039,64,0.76014,53,0.58817,27,-0.5646,27,-0.6406,17,-1.3007,37,-0.1139,39,-0.0326
ENSG00000131236,CAP1,186,0.06071,179,-0.0007,211,0.32185,143,-0.3447,203,0.22071,180,0.01567,93,-0.9937,167,-0.1215
ENSG00000131238,PPT1,74,-0.9062,106,-0.3668,190,0.70219,146,0.14073,135,0.01755,157,0.25398,105,-0.3721,103,-0.4676
ENSG00000117000,RLF,9,-1.3739,62,1.60434,19,-0.3433,54,1.36413,34,0.68072,15,-0.6246,0,-7.6403,12,-1.1176
ENSG00000084073,ZMPSTE24,36,0.26483,28,-0.1116,40,0.55416,32,0.06882,35,0.25596,40,0.44130,15,-1.0797,17,-0.9646
ENSG00000084070,SMAP2,78,-1.0754,142,-0.1598,167,0.11495,229,0.59475,228,0.65315,82,-0.9960,56,-1.5542,168,0.11713
ENSG00000117016,RIMS3,4,-5.4489,132,-0.3535,171,0.06126,243,0.60482,172,0.06217,161,-0.0505,95,-0.8594,222,0.56959
ENSG00000066136,NFYC,27,-0.5094,39,0.06221,44,0.32554,46,0.34036,51,0.53335,45,0.31104,24,-0.6867,23,-0.8258
ENSG00000127124,HIVEP3,24,0.00176,12,-1.0236,22,-0.1231,35,0.62929,28,0.29698,33,0.49826,11,-1.1067,23,-0.0200
ENSG00000198815,FOXJ3,28,-0.5501,54,0.44311,45,0.21718,23,-0.8292,47,0.24363,20,-1.0350,42,0.05696,43,0.11352
ENSG00000177181,RIMKLA,1,-4.9032,39,-0.4536,82,0.92235,54,0.04006,45,-0.2565,22,-1.3291,51,-0.0523,59,0.22714
ENSG00000127125,PPCS,61,0.02104,65,0.12489,67,0.21524,37,-0.7410,57,-0.0909,59,-0.0417,70,0.22529,58,-0.0601
ENSG00000186409,CCDC30,38,-0.7070,144,1.42449,27,-1.3386,111,0.97307,71,0.28565,49,-0.3067,37,-0.7295,60,-0.0093
ENSG00000171960,PPIH,9,-1.1473,4,-2.1400,18,-0.0437,7,-1.4855,21,0.21753,19,0.02364,52,1.64509,19,0.00589
ENSG00000065978,YBX1,386,1.58534,191,0.39643,53,-1.7241,132,-0.1739,93,-0.7659,298,1.13037,171,0.22487,134,-0.1791
ENSG00000164008,C1orf50,12,-0.7917,12,-0.7941,21,0.05519,28,0.48740,8,-1.4880,26,0.39904,16,-0.3590,30,0.81267
ENSG00000177868,SVBP,68,0.18493,42,-0.5425,63,0.08663,29,-1.1018,47,-0.4104,63,0.07911,60,0.00970,79,0.52641
ENSG00000117394,SLC2A1,53,0.57035,146,2.38494,14,-1.6141,6,-2.6505,10,-2.0672,90,1.47062,33,-0.1770,30,-0.3888
ENSG00000117395,EBNA1BP2,64,-0.7702,58,-0.9216,126,0.33781,124,0.25593,129,0.34617,103,-0.0465,53,-1.0373,112,0.10889
ENSG00000066322,ELOVL1,281,4.18694,6,-2.4587,7,-2.6519,5,-2.9366,30,-0.2918,21,-0.7836,61,0.87476,2,-4.0426
ENSG00000159479,MED8,15,-0.7946,26,-0.0232,26,0.00080,16,-0.7185,20,-0.4104,18,-0.5689,30,0.23534,38,0.75714
ENSG00000142949,PTPRF,74,-0.2408,96,0.15786,96,0.18589,43,-1.0739,90,0.06953,114,0.43576,24,-1.9082,103,0.32616
ENSG00000066135,KDM4A,11,-0.6118,20,0.27307,14,-0.3074,16,-0.0217,30,1.09730,15,-0.1059,0,-7.1413,17,0.02053
ENSG00000126091,ST3GAL3,18,-1.0927,22,-0.7524,34,-0.1041,49,0.47010,36,-0.0134,23,-0.6868,36,-0.0258,50,0.62319
ENSG00000117408,IPO13,132,1.46135,31,-0.8678,40,-0.5609,45,-0.3023,60,0.17991,31,-0.8586,90,0.81022,46,-0.3069
ENSG00000117410,ATP6V0B,176,-1.0781,183,-1.0181,576,0.98636,359,0.01176,366,0.04493,198,-0.8994,209,-0.8206,350,-0.0352
ENSG00000117411,B4GALT2,29,-1.1958,63,0.00210,53,-0.3104,44,-0.5704,50,-0.3805,96,0.64976,50,-0.3566,94,0.78431
ENSG00000178028,DMAP1,46,-0.4175,49,-0.3277,64,0.09677,78,0.38554,68,0.18967,55,-0.1436,61,-0.0019,58,-0.0955
ENSG00000117419,ERI3,44,-1.4897,78,-0.6523,148,0.42510,112,-0.0885,105,-0.2064,119,0.00257,75,-0.7030,154,0.50871
ENSG00000187147,RNF220,135,0.31317,44,-1.3813,111,0.00434,115,0.06140,94,-0.2655,64,-0.8241,143,0.41373,138,0.42854
ENSG00000142937,RPS8,2585,1.15764,903,-0.5245,575,-1.3591,1398,0.15267,874,-0.6165,1703,0.46664,2185,0.87405,1414,0.20697
ENSG00000070785,EIF2B3,19,-0.5335,19,-0.5717,47,1.10134,43,0.71783,26,-0.0489,12,-1.2402,2,-3.8608,22,-0.3448
ENSG00000126088,UROD,42,-0.8806,46,-0.7396,112,0.79698,74,-0.0229,64,-0.2777,91,0.29449,24,-1.7341,79,0.09875
ENSG00000117450,PRDX1,453,0.83332,148,-0.9145,334,0.41588,128,-1.1320,143,-1.0312,557,1.18044,250,-0.1151,226,-0.3186
ENSG00000117448,AKR1A1,63,0.35218,39,-0.3814,60,0.33781,34,-0.6170,34,-0.6590,63,0.35302,31,-0.7290,59,0.30172
ENSG00000132780,NASP,190,1.43979,177,1.31585,48,-0.8898,92,0.23074,81,0.03979,87,0.14291,33,-1.3341,48,-0.8621
ENSG00000159592,GPBP1L1,42,0.16358,54,0.56931,40,0.08829,37,-0.0320,37,-0.0486,47,0.34982,9,-2.0846,37,-0.0669
ENSG00000086015,MAST2,3,-2.8154,22,-0.0694,33,0.69886,31,0.42690,8,-1.6623,24,0.04022,42,0.92653,22,-0.1185
ENSG00000117461,PIK3R3,1,-4.8063,73,1.15343,43,0.34200,61,0.84744,37,0.06794,40,0.18589,26,-0.4826,20,-0.9825
ENSG00000085998,POMGNT1,42,-0.1323,54,0.24816,55,0.33793,48,0.04305,43,-0.1019,32,-0.5472,26,-0.8836,49,0.09958
ENSG00000132128,LRRC41,23,-0.6210,20,-0.8642,47,0.58957,28,-0.3078,41,0.27980,28,-0.3346,31,-0.1673,33,-0.0988
ENSG00000173660,UQCRH,193,-1.5758,216,-1.4124,728,0.56155,665,0.30588,300,-0.9816,457,-0.2814,499,-0.1441,768,0.67316
ENSG00000117480,FAAH,43,0.86920,17,-0.5899,36,0.72615,13,-0.9635,22,-0.1609,9,-1.5168,9,-1.5081,26,0.12216
ENSG00000079277,MKNK1,5,-1.8809,60,1.92691,18,-0.0596,6,-1.7376,10,-1.0477,21,0.17108,13,-0.6145,22,0.31024
ENSG00000123472,ATPAF1,85,-0.6895,91,-0.5848,170,0.48242,133,-0.0006,85,-0.7385,162,0.31526,162,0.31499,138,0.07292
ENSG00000159658,EFCAB14,196,1.82706,74,0.19155,34,-1.1109,62,-0.0892,58,-0.2111,134,1.15023,42,-0.6816,42,-0.7759
ENSG00000186377,CYP4X1,2,-3.0919,17,0.02598,25,0.81961,11,-0.5414,22,0.50132,4,-1.9743,2,-2.6244,19,0.32378
ENSG00000162368,CMPK1,69,-0.9607,93,-0.5056,165,0.46687,110,-0.2542,94,-0.5411,161,0.33914,174,0.46247,133,0.03946
ENSG00000162373,BEND5,8,-2.4146,39,-0.1911,85,1.42243,91,1.17182,15,-1.6667,6,-2.8107,18,-1.3488,41,-0.1295
ENSG00000162374,ELAVL4,20,-3.4979,154,-0.4973,342,0.97891,330,0.70094,265,0.38780,83,-1.4176,183,-0.2302,145,-0.6845
ENSG00000185104,FAF1,39,-0.0840,40,-0.0486,54,0.53041,39,-0.0676,40,-0.0278,45,0.12677,49,0.26299,27,-0.7550
ENSG00000123091,RNF11,165,-1.2969,272,-0.5498,407,0.08887,374,-0.0598,399,0.04756,252,-0.6621,595,0.68045,457,0.31217
ENSG00000085832,EPS15,178,-0.3657,126,-0.8944,278,0.39750,399,0.91416,227,0.00828,141,-0.7216,296,0.42590,170,-0.5100
ENSG00000117859,OSBPL9,40,1.10550,30,0.61401,18,-0.2014,14,-0.5308,23,0.20773,26,0.42401,14,-0.5537,12,-0.8162
ENSG00000078618,NRDC,119,-0.3136,169,0.23513,175,0.36087,226,0.70606,168,0.24873,90,-0.7361,71,-1.0895,118,-0.3826
ENSG00000169213,RAB3B,58,-0.6961,85,-0.1095,60,-0.7264,356,2.35467,99,0.14303,11,-3.1472,71,-0.3783,75,-0.3523
ENSG00000117862,TXNDC12,40,0.22419,42,0.30404,35,0.03260,35,0.03791,35,0.01222,52,0.66259,17,-1.0732,29,-0.3103
ENSG00000134717,BTF3L4,58,-0.3067,21,-1.8336,97,0.62074,48,-0.6019,64,-0.1652,54,-0.4310,117,0.80538,68,-0.0767
ENSG00000157077,ZFYVE9,18,-1.7242,27,-1.0791,69,0.41619,143,1.54026,76,0.52596,34,-0.7786,25,-1.1950,41,-0.5757
ENSG00000134748,PRPF38A,62,0.51222,90,1.11914,28,-0.8453,55,0.32769,43,-0.0563,83,0.98364,8,-2.5493,39,-0.2775
ENSG00000134744,TUT4,170,1.27585,249,1.96662,34,-1.4207,117,0.65334,71,-0.1533,97,0.34423,31,-1.3914,34,-1.3886
ENSG00000162377,COA7,17,-0.8815,44,0.53273,26,-0.3355,36,0.19767,46,0.67147,23,-0.5048,30,-0.0970,30,-0.1099
ENSG00000162378,ZYG11B,53,-1.6606,134,-0.2758,228,0.70449,166,0.06363,193,0.32563,104,-0.6644,151,-0.0914,134,-0.3233
ENSG00000116171,SCP2,114,0.34944,74,-0.3175,103,0.23818,95,0.06752,69,-0.4694,136,0.63781,81,-0.1865,79,-0.2578
ENSG00000162384,CZIB,52,0.10112,22,-1.2264,63,0.48183,39,-0.3416,46,-0.0876,58,0.27971,33,-0.5919,50,0.04411
ENSG00000162385,MAGOH,17,-0.7693,28,-0.0648,38,0.53314,9,-1.6532,27,-0.0989,43,0.65048,13,-1.1555,32,0.18420
ENSG00000157193,LRP8,21,-1.1006,82,1.00407,43,-0.0487,72,0.79770,44,0.01193,33,-0.4292,16,-1.4831,43,-0.0399
ENSG00000058799,YIPF1,14,-0.4512,13,-0.5715,33,1.20776,3,-2.4692,24,0.46723,12,-0.6785,4,-2.2132,16,-0.2874
ENSG00000081870,HSPB11,20,-0.8740,26,-0.4545,35,0.00390,19,-0.9498,32,-0.1646,60,0.84434,45,0.37650,40,0.22224
ENSG00000116209,TMEM59,299,0.88149,107,-0.7351,231,0.57294,139,-0.3282,155,-0.1818,204,0.26612,101,-0.8209,130,-0.5085
ENSG00000116221,MRPL37,27,-1.1610,35,-0.8037,101,1.10422,19,-1.6778,42,-0.5514,29,-1.0604,51,-0.2403,73,0.41956
ENSG00000157216,SSBP3,89,-1.4169,165,-0.4815,259,0.26123,259,0.21197,235,0.06377,136,-0.7809,305,0.47323,246,0.16190
ENSG00000243725,TTC4,12,-0.6742,19,-0.0388,24,0.43911,24,0.34748,32,0.88110,16,-0.2933,14,-0.4429,10,-1.1643
ENSG00000116133,DHCR24,285,0.92606,54,-1.6429,310,1.42007,76,-1.1347,155,-0.0531,57,-1.5474,143,-0.1754,76,-1.2809
ENSG00000162402,USP24,21,-0.4562,68,1.42715,23,-0.3787,13,-1.1881,32,0.20045,51,0.95356,18,-0.6830,21,-0.4921
ENSG00000162407,PLPP3,150,0.87400,58,-0.6125,9,-3.5085,5,-4.0505,57,-0.7048,714,4.33845,21,-2.1221,14,-2.9124
ENSG00000162409,PRKAA2,13,-2.2740,121,1.12360,52,-0.2647,59,-0.0360,99,0.89358,32,-0.9586,6,-3.4254,66,0.17583
ENSG00000162601,MYSM1,48,-0.3784,191,1.90898,56,-0.1613,69,0.17939,75,0.34382,15,-2.1273,15,-2.0723,47,-0.4701
ENSG00000177606,JUN,85,0.14535,238,1.88780,30,-1.5893,11,-2.8264,132,0.96262,62,-0.3428,11,-2.8559,81,0.09742
ENSG00000134709,HOOK1,1,-5.2055,79,0.62417,31,-0.9612,79,0.62311,130,1.72248,23,-1.2798,14,-1.9689,48,-0.1951
ENSG00000162599,NFIA,416,1.58075,305,1.04044,25,-2.9922,45,-1.9167,178,0.18550,456,1.74797,198,0.33737,77,-1.2657
ENSG00000162604,TM2D1,68,0.40960,48,-0.1232,67,0.47431,35,-0.6143,53,0.00672,42,-0.3302,25,-1.0952,52,-0.0118
ENSG00000162607,USP1,109,1.02267,102,0.91097,36,-0.8474,71,0.31845,99,0.96110,77,0.45828,20,-1.5876,23,-1.5734
ENSG00000116641,DOCK7,29,0.01397,60,1.20383,15,-1.1342,9,-1.7238,34,0.28151,115,2.40261,6,-2.1862,14,-1.2550
ENSG00000125703,ATG4C,120,2.79193,11,-1.1884,16,-0.7603,9,-1.5346,21,-0.3128,27,0.14280,44,0.91563,7,-1.9384
ENSG00000079739,PGM1,16,-1.2640,21,-0.8109,45,0.41243,26,-0.5200,33,-0.1420,69,1.02209,48,0.42064,31,-0.3149
ENSG00000162434,JAK1,91,0.00446,159,0.88823,104,0.25941,144,0.72892,95,0.06432,93,0.03743,40,-1.2433,52,-0.9912
ENSG00000162433,AK4,32,-0.5724,49,0.10774,21,-1.2970,33,-0.4911,50,0.12517,146,1.93471,31,-0.5863,48,0.07465
ENSG00000116675,DNAJC6,281,-0.0430,237,-0.3060,400,0.64912,399,0.51435,270,-0.1122,78,-1.9734,324,0.18228,231,-0.4066
ENSG00000213625,LEPROT,50,1.19053,52,1.25730,10,-1.4506,14,-0.7945,9,-1.5222,82,2.09652,21,-0.1645,14,-0.9078
ENSG00000184588,PDE4B,143,1.36309,74,0.27511,46,-0.5470,54,-0.2037,76,0.34431,41,-0.6396,72,0.23088,45,-0.5850
ENSG00000118473,SGIP1,66,-1.2103,165,0.19285,162,0.19795,206,0.54834,213,0.67045,92,-0.7001,96,-0.6355,119,-0.3597
ENSG00000198160,MIER1,124,0.85794,162,1.31419,29,-1.5297,107,0.62190,101,0.58438,56,-0.3857,116,0.75313,29,-1.5658
ENSG00000142864,SERBP1,386,0.64102,310,0.28567,174,-0.6990,450,0.89255,324,0.39743,275,0.09995,171,-0.6370,198,-0.4825
ENSG00000116717,GADD45A,20,-0.7578,43,0.38502,29,-0.3003,48,0.55170,29,-0.2451,34,0.00299,77,1.33294,24,-0.5860
ENSG00000116729,WLS,41,-0.4213,63,0.23316,57,0.08018,103,1.02000,31,-0.8863,135,1.49931,25,-1.1728,35,-0.7543
ENSG00000033122,LRRC7,25,-1.5156,122,0.90904,52,-0.5137,56,-0.3145,150,1.45532,25,-1.5158,43,-0.7096,57,-0.3509
ENSG00000066557,LRRC40,13,-0.8398,34,0.63536,30,0.51123,19,-0.2315,25,0.16302,13,-0.7801,17,-0.4462,20,-0.2445
ENSG00000116754,SRSF11,399,0.86073,760,2.00189,165,-0.6219,150,-0.6771,270,0.24875,145,-0.7328,92,-1.4041,151,-0.7687
ENSG00000118454,ANKRD13C,28,-0.7061,63,0.51846,38,-0.3308,89,1.08690,56,0.36234,23,-0.9871,38,-0.2781,41,-0.1946
ENSG00000132485,ZRANB2,211,0.24404,441,1.46835,152,-0.3159,193,0.10565,239,0.48890,143,-0.3611,43,-2.1389,128,-0.6178
ENSG00000172260,NEGR1,83,-2.5017,445,0.01085,564,0.47393,543,0.32445,730,0.90405,60,-2.9816,217,-1.0853,416,-0.1114
ENSG00000178965,ERICH3,12,-3.2102,175,0.77375,93,-0.2585,125,0.23874,258,1.68549,30,-1.9306,47,-1.2582,71,-0.7399
ENSG00000116791,CRYZ,16,0.47450,3,-1.8041,28,1.90887,4,-1.5719,6,-1.1434,16,0.39726,0,-6.7132,7,-0.8799
ENSG00000162623,TYW3,45,-0.3049,53,-0.0448,47,-0.2704,65,0.28862,105,1.20049,31,-0.8472,18,-1.6205,48,-0.2171
ENSG00000117054,ACADM,67,0.42153,59,0.21373,46,-0.1812,66,0.39768,42,-0.3131,77,0.65325,28,-0.9201,48,-0.1092
ENSG00000137955,RABGGTB,54,0.26521,26,-0.8295,51,0.22935,81,0.93196,30,-0.6582,37,-0.3075,48,0.07440,43,-0.0910
ENSG00000117069,ST6GALNAC5,0,-8.5548,20,-0.8779,54,0.80280,30,-0.2730,48,0.46108,5,-2.9274,9,-2.0673,50,0.63502
ENSG00000142892,PIGK,34,-0.1570,32,-0.2734,56,0.78477,44,0.24115,31,-0.3290,15,-1.4274,38,-0.0039,33,-0.2420
ENSG00000154027,AK5,170,-1.2733,227,-0.8386,467,0.33548,95,-2.1307,740,1.16910,110,-1.9166,351,-0.1706,422,0.13771
ENSG00000036549,AC118549.1,78,1.67585,26,-0.1307,12,-1.3906,28,-0.0246,26,-0.1317,35,0.33084,35,0.33032,25,-0.1869
ENSG00000077254,USP33,92,-0.2764,163,0.62662,131,0.34317,134,0.32033,148,0.52212,57,-1.0016,66,-0.7792,75,-0.6723
ENSG00000180488,MIGA1,204,0.58378,132,-0.1007,149,0.10303,146,0.04983,223,0.82056,54,-1.4396,127,-0.1628,92,-0.7474
ENSG00000162613,FUBP1,85,0.37123,118,0.89714,63,-0.1306,55,-0.3116,92,0.54317,42,-0.7089,33,-1.0596,56,-0.3182
ENSG00000162616,DNAJB4,31,-0.4976,47,0.15576,41,-0.0608,45,0.09061,63,0.67333,30,-0.5199,30,-0.5210,41,-0.0901
ENSG00000117114,ADGRL2,0,-5.4158,58,1.11851,40,0.66193,52,0.93822,27,-0.0757,4,-2.8010,4,-2.7758,27,-0.1373
ENSG00000137941,TTLL7,1090,1.99517,311,-0.1183,243,-0.5797,289,-0.2354,531,0.82167,79,-2.1622,288,-0.2391,172,-1.1563
ENSG00000142875,PRKACB,429,0.01174,339,-0.3517,478,0.22165,567,0.45181,545,0.43180,196,-1.1776,367,-0.2314,371,-0.2544
ENSG00000117133,RPF1,30,-0.3310,50,0.49053,39,0.08388,41,0.17746,34,-0.1575,25,-0.5628,42,0.20509,36,-0.0516
ENSG00000174021,GNG5,34,0.35756,30,0.15088,7,-2.1063,1,-4.0610,13,-1.1603,108,2.35466,46,0.81980,29,0.12440
ENSG00000117155,SSX2IP,23,-3.1999,226,0.17411,210,0.07068,190,-0.0919,405,1.29448,87,-1.2824,84,-1.3324,192,-0.0941
ENSG00000162642,C1orf52,48,-0.3792,40,-0.6663,70,0.24704,32,-0.9752,76,0.36393,39,-0.6696,84,0.50552,64,0.08582
ENSG00000153904,DDAH1,73,-1.4397,88,-1.1500,146,-0.4561,103,-0.9160,223,0.29736,386,1.16750,309,0.79375,200,0.11900
ENSG00000117174,ZNHIT6,79,0.76620,59,0.31948,36,-0.5461,15,-1.7754,77,0.81869,57,0.26419,32,-0.6214,42,-0.2424
ENSG00000122417,ODF2L,39,-0.8316,180,1.62694,71,0.08519,102,0.66111,81,0.32451,20,-1.8297,10,-2.7711,50,-0.5272
ENSG00000097033,SH3GLB1,145,1.70417,95,0.95891,23,-1.4025,34,-0.6523,53,0.01885,95,0.96574,41,-0.3738,31,-0.8960
ENSG00000183291,SELENOF,155,0.96171,54,-0.6858,107,0.44294,76,-0.1776,75,-0.2173,98,0.21272,76,-0.1750,59,-0.6471
ENSG00000153936,HS2ST1,8,-2.3447,41,0.03799,31,-0.4596,45,0.18969,67,0.91524,58,0.58831,17,-1.2420,41,0.06177
ENSG00000143013,LMO4,141,-2.7450,659,-0.4619,1052,0.32509,755,-0.2526,1427,0.85232,395,-1.2328,478,-0.9475,1037,0.29719
ENSG00000065243,PKN2,107,1.59866,136,2.04623,20,-1.2352,25,-0.7163,31,-0.4484,51,0.36708,28,-0.5552,19,-1.2381
ENSG00000137947,GTF2B,27,0.09976,22,-0.1846,45,1.20669,25,-0.0467,13,-1.0057,14,-0.8819,8,-1.7600,24,-0.1261
ENSG00000213516,RBMXL1,30,0.55138,38,0.92904,17,-0.3755,24,0.19456,28,0.47904,17,-0.3518,3,-2.6011,18,-0.2421
ENSG00000197147,LRRC8B,88,-0.4229,111,-0.0691,125,0.15174,125,0.12370,171,0.69405,45,-1.4086,79,-0.5904,112,-0.0512
ENSG00000171492,LRRC8D,104,1.48933,11,-1.9135,58,0.62688,22,-0.9464,54,0.42301,19,-1.2256,42,0.00419,22,-1.0946
ENSG00000162664,ZNF326,157,1.25097,143,1.09177,54,-0.5366,81,0.16288,80,0.17237,46,-0.6837,76,0.07711,40,-1.0469
ENSG00000233593,LINC02609,22,-0.3257,5,-2.4758,47,1.17356,11,-1.3230,13,-1.0984,28,0.04653,18,-0.6044,32,0.35715
ENSG00000122482,ZNF644,223,1.55228,142,0.77578,39,-1.3527,119,0.49919,101,0.25350,85,-0.0408,58,-0.6171,62,-0.6165
ENSG00000172031,EPHX4,0,-6.1130,34,-0.1669,71,1.32775,7,-2.3526,45,0.31467,12,-1.7103,0,-8.3234,45,0.33526
