Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000090273,NUDC,150,-0.5422,277,0.43692,256,0.35183,180,-0.2570,188,-0.2084,167,-0.3780,224,0.09170,231,0.13756
ENSG00000253368,TRNP1,8,-2.6320,40,-0.3804,67,0.52834,61,0.31673,45,-0.2073,58,0.21482,56,0.17636,57,0.20305
ENSG00000090020,SLC9A1,11,-0.8558,12,-0.8077,30,0.77813,27,0.49039,17,-0.2730,22,0.14874,13,-0.6048,19,-0.0291
ENSG00000142784,WDTC1,46,0.88956,28,0.05634,33,0.34458,15,-0.9129,21,-0.4356,21,-0.4140,28,0.08361,24,-0.1551
ENSG00000186501,TMEM222,26,-0.5891,43,0.20790,47,0.43522,60,0.76374,24,-0.7778,43,0.21898,25,-0.6055,36,-0.0601
ENSG00000158195,WASF2,108,2.01847,46,0.45915,26,-0.5115,29,-0.2406,25,-0.5265,12,-1.5759,34,-0.0395,14,-1.3950
ENSG00000126705,AHDC1,22,-0.7776,16,-1.2515,34,-0.1030,49,0.47320,48,0.49989,25,-0.5520,62,0.87617,26,-0.5382
ENSG00000126709,IFI6,125,0.22850,86,-0.3615,92,-0.3022,101,-0.1191,117,0.12856,169,0.72357,116,0.10663,73,-0.6224
ENSG00000009780,FAM76A,28,0.39723,15,-0.5569,16,-0.4524,23,0.08941,21,-0.0197,21,0.00039,25,0.24470,28,0.39862
ENSG00000117758,STX12,93,-0.1609,91,-0.2040,91,-0.2359,110,0.09796,117,0.21928,117,0.19281,101,-0.0452,109,0.07705
ENSG00000117751,PPP1R8,24,-0.0167,25,0.03869,19,-0.4949,35,0.58173,28,0.19378,14,-0.9066,35,0.57015,21,-0.2503
ENSG00000117748,RPA2,28,-0.5046,41,0.08158,28,-0.5488,44,0.18697,30,-0.4202,39,0.02555,54,0.54672,64,0.83348
ENSG00000158161,EYA3,12,0.23634,8,-0.4007,7,-0.5212,5,-1.0795,16,0.85567,15,0.60736,5,-0.9443,10,-0.0407
ENSG00000126698,DNAJC8,219,-0.0821,259,0.19023,221,-0.0747,280,0.31592,244,0.09992,245,0.10042,149,-0.6794,222,-0.0566
ENSG00000130770,ATP5IF1,158,-1.5196,501,0.26598,406,-0.0823,436,0.04274,334,-0.4238,472,0.16876,489,0.22571,714,0.86190
ENSG00000204138,PHACTR4,63,1.66156,22,-0.1475,25,0.09205,18,-0.4274,18,-0.5044,11,-1.1424,31,0.42949,8,-1.6533
ENSG00000180098,TRNAU1AP,17,-0.2025,19,0.00433,18,-0.0957,21,0.19124,18,-0.0629,24,0.35064,15,-0.3620,21,0.19344
ENSG00000197989,SNHG12,7,-0.2847,10,0.20347,12,0.63095,14,0.77709,3,-1.4802,10,0.19449,2,-1.7158,12,0.50467
ENSG00000120656,TAF12,8,-0.6771,7,-0.8114,13,-0.0485,12,-0.0804,12,-0.1542,11,-0.1721,27,1.20389,14,0.13472
ENSG00000198492,YTHDF2,51,-0.7498,41,-1.0703,45,-1.0168,163,1.15211,72,-0.2366,129,0.74073,85,0.05248,119,0.60792
ENSG00000116329,OPRD1,6,-0.6410,1,-2.6657,10,0.08192,14,0.72906,8,-0.2989,12,0.39577,9,-0.0848,15,0.78034
ENSG00000159023,EPB41,16,-0.6192,8,-1.5992,17,-0.5203,36,0.70493,33,0.67504,27,0.24364,32,0.49564,13,-0.8410
ENSG00000116350,SRSF4,91,0.75892,38,-0.6404,51,-0.2035,75,0.43236,47,-0.3593,58,0.01588,72,0.36390,44,-0.4087
ENSG00000116353,MECR,14,-1.0084,27,-0.0705,33,0.31085,23,-0.3242,18,-0.6944,29,0.07010,47,0.86194,35,0.39492
ENSG00000060656,PTPRU,13,-0.7080,10,-1.1591,16,-0.5376,52,1.49851,40,1.25883,12,-0.8489,9,-1.3018,6,-1.9732
ENSG00000162511,LAPTM5,63,1.87650,43,1.15600,28,0.50857,6,-1.9491,8,-1.6213,4,-2.5571,14,-0.6590,13,-0.7484
ENSG00000162512,SDC3,135,1.16231,86,0.39320,47,-0.6250,54,-0.3337,65,-0.0534,58,-0.2437,65,-0.0490,51,-0.4319
ENSG00000134644,PUM1,139,-0.0053,79,-0.8817,99,-0.5964,161,0.23178,199,0.67594,130,-0.1136,188,0.48804,101,-0.5012
ENSG00000060688,SNRNP40,5,-0.9655,2,-1.9119,14,0.55885,6,-0.7307,7,-0.6210,18,0.93317,15,0.65459,12,0.32074
ENSG00000121766,ZCCHC17,111,-0.0822,108,-0.1328,103,-0.2287,107,-0.1486,123,0.07940,115,-0.0341,132,0.19279,149,0.38278
ENSG00000121769,FABP3,19,-2.1126,43,-0.9221,64,-0.3532,119,0.69415,89,0.23936,110,0.55578,79,0.02177,105,0.47624
ENSG00000162517,PEF1,41,-0.0800,36,-0.3094,46,0.11404,21,-1.0815,38,-0.2399,58,0.45899,45,0.04666,65,0.66307
ENSG00000084636,COL16A1,58,1.08921,18,-0.7893,38,0.41622,18,-0.8342,22,-0.5469,28,-0.1258,45,0.65232,16,-1.0074
ENSG00000121753,ADGRB2,103,-0.6045,116,-0.4267,117,-0.4482,159,0.07455,216,0.67011,156,0.04154,152,0.00403,164,0.13120
ENSG00000184007,PTP4A2,592,1.65854,228,0.00033,204,-0.1917,203,-0.1811,212,-0.1270,181,-0.3623,129,-0.8796,111,-1.1186
ENSG00000121774,KHDRBS1,118,0.00833,113,-0.0596,81,-0.6299,124,0.09292,97,-0.3311,114,-0.0424,164,0.54428,183,0.72884
ENSG00000121775,TMEM39B,7,-0.4955,8,-0.2653,14,0.77639,8,-0.2455,5,-0.9444,9,-0.0576,13,0.59959,9,0.02045
ENSG00000025800,KPNA6,57,-0.0991,44,-0.5094,40,-0.7136,103,0.86506,70,0.27088,58,-0.0688,75,0.34403,50,-0.3168
ENSG00000084652,TXLNA,26,0.35732,8,-1.4598,21,-0.0003,14,-0.5709,22,0.14181,23,0.14326,35,0.85778,15,-0.4773
ENSG00000160050,CCDC28B,9,-0.4762,24,1.04521,11,-0.3211,3,-2.1096,8,-0.8372,12,-0.1393,21,0.82074,22,0.87442
ENSG00000084623,EIF3I,62,-0.6374,95,0.01545,75,-0.3852,87,-0.1163,76,-0.3698,129,0.52359,117,0.36135,145,0.71212
ENSG00000116478,HDAC1,30,1.77615,15,0.53191,10,-0.0683,3,-1.7322,5,-1.0875,3,-1.6230,18,0.83852,6,-0.9271
ENSG00000175130,MARCKSL1,364,2.08495,164,0.60811,95,-0.3105,93,-0.3129,93,-0.3464,43,-1.4747,33,-1.8887,60,-0.9881
ENSG00000160058,BSDC1,49,0.26701,20,-1.1403,50,0.30954,26,-0.7111,33,-0.3935,50,0.27261,63,0.66507,44,0.09315
ENSG00000160062,ZBTB8A,30,1.42045,7,-0.8681,8,-0.7093,8,-0.7068,10,-0.3824,8,-0.7669,24,1.01999,14,0.16725
ENSG00000176261,ZBTB8OS,17,-1.3705,38,-0.1788,53,0.39610,40,-0.1201,52,0.34803,32,-0.4665,40,-0.1114,52,0.29599
ENSG00000162521,RBBP4,110,0.36003,78,-0.1960,62,-0.5915,66,-0.4438,83,-0.1039,95,0.12728,128,0.61381,111,0.38467
ENSG00000162522,KIAA1522,12,-0.3632,19,0.32677,19,0.42733,3,-2.1233,14,-0.1369,13,-0.1901,20,0.45962,18,0.22840
ENSG00000134684,YARS,43,-1.1084,49,-0.9322,82,-0.1467,125,0.56321,76,-0.2638,153,0.90269,84,-0.0904,117,0.45154
ENSG00000116497,S100PBP,27,1.22544,12,-0.1634,9,-0.6471,6,-1.0834,17,0.48707,6,-1.1431,20,0.68287,7,-0.8704
ENSG00000160097,FNDC5,10,-1.3107,8,-1.6872,38,0.78593,40,0.75651,19,-0.4678,22,-0.1774,23,-0.1507,33,0.44005
ENSG00000121905,HPCA,36,-2.0353,115,-0.2630,132,-0.0620,134,-0.0270,119,-0.2458,96,-0.5466,253,1.03598,228,0.85098
ENSG00000121900,TMEM54,39,0.28299,45,0.53106,52,0.89626,20,-0.7761,13,-1.4340,29,-0.1552,15,-1.2007,46,0.58158
ENSG00000116514,RNF19B,12,-0.3545,5,-1.6544,12,-0.3291,21,0.54329,10,-0.6252,19,0.40833,28,1.04530,19,0.37702
ENSG00000004455,AK2,45,0.97094,23,-0.0769,24,-0.0181,11,-1.1915,21,-0.2736,26,0.09432,23,-0.0772,27,0.13563
ENSG00000142920,AZIN2,18,-0.0217,9,-1.1511,28,0.76747,24,0.43604,11,-0.8602,25,0.47648,9,-1.0725,22,0.28689
ENSG00000160094,ZNF362,23,0.58248,18,0.22605,11,-0.6304,22,0.49977,14,-0.2483,20,0.36762,15,-0.0572,11,-0.5227
ENSG00000134686,PHC2,54,0.29599,25,-0.8813,50,0.20848,36,-0.3252,60,0.54334,30,-0.6283,52,0.24464,30,-0.6283
ENSG00000163866,SMIM12,26,-0.9501,39,-0.3199,49,0.05110,38,-0.3602,51,0.11227,77,0.78137,58,0.29133,41,-0.2454
ENSG00000116544,DLGAP3,26,-0.2077,43,0.61302,32,0.16342,16,-0.9574,27,-0.1744,27,-0.1355,40,0.48874,25,-0.2395
ENSG00000163867,ZMYM6,33,0.72011,9,-1.2609,11,-1.0148,17,-0.3315,22,0.08330,21,-0.0324,44,1.20696,21,-0.0289
ENSG00000116560,SFPQ,347,0.89814,138,-0.5978,141,-0.6199,240,0.27718,199,-0.0229,218,0.12371,221,0.14458,175,-0.2282
ENSG00000146463,ZMYM4,81,0.32048,99,0.65202,53,-0.3861,67,0.02306,76,0.25922,61,-0.1313,45,-0.5917,51,-0.4250
ENSG00000142687,KIAA0319L,55,0.11125,40,-0.3851,48,-0.1013,50,-0.0419,50,-0.0346,55,0.12054,65,0.40261,49,-0.0654
ENSG00000020129,NCDN,119,-1.9167,302,-0.5147,333,-0.4005,330,-0.3748,419,-0.0011,559,0.46960,525,0.36772,849,1.19226
ENSG00000126067,PSMB2,41,-0.9648,63,-0.2806,74,-0.0390,40,-1.0035,75,-0.0140,108,0.57862,114,0.66890,93,0.33901
ENSG00000142686,C1orf216,25,-1.5633,44,-0.7371,80,0.21449,72,0.01642,69,-0.0625,86,0.31543,97,0.51420,88,0.34687
ENSG00000134698,AGO4,18,0.26401,13,-0.2646,13,-0.2164,12,-0.3184,15,0.00265,10,-0.5753,27,0.97657,13,-0.1744
ENSG00000092847,AGO1,46,0.41525,23,-0.6575,42,0.28137,35,-0.0426,25,-0.5970,30,-0.2492,49,0.52437,39,0.14815
ENSG00000126070,AGO3,77,1.53510,14,-1.2188,22,-0.6358,32,0.02396,28,-0.1972,31,-0.0012,40,0.37482,21,-0.6556
ENSG00000116863,ADPRHL2,11,-0.2521,15,0.29066,15,0.23414,5,-1.2845,7,-0.9402,16,0.34069,16,0.33116,21,0.80859
ENSG00000054116,TRAPPC3,21,-0.9516,43,0.11448,34,-0.2470,36,-0.1558,35,-0.2337,55,0.51904,39,-0.0374,65,0.81206
ENSG00000116871,MAP7D1,124,-0.2214,135,-0.0866,135,-0.0988,116,-0.3275,112,-0.4241,160,0.18848,196,0.51553,201,0.56486
ENSG00000054118,THRAP3,166,0.47955,73,-0.8182,77,-0.8056,125,0.01585,138,0.19565,156,0.37664,158,0.39227,130,0.07128
ENSG00000196182,STK40,23,0.81956,11,-0.3788,18,0.53167,8,-0.9054,12,-0.2036,18,0.41634,7,-1.0951,11,-0.3747
ENSG00000181817,LSM10,25,-0.3284,35,0.21357,34,0.18990,18,-0.8282,21,-0.6817,38,0.34407,26,-0.2603,56,0.98674
ENSG00000116885,OSCP1,6,-1.1447,12,-0.1782,11,-0.4336,16,0.20720,8,-0.8938,30,1.28460,8,-0.8296,29,1.19155
ENSG00000116898,MRPS15,35,-0.6036,52,0.01928,49,-0.0954,54,0.09170,47,-0.1744,65,0.38250,47,-0.1247,69,0.48775
ENSG00000163873,GRIK3,13,-0.9290,9,-1.4431,17,-0.6126,76,2.03212,36,0.77835,14,-0.8167,18,-0.4558,4,-2.5803
ENSG00000163875,MEAF6,59,-0.8248,72,-0.5064,94,-0.0955,149,0.65859,99,-0.0099,93,-0.1038,121,0.31945,115,0.22900
ENSG00000163877,SNIP1,12,-0.4239,16,0.01766,11,-0.5452,6,-1.2840,26,1.03020,18,0.24671,11,-0.4809,16,0.06741
ENSG00000134697,GNL2,22,-0.0428,16,-0.5722,13,-0.9393,20,-0.1584,29,0.45356,22,-0.0463,42,1.01856,21,-0.1450
ENSG00000116922,C1orf109,7,-1.0553,12,-0.2125,10,-0.5552,11,-0.3608,14,-0.0627,23,0.77355,12,-0.3005,29,1.18085
ENSG00000185090,MANEAL,11,-0.8887,13,-0.6800,18,-0.2182,8,-1.3745,16,-0.3414,34,0.88622,32,0.76746,33,0.84448
ENSG00000196449,YRDC,1,-3.0586,12,0.41193,9,-0.0012,6,-0.5119,7,-0.4579,14,0.66926,12,0.45255,13,0.66488
ENSG00000197982,C1orf122,209,0.34726,256,0.68642,190,0.21684,117,-0.5774,131,-0.4403,118,-0.5590,160,-0.0833,184,0.14491
ENSG00000188786,MTF1,15,0.43903,9,-0.3245,9,-0.3426,2,-2.2610,14,0.37461,15,0.49348,16,0.57026,9,-0.3814
ENSG00000183431,SF3A3,50,0.44325,27,-0.5306,26,-0.6239,41,0.14330,33,-0.2216,42,0.15762,41,0.13806,58,0.69753
ENSG00000183520,UTP11,43,0.24769,40,0.12110,26,-0.5986,26,-0.5608,24,-0.7204,48,0.44586,40,0.12163,71,1.10463
ENSG00000116954,RRAGC,35,-0.2782,30,-0.5105,25,-0.8623,48,0.22097,31,-0.5304,66,0.75813,75,0.98234,51,0.32830
ENSG00000174574,AKIRIN1,69,-0.0711,53,-0.4718,60,-0.3203,75,0.07223,63,-0.2485,103,0.57561,94,0.42759,81,0.19496
ENSG00000168653,NDUFS5,338,-1.1403,705,-0.0012,856,0.35631,712,0.01352,644,-0.1632,682,-0.0541,694,-0.0261,927,0.44312
ENSG00000127603,MACF1,612,1.35967,167,-0.7820,221,-0.3921,255,-0.1231,274,-0.0128,238,-0.2309,388,0.56025,107,-1.4532
ENSG00000090621,PABPC4,122,1.04916,56,-0.2261,60,-0.1405,51,-0.3745,82,0.43630,31,-1.1158,53,-0.3295,52,-0.3592
ENSG00000116983,HPCAL4,254,-0.1189,278,0.02422,205,-0.5083,307,0.18476,335,0.37450,229,-0.2873,296,0.12370,295,0.12142
ENSG00000084072,PPIE,31,-0.0988,29,-0.2115,34,0.06438,41,0.37901,28,-0.3000,42,0.41196,30,-0.1280,31,-0.0805
ENSG00000168389,MFSD2A,27,1.39594,6,-1.0035,12,0.02518,18,0.70901,9,-0.3570,7,-0.6533,12,0.05042,3,-1.7380
ENSG00000131236,CAP1,129,-0.0542,136,0.03355,82,-0.8297,108,-0.3375,110,-0.3381,198,0.65043,213,0.76872,166,0.35319
ENSG00000131238,PPT1,81,-0.5201,133,0.26222,89,-0.4201,112,-0.0176,82,-0.5602,144,0.39486,135,0.28678,184,0.80285
ENSG00000117000,RLF,39,0.59736,12,-1.2160,10,-1.5445,56,1.23259,31,0.25647,31,0.24282,22,-0.3499,26,-0.0305
ENSG00000259943,AL050341.2,11,-0.1135,19,0.77848,8,-0.6052,9,-0.3412,6,-0.9605,18,0.72634,9,-0.3692,21,0.94956
ENSG00000084073,ZMPSTE24,40,0.28075,36,0.14708,30,-0.1595,23,-0.5996,31,-0.1416,41,0.32634,31,-0.1293,40,0.31000
ENSG00000049089,COL9A2,50,2.82147,12,0.10591,9,-0.3860,8,-0.4455,6,-0.8804,3,-1.7934,4,-1.3779,2,-2.0776
ENSG00000084070,SMAP2,66,-1.1071,100,-0.4818,102,-0.4835,168,0.35019,157,0.27586,195,0.59976,150,0.17154,154,0.20897
ENSG00000117016,RIMS3,51,-1.8878,138,-0.3901,237,0.54976,99,-0.8951,192,0.14776,221,0.36287,205,0.23684,196,0.16408
ENSG00000066136,NFYC,21,-0.4907,17,-0.8472,29,-0.0009,32,0.11092,29,-0.0498,39,0.44430,40,0.49705,29,0.00180
ENSG00000179862,CITED4,5,-0.7012,11,0.43829,10,0.26581,2,-1.9940,5,-0.6921,8,-0.0773,9,0.18166,18,1.22114
ENSG00000171793,CTPS1,11,-0.0866,5,-1.0736,6,-1.0372,10,-0.2106,11,-0.0883,18,0.71120,23,1.12891,14,0.28400
ENSG00000010803,SCMH1,4,-1.1588,14,0.52327,9,-0.1914,5,-0.8906,10,0.07776,6,-0.6190,23,1.38679,7,-0.4059
ENSG00000127124,HIVEP3,14,-0.6367,13,-0.7728,21,-0.0174,46,1.27244,24,0.21412,18,-0.2892,19,-0.2128,14,-0.6314
ENSG00000198815,FOXJ3,30,-0.7537,24,-1.0624,42,-0.2828,47,-0.0725,52,0.11151,67,0.52265,77,0.74299,56,0.21911
ENSG00000177181,RIMKLA,6,-2.7836,39,-0.0164,57,0.71385,41,0.09060,33,-0.3057,77,1.12494,28,-0.5194,21,-0.9802
ENSG00000127125,PPCS,39,-0.6853,70,0.25745,49,-0.3576,38,-0.7152,65,0.15218,79,0.43617,53,-0.1933,93,0.72116
ENSG00000186409,CCDC30,83,0.91925,47,-0.0282,32,-0.6704,44,-0.1232,59,0.39878,46,-0.0512,39,-0.3194,35,-0.4905
ENSG00000171960,PPIH,9,-0.6300,9,-0.6132,9,-0.7926,13,-0.1340,21,0.73486,7,-1.0644,30,1.21961,14,-0.0421
ENSG00000065978,YBX1,144,0.73970,190,1.22446,83,-0.1897,58,-0.7254,48,-1.0862,31,-1.6340,152,0.83190,82,-0.1750
ENSG00000164008,C1orf50,17,0.00880,18,0.10007,14,-0.3415,11,-0.6601,21,0.33294,14,-0.3183,11,-0.6278,30,0.92455
ENSG00000177868,SVBP,35,-0.2573,51,0.32808,40,-0.0842,41,-0.0144,38,-0.1648,27,-0.6747,38,-0.1609,69,0.82866
ENSG00000117394,SLC2A1,54,0.67246,41,0.22032,50,0.62273,12,-1.5903,26,-0.5767,25,-0.5744,48,0.47453,27,-0.4612
ENSG00000117395,EBNA1BP2,39,-1.0813,76,-0.0475,76,-0.0637,43,-0.9499,56,-0.5889,138,0.92773,65,-0.3062,163,1.22486
ENSG00000066322,ELOVL1,50,2.93867,11,0.09489,8,-0.4374,0,-3.9346,4,-1.6273,7,-0.5576,4,-1.2617,8,-0.3242
ENSG00000159479,MED8,17,-0.2065,11,-0.8757,24,0.42401,20,0.05109,12,-0.7866,22,0.22192,18,-0.1307,32,0.85386
ENSG00000198198,SZT2,19,0.60758,6,-1.0213,8,-0.6937,9,-0.5155,22,1.04591,10,-0.3346,14,0.13817,8,-0.6308
ENSG00000178922,HYI,20,0.69972,21,0.75482,10,-0.3818,14,0.12082,5,-1.4751,8,-0.7335,29,1.33772,7,-0.9038
ENSG00000142949,PTPRF,58,-0.1445,83,0.44427,55,-0.2430,29,-1.1899,45,-0.6043,86,0.49194,75,0.27417,103,0.79560
ENSG00000066135,KDM4A,13,-0.4455,15,-0.2674,9,-1.2075,21,0.22140,20,0.22807,20,0.19501,35,1.06834,18,-0.0098
ENSG00000126091,ST3GAL3,24,-0.3407,14,-1.1233,33,0.20405,41,0.50467,33,0.16300,27,-0.1816,27,-0.1618,34,0.19417
ENSG00000117408,IPO13,92,1.07386,53,0.13495,34,-0.6161,52,0.11869,43,-0.2169,41,-0.2630,49,0.01984,44,-0.1538
ENSG00000132768,DPH2,8,-0.5973,7,-0.7473,9,-0.3872,3,-1.9900,11,-0.0262,20,0.96418,16,0.58922,19,0.81313
ENSG00000117410,ATP6V0B,133,-1.1542,164,-0.8311,259,-0.1420,240,-0.2458,254,-0.1738,462,0.82812,319,0.20873,458,0.81297
ENSG00000117411,B4GALT2,65,0.37024,49,-0.0928,63,0.36775,48,-0.1185,45,-0.2572,32,-0.7291,70,0.48650,38,-0.5010
ENSG00000159214,CCDC24,7,-1.0534,17,0.13049,23,0.79675,8,-0.9848,12,-0.4065,18,0.26364,11,-0.5539,21,0.52771
ENSG00000178028,DMAP1,40,-0.1171,26,-0.7993,40,-0.1250,33,-0.3971,37,-0.2469,55,0.40031,81,1.05993,40,-0.1196
ENSG00000117419,ERI3,124,0.20129,119,0.13379,111,0.02464,100,-0.1376,101,-0.1337,135,0.34719,84,-0.4109,106,-0.0481
ENSG00000187147,RNF220,82,-0.3917,67,-0.6929,137,0.49461,117,0.16688,116,0.17320,92,-0.2180,95,-0.1574,93,-0.1940
ENSG00000142937,RPS8,1261,0.18490,1834,0.80982,1113,-0.0193,1299,0.23225,1090,-0.0571,565,-1.0708,705,-0.7321,1179,0.07608
ENSG00000070785,EIF2B3,11,-1.0425,12,-1.0283,21,-0.1563,30,0.45212,16,-0.5734,40,0.91456,29,0.36402,32,0.54947
ENSG00000126107,HECTD3,6,-0.6090,5,-0.8893,11,0.26188,5,-0.8658,11,0.26625,16,0.81360,10,0.04654,9,-0.1692
ENSG00000126088,UROD,57,-0.4268,67,-0.1985,78,0.06191,83,0.14354,64,-0.2920,75,-0.0056,77,0.02879,112,0.64566
ENSG00000132763,MMACHC,17,0.91301,12,0.32510,2,-2.0612,6,-0.7788,17,1.10242,16,0.83535,3,-1.6250,3,-1.4944
ENSG00000117450,PRDX1,242,-0.0833,438,0.89757,202,-0.4056,243,-0.0776,247,-0.0536,231,-0.1552,217,-0.2552,279,0.14695
ENSG00000117448,AKR1A1,36,-0.1637,39,-0.0292,38,-0.0690,44,0.17055,30,-0.4681,43,0.10963,44,0.15312,55,0.52544
ENSG00000132780,NASP,186,2.07788,37,-0.7152,43,-0.5329,27,-1.1831,45,-0.4261,38,-0.6401,68,0.24529,48,-0.2860
ENSG00000159592,GPBP1L1,42,0.49616,32,0.06772,24,-0.4525,16,-1.0047,33,0.11467,31,-0.0027,46,0.63013,29,-0.1040
ENSG00000159596,TMEM69,8,-0.7039,10,-0.4609,14,0.07474,13,-0.0311,12,-0.1868,26,1.09479,10,-0.4379,14,0.11307
ENSG00000086015,MAST2,15,-0.5259,15,-0.5344,33,0.80361,24,0.14361,11,-1.1223,26,0.31014,23,0.06943,25,0.23277
ENSG00000117461,PIK3R3,17,-0.9398,29,-0.1734,24,-0.4721,51,0.76906,34,0.13532,30,-0.0873,58,0.98670,17,-0.9867
ENSG00000085998,POMGNT1,42,-0.1590,36,-0.4314,52,0.17142,41,-0.2020,48,0.02222,59,0.36115,50,0.09445,43,-0.1298
ENSG00000132128,LRRC41,23,-0.5170,32,-0.0220,35,0.13922,28,-0.2037,31,-0.0526,40,0.32953,30,-0.1179,38,0.23744
ENSG00000173660,UQCRH,172,-1.6405,440,-0.2085,673,0.55123,589,0.25932,401,-0.3949,544,0.12934,424,-0.2673,701,0.54797
ENSG00000117481,NSUN4,15,0.43570,8,-0.4687,18,0.84480,6,-1.0298,7,-0.8568,19,0.75694,8,-0.6330,10,-0.2158
ENSG00000117480,FAAH,30,0.44092,20,-0.2297,24,0.11317,28,0.34144,12,-1.0240,19,-0.3139,34,0.64639,24,0.10060
ENSG00000079277,MKNK1,31,0.53383,20,-0.2007,23,0.07445,7,-1.7555,17,-0.4172,15,-0.5650,36,0.79806,32,0.59333
ENSG00000123472,ATPAF1,100,-0.4054,152,0.26189,137,0.10742,151,0.24898,118,-0.1662,124,-0.0648,129,-0.0022,127,-0.0300
ENSG00000159658,EFCAB14,144,1.31934,106,0.77962,58,-0.2186,49,-0.4561,54,-0.3634,37,-0.8999,52,-0.3913,49,-0.4764
ENSG00000186377,CYP4X1,4,-1.8695,4,-1.9127,24,0.87222,15,-0.0153,8,-1.1066,24,0.78991,16,0.14523,23,0.71477
ENSG00000162368,CMPK1,109,-0.2502,103,-0.3311,146,0.25537,99,-0.3941,136,0.11464,163,0.39650,118,-0.1170,117,-0.1316
ENSG00000132122,SPATA6,29,1.91820,14,0.64954,3,-1.8797,3,-1.5357,6,-0.8206,4,-1.1259,20,1.20241,7,-0.3686
ENSG00000186094,AGBL4,3,-2.0596,3,-1.8520,9,-0.5017,20,0.77550,9,-0.4447,18,0.59975,23,1.06882,18,0.62158
ENSG00000162373,BEND5,14,-1.3494,14,-1.2773,51,0.78783,29,-0.2499,27,-0.3602,70,1.23087,10,-1.7887,43,0.38147
ENSG00000162374,ELAVL4,36,-2.4444,80,-1.2737,189,0.05469,295,0.77935,204,0.18806,332,0.98587,151,-0.3140,157,-0.2457
ENSG00000185104,FAF1,27,-0.6274,34,-0.2597,32,-0.4030,42,0.06877,45,0.19468,58,0.60924,38,-0.1042,50,0.34306
ENSG00000123091,RNF11,208,-1.0737,276,-0.6438,485,0.28159,516,0.34695,449,0.13876,410,-0.0246,383,-0.1343,501,0.30034
ENSG00000085832,EPS15,152,-0.6906,198,-0.2819,223,-0.1018,382,0.79218,294,0.40657,247,0.07377,163,-0.5804,186,-0.3777
ENSG00000117859,OSBPL9,43,0.99867,25,0.09684,19,-0.3537,15,-0.6702,20,-0.2769,22,-0.0887,41,0.93322,10,-1.3221
ENSG00000078618,NRDC,126,0.16099,67,-0.8197,67,-0.8997,178,0.72842,130,0.24426,154,0.48224,105,-0.1322,116,0.02813
ENSG00000169213,RAB3B,55,-0.7737,40,-1.2606,51,-0.9517,293,2.10932,102,0.22863,77,-0.2428,65,-0.5172,64,-0.5246
ENSG00000117862,TXNDC12,26,-0.2457,42,0.48674,18,-0.8646,20,-0.7026,31,0.01300,32,0.04142,52,0.85833,38,0.33925
ENSG00000134717,BTF3L4,33,-1.0159,39,-0.7326,47,-0.5185,101,0.76773,71,0.21393,67,0.10478,61,-0.0618,95,0.66573
ENSG00000157077,ZFYVE9,31,-0.7805,19,-1.5227,45,-0.2165,71,0.52828,68,0.52453,70,0.50657,36,-0.5448,59,0.22931
ENSG00000134748,PRPF38A,67,0.78386,40,-0.0589,29,-0.6123,36,-0.2188,57,0.57634,19,-1.2140,39,-0.0858,43,0.05231
ENSG00000134744,TUT4,140,1.43141,43,-0.5390,32,-1.0502,71,0.25320,71,0.29288,31,-1.0059,68,0.18329,45,-0.4584
ENSG00000162377,COA7,17,-0.6084,12,-1.1397,22,-0.2837,48,1.05301,30,0.29011,25,-0.0225,24,-0.0894,25,-0.0150
ENSG00000162378,ZYG11B,79,-0.8976,91,-0.6846,130,-0.1396,188,0.47826,163,0.27450,190,0.49325,148,0.08795,122,-0.2215
ENSG00000121310,ECHDC2,28,1.22974,16,0.34204,19,0.69808,3,-2.2647,6,-1.1328,3,-2.1742,24,0.98370,7,-1.0133
ENSG00000116171,SCP2,90,-0.0312,100,0.13904,74,-0.3889,84,-0.1387,86,-0.1230,90,-0.0298,128,0.54590,107,0.24715
ENSG00000162384,CZIB,34,-0.6238,42,-0.3000,44,-0.2799,51,-0.0085,56,0.16622,41,-0.3447,57,0.16569,87,0.87627
ENSG00000162385,MAGOH,17,-0.2284,26,0.42734,19,-0.1020,7,-1.5765,9,-1.3459,24,0.28048,25,0.38283,45,1.37356
ENSG00000157193,LRP8,28,-0.3806,17,-1.1538,28,-0.4153,90,1.55921,30,-0.3385,26,-0.5336,49,0.50239,35,-0.0500
ENSG00000058804,NDC1,12,0.46018,1,-2.9193,10,0.06405,8,-0.2222,5,-0.8686,12,0.41437,10,0.14609,19,1.16881
ENSG00000058799,YIPF1,6,-1.3399,15,0.01010,14,-0.1461,9,-0.7900,11,-0.5185,41,1.68299,10,-0.5749,20,0.44903
ENSG00000081870,HSPB11,24,-0.3257,33,0.15504,23,-0.4389,38,0.38379,22,-0.5000,28,-0.0827,37,0.33704,48,0.75498
