Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000134748,PRPF38A,67,1.08459,49,0.37374,53,0.59492,25,-0.7162,15,-1.6318
ENSG00000134744,TUT4,213,1.64684,91,-0.0944,128,0.52375,41,-1.4155,37,-1.6997
ENSG00000162377,COA7,29,-0.1428,25,-0.3493,42,0.56509,29,-0.1046,29,-0.1653
ENSG00000162378,ZYG11B,52,-1.7716,107,-0.5696,201,0.49455,140,-0.1689,216,0.75513
ENSG00000116171,SCP2,79,0.04666,77,-0.0084,56,-0.5622,87,0.21282,84,0.17358
ENSG00000162384,CZIB,29,-0.6970,64,0.64131,38,-0.2524,51,0.30218,45,0.06538
ENSG00000162385,MAGOH,18,-0.6296,22,-0.2532,17,-0.7287,34,0.53054,33,0.51141
ENSG00000157193,LRP8,15,-1.4352,26,-0.4392,65,1.21840,26,-0.5016,38,0.14676
ENSG00000058799,YIPF1,18,-0.2789,14,-0.5945,12,-0.8918,20,-0.1019,32,0.95008
ENSG00000081870,HSPB11,36,0.01425,35,-0.0197,24,-0.6694,34,-0.1076,45,0.48836
ENSG00000116209,TMEM59,177,0.14640,124,-0.4378,121,-0.5271,146,-0.2046,208,0.52447
ENSG00000116221,MRPL37,21,-1.7149,35,-0.8380,40,-0.7054,80,0.52329,95,1.06903
ENSG00000157216,SSBP3,146,-1.0899,249,-0.1833,305,0.16244,366,0.50411,303,0.17054
ENSG00000243725,TTC4,22,-0.0666,27,0.27210,27,0.30986,12,-1.0569,26,0.29839
ENSG00000116133,DHCR24,271,0.44284,50,-2.1947,115,-1.0464,154,-0.5627,335,1.04876
ENSG00000162402,USP24,30,0.29815,34,0.48233,28,0.15595,19,-0.4665,22,-0.2907
ENSG00000162407,PLPP3,95,1.99430,139,2.36565,15,-1.5337,1,-5.5561,6,-2.9632
ENSG00000162409,PRKAA2,12,-2.2113,35,-0.5442,91,1.18681,32,-0.7456,64,0.54984
ENSG00000162601,MYSM1,72,0.24907,53,-0.2500,104,0.98721,36,-0.9505,50,-0.4437
ENSG00000177606,JUN,91,0.23604,155,1.11880,118,0.73834,28,-1.6930,56,-0.6712
ENSG00000134709,HOOK1,9,-2.7048,32,-0.7211,121,1.83943,46,-0.1949,42,-0.3743
ENSG00000162599,NFIA,377,1.63791,215,0.36261,258,0.77544,31,-2.7194,58,-1.9290
ENSG00000162604,TM2D1,28,-0.8204,35,-0.4126,42,-0.1385,44,-0.0613,65,0.76022
ENSG00000162607,USP1,121,1.05926,70,-0.0127,111,0.86947,35,-1.1705,34,-1.3401
ENSG00000116641,DOCK7,25,0.30910,37,0.90551,34,0.89682,10,-1.1589,12,-1.0356
ENSG00000079739,PGM1,6,-2.1832,36,0.77516,9,-1.4681,34,0.77204,31,0.67335
ENSG00000162434,JAK1,97,0.18326,63,-0.5199,91,0.05846,92,0.08556,85,-0.0640
ENSG00000162433,AK4,23,-0.7224,88,1.58918,52,0.75039,15,-1.3454,27,-0.5025
ENSG00000116675,DNAJC6,244,-0.3025,137,-1.1597,273,-0.1056,337,0.27798,351,0.41065
ENSG00000184588,PDE4B,108,1.69894,46,-0.0817,43,-0.1908,23,-1.1902,28,-0.9793
ENSG00000118473,SGIP1,87,-0.6154,66,-0.9864,204,0.96719,84,-0.6680,142,0.28060
ENSG00000198160,MIER1,131,1.06111,58,-0.4207,118,0.84773,33,-1.3806,46,-0.9396
ENSG00000142864,SERBP1,437,0.74725,226,-0.4217,330,0.20482,237,-0.3845,239,-0.4138
ENSG00000116717,GADD45A,25,-0.4223,38,0.30046,26,-0.3652,43,0.56596,31,-0.0711
ENSG00000116729,WLS,35,-0.0616,102,1.81165,43,0.30395,19,-1.0433,22,-0.9445
ENSG00000033122,LRRC7,32,-1.0736,35,-0.8575,147,1.88235,31,-1.1268,52,-0.3341
ENSG00000116754,SRSF11,621,1.30430,208,-0.6962,517,0.89999,123,-1.6006,173,-1.1717
ENSG00000118454,ANKRD13C,24,-0.3679,21,-0.5464,27,-0.1776,33,0.20280,36,0.40825
ENSG00000132485,ZRANB2,302,0.56395,138,-0.7540,297,0.52723,121,-1.0429,221,-0.0326
ENSG00000172260,NEGR1,162,-1.4738,174,-1.2623,595,0.79114,354,-0.1889,514,0.58503
ENSG00000178965,ERICH3,61,-1.6317,94,-0.8600,411,2.01112,83,-1.1427,144,-0.2565
ENSG00000162623,TYW3,58,-0.0762,55,-0.1388,87,0.69443,40,-0.6910,59,-0.0377
ENSG00000117054,ACADM,44,-0.0142,32,-0.5046,54,0.36989,41,-0.1406,44,-0.0005
ENSG00000137955,RABGGTB,39,-0.0456,34,-0.2696,35,-0.2504,52,0.46477,39,-0.0662
ENSG00000117069,ST6GALNAC5,1,-4.9789,16,-1.0718,10,-1.8991,49,0.83835,61,1.63021
ENSG00000142892,PIGK,36,0.19752,12,-1.5160,21,-0.7361,23,-0.5501,50,1.01116
ENSG00000154027,AK5,178,-1.6108,209,-1.2515,584,0.40166,344,-0.5427,761,1.13586
ENSG00000036549,AC118549.1,53,0.85921,27,-0.3327,52,0.83889,22,-0.7294,18,-1.0971
ENSG00000077254,USP33,60,-1.1222,65,-0.8998,192,0.97765,98,-0.2948,132,0.27568
ENSG00000180488,MIGA1,200,0.59954,69,-1.1635,144,-0.0150,106,-0.5460,162,0.22335
ENSG00000162613,FUBP1,81,0.13349,57,-0.4307,92,0.37281,42,-0.9717,88,0.33573
ENSG00000162616,DNAJB4,16,-0.8371,17,-0.7298,22,-0.3759,36,0.54087,35,0.55402
ENSG00000137959,IFI44L,78,2.52375,45,0.88194,23,-0.2262,1,-4.5002,4,-2.9296
ENSG00000117114,ADGRL2,1,-3.9153,26,0.26005,13,-0.8818,19,-0.2346,42,1.63828
ENSG00000137941,TTLL7,1247,2.06263,109,-2.2751,540,0.18610,153,-1.9023,297,-0.9401
ENSG00000142875,PRKACB,208,-0.9261,225,-0.7306,381,0.11452,343,-0.0753,497,0.73422
ENSG00000117133,RPF1,36,0.04798,23,-0.6562,30,-0.2964,38,0.13984,40,0.28899
ENSG00000117155,SSX2IP,35,-2.3110,76,-1.0242,207,0.63334,169,0.24096,194,0.59367
ENSG00000162642,C1orf52,38,-0.5421,27,-1.0376,67,0.44655,44,-0.3257,67,0.52656
ENSG00000153904,DDAH1,53,-1.6486,229,0.74817,123,-0.2947,157,0.13833,187,0.53928
ENSG00000117174,ZNHIT6,153,1.49558,43,-0.8194,75,0.02916,49,-0.7109,47,-0.8550
ENSG00000122417,ODF2L,97,0.00924,72,-0.4512,180,1.25542,41,-1.4124,85,-0.2553
ENSG00000097033,SH3GLB1,100,1.53734,59,0.33673,46,-0.0456,18,-1.5940,29,-0.9171
ENSG00000183291,SELENOF,67,-0.1140,48,-0.6049,41,-0.9378,80,0.21121,96,0.66370
ENSG00000153936,HS2ST1,13,-1.2122,31,0.25318,38,0.68105,20,-0.5098,31,0.33044
ENSG00000143013,LMO4,270,-2.1767,641,-0.7478,1406,0.58153,1369,0.52931,1198,0.31752
ENSG00000065243,PKN2,98,1.81159,41,-0.0113,51,0.38113,10,-2.3053,19,-1.4019
ENSG00000137944,KYAT3,9,-1.5327,13,-0.9752,8,-1.7119,26,0.11899,48,1.70314
ENSG00000197147,LRRC8B,51,-1.0980,66,-0.6271,140,0.67712,77,-0.4302,126,0.55420
ENSG00000171492,LRRC8D,77,1.17201,12,-1.8695,42,-0.0021,16,-1.6146,48,0.23270
ENSG00000162664,ZNF326,319,2.50196,49,-1.2181,84,-0.4382,30,-2.0926,57,-1.2006
ENSG00000233593,LINC02609,28,-0.1483,30,-0.0337,8,-2.0322,57,1.23681,29,-0.0716
ENSG00000122482,ZNF644,207,1.77951,51,-0.8626,98,0.15566,49,-1.0169,45,-1.2490
ENSG00000172031,EPHX4,2,-3.6211,18,-0.5731,7,-1.9873,35,0.55838,51,1.70105
ENSG00000189195,BTBD8,191,-1.3589,287,-0.6385,696,0.93084,358,-0.3271,511,0.36492
ENSG00000122484,RPAP2,102,-0.0879,76,-0.5313,223,1.51377,39,-1.6677,89,-0.3725
ENSG00000067208,EVI5,200,1.47347,86,-0.1897,121,0.39914,63,-0.7502,40,-1.5964
ENSG00000122406,RPL5,856,0.54614,876,0.51339,527,-0.3440,748,0.28564,421,-0.7995
ENSG00000154511,DIPK1A,26,-0.3552,28,-0.1970,53,0.99251,16,-1.0823,33,0.07057
ENSG00000143033,MTF2,46,0.13262,22,-1.0226,101,1.79861,16,-1.6308,28,-0.8399
ENSG00000117500,TMED5,36,0.84810,15,-0.6271,23,0.02141,13,-0.9734,24,0.04913
ENSG00000117505,DR1,40,-0.2707,41,-0.2232,48,0.03365,42,-0.1828,56,0.37468
ENSG00000137942,FNBP1L,29,0.25986,29,0.17873,42,0.95621,16,-0.7635,17,-0.7514
ENSG00000067334,DNTTIP2,141,0.50758,59,-0.9459,107,-0.0073,85,-0.4096,117,0.17240
ENSG00000023909,GCLM,18,-0.7065,18,-0.6580,28,0.01052,20,-0.5407,43,0.95358
ENSG00000137962,ARHGAP29,38,-0.1418,45,0.14165,71,1.08123,30,-0.5206,29,-0.6742
ENSG00000117528,ABCD3,64,1.41961,34,0.08297,11,-1.6515,30,-0.1201,25,-0.4946
ENSG00000117519,CNN3,39,0.32025,140,2.74732,9,-2.1040,18,-0.9704,18,-1.0989
ENSG00000152078,TLCD4,22,-0.8279,52,0.55256,47,0.46380,24,-0.7115,43,0.31400
ENSG00000228971,LINC02607,13,-1.0332,12,-1.0690,52,1.60716,11,-1.2418,25,0.08759
ENSG00000117569,PTBP2,41,-0.3353,46,-0.1331,56,0.20199,40,-0.4049,60,0.39516
ENSG00000117598,PLPPR5,5,-2.0649,22,0.12066,20,-0.0428,25,0.35485,27,0.62712
ENSG00000117600,PLPPR4,7,-3.5338,52,-0.5265,157,1.57156,36,-1.2034,94,0.53467
ENSG00000162688,AGL,35,0.02429,41,0.26552,60,1.07212,16,-1.2737,28,-0.4309
ENSG00000156875,MFSD14A,36,0.28961,6,-2.3119,28,-0.1310,18,-0.9259,45,0.88569
ENSG00000137992,DBT,41,-0.4191,57,0.15565,70,0.56023,45,-0.2448,50,-0.0779
ENSG00000224616,RTCA-AS1,61,1.76484,17,-0.6592,32,0.38683,10,-1.5980,13,-1.2543
ENSG00000137996,RTCA,29,-0.7473,30,-0.6612,40,-0.2315,55,0.35003,59,0.56203
ENSG00000162694,EXTL2,18,-1.6610,20,-1.4333,44,-0.2551,78,0.80964,70,0.69340
ENSG00000118733,OLFM3,11,-2.7191,31,-1.1044,78,0.37984,55,-0.2695,106,1.20547
ENSG00000185946,RNPC3,251,1.60952,99,-0.2497,189,0.95153,36,-1.8764,35,-2.0783
ENSG00000162631,NTNG1,4,-2.2270,5,-2.0295,2,-3.2035,35,1.23041,33,1.37648
ENSG00000162636,FAM102B,14,-2.1427,21,-1.3775,26,-1.1727,69,0.50253,96,1.47722
ENSG00000134186,PRPF38B,315,1.87735,93,-0.5460,169,0.46598,58,-1.3646,46,-1.8637
ENSG00000116266,STXBP3,115,1.76832,30,-0.7770,56,0.20952,25,-1.1255,25,-1.2563
ENSG00000121957,GPSM2,112,2.93824,23,-0.5889,15,-1.3102,13,-1.6016,12,-1.8471
ENSG00000121940,CLCC1,35,0.56588,16,-0.7727,34,0.50505,14,-1.0264,26,-0.0162
ENSG00000085433,WDR47,31,-2.1132,50,-1.3094,145,0.40234,121,0.06732,173,0.91273
ENSG00000197780,TAF13,70,-0.6520,82,-0.3407,101,-0.0065,144,0.65846,102,-0.0009
ENSG00000215717,TMEM167B,27,-0.4351,38,0.13579,32,-0.1752,20,-0.9213,51,0.85847
ENSG00000116299,KIAA1324,1,-4.7726,19,-0.4857,59,1.68685,18,-0.5984,29,0.19909
ENSG00000031698,SARS,181,-0.9913,210,-0.6866,280,-0.2669,343,0.09555,478,0.87960
ENSG00000143126,CELSR2,97,-0.3631,87,-0.4872,138,0.27088,87,-0.5407,153,0.54930
ENSG00000134222,PSRC1,33,0.39334,44,0.82711,32,0.32991,8,-1.8925,25,-0.0978
ENSG00000134243,SORT1,273,0.40356,127,-0.8575,235,0.12517,142,-0.7455,256,0.32744
ENSG00000143106,PSMA5,21,-1.7207,32,-1.0042,66,0.12486,44,-0.5762,106,1.33329
ENSG00000181754,AMIGO1,8,-2.6141,30,-0.4731,53,0.51742,34,-0.3191,62,0.96889
ENSG00000116337,AMPD2,17,-1.9560,112,1.08456,50,-0.2816,67,0.24101,69,0.33005
ENSG00000168765,GSTM4,10,-1.3748,34,0.55028,12,-1.1826,26,0.09779,37,1.00191
ENSG00000134202,GSTM3,23,-1.7999,206,1.92786,64,-0.1191,49,-0.5790,70,0.03687
ENSG00000168710,AHCYL1,265,0.09170,722,1.84927,159,-0.7946,140,-0.9976,224,-0.2382
ENSG00000143093,STRIP1,16,-0.8737,18,-0.6302,38,0.64389,16,-0.8605,37,0.70351
ENSG00000197106,SLC6A17,23,-2.7599,83,-0.7260,141,0.11500,168,0.43902,192,0.84676
ENSG00000116396,KCNC4,12,-1.9310,61,0.70639,54,0.59363,46,0.26423,37,-0.1390
ENSG00000134248,LAMTOR5,56,-1.3572,138,0.14052,77,-0.8376,210,0.99156,146,0.31163
ENSG00000177301,KCNA2,22,-2.4231,62,-0.7597,101,-0.0028,141,0.63190,140,0.72691
ENSG00000121931,LRIF1,28,-0.3130,33,-0.0464,49,0.72729,24,-0.5556,33,-0.0189
ENSG00000134255,CEPT1,32,0.13354,25,-0.2875,44,0.69461,15,-1.1477,31,0.08077
ENSG00000116459,ATP5PB,79,-1.2714,157,-0.1115,119,-0.6031,131,-0.4442,290,1.31687
ENSG00000116473,RAP1A,122,1.69833,48,-0.1929,28,-1.1035,37,-0.6624,40,-0.5796
ENSG00000197852,INKA2,13,-1.8487,67,0.85178,50,0.42794,39,-0.0547,43,0.15068
ENSG00000171385,KCND3,24,-2.2883,99,-0.0368,126,0.40005,106,0.07940,134,0.61681
ENSG00000143079,CTTNBP2NL,69,1.68927,25,-0.3316,38,0.37539,15,-1.2278,13,-1.5051
ENSG00000116489,CAPZA1,39,-0.2869,36,-0.3796,39,-0.2776,33,-0.5787,67,0.85631
ENSG00000155366,RHOC,60,1.19800,127,2.46655,12,-1.6793,16,-1.2063,9,-2.2081
ENSG00000081026,MAGI3,49,-0.8033,69,-0.1869,112,0.68475,53,-0.6694,94,0.41278
ENSG00000116793,PHTF1,5,-2.3267,27,0.29514,43,1.23272,16,-0.6250,25,0.15459
ENSG00000081019,RSBN1,54,0.25805,47,0.00154,54,0.23605,36,-0.4554,45,-0.0829
ENSG00000163349,HIPK1,33,-0.2638,58,0.64628,28,-0.5270,45,0.28937,38,-0.0161
ENSG00000197323,TRIM33,76,-0.2814,78,-0.2280,177,1.37700,53,-0.8823,68,-0.5238
ENSG00000116752,BCAS2,45,-0.6455,64,-0.0353,41,-0.7785,71,0.15012,91,0.75683
ENSG00000009307,CSDE1,413,0.07233,345,-0.2211,323,-0.3631,445,0.20963,421,0.12050
ENSG00000163399,ATP1A1,109,-2.8168,236,-1.5377,524,-0.3532,574,-0.1945,1252,1.72316
ENSG00000198162,MAN1A2,1037,0.62075,1180,0.75536,865,0.27040,834,0.20153,272,-1.8024
ENSG00000092621,PHGDH,102,2.05290,128,2.07362,10,-2.2032,11,-2.0700,8,-2.6363
ENSG00000265808,SEC22B,30,-0.8514,36,-0.4757,45,-0.1631,49,0.01330,69,0.75864
ENSG00000226067,LINC00623,14,-0.8948,40,0.84570,17,-0.6336,34,0.66673,23,-0.0543
ENSG00000171943,SRGAP2C,125,1.45531,59,-0.0510,82,0.53995,21,-1.7454,33,-1.1650
ENSG00000232527,LINC02802,15,-1.0420,40,0.55304,35,0.39749,33,0.29545,25,-0.2194
ENSG00000196369,SRGAP2B,72,0.94468,60,0.50297,54,0.36286,28,-0.7889,25,-1.0712
ENSG00000162825,NBPF20,66,1.42040,28,-0.2205,45,0.62006,14,-1.3453,15,-1.3387
ENSG00000265491,RNF115,47,-0.2538,44,-0.3443,76,0.62432,44,-0.3486,55,0.02686
ENSG00000186141,POLR3C,10,-1.1735,15,-0.5432,20,-0.1312,26,0.33704,29,0.65868
ENSG00000131779,PEX11B,13,-1.3109,22,-0.4655,22,-0.5573,36,0.34695,45,0.91839
ENSG00000265241,RBM8A,182,0.71339,165,0.45694,93,-0.5078,92,-0.5363,117,-0.1374
ENSG00000272031,ANKRD34A,0,-5.5896,18,-0.8614,34,0.12797,44,0.60539,48,0.91590
ENSG00000121851,POLR3GL,76,0.78855,75,0.65498,36,-0.5581,46,-0.1356,36,-0.6122
ENSG00000265972,TXNIP,112,2.11671,120,1.80026,26,-0.8284,3,-4.1211,9,-2.6671
ENSG00000268043,NBPF12,66,1.90861,28,0.05664,47,1.07191,1,-4.9199,5,-2.7587
ENSG00000178104,PDE4DIP,221,-0.0188,259,0.24079,311,0.62932,164,-0.5386,193,-0.2842
ENSG00000274265,AC245297.3,80,2.13882,33,0.16010,28,-0.1616,18,-0.8999,6,-2.6311
ENSG00000159164,SV2A,106,-1.7746,168,-0.9604,345,0.18445,265,-0.2855,506,1.14420
ENSG00000264522,OTUD7B,191,4.10144,11,-2.1296,20,-1.4120,10,-2.4414,5,-3.5908
ENSG00000136631,VPS45,14,-1.2973,17,-0.9918,29,-0.1661,24,-0.4760,56,1.33903
ENSG00000023902,PLEKHO1,27,-1.3778,134,1.31659,50,-0.3598,79,0.46806,56,-0.1727
ENSG00000143401,ANP32E,200,1.10937,127,0.17697,105,-0.1510,71,-0.8016,87,-0.5305
ENSG00000266472,MRPS21,76,-1.5484,221,0.21449,118,-0.8403,287,0.75259,250,0.56597
ENSG00000163125,RPRD2,44,-0.2805,59,0.23155,77,0.78394,39,-0.4579,44,-0.2941
ENSG00000143374,TARS2,25,0.18790,12,-0.9391,12,-1.0073,29,0.47532,27,0.36119
ENSG00000143369,ECM1,1,-3.9853,9,-1.2261,6,-1.9118,41,1.30187,36,1.19635
ENSG00000143420,ENSA,157,-1.2703,283,-0.2737,327,-0.0511,481,0.68030,383,0.27511
ENSG00000143418,CERS2,141,3.58958,33,-0.1858,16,-1.3514,2,-4.3590,7,-2.7693
ENSG00000213190,MLLT11,83,-2.3591,210,-0.8306,284,-0.4004,474,0.53133,560,1.04952
ENSG00000163156,SCNM1,26,-0.0367,32,0.30171,32,0.36956,36,0.56638,15,-1.0726
ENSG00000163159,VPS72,22,-0.2025,21,-0.2787,12,-1.1742,40,0.87833,27,0.15493
ENSG00000159352,PSMD4,87,-1.1341,115,-0.6203,112,-0.7220,260,0.80974,224,0.60142
ENSG00000143393,PI4KB,41,-0.1707,53,0.24431,42,-0.1229,32,-0.5773,56,0.46537
ENSG00000159377,PSMB4,114,-0.8388,127,-0.6064,124,-0.6968,222,0.32333,272,0.85957
ENSG00000143442,POGZ,76,0.68772,46,-0.2359,89,1.00315,22,-1.4376,37,-0.7030
ENSG00000143376,SNX27,73,-0.2256,87,0.06701,94,0.23153,88,0.09660,78,-0.1276
ENSG00000159409,CELF3,9,-1.7591,49,1.06784,17,-0.7179,33,0.43187,31,0.38086
ENSG00000143436,MRPL9,16,-1.5612,39,-0.1467,53,0.41033,47,0.18869,51,0.38952
ENSG00000197956,S100A6,63,-1.8998,368,1.00285,122,-0.8601,346,1.05414,197,-0.0531
ENSG00000189171,S100A13,180,0.86685,347,1.95865,44,-1.5826,96,-0.3116,53,-1.3901
ENSG00000160678,S100A1,162,1.41472,306,2.44564,20,-2.2574,34,-1.4239,23,-2.1498
ENSG00000160679,CHTOP,37,-0.2165,41,-0.0360,43,0.04751,38,-0.1817,47,0.26063
ENSG00000143553,SNAPIN,12,-0.8458,37,1.06401,12,-0.7487,26,0.52903,19,-0.0361
ENSG00000143621,ILF2,60,-0.3001,40,-0.8749,44,-0.8225,70,-0.0097,107,0.94062
ENSG00000143624,INTS3,38,-0.6365,35,-0.6798,109,1.38831,40,-0.5264,46,-0.3384
ENSG00000143614,GATAD2B,62,0.35014,57,0.17527,86,1.01123,26,-1.1206,35,-0.7005
ENSG00000198837,DENND4B,21,-1.3430,99,1.19762,36,-0.5017,73,0.77096,42,-0.3008
ENSG00000143543,JTB,73,-1.0889,208,0.66053,105,-0.4882,167,0.33191,165,0.35979
ENSG00000143545,RAB13,78,1.59176,138,2.46173,9,-2.1156,17,-1.2383,4,-3.3535
ENSG00000177954,RPS27,1792,0.74423,2562,1.26636,567,-1.2776,1592,0.50772,559,-1.4180
ENSG00000143549,TPM3,323,-0.4618,424,0.01320,472,0.20979,573,0.58372,349,-0.3725
ENSG00000143612,C1orf43,118,-0.1149,106,-0.2755,66,-1.0901,204,0.93798,126,-0.0039
ENSG00000143569,UBAP2L,39,-1.0361,72,0.01708,98,0.59242,55,-0.4673,87,0.41344
ENSG00000143575,HAX1,28,-1.1656,60,0.08978,35,-0.8137,67,0.28305,83,0.85239
ENSG00000160714,UBE2Q1,69,-0.8682,122,0.08726,97,-0.3129,139,0.33577,141,0.43341
ENSG00000160716,CHRNB2,4,-2.6961,18,-0.5596,30,0.29158,36,0.69257,31,0.45880
ENSG00000160710,ADAR,80,-0.8088,137,0.11198,130,0.02376,130,0.03536,154,0.40049
ENSG00000143603,KCNN3,62,1.56479,73,1.58428,30,0.08002,2,-4.0297,9,-1.9341
ENSG00000163344,PMVK,53,-0.6210,121,0.77549,58,-0.4646,89,0.29153,79,0.08626
ENSG00000163346,PBXIP1,94,0.97944,201,2.29503,40,-0.6131,23,-1.4900,18,-2.0339
ENSG00000160688,FLAD1,17,-0.4678,24,0.08181,22,-0.0888,21,-0.1395,28,0.43213
ENSG00000143590,EFNA3,5,-2.3929,9,-1.4856,21,-0.2270,25,0.02741,44,1.43831
ENSG00000179085,DPM3,44,-0.5461,54,-0.1819,54,-0.1996,65,0.12133,76,0.46713
ENSG00000163463,KRTCAP2,58,-0.3515,77,0.13920,55,-0.4208,71,0.00972,87,0.44650
ENSG00000173171,MTX1,10,-1.3085,22,-0.0512,16,-0.6032,32,0.65479,29,0.56321
ENSG00000177628,GBA,24,-1.3320,41,-0.4155,87,0.91931,31,-0.9469,72,0.61910
ENSG00000160767,FAM189B,13,-1.2629,23,-0.2763,27,-0.0425,30,0.15113,38,0.69139
ENSG00000116521,SCAMP3,55,0.37654,36,-0.3489,43,-0.0731,24,-1.0444,56,0.48306
ENSG00000160752,FDPS,65,-0.7401,65,-0.6816,58,-0.9414,129,0.46543,146,0.83480
ENSG00000160753,RUSC1,18,-2.1941,61,-0.2587,66,-0.1463,89,0.39632,104,0.82394
ENSG00000116539,ASH1L,461,0.54124,360,0.06580,595,1.06856,208,-0.8650,189,-1.1233
ENSG00000163374,YY1AP1,30,-0.8296,37,-0.4373,70,0.69707,44,-0.1762,54,0.20900
ENSG00000132676,DAP3,18,-1.0650,41,0.25613,17,-1.2248,33,-0.0827,57,1.15610
ENSG00000116580,GON4L,74,0.48646,32,-0.8838,101,1.13718,36,-0.7668,38,-0.7693
ENSG00000132718,SYT11,403,-0.4815,297,-0.9052,653,0.38410,410,-0.4500,692,0.58577
ENSG00000116584,ARHGEF2,107,0.59094,70,-0.1672,77,-0.0299,47,-0.8503,82,0.12120
ENSG00000163479,SSR2,45,-0.6172,80,0.35772,33,-1.0918,69,0.15146,88,0.71471
ENSG00000160803,UBQLN4,38,-0.9349,122,1.04746,44,-0.6792,82,0.41005,68,0.08956
ENSG00000116586,LAMTOR2,31,-1.6026,99,0.30026,68,-0.3357,107,0.49739,103,0.50016
ENSG00000160789,LMNA,65,1.70875,35,0.33889,35,0.38339,14,-1.2361,8,-2.2016
ENSG00000196189,SEMA4A,17,-0.2681,29,0.61044,25,0.43022,8,-1.4513,23,0.31226
ENSG00000160785,SLC25A44,24,-0.9020,26,-0.6981,37,-0.1541,43,0.07996,58,0.78893
ENSG00000160781,PAQR6,1252,3.89680,174,-0.9349,68,-2.4623,106,-1.8055,49,-3.1314
ENSG00000198952,SMG5,27,-0.1425,53,0.98730,18,-0.8327,21,-0.5593,35,0.43403
ENSG00000163468,CCT3,79,-0.9308,95,-0.5680,104,-0.4606,148,0.15665,201,0.89007
ENSG00000125462,C1orf61,287,-0.1864,1174,2.39266,148,-1.2826,277,-0.2478,195,-0.9236
ENSG00000116604,MEF2D,11,-2.8856,55,-0.4395,110,0.79440,74,0.03242,94,0.54960
ENSG00000163382,NAXE,50,-0.9456,93,0.10615,38,-1.3834,126,0.70588,117,0.64452
ENSG00000160818,GPATCH4,77,-0.8435,115,-0.1556,136,0.13441,175,0.60506,125,-0.0262
ENSG00000132702,HAPLN2,169,3.46669,9,-2.4569,12,-2.1748,22,-1.1894,14,-2.0363
ENSG00000132692,BCAN,269,1.40835,273,1.19497,101,-0.4940,63,-1.2594,68,-1.2462
ENSG00000132688,NES,61,1.46532,71,1.49740,35,0.30475,8,-2.0791,6,-2.7215
ENSG00000143314,MRPL24,51,-0.1449,49,-0.1891,45,-0.3617,52,-0.1248,70,0.50024
ENSG00000143321,HDGF,133,0.76567,147,0.83262,84,-0.0942,51,-0.9420,69,-0.5074
ENSG00000143294,PRCC,31,-1.2875,51,-0.4021,78,0.30025,76,0.25432,81,0.42016
ENSG00000132694,ARHGEF11,10,-1.1211,11,-0.8626,28,0.67803,28,0.64403,18,-0.1928
ENSG00000163565,IFI16,98,3.84608,27,0.12167,8,-1.7552,1,-4.3305,2,-3.8664
ENSG00000162706,CADM3,24,-3.0562,83,-1.0758,169,0.03620,149,-0.1961,298,1.43962
ENSG00000177807,KCNJ10,297,3.35005,121,0.62500,32,-1.5424,10,-3.2993,8,-3.7126
ENSG00000162728,KCNJ9,49,-0.8399,76,-0.0910,95,0.29618,63,-0.4265,106,0.58482
ENSG00000162729,IGSF8,74,-0.5893,93,-0.1841,108,0.05254,68,-0.7472,151,0.83290
ENSG00000018625,ATP1A2,261,0.34630,867,2.58285,191,-0.2224,100,-1.2932,65,-2.1129
ENSG00000143318,CASQ1,2,-3.1420,29,0.64657,10,-1.1268,25,0.47939,30,1.00915
ENSG00000162734,PEA15,866,0.61830,930,0.65490,639,0.04171,400,-0.7642,501,-0.4342
ENSG00000132716,DCAF8,77,-0.1448,59,-0.5417,113,0.55450,79,-0.1072,80,-0.0852
ENSG00000162735,PEX19,27,-1.0891,47,-0.1550,39,-0.5091,77,0.73089,63,0.40140
ENSG00000122218,COPA,145,-0.1768,108,-0.6255,180,0.21039,140,-0.2443,189,0.34882
ENSG00000162736,NCSTN,39,0.55530,25,-0.2389,19,-0.7346,25,-0.2312,33,0.25956
ENSG00000215845,TSTD1,17,-2.0396,72,0.23522,36,-0.9016,107,1.07144,75,0.42082
ENSG00000158773,USF1,12,-0.8390,19,-0.0822,9,-1.3763,26,0.41668,30,0.89988
ENSG00000162755,KLHDC9,2,-3.7892,27,0.25849,24,0.04398,36,0.81574,27,0.35721
ENSG00000143256,PFDN2,141,-0.3236,166,-0.0409,109,-0.7606,275,0.93143,161,-0.1075
ENSG00000158793,NIT1,14,-1.1730,24,-0.3018,24,-0.2915,31,0.11589,42,0.84358
ENSG00000143222,UFC1,58,-0.7138,104,0.26997,75,-0.2720,107,0.36543,98,0.22969
ENSG00000158850,B4GALT3,12,-0.7736,5,-1.9210,18,-0.0602,24,0.45811,24,0.60659
ENSG00000158864,NDUFS2,54,-1.6219,71,-1.0907,128,-0.2119,179,0.39742,217,0.93317
ENSG00000158882,TOMM40L,13,-1.5307,42,0.41716,18,-0.9705,42,0.45675,46,0.77189
ENSG00000248485,PCP4L1,0,-5.8331,53,1.06648,13,-1.2340,37,0.49827,42,0.93182
