Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000116954,RRAGC,108,0.98562,42,-0.5262,85,0.58994,53,-0.1469,32,-1.0142,49,-0.3398,104,0.92283,81,0.51058,22,-1.4786
ENSG00000174574,AKIRIN1,108,0.22841,107,0.20978,57,-0.7493,57,-0.7493,107,0.23729,111,0.34118,91,-0.0362,81,-0.2142,72,-0.4055
ENSG00000168653,NDUFS5,108,-2.2874,283,-0.8577,219,-1.2432,454,-0.1332,822,0.93991,604,0.40286,777,0.73156,345,-0.5540,283,-0.8574
ENSG00000127603,MACF1,108,-2.0043,571,0.54117,1050,1.58801,443,0.13350,180,-1.3247,193,-1.3053,578,0.55936,283,-0.5623,914,1.33704
ENSG00000090621,PABPC4,108,0.54514,96,0.36124,93,0.30092,107,0.53121,89,0.25867,42,-1.0686,32,-1.3304,92,0.28811,89,0.23204
ENSG00000116983,HPCAL4,108,-1.3644,82,-1.7720,201,-0.4284,381,0.58408,368,0.59266,265,0.00147,118,-1.2365,238,-0.1641,517,1.09546
ENSG00000084072,PPIE,108,1.70726,35,-0.1571,16,-1.3523,41,0.07034,31,-0.3795,45,0.29321,28,-0.4818,28,-0.5227,14,-1.5401
ENSG00000131236,CAP1,108,-0.5671,163,0.06842,203,0.41724,187,0.29165,99,-0.7564,160,0.05290,225,0.58532,184,0.26587,122,-0.3773
ENSG00000131238,PPT1,108,-0.1073,75,-0.6615,51,-1.2461,151,0.42111,101,-0.2242,178,0.90053,80,-0.5716,97,-0.2766,90,-0.3821
ENSG00000117000,RLF,108,1.50324,39,-0.1781,117,1.64292,20,-1.1532,21,-1.1637,28,-0.8162,14,-1.6525,44,0.01027,56,0.40171
ENSG00000084073,ZMPSTE24,108,1.47597,39,-0.1910,21,-1.0928,30,-0.6168,42,-0.0774,48,0.14993,23,-0.9801,67,0.67235,14,-1.6778
ENSG00000084070,SMAP2,108,-0.7213,72,-1.3296,203,0.26189,73,-1.3128,195,0.21329,155,-0.2030,120,-0.5588,352,1.16949,287,0.82341
ENSG00000117016,RIMS3,108,-1.0217,19,-3.5486,135,-0.6794,173,-0.3004,324,0.78479,269,0.49720,259,0.33072,154,-0.4812,220,0.06815
ENSG00000066136,NFYC,108,1.46452,30,-0.6039,43,-0.0661,24,-0.9568,38,-0.2806,55,0.43360,52,0.23644,31,-0.5472,6,-2.9984
ENSG00000198815,FOXJ3,108,0.88977,31,-1.0750,28,-1.2261,32,-1.0288,41,-0.6996,105,1.11492,9,-2.8957,95,0.68584,49,-0.3667
ENSG00000177181,RIMKLA,108,0.82845,8,-2.9903,56,-0.2299,22,-1.6387,47,-0.5191,60,-0.1401,153,1.42983,92,0.56004,62,-0.0687
ENSG00000127125,PPCS,108,0.97305,66,0.17662,59,-0.0157,74,0.35171,41,-0.6279,57,-0.0875,46,-0.3818,36,-0.7456,70,0.27178
ENSG00000186409,CCDC30,108,0.89014,34,-0.9001,190,1.89550,54,-0.2149,53,-0.2611,11,-2.7858,37,-0.8071,71,0.20707,113,0.96246
ENSG00000065978,YBX1,108,0.02151,344,2.01023,92,-0.2217,177,0.81894,92,-0.2498,66,-0.8529,59,-0.9151,30,-1.8961,86,-0.3326
ENSG00000177868,SVBP,108,1.85238,18,-1.0311,11,-1.8008,21,-0.8234,35,-0.0723,29,-0.3861,15,-1.2906,34,-0.0839,69,1.04678
ENSG00000117394,SLC2A1,108,1.48780,58,0.42614,64,0.58395,99,1.33969,46,0.08828,29,-0.7359,0,-6.4912,9,-2.2639,10,-2.2067
ENSG00000117395,EBNA1BP2,108,0.19959,51,-0.9448,38,-1.3906,28,-1.8359,100,0.08276,88,-0.1419,255,1.65840,98,0.04038,99,0.06344
ENSG00000142949,PTPRF,108,-0.0540,78,-0.5510,178,0.74463,103,-0.1292,138,0.36880,126,0.23951,25,-2.2257,76,-0.5930,119,0.09634
ENSG00000126091,ST3GAL3,108,1.44214,13,-1.8151,55,0.32138,19,-1.3381,75,0.93829,44,-0.0355,18,-1.3655,33,-0.4824,12,-1.9905
ENSG00000117408,IPO13,108,0.90271,172,1.72379,32,-0.9810,54,-0.2075,53,-0.2428,60,-0.0421,51,-0.3063,13,-2.3353,23,-1.4842
ENSG00000117410,ATP6V0B,108,-1.6897,162,-1.0866,299,-0.1511,202,-0.7525,313,-0.0884,557,1.13524,235,-0.5242,451,0.50434,197,-0.7891
ENSG00000117411,B4GALT2,108,0.72254,30,-1.2536,28,-1.3803,114,0.81242,119,1.01447,62,-0.1884,11,-2.7602,40,-0.8439,71,0.04770
ENSG00000178028,DMAP1,108,0.99070,32,-0.9242,79,0.47076,36,-0.7591,69,0.28178,79,0.60295,8,-2.8870,30,-1.0087,36,-0.7480
ENSG00000117419,ERI3,108,0.06859,77,-0.4459,67,-0.6701,142,0.50855,118,0.23377,138,0.59291,64,-0.7444,102,-0.0269,29,-1.9181
ENSG00000187147,RNF220,108,-0.2543,126,-0.0199,65,-1.0349,70,-0.9223,162,0.43541,139,0.17826,187,0.61375,133,0.06709,96,-0.4399
ENSG00000142937,RPS8,108,-3.0118,1842,1.36120,414,-1.0315,1076,0.45168,1177,0.67505,643,-0.4308,1130,0.53140,327,-1.3862,548,-0.6069
ENSG00000126088,UROD,108,0.60458,31,-1.3281,37,-1.0453,76,0.04175,79,0.10966,88,0.34981,43,-0.8439,82,0.15996,89,0.28635
ENSG00000117450,PRDX1,108,-1.2844,354,0.55322,162,-0.6744,616,1.49860,184,-0.5195,320,0.49161,209,-0.2869,130,-1.0034,101,-1.3786
ENSG00000117448,AKR1A1,108,1.55034,62,0.60364,13,-1.7920,48,0.18570,49,0.24228,41,-0.0528,0,-6.7594,31,-0.4748,26,-0.7195
ENSG00000132780,NASP,108,0.35539,229,1.63712,142,0.79946,100,0.23706,32,-1.5687,39,-1.3593,110,0.37852,35,-1.3737,129,0.64241
ENSG00000159592,GPBP1L1,108,1.66740,52,0.42121,36,-0.1711,32,-0.3217,32,-0.3588,35,-0.2297,0,-6.6802,15,-1.4949,66,0.79830
ENSG00000085998,POMGNT1,108,1.09570,35,-0.6848,82,0.62632,45,-0.3067,45,-0.3251,70,0.49137,13,-2.1633,32,-0.8459,44,-0.3288
ENSG00000132128,LRRC41,108,1.73975,16,-1.3241,33,-0.2173,45,0.25120,39,0.02286,48,0.44205,10,-1.9906,25,-0.6314,1,-4.6816
ENSG00000173660,UQCRH,108,-1.8687,119,-1.7217,105,-1.9047,213,-0.8573,653,1.04808,595,1.00248,438,0.26117,266,-0.5160,117,-1.7447
ENSG00000123472,ATPAF1,108,-0.1318,81,-0.5727,45,-1.4479,127,0.12594,128,0.14627,153,0.52742,163,0.52337,105,-0.1703,66,-0.8752
ENSG00000159658,EFCAB14,108,0.45058,259,1.98214,26,-1.6968,126,0.70673,41,-1.1145,61,-0.5295,70,-0.2240,33,-1.3810,88,0.13311
ENSG00000162368,CMPK1,108,-0.1947,131,0.10458,82,-0.6180,64,-0.9961,102,-0.3007,165,0.60654,191,0.71560,122,-0.0082,71,-0.8276
ENSG00000162373,BEND5,108,1.37130,11,-2.1874,21,-1.1797,25,-0.9637,38,-0.3685,52,0.20749,74,0.73686,42,-0.1894,50,0.11177
ENSG00000162374,ELAVL4,108,-1.3890,46,-2.6451,252,-0.1039,84,-1.7636,174,-0.7292,379,0.70850,353,0.43559,603,1.33530,296,0.15135
ENSG00000185104,FAF1,108,1.20851,63,0.30514,74,0.56584,30,-0.8425,24,-1.2302,45,-0.2478,88,0.86083,38,-0.4588,35,-0.5870
ENSG00000123091,RNF11,108,-1.9522,219,-0.8997,215,-0.9308,203,-1.0125,430,0.15486,576,0.79334,457,0.23803,594,0.66421,335,-0.2521
ENSG00000085832,EPS15,108,-1.0625,271,0.35718,165,-0.4168,80,-1.5008,205,-0.0915,277,0.49805,228,0.08120,269,0.34718,232,0.11441
ENSG00000078618,NRDC,108,-0.1141,89,-0.4043,146,0.35996,68,-0.8168,85,-0.5259,126,0.15983,89,-0.4087,206,0.93192,139,0.28134
ENSG00000169213,RAB3B,108,0.48876,95,0.28263,82,0.05850,10,-3.0952,29,-1.6208,123,0.91003,43,-0.9405,53,-0.6074,136,0.87099
ENSG00000117862,TXNDC12,108,1.94808,39,0.18705,18,-0.9376,36,0.08168,24,-0.5702,35,0.06374,1,-4.4255,20,-0.7959,34,-0.0177
ENSG00000134717,BTF3L4,108,1.03558,54,-0.0712,29,-1.0471,62,0.12530,56,-0.0418,70,0.39265,25,-1.2354,39,-0.5792,47,-0.2874
ENSG00000157077,ZFYVE9,108,0.54432,45,-0.8262,117,0.67670,21,-1.9555,46,-0.8462,57,-0.5481,233,1.88599,41,-0.9480,94,0.32334
ENSG00000134748,PRPF38A,108,1.09209,82,0.63548,83,0.65860,79,0.56126,15,-2.0589,24,-1.4386,76,0.50036,58,0.08462,75,0.48625
ENSG00000134744,TUT4,108,0.27041,169,1.00549,258,1.76289,67,-0.4680,27,-1.9143,32,-1.7499,136,0.64095,73,-0.3437,129,0.55514
ENSG00000162378,ZYG11B,108,-0.8763,94,-1.0883,143,-0.4477,125,-0.6598,153,-0.3760,227,0.34598,298,0.71482,288,0.66086,248,0.41774
ENSG00000116171,SCP2,108,0.22263,119,0.37179,86,-0.1318,127,0.48332,82,-0.2329,99,0.10501,64,-0.5795,109,0.23168,52,-0.9033
ENSG00000162384,CZIB,108,1.48538,36,-0.2938,44,-0.0148,40,-0.1645,28,-0.7168,47,0.10614,79,0.93538,20,-1.1881,6,-2.9673
ENSG00000157193,LRP8,108,1.26037,9,-2.4811,114,1.36400,34,-0.5855,22,-1.3504,68,0.63400,10,-2.3132,24,-1.1303,52,0.06618
ENSG00000116209,TMEM59,108,-0.3030,261,1.12223,73,-0.8944,111,-0.2550,124,-0.0916,174,0.57299,64,-1.1065,108,-0.3027,79,-0.7860
ENSG00000116221,MRPL37,108,1.01670,30,-1.0157,39,-0.5822,20,-1.5623,53,-0.1299,89,0.91425,17,-1.8552,43,-0.4388,60,0.06407
ENSG00000157216,SSBP3,108,-1.4733,115,-1.3802,216,-0.4308,231,-0.3238,294,0.05774,396,0.67710,409,0.58023,252,-0.1869,308,0.12293
ENSG00000116133,DHCR24,108,-0.8249,203,0.14703,107,-0.8443,84,-1.1981,108,-0.8820,292,0.97087,101,-0.9300,417,1.34933,103,-0.8902
ENSG00000162402,USP24,108,1.61281,33,-0.3461,46,0.16367,45,0.14622,36,-0.2069,30,-0.5605,19,-1.1578,22,-0.9767,58,0.53693
ENSG00000162407,PLPP3,108,-0.0672,182,0.77244,120,0.10002,553,2.91795,16,-2.9980,38,-1.8283,54,-1.1123,15,-2.9815,173,0.68793
ENSG00000162409,PRKAA2,1387,4.27751,20,-3.2871,143,-0.3661,22,-3.1207,35,-2.5608,94,-1.1455,64,-1.5694,59,-1.6842,120,-0.6292
ENSG00000162601,MYSM1,108,0.65575,48,-0.6012,166,1.38440,22,-1.7539,44,-0.7995,52,-0.5967,67,-0.1078,104,0.59636,101,0.55503
ENSG00000177606,JUN,108,0.04725,62,-0.8010,329,1.95529,210,1.13842,100,-0.0850,66,-0.8342,16,-2.7762,43,-1.3333,92,-0.2057
ENSG00000134709,HOOK1,108,0.98317,8,-2.9376,69,0.25672,28,-1.1082,56,-0.0815,52,-0.2430,58,-0.0316,49,-0.2940,119,1.15218
ENSG00000162599,NFIA,108,-1.1288,691,1.90809,362,0.75975,410,0.96739,104,-1.2667,92,-1.5469,265,0.24959,58,-2.0534,334,0.62904
ENSG00000162604,TM2D1,108,1.19217,81,0.70196,34,-0.6575,53,0.03519,36,-0.5956,57,0.18819,9,-2.6474,28,-0.9321,67,0.40681
ENSG00000162607,USP1,108,0.72955,141,1.17788,59,-0.2302,23,-1.6647,26,-1.5437,61,-0.2073,104,0.67155,61,-0.1733,90,0.43279
ENSG00000116641,DOCK7,108,1.56693,29,-0.5562,61,0.59465,112,1.64109,17,-1.4446,23,-1.0376,22,-0.9936,12,-1.8612,57,0.46891
ENSG00000079739,PGM1,108,1.83392,30,-0.2931,21,-0.8620,90,1.50597,31,-0.2517,29,-0.4139,15,-1.2979,21,-0.8555,2,-3.9380
ENSG00000162434,JAK1,108,0.13590,88,-0.1903,129,0.42432,79,-0.3467,41,-1.4287,82,-0.3519,113,0.20202,101,0.03498,243,1.49362
ENSG00000162433,AK4,108,0.85294,54,-0.2617,83,0.43198,166,1.60360,57,-0.1961,45,-0.6122,6,-3.5068,16,-2.0452,81,0.37752
ENSG00000116675,DNAJC6,108,-1.9721,356,-0.1759,265,-0.6321,127,-1.7325,341,-0.2646,575,0.75705,559,0.54116,567,0.56580,394,-0.0188
ENSG00000213625,LEPROT,108,1.56924,73,0.89669,42,-0.0137,76,0.96107,20,-1.1954,20,-1.2733,81,1.06222,6,-2.7105,17,-1.3229
ENSG00000184588,PDE4B,108,0.24730,207,1.33714,120,0.41550,79,-0.2499,68,-0.5167,82,-0.2302,91,-0.0150,68,-0.4667,53,-0.8356
ENSG00000118473,SGIP1,1368,3.27678,166,-0.5855,227,-0.1085,68,-1.9175,84,-1.7055,131,-1.0889,143,-0.8196,206,-0.2546,175,-0.5054
ENSG00000198160,MIER1,108,0.45547,147,0.96408,119,0.61307,51,-0.7138,56,-0.6133,43,-1.0982,88,0.13512,74,-0.1490,143,0.92324
ENSG00000142864,SERBP1,108,-1.3531,430,0.79518,281,0.10557,204,-0.3939,200,-0.4570,206,-0.4464,459,0.90632,228,-0.2188,422,0.76511
ENSG00000116729,WLS,108,0.99338,76,0.40599,15,-2.0688,155,1.63358,20,-1.6973,62,0.12086,26,-1.2516,16,-1.9184,80,0.49599
ENSG00000033122,LRRC7,108,0.54981,43,-0.8660,162,1.22952,28,-1.5379,59,-0.4338,92,0.36230,9,-3.0961,79,0.04585,95,0.34837
ENSG00000116754,SRSF11,108,-1.4030,397,0.61066,1003,2.28857,202,-0.4587,145,-1.0286,181,-0.7390,155,-0.8610,217,-0.3498,343,0.37224
ENSG00000118454,ANKRD13C,108,1.47673,42,-0.0778,38,-0.2207,20,-1.2265,31,-0.5937,46,0.07578,23,-0.9884,79,0.92702,21,-1.0948
ENSG00000132485,ZRANB2,108,-0.8551,273,0.59463,384,1.16903,98,-1.0041,135,-0.5571,168,-0.2193,284,0.66062,165,-0.2099,175,-0.1122
ENSG00000172260,NEGR1,108,-2.2233,149,-1.7527,394,-0.2825,84,-2.5938,358,-0.4684,557,0.32355,781,0.81267,1072,1.35602,699,0.62740
ENSG00000178965,ERICH3,108,-0.3111,53,-1.3880,148,0.17905,40,-1.7957,119,-0.1797,121,-0.1607,93,-0.5454,212,0.76140,329,1.52523
ENSG00000162623,TYW3,108,0.95471,68,0.19223,62,0.06589,23,-1.4681,25,-1.4163,62,0.06627,49,-0.2963,86,0.58086,87,0.58976
ENSG00000117054,ACADM,108,1.04026,53,-0.1187,34,-0.7640,47,-0.2993,31,-1.0099,54,-0.1118,66,0.23383,55,-0.0412,97,0.86176
ENSG00000137955,RABGGTB,108,1.41561,48,0.07499,23,-1.0352,37,-0.3200,54,0.29152,52,0.22841,32,-0.5640,29,-0.6994,10,-2.2593
ENSG00000117069,ST6GALNAC5,108,1.08605,0,-9.0435,51,-0.1422,11,-2.3937,39,-0.5704,83,0.82809,29,-0.9703,95,0.86917,45,-0.3233
ENSG00000142892,PIGK,108,1.63097,44,0.13821,37,-0.1538,21,-1.0255,21,-1.0401,60,0.79793,10,-2.0516,29,-0.5346,17,-1.3251
ENSG00000154027,AK5,108,-1.2829,126,-1.0484,297,0.27141,86,-1.6156,227,-0.1688,387,0.91376,90,-1.5472,489,1.09354,195,-0.3925
ENSG00000036549,AC118549.1,108,1.38665,68,0.59695,57,0.33103,27,-0.8441,27,-0.8913,32,-0.6631,84,0.94499,24,-0.9923,40,-0.2204
ENSG00000077254,USP33,108,-0.4469,97,-0.6167,174,0.29668,63,-1.2625,78,-1.0160,173,0.36773,189,0.43212,256,0.93190,167,0.23668
ENSG00000180488,MIGA1,2691,3.95871,269,-0.5450,98,-2.0492,67,-2.6162,105,-2.0596,172,-1.3948,249,-0.6628,288,-0.4420,203,-0.9723
ENSG00000162613,FUBP1,108,0.78327,49,-0.4760,118,0.92938,41,-0.7308,39,-0.8573,68,0.04433,36,-0.9130,75,0.19416,86,0.41886
ENSG00000162616,DNAJB4,108,1.57806,35,-0.2786,42,0.01714,43,0.03731,14,-1.7540,35,-0.3215,33,-0.3782,42,-0.0064,67,0.74630
ENSG00000137941,TTLL7,108,-1.9306,1374,2.20446,570,0.62007,68,-2.6056,199,-1.0913,275,-0.6288,505,0.42055,464,0.28576,338,-0.2129
ENSG00000142875,PRKACB,108,-2.1951,431,-0.1152,362,-0.3850,238,-1.0234,390,-0.2961,684,0.80711,512,0.15574,505,0.13319,580,0.35471
ENSG00000117133,RPF1,108,1.62007,35,-0.2402,25,-0.7315,22,-0.9606,36,-0.1941,32,-0.4683,67,0.78771,32,-0.3916,34,-0.2683
ENSG00000117155,SSX2IP,108,-1.1017,50,-2.2356,242,0.13396,82,-1.5116,220,-0.0140,243,0.18059,204,-0.1280,445,1.13912,362,0.78815
ENSG00000162642,C1orf52,108,0.99360,50,-0.2414,73,0.35802,19,-1.6728,47,-0.3804,72,0.41402,19,-1.6989,25,-1.2563,98,0.82397
ENSG00000153904,DDAH1,108,-1.1277,161,-0.5239,119,-0.9784,400,0.92940,198,-0.2276,316,0.68799,205,-0.1520,173,-0.4140,201,-0.1831
ENSG00000117174,ZNHIT6,108,0.77354,107,0.76478,73,0.14874,63,-0.0816,57,-0.2533,38,-1.0014,81,0.30198,80,0.27835,60,-0.1750
ENSG00000122417,ODF2L,108,0.15732,71,-0.4960,309,1.97314,27,-1.9393,46,-1.2370,70,-0.5956,176,0.95897,107,0.15068,71,-0.4994
ENSG00000097033,SH3GLB1,108,0.93265,174,1.78253,57,-0.1069,64,0.09558,24,-1.4596,24,-1.5779,40,-0.6352,40,-0.6387,123,1.15983
ENSG00000183291,SELENOF,108,0.46671,149,0.99742,43,-0.9425,84,0.06061,47,-0.8743,110,0.63057,48,-0.7778,48,-0.7958,62,-0.4076
ENSG00000153936,HS2ST1,108,1.15316,34,-0.7056,32,-0.7692,69,0.41641,44,-0.3209,42,-0.4529,49,-0.1248,91,0.86118,43,-0.3251
ENSG00000143013,LMO4,5170,2.05712,264,-2.6727,968,-0.7461,430,-1.9577,1243,-0.3943,1183,-0.5208,1859,0.26890,2700,0.88060,1403,-0.1756
ENSG00000065243,PKN2,108,1.20592,112,1.27091,117,1.34072,49,-0.0923,29,-0.9658,19,-1.6815,12,-2.1346,55,0.09585,53,0.03397
ENSG00000213516,RBMXL1,108,1.58105,70,0.82889,64,0.68224,20,-1.1204,24,-0.9111,30,-0.6089,12,-1.8016,31,-0.4449,58,0.53232
ENSG00000197147,LRRC8B,108,-0.4422,95,-0.6310,152,0.08458,69,-1.1108,113,-0.4024,204,0.72607,138,-0.0578,129,-0.1688,192,0.46581
ENSG00000171492,LRRC8D,108,1.60309,123,1.84727,11,-1.8940,9,-2.1899,8,-2.5979,38,-0.1384,24,-0.8013,64,0.70800,25,-0.7762
ENSG00000162664,ZNF326,108,0.46203,134,0.82292,147,0.97043,37,-1.1995,55,-0.6464,59,-0.5599,53,-0.6441,73,-0.1537,129,0.75070
ENSG00000122482,ZNF644,108,0.24564,238,1.58286,97,0.07229,39,-1.3190,67,-0.5438,46,-1.2030,85,-0.1343,79,-0.2409,190,1.18451
ENSG00000172031,EPHX4,108,1.71154,8,-2.2787,40,0.04929,8,-2.2547,44,0.19696,47,0.37590,0,-6.6511,53,0.48315,21,-0.9342
ENSG00000189195,BTBD8,108,-1.9934,161,-1.4009,563,0.53066,122,-1.8077,330,-0.3442,334,-0.3556,753,1.01318,662,0.79697,820,1.15940
ENSG00000122484,RPAP2,108,0.02576,61,-0.8469,239,1.34067,49,-1.1742,47,-1.3081,51,-1.2646,139,0.43195,95,-0.1813,334,1.95999
ENSG00000067208,EVI5,108,0.03961,238,1.34992,131,0.35007,51,-1.0984,74,-0.5773,47,-1.3997,113,0.11666,147,0.53628,184,0.90284
ENSG00000122406,RPL5,1259,1.32867,844,0.64787,352,-0.7261,608,0.11689,644,0.23352,406,-0.6045,683,0.30227,184,-1.7000,334,-0.8070
ENSG00000154511,DIPK1A,108,1.67729,65,0.79135,10,-2.0943,13,-1.6082,40,0.02000,46,0.30186,0,-6.6734,32,-0.3134,28,-0.5077
ENSG00000143033,MTF2,108,1.35759,44,-0.0997,97,1.16924,17,-1.5649,27,-0.9317,34,-0.5914,52,0.13301,48,0.01784,47,-0.0192
ENSG00000117505,DR1,108,1.18789,34,-0.6397,49,-0.0835,49,-0.0850,47,-0.1867,56,0.13666,6,-3.2011,58,0.16803,60,0.21162
ENSG00000067334,DNTTIP2,108,0.10241,96,-0.0871,113,0.17068,63,-0.7218,64,-0.7579,75,-0.5394,168,0.81368,161,0.74502,152,0.65027
ENSG00000023909,GCLM,108,1.55066,30,-0.5236,39,-0.1221,24,-0.8937,17,-1.4904,47,0.18931,58,0.48565,48,0.18936,29,-0.5678
ENSG00000137962,ARHGAP29,108,1.08033,14,-2.0130,117,1.21571,40,-0.5101,20,-1.6101,32,-0.9525,116,1.19862,55,-0.0184,80,0.57112
ENSG00000117528,ABCD3,108,1.47078,84,1.03264,16,-1.5155,58,0.42008,21,-1.1926,48,0.13902,6,-2.8104,14,-1.6801,61,0.49143
ENSG00000117525,F3,108,1.32509,53,0.14381,61,0.37476,276,3.30325,9,-2.5985,11,-2.4766,5,-3.3848,8,-2.5937,19,-1.4194
ENSG00000117519,CNN3,108,0.47445,134,0.82829,68,-0.2578,297,2.29175,26,-1.8070,51,-0.8117,87,0.13683,20,-2.1018,43,-0.9504
ENSG00000152078,TLCD4,108,1.00250,42,-0.5138,49,-0.2747,75,0.40155,44,-0.4768,37,-0.7941,98,0.83231,72,0.34667,55,-0.0809
ENSG00000117569,PTBP2,108,0.99257,68,0.23565,55,-0.0861,41,-0.5429,45,-0.4496,70,0.36475,11,-2.4504,72,0.32029,46,-0.3596
ENSG00000117600,PLPPR4,108,0.28921,22,-2.0917,180,1.13680,31,-1.6141,58,-0.7189,150,1.09447,9,-3.3832,88,-0.0353,75,-0.2851
ENSG00000162688,AGL,108,1.48848,39,-0.1669,70,0.73232,45,0.03640,22,-1.1145,39,-0.2401,7,-2.7305,31,-0.5360,68,0.69363
ENSG00000156875,MFSD14A,108,1.40834,70,0.65849,64,0.52324,29,-0.7209,31,-0.6311,43,-0.1326,19,-1.3303,52,0.19698,19,-1.3043
ENSG00000137992,DBT,108,0.83767,72,0.17074,56,-0.2055,57,-0.1739,36,-0.9605,60,-0.1251,72,0.18335,32,-1.0435,121,1.03104
ENSG00000137996,RTCA,108,1.24067,26,-0.9990,75,0.63633,21,-1.3289,43,-0.2642,59,0.30541,30,-0.7970,55,0.13521,28,-0.9173
ENSG00000162694,EXTL2,108,0.51513,44,-0.8685,56,-0.5257,11,-2.9361,38,-1.1587,84,0.14829,166,1.23417,133,0.85716,91,0.23907
ENSG00000118733,OLFM3,108,0.57384,20,-1.9910,72,-0.0701,6,-3.6531,75,-0.0183,81,0.12926,85,0.19712,182,1.46343,40,-0.9589
ENSG00000185946,RNPC3,108,-0.0688,144,0.38257,411,2.25644,57,-1.0412,57,-1.1157,34,-1.9972,191,0.85391,56,-1.0673,169,0.65065
ENSG00000162636,FAM102B,108,1.10928,8,-2.8433,27,-1.0609,12,-2.2294,39,-0.5432,55,0.01690,100,0.97521,94,0.87144,63,0.21828
ENSG00000134186,PRPF38B,108,-0.0778,149,0.43647,305,1.66325,99,-0.2109,68,-0.8352,46,-1.5565,178,0.72122,97,-0.2514,151,0.45627
ENSG00000116266,STXBP3,108,0.99719,207,2.19967,70,0.28117,50,-0.2305,18,-1.8732,44,-0.5189,25,-1.2511,34,-0.8317,38,-0.6557
ENSG00000085433,WDR47,108,-0.3118,33,-2.0692,91,-0.5703,48,-1.5194,110,-0.3106,218,1.07167,90,-0.5946,241,0.98171,99,-0.4522
ENSG00000197780,TAF13,108,-0.4861,137,-0.1136,39,-1.9952,89,-0.7805,127,-0.2609,152,0.05270,283,1.05928,225,0.67272,183,0.34006
ENSG00000215717,TMEM167B,108,1.48937,44,-0.0069,41,-0.1083,37,-0.2501,28,-0.7599,63,0.73918,1,-4.8966,31,-0.5326,21,-1.1398
ENSG00000031698,SARS,108,-1.3617,165,-0.7236,284,0.11383,135,-1.0279,239,-0.1715,305,0.28122,356,0.47767,396,0.65153,333,0.36790
ENSG00000143126,CELSR2,108,-0.4526,109,-0.4316,115,-0.3605,79,-0.9280,141,-0.0486,220,0.88179,63,-1.2653,169,0.24723,150,0.05803
ENSG00000134222,PSRC1,108,1.86354,83,1.37538,33,-0.1187,12,-1.6810,31,-0.2502,32,-0.2110,0,-6.5363,21,-0.7838,16,-1.2386
ENSG00000134243,SORT1,108,-1.2052,584,1.49774,231,-0.0474,109,-1.1959,161,-0.6467,330,0.67373,68,-1.8793,272,0.21190,168,-0.5366
ENSG00000143106,PSMA5,108,1.13720,59,0.14349,21,-1.3795,33,-0.7555,61,0.23327,71,0.55282,32,-0.7921,43,-0.3508,14,-2.0090
ENSG00000181754,AMIGO1,108,1.56101,0,-6.8001,30,-0.5212,19,-1.1777,29,-0.5948,69,1.05097,14,-1.6705,30,-0.5060,39,-0.1423
ENSG00000116337,AMPD2,108,0.79026,6,-3.3931,33,-1.0707,122,0.99173,100,0.74736,67,0.03665,45,-0.5742,10,-2.7212,66,0.00663
ENSG00000134202,GSTM3,108,0.08754,60,-0.8080,87,-0.2440,199,1.09038,106,0.07002,109,0.13027,47,-1.1753,92,-0.1706,92,-0.1685
ENSG00000168710,AHCYL1,108,-2.0975,687,0.74162,336,-0.3987,1432,2.05908,225,-1.0768,306,-0.6414,463,0.10180,237,-0.9306,578,0.45662
ENSG00000143093,STRIP1,108,1.80833,31,-0.2652,32,-0.2404,24,-0.6792,17,-1.2250,53,0.74221,0,-6.5780,28,-0.4310,27,-0.4576
ENSG00000197106,SLC6A17,108,-0.8895,10,-4.3762,102,-0.9810,97,-1.0474,192,-0.0044,317,1.06366,139,-0.5007,355,0.99563,166,-0.2283
ENSG00000116396,KCNC4,108,1.29450,13,-1.9620,33,-0.5886,58,0.25152,61,0.38079,62,0.45870,25,-0.9982,19,-1.4579,26,-0.9868
ENSG00000134248,LAMTOR5,108,0.08134,93,-0.1543,40,-1.4196,90,-0.1969,146,0.63496,128,0.43603,103,0.00118,71,-0.5615,50,-1.0813
ENSG00000177301,KCNA2,1390,3.00366,31,-3.2439,69,-2.0886,57,-2.3525,114,-1.4259,256,-0.1302,293,0.10225,277,0.01314,180,-0.6508
ENSG00000116459,ATP5PB,108,-0.2355,106,-0.2636,54,-1.2938,163,0.41376,92,-0.5180,208,1.08072,75,-0.7947,88,-0.5566,106,-0.2702
ENSG00000116473,RAP1A,108,0.88847,196,1.95744,36,-0.8148,56,-0.1656,33,-1.0309,44,-0.6409,47,-0.4379,57,-0.1336,49,-0.3584
ENSG00000197852,INKA2,108,1.15317,6,-3.2001,32,-0.7859,35,-0.6299,48,-0.1708,53,-0.0248,49,-0.1224,102,1.04926,53,0.00102
ENSG00000171385,KCND3,1373,3.34392,17,-3.9188,147,-0.7453,104,-1.2674,149,-0.7786,167,-0.6417,73,-1.7902,150,-0.7148,193,-0.3248
