gene,ensembl,t_stat_spd01-spd04,p_value_spd01-spd04,fdr_spd01-spd04,logFC_spd01-spd04
LMAN1,ENSG00000074695,-12.986955869085673,1.0318638034244401e-32,1.1214899207203266e-31,-0.7266025061560839
SPECC1,ENSG00000128487,-12.97483656928035,1.1556707947460711e-32,1.2527031960262345e-31,-0.7265309067102139
ARHGAP23,ENSG00000275832,-12.968336094086954,1.2280670165396809e-32,1.3254588949942177e-31,-0.7640610038413245
CTTNBP2,ENSG00000077063,-12.960237931523544,1.3246093766136976e-32,1.4263532555415756e-31,-0.8274825058781321
ANAPC5,ENSG00000089053,-12.954286039511464,1.4003532009178663e-32,1.5032823878056082e-31,-0.5046135325686008
PHIP,ENSG00000146247,-12.92581234626204,1.8268567554429676e-32,1.9536325073317795e-31,-0.6912724852813419
RPS6,ENSG00000137154,-12.916172316354906,1.9988144213053789e-32,2.1342573847658733e-31,-0.5620688760616179
KIF6,ENSG00000164627,-12.913350704003,2.0521317109496276e-32,2.189514879690301e-31,-1.1896013431586514
PLCL1,ENSG00000115896,-12.861220609748774,3.3360855246378136e-32,3.540506254963001e-31,-1.1435625439729051
SNHG5,ENSG00000203875,-12.829316511178408,4.489629056252729e-32,4.743125118612577e-31,-0.729322321771547
RBL2,ENSG00000103479,-12.824039186431609,4.715534670325944e-32,4.978023269421882e-31,-0.6231401334966726
LARP7,ENSG00000174720,-12.823685501777566,4.7310735467711794e-32,4.983136018328619e-31,-0.6826997364895515
CREB5,ENSG00000146592,-12.787524762842693,6.621345042930794e-32,6.94793841329157e-31,-1.1660690169802699
IQGAP1,ENSG00000140575,-12.787305798230665,6.634828044563846e-32,6.9568635843112435e-31,-1.0338968875763648
RO60,ENSG00000116747,-12.78668826488391,6.673000924712001e-32,6.991644222241352e-31,-0.7124815729024752
PHLDB1,ENSG00000019144,-12.78479200544209,6.791591386813885e-32,7.110567251947391e-31,-0.8639778174827955
C1orf198,ENSG00000119280,-12.777436189102403,7.271827604220713e-32,7.601969665235071e-31,-0.9144301118565172
AMD1,ENSG00000123505,-12.772021110743394,7.64684502980312e-32,7.982072664791503e-31,-0.4940624901234614
PIEZO2,ENSG00000154864,-12.76357070596381,8.270928940687991e-32,8.601396860416373e-31,-1.5252298604830345
OSBPL1A,ENSG00000141447,-12.761123067307437,8.460992929856182e-32,8.792512875881029e-31,-0.5302233524862441
MPP5,ENSG00000072415,-12.748403500597291,9.52102806145968e-32,9.879391923906604e-31,-0.6493078122373319
ARHGEF10,ENSG00000104728,-12.73721790159956,1.0561990491493462e-31,1.0927086683908521e-30,-1.027952029069029
PICALM,ENSG00000073921,-12.73292694337065,1.0990757108625524e-31,1.1362264209116787e-30,-0.5647596751419188
PLEKHH1,ENSG00000054690,-12.699688539977538,1.4955783864655691e-31,1.5415707306511254e-30,-1.1580110125117393
SASH1,ENSG00000111961,-12.697284233062888,1.5292566118205056e-31,1.5751230407822554e-30,-0.6508541867933904
POGK,ENSG00000143157,-12.696788814825318,1.536289487034168e-31,1.5812016318318535e-30,-0.6656124408916373
PAIP2B,ENSG00000124374,-12.68535480316045,1.7078665960230434e-31,1.751346398577702e-30,-1.0736814250443691
TTN,ENSG00000155657,-12.685015494109962,1.7132398543036894e-31,1.7555684342817204e-30,-1.8555746372303026
USP54,ENSG00000166348,-12.670056165931982,1.9676490685648961e-31,2.013311202879323e-30,-1.0292362063727971
ROCK1,ENSG00000067900,-12.662683638799356,2.1065427048621764e-31,2.1538513084022415e-30,-0.7984127267208541
SEMA6A,ENSG00000092421,-12.66190854314647,2.121700805931151e-31,2.166932117079541e-30,-0.9971576758957985
KIF13B,ENSG00000197892,-12.661871043759016,2.122436909409667e-31,2.166932117079541e-30,-1.1524654245226724
EMC10,ENSG00000161671,-12.65618115130511,2.2371278054638396e-31,2.2806955023317347e-30,-0.5236498733447306
ABCA8,ENSG00000141338,-12.654089725212891,2.2808189351950763e-31,2.323542730118191e-30,-1.2611300582942055
TMEM189,ENSG00000240849,-12.650265436762863,2.362920546265023e-31,2.4001846275542318e-30,-0.7695770785276981
YTHDC1,ENSG00000083896,-12.640853669996869,2.57773323573984e-31,2.6164834739241643e-30,-0.7213364470980341
JPX,ENSG00000225470,-12.610141106358766,3.423453301977316e-31,3.459841417334559e-30,-0.7329486592336227
VPS13C,ENSG00000129003,-12.608908512473265,3.4626381576711547e-31,3.496914272382206e-30,-0.5570884423584106
OFD1,ENSG00000046651,-12.602124554884849,3.686438132475084e-31,3.717557415411562e-30,-0.9015000922329897
FBXW4,ENSG00000107829,-12.598024083466123,3.828638609541926e-31,3.8553949456460735e-30,-0.6582859821433393
KNOP1,ENSG00000103550,-12.584481079933745,4.338272995420247e-31,4.365445763642102e-30,-0.9744721929662248
ABHD5,ENSG00000011198,-12.573616528052769,4.795533435982743e-31,4.822098621203655e-30,-0.7760458173367395
ENDOD1,ENSG00000149218,-12.560851676579494,5.394455049579886e-31,5.401024228365191e-30,-0.7063924023265447
EFCAB14,ENSG00000159658,-12.540672962687443,6.49674991569391e-31,6.486076683689555e-30,-0.5776828098746147
RBM39,ENSG00000131051,-12.529302384229062,7.21392907909794e-31,7.181558884512243e-30,-0.5414380317222438
HNRNPU,ENSG00000153187,-12.527738608770907,7.318542806169508e-31,7.280517637141012e-30,-0.42176194919520427
RILPL1,ENSG00000188026,-12.523305285800683,7.623411031206513e-31,7.578407964663828e-30,-0.6136007457709383
FXR1,ENSG00000114416,-12.484559033654065,1.0887780929026949e-30,1.0762271148869143e-29,-0.4898968196952067
CLIC4,ENSG00000169504,-12.468019907614229,1.2674966209568395e-30,1.2502329055126144e-29,-0.9687342689612795
ARID4B,ENSG00000054267,-12.453709925812097,1.445525775771151e-30,1.4218236289903855e-29,-0.6733034267073679
SAR1B,ENSG00000152700,-12.450993166922993,1.4820367663392401e-30,1.4567108215979998e-29,-0.5709034622156732
HNRNPDL,ENSG00000152795,-12.450112646756336,1.4940662041844363e-30,1.4664721443740073e-29,-0.32278088165061014
LDB3,ENSG00000122367,-12.435714817902644,1.705146830019697e-30,1.6677982675427086e-29,-1.188189769955276
CHD4,ENSG00000111642,-12.431650272861681,1.769938690769385e-30,1.7287514382168897e-29,-0.6466634327700858
RHOA,ENSG00000067560,-12.424968471807544,1.8818227100940323e-30,1.8341866122025305e-29,-0.4522967118088328
PRKCSH,ENSG00000130175,-12.41507277392555,2.0605895131037115e-30,2.0070285452718173e-29,-0.6265350900803046
LIMA1,ENSG00000050405,-12.383959436586329,2.7404193826927263e-30,2.665472631308019e-29,-1.0764570957200812
CALCOCO2,ENSG00000136436,-12.361142685223538,3.3770178340232684e-30,3.273271724420473e-29,-0.7118125329863538
GAB1,ENSG00000109458,-12.358072999373494,3.473218940055901e-30,3.3618546485568784e-29,-1.000278727549892
LRRCC1,ENSG00000133739,-12.352131768032683,3.6672323174013184e-30,3.5447376279611496e-29,-0.9066587977276503
SEC62,ENSG00000008952,-12.330604916383665,4.465059547607482e-30,4.2980810810543923e-29,-0.4219188489200931
PBRM1,ENSG00000163939,-12.320943656643523,4.877220205401412e-30,4.6883704821798857e-29,-0.6170624602767107
PACS2,ENSG00000179364,-12.316194412837397,5.093506004549043e-30,4.892916386637936e-29,-0.635563388816565
DDX5,ENSG00000108654,-12.28682733894917,6.659896559120052e-30,6.371346626065774e-29,-0.32549352752569405
VEZF1,ENSG00000136451,-12.280158406351143,7.077733374586072e-30,6.761823607422386e-29,-0.952633612790982
ZNHIT6,ENSG00000117174,-12.275851239197241,7.36136758648249e-30,7.027994177340558e-29,-0.655803538639872
ATM,ENSG00000149311,-12.263664180360411,8.226718412545968e-30,7.822098180418707e-29,-0.6889811027228507
SEPTIN10,ENSG00000186522,-12.262025788274103,8.350528432684556e-30,7.929030971714133e-29,-1.146939403456579
BAZ1A,ENSG00000198604,-12.25970464992077,8.529115145358896e-30,8.087614815921389e-29,-1.1818476569386256
CPB2-AS1,ENSG00000235903,-12.259228581172747,8.566210916906477e-30,8.11728338885436e-29,-1.1750236589212193
PMP22,ENSG00000109099,-12.233307521682455,1.0848268665583195e-29,1.0245016968841644e-28,-0.9569616435425496
NUCKS1,ENSG00000069275,-12.225524816470953,1.1644945406354322e-29,1.0989966370331827e-28,-0.5109866542721999
MTDH,ENSG00000147649,-12.195881198268925,1.525037429908509e-29,1.4334531377156174e-28,-0.49567691100389055
DDR1,ENSG00000204580,-12.190032578375257,1.6083362020855895e-29,1.510733541434831e-28,-0.8675650224802443
PDE4B,ENSG00000184588,-12.18196883340031,1.7306618916742954e-29,1.624544073870492e-28,-0.5958026153250797
FOXN2,ENSG00000170802,-12.172213991295804,1.8910839019320376e-29,1.7727484706441373e-28,-1.1159252568898967
PRMT2,ENSG00000160310,-12.158813092519289,2.13587231583806e-29,1.9955272298441557e-28,-0.49239782264344534
RFFL,ENSG00000092871,-12.140048055189036,2.5325286925611084e-29,2.356668011712824e-28,-0.8908276259781021
RBM17,ENSG00000134453,-12.139865243154254,2.536733391438377e-29,2.3590101538346106e-28,-0.5173438759404796
NACC2,ENSG00000148411,-12.114708559918975,3.186888645178254e-29,2.953789296661569e-28,-0.6313623806356521
CDK2AP1,ENSG00000111328,-12.113356426715354,3.226191787641696e-29,2.9882360911774672e-28,-0.5884061285921511
SCAF11,ENSG00000139218,-12.107048239749485,3.416028872394326e-29,3.159883226304136e-28,-0.6148969477213209
SLTM,ENSG00000137776,-12.099347314411105,3.662915531254138e-29,3.3860165595462354e-28,-0.6956096407910728
ENPP6,ENSG00000164303,-12.097677427269634,3.718751740694376e-29,3.4353597541100657e-28,-1.6157089943887346
MESD,ENSG00000117899,-12.08130808992015,4.3130116644836173e-29,3.9790735336295394e-28,-0.5287128233121123
SMC3,ENSG00000108055,-12.077256091139486,4.4741593592634497e-29,4.122302265288414e-28,-0.651634007599931
DOCK9,ENSG00000088387,-12.075682741600032,4.538334845200107e-29,4.178676293238597e-28,-0.5425771412153892
ANKRD40,ENSG00000154945,-12.075035080194425,4.565017892769495e-29,4.200477622596394e-28,-1.0607067989327028
PIP4K2A,ENSG00000150867,-12.07450097566435,4.5871399794268024e-29,4.2180562823979225e-28,-1.0206105744278275
PPFIA1,ENSG00000131626,-12.067267338648453,4.89747590467804e-29,4.500461585778104e-28,-0.7206916174505151
GTF2I,ENSG00000263001,-12.064411985342625,5.025652428807788e-29,4.615213140436692e-28,-0.30753600729812725
WASHC4,ENSG00000136051,-12.054867900585378,5.478817652287488e-29,5.024766031891222e-28,-0.6389444304043943
KIF13A,ENSG00000137177,-12.044208677141405,6.033167421932325e-29,5.522303932963203e-28,-0.7779641553617429
SON,ENSG00000159140,-12.040120648648076,6.260287523117202e-29,5.726442323992744e-28,-0.479661824929412
TMEM144,ENSG00000164124,-12.02810590823857,6.978257925295394e-29,6.370680014490772e-28,-1.1290207750423313
PCBP4,ENSG00000090097,-12.024056445764236,7.23826292974099e-29,6.599426025374417e-28,-0.7859945966978854
NEO1,ENSG00000067141,-11.954038549513509,1.361225828982269e-28,1.2227412218306669e-27,-0.6650749515800554
LACC1,ENSG00000179630,-11.919777936611073,1.852953518977492e-28,1.6601750855607953e-27,-1.3398883910904624
RPL13A,ENSG00000142541,-11.899432471926643,2.2249095218594207e-28,1.9908809466727992e-27,-0.4145692394257683
CDC14B,ENSG00000081377,-11.893447302867418,2.347856319643693e-28,2.0995513614625653e-27,-0.7036662175256145
PTPN11,ENSG00000179295,-11.888631241158066,2.4516794237736303e-28,2.1895925435197464e-27,-0.44459324369821207
KMT2C,ENSG00000055609,-11.851790805099215,3.412646638926688e-28,3.032330710252913e-27,-0.7856698940757862
KIF2A,ENSG00000068796,-11.84615446186386,3.589600967385584e-28,3.1834931929662634e-27,-0.72544554088587
DOCK10,ENSG00000135905,-11.845375393131993,3.614767949112247e-28,3.203780064980461e-27,-1.2084481044608815
HDAC11,ENSG00000163517,-11.836229260083217,3.923689877810671e-28,3.4709755330480854e-27,-0.6448204959992134
AGTPBP1,ENSG00000135049,-11.830009866421415,4.148630426288617e-28,3.663007420608717e-27,-0.5917980419977766
IGFBP5,ENSG00000115461,-11.823302144333542,4.405637133640856e-28,3.875241675072263e-27,-0.9800260359955422
NAP1L1,ENSG00000187109,-11.816639960502062,4.676579069128341e-28,4.108393818303383e-27,-0.4867000302150828
ACBD5,ENSG00000107897,-11.804747841134008,5.202083298725606e-28,4.564313764362071e-27,-0.450379581209031
CAST,ENSG00000153113,-11.803290139791072,5.270414778213869e-28,4.621366835325925e-27,-0.6340096410375349
CEP104,ENSG00000116198,-11.791969277283803,5.832411848471926e-28,5.104547301571203e-27,-0.6900009197172396
SNX1,ENSG00000028528,-11.771245974620493,7.020114575030632e-28,6.124852772484591e-27,-0.6371776328274992
UBL3,ENSG00000122042,-11.76894464544099,7.16603610229003e-28,6.2443694888845234e-27,-0.3699491351618365
NIPBL,ENSG00000164190,-11.749969998833668,8.490125610901526e-28,7.379756571117576e-27,-0.683419956772175
CCDC82,ENSG00000149231,-11.749458112326039,8.52903278849529e-28,7.408967761640687e-27,-0.660224929447538
NCKAP5,ENSG00000176771,-11.746778337462777,8.735630336043894e-28,7.583720820303447e-27,-1.1716556234364885
ENAH,ENSG00000154380,-11.742767663442342,9.054174957755783e-28,7.84845106080019e-27,-0.6367299706236889
PTPDC1,ENSG00000158079,-11.739102476888771,9.355377248701336e-28,8.10161758395902e-27,-0.951665295266805
AC012405.1,ENSG00000287704,-11.72781407661605,1.0347138721146278e-27,8.949378583258758e-27,-1.9799002574704452
PHF3,ENSG00000118482,-11.719248653539918,1.1168883939077208e-27,9.654142907636495e-27,-0.689919411817911
ZKSCAN1,ENSG00000106261,-11.71734792909735,1.135986355755062e-27,9.8131528395479e-27,-0.6067874873149259
HIP1,ENSG00000127946,-11.702762747134882,1.2937661456569793e-27,1.1148563142939335e-26,-1.074766800787792
HIP1R,ENSG00000130787,-11.70032350317367,1.3222043813192126e-27,1.1386599283856214e-26,-0.6449075608817907
TCEAL9,ENSG00000185222,-11.698939599067282,1.3386145141677819e-27,1.152082208406594e-26,-0.541239988397729
CAVIN1,ENSG00000177469,-11.675342615887697,1.6517644146459217e-27,1.418974260817827e-26,-1.0550134778386315
UACA,ENSG00000137831,-11.660869296020902,1.8788720767941543e-27,1.6120930029068076e-26,-1.182775525715619
FTH1,ENSG00000167996,-11.651406069942174,2.0439023174311893e-27,1.7515403243860046e-26,-0.5666616888033271
ZNF608,ENSG00000168916,-11.642258650927138,2.217117569695669e-27,1.8976517006513393e-26,-1.130996465904401
SRRM1,ENSG00000133226,-11.638262413730796,2.297303459125575e-27,1.9650801987881372e-26,-0.7296313467090751
HNRNPM,ENSG00000099783,-11.62154627491389,2.6652086773553262e-27,2.2700561659595e-26,-0.5467785661584372
GNAI1,ENSG00000127955,-11.620617285270201,2.6872935756584995e-27,2.2874727348951794e-26,-0.6476021594365786
CDC42BPA,ENSG00000143776,-11.616145884097417,2.7961666703926517e-27,2.3758067812813432e-26,-0.5888795509317903
IFT88,ENSG00000032742,-11.615623829797077,2.809160829637345e-27,2.3853973824933882e-26,-0.8179177468418866
TCEA1,ENSG00000187735,-11.613329811917877,2.8669758103870888e-27,2.431536462486671e-26,-0.4950006221870735
MYLIP,ENSG00000007944,-11.610719078017482,2.9342145900462104e-27,2.4810355308575854e-26,-0.8129766836355845
TMEM63A,ENSG00000196187,-11.609300472214095,2.9714060382915155e-27,2.510963857146343e-26,-1.1326358457049155
LINC01578,ENSG00000272888,-11.60452905666087,3.0999740403458897e-27,2.6180264146171905e-26,-0.5900792891458453
GPSM2,ENSG00000121957,-11.599233362026885,3.2491591731334926e-27,2.7407059603432006e-26,-0.946038245240632
REST,ENSG00000084093,-11.590927192900942,3.49766892355756e-27,2.944995093046025e-26,-0.9809980165626015
LRRC58,ENSG00000163428,-11.586968459995278,3.622676428967001e-27,3.046579328981454e-26,-0.5549306650780927
RNF130,ENSG00000113269,-11.585321762926318,3.675975420551427e-27,3.0895435028891933e-26,-0.5277755107680111
APLN,ENSG00000171388,-11.583108068873232,3.7488580660226305e-27,3.1451254014884936e-26,-1.223678155146544
MAL,ENSG00000172005,-11.566939222838114,4.326641379596163e-27,3.62333532430291e-26,-1.0190816442771071
ST18,ENSG00000147488,-11.550937001309045,4.985605049136414e-27,4.1652003449957954e-26,-1.241160463807839
MAP6D1,ENSG00000180834,-11.542751766109829,5.360348536606554e-27,4.470262022443306e-26,-0.8314816152956856
GAMT,ENSG00000130005,-11.519517438329084,6.583782690200254e-27,5.477472063150534e-26,-0.5751926262686959
TRIM56,ENSG00000169871,-11.51907631680001,6.609516596444855e-27,5.495313013794018e-26,-1.0394284856287772
GNAI2,ENSG00000114353,-11.518740585412296,6.62916936044574e-27,5.505401078487826e-26,-0.4764988521424849
CEP350,ENSG00000135837,-11.50593327028599,7.423912474701388e-27,6.161759184020268e-26,-0.7206382514089977
ODR4,ENSG00000157181,-11.498637080480773,7.918339197446153e-27,6.564331373825912e-26,-0.7233051471466077
MYO1E,ENSG00000157483,-11.479973706428241,9.337248553648847e-27,7.731440938053906e-26,-1.376563327047923
CTNNA3,ENSG00000183230,-11.477337109133531,9.55711903167351e-27,7.904133296195304e-26,-1.3458664010992152
PNN,ENSG00000100941,-11.437673547538083,1.355949997772508e-26,1.1181187680747105e-25,-0.7122315169704931
DDX18,ENSG00000088205,-11.436291341524047,1.372564721198244e-26,1.1311519521337182e-25,-0.48314645450477745
ANKHD1,ENSG00000131503,-11.432004013528413,1.425399664989345e-26,1.1740018336803814e-25,-0.6057469569810765
TASOR,ENSG00000163946,-11.420011574047534,1.5841791903971438e-26,1.2994174028275162e-25,-0.616470626785075
CCDC112,ENSG00000164221,-11.404564203406304,1.8148865362453955e-26,1.4851679810949587e-25,-0.5971473499084032
COBL,ENSG00000106078,-11.401339863064916,1.867105300733972e-26,1.5270058975048992e-25,-0.4510734480382803
SHROOM4,ENSG00000158352,-11.394235554571784,1.9874952511947756e-26,1.624515855318677e-25,-1.3534962822107368
ENPP4,ENSG00000001561,-11.39088108462628,2.0469940548741936e-26,1.6721704210974054e-25,-0.677007954981355
ZC3H13,ENSG00000123200,-11.387629575358826,2.1063570979748177e-26,1.7196584788781558e-25,-0.7341948206229283
NEK3,ENSG00000136098,-11.387009898049925,2.117863378978396e-26,1.7280429917093427e-25,-1.1309857543558604
TMTC4,ENSG00000125247,-11.385414450892744,2.1477764843872963e-26,1.7514277667608658e-25,-1.0470845910461772
ZNF704,ENSG00000164684,-11.377287241155319,2.3068029972483694e-26,1.8778209372475513e-25,-0.5997378469559465
UPF3A,ENSG00000169062,-11.374596211558101,2.3619983632318332e-26,1.9216327778167248e-25,-0.6081680523953237
SMARCC1,ENSG00000173473,-11.364564815540328,2.579578395251686e-26,2.0962073971181874e-25,-0.850231057544919
SENP7,ENSG00000138468,-11.36284195227718,2.618904017034715e-26,2.1256923023283512e-25,-0.6327004405622825
AC245297.3,ENSG00000274265,-11.358731017731593,2.7151650800281874e-26,2.202545694924781e-25,-1.004755656803865
FUT8,ENSG00000033170,-11.358286353558528,2.7257859425607636e-26,2.209878777214141e-25,-0.8941327465353881
LRRFIP2,ENSG00000093167,-11.35715005945594,2.7531145971040194e-26,2.230741027462196e-25,-0.5196549948173734
GOLGA7,ENSG00000147533,-11.355377798328746,2.7962837618014624e-26,2.2630954336247274e-25,-0.6694790886932998
GPRC5B,ENSG00000167191,-11.347355248781483,3.000276549530712e-26,2.4253826103407034e-25,-0.7620462376482777
RWDD1,ENSG00000111832,-11.34140296735567,3.1611325134360566e-26,2.5524638440378835e-25,-0.4502035720241393
KAT2B,ENSG00000114166,-11.337757598613567,3.263852107529589e-26,2.6338834241882836e-25,-0.7011367764603396
PNPT1,ENSG00000138035,-11.329282420206832,3.515680431479583e-26,2.8354682856774455e-25,-0.6850443949684424
PCMTD1,ENSG00000168300,-11.321078509671455,3.777836558016298e-26,3.0433902922993545e-25,-0.51898935538303
NUMA1,ENSG00000137497,-11.318191334303435,3.8746489159639587e-26,3.117787443778253e-25,-0.5026709264034492
