Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000169504,CLIC4,356,3.06835,182,1.60559,87,0.34363,7,-3.4504,13,-2.5296,14,-2.5277,33,-1.2360,23,-1.6918,14,-2.4088
ENSG00000117614,SYF2,131,0.34870,85,-0.3397,175,0.82591,59,-0.8858,120,0.21388,91,-0.2576,91,-0.2561,54,-1.0164,171,0.78796
ENSG00000117616,RSRP1,122,0.82877,127,0.90460,40,-0.9424,70,-0.0740,106,0.59290,57,-0.4203,58,-0.3813,56,-0.4142,53,-0.4948
ENSG00000183726,TMEM50A,117,0.44956,108,0.32986,76,-0.2252,81,-0.1346,120,0.49799,84,-0.0751,61,-0.6136,56,-0.6914,119,0.48575
ENSG00000204178,MACO1,76,0.52785,53,-0.0561,39,-0.5017,38,-0.5768,78,0.58278,63,0.24817,27,-1.1406,58,0.09911,78,0.58015
ENSG00000117643,MAN1C1,10,-1.9940,16,-1.3024,38,0.04207,46,0.32828,76,1.17161,52,0.62708,21,-0.9320,37,-0.0093,40,0.11303
ENSG00000162430,SELENON,31,0.30326,57,1.34864,35,0.49167,17,-0.5860,23,-0.1577,12,-1.1762,27,0.09865,15,-0.8060,23,-0.1373
ENSG00000117640,MTFR1L,43,-0.6885,70,0.09154,45,-0.5943,94,0.55464,63,-0.0884,63,-0.1016,82,0.37768,65,-0.0318,62,-0.1171
ENSG00000117632,STMN1,1330,-0.1227,1639,0.20961,544,-1.4897,1865,0.41885,1579,0.14910,1958,0.56621,1398,-0.0490,1282,-0.1805,864,-0.7908
ENSG00000158008,EXTL1,5,-3.1262,93,1.40217,30,-0.4462,51,0.39429,27,-0.6280,27,-0.6799,63,0.83313,31,-0.3746,25,-0.7187
ENSG00000175087,PDIK1L,12,-0.6028,20,0.16073,16,-0.1880,24,0.44566,17,-0.1646,22,0.34191,12,-0.6441,28,0.68849,15,-0.3625
ENSG00000142684,ZNF593,23,-0.3496,33,0.20179,29,-0.0165,38,0.43873,30,0.07223,26,-0.1872,32,0.18058,32,0.16139,17,-0.7935
ENSG00000142669,SH3BGRL3,176,0.52993,156,0.32798,129,0.02390,160,0.37115,102,-0.3356,76,-0.8674,144,0.22093,146,0.22493,88,-0.5696
ENSG00000158062,UBXN11,4,-2.1024,29,0.84082,15,-0.1472,10,-0.8082,15,-0.1982,18,0.14882,21,0.38306,11,-0.6614,24,0.53438
ENSG00000117682,DHDDS,14,-0.1312,8,-0.9292,8,-1.0348,28,0.96911,14,-0.1876,17,0.16605,16,0.01522,17,0.10666,16,0.07505
ENSG00000198830,HMGN2,425,1.13730,223,0.06117,330,0.70353,90,-1.3264,191,-0.1803,152,-0.5785,167,-0.4304,195,-0.1501,264,0.33458
ENSG00000117713,ARID1A,93,0.56969,131,1.14705,50,-0.4131,33,-1.0666,63,-0.0645,71,0.14068,51,-0.4300,46,-0.5395,60,-0.1245
ENSG00000060642,PIGV,14,0.16322,20,0.76201,5,-1.2054,20,0.70510,9,-0.5276,5,-1.4094,10,-0.4359,22,0.91619,18,0.58777
ENSG00000204160,ZDHHC18,9,-1.0800,15,-0.3207,9,-1.0268,32,0.87646,15,-0.2615,22,0.31317,22,0.35009,19,0.04499,14,-0.3834
ENSG00000142751,GPN2,26,0.34980,17,-0.3434,18,-0.2101,23,0.15112,24,0.22719,21,0.01797,23,0.14082,21,0.00587,13,-0.7025
ENSG00000090273,NUDC,146,-0.6155,116,-0.9648,214,-0.0227,200,-0.1302,280,0.41249,249,0.25013,216,-0.0073,271,0.35678,228,0.07956
ENSG00000253368,TRNP1,8,-2.8030,20,-1.4688,22,-1.3369,75,0.56288,37,-0.5414,79,0.74362,68,0.45555,76,0.60122,48,-0.1349
ENSG00000090020,SLC9A1,4,-2.1376,5,-1.8351,8,-1.1545,34,0.99106,18,-0.0042,22,0.33467,22,0.30051,33,0.97313,11,-0.8322
ENSG00000142784,WDTC1,37,0.21307,48,0.60651,35,0.11185,41,0.35895,34,0.06622,29,-0.1973,32,-0.0424,13,-1.3482,29,-0.1938
ENSG00000186501,TMEM222,34,-0.1623,59,0.72678,25,-0.6120,37,-0.0138,42,0.15391,39,0.06383,49,0.46679,24,-0.7030,18,-1.1538
ENSG00000158195,WASF2,157,2.25191,81,0.99691,84,1.07023,7,-2.7462,14,-1.7232,18,-1.4854,24,-0.9887,27,-0.7618,31,-0.5617
ENSG00000126705,AHDC1,17,-1.1224,76,1.28144,30,-0.2586,27,-0.3916,43,0.32660,41,0.28456,36,0.05466,20,-0.8906,19,-0.9436
ENSG00000126709,IFI6,81,-0.9123,206,0.55821,151,0.05247,338,1.41324,100,-0.5941,134,-0.1494,131,-0.1899,137,-0.0974,63,-1.2875
ENSG00000009780,FAM76A,19,-0.0879,38,0.98694,15,-0.5002,17,-0.2786,26,0.34441,18,-0.2583,18,-0.2568,11,-0.9263,30,0.58270
ENSG00000117758,STX12,143,0.45673,155,0.59382,69,-0.6915,111,0.04814,96,-0.1816,105,-0.0433,102,-0.0952,114,0.08951,82,-0.4235
ENSG00000117751,PPP1R8,41,0.22195,67,1.03506,21,-0.8454,25,-0.5510,38,0.11389,27,-0.4731,30,-0.2741,37,0.04379,49,0.50851
ENSG00000117748,RPA2,31,-0.6412,57,0.32706,40,-0.2259,62,0.45142,61,0.41486,53,0.21533,36,-0.4202,50,0.11407,34,-0.4908
ENSG00000158161,EYA3,15,0.30112,19,0.67977,6,-1.0688,12,-0.0166,16,0.36127,11,-0.1789,11,-0.2548,11,-0.2141,14,0.19137
ENSG00000126698,DNAJC8,230,0.20739,146,-0.5048,244,0.30432,166,-0.3095,193,-0.0684,254,0.42005,153,-0.4760,151,-0.4528,275,0.50122
ENSG00000130770,ATP5IF1,141,-1.7224,163,-1.5036,314,-0.5161,505,0.23361,393,-0.1655,618,0.63924,453,0.06653,573,0.43760,571,0.43262
ENSG00000204138,PHACTR4,74,1.72097,42,0.74886,40,0.66791,7,-1.8917,16,-0.7347,23,-0.2291,15,-0.9173,22,-0.3181,14,-0.9478
ENSG00000242125,SNHG3,8,-0.5108,15,0.35443,12,-0.0526,8,-0.5453,14,0.27107,19,0.80546,7,-0.8128,11,-0.1472,11,-0.0790
ENSG00000180098,TRNAU1AP,27,0.28655,36,0.73936,20,-0.2038,14,-0.7651,23,-0.0140,17,-0.5014,23,0.00753,40,0.90050,12,-1.0174
ENSG00000120656,TAF12,22,0.47814,5,-1.7850,19,0.24207,22,0.41939,12,-0.4566,23,0.59344,12,-0.4896,16,-0.0116,15,-0.2035
ENSG00000198492,YTHDF2,57,-0.4295,60,-0.3522,58,-0.3968,105,0.53855,102,0.49059,90,0.33242,50,-0.6834,86,0.22671,76,0.03076
ENSG00000159023,EPB41,8,-1.5854,8,-1.5242,19,-0.2217,25,0.18299,18,-0.2910,27,0.30824,30,0.51529,34,0.68620,20,-0.1585
ENSG00000116350,SRSF4,88,0.37496,95,0.50881,100,0.58653,62,-0.1661,90,0.42428,44,-0.7563,56,-0.3523,37,-0.9614,89,0.39999
ENSG00000116353,MECR,9,-1.4040,21,-0.1526,23,-0.0076,34,0.63665,16,-0.4963,28,0.37628,22,-0.0236,24,0.11534,22,-0.0364
ENSG00000060656,PTPRU,8,-1.4398,68,2.11294,12,-0.8251,28,0.54053,22,0.13297,7,-1.7315,26,0.45367,5,-2.1172,14,-0.5319
ENSG00000162511,LAPTM5,15,0.07705,22,0.62508,25,0.85710,3,-2.3782,8,-0.8890,8,-0.9715,18,0.41420,27,0.97933,8,-0.8502
ENSG00000162512,SDC3,169,0.45256,126,-0.0194,147,0.22680,74,-0.8303,112,-0.1987,112,-0.2261,115,-0.1832,152,0.28075,169,0.44763
ENSG00000134644,PUM1,104,-0.4920,208,0.61421,116,-0.3244,164,0.22116,189,0.45554,145,0.02722,152,0.11925,56,-1.4355,137,-0.0661
ENSG00000060688,SNRNP40,41,0.93767,47,1.18181,9,-1.4235,30,0.43836,14,-0.7219,23,-0.0012,18,-0.3886,21,-0.1816,8,-1.5030
ENSG00000121766,ZCCHC17,103,0.14507,94,-0.0069,87,-0.1261,109,0.22945,113,0.29904,104,0.18116,63,-0.6768,66,-0.5368,128,0.49755
ENSG00000121769,FABP3,14,-2.5120,48,-0.6792,18,-2.1165,162,1.30774,62,-0.2707,99,0.52351,95,0.45225,79,0.09364,44,-0.7862
ENSG00000162517,PEF1,34,-0.7695,52,-0.0918,49,-0.1942,75,0.49101,63,0.19016,55,-0.0064,58,0.08712,54,-0.0428,56,0.02217
ENSG00000084636,COL16A1,38,0.83647,80,2.19394,24,0.09560,9,-1.4307,26,0.19898,12,-1.0414,14,-0.8134,13,-0.8408,9,-1.3914
ENSG00000121753,ADGRB2,59,-1.3339,163,0.21582,86,-0.7851,177,0.35393,312,1.31250,115,-0.3661,156,0.16704,115,-0.3304,110,-0.4041
ENSG00000184007,PTP4A2,962,2.36336,288,0.18447,175,-0.5974,156,-0.7705,205,-0.3502,146,-0.9417,231,-0.1842,133,-1.0191,152,-0.8144
ENSG00000121774,KHDRBS1,169,0.15876,167,0.13812,177,0.23202,110,-0.5110,212,0.52024,147,-0.0690,111,-0.5426,146,-0.0770,186,0.31410
ENSG00000025800,KPNA6,66,0.32058,101,1.02380,54,-0.0029,62,0.20613,61,0.19996,48,-0.2051,39,-0.5566,32,-0.7839,45,-0.3013
ENSG00000084652,TXLNA,51,1.03264,39,0.56014,35,0.41348,32,0.25726,30,0.16928,22,-0.3298,15,-0.9296,21,-0.4184,15,-0.8674
ENSG00000160050,CCDC28B,11,-0.9188,11,-0.8880,31,0.70209,12,-0.7920,19,-0.0535,30,0.72874,13,-0.7349,25,0.36315,25,0.38054
ENSG00000084623,EIF3I,94,-0.3140,139,0.30558,79,-0.5901,146,0.37537,128,0.17188,110,-0.0788,89,-0.4445,148,0.40030,135,0.25182
ENSG00000116478,HDAC1,32,1.11080,14,-0.1679,21,0.43820,9,-0.8727,11,-0.5489,14,-0.2559,18,0.16073,15,-0.0772,11,-0.5699
ENSG00000175130,MARCKSL1,1351,2.78765,704,1.43566,256,-0.2482,46,-2.8090,66,-2.2751,122,-1.4719,166,-0.9874,172,-0.8597,130,-1.2826
ENSG00000160058,BSDC1,47,0.12536,48,0.15914,40,-0.1457,58,0.46241,62,0.56984,37,-0.2718,45,0.04846,24,-0.8986,36,-0.3081
ENSG00000160062,ZBTB8A,19,0.33910,11,-0.5115,25,0.80355,10,-0.5824,39,1.57965,8,-1.0212,10,-0.7121,3,-2.2068,24,0.72106
ENSG00000176261,ZBTB8OS,27,-0.5813,9,-2.1110,28,-0.5170,39,-0.0308,41,0.08009,57,0.67765,49,0.39138,41,0.06781,35,-0.1656
ENSG00000162521,RBBP4,152,0.20651,158,0.27636,135,0.02744,111,-0.2801,144,0.12674,158,0.31232,91,-0.6442,123,-0.1200,141,0.09495
ENSG00000162520,SYNC,9,-0.1994,0,-5.4055,23,1.21214,8,-0.4437,6,-0.8043,16,0.73250,8,-0.4418,12,0.22683,11,0.01482
ENSG00000162522,KIAA1522,3,-2.6208,4,-2.3386,26,0.25039,20,-0.1729,39,0.90099,26,0.28300,21,-0.0877,27,0.31532,30,0.48847
ENSG00000134684,YARS,38,-1.4148,94,-0.0159,64,-0.6116,152,0.76159,86,-0.1679,131,0.58893,108,0.22798,84,-0.2037,51,-0.9626
ENSG00000116497,S100PBP,27,0.79057,22,0.48502,16,-0.0451,10,-0.7092,12,-0.4567,24,0.65537,13,-0.3613,18,0.09969,2,-3.0031
ENSG00000160097,FNDC5,5,-2.4633,4,-2.6821,19,-0.4717,31,0.30105,13,-1.0136,55,1.48869,23,-0.2028,43,0.81458,13,-1.0130
ENSG00000121905,HPCA,9,-3.7906,84,-0.5379,69,-0.8412,110,-0.1143,247,1.21786,153,0.45979,145,0.36003,78,-0.6499,113,-0.0817
ENSG00000121900,TMEM54,31,-0.1781,18,-1.0429,31,-0.1794,39,0.16636,11,-1.7613,41,0.27173,48,0.54968,50,0.56370,29,-0.2803
ENSG00000116514,RNF19B,8,-1.3649,7,-1.5685,19,-0.2060,29,0.48967,36,0.84267,27,0.45709,16,-0.4593,23,0.15615,24,0.18213
ENSG00000004455,AK2,84,1.39176,42,0.20816,28,-0.4118,34,-0.1346,15,-1.3482,28,-0.4538,32,-0.2034,57,0.72359,22,-0.8003
ENSG00000142920,AZIN2,30,0.48157,31,0.56096,17,-0.3607,30,0.49574,13,-0.7684,23,0.10398,26,0.28402,14,-0.6692,8,-1.5630
ENSG00000160094,ZNF362,23,0.15094,17,-0.3320,24,0.23041,18,-0.2563,22,0.09913,26,0.36583,22,0.05677,24,0.18945,8,-1.4738
ENSG00000134686,PHC2,93,0.95389,81,0.71616,41,-0.3639,63,0.30297,41,-0.3511,54,0.08426,42,-0.3646,36,-0.5759,23,-1.2155
ENSG00000163866,SMIM12,29,-0.9941,59,0.09403,38,-0.5608,89,0.77566,61,0.15054,62,0.19671,57,0.04589,51,-0.1408,45,-0.3351
ENSG00000116544,DLGAP3,3,-3.5106,31,-0.3614,58,0.62619,20,-1.0098,66,0.84129,31,-0.4080,51,0.47167,36,-0.1232,54,0.48813
ENSG00000163867,ZMYM6,23,-0.0455,17,-0.5388,20,-0.2674,19,-0.3469,39,0.80461,31,0.48666,18,-0.5119,23,-0.0682,24,-0.0224
ENSG00000116560,SFPQ,361,0.88841,294,0.54270,219,0.06755,195,-0.1137,208,-0.0190,176,-0.3031,157,-0.5001,147,-0.5578,220,0.07611
ENSG00000146463,ZMYM4,54,-0.3364,28,-1.3379,94,0.55358,56,-0.2564,94,0.55155,87,0.48045,48,-0.5519,59,-0.1848,78,0.25088
ENSG00000142687,KIAA0319L,28,-0.8836,64,0.38485,43,-0.2530,61,0.29262,47,-0.1136,57,0.20568,53,0.09601,64,0.38192,28,-0.9037
ENSG00000020129,NCDN,95,-2.6730,512,-0.1498,248,-1.2588,823,0.61559,1163,1.20877,664,0.29761,488,-0.2482,362,-0.6874,684,0.31382
ENSG00000126067,PSMB2,82,-0.2225,137,0.58593,71,-0.4463,147,0.70465,75,-0.3649,105,0.16914,89,-0.1130,102,0.10862,44,-1.1792
ENSG00000142686,C1orf216,15,-2.5993,146,0.81528,39,-1.2552,133,0.66233,96,0.12828,102,0.24333,95,0.11675,91,0.03721,61,-0.5664
ENSG00000134698,AGO4,21,0.39799,6,-1.5241,16,0.02370,13,-0.3098,34,1.21264,20,0.43354,13,-0.3161,9,-0.8621,10,-0.6363
ENSG00000092847,AGO1,43,0.12339,54,0.47275,37,-0.1008,35,-0.1907,42,0.06930,38,-0.0832,46,0.24063,25,-0.6883,35,-0.2149
ENSG00000126070,AGO3,92,1.34252,60,0.62833,55,0.45901,32,-0.3747,37,-0.1463,30,-0.5250,25,-0.8059,35,-0.2275,28,-0.5657
ENSG00000116863,ADPRHL2,30,1.02872,33,1.20511,5,-1.7144,23,0.62528,14,-0.1529,14,-0.2111,7,-1.2326,6,-1.3465,19,0.33747
ENSG00000054116,TRAPPC3,24,-0.9484,49,0.15264,36,-0.3293,58,0.41904,53,0.29088,51,0.22560,36,-0.3398,38,-0.2595,58,0.41072
ENSG00000116871,MAP7D1,348,1.05154,238,0.41761,119,-0.6805,176,-0.0692,211,0.21898,175,-0.0821,144,-0.4249,138,-0.4462,155,-0.2701
ENSG00000054118,THRAP3,181,0.67656,104,-0.2236,163,0.50022,100,-0.2803,144,0.29709,119,-0.0015,67,-0.9707,90,-0.4343,160,0.46784
ENSG00000196182,STK40,8,-0.8881,17,0.27193,14,0.00677,15,0.11576,9,-0.6288,13,-0.1078,15,0.13251,22,0.70173,13,-0.1161
ENSG00000181817,LSM10,16,-1.4960,26,-0.7945,31,-0.5235,52,0.26788,37,-0.2719,54,0.35855,49,0.19297,46,0.06126,70,0.74417
ENSG00000116885,OSCP1,4,-1.8241,21,0.45909,13,-0.2792,26,0.79105,13,-0.2697,21,0.48210,14,-0.1653,16,0.01603,10,-0.7167
ENSG00000116898,MRPS15,26,-1.1269,40,-0.4702,24,-1.2649,70,0.40874,39,-0.5218,56,0.04435,84,0.79540,67,0.33325,54,-0.0163
ENSG00000163873,GRIK3,3,-2.9175,84,2.30718,4,-2.5201,24,0.07416,20,-0.2130,18,-0.3562,34,0.76318,9,-1.3429,1,-4.5143
ENSG00000163875,MEAF6,55,-1.0097,107,0.02281,74,-0.5596,132,0.36461,146,0.51961,111,0.09579,106,0.01513,121,0.21744,90,-0.2406
ENSG00000163877,SNIP1,16,-0.1457,30,0.90934,19,0.18439,18,0.08130,17,0.01558,20,0.29208,14,-0.3336,9,-0.9439,10,-0.7466
ENSG00000163879,DNALI1,14,-0.0569,0,-6.4338,34,1.39680,7,-1.0296,16,0.16251,21,0.68593,6,-1.4997,20,0.49815,15,0.07652
ENSG00000134697,GNL2,26,0.11415,46,1.03814,20,-0.2722,27,0.14266,28,0.19876,20,-0.2933,18,-0.5203,29,0.28560,15,-0.7312
ENSG00000116922,C1orf109,9,-1.0952,43,1.30366,6,-1.7221,29,0.66964,19,-0.0343,20,0.08804,11,-0.8947,26,0.49312,17,-0.1923
ENSG00000185090,MANEAL,6,-1.7256,6,-1.7256,10,-1.0032,35,0.87613,26,0.38956,27,0.49640,26,0.44276,17,-0.3150,17,-0.2447
ENSG00000196449,YRDC,6,-1.0955,18,0.54674,7,-0.8915,11,-0.2605,19,0.63857,12,-0.0186,11,-0.2080,27,1.23377,4,-1.5377
ENSG00000197982,C1orf122,340,1.08290,171,-0.0508,180,0.02596,116,-0.6526,77,-1.2800,172,-0.0473,187,0.10166,160,-0.1580,182,0.04681
ENSG00000188786,MTF1,26,0.87981,31,1.18872,18,0.32433,12,-0.3714,14,-0.0805,13,-0.2071,9,-0.8172,8,-0.9136,11,-0.5079
ENSG00000183431,SF3A3,46,-0.1117,65,0.41504,56,0.18592,51,0.02694,61,0.31688,55,0.18699,33,-0.7038,58,0.23009,36,-0.5162
ENSG00000183520,UTP11,31,-0.2822,25,-0.6071,47,0.38177,45,0.31262,50,0.48914,58,0.85369,9,-2.1650,28,-0.4114,45,0.30437
ENSG00000116954,RRAGC,67,0.49355,41,-0.2831,51,0.04431,60,0.29669,40,-0.3393,50,0.00758,40,-0.3486,70,0.54723,36,-0.5048
ENSG00000174574,AKIRIN1,117,0.65606,91,0.23777,59,-0.4462,96,0.33602,98,0.36114,51,-0.7199,71,-0.1555,62,-0.3624,92,0.25686
ENSG00000168653,NDUFS5,233,-1.5399,263,-1.3587,540,-0.2650,642,0.00751,683,0.10649,786,0.37322,725,0.22651,776,0.31195,869,0.49578
ENSG00000127603,MACF1,486,1.05314,291,0.19979,305,0.27480,171,-0.6335,232,-0.1636,236,-0.1499,144,-0.9678,292,0.20708,289,0.18872
ENSG00000090621,PABPC4,64,0.02463,51,-0.3273,87,0.53529,42,-0.6165,54,-0.2185,62,-0.0050,56,-0.1885,65,0.06103,88,0.55326
ENSG00000116983,HPCAL4,69,-1.9136,321,0.43454,247,0.01340,173,-0.5422,456,1.02733,211,-0.2537,247,0.01248,188,-0.4125,323,0.44392
ENSG00000084072,PPIE,28,-0.4542,61,0.77999,25,-0.6206,42,0.18906,55,0.60367,38,0.00718,32,-0.2772,32,-0.2256,30,-0.3275
ENSG00000168389,MFSD2A,18,-0.0961,17,-0.1767,54,1.73639,4,-2.1517,10,-1.0434,9,-1.2626,39,1.34942,9,-1.1484,5,-1.9343
ENSG00000131236,CAP1,195,0.21192,196,0.22276,175,0.04219,197,0.23035,148,-0.2234,200,0.28553,134,-0.4152,139,-0.3232,159,-0.1161
ENSG00000131238,PPT1,78,-0.7551,117,-0.1382,108,-0.2545,151,0.27299,102,-0.3427,139,0.15034,118,-0.1258,198,0.71871,132,0.05629
ENSG00000117000,RLF,21,0.16453,13,-0.5022,24,0.39722,20,0.14431,29,0.70495,20,0.09800,13,-0.5372,8,-1.1744,22,0.30346
ENSG00000259943,AL050341.2,19,0.24779,7,-1.1802,17,0.12362,11,-0.5161,19,0.27155,24,0.71487,12,-0.4310,16,-0.0180,14,-0.1696
ENSG00000084073,ZMPSTE24,60,0.42854,50,0.15342,47,0.03200,54,0.27360,43,-0.0920,45,-0.0389,35,-0.4604,36,-0.3642,53,0.24477
ENSG00000049089,COL9A2,134,2.96237,81,1.85503,14,-1.0496,3,-3.0462,7,-1.9033,1,-4.0903,15,-0.9874,19,-0.5671,10,-1.4479
ENSG00000084070,SMAP2,46,-1.3734,159,0.53568,57,-1.0557,138,0.30375,174,0.68162,126,0.17904,116,0.02704,75,-0.6453,121,0.09514
ENSG00000117016,RIMS3,15,-3.7021,62,-1.6264,102,-0.8817,238,0.43532,247,0.49597,236,0.47835,246,0.56186,167,-0.1323,199,0.14879
ENSG00000066136,NFYC,24,-0.8621,72,0.90597,24,-0.8250,56,0.49177,67,0.77220,49,0.29782,28,-0.6556,21,-1.0400,38,-0.1458
ENSG00000179862,CITED4,6,-1.1747,11,-0.3254,15,0.15482,18,0.45319,14,0.03307,14,0.04862,17,0.36764,11,-0.2494,12,-0.1448
ENSG00000171793,CTPS1,4,-1.6797,2,-2.4224,13,-0.1347,19,0.48499,24,0.86103,18,0.42881,11,-0.3311,26,1.03602,6,-1.2294
ENSG00000010803,SCMH1,5,-1.2959,16,0.43760,17,0.53686,11,-0.1144,17,0.52949,15,0.31127,11,-0.1432,9,-0.4470,7,-0.8605
ENSG00000127124,HIVEP3,11,-0.9304,32,0.63822,15,-0.5396,20,-0.0562,25,0.26681,29,0.59202,21,0.00729,21,0.01399,7,-1.6555
ENSG00000198815,FOXJ3,37,-0.5615,34,-0.6788,26,-1.0856,87,0.78296,55,0.03781,70,0.48491,57,0.10740,58,0.12970,37,-0.5519
ENSG00000177181,RIMKLA,11,-2.1107,13,-1.8310,29,-0.6690,109,1.49942,33,-0.4701,38,-0.2621,61,0.55606,64,0.58806,34,-0.4131
ENSG00000127125,PPCS,46,-0.3472,76,0.44424,63,0.14350,48,-0.2803,68,0.27167,62,0.15457,52,-0.1729,47,-0.3044,54,-0.0838
ENSG00000186409,CCDC30,21,-0.7358,10,-1.8661,55,0.77262,31,-0.1574,40,0.27895,42,0.37217,31,-0.1623,19,-0.8784,52,0.69852
ENSG00000171960,PPIH,9,-0.4743,17,0.39216,9,-0.4921,12,-0.0919,21,0.74682,12,-0.1442,15,0.30524,14,0.15059,5,-1.3306
ENSG00000065978,YBX1,208,1.14566,99,-0.0704,213,1.19080,21,-2.4194,84,-0.3277,73,-0.6039,101,-0.0492,65,-0.7364,106,0.03424
ENSG00000164008,C1orf50,17,0.02582,13,-0.3199,16,-0.0485,23,0.49665,22,0.41623,14,-0.2968,15,-0.2211,13,-0.4095,22,0.45529
ENSG00000177868,SVBP,51,-0.1124,47,-0.2201,54,-0.0247,44,-0.3384,51,-0.0974,56,0.05521,55,0.03417,42,-0.4092,87,0.76222
ENSG00000117394,SLC2A1,51,-0.5405,78,0.11536,187,1.60045,35,-1.0941,30,-1.3624,44,-0.8185,100,0.58790,86,0.27135,42,-0.8347
ENSG00000117395,EBNA1BP2,53,-0.7122,61,-0.5008,64,-0.4088,86,0.04139,95,0.19784,118,0.63634,69,-0.3382,95,0.20688,93,0.16013
ENSG00000179178,TMEM125,191,3.54676,133,2.58181,2,-3.7221,0,-6.3175,7,-2.2135,2,-4.2738,7,-2.3957,0,-5.6407,1,-5.1153
ENSG00000066322,ELOVL1,310,3.49028,182,2.16700,18,-1.6563,7,-2.9659,13,-2.1227,4,-3.9011,12,-2.3458,8,-2.7434,14,-2.0321
ENSG00000159479,MED8,18,-0.1779,21,0.08143,15,-0.4368,29,0.56656,32,0.76088,20,0.02951,11,-0.9339,26,0.40228,16,-0.3107
ENSG00000198198,SZT2,16,0.43865,12,0.00910,17,0.55269,18,0.63854,17,0.48802,6,-1.0165,14,0.17378,12,-0.0898,2,-2.4239
ENSG00000178922,HYI,23,0.45764,13,-0.4116,35,1.20101,8,-1.1502,14,-0.3296,16,-0.1451,13,-0.4906,24,0.57391,13,-0.3632
ENSG00000142949,PTPRF,145,0.61728,56,-0.8738,102,0.04516,96,-0.0538,105,0.09712,109,0.17514,66,-0.6774,105,0.08852,129,0.42739
ENSG00000066135,KDM4A,24,0.36638,17,-0.1757,9,-1.1454,19,0.03063,28,0.61744,15,-0.3829,12,-0.7742,26,0.53399,31,0.80199
ENSG00000126091,ST3GAL3,10,-1.6053,49,0.76340,12,-1.4232,33,0.12727,42,0.48785,31,0.03211,38,0.37798,26,-0.2414,26,-0.2324
ENSG00000117408,IPO13,176,1.59284,187,1.70989,39,-0.8659,34,-1.0682,57,-0.2861,39,-0.9556,54,-0.3975,31,-1.2275,45,-0.6394
ENSG00000132768,DPH2,13,0.03041,22,0.88300,11,-0.2272,20,0.70408,9,-0.4433,7,-0.8523,14,0.14604,13,0.07640,8,-0.5976
ENSG00000117410,ATP6V0B,241,-0.3983,296,-0.0786,181,-0.8398,543,0.91331,340,0.13824,393,0.42311,261,-0.3064,291,-0.1058,224,-0.5121
ENSG00000117411,B4GALT2,37,-0.2940,57,0.41533,52,0.26361,43,-0.0475,32,-0.5220,24,-0.9929,60,0.55189,51,0.23614,46,0.06788
ENSG00000159214,CCDC24,3,-2.1401,25,0.91715,12,-0.3320,31,1.28025,12,-0.2250,6,-1.3265,21,0.65026,12,-0.2430,8,-0.8299
ENSG00000178028,DMAP1,35,-0.4523,46,-0.0348,34,-0.5213,59,0.37219,71,0.67299,52,0.19240,46,-0.0558,32,-0.5857,44,-0.1136
ENSG00000117419,ERI3,91,-0.4650,174,0.56780,116,-0.0841,157,0.39643,74,-0.7781,112,-0.1653,140,0.23611,137,0.16981,97,-0.3704
ENSG00000187147,RNF220,158,0.42829,164,0.49127,52,-1.2861,118,-0.0351,129,0.10103,119,-0.0314,150,0.39002,104,-0.2356,67,-0.9085
ENSG00000126106,TMEM53,12,0.21908,4,-1.4814,3,-1.8944,16,0.63522,11,0.15436,11,0.16098,10,-0.0086,13,0.38331,12,0.23135
ENSG00000142937,RPS8,1187,0.24078,550,-0.9559,1432,0.54708,471,-1.1921,1007,-0.0225,907,-0.2060,1213,0.30968,1189,0.24306,1156,0.19871
ENSG00000070785,EIF2B3,25,-0.2841,17,-0.8772,27,-0.1392,52,0.90792,47,0.71020,36,0.32928,16,-0.9734,27,-0.1336,29,-0.0663
ENSG00000126107,HECTD3,20,0.75095,39,1.96465,14,0.18163,11,-0.2066,9,-0.4361,6,-1.1337,9,-0.5120,6,-1.1286,7,-0.8014
ENSG00000126088,UROD,50,-0.8304,77,-0.1657,43,-1.0376,117,0.50501,81,-0.0829,97,0.21605,102,0.31586,111,0.41245,64,-0.4409
ENSG00000070759,TESK2,45,2.48375,8,-0.4828,8,-0.4189,2,-2.4235,3,-1.6682,11,0.00647,6,-0.9838,12,0.05552,10,-0.2316
ENSG00000132763,MMACHC,20,0.59819,15,0.14377,12,-0.2027,21,0.68202,3,-2.1390,8,-0.9626,7,-0.9847,42,1.89802,8,-0.8141
ENSG00000117450,PRDX1,448,0.32992,429,0.26126,503,0.51857,305,-0.2801,207,-0.8752,291,-0.3878,308,-0.2925,554,0.67975,366,0.00855
ENSG00000117448,AKR1A1,46,-0.2464,49,-0.1438,53,-0.0219,73,0.47190,45,-0.2856,73,0.55161,39,-0.5518,64,0.26102,40,-0.4629
ENSG00000132780,NASP,145,1.63389,79,0.57901,62,0.18514,35,-0.7065,58,0.07778,49,-0.2083,30,-1.0262,25,-1.1809,46,-0.2826
