Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000177181,RIMKLA,78,1.36970,44,-0.1550,11,-2.2040,2,-4.4207,20,-1.3117
ENSG00000127125,PPCS,50,0.06546,59,0.44466,52,0.10410,24,-1.0815,25,-1.0474
ENSG00000186409,CCDC30,40,-0.5740,44,-0.4150,52,-0.0327,103,1.10185,92,0.89572
ENSG00000065978,YBX1,55,-1.2898,135,0.56472,244,1.38597,100,-0.1080,71,-0.6374
ENSG00000164008,C1orf50,16,-0.2475,20,0.20533,25,0.49720,17,-0.1527,14,-0.3729
ENSG00000177868,SVBP,33,0.23479,36,0.43915,32,0.11327,15,-1.0227,5,-2.5422
ENSG00000117394,SLC2A1,53,-0.6988,119,1.29209,47,-0.6953,37,-1.0603,42,-0.8522
ENSG00000117395,EBNA1BP2,78,0.58021,68,0.22244,42,-0.5925,33,-0.9449,18,-1.8116
ENSG00000179178,TMEM125,8,-1.6997,9,-1.6178,130,3.61677,21,-0.0312,12,-0.8260
ENSG00000066322,ELOVL1,22,-1.1321,19,-1.3587,229,3.54113,8,-2.3592,23,-0.8098
ENSG00000159479,MED8,23,0.22484,22,0.15612,26,0.34908,9,-1.2259,13,-0.7376
ENSG00000198198,SZT2,12,-1.2290,12,-1.2996,29,0.34585,54,1.41984,75,2.04257
ENSG00000178922,HYI,11,-0.8379,26,1.04945,23,0.47813,7,-1.3215,10,-0.7762
ENSG00000142949,PTPRF,101,-0.0632,107,0.07821,132,0.39271,58,-0.8830,117,0.19467
ENSG00000066135,KDM4A,33,0.85382,16,-0.7407,21,-0.1604,13,-0.9482,28,0.24151
ENSG00000126091,ST3GAL3,31,-0.1481,40,0.45948,9,-1.9452,33,0.00393,38,0.20443
ENSG00000117408,IPO13,42,-0.4983,53,-0.0282,141,1.64601,22,-1.3640,45,-0.2592
ENSG00000117410,ATP6V0B,403,0.98582,238,-0.3244,134,-1.1171,136,-1.0888,203,-0.4825
ENSG00000117411,B4GALT2,36,-0.8416,80,0.98353,32,-0.8239,55,0.03109,49,-0.1712
ENSG00000196517,SLC6A9,13,0.54309,3,-2.1952,45,2.65255,1,-3.0887,4,-1.3771
ENSG00000178028,DMAP1,74,0.77680,46,-0.3862,35,-0.6615,39,-0.5180,46,-0.2746
ENSG00000117419,ERI3,112,0.22998,116,0.32284,61,-0.7710,87,-0.2394,54,-0.9732
ENSG00000187147,RNF220,122,0.04397,109,-0.2042,154,0.39987,164,0.49994,75,-0.7189
ENSG00000142937,RPS8,576,-0.8853,1189,0.73684,1562,0.93221,773,-0.2152,355,-1.4042
ENSG00000070785,EIF2B3,29,0.77336,18,-0.4099,18,-0.3080,16,-0.4910,15,-0.5485
ENSG00000126088,UROD,86,0.46118,72,0.04648,48,-0.5973,21,-1.7936,77,0.12843
ENSG00000117450,PRDX1,256,0.09751,309,0.55902,272,0.16042,47,-2.4863,123,-1.0705
ENSG00000117448,AKR1A1,35,0.42289,32,0.19145,34,0.19722,5,-2.5289,17,-0.8817
ENSG00000132780,NASP,63,-1.0277,43,-1.6953,276,1.64002,339,2.04198,118,0.18067
ENSG00000159592,GPBP1L1,29,-0.0440,27,-0.2004,54,0.98875,27,-0.1428,20,-0.5815
ENSG00000086015,MAST2,24,0.24012,25,0.41821,7,-1.5399,7,-1.5556,23,0.11849
ENSG00000117461,PIK3R3,36,0.63672,25,-0.2747,13,-1.1637,8,-1.8551,43,0.69214
ENSG00000085998,POMGNT1,50,0.02300,50,0.02273,61,0.31823,39,-0.3761,45,-0.1441
ENSG00000132128,LRRC41,40,0.09215,40,0.06326,32,-0.2935,46,0.26066,28,-0.5199
ENSG00000173660,UQCRH,450,0.39238,524,0.80141,104,-1.9654,102,-2.0019,97,-2.0790
ENSG00000117481,NSUN4,36,0.72648,16,-1.0534,23,-0.2260,41,0.70689,23,-0.2205
ENSG00000117480,FAAH,34,0.28311,20,-0.8392,48,0.75526,19,-0.6809,48,0.75798
ENSG00000079277,MKNK1,28,0.26673,21,-0.3785,17,-0.5672,15,-0.7607,47,1.01696
ENSG00000123472,ATPAF1,143,0.13717,166,0.49706,66,-1.1039,84,-0.7314,98,-0.4918
ENSG00000159658,EFCAB14,56,-1.1597,106,0.11401,204,1.16944,131,0.41688,125,0.34653
ENSG00000162368,CMPK1,152,0.57873,109,-0.2172,99,-0.2980,98,-0.3128,79,-0.6412
ENSG00000132122,SPATA6,7,-1.8225,14,-0.6102,47,1.58810,46,1.54363,27,0.60049
ENSG00000162373,BEND5,73,1.43857,35,-0.4483,10,-2.2035,7,-2.6545,28,-0.6408
ENSG00000162374,ELAVL4,354,1.72582,107,-1.2139,14,-3.8684,105,-0.9639,201,0.03261
ENSG00000185104,FAF1,74,0.97782,40,-0.4737,34,-0.5966,38,-0.4372,27,-0.9825
ENSG00000123091,RNF11,495,0.65154,430,0.28663,99,-2.0430,208,-0.9317,179,-1.1633
ENSG00000085832,EPS15,298,0.68797,226,-0.0027,179,-0.3607,70,-1.7756,141,-0.7303
ENSG00000117859,OSBPL9,25,-0.4624,25,-0.4627,52,0.79967,37,0.23206,56,0.93381
ENSG00000078618,NRDC,162,0.31596,90,-0.9164,142,0.00410,265,1.03949,140,-0.0106
ENSG00000169213,RAB3B,106,0.83381,44,-1.0979,24,-1.7402,164,1.27145,51,-0.6175
ENSG00000117862,TXNDC12,47,0.66142,39,0.23544,18,-1.0028,4,-3.2257,25,-0.5248
ENSG00000134717,BTF3L4,84,0.94213,48,-0.4063,44,-0.4206,29,-1.0636,38,-0.6418
ENSG00000157077,ZFYVE9,61,0.96422,35,-0.4017,15,-1.5491,24,-0.8546,39,-0.0977
ENSG00000134748,PRPF38A,39,-0.6696,54,0.02003,95,0.93806,77,0.59448,45,-0.2640
ENSG00000134744,TUT4,75,-0.6571,51,-1.3774,198,1.08513,203,1.12562,226,1.31824
ENSG00000162377,COA7,38,0.88468,23,-0.2777,15,-0.8870,31,0.25759,2,-3.6010
ENSG00000162378,ZYG11B,201,0.91146,115,-0.4413,52,-1.5170,99,-0.5598,138,-0.0425
ENSG00000121310,ECHDC2,7,-2.3712,34,0.61306,20,-0.4213,6,-2.1628,99,2.38314
ENSG00000116171,SCP2,114,0.04096,130,0.33769,116,0.05250,29,-2.0303,114,0.02902
ENSG00000157184,CPT2,11,-0.9455,22,0.49106,22,0.34375,4,-2.0393,37,1.22454
ENSG00000162384,CZIB,49,0.34513,48,0.30437,50,0.27150,5,-3.2088,22,-1.0101
ENSG00000162385,MAGOH,20,-0.1544,30,0.79341,13,-0.7883,0,-5.3607,25,0.24603
ENSG00000157193,LRP8,63,0.99704,31,-0.6811,5,-3.0607,44,0.02686,47,0.15404
ENSG00000058799,YIPF1,27,0.74784,18,-0.2356,11,-0.8571,10,-1.0023,18,-0.1304
ENSG00000081870,HSPB11,29,0.32632,35,0.82770,18,-0.5452,0,-7.8131,4,-2.7660
ENSG00000116209,TMEM59,162,0.29528,157,0.21971,191,0.47111,14,-3.4132,90,-0.7204
ENSG00000116205,TCEANC2,12,-1.1491,8,-1.8380,40,1.07073,79,2.35866,33,0.75885
ENSG00000116221,MRPL37,61,0.53163,58,0.40658,22,-1.2432,8,-2.5919,32,-0.6529
ENSG00000157216,SSBP3,313,0.53449,260,0.07899,97,-1.4578,157,-0.7292,217,-0.2266
ENSG00000243725,TTC4,28,0.38665,18,-0.5377,13,-0.8547,26,0.15423,36,0.67158
ENSG00000116133,DHCR24,202,1.04622,75,-1.1673,235,0.90818,66,-1.0928,79,-0.8351
ENSG00000162402,USP24,46,0.56987,26,-0.7080,36,-0.0004,31,-0.2526,45,0.35777
ENSG00000162407,PLPP3,106,-1.7744,478,1.64531,226,-0.2873,26,-3.4724,391,0.59153
ENSG00000162409,PRKAA2,66,0.67136,42,-0.3665,26,-1.0327,28,-0.8733,66,0.42107
ENSG00000162601,MYSM1,68,0.08611,29,-1.5645,70,0.10335,134,1.17672,130,1.12591
ENSG00000177606,JUN,81,0.04371,67,-0.3747,63,-0.3610,75,-0.0949,145,0.98858
ENSG00000134709,HOOK1,53,0.76357,33,-0.3855,2,-4.3066,27,-0.5905,59,0.65424
ENSG00000134716,CYP2J2,10,-0.3831,11,-0.2199,37,1.83072,0,-4.9578,14,0.16151
ENSG00000162599,NFIA,89,-2.2029,310,0.11631,571,1.09759,492,0.84034,580,1.12421
ENSG00000162604,TM2D1,71,0.43059,55,-0.1579,59,0.00330,26,-1.2449,62,0.06385
ENSG00000162607,USP1,54,-0.2089,40,-0.8112,137,1.39666,62,0.06567,79,0.45237
ENSG00000116641,DOCK7,21,-1.7470,78,1.02874,34,-0.6797,18,-1.6152,131,1.54486
ENSG00000125703,ATG4C,23,-0.2162,12,-1.4409,86,2.11357,21,-0.2606,33,0.41068
ENSG00000142856,ITGB3BP,34,0.37702,25,-0.3107,41,0.55373,20,-0.5769,22,-0.4592
ENSG00000079739,PGM1,34,-0.1384,55,1.06980,21,-0.8408,0,-7.6322,24,-0.6596
ENSG00000158966,CACHD1,18,-0.2030,28,0.85118,8,-1.3965,4,-2.2001,23,0.19615
ENSG00000162434,JAK1,102,0.38633,78,-0.2398,82,-0.0935,26,-1.8418,128,0.62371
ENSG00000162433,AK4,61,-0.7142,109,0.59237,62,-0.5188,73,-0.2446,129,0.65192
ENSG00000116675,DNAJC6,456,1.04860,224,-0.6480,256,-0.2800,186,-0.7707,200,-0.6572
ENSG00000213625,LEPROT,27,-1.1383,68,0.85329,55,0.20126,29,-0.8065,69,0.56350
ENSG00000184588,PDE4B,86,-0.0805,85,-0.1124,163,0.98802,63,-0.5426,72,-0.3312
ENSG00000118473,SGIP1,180,0.88003,95,-0.6068,71,-0.8943,93,-0.4808,135,0.09748
ENSG00000198160,MIER1,59,-0.2857,50,-0.6141,111,0.83207,108,0.78785,81,0.31531
ENSG00000142864,SERBP1,254,0.05926,229,-0.1718,359,0.60134,241,-0.0436,191,-0.4077
ENSG00000116717,GADD45A,39,-0.4178,54,0.34984,38,-0.3192,16,-1.6383,90,1.07198
ENSG00000172380,GNG12,1,-4.6990,33,1.51906,46,1.47390,3,-2.6145,26,0.50307
ENSG00000116729,WLS,65,-0.7936,149,1.17860,65,-0.5983,3,-4.9917,130,0.48809
ENSG00000033122,LRRC7,91,0.88132,38,-1.0608,27,-1.3222,66,0.03177,100,0.71461
ENSG00000066557,LRRC40,45,1.26354,21,-0.6109,12,-1.2656,13,-1.1263,20,-0.5106
ENSG00000116754,SRSF11,212,-1.2021,124,-2.1136,568,0.61882,1304,2.13734,1049,1.70423
ENSG00000118454,ANKRD13C,50,0.88058,33,-0.1653,30,-0.2768,7,-2.4173,21,-0.7770
ENSG00000132485,ZRANB2,196,0.05973,108,-1.1423,259,0.49356,233,0.31947,392,1.19918
ENSG00000172260,NEGR1,544,1.19491,237,-0.7959,71,-2.3991,304,-0.2143,336,-0.0575
ENSG00000178965,ERICH3,157,1.11993,52,-1.3459,10,-3.4526,141,0.50496,147,0.56892
ENSG00000162623,TYW3,61,0.85894,25,-1.1020,53,0.32888,35,-0.3452,46,0.09110
ENSG00000117054,ACADM,49,-0.1095,65,0.59160,50,-0.0321,12,-2.1384,45,-0.2062
ENSG00000137955,RABGGTB,54,0.36166,46,-0.0306,48,0.04678,13,-1.8701,50,0.11378
ENSG00000117069,ST6GALNAC5,74,2.03599,28,-0.6615,1,-4.9527,10,-1.9509,2,-4.2353
ENSG00000142892,PIGK,40,0.73866,19,-0.8947,33,0.17987,31,0.07504,26,-0.2064
ENSG00000154027,AK5,301,0.94111,155,-0.6346,130,-0.7384,117,-0.8977,231,0.15699
ENSG00000036549,AC118549.1,35,-0.0211,20,-1.1587,74,1.22323,54,0.67257,42,0.29373
ENSG00000077254,USP33,173,0.83193,79,-0.9399,78,-0.7259,110,-0.2051,178,0.57194
ENSG00000180488,MIGA1,183,0.81652,99,-0.6063,169,0.39714,67,-1.0552,92,-0.5670
ENSG00000162613,FUBP1,72,0.24408,44,-0.8079,74,0.21815,86,0.46776,89,0.50949
ENSG00000162616,DNAJB4,30,-0.0227,29,-0.0481,42,0.53910,14,-1.1799,38,0.37671
ENSG00000137959,IFI44L,1,-4.7858,27,0.21354,93,2.34995,42,0.86088,24,-0.0192
ENSG00000117114,ADGRL2,38,1.23302,19,-0.5136,1,-4.1549,18,-0.4045,17,-0.5220
ENSG00000137941,TTLL7,340,-0.3173,154,-1.7835,1205,1.94684,663,0.85621,483,0.33064
ENSG00000142875,PRKACB,520,0.80885,310,-0.4258,342,-0.1539,182,-1.1273,312,-0.3010
ENSG00000117133,RPF1,46,0.30580,46,0.30524,27,-0.6350,19,-1.1599,30,-0.4354
ENSG00000174021,GNG5,26,-1.0367,82,1.86787,25,-0.8659,1,-5.4477,25,-0.8685
ENSG00000117155,SSX2IP,210,1.00423,126,-0.2811,17,-3.1928,59,-1.3523,153,0.11276
ENSG00000162642,C1orf52,92,0.73558,55,-0.4751,34,-1.0668,50,-0.4670,81,0.27716
ENSG00000153904,DDAH1,241,-0.3976,415,0.92819,93,-1.7203,134,-1.1842,334,0.22942
ENSG00000117174,ZNHIT6,26,-1.2886,42,-0.4113,96,1.03767,123,1.48990,67,0.45154
ENSG00000122417,ODF2L,87,0.12634,31,-1.8210,94,0.20567,112,0.48225,229,1.74222
ENSG00000097033,SH3GLB1,39,-0.7740,64,0.29864,98,0.89543,56,-0.0242,56,-0.0084
ENSG00000183291,SELENOF,100,0.37842,88,0.07339,109,0.39255,13,-2.7362,63,-0.4668
ENSG00000153936,HS2ST1,45,0.12452,47,0.23000,17,-1.3634,21,-1.1015,63,0.61680
ENSG00000143013,LMO4,1329,0.93968,766,-0.4043,141,-2.8229,611,-0.6445,1031,0.17534
ENSG00000065243,PKN2,28,-1.0181,34,-0.6896,117,1.52798,42,-0.1773,112,1.43869
ENSG00000137947,GTF2B,24,0.56235,24,0.48706,13,-0.5913,2,-2.8364,4,-2.1806
ENSG00000137944,KYAT3,29,0.90325,22,0.16277,10,-1.1168,0,-7.5194,11,-0.9678
ENSG00000213516,RBMXL1,23,-0.2512,24,-0.2189,43,0.81955,52,1.12878,4,-2.5410
ENSG00000197147,LRRC8B,143,0.91019,69,-0.7795,106,0.08918,38,-1.4645,112,0.17314
ENSG00000171492,LRRC8D,39,0.33831,20,-1.0103,82,1.48484,13,-1.4741,39,0.24823
ENSG00000162664,ZNF326,52,-1.4139,49,-1.5207,255,1.43241,426,2.46024,107,-0.0187
ENSG00000233593,LINC02609,37,0.36732,38,0.41553,23,-0.5016,18,-0.8148,8,-2.0621
ENSG00000122482,ZNF644,80,-0.1274,55,-0.8715,213,1.55339,72,-0.2508,107,0.36547
ENSG00000069702,TGFBR3,13,-1.2766,40,1.35140,8,-1.6380,17,-0.5743,33,0.47350
ENSG00000172031,EPHX4,59,1.90454,24,-0.6010,1,-4.8835,11,-1.5523,3,-3.5365
ENSG00000189195,BTBD8,500,1.29177,214,-0.7750,132,-1.3175,159,-1.0412,280,-0.1706
ENSG00000174842,GLMN,28,0.81172,19,-0.2225,4,-2.3170,7,-1.5696,27,0.42324
ENSG00000122484,RPAP2,95,-0.2150,48,-1.5186,128,0.31638,194,1.01539,260,1.53714
ENSG00000067208,EVI5,81,-0.2575,60,-0.8307,251,1.74108,77,-0.2628,106,0.24519
ENSG00000122406,RPL5,409,-0.4828,690,0.75043,639,0.35505,430,-0.2747,168,-1.6981
ENSG00000154511,DIPK1A,38,0.67174,27,-0.1353,32,0.16610,11,-1.3778,14,-1.1426
ENSG00000143033,MTF2,34,-0.3554,16,-1.7419,57,0.57576,62,0.72247,120,1.91607
ENSG00000117500,TMED5,34,-0.1077,36,0.01180,71,1.12404,17,-1.1215,26,-0.5234
ENSG00000223745,CCDC18-AS1,5,-2.4576,9,-1.5966,67,1.98877,36,0.83777,74,2.17504
ENSG00000117505,DR1,44,0.53053,34,-0.1224,36,0.01660,16,-1.1696,27,-0.4284
ENSG00000137942,FNBP1L,31,0.17264,22,-0.5671,21,-0.5119,34,0.27506,50,0.89096
ENSG00000137936,BCAR3,13,-0.6922,25,0.81283,8,-1.2688,1,-3.9898,39,1.24581
ENSG00000067334,DNTTIP2,110,0.55245,66,-0.6032,112,0.38843,85,-0.0582,65,-0.4696
ENSG00000023909,GCLM,51,0.60396,27,-0.7995,20,-1.0226,30,-0.4051,75,1.04352
ENSG00000137962,ARHGAP29,27,0.42054,25,0.23211,16,-0.4882,14,-0.7491,10,-1.1784
ENSG00000117528,ABCD3,53,-0.3877,73,0.31389,81,0.38560,66,0.04966,50,-0.3800
ENSG00000117525,F3,24,-1.8265,114,1.69921,22,-1.5723,0,-7.8218,126,1.11925
ENSG00000117519,CNN3,60,-1.5565,227,1.46502,172,0.39293,14,-3.3805,148,0.14764
ENSG00000172339,ALG14,17,-0.1742,16,-0.3342,21,0.25938,19,0.09808,30,0.80068
ENSG00000152078,TLCD4,65,0.46376,55,0.06076,21,-1.4495,33,-0.7459,56,0.05706
ENSG00000122481,RWDD3,12,-0.8890,24,0.71406,14,-0.4527,11,-0.7835,32,0.90116
ENSG00000228971,LINC02607,32,1.28249,12,-0.9677,0,-5.7055,27,0.50994,14,-0.5072
ENSG00000117569,PTBP2,65,0.34075,51,-0.2146,69,0.33217,25,-1.2079,60,0.10165
ENSG00000117598,PLPPR5,28,0.91589,18,-0.2011,6,-1.8156,12,-0.7810,14,-0.4880
ENSG00000117600,PLPPR4,150,1.28511,72,-0.5603,7,-3.7699,42,-1.2064,92,-0.0182
ENSG00000162688,AGL,40,-0.2951,44,-0.0735,36,-0.3862,32,-0.5783,100,1.29013
ENSG00000117620,SLC35A3,24,-0.1129,18,-0.6551,41,0.77629,47,1.00974,20,-0.3191
ENSG00000156875,MFSD14A,42,0.12902,30,-0.5451,47,0.27944,33,-0.2752,65,0.81332
ENSG00000122435,TRMT13,15,-0.9418,9,-1.8657,66,1.73353,56,1.44133,45,1.05535
ENSG00000137992,DBT,59,-0.2869,75,0.23800,89,0.42848,41,-0.7661,78,0.21929
ENSG00000224616,RTCA-AS1,18,-1.0533,11,-1.9404,85,1.71790,45,0.61170,94,1.91934
ENSG00000137996,RTCA,59,0.97410,35,-0.3002,24,-0.8116,1,-4.7470,43,0.09582
ENSG00000162694,EXTL2,84,1.77453,30,-0.8876,21,-1.1487,14,-1.7929,15,-1.6333
ENSG00000162695,SLC30A7,17,-0.2292,15,-0.4519,24,0.39064,14,-0.3843,39,1.23521
ENSG00000170989,S1PR1,25,-1.2998,87,1.65181,18,-1.4700,2,-4.2095,70,0.56810
ENSG00000118733,OLFM3,80,1.54122,34,-0.6464,1,-4.8666,18,-1.4537,35,-0.4223
ENSG00000060718,COL11A1,33,0.78510,5,-2.7185,18,-0.4239,13,-0.9526,81,2.13696
ENSG00000185946,RNPC3,53,-1.7188,67,-1.3273,238,0.97396,275,1.23169,452,2.18273
ENSG00000162631,NTNG1,31,1.53310,14,-0.4879,4,-2.1869,1,-3.8701,12,-0.6722
ENSG00000162636,FAM102B,44,1.40090,20,-0.6234,3,-3.2070,14,-0.9418,20,-0.4590
ENSG00000162639,HENMT1,22,0.63129,16,-0.1050,6,-1.3686,16,-0.0961,11,-0.6305
ENSG00000134186,PRPF38B,52,-1.6699,45,-1.9075,229,0.98425,593,2.89819,171,0.49234
ENSG00000116266,STXBP3,31,-0.6611,38,-0.2754,127,1.85717,27,-0.7423,43,0.01043
ENSG00000121957,GPSM2,24,-0.7925,35,0.03530,106,1.92212,26,-0.4493,15,-1.2800
ENSG00000121940,CLCC1,24,-0.2429,28,0.15350,35,0.44608,18,-0.6117,31,0.22200
ENSG00000085433,WDR47,171,1.34768,74,-0.7238,24,-2.2096,68,-0.6684,81,-0.4088
ENSG00000197780,TAF13,127,0.64305,91,-0.1765,118,0.29366,42,-1.2890,47,-1.1151
ENSG00000215717,TMEM167B,56,0.28508,46,-0.1790,50,0.00182,51,0.05175,38,-0.4283
ENSG00000116299,KIAA1324,21,0.13668,12,-1.0289,5,-1.9101,32,0.78257,49,1.51864
ENSG00000031698,SARS,339,0.86516,196,-0.4472,129,-0.9717,201,-0.2861,187,-0.4022
ENSG00000143126,CELSR2,123,0.28962,96,-0.2798,66,-0.7686,111,0.03504,144,0.45218
ENSG00000134222,PSRC1,35,-0.2331,31,-0.4502,74,1.05559,52,0.48229,35,-0.1379
ENSG00000134243,SORT1,296,0.44054,182,-0.6314,381,0.71110,175,-0.5343,240,-0.0428
ENSG00000143106,PSMA5,58,0.64360,50,0.24735,28,-0.7478,4,-3.4947,29,-0.6685
ENSG00000181754,AMIGO1,57,1.05493,30,-0.5178,2,-3.9117,38,0.01837,31,-0.3365
ENSG00000065135,GNAI3,21,-0.5636,30,0.12764,31,0.13293,16,-0.8617,58,1.19081
ENSG00000116337,AMPD2,59,0.23772,61,0.28499,12,-2.2388,37,-0.5909,61,0.21477
ENSG00000168765,GSTM4,29,0.19547,27,0.10210,13,-1.0929,37,0.55869,15,-0.8918
ENSG00000134201,GSTM5,4,-3.0012,42,1.43689,32,0.41852,30,0.28721,27,0.14136
ENSG00000134202,GSTM3,114,-0.3145,193,0.97691,105,-0.3648,27,-2.3733,94,-0.5286
ENSG00000184371,CSF1,3,-2.4055,17,0.46797,43,1.85118,4,-1.8419,27,1.02322
ENSG00000168710,AHCYL1,407,-1.2296,1224,1.32362,673,-0.1845,137,-2.5776,983,0.42261
ENSG00000143093,STRIP1,39,0.62633,18,-0.9904,11,-1.5298,38,0.35608,54,0.94045
ENSG00000197106,SLC6A17,206,1.71213,78,-0.7992,3,-5.3392,69,-0.7865,55,-1.1300
ENSG00000116396,KCNC4,34,0.19169,34,0.19228,7,-2.1740,28,-0.2070,38,0.28625
ENSG00000162775,RBM15,17,0.11042,13,-0.4233,14,-0.2139,27,0.83279,16,-0.0314
ENSG00000134248,LAMTOR5,124,0.26185,148,0.72877,68,-0.7585,26,-2.1911,36,-1.7033
ENSG00000177301,KCNA2,259,1.67783,101,-0.7484,11,-3.8340,57,-1.4399,91,-0.7194
ENSG00000259834,AL365361.1,33,1.20602,21,-0.0133,0,-5.6397,7,-1.6372,8,-1.3917
ENSG00000121931,LRIF1,34,0.55012,21,-0.5906,38,0.49848,16,-0.8586,28,0.04182
ENSG00000134255,CEPT1,27,-0.1432,28,-0.0647,35,0.28292,19,-0.6465,44,0.66909
ENSG00000116459,ATP5PB,188,0.35495,203,0.55872,95,-0.8225,34,-2.3319,85,-0.9959
ENSG00000116473,RAP1A,50,-0.3513,62,0.11516,144,1.51153,41,-0.5417,14,-2.1382
ENSG00000197852,INKA2,46,0.59452,35,-0.0593,9,-2.0367,23,-0.6899,40,0.15962
ENSG00000171385,KCND3,142,0.53499,116,0.03968,22,-2.4400,87,-0.4291,113,-0.0194
ENSG00000143079,CTTNBP2NL,25,-0.2161,12,-1.5425,35,0.36376,100,2.27071,20,-0.4827
ENSG00000116489,CAPZA1,70,0.26038,67,0.13549,61,-0.0457,44,-0.5418,38,-0.7689
ENSG00000155366,RHOC,13,-2.2439,82,1.75097,38,-0.2648,27,-0.7720,51,0.18806
ENSG00000155380,SLC16A1,46,-0.2952,70,0.68477,58,0.14408,17,-1.6680,43,-0.3341
ENSG00000226419,SLC16A1-AS1,10,-1.5082,9,-1.6788,28,0.30123,95,2.56000,51,1.32752
ENSG00000198799,LRIG2,22,0.39886,13,-0.6922,41,1.31998,9,-1.0708,13,-0.5522
ENSG00000081026,MAGI3,79,0.61914,39,-0.9506,24,-1.4215,89,0.58984,94,0.67371
ENSG00000116793,PHTF1,19,-0.4052,16,-0.8415,7,-1.7494,23,-0.0350,89,2.35843
ENSG00000081019,RSBN1,51,-0.0698,31,-1.0771,43,-0.3138,113,1.27739,95,0.98054
ENSG00000134262,AP4B1,28,0.93980,14,-0.7049,17,-0.1491,7,-1.4680,21,0.15038
ENSG00000163349,HIPK1,58,0.00947,67,0.33997,42,-0.4919,55,-0.0861,40,-0.5812
ENSG00000197323,TRIM33,87,-0.1038,67,-0.6404,109,0.28276,89,-0.0395,189,1.20626
ENSG00000116752,BCAS2,96,0.70582,69,-0.0984,43,-0.7911,29,-1.3861,62,-0.2391
ENSG00000213281,NRAS,30,0.40903,22,-0.2319,34,0.47934,25,-0.0120,8,-1.7586
ENSG00000009307,CSDE1,374,0.35992,292,-0.2156,331,0.04622,324,0.01365,219,-0.6016
ENSG00000052723,SIKE1,28,1.13177,17,-0.1511,17,-0.0750,2,-3.0518,1,-4.1368
ENSG00000163399,ATP1A1,825,1.76173,317,-0.7483,76,-2.6856,140,-1.7873,215,-1.1502
ENSG00000134247,PTGFRN,33,1.66652,14,-0.5613,7,-1.3541,0,-7.3803,7,-1.3408
ENSG00000198162,MAN1A2,478,-0.7128,868,0.62884,855,0.38554,897,0.46490,263,-1.4395
ENSG00000065183,WDR3,17,0.24357,13,-0.3672,15,-0.0215,8,-0.9374,26,0.82127
ENSG00000092621,PHGDH,48,-1.0233,133,1.37792,101,0.35702,24,-1.8396,37,-1.1809
ENSG00000134250,NOTCH2,18,-1.3405,60,1.43358,18,-1.0605,3,-3.5355,61,0.87257
ENSG00000265808,SEC22B,67,0.38113,59,0.08404,53,-0.1201,19,-1.6204,50,-0.1948
ENSG00000273136,NBPF26,10,-1.2261,18,-0.0970,46,1.49818,14,-0.4807,35,1.01734
ENSG00000226067,LINC00623,35,0.35268,34,0.26680,11,-1.5618,25,-0.3100,21,-0.5647
ENSG00000171943,SRGAP2C,42,-0.4265,33,-0.8857,134,1.62339,50,-0.0351,80,0.71521
ENSG00000232527,LINC02802,14,-0.2877,21,0.74015,5,-1.6587,12,-0.3893,16,0.00450
ENSG00000196369,SRGAP2B,35,0.35348,20,-0.8139,39,0.39135,39,0.41727,33,0.13490
ENSG00000162825,NBPF20,28,-0.8646,27,-0.9850,44,0.00658,134,1.93205,82,1.03050
ENSG00000265491,RNF115,81,0.36317,60,-0.3031,58,-0.2949,37,-0.9500,104,0.64533
ENSG00000186141,POLR3C,23,0.76817,13,-0.4803,21,0.35811,7,-1.2306,11,-0.6041
ENSG00000198483,ANKRD35,7,-1.8385,34,1.87814,13,-0.5083,0,-4.3825,23,0.36789
ENSG00000131779,PEX11B,51,1.13507,32,-0.1012,20,-0.7939,0,-7.8660,15,-1.2282
ENSG00000265241,RBM8A,108,-0.0640,116,0.11196,146,0.44944,67,-0.7737,109,-0.0266
ENSG00000271601,LIX1L,9,-1.3401,31,1.33527,35,0.99781,2,-3.2412,10,-0.9732
ENSG00000272031,ANKRD34A,55,1.59184,21,-0.8051,2,-3.9079,11,-1.5864,28,-0.1621
ENSG00000121851,POLR3GL,31,-0.3226,37,0.04494,54,0.64244,57,0.72468,15,-1.3136
ENSG00000265972,TXNIP,52,-2.4751,185,-0.1991,784,2.43704,271,0.46806,227,0.17857
ENSG00000271425,NBPF10,1,-3.5783,5,-1.7644,59,2.50017,54,2.33249,18,0.36465
ENSG00000268043,NBPF12,13,-2.2212,11,-2.5052,120,1.69007,151,2.14409,122,1.72852
ENSG00000131791,PRKAB2,20,-0.3775,20,-0.3294,18,-0.4267,47,1.14098,34,0.60456
ENSG00000270629,NBPF14,4,-2.3168,10,-0.7302,42,1.75810,44,1.83585,21,0.51563
ENSG00000178104,PDE4DIP,212,-0.4781,245,-0.1712,298,0.18363,360,0.49500,429,0.78463
ENSG00000274265,AC245297.3,25,-0.7743,27,-0.6497,83,1.37577,53,0.59720,58,0.76393
ENSG00000272755,AC245297.2,4,-2.8029,12,-1.2244,83,2.26394,100,2.66597,3,-2.7046
