Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000142686,C1orf216,15,-2.8251,100,-0.0206,62,-0.8350,54,-0.9679,145,0.67000,109,0.11429,161,0.89427
ENSG00000092847,AGO1,76,0.72379,78,0.75815,47,-0.0594,40,-0.3280,43,-0.2333,36,-0.4730,40,-0.3659
ENSG00000126070,AGO3,173,1.42125,76,0.01903,113,0.77058,37,-1.1013,46,-0.8265,56,-0.4668,46,-0.8299
ENSG00000054116,TRAPPC3,17,-1.4771,62,0.54580,25,-0.9498,31,-0.5382,77,1.09021,34,-0.4091,47,0.10417
ENSG00000116871,MAP7D1,269,0.41814,235,0.19695,139,-0.6967,165,-0.3619,267,0.46352,200,-0.0597,200,-0.0746
ENSG00000054118,THRAP3,249,0.38760,357,0.99794,261,0.53486,123,-0.7280,112,-0.9501,196,-0.0001,145,-0.5233
ENSG00000196182,STK40,6,-1.7345,11,-0.7951,19,0.08471,38,1.24612,11,-0.8765,21,0.21941,23,0.45309
ENSG00000181817,LSM10,16,-1.2607,57,0.76965,15,-1.3954,32,-0.1648,66,1.22559,13,-1.5421,38,0.12117
ENSG00000116898,MRPS15,26,-0.7291,35,-0.2824,21,-1.1695,43,0.03569,51,0.34747,36,-0.2624,69,0.94622
ENSG00000163875,MEAF6,56,-1.1275,150,0.42053,108,-0.1313,69,-0.7994,126,0.14770,137,0.26903,140,0.34766
ENSG00000134697,GNL2,35,0.36620,56,1.17157,32,0.27938,23,-0.3156,18,-0.7107,22,-0.3458,20,-0.5379
ENSG00000185090,MANEAL,3,-2.7488,13,-0.7107,11,-1.0664,16,-0.4166,33,0.89160,29,0.50752,30,0.66179
ENSG00000197982,C1orf122,196,0.32134,155,-0.0542,63,-1.5417,304,1.06598,224,0.62390,109,-0.6070,135,-0.3129
ENSG00000183431,SF3A3,36,-0.4416,41,-0.2493,50,0.07345,59,0.31488,51,0.08878,44,-0.1540,50,0.07431
ENSG00000183520,UTP11,27,-0.5013,94,1.60452,36,-0.0282,19,-0.9997,31,-0.3085,18,-1.0886,38,0.06706
ENSG00000116954,RRAGC,52,0.05826,47,-0.1090,52,0.08140,51,0.01818,51,0.03305,38,-0.4432,54,0.11747
ENSG00000174574,AKIRIN1,90,0.04501,70,-0.3456,106,0.35102,77,-0.1988,71,-0.3701,78,-0.1784,103,0.29904
ENSG00000168653,NDUFS5,301,-1.0198,764,0.44725,265,-1.3125,687,0.27125,791,0.58238,561,-0.0555,691,0.31987
ENSG00000127603,MACF1,916,1.32366,164,-1.4538,788,1.25922,345,-0.3168,243,-0.9393,314,-0.4641,204,-1.2142
ENSG00000090621,PABPC4,119,0.92610,53,-0.3933,81,0.30851,62,-0.1503,51,-0.4905,91,0.47063,46,-0.6702
ENSG00000116983,HPCAL4,75,-2.2308,606,1.04899,382,0.30303,264,-0.3275,394,0.36197,336,0.05728,204,-0.7930
ENSG00000084072,PPIE,27,-0.4237,48,0.48274,15,-1.4497,58,0.80740,39,0.16084,26,-0.4667,45,0.41204
ENSG00000131236,CAP1,172,0.34477,146,0.08276,128,-0.1462,144,0.05452,144,0.06387,103,-0.4758,141,0.01947
ENSG00000131238,PPT1,63,-1.0255,134,0.14764,98,-0.3946,143,0.25499,143,0.28799,71,-0.8544,165,0.56541
ENSG00000117000,RLF,51,0.23980,85,1.12403,71,0.94748,16,-1.5146,32,-0.5240,24,-0.8921,26,-0.8509
ENSG00000084073,ZMPSTE24,37,0.10041,32,-0.0980,29,-0.2750,38,0.15711,29,-0.3157,47,0.49830,37,0.13275
ENSG00000084070,SMAP2,60,-1.2667,177,0.41851,176,0.47495,67,-1.1036,149,0.15429,136,-0.0133,139,0.02417
ENSG00000117016,RIMS3,12,-4.1434,154,-0.4629,128,-0.8183,257,0.34793,269,0.49090,303,0.62657,274,0.52583
ENSG00000066136,NFYC,9,-1.9136,25,-0.4214,23,-0.5710,27,-0.2483,48,0.74192,19,-0.8146,50,0.85187
ENSG00000127124,HIVEP3,26,-0.1157,23,-0.2609,39,0.63197,30,0.12117,17,-0.8018,41,0.65166,22,-0.3810
ENSG00000198815,FOXJ3,13,-2.2396,76,0.45303,46,-0.3842,40,-0.5751,58,0.00114,70,0.30872,85,0.73432
ENSG00000177181,RIMKLA,3,-4.3180,59,0.14200,70,0.47845,55,0.03295,30,-1.0092,65,0.28436,80,0.74427
ENSG00000127125,PPCS,64,0.46802,72,0.66677,31,-0.7238,56,0.26086,43,-0.2008,45,-0.0978,47,-0.0439
ENSG00000186409,CCDC30,68,0.19955,82,0.50269,112,1.24036,44,-0.4897,30,-1.1589,66,0.14625,29,-1.2353
ENSG00000065978,YBX1,299,1.58399,161,0.48145,59,-1.1786,201,0.86198,118,-0.0279,70,-0.8332,55,-1.2902
ENSG00000177868,SVBP,35,0.03714,41,0.25642,35,0.03665,22,-0.6828,49,0.65286,20,-0.8339,29,-0.2792
ENSG00000117394,SLC2A1,34,-0.0714,25,-0.5141,12,-1.6867,76,1.30763,44,0.41314,64,0.99001,20,-0.9601
ENSG00000117395,EBNA1BP2,54,-0.4474,99,0.52715,50,-0.6184,53,-0.4838,124,1.07066,29,-1.4094,68,-0.1056
ENSG00000066322,ELOVL1,165,3.65964,2,-3.8041,11,-1.4992,20,-0.5477,12,-1.3938,24,-0.2370,11,-1.4631
ENSG00000159479,MED8,10,-1.1988,31,0.56636,12,-0.9730,10,-1.1393,35,0.92385,2,-3.4175,35,0.90960
ENSG00000142949,PTPRF,74,-0.5689,74,-0.5771,101,-0.0962,93,-0.2116,152,0.66763,82,-0.4136,119,0.19643
ENSG00000066135,KDM4A,20,-0.1754,26,0.24856,23,0.05682,21,-0.0932,19,-0.2345,20,-0.1770,25,0.24351
ENSG00000126091,ST3GAL3,19,-0.9534,28,-0.3469,24,-0.6016,32,-0.1463,47,0.55790,39,0.16459,44,0.43765
ENSG00000117408,IPO13,156,1.63655,29,-1.1308,38,-0.8105,44,-0.5158,76,0.42995,55,-0.1435,47,-0.4494
ENSG00000117410,ATP6V0B,138,-1.2671,247,-0.3723,193,-0.8233,184,-0.8261,439,0.64315,232,-0.4690,530,1.03632
ENSG00000117411,B4GALT2,35,-1.0914,48,-0.6253,55,-0.4428,101,0.56894,103,0.68166,85,0.27269,65,-0.1697
ENSG00000178028,DMAP1,37,-0.8050,58,-0.1079,44,-0.5987,54,-0.2039,78,0.43929,44,-0.5302,91,0.72547
ENSG00000117419,ERI3,57,-0.7655,66,-0.5444,63,-0.6899,111,0.27248,133,0.66270,80,-0.2494,116,0.38666
ENSG00000187147,RNF220,112,-0.2834,97,-0.5118,77,-0.9327,129,-0.0589,154,0.25352,208,0.72345,166,0.39379
ENSG00000142937,RPS8,1736,1.12451,924,0.06118,497,-0.9894,1250,0.55582,1089,0.37444,879,-0.0196,468,-1.0864
ENSG00000070785,EIF2B3,18,-0.5765,45,0.83585,22,-0.3200,20,-0.4222,31,0.25356,9,-1.6069,34,0.46800
ENSG00000126088,UROD,27,-1.5436,58,-0.3787,31,-1.4397,89,0.30415,127,1.06113,44,-0.8012,103,0.61434
ENSG00000117450,PRDX1,288,0.22258,179,-0.5339,111,-1.3668,519,1.22561,315,0.41910,159,-0.7165,258,0.04892
ENSG00000117448,AKR1A1,18,-0.9558,27,-0.3091,13,-1.4954,51,0.70986,50,0.77741,21,-0.7062,44,0.52497
ENSG00000132780,NASP,248,1.73519,82,-0.1732,128,0.62934,56,-0.7712,52,-0.9655,47,-1.0201,62,-0.6815
ENSG00000159592,GPBP1L1,52,0.46706,26,-0.6017,44,0.25649,25,-0.6819,44,0.25748,33,-0.2531,36,-0.1056
ENSG00000086015,MAST2,11,-1.4110,15,-0.9344,15,-1.0074,30,0.12760,39,0.64806,46,0.81297,34,0.34722
ENSG00000117461,PIK3R3,8,-2.1429,27,-0.3549,55,0.92688,42,0.32130,17,-1.1667,59,0.91901,30,-0.2108
ENSG00000085998,POMGNT1,45,-0.2453,16,-1.7678,58,0.19765,50,-0.0779,54,0.04065,48,-0.1305,70,0.54998
ENSG00000132128,LRRC41,25,-0.5486,40,0.15697,29,-0.3730,28,-0.3873,38,0.11818,30,-0.2561,50,0.64123
ENSG00000173660,UQCRH,124,-1.6311,306,-0.2522,174,-1.2155,359,0.00603,533,0.75858,333,-0.1173,524,0.72450
ENSG00000117481,NSUN4,21,-0.0235,20,-0.1225,31,0.71212,21,-0.0197,18,-0.2625,16,-0.4761,18,-0.2562
ENSG00000117480,FAAH,41,0.40483,46,0.56659,24,-0.4963,14,-1.2137,47,0.72375,14,-1.2809,32,-0.0158
ENSG00000079277,MKNK1,5,-2.4887,31,0.17306,31,0.21480,18,-0.6328,25,-0.1616,35,0.37934,37,0.55448
ENSG00000123472,ATPAF1,75,-0.6757,110,-0.0759,63,-1.0308,124,0.11064,149,0.47085,133,0.22183,145,0.42605
ENSG00000159658,EFCAB14,255,1.82610,83,-0.1355,54,-0.8753,134,0.64924,84,-0.1257,51,-0.8911,51,-0.9548
ENSG00000186377,CYP4X1,0,-7.9372,8,-1.4073,14,-0.5787,13,-0.6619,20,-0.0598,19,-0.1050,48,1.78760
ENSG00000162368,CMPK1,125,0.01606,98,-0.3775,79,-0.7642,116,-0.1076,127,0.04466,160,0.40907,165,0.52713
ENSG00000162373,BEND5,12,-1.4434,8,-2.1187,30,-0.1549,33,0.04363,27,-0.2914,24,-0.4768,66,1.45176
ENSG00000162374,ELAVL4,26,-3.4696,281,0.09803,337,0.45121,125,-1.1582,111,-1.4396,444,0.85968,436,0.97470
ENSG00000185104,FAF1,59,0.57582,45,0.12937,34,-0.3385,43,0.05973,34,-0.3262,27,-0.6264,51,0.39413
ENSG00000123091,RNF11,147,-1.5665,398,-0.0322,358,-0.2267,335,-0.3054,398,-0.0368,542,0.47027,565,0.62285
ENSG00000085832,EPS15,188,-0.0472,138,-0.5251,194,0.00366,136,-0.5534,144,-0.5170,284,0.63083,256,0.52775
ENSG00000117859,OSBPL9,89,1.87851,32,0.07300,24,-0.3861,32,0.07063,21,-0.6535,26,-0.2221,17,-0.9281
ENSG00000078618,NRDC,110,-0.3500,149,0.13655,208,0.80773,102,-0.4573,90,-0.7276,95,-0.5724,158,0.26498
ENSG00000169213,RAB3B,54,-0.3616,129,1.06508,79,0.26135,15,-2.2556,15,-2.3752,193,1.81528,52,-0.4867
ENSG00000117862,TXNDC12,34,0.10278,49,0.70084,23,-0.5236,43,0.49008,28,-0.1960,13,-1.3515,38,0.30862
ENSG00000134717,BTF3L4,36,-0.5489,56,0.13353,45,-0.2370,28,-0.9161,57,0.18728,48,-0.1212,71,0.60793
ENSG00000157077,ZFYVE9,31,-0.8125,77,0.61311,71,0.57025,35,-0.6228,41,-0.4515,44,-0.2958,58,0.17130
ENSG00000134748,PRPF38A,93,0.80703,59,0.05826,74,0.49468,42,-0.4902,54,-0.0933,51,-0.1902,34,-0.8586
ENSG00000134744,TUT4,237,1.40736,85,-0.3263,207,1.39465,79,-0.4392,47,-1.3063,62,-0.8088,35,-1.7959
ENSG00000162377,COA7,20,-0.7762,41,0.37221,51,0.82991,19,-0.8107,33,0.01569,14,-1.3037,33,0.01158
ENSG00000162378,ZYG11B,79,-1.4502,282,0.52875,260,0.45364,145,-0.5396,152,-0.5160,275,0.48973,217,0.11401
ENSG00000121310,ECHDC2,25,0.38420,1,-3.5299,33,1.06365,50,1.62369,13,-0.6139,4,-2.2122,10,-1.1426
ENSG00000116171,SCP2,122,0.46698,104,0.21360,54,-0.8894,118,0.41623,99,0.13915,71,-0.3937,96,0.09582
ENSG00000162384,CZIB,32,-0.3017,32,-0.2836,17,-1.3796,53,0.51193,53,0.58531,14,-1.4950,58,0.76757
ENSG00000162385,MAGOH,15,-0.4957,32,0.69080,11,-1.1405,20,-0.0616,32,0.75152,9,-1.3181,25,0.32066
ENSG00000157193,LRP8,13,-1.7556,48,0.17000,51,0.31049,37,-0.2493,30,-0.6180,74,0.89760,48,0.20173
ENSG00000081870,HSPB11,21,-0.2842,26,0.09758,23,-0.1529,27,0.14598,36,0.69219,8,-1.6650,24,-0.0408
ENSG00000116209,TMEM59,211,0.63515,149,0.06017,83,-0.9387,182,0.38423,162,0.22640,66,-1.2061,169,0.29517
ENSG00000116221,MRPL37,17,-1.6479,56,0.20189,27,-1.0411,52,0.09049,59,0.30880,52,0.08887,74,0.75138
ENSG00000157216,SSBP3,108,-1.5593,285,-0.0685,305,0.04491,260,-0.2110,213,-0.5804,659,1.35602,313,0.09348
ENSG00000243725,TTC4,31,0.06719,31,0.08066,28,-0.0997,14,-1.0762,35,0.30836,29,-0.0413,32,0.15307
ENSG00000116133,DHCR24,118,-0.2133,47,-1.6231,117,-0.2608,92,-0.6125,119,-0.2270,67,-1.0833,279,1.48406
ENSG00000162402,USP24,27,-0.6282,48,0.28184,44,0.13923,44,0.15501,46,0.21819,20,-1.0458,43,0.10222
ENSG00000162407,PLPP3,286,0.91417,41,-2.0928,179,0.14832,359,1.32008,231,0.63967,41,-2.0982,51,-1.9256
ENSG00000162409,PRKAA2,12,-2.8164,184,1.45747,104,0.52208,45,-0.8675,68,-0.2536,77,-0.0209,61,-0.4242
ENSG00000162601,MYSM1,96,0.55589,29,-1.3159,121,1.12044,40,-0.8485,50,-0.5245,49,-0.5199,64,-0.1237
ENSG00000177606,JUN,160,0.73011,173,0.86159,100,-0.0556,70,-0.6099,151,0.73046,38,-1.5405,43,-1.4344
ENSG00000134709,HOOK1,9,-2.8238,145,1.48158,92,0.78778,26,-1.2973,52,-0.2643,36,-0.8171,52,-0.2732
ENSG00000162599,NFIA,820,1.96235,108,-1.4130,420,0.84017,287,0.08936,165,-0.8497,141,-1.0127,93,-1.7570
ENSG00000162604,TM2D1,56,0.14868,60,0.25344,32,-0.7747,51,0.01722,66,0.47851,36,-0.5554,55,0.14163
ENSG00000162607,USP1,179,1.57895,140,1.12151,69,-0.0653,43,-0.7879,35,-1.2074,73,0.04030,36,-1.1292
ENSG00000116641,DOCK7,66,0.64855,17,-1.4249,58,0.49247,102,1.40824,37,-0.3158,4,-3.4705,33,-0.5389
ENSG00000125703,ATG4C,166,3.16725,21,-0.6814,24,-0.5610,16,-1.0531,24,-0.5644,5,-2.8433,13,-1.5216
ENSG00000079739,PGM1,34,-0.0733,35,-0.0167,9,-2.1655,85,1.48289,56,0.86838,5,-2.9421,34,-0.1094
ENSG00000162434,JAK1,81,-0.1427,55,-0.7463,125,0.64169,85,-0.0734,76,-0.2775,75,-0.2741,95,0.13338
ENSG00000162433,AK4,53,-0.7275,63,-0.4489,108,0.46808,112,0.47516,107,0.45475,106,0.38374,37,-1.3504
ENSG00000116675,DNAJC6,308,-0.1249,249,-0.4553,297,-0.2053,208,-0.7396,241,-0.5597,481,0.60270,504,0.79541
ENSG00000213625,LEPROT,51,0.40947,29,-0.4791,28,-0.5686,87,1.33473,50,0.42105,24,-0.7466,24,-0.8536
ENSG00000184588,PDE4B,217,1.57844,99,0.21194,54,-0.8104,55,-0.7098,73,-0.2929,65,-0.4547,88,0.03562
ENSG00000118473,SGIP1,108,-0.3039,135,0.05032,194,0.74067,71,-0.9589,113,-0.2670,85,-0.6868,150,0.24810
ENSG00000198160,MIER1,151,1.26022,48,-0.6079,97,0.57144,50,-0.5686,56,-0.4269,80,0.18014,40,-0.9773
ENSG00000142864,SERBP1,473,0.86425,357,0.39043,304,0.13999,244,-0.2254,231,-0.3476,241,-0.2456,213,-0.4802
ENSG00000116717,GADD45A,30,0.32703,38,0.69434,21,-0.2592,24,-0.0458,16,-0.7743,33,0.47700,24,-0.0561
ENSG00000172380,GNG12,51,1.45277,6,-1.7603,13,-0.7787,53,1.53499,31,0.69520,4,-2.3525,5,-2.1072
ENSG00000116729,WLS,77,0.31116,45,-0.5293,62,-0.0312,160,1.59587,53,-0.3100,24,-1.4755,48,-0.4670
ENSG00000033122,LRRC7,39,-1.1530,166,1.17161,105,0.45387,37,-1.2155,70,-0.2914,82,-0.0010,75,-0.1688
ENSG00000066557,LRRC40,24,-0.1989,16,-0.8101,44,0.91812,5,-2.4886,34,0.41925,20,-0.5009,26,-0.1055
ENSG00000116754,SRSF11,441,0.60927,351,0.23035,554,1.19487,155,-1.0513,174,-0.9528,183,-0.7948,229,-0.4991
ENSG00000118454,ANKRD13C,31,-0.4045,63,0.73417,48,0.33910,27,-0.6219,39,-0.0426,28,-0.5587,39,-0.0592
ENSG00000132485,ZRANB2,286,0.61469,245,0.36079,301,0.82166,127,-0.6808,131,-0.6921,84,-1.3083,178,-0.1727
ENSG00000172260,NEGR1,87,-2.5070,760,0.84217,634,0.61698,163,-1.5820,318,-0.6287,617,0.48889,521,0.23802
ENSG00000178965,ERICH3,40,-2.0627,307,1.12508,268,1.05045,50,-1.7404,118,-0.4934,127,-0.3330,136,-0.2487
ENSG00000162623,TYW3,79,0.72821,83,0.81513,55,0.14176,40,-0.3833,39,-0.4731,41,-0.3392,39,-0.4689
ENSG00000117054,ACADM,67,0.27563,61,0.11037,46,-0.3594,57,0.01855,62,0.16825,43,-0.4248,61,0.12595
ENSG00000137955,RABGGTB,53,0.88703,38,0.34662,15,-1.1879,44,0.58083,24,-0.4040,16,-0.9466,39,0.42225
ENSG00000117069,ST6GALNAC5,0,-7.9460,44,-0.0672,32,-0.6406,29,-0.7201,58,0.39748,40,-0.2220,86,1.21720
ENSG00000142892,PIGK,41,0.49520,40,0.47450,17,-0.9269,27,-0.1542,21,-0.6079,31,0.02345,43,0.64800
ENSG00000154027,AK5,147,-0.8274,260,0.06497,322,0.47855,71,-1.9198,217,-0.2486,176,-0.5452,381,0.81505
ENSG00000036549,AC118549.1,125,1.80057,49,0.14722,50,0.23143,30,-0.6247,24,-0.9998,49,0.15290,21,-1.2321
ENSG00000077254,USP33,97,-0.5016,137,0.03967,175,0.50635,80,-0.8005,97,-0.5503,143,0.11367,167,0.41171
ENSG00000180488,MIGA1,222,0.41910,227,0.45362,193,0.21754,67,-1.4402,139,-0.3650,178,0.06341,178,0.06625
ENSG00000162613,FUBP1,72,0.20999,79,0.36907,95,0.79566,45,-0.5092,50,-0.3831,41,-0.6727,50,-0.3970
ENSG00000162616,DNAJB4,60,0.68530,62,0.72595,42,0.11789,27,-0.5973,31,-0.4164,19,-1.1473,41,0.05193
ENSG00000117114,ADGRL2,3,-3.2200,52,0.87360,35,0.24316,22,-0.5364,22,-0.5390,23,-0.4097,45,0.74726
ENSG00000137941,TTLL7,1556,2.34178,404,-0.1070,551,0.45454,129,-1.8494,150,-1.7343,318,-0.4813,253,-0.9091
ENSG00000142875,PRKACB,415,-0.2506,635,0.43454,385,-0.4074,276,-0.8811,461,-0.0922,468,-0.0605,686,0.65379
ENSG00000117133,RPF1,41,0.17675,60,0.81157,31,-0.2618,37,0.01191,27,-0.5069,30,-0.3005,40,0.17065
ENSG00000174021,GNG5,15,-0.6195,9,-1.3025,7,-1.9358,65,1.84809,45,1.37451,7,-1.8228,13,-0.8928
ENSG00000117155,SSX2IP,41,-2.5844,367,0.78717,277,0.35964,119,-1.0110,198,-0.2462,260,0.20904,271,0.32039
ENSG00000162642,C1orf52,47,-0.3596,42,-0.5315,60,0.01912,51,-0.2402,58,-0.0566,55,-0.1144,82,0.59377
ENSG00000153904,DDAH1,152,-0.7717,122,-1.1131,214,-0.2724,394,0.75284,314,0.42323,244,-0.0363,265,0.10605
ENSG00000117174,ZNHIT6,94,0.67819,86,0.53647,80,0.47140,60,-0.0543,41,-0.7048,60,-0.0446,39,-0.7946
ENSG00000122417,ODF2L,65,-0.5383,143,0.73090,202,1.64170,51,-0.8989,47,-1.1281,48,-0.9963,56,-0.8289
ENSG00000097033,SH3GLB1,165,1.77536,27,-1.1806,57,-0.0853,64,0.11288,53,-0.2024,39,-0.6550,40,-0.6753
ENSG00000183291,SELENOF,100,0.39650,84,0.10954,37,-1.2492,86,0.14914,96,0.37821,60,-0.4165,94,0.32445
ENSG00000153936,HS2ST1,30,-0.6731,30,-0.6655,52,0.19745,64,0.52763,47,0.03104,40,-0.2324,51,0.16278
ENSG00000143013,LMO4,172,-2.8078,1037,-0.0989,1642,0.76174,491,-1.2519,993,-0.1864,1341,0.31629,1360,0.38765
ENSG00000065243,PKN2,126,1.55926,37,-0.4999,87,1.05146,38,-0.4385,33,-0.7228,16,-1.7299,25,-1.1789
ENSG00000137947,GTF2B,15,-0.3882,6,-1.6816,9,-1.2424,12,-0.8024,31,0.83547,7,-1.5708,39,1.34415
ENSG00000213516,RBMXL1,41,0.71703,14,-0.9120,27,0.04709,40,0.69118,13,-1.1655,48,0.98636,20,-0.4830
ENSG00000197147,LRRC8B,77,-0.9210,230,0.83325,135,-0.0558,56,-1.4045,161,0.26754,116,-0.2887,160,0.26054
ENSG00000171492,LRRC8D,75,1.50317,14,-1.1710,30,-0.0873,21,-0.5956,18,-0.9238,17,-0.8846,44,0.64658
ENSG00000162664,ZNF326,224,1.43813,97,0.00416,147,0.79713,61,-0.7058,50,-1.1239,81,-0.2770,55,-0.9468
ENSG00000233593,LINC02609,26,0.25903,1,-3.6952,11,-1.1198,23,0.05619,29,0.52446,29,0.46627,30,0.56391
ENSG00000122482,ZNF644,303,1.89377,227,1.33414,107,0.05695,64,-0.7432,45,-1.3741,65,-0.7327,36,-1.7392
ENSG00000172031,EPHX4,5,-2.5182,21,-0.4857,27,-0.1388,10,-1.5591,47,0.93320,4,-2.8547,51,1.09311
ENSG00000189195,BTBD8,145,-1.5742,1191,1.90825,525,0.48883,214,-0.9926,314,-0.4416,175,-1.2916,320,-0.4112
ENSG00000174842,GLMN,7,-1.6652,27,0.26129,31,0.59244,13,-0.8208,23,0.03110,11,-1.0856,30,0.50949
ENSG00000122484,RPAP2,134,0.04257,202,0.71775,266,1.45871,43,-1.6948,95,-0.5592,79,-0.7795,63,-1.2270
ENSG00000067208,EVI5,274,1.86601,70,-0.4629,118,0.41152,84,-0.1979,49,-1.1153,79,-0.2867,53,-0.9821
ENSG00000122406,RPL5,689,0.52494,660,0.45201,338,-0.6770,691,0.52933,539,0.13624,484,-0.0521,361,-0.5660
ENSG00000154511,DIPK1A,40,0.22663,52,0.66347,21,-0.8502,19,-0.8990,33,-0.1082,38,0.12409,46,0.49851
ENSG00000143033,MTF2,67,0.37777,92,0.91510,90,1.02040,20,-1.4728,32,-0.8375,22,-1.3274,42,-0.3867
ENSG00000117500,TMED5,49,0.96713,30,0.12278,12,-1.2931,46,0.83559,32,0.26177,11,-1.3107,25,-0.1672
ENSG00000223745,CCDC18-AS1,49,1.27654,6,-1.9579,45,1.36023,25,0.18792,16,-0.6214,10,-1.2172,8,-1.7000
ENSG00000117505,DR1,54,0.26669,69,0.66248,52,0.23650,41,-0.1678,23,-1.1561,50,0.12130,48,0.05623
ENSG00000137942,FNBP1L,42,0.35863,31,-0.1344,44,0.51041,27,-0.3221,13,-1.5512,47,0.53124,37,0.19248
ENSG00000067334,DNTTIP2,130,0.68511,122,0.58519,122,0.67298,49,-0.8555,59,-0.6282,57,-0.6402,67,-0.4254
ENSG00000023909,GCLM,24,-0.7788,27,-0.6171,55,0.60573,37,-0.1167,30,-0.5195,40,0.01057,51,0.44511
ENSG00000137962,ARHGAP29,19,-1.1451,36,-0.1545,70,1.09924,42,0.07718,25,-0.7777,66,0.83880,23,-0.9490
ENSG00000117528,ABCD3,102,1.25637,51,0.07196,31,-0.7807,39,-0.3391,42,-0.2470,55,0.19469,46,-0.0818
ENSG00000117525,F3,19,-1.2685,10,-2.1519,52,0.28499,126,1.83648,70,0.87216,10,-2.1574,16,-1.6097
ENSG00000117519,CNN3,147,1.01330,39,-1.1163,47,-0.8882,209,1.66615,88,0.17805,53,-0.6439,40,-1.1460
ENSG00000152078,TLCD4,34,-1.0222,51,-0.4132,78,0.30135,53,-0.3672,87,0.51137,67,0.01735,64,-0.0688
ENSG00000117569,PTBP2,88,0.46236,64,-0.0519,61,-0.1297,49,-0.4703,63,-0.0723,50,-0.4245,80,0.34999
ENSG00000117598,PLPPR5,7,-2.0438,52,1.01021,19,-0.6694,33,0.22813,29,0.01441,25,-0.1648,35,0.40050
ENSG00000117600,PLPPR4,26,-1.8667,199,1.38142,82,-0.1364,45,-1.0583,106,0.34009,50,-0.8699,94,0.10841
ENSG00000162688,AGL,68,0.57754,49,0.03539,64,0.52741,48,0.00194,28,-0.8814,33,-0.5781,48,0.01596
ENSG00000117620,SLC35A3,38,0.39206,39,0.44748,38,0.42335,29,-0.0340,29,-0.0669,16,-0.9946,22,-0.5403
ENSG00000156875,MFSD14A,38,0.02670,21,-0.9292,37,-0.0126,14,-1.5337,41,0.15481,44,0.26182,51,0.58223
ENSG00000137992,DBT,59,-0.3348,110,0.67479,106,0.71848,70,-0.0749,55,-0.4889,78,0.11758,45,-0.8376
ENSG00000224616,RTCA-AS1,86,1.87381,19,-0.7124,53,1.14610,22,-0.4533,20,-0.6512,6,-2.4328,8,-2.0118
ENSG00000137996,RTCA,13,-1.4062,16,-1.0459,32,-0.0329,29,-0.1972,39,0.35161,30,-0.1315,47,0.70851
ENSG00000162694,EXTL2,31,-0.9793,50,-0.2426,82,0.63298,29,-1.0846,35,-0.8792,49,-0.2912,97,0.97010
ENSG00000170989,S1PR1,19,-0.9236,18,-1.0155,21,-0.8848,117,2.11670,59,0.96639,17,-1.0864,12,-1.7265
ENSG00000118733,OLFM3,13,-2.4204,50,-0.4093,83,0.44410,17,-2.0317,76,0.27464,59,-0.1693,98,0.77821
ENSG00000185946,RNPC3,228,1.00503,64,-1.0399,303,1.91624,72,-0.8592,61,-1.2047,86,-0.5877,35,-2.0616
ENSG00000162631,NTNG1,6,-2.1875,24,-0.1601,20,-0.4380,16,-0.7358,21,-0.3611,20,-0.4298,57,1.58330
ENSG00000162636,FAM102B,7,-2.7522,74,0.78045,45,-0.0322,26,-0.8848,15,-1.8495,84,0.98926,75,0.94377
ENSG00000162639,HENMT1,6,-1.5608,8,-1.1720,12,-0.6823,8,-1.2188,13,-0.5164,23,0.41437,41,1.76056
ENSG00000134186,PRPF38B,217,1.22004,144,0.50284,157,0.75675,89,-0.2682,55,-1.0969,42,-1.3959,69,-0.7201
ENSG00000116266,STXBP3,177,2.24917,24,-1.1220,47,-0.1558,43,-0.2591,25,-1.2078,38,-0.4664,42,-0.3344
ENSG00000121957,GPSM2,146,2.28511,18,-1.2617,33,-0.3856,50,0.30097,30,-0.5328,41,-0.0042,15,-1.5972
ENSG00000121940,CLCC1,49,1.31092,14,-0.7603,18,-0.3402,17,-0.3818,21,-0.1079,8,-1.5853,29,0.45220
ENSG00000085433,WDR47,60,-1.3865,151,0.03378,155,0.08389,97,-0.6567,138,-0.1226,179,0.30714,203,0.59566
ENSG00000197780,TAF13,116,0.14957,61,-0.8626,99,-0.1223,87,-0.3109,67,-0.7832,174,0.82179,144,0.58482
ENSG00000215717,TMEM167B,56,0.28768,98,1.24045,42,-0.2009,35,-0.4361,40,-0.2662,20,-1.2627,47,0.01577
ENSG00000116299,KIAA1324,1,-4.5546,20,-0.3222,35,0.62395,8,-1.6471,23,-0.1193,39,0.70382,33,0.49822
ENSG00000031698,SARS,183,-0.3538,249,0.13376,266,0.27395,145,-0.7171,248,0.14802,200,-0.2164,242,0.10347
ENSG00000143126,CELSR2,93,-0.5196,139,0.11435,140,0.14211,67,-1.0227,118,-0.1668,159,0.33497,160,0.39628
ENSG00000134222,PSRC1,36,0.51133,24,-0.1429,18,-0.6112,19,-0.4790,39,0.75171,16,-0.7221,26,-0.0178
