Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000117682,DHDDS,6,-2.0992,38,0.70958,35,0.47310,24,-0.1443,22,-0.2287,23,-0.1703,25,-0.0921
ENSG00000198830,HMGN2,301,0.93419,106,-0.8278,159,-0.1193,127,-0.5164,294,0.89433,167,-0.0393,164,-0.0815
ENSG00000117676,RPS6KA1,32,2.81053,4,-0.9197,3,-1.4052,3,-1.3958,7,-0.0113,5,-0.6192,5,-0.4860
ENSG00000117713,ARID1A,100,0.92326,36,-0.7790,62,0.11865,57,-0.0048,49,-0.2306,68,0.26915,54,-0.1193
ENSG00000060642,PIGV,14,0.10813,9,-0.6038,16,0.33932,9,-0.5925,9,-0.5718,15,0.31339,19,0.74619
ENSG00000204160,ZDHHC18,14,-0.6921,14,-0.6723,24,0.19389,26,0.36676,16,-0.4773,19,-0.2172,30,0.65429
ENSG00000142751,GPN2,23,0.31544,22,0.26973,16,-0.2351,15,-0.4118,23,0.34571,12,-0.6973,20,0.12849
ENSG00000198746,GPATCH3,14,0.80103,10,0.30462,6,-0.4262,7,-0.2819,8,0.01169,8,-0.0028,6,-0.4532
ENSG00000090273,NUDC,153,-0.5300,242,0.21965,182,-0.2661,175,-0.3609,265,0.33777,212,-0.0244,252,0.28865
ENSG00000253368,TRNP1,6,-3.2676,66,0.43672,39,-0.4684,38,-0.5671,48,-0.1559,53,0.01710,86,0.94748
ENSG00000090020,SLC9A1,7,-1.1990,22,0.60200,16,0.05524,9,-0.8493,11,-0.4986,10,-0.6124,25,0.86418
ENSG00000142784,WDTC1,26,0.48872,18,-0.1443,12,-0.7375,18,-0.1601,12,-0.7246,19,-0.0465,27,0.60294
ENSG00000186501,TMEM222,57,0.10649,48,-0.2005,43,-0.3321,37,-0.6382,55,0.03624,59,0.14617,76,0.66028
ENSG00000158195,WASF2,179,2.89585,10,-2.1020,25,-0.6765,16,-1.4459,37,-0.1008,49,0.35359,24,-0.8064
ENSG00000126705,AHDC1,22,-0.2528,26,-0.0509,27,0.01779,32,0.34897,24,-0.1344,20,-0.4273,28,0.08359
ENSG00000126709,IFI6,90,-0.6068,121,-0.1564,123,-0.1133,145,0.16963,218,0.83469,178,0.48523,90,-0.6653
ENSG00000009780,FAM76A,24,0.04961,20,-0.2808,36,0.71137,26,0.23344,28,0.31924,18,-0.3653,17,-0.5718
ENSG00000117758,STX12,146,0.20846,141,0.16986,91,-0.5328,148,0.26552,98,-0.4308,124,-0.0533,123,-0.0783
ENSG00000117751,PPP1R8,51,0.64592,24,-0.5819,36,0.07515,34,-0.0124,30,-0.1935,34,0.00379,37,0.14507
ENSG00000130775,THEMIS2,32,1.89769,6,-0.7993,12,0.14027,11,0.10368,2,-2.5971,7,-0.6943,9,-0.2026
ENSG00000117748,RPA2,45,-0.3050,52,-0.1052,78,0.57695,56,0.02561,61,0.17035,59,0.09769,46,-0.3239
ENSG00000158161,EYA3,20,0.89570,11,-0.1203,13,0.15051,15,0.54100,3,-1.9020,10,-0.2369,8,-0.5006
ENSG00000126698,DNAJC8,230,-0.0221,231,-0.0153,212,-0.1530,274,0.29549,287,0.33542,241,0.05182,176,-0.4890
ENSG00000130770,ATP5IF1,185,-1.8674,1034,0.97590,572,-0.1466,564,-0.1887,775,0.34355,463,-0.4804,541,-0.2632
ENSG00000130766,SESN2,5,-0.7402,8,-0.1631,8,-0.1419,8,-0.0638,8,-0.1507,9,0.13399,12,0.57212
ENSG00000204138,PHACTR4,51,1.82844,8,-1.3729,19,0.11955,11,-0.7359,21,0.29735,22,0.35592,13,-0.5464
ENSG00000242125,SNHG3,10,0.14957,12,0.44886,7,-0.4561,10,0.08938,10,0.11374,4,-1.3209,9,0.00835
ENSG00000180098,TRNAU1AP,28,0.31912,16,-0.6058,19,-0.2414,32,0.60756,21,-0.1604,31,0.50970,17,-0.5208
ENSG00000197989,SNHG12,14,0.14209,11,-0.2993,6,-1.0810,10,-0.3953,16,0.32766,9,-0.4444,20,0.87548
ENSG00000120656,TAF12,23,0.38963,22,0.40770,16,-0.1275,13,-0.5493,21,0.29677,14,-0.3288,16,-0.1460
ENSG00000198492,YTHDF2,81,-0.1294,107,0.35721,97,0.14712,121,0.59512,42,-1.1442,87,-0.0145,59,-0.6848
ENSG00000116329,OPRD1,0,-7.0659,11,0.04720,8,-0.3736,10,-0.0933,9,-0.2265,23,1.26628,12,0.23568
ENSG00000159023,EPB41,7,-0.9267,11,-0.2853,11,-0.2422,15,0.20748,13,-0.0739,19,0.57352,15,0.23480
ENSG00000116350,SRSF4,102,0.76497,57,-0.2014,55,-0.2378,66,0.06449,57,-0.1764,68,0.08532,56,-0.2444
ENSG00000116353,MECR,10,-1.7894,43,0.40786,50,0.59556,30,-0.2291,34,-0.0228,35,-0.0068,35,0.01871
ENSG00000060656,PTPRU,9,-1.1053,8,-1.4542,40,1.18681,35,1.12350,4,-2.2116,18,-0.1639,20,-0.0078
ENSG00000162511,LAPTM5,71,1.53843,14,-1.2253,26,-0.1390,9,-1.8714,59,1.19335,41,0.56599,23,-0.3930
ENSG00000162512,SDC3,107,0.58945,52,-0.5997,60,-0.3364,68,-0.1682,65,-0.2221,95,0.39688,88,0.31870
ENSG00000134644,PUM1,120,0.08093,77,-0.6686,118,0.05481,148,0.48186,90,-0.3712,128,0.18365,117,0.04924
ENSG00000060688,SNRNP40,35,1.17908,15,-0.2074,15,-0.1896,15,-0.2317,15,-0.2479,18,0.09711,14,-0.3402
ENSG00000121766,ZCCHC17,97,-0.3350,135,0.21527,132,0.14820,158,0.51086,121,0.01216,88,-0.4832,89,-0.5319
ENSG00000121769,FABP3,31,-2.1053,245,1.37229,119,-0.0704,134,0.13490,78,-0.7394,71,-0.8652,94,-0.4916
ENSG00000162517,PEF1,53,-0.4939,76,0.09647,90,0.36136,68,-0.1136,79,0.14438,55,-0.4344,79,0.15725
ENSG00000084636,COL16A1,118,1.90649,23,-0.9339,44,0.16938,36,-0.1806,18,-1.2189,39,-0.0157,30,-0.4594
ENSG00000121753,ADGRB2,73,-1.4252,172,-0.1285,273,0.63438,217,0.28553,152,-0.3186,175,-0.0901,201,0.15019
ENSG00000184007,PTP4A2,945,2.33130,155,-0.9046,282,0.10979,185,-0.6052,123,-1.1705,271,0.04639,165,-0.8023
ENSG00000121774,KHDRBS1,183,0.60912,98,-0.4337,130,0.04608,113,-0.1872,169,0.47724,130,0.05249,112,-0.2006
ENSG00000121775,TMEM39B,11,0.08178,12,0.23540,7,-0.4936,11,0.07096,17,0.82718,4,-1.2150,9,-0.2279
ENSG00000025800,KPNA6,68,0.33370,52,-0.1088,47,-0.2626,64,0.26717,51,-0.1221,61,0.15097,47,-0.2828
ENSG00000084652,TXLNA,33,0.62221,20,-0.1834,27,0.24947,19,-0.3274,18,-0.3467,23,0.00191,24,0.09060
ENSG00000160050,CCDC28B,9,-1.1642,21,0.15115,16,-0.2771,14,-0.4797,41,1.30147,16,-0.2411,19,-0.0131
ENSG00000084623,EIF3I,85,-0.5570,136,0.20133,129,0.09840,125,0.04571,122,0.00287,91,-0.4610,134,0.17588
ENSG00000116478,HDAC1,38,1.71991,7,-1.1053,8,-0.9204,5,-1.6171,18,0.42931,20,0.58385,16,0.20939
ENSG00000175130,MARCKSL1,1373,3.41641,79,-1.9025,178,-0.5513,81,-1.8684,112,-1.2615,231,-0.1394,157,-0.8175
ENSG00000160058,BSDC1,64,0.38335,38,-0.4953,71,0.55081,49,-0.0638,37,-0.4865,44,-0.2206,58,0.25073
ENSG00000160062,ZBTB8A,12,0.36666,3,-1.8194,6,-0.7335,13,0.63194,21,1.37850,10,0.20213,6,-0.7527
ENSG00000176261,ZBTB8OS,33,-0.7330,75,0.64437,43,-0.3252,48,-0.1910,59,0.16181,27,-1.0288,62,0.28153
ENSG00000162521,RBBP4,127,0.38321,92,-0.1498,124,0.34492,103,0.04828,91,-0.1504,113,0.19486,78,-0.4289
ENSG00000162520,SYNC,8,-0.2728,9,-0.0405,7,-0.4874,11,0.28009,12,0.39889,13,0.47138,7,-0.4725
ENSG00000162522,KIAA1522,7,-1.2427,11,-0.7314,32,1.07424,14,-0.3416,21,0.41754,16,-0.0736,20,0.37771
ENSG00000134684,YARS,67,-1.0709,181,0.57242,138,0.05127,126,-0.1026,110,-0.3098,162,0.31282,122,-0.1573
ENSG00000116497,S100PBP,45,1.70593,12,-0.5858,15,-0.1618,10,-0.7905,11,-0.6715,19,0.18898,16,-0.0280
ENSG00000160097,FNDC5,6,-2.0823,46,1.10870,14,-0.9237,9,-1.6347,19,-0.4499,11,-1.3435,49,1.27621
ENSG00000121905,HPCA,9,-4.0876,194,0.52698,159,0.13651,128,-0.2324,227,0.72186,128,-0.2089,148,0.01612
ENSG00000121900,TMEM54,22,-0.6985,41,0.27780,31,-0.2174,19,-1.0119,39,0.14148,36,0.03844,52,0.73759
ENSG00000116514,RNF19B,16,-0.4689,23,0.13657,22,0.06124,26,0.35806,26,0.30602,13,-0.7363,19,-0.1851
ENSG00000004455,AK2,81,1.40730,34,-0.0515,30,-0.2220,21,-0.8394,41,0.26194,34,-0.0575,27,-0.4529
ENSG00000142920,AZIN2,32,0.53338,32,0.61909,8,-1.5076,19,-0.3035,11,-1.0854,21,-0.1083,27,0.29538
ENSG00000116525,TRIM62,27,2.55190,7,0.06520,2,-1.6098,4,-0.8818,6,-0.1571,6,0.00944,1,-2.1775
ENSG00000160094,ZNF362,22,0.36439,16,-0.1755,11,-0.7250,9,-1.0595,21,0.29086,19,0.11581,26,0.75292
ENSG00000134686,PHC2,134,1.44267,53,-0.1389,58,0.02203,41,-0.5910,51,-0.1940,34,-0.8380,55,-0.0711
ENSG00000163866,SMIM12,37,-0.9372,88,0.50639,87,0.42023,60,-0.1944,75,0.17561,36,-0.9637,70,0.07939
ENSG00000116544,DLGAP3,7,-2.0899,16,-0.9406,37,0.46183,26,-0.1395,55,1.13214,28,-0.0142,35,0.38936
ENSG00000163867,ZMYM6,23,-0.0724,23,-0.1044,20,-0.2979,30,0.40399,23,-0.0471,28,0.24217,21,-0.2767
ENSG00000116560,SFPQ,287,0.77169,158,-0.2313,140,-0.3962,181,0.01549,203,0.19218,183,0.03116,154,-0.2794
ENSG00000146463,ZMYM4,54,-0.1472,54,-0.1787,48,-0.3362,56,-0.0992,52,-0.2088,70,0.26140,75,0.43467
ENSG00000142687,KIAA0319L,42,-0.4194,57,0.07850,51,-0.1103,50,-0.1484,53,-0.0332,45,-0.2942,70,0.46127
ENSG00000020129,NCDN,89,-2.4497,466,0.07202,497,0.16737,570,0.45116,538,0.29788,291,-0.6752,495,0.18297
ENSG00000126067,PSMB2,97,-0.1606,124,0.27189,84,-0.3848,111,0.06348,100,-0.1039,116,0.12458,102,-0.0879
ENSG00000142686,C1orf216,12,-2.6020,105,0.74272,75,0.09113,78,0.17245,74,0.06162,54,-0.4154,64,-0.1815
ENSG00000134698,AGO4,23,0.72501,10,-0.6554,19,0.34804,12,-0.3705,18,0.32524,11,-0.4574,17,0.21457
ENSG00000092847,AGO1,43,0.23430,32,-0.2325,33,-0.1664,35,-0.0879,26,-0.5639,55,0.65259,39,0.08725
ENSG00000126070,AGO3,81,1.80465,21,-0.5068,22,-0.4151,24,-0.3298,30,0.08597,13,-1.1806,25,-0.2298
ENSG00000116863,ADPRHL2,33,0.80942,20,0.02806,15,-0.4485,21,0.06911,16,-0.3719,22,0.19419,16,-0.4034
ENSG00000054116,TRAPPC3,30,-0.8338,74,0.72696,47,-0.1167,50,-0.0341,63,0.33847,37,-0.4962,41,-0.3577
ENSG00000116871,MAP7D1,329,0.91690,175,-0.1426,196,0.05336,151,-0.3982,232,0.32558,144,-0.4361,172,-0.1777
ENSG00000054118,THRAP3,161,0.79911,67,-0.6638,97,-0.0270,122,0.38788,88,-0.1887,108,0.14304,78,-0.4055
ENSG00000196182,STK40,11,-1.0459,21,-0.0587,31,0.59667,16,-0.4513,12,-0.8184,32,0.64088,27,0.41507
ENSG00000181817,LSM10,28,-0.8964,58,0.25896,39,-0.4001,43,-0.2799,53,0.08985,55,0.14429,63,0.41408
ENSG00000116885,OSCP1,5,-2.1397,36,1.00168,20,-0.1116,18,-0.3353,34,0.72687,12,-0.8747,18,-0.2801
ENSG00000116898,MRPS15,23,-1.7933,107,0.66422,84,0.16901,71,-0.0960,79,0.07708,60,-0.3504,75,-0.0045
ENSG00000163873,GRIK3,11,-1.5279,12,-1.5423,62,1.18659,59,1.30284,5,-2.7661,21,-0.5645,33,0.12784
ENSG00000163875,MEAF6,64,-0.8378,132,0.32995,90,-0.3197,113,0.05126,84,-0.4289,92,-0.2788,140,0.45129
ENSG00000163877,SNIP1,22,0.63994,14,-0.0097,10,-0.5689,15,0.04546,16,0.19956,14,-0.0324,12,-0.3125
ENSG00000163879,DNALI1,8,0.17345,7,-0.1021,3,-1.1436,4,-0.9439,19,1.51799,4,-0.9371,9,0.34181
ENSG00000134697,GNL2,34,0.46728,28,0.19596,21,-0.2620,34,0.53468,21,-0.2553,20,-0.3517,16,-0.7643
ENSG00000116922,C1orf109,10,-0.6090,20,0.48187,16,0.06787,20,0.48694,14,-0.1277,5,-1.5057,14,-0.1917
ENSG00000183317,EPHA10,3,-1.8080,18,1.01589,12,0.20167,12,0.19687,10,-0.0680,5,-1.0797,8,-0.4839
ENSG00000185090,MANEAL,11,-1.3121,29,0.24618,37,0.60066,27,0.08573,13,-0.9685,27,0.11642,27,0.11762
ENSG00000196449,YRDC,16,-0.2181,26,0.65328,11,-0.7559,16,-0.1897,16,-0.1523,16,-0.2177,19,0.09689
ENSG00000197982,C1orf122,452,1.01924,212,-0.2655,258,0.08061,146,-0.8881,267,0.13387,198,-0.3428,284,0.26214
ENSG00000188786,MTF1,23,1.41696,7,-0.6707,4,-1.2911,8,-0.3398,6,-0.6810,17,0.90391,9,-0.0904
ENSG00000204084,INPP5B,16,0.65900,9,-0.2910,8,-0.3154,6,-0.7782,6,-0.8118,14,0.47605,15,0.62671
ENSG00000183431,SF3A3,52,0.21789,60,0.52457,35,-0.4107,46,0.02607,39,-0.2198,39,-0.2128,37,-0.3242
ENSG00000183520,UTP11,38,-0.3517,61,0.46087,34,-0.4939,54,0.23794,66,0.55162,47,-0.0133,29,-0.8225
ENSG00000116954,RRAGC,62,0.61348,48,0.21737,39,-0.1459,44,0.04549,43,0.03130,40,-0.0973,29,-0.6539
ENSG00000174574,AKIRIN1,133,0.54735,108,0.24225,85,-0.1782,95,0.00526,88,-0.1106,65,-0.5917,85,-0.1865
ENSG00000168653,NDUFS5,307,-1.6939,1349,0.72082,760,-0.3112,884,-0.0811,1049,0.20463,699,-0.4425,983,0.11080
ENSG00000127603,MACF1,342,0.87689,132,-0.7362,154,-0.4296,172,-0.2839,176,-0.2191,343,0.87779,199,-0.0291
ENSG00000090621,PABPC4,84,0.80088,36,-0.5913,57,0.15190,45,-0.2327,57,0.17282,48,-0.0936,53,0.04093
ENSG00000116983,HPCAL4,73,-1.5164,140,-0.5806,295,0.67492,258,0.51371,215,0.14669,186,-0.0812,197,0.01003
ENSG00000084072,PPIE,58,0.43073,58,0.49514,35,-0.3408,32,-0.5279,45,0.03180,33,-0.4654,45,0.03828
ENSG00000043514,TRIT1,13,0.45652,10,-0.0244,11,0.18423,11,0.11355,7,-0.6284,8,-0.2795,10,-0.0501
ENSG00000168389,MFSD2A,31,0.84751,10,-1.0474,14,-0.4365,12,-0.6571,18,-0.0253,29,0.76176,24,0.45935
ENSG00000131236,CAP1,191,0.02991,210,0.20231,230,0.33113,218,0.27684,146,-0.3948,198,0.08377,128,-0.6630
ENSG00000131238,PPT1,87,-0.8771,169,0.18613,157,0.04524,162,0.10461,157,0.04025,174,0.20621,146,-0.0859
ENSG00000117000,RLF,24,0.11288,16,-0.5647,18,-0.3610,29,0.42758,27,0.30727,38,0.84060,14,-0.7416
ENSG00000259943,AL050341.2,24,0.69233,13,-0.2917,21,0.54061,14,-0.1521,14,-0.1061,9,-0.7764,15,0.00824
ENSG00000084073,ZMPSTE24,51,0.19318,47,0.07342,45,-0.0211,49,0.15304,46,0.03402,26,-0.8707,46,0.03041
ENSG00000049089,COL9A2,119,3.97509,4,-2.2895,18,-0.0585,5,-2.0417,2,-3.2260,10,-0.9664,9,-1.2326
ENSG00000084070,SMAP2,66,-1.0265,155,0.36828,123,-0.0542,142,0.20025,100,-0.3775,95,-0.4643,147,0.26636
ENSG00000117016,RIMS3,19,-2.9465,165,0.31836,104,-0.4471,125,-0.1868,172,0.35512,95,-0.5902,208,0.77443
ENSG00000066136,NFYC,30,-0.2852,30,-0.2870,44,0.31000,42,0.26891,41,0.21597,18,-1.0646,41,0.24930
ENSG00000179862,CITED4,12,0.35162,17,1.16430,6,-0.6607,6,-0.8358,6,-0.7132,5,-1.0239,10,0.11385
ENSG00000171793,CTPS1,12,-0.4474,19,0.26857,16,0.00108,17,0.09195,17,0.04230,13,-0.3591,16,0.00319
ENSG00000010803,SCMH1,6,-1.1129,6,-1.1844,19,0.54315,11,-0.4028,10,-0.4923,30,1.33795,18,0.49984
ENSG00000127124,HIVEP3,10,-1.1133,23,0.14862,24,0.22907,26,0.37700,8,-1.5191,16,-0.4158,27,0.48827
ENSG00000198815,FOXJ3,41,-0.4984,61,0.16735,62,0.16895,58,0.06274,52,-0.1235,48,-0.2520,59,0.10489
ENSG00000177181,RIMKLA,5,-3.0560,70,1.05997,30,-0.4978,38,-0.1429,29,-0.5365,22,-0.9163,53,0.49001
ENSG00000127125,PPCS,47,-0.4235,60,-0.0559,52,-0.2636,61,-0.0371,72,0.24404,81,0.43533,63,0.01883
ENSG00000186409,CCDC30,24,-0.4761,22,-0.6335,37,0.21850,33,0.01689,29,-0.1615,52,0.75946,36,0.19254
ENSG00000171960,PPIH,6,-1.6126,15,-0.2245,18,0.03079,23,0.46295,18,0.01249,9,-1.0114,25,0.61911
ENSG00000065978,YBX1,244,1.06609,71,-1.0129,107,-0.2966,71,-1.0026,226,0.92766,177,0.51411,126,-0.0389
ENSG00000117385,P3H1,10,0.41316,7,-0.2045,6,-0.3379,8,0.11590,5,-0.5188,12,0.66897,7,-0.2194
ENSG00000164008,C1orf50,22,0.08670,24,0.27840,25,0.27768,16,-0.4308,22,0.12140,23,0.16544,17,-0.3080
ENSG00000177868,SVBP,43,-0.4851,66,0.23610,39,-0.6213,55,-0.1009,67,0.21746,57,-0.0315,67,0.25781
ENSG00000117394,SLC2A1,112,0.72765,39,-1.0417,65,-0.1692,34,-1.2526,141,1.12984,95,0.45535,81,0.20441
ENSG00000117395,EBNA1BP2,69,-0.7868,152,0.52714,83,-0.5027,136,0.31622,131,0.21660,100,-0.2159,93,-0.3614
ENSG00000179178,TMEM125,183,5.07646,6,-2.1070,13,-0.8867,3,-2.8126,1,-4.2457,5,-2.3138,4,-2.7023
ENSG00000066322,ELOVL1,342,4.29244,11,-2.3581,32,-0.6519,13,-2.1065,11,-2.1835,25,-1.0687,18,-1.6633
ENSG00000159479,MED8,24,-0.1425,34,0.48070,22,-0.2597,21,-0.3794,37,0.55178,16,-0.7729,26,0.02395
ENSG00000198198,SZT2,14,0.76486,10,0.24055,7,-0.1924,8,-0.1437,5,-0.7854,7,-0.3031,8,-0.0286
ENSG00000178922,HYI,32,1.25783,11,-0.5074,12,-0.2842,5,-1.6890,20,0.45055,23,0.73672,15,-0.0282
ENSG00000142949,PTPRF,102,0.35781,114,0.62886,38,-1.1619,49,-0.8644,108,0.45108,65,-0.3546,89,0.14610
ENSG00000066135,KDM4A,16,0.03193,17,0.13699,10,-0.6558,17,0.14721,19,0.36194,10,-0.6148,16,0.06281
ENSG00000126091,ST3GAL3,9,-1.7208,31,0.14609,19,-0.6444,19,-0.6907,41,0.60179,19,-0.5941,48,1.02614
ENSG00000117408,IPO13,236,2.12569,32,-1.3530,77,0.11498,58,-0.3842,38,-1.0004,68,-0.0859,61,-0.3002
ENSG00000132768,DPH2,16,-0.1571,11,-0.6837,18,0.05876,14,-0.3158,8,-1.0725,10,-0.8012,34,1.37654
ENSG00000117410,ATP6V0B,300,-0.5204,604,0.70124,279,-0.6347,451,0.13757,424,0.02487,347,-0.2952,359,-0.2668
ENSG00000117411,B4GALT2,39,-0.4780,44,-0.3385,56,0.06883,35,-0.7247,74,0.54198,53,-0.0098,77,0.68455
ENSG00000159214,CCDC24,4,-2.2589,23,0.51390,20,0.16902,15,-0.2485,20,0.18478,16,-0.1621,20,0.23128
ENSG00000196517,SLC6A9,51,3.90309,4,-1.1797,2,-1.7472,3,-1.2572,2,-1.8420,1,-2.4290,4,-1.1823
ENSG00000178028,DMAP1,56,0.11950,55,0.09790,45,-0.2176,50,-0.0572,58,0.18627,39,-0.4326,55,0.10562
ENSG00000117419,ERI3,102,-0.4023,122,-0.1405,141,0.10664,125,-0.0927,118,-0.1829,139,0.08248,163,0.38718
ENSG00000187147,RNF220,185,0.73158,103,-0.2401,115,-0.0446,107,-0.1798,84,-0.5333,101,-0.2550,139,0.29743
ENSG00000126106,TMEM53,10,-0.3596,16,0.44700,13,0.02226,10,-0.3545,17,0.43609,14,0.12238,10,-0.3645
ENSG00000142937,RPS8,1238,0.05218,1001,-0.3168,1054,-0.2036,975,-0.3624,1524,0.39117,1504,0.36910,1354,0.22452
ENSG00000070785,EIF2B3,26,-0.2357,40,0.50575,29,-0.0957,36,0.30661,27,-0.1974,30,-0.0131,20,-0.6931
ENSG00000126107,HECTD3,14,0.52001,7,-0.5626,10,0.10238,10,0.09802,7,-0.5296,17,0.90083,8,-0.4263
ENSG00000126088,UROD,59,-0.7122,117,0.44539,101,0.14565,84,-0.1725,103,0.17106,69,-0.4543,95,0.04750
ENSG00000070759,TESK2,50,3.66145,4,-1.2989,4,-0.9088,2,-1.7643,3,-1.2940,6,-0.5550,3,-1.4220
ENSG00000132763,MMACHC,26,1.07460,15,0.19749,11,-0.2873,10,-0.4671,5,-1.4565,11,-0.3228,16,0.26057
ENSG00000117450,PRDX1,404,0.36930,361,0.20769,253,-0.3835,246,-0.4711,438,0.50202,310,-0.0593,301,-0.1215
ENSG00000117448,AKR1A1,59,0.12966,57,0.07418,53,-0.0586,53,-0.0684,57,0.05195,39,-0.5507,61,0.17867
ENSG00000132780,NASP,148,1.88546,41,-0.3579,34,-0.6356,40,-0.3888,38,-0.4342,46,-0.1509,38,-0.4832
ENSG00000159592,GPBP1L1,85,1.22151,29,-0.6052,34,-0.2967,39,-0.0833,30,-0.5019,46,0.17304,40,-0.0443
ENSG00000159596,TMEM69,19,-0.1784,21,0.02612,24,0.18554,21,0.02330,21,-0.0042,23,0.11913,19,-0.1346
ENSG00000086015,MAST2,22,-0.4070,29,0.06491,33,0.23992,21,-0.4895,21,-0.4199,30,0.11341,37,0.52278
ENSG00000117461,PIK3R3,8,-1.5999,23,-0.0334,26,0.10592,27,0.18553,17,-0.5460,33,0.53749,28,0.26125
ENSG00000085998,POMGNT1,103,0.98393,47,-0.3263,85,0.66872,46,-0.3627,47,-0.3103,48,-0.2545,49,-0.2544
ENSG00000132128,LRRC41,47,0.21609,47,0.23227,47,0.20732,38,-0.1332,24,-0.8500,40,-0.0685,43,0.04901
ENSG00000173660,UQCRH,131,-2.5336,1212,1.08183,598,-0.2503,517,-0.5275,668,-0.0755,468,-0.6343,840,0.33470
ENSG00000117481,NSUN4,21,0.44068,18,0.21397,13,-0.2246,15,-0.0220,16,0.00340,19,0.30640,11,-0.6338
ENSG00000117480,FAAH,81,1.82298,20,-0.5765,35,0.32176,20,-0.5718,30,0.06998,25,-0.2223,16,-0.9171
ENSG00000079277,MKNK1,14,-0.7167,19,-0.2597,18,-0.3549,19,-0.2971,28,0.34178,27,0.33288,30,0.55583
ENSG00000123472,ATPAF1,95,-0.6986,151,0.03967,104,-0.5547,118,-0.3926,162,0.14521,158,0.10609,211,0.67265
ENSG00000159658,EFCAB14,219,1.86730,40,-1.0590,45,-0.8073,50,-0.6944,67,-0.1879,93,0.33543,75,-0.0083
ENSG00000186377,CYP4X1,4,-2.4041,26,0.55738,23,0.26869,25,0.44099,17,-0.2118,13,-0.6234,18,-0.1466
ENSG00000162368,CMPK1,120,-0.1907,168,0.40542,106,-0.3817,125,-0.1369,114,-0.2691,177,0.44063,123,-0.1560
ENSG00000132122,SPATA6,23,1.71246,3,-1.6067,6,-0.4168,5,-0.9725,4,-0.9156,13,0.63746,11,0.52360
ENSG00000186094,AGBL4,1,-3.4431,13,0.20069,14,0.28437,12,-0.0069,10,-0.2927,4,-1.5028,20,0.96123
ENSG00000162373,BEND5,6,-2.9406,101,1.65208,21,-1.2019,28,-0.8251,50,0.15311,12,-2.0000,55,0.32919
ENSG00000162374,ELAVL4,24,-2.9553,270,0.84897,132,-0.4346,202,0.27755,89,-1.0391,96,-0.9153,226,0.49048
ENSG00000185104,FAF1,49,-0.0264,51,0.04672,46,-0.1143,54,0.12943,43,-0.2436,37,-0.4783,57,0.24794
ENSG00000123080,CDKN2C,20,1.20870,8,-0.2449,8,-0.3129,5,-0.9264,10,0.04612,13,0.43287,9,-0.0940
ENSG00000123091,RNF11,143,-1.4040,408,0.25696,382,0.11892,395,0.19619,318,-0.1746,273,-0.4134,413,0.27907
ENSG00000085832,EPS15,217,-0.2371,264,0.08437,322,0.39873,260,0.05836,117,-1.1869,203,-0.3424,306,0.35990
ENSG00000117859,OSBPL9,47,0.99787,28,0.18605,20,-0.3451,20,-0.4202,18,-0.5167,26,0.01687,24,-0.1297
ENSG00000078618,NRDC,109,-0.1386,144,0.34975,104,-0.2242,148,0.40203,66,-0.9282,117,-0.0285,106,-0.2058
ENSG00000169213,RAB3B,43,-0.6320,47,-0.5463,65,0.02038,87,0.56792,5,-3.6507,154,1.48773,54,-0.2986
ENSG00000117862,TXNDC12,41,0.06509,37,-0.1314,39,-0.0146,38,-0.0782,54,0.51959,36,-0.1405,38,-0.0870
ENSG00000134717,BTF3L4,65,-0.4748,97,0.16717,88,0.00086,96,0.15069,75,-0.2685,78,-0.1902,96,0.14272
ENSG00000157077,ZFYVE9,25,-0.8852,58,0.49169,30,-0.6150,53,0.31187,35,-0.3678,45,0.03304,44,-0.0241
ENSG00000154222,CC2D1B,18,1.53847,7,0.04323,6,-0.2722,4,-0.7945,11,0.66351,3,-1.3877,5,-0.4963
ENSG00000134748,PRPF38A,69,0.88942,32,-0.4090,20,-1.0966,27,-0.6983,58,0.59567,63,0.73977,38,-0.1136
ENSG00000134744,TUT4,87,1.22128,26,-0.7843,30,-0.5031,41,-0.0636,47,0.17949,53,0.36216,35,-0.3390
ENSG00000162377,COA7,13,-0.9798,30,0.32869,25,-0.0138,30,0.29047,22,-0.2170,24,-0.0842,24,-0.0704
ENSG00000162378,ZYG11B,57,-1.2569,151,0.27563,103,-0.3632,182,0.63991,83,-0.6876,108,-0.2820,139,0.13271
ENSG00000121310,ECHDC2,17,0.78982,2,-2.3341,7,-0.5347,6,-0.9088,10,0.01433,24,1.41914,14,0.58626
ENSG00000116171,SCP2,125,0.20858,101,-0.1591,110,0.00071,107,-0.0557,105,-0.0719,153,0.53225,96,-0.2340
ENSG00000157184,CPT2,24,1.25156,7,-0.7202,4,-1.5901,8,-0.5901,16,0.51402,16,0.55398,12,0.03432
ENSG00000162384,CZIB,78,0.28867,77,0.31260,57,-0.2107,54,-0.3426,74,0.20809,55,-0.2682,63,-0.0632
ENSG00000162385,MAGOH,23,-0.8363,48,0.35343,50,0.39108,45,0.23158,39,-0.0300,31,-0.3680,33,-0.3098
