Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000162512,SDC3,108,0.09588,47,-1.1596,87,-0.2299,213,1.21426,90,-0.1797,101,-0.0125,63,-0.7754,171,0.84005,86,-0.2745
ENSG00000134644,PUM1,128,-0.4677,195,0.17957,78,-1.2239,158,-0.1431,190,0.14530,238,0.56484,190,0.15760,135,-0.3939,172,-0.0206
ENSG00000121766,ZCCHC17,147,0.11166,132,-0.0541,133,-0.0433,107,-0.3776,68,-1.0588,172,0.40474,164,0.31324,159,0.23261,112,-0.3346
ENSG00000121769,FABP3,13,-2.1489,56,-0.0335,25,-1.2364,25,-1.2640,64,0.18715,38,-0.6617,69,0.31760,42,-0.4818,123,1.47966
ENSG00000162517,PEF1,32,-1.0487,52,-0.3185,53,-0.2876,42,-0.6279,84,0.43028,48,-0.4768,81,0.41213,89,0.53527,78,0.35509
ENSG00000084636,COL16A1,55,1.05902,12,-1.2632,17,-0.7561,59,1.17743,19,-0.6367,27,-0.1039,18,-0.7883,34,0.25702,29,0.02121
ENSG00000121753,ADGRB2,29,-2.7044,155,-0.2007,182,0.04775,137,-0.3985,143,-0.3319,165,-0.1146,137,-0.4295,467,1.63518,201,0.22767
ENSG00000184007,PTP4A2,1246,2.91454,312,0.32097,142,-0.9031,150,-0.8147,81,-1.7257,150,-0.8798,240,-0.1066,114,-1.2266,118,-1.2612
ENSG00000121774,KHDRBS1,111,-0.3027,130,-0.0602,98,-0.5030,173,0.39393,187,0.51652,134,-0.0173,119,-0.2084,116,-0.2429,150,0.18449
ENSG00000025800,KPNA6,85,-0.2861,87,-0.2606,59,-0.8400,67,-0.6600,111,0.11719,139,0.54576,93,-0.1629,99,-0.0644,130,0.41110
ENSG00000084652,TXLNA,25,-0.1538,22,-0.2974,16,-0.7592,19,-0.5467,55,1.15493,33,0.31535,18,-0.6734,39,0.56302,24,-0.1968
ENSG00000084623,EIF3I,43,-1.1500,69,-0.4558,67,-0.4973,86,-0.1186,118,0.38157,77,-0.3018,104,0.20859,117,0.36716,124,0.51740
ENSG00000175130,MARCKSL1,570,2.71404,58,-1.1846,170,0.46986,250,1.11264,117,-0.1210,30,-2.2586,57,-1.2827,56,-1.2370,62,-1.1735
ENSG00000160058,BSDC1,71,0.12008,51,-0.3903,59,-0.1790,54,-0.2965,73,0.17261,54,-0.3441,65,-0.0252,81,0.32259,82,0.38069
ENSG00000160062,ZBTB8A,22,0.14855,27,0.44009,11,-0.9256,30,0.60396,15,-0.4847,16,-0.4026,16,-0.3478,49,1.46516,12,-0.8047
ENSG00000176261,ZBTB8OS,20,-0.8138,31,-0.1806,50,0.56486,30,-0.2508,45,0.37816,21,-0.8489,43,0.34463,47,0.47846,35,-0.0017
ENSG00000162521,RBBP4,102,-0.0812,70,-0.6462,69,-0.6657,119,0.17183,119,0.16142,119,0.18700,77,-0.5522,152,0.56399,130,0.34558
ENSG00000162522,KIAA1522,0,-6.4039,11,-0.8574,40,1.17227,25,0.40265,17,-0.2345,12,-0.8209,22,0.20907,46,1.43907,13,-0.6239
ENSG00000134684,YARS,22,-2.3344,83,-0.3936,66,-0.7401,40,-1.5082,154,0.57975,117,0.14798,121,0.21153,111,0.04958,168,0.81237
ENSG00000160097,FNDC5,4,-2.8953,26,-0.3173,16,-1.0029,29,-0.1520,74,1.37127,20,-0.7293,16,-1.1095,24,-0.4496,69,1.46441
ENSG00000121905,HPCA,9,-4.2370,141,-0.2386,139,-0.2547,85,-1.0136,154,-0.1024,124,-0.4694,221,0.53434,347,1.23037,202,0.36746
ENSG00000121900,TMEM54,38,-0.1300,44,0.08002,52,0.35526,70,0.83713,49,0.24159,21,-1.1170,50,0.30137,29,-0.5379,38,-0.1401
ENSG00000004455,AK2,52,0.99854,2,-3.4864,20,-0.5280,42,0.63383,71,1.53251,23,-0.3009,23,-0.3537,12,-1.2519,23,-0.3538
ENSG00000142920,AZIN2,8,-1.3769,14,-0.5817,20,0.02248,16,-0.3550,24,0.24535,18,-0.1991,19,-0.1271,24,0.25997,32,0.80862
ENSG00000160094,ZNF362,11,-1.2389,27,0.13417,22,-0.1901,40,0.76772,25,0.01551,20,-0.3230,24,-0.0203,33,0.44865,25,0.00620
ENSG00000134686,PHC2,68,0.37090,35,-0.6382,62,0.23153,30,-0.8630,96,0.94460,50,-0.1257,43,-0.3488,64,0.27736,50,-0.1052
ENSG00000163866,SMIM12,14,-1.8674,27,-0.9367,32,-0.7251,13,-2.0204,84,0.81760,52,0.03858,63,0.39472,54,0.10436,76,0.74135
ENSG00000116544,DLGAP3,5,-3.3778,40,-0.3313,78,0.74847,66,0.46612,65,0.43773,35,-0.5577,39,-0.3975,125,1.55174,32,-0.7183
ENSG00000163867,ZMYM6,23,-0.0529,16,-0.5344,13,-0.9069,14,-0.8057,24,0.03114,34,0.69322,17,-0.5069,20,-0.2525,34,0.66739
ENSG00000116560,SFPQ,551,1.18414,192,-0.5193,142,-0.9701,292,0.13420,420,0.72418,394,0.69601,119,-1.3172,146,-0.9318,224,-0.3088
ENSG00000146463,ZMYM4,73,0.28529,97,0.76329,26,-1.2891,46,-0.4307,75,0.32895,76,0.40296,49,-0.3496,38,-0.6968,61,0.00495
ENSG00000142687,KIAA0319L,57,-0.3828,60,-0.3052,68,-0.1160,79,0.11899,84,0.21731,73,0.00393,52,-0.5751,94,0.39301,93,0.42272
ENSG00000020129,NCDN,18,-4.8522,223,-1.2039,331,-0.6030,147,-1.8196,282,-0.8501,602,0.36642,505,0.05517,1250,1.57150,704,0.65552
ENSG00000126067,PSMB2,47,-0.8221,42,-1.0067,70,-0.2354,67,-0.2946,64,-0.3817,62,-0.4591,90,0.18063,124,0.67770,129,0.83653
ENSG00000142686,C1orf216,12,-3.1760,107,0.01476,50,-1.1448,25,-2.1367,59,-0.8915,107,0.01779,163,0.78143,167,0.72670,156,0.69423
ENSG00000092847,AGO1,45,0.16012,35,-0.2402,21,-1.0128,40,-0.0386,23,-0.8497,62,0.74320,54,0.48282,44,0.13677,25,-0.7886
ENSG00000126070,AGO3,117,1.36015,49,-0.0605,15,-1.8173,40,-0.3779,61,0.27819,83,0.88894,31,-0.8046,25,-1.1096,39,-0.4547
ENSG00000054116,TRAPPC3,16,-1.4101,13,-1.7472,43,0.07919,19,-1.1618,53,0.39596,24,-0.8606,46,0.18633,61,0.61620,74,1.10054
ENSG00000116871,MAP7D1,217,0.08030,208,0.01892,189,-0.1346,173,-0.2727,225,0.14149,162,-0.4074,173,-0.2969,376,0.98078,206,0.00573
ENSG00000054118,THRAP3,212,0.16924,223,0.25005,112,-0.8110,180,-0.0939,213,0.17249,273,0.64997,174,-0.1606,109,-0.8605,172,-0.1728
ENSG00000181817,LSM10,8,-1.9065,31,0.00491,38,0.33561,14,-1.1457,23,-0.4420,27,-0.2395,54,1.03624,48,0.71022,23,-0.5196
ENSG00000116885,OSCP1,5,-1.7128,8,-1.1162,17,0.05121,13,-0.3795,6,-1.4639,23,0.52493,19,0.17551,26,0.70148,22,0.43598
ENSG00000116898,MRPS15,28,-0.5178,46,0.24966,57,0.60591,25,-0.6725,34,-0.2307,22,-0.9557,63,0.85034,49,0.34179,31,-0.3759
ENSG00000163873,GRIK3,7,-1.4483,26,0.42658,5,-2.0642,12,-0.7752,22,0.12741,28,0.56880,37,1.13910,0,-5.1528,19,-0.0735
ENSG00000163875,MEAF6,54,-1.0180,158,0.63594,76,-0.5084,49,-1.1622,97,-0.1379,104,-0.0366,108,0.03950,110,0.05389,151,0.64260
ENSG00000163877,SNIP1,10,-0.8400,29,0.74999,20,0.13914,12,-0.6108,5,-1.8997,21,0.28787,13,-0.4636,18,0.04729,26,0.65342
ENSG00000134697,GNL2,24,-0.0387,31,0.38086,3,-2.9176,23,-0.1001,35,0.54665,32,0.49627,37,0.71614,7,-1.8204,16,-0.6489
ENSG00000185090,MANEAL,6,-2.0086,10,-1.1764,4,-2.3882,8,-1.5367,29,0.38411,30,0.47300,25,0.17695,20,-0.1861,43,1.16795
ENSG00000197982,C1orf122,222,0.70912,80,-0.8881,260,0.96743,205,0.57671,107,-0.4487,58,-1.4577,172,0.32188,139,-0.0447,122,-0.2712
ENSG00000183431,SF3A3,16,-1.5266,32,-0.5216,17,-1.4176,39,-0.2317,78,0.89640,44,-0.0188,45,0.01913,61,0.47799,58,0.45014
ENSG00000183520,UTP11,30,-0.2936,46,0.36666,20,-0.9154,31,-0.2311,26,-0.4987,47,0.45992,33,-0.1756,42,0.23334,40,0.18253
ENSG00000116954,RRAGC,38,-0.3030,48,0.02860,19,-1.3403,24,-0.9813,89,1.05415,54,0.25237,43,-0.1541,47,0.00547,51,0.14074
ENSG00000174574,AKIRIN1,73,-0.2880,57,-0.6546,86,-0.0319,60,-0.5890,119,0.49823,70,-0.3649,102,0.27481,83,-0.0711,113,0.45163
ENSG00000168653,NDUFS5,286,-1.0598,640,0.17853,577,0.01667,408,-0.5226,496,-0.2218,396,-0.6150,917,0.86824,542,-0.0837,641,0.20107
ENSG00000127603,MACF1,834,1.34491,415,0.18096,140,-1.4752,817,1.30796,434,0.25067,501,0.54075,144,-1.5210,108,-1.8646,202,-0.9967
ENSG00000090621,PABPC4,87,0.41904,78,0.24398,113,0.84660,75,0.16666,107,0.75175,55,-0.3189,54,-0.3610,59,-0.1885,33,-1.1670
ENSG00000116983,HPCAL4,88,-2.2778,503,0.36916,476,0.28055,380,-0.0731,323,-0.3249,430,0.13310,357,-0.1870,710,0.93852,364,-0.1559
ENSG00000084072,PPIE,21,-0.9001,24,-0.6807,37,-0.0450,22,-0.8562,20,-0.9800,33,-0.2523,57,0.72942,46,0.28232,54,0.61662
ENSG00000131236,CAP1,102,-0.4377,75,-0.9074,130,-0.0708,150,0.15651,123,-0.1476,145,0.10997,190,0.60069,123,-0.1580,128,-0.0941
ENSG00000131238,PPT1,42,-1.5134,32,-1.8862,98,-0.2209,118,0.06113,86,-0.4144,128,0.21462,122,0.13231,125,0.16060,178,0.82712
ENSG00000117000,RLF,57,0.93981,14,-1.2138,21,-0.6017,45,0.53238,47,0.61994,50,0.81343,9,-1.8945,25,-0.3556,27,-0.2845
ENSG00000084073,ZMPSTE24,19,-0.5225,10,-1.4558,19,-0.4628,34,0.37598,37,0.52899,27,0.05856,35,0.49193,18,-0.5509,28,0.08196
ENSG00000049089,COL9A2,98,3.23613,7,-1.4125,10,-0.8173,38,1.28008,8,-1.2181,1,-3.3934,14,-0.3181,8,-1.1296,4,-2.2160
ENSG00000084070,SMAP2,73,-1.0662,163,0.16243,123,-0.2770,67,-1.1865,62,-1.3106,236,0.87142,122,-0.3097,148,0.01731,204,0.59032
ENSG00000117016,RIMS3,7,-5.0596,283,0.37418,278,0.34560,135,-0.7795,248,0.16258,185,-0.3263,199,-0.2023,441,1.11003,263,0.28535
ENSG00000066136,NFYC,12,-1.5221,23,-0.6155,42,0.33346,34,0.00146,21,-0.7216,38,0.18169,37,0.12264,44,0.38780,42,0.36538
ENSG00000127124,HIVEP3,8,-1.5976,52,1.26882,8,-1.6670,29,0.30433,39,0.79319,32,0.53472,17,-0.5359,16,-0.6429,18,-0.4801
ENSG00000198815,FOXJ3,22,-1.2705,72,0.51479,21,-1.3643,34,-0.6447,74,0.55924,47,-0.1727,59,0.22101,70,0.47810,59,0.22444
ENSG00000177181,RIMKLA,7,-2.8041,69,0.49592,29,-0.8326,28,-0.9248,27,-0.9516,73,0.66127,49,-0.0724,67,0.45165,68,0.52664
ENSG00000127125,PPCS,53,-0.0017,70,0.43133,64,0.29053,43,-0.3046,39,-0.4670,52,-0.0468,62,0.26279,59,0.16457,41,-0.4330
ENSG00000186409,CCDC30,50,0.03411,128,1.59982,20,-1.3868,49,-0.0191,23,-1.1680,95,1.23843,33,-0.6546,23,-1.1157,20,-1.4005
ENSG00000065978,YBX1,207,1.47475,72,-0.2604,137,0.76856,184,1.27033,99,0.23920,44,-1.0861,51,-0.8343,41,-1.1154,46,-1.0215
ENSG00000164008,C1orf50,17,-0.0803,28,0.69344,6,-1.5774,13,-0.4968,17,-0.1167,14,-0.4034,28,0.78785,20,0.12163,16,-0.2126
ENSG00000177868,SVBP,23,-0.6440,25,-0.5652,44,0.31333,26,-0.4596,27,-0.4249,38,0.10843,51,0.61876,26,-0.4831,40,0.20004
ENSG00000117394,SLC2A1,30,-0.9599,32,-0.8965,76,0.44043,90,0.72154,324,3.28298,8,-2.9709,31,-1.0006,29,-1.0401,14,-2.2233
ENSG00000117395,EBNA1BP2,40,-1.0134,60,-0.3866,52,-0.6155,80,0.04610,23,-1.8397,75,-0.0565,101,0.48531,97,0.36493,112,0.66268
ENSG00000066322,ELOVL1,66,2.25897,2,-3.1294,26,0.59053,31,0.87983,25,0.51681,2,-2.8392,7,-1.4662,25,0.55846,10,-0.9310
ENSG00000198198,SZT2,26,0.32998,19,-0.1716,18,-0.2603,17,-0.3205,72,2.11708,25,0.32705,8,-1.4257,19,-0.1687,7,-1.7303
ENSG00000178922,HYI,32,0.66409,4,-2.4201,35,0.81763,32,0.68007,17,-0.3194,19,-0.1286,8,-1.5404,36,0.86332,20,-0.0347
ENSG00000142949,PTPRF,84,-0.3463,31,-1.8473,94,-0.1826,127,0.30028,133,0.36671,62,-0.8738,60,-0.9176,270,1.57144,141,0.51293
ENSG00000126091,ST3GAL3,11,-1.7665,23,-0.7439,40,0.08732,7,-2.5239,31,-0.2886,39,0.05703,30,-0.3459,87,1.39773,56,0.72265
ENSG00000117408,IPO13,100,1.13649,29,-0.8349,35,-0.5237,27,-0.9184,80,0.77428,36,-0.5363,39,-0.4115,70,0.53456,53,0.10232
ENSG00000117410,ATP6V0B,82,-2.0107,134,-1.2850,193,-0.7456,130,-1.3354,434,0.52541,304,-0.0476,275,-0.2175,447,0.57307,585,1.18129
ENSG00000117411,B4GALT2,40,-0.7181,100,0.70440,111,0.87834,78,0.30290,54,-0.2675,28,-1.3507,56,-0.2328,119,0.98798,52,-0.3770
ENSG00000178028,DMAP1,36,-0.7426,16,-1.9563,30,-1.0119,46,-0.3773,66,0.19523,55,-0.0905,68,0.26279,105,0.95735,77,0.50497
ENSG00000117419,ERI3,32,-1.8411,73,-0.6198,82,-0.4375,72,-0.6314,82,-0.4291,96,-0.2032,184,0.96642,172,0.74089,115,0.10407
ENSG00000187147,RNF220,151,0.47720,112,0.00224,133,0.27324,53,-1.1482,50,-1.2221,76,-0.6310,125,0.19345,181,0.77989,129,0.25606
ENSG00000142937,RPS8,1808,1.38335,972,0.33787,1083,0.51287,800,0.02945,489,-0.7331,394,-1.1315,938,0.31259,555,-0.5392,529,-0.6626
ENSG00000070785,EIF2B3,19,-0.7153,16,-0.9331,12,-1.3671,16,-0.9427,48,0.76285,39,0.47747,30,-0.0092,34,0.20740,38,0.41620
ENSG00000126088,UROD,26,-1.5877,35,-1.1735,72,-0.0608,64,-0.2438,76,0.03166,65,-0.2279,92,0.35963,86,0.22184,112,0.73295
ENSG00000117450,PRDX1,179,-0.2874,120,-0.8972,287,0.45710,357,0.81344,254,0.26090,103,-1.2112,264,0.35944,200,-0.1168,228,0.09634
ENSG00000117448,AKR1A1,26,-0.6083,25,-0.6820,31,-0.3462,47,0.31024,34,-0.2118,30,-0.4520,45,0.26959,45,0.24630,54,0.57975
ENSG00000132780,NASP,366,2.47194,38,-1.3049,43,-1.1271,67,-0.4613,140,0.69669,97,0.12050,33,-1.6006,53,-0.8334,60,-0.6953
ENSG00000159592,GPBP1L1,39,0.23820,14,-1.3458,8,-2.0169,44,0.43491,83,1.51288,30,-0.1623,19,-0.9338,29,-0.2015,43,0.42403
ENSG00000086015,MAST2,10,-1.4845,23,-0.2630,44,0.71464,23,-0.2729,47,0.83995,14,-1.0781,16,-0.8551,30,0.13543,47,0.97002
ENSG00000117461,PIK3R3,6,-2.4039,60,1.15410,23,-0.4040,34,0.21821,96,1.99815,28,-0.0828,23,-0.4367,1,-4.1878,17,-0.9138
ENSG00000085998,POMGNT1,31,-0.6683,20,-1.2825,40,-0.2951,45,-0.0976,38,-0.3564,55,0.22892,49,0.02541,55,0.23024,69,0.66615
ENSG00000132128,LRRC41,21,-0.7793,19,-0.9730,35,-0.0242,19,-0.9248,31,-0.2185,43,0.30787,24,-0.6195,67,1.01804,51,0.62799
ENSG00000173660,UQCRH,107,-1.6448,251,-0.3675,369,0.23719,212,-0.6258,278,-0.2096,201,-0.7601,598,1.18982,264,-0.2909,367,0.25366
ENSG00000117481,NSUN4,14,-0.5301,2,-3.2281,17,-0.2559,24,0.30051,33,0.82927,24,0.35650,19,-0.0502,10,-1.0171,25,0.42720
ENSG00000117480,FAAH,42,0.34342,12,-1.5023,26,-0.3810,20,-0.7686,7,-2.2491,43,0.42835,36,0.10796,74,1.28677,32,-0.0714
ENSG00000079277,MKNK1,10,-1.3692,21,-0.2812,19,-0.4636,22,-0.2509,58,1.31724,31,0.32886,11,-1.2980,36,0.51913,29,0.20783
ENSG00000123472,ATPAF1,50,-1.2702,111,-0.0648,107,-0.1161,93,-0.3327,112,-0.0542,104,-0.1796,96,-0.3119,156,0.47566,179,0.79362
ENSG00000159658,EFCAB14,162,1.39175,65,-0.1216,71,0.03378,139,1.12794,70,-0.0043,46,-0.6939,39,-0.9616,26,-1.4839,68,-0.0526
ENSG00000186377,CYP4X1,3,-2.6677,12,-0.7636,12,-0.8546,11,-0.9283,7,-1.5221,33,0.81950,16,-0.4336,25,0.28477,40,1.24350
ENSG00000162368,CMPK1,75,-0.5425,84,-0.3721,123,0.22956,72,-0.5932,79,-0.4614,119,0.19611,128,0.32738,63,-0.7948,143,0.52708
ENSG00000162373,BEND5,4,-2.7917,44,0.54164,23,-0.4705,15,-1.0845,32,0.06429,27,-0.2377,43,0.56257,13,-1.2544,51,0.89392
ENSG00000162374,ELAVL4,55,-2.1440,269,0.24830,125,-0.9422,60,-2.0223,242,0.07789,334,0.67318,231,0.00452,129,-0.8956,377,0.90366
ENSG00000185104,FAF1,39,-0.1472,18,-1.3374,8,-2.4654,52,0.29354,66,0.68965,46,0.10899,36,-0.2891,47,0.13976,61,0.62689
ENSG00000123091,RNF11,108,-1.9754,531,0.45823,283,-0.5323,254,-0.6965,265,-0.6313,359,-0.1789,565,0.62894,436,0.14237,529,0.50542
ENSG00000085832,EPS15,184,0.09619,225,0.41287,104,-0.7801,116,-0.6150,83,-1.1245,193,0.18164,258,0.71818,142,-0.3146,163,-0.1076
ENSG00000117859,OSBPL9,68,1.55583,11,-1.3039,24,-0.1580,19,-0.5146,42,0.70861,26,-0.0407,13,-1.1415,4,-2.6093,37,0.56636
ENSG00000078618,NRDC,158,0.33759,71,-0.8992,46,-1.5414,78,-0.7518,167,0.42771,196,0.78126,136,0.11356,61,-1.1250,143,0.19519
ENSG00000169213,RAB3B,94,0.34426,105,0.51643,23,-1.8108,10,-2.9218,76,-0.0063,83,0.14799,160,1.43390,1,-6.0846,58,-0.4487
ENSG00000117862,TXNDC12,12,-1.1520,13,-1.0309,13,-1.0617,32,0.33578,11,-1.2496,26,-0.0199,37,0.63168,31,0.29162,37,0.62047
ENSG00000134717,BTF3L4,39,-0.5047,39,-0.5414,30,-0.9354,51,-0.1048,44,-0.3411,44,-0.3606,78,0.62749,58,0.08732,76,0.59350
ENSG00000157077,ZFYVE9,28,-0.8587,57,0.25255,22,-1.2098,17,-1.5889,50,0.05392,80,0.91132,48,-0.0131,28,-0.8305,63,0.44319
ENSG00000134748,PRPF38A,75,0.98314,25,-0.7312,22,-0.9578,60,0.62808,66,0.77530,40,-0.0211,34,-0.3180,46,0.18097,23,-0.8987
ENSG00000134744,TUT4,241,1.61853,62,-0.5976,31,-1.6229,120,0.42306,118,0.40482,143,0.81323,42,-1.2532,40,-1.2556,58,-0.7507
ENSG00000162377,COA7,13,-1.0524,32,0.33019,8,-1.6803,13,-1.0180,21,-0.3664,39,0.70497,35,0.53321,28,0.11435,25,-0.0800
ENSG00000162378,ZYG11B,53,-1.7425,172,0.02816,96,-0.8778,69,-1.3702,77,-1.2080,213,0.40975,184,0.14661,162,-0.0707,304,1.09197
ENSG00000121310,ECHDC2,24,0.15888,0,-6.7387,43,1.13837,46,1.24256,58,1.64261,10,-1.1598,13,-0.8462,26,0.28321,7,-1.6409
ENSG00000116171,SCP2,60,-0.4931,53,-0.6875,72,-0.2240,97,0.24782,132,0.73818,86,0.06674,74,-0.2041,65,-0.3742,99,0.30309
ENSG00000162384,CZIB,36,-0.2448,21,-1.0315,67,0.75081,30,-0.5135,43,0.03923,28,-0.6454,44,0.09669,43,0.05209,59,0.59899
ENSG00000162385,MAGOH,19,-0.6136,25,-0.1671,20,-0.5487,17,-0.7890,29,0.07727,28,0.01818,37,0.48312,26,-0.1411,35,0.41000
ENSG00000157193,LRP8,18,-1.1718,27,-0.5797,12,-1.7435,56,0.55429,74,1.02586,39,-0.0147,29,-0.4977,21,-0.9265,64,0.87610
ENSG00000058799,YIPF1,9,-0.9962,9,-1.1176,13,-0.5207,6,-1.5692,14,-0.3960,21,0.23885,26,0.62220,24,0.44933,25,0.54196
ENSG00000081870,HSPB11,16,-0.8533,14,-1.0711,14,-1.0566,21,-0.4528,13,-1.1108,31,0.20375,62,1.52117,8,-1.8436,32,0.22493
ENSG00000116209,TMEM59,119,-0.2129,48,-1.5916,88,-0.6781,140,0.03747,129,-0.0921,142,0.05810,170,0.37887,112,-0.3057,192,0.60365
ENSG00000116221,MRPL37,11,-2.3796,55,-0.0283,49,-0.2081,32,-0.8654,55,-0.0180,52,-0.1289,60,0.13079,88,0.72617,79,0.60412
ENSG00000157216,SSBP3,111,-1.3300,380,0.58075,236,-0.1773,148,-0.8940,270,0.03369,267,0.01458,423,0.85974,128,-1.1152,261,-0.0217
ENSG00000243725,TTC4,15,-0.9343,10,-1.5984,13,-1.2094,19,-0.6084,23,-0.2892,37,0.47776,20,-0.5952,27,-0.0789,60,1.41681
ENSG00000116133,DHCR24,93,-0.7463,65,-1.2658,84,-0.8877,65,-1.2726,102,-0.5995,169,0.20522,151,0.00669,166,0.15652,294,1.27263
ENSG00000162402,USP24,38,0.18524,8,-2.0603,8,-2.1519,20,-0.7703,79,1.40018,48,0.63899,28,-0.3010,42,0.33731,28,-0.2889
ENSG00000162407,PLPP3,90,-0.0921,9,-3.4898,54,-0.8744,718,4.20967,49,-0.9976,41,-1.3409,23,-2.2466,36,-1.4797,28,-1.9178
ENSG00000162409,PRKAA2,22,-1.7224,72,0.02691,32,-1.1798,49,-0.5643,108,0.69251,114,0.88164,58,-0.3269,86,0.31035,66,-0.1167
ENSG00000162601,MYSM1,121,0.92914,74,0.12639,14,-2.3616,33,-1.1238,83,0.30621,116,0.97444,25,-1.6045,56,-0.3098,79,0.24440
ENSG00000177606,JUN,70,-0.3603,37,-1.3277,66,-0.4501,86,-0.0351,169,1.06938,80,-0.1675,36,-1.4280,269,1.90585,63,-0.5473
ENSG00000134709,HOOK1,10,-2.4917,44,-0.2841,19,-1.5123,15,-1.8319,23,-1.2363,104,1.26919,58,0.15496,50,-0.0957,75,0.62635
ENSG00000162599,NFIA,524,1.56673,113,-0.9220,162,-0.3670,485,1.42676,198,-0.0621,259,0.40795,152,-0.5118,67,-1.6920,48,-2.2774
ENSG00000162604,TM2D1,33,-0.5875,19,-1.4181,18,-1.5372,46,-0.1150,83,0.84608,47,-0.0643,61,0.38225,60,0.31094,57,0.25881
ENSG00000162607,USP1,140,1.65705,36,-0.5524,28,-0.9203,39,-0.4622,34,-0.6381,78,0.71667,30,-0.8802,50,-0.0669,41,-0.4122
ENSG00000116641,DOCK7,41,0.42338,18,-0.8311,15,-1.1127,73,1.39860,30,-0.0571,33,0.12436,29,-0.1164,17,-0.9040,27,-0.2077
ENSG00000125703,ATG4C,89,2.23516,14,-0.8834,8,-1.6611,6,-2.0523,12,-1.0105,31,0.41468,19,-0.4408,21,-0.2521,22,-0.1701
ENSG00000079739,PGM1,10,-1.4817,21,-0.3610,30,0.23340,64,1.49305,27,0.07891,15,-0.8978,24,-0.1612,25,-0.0516,29,0.18428
ENSG00000162434,JAK1,76,-0.2687,86,-0.0728,39,-1.2798,110,0.31405,126,0.52343,134,0.70481,51,-0.9379,35,-1.4179,122,0.52774
ENSG00000162433,AK4,37,-0.7599,57,-0.0778,65,0.12756,123,1.15513,76,0.36390,44,-0.5393,59,-0.0413,80,0.43961,41,-0.6528
ENSG00000116675,DNAJC6,206,-0.6723,393,0.33261,200,-0.7216,136,-1.2982,180,-0.8800,350,0.16204,356,0.19132,283,-0.1861,509,0.85453
ENSG00000213625,LEPROT,24,-0.0798,9,-1.5569,35,0.49965,62,1.47083,71,1.71531,14,-0.9474,18,-0.5610,15,-0.7656,12,-1.1692
ENSG00000184588,PDE4B,144,1.22350,51,-0.4433,56,-0.2970,44,-0.6593,87,0.38677,63,-0.1361,43,-0.7744,96,0.54062,64,-0.1004
ENSG00000118473,SGIP1,82,-0.6734,155,0.31849,66,-0.9984,55,-1.2817,118,-0.1161,199,0.81314,130,0.04359,102,-0.3407,144,0.22418
ENSG00000198160,MIER1,136,1.17114,112,0.84003,27,-1.3863,78,0.24861,73,0.14723,85,0.43878,40,-0.8512,27,-1.3799,48,-0.5424
ENSG00000142864,SERBP1,313,0.52360,291,0.40438,127,-0.8766,217,-0.0592,268,0.27321,270,0.31601,185,-0.3310,191,-0.2545,194,-0.2580
ENSG00000116717,GADD45A,49,0.49624,15,-1.3484,32,-0.1800,20,-0.9141,117,2.01038,19,-1.0142,60,0.92338,6,-2.6088,18,-1.1303
ENSG00000116729,WLS,54,-0.1184,21,-1.5599,41,-0.5475,206,2.19004,81,0.51581,49,-0.2895,38,-0.7175,9,-2.7919,57,-0.0277
ENSG00000033122,LRRC7,37,-1.1040,54,-0.5437,45,-0.7980,44,-0.8603,69,-0.1550,152,1.30710,64,-0.3028,73,-0.0804,82,0.11598
ENSG00000116754,SRSF11,722,1.29301,163,-1.0814,156,-1.1462,171,-1.0054,688,1.20626,491,0.72091,143,-1.3607,275,-0.2864,259,-0.4088
ENSG00000118454,ANKRD13C,27,-0.4438,21,-0.8293,23,-0.6885,27,-0.4750,22,-0.7934,56,0.75903,36,-0.0463,49,0.45999,44,0.30176
ENSG00000132485,ZRANB2,330,0.74856,144,-0.5650,92,-1.2430,153,-0.4700,188,-0.1534,378,1.12396,176,-0.2784,160,-0.4019,157,-0.4724
ENSG00000172260,NEGR1,97,-2.1980,471,0.18325,162,-1.4512,96,-2.2238,206,-1.0904,731,1.03075,422,0.01030,459,0.14049,619,0.70581
ENSG00000178965,ERICH3,56,-1.5135,187,0.32612,69,-1.2035,45,-1.8276,36,-2.1539,332,1.50886,128,-0.2997,113,-0.4585,201,0.49027
ENSG00000162623,TYW3,61,0.16353,57,0.05518,24,-1.2555,28,-1.0358,71,0.41157,64,0.27290,56,0.04488,68,0.33811,54,-0.0116
ENSG00000117054,ACADM,39,-0.3392,33,-0.5890,43,-0.1935,69,0.56598,38,-0.3907,69,0.63453,36,-0.5146,44,-0.1567,53,0.17056
ENSG00000137955,RABGGTB,43,0.13154,29,-0.4774,29,-0.4639,16,-1.3133,55,0.54801,29,-0.4882,55,0.59371,44,0.17259,43,0.17419
ENSG00000117069,ST6GALNAC5,0,-5.8243,41,0.11830,17,-1.1870,6,-2.6663,23,-0.8039,31,-0.3697,17,-1.2895,110,1.77124,84,1.49238
