Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000204160,ZDHHC18,29,0.45995,20,-0.2016,23,0.05389,26,0.26928,17,-0.4055,25,0.18070,19,-0.2091
ENSG00000142751,GPN2,24,0.55106,19,0.21934,14,-0.3279,17,-0.0118,11,-0.7038,14,-0.2884,18,0.06914
ENSG00000198746,GPATCH3,10,-0.0124,15,0.85848,6,-0.6678,8,-0.2180,15,0.67682,5,-0.9629,6,-0.6760
ENSG00000090273,NUDC,148,-0.2257,225,0.54684,151,-0.1882,179,0.08471,162,-0.0775,202,0.28132,119,-0.6365
ENSG00000253368,TRNP1,22,-0.5381,57,1.24548,53,0.88291,44,0.57392,15,-1.1185,21,-0.6447,6,-2.6267
ENSG00000090020,SLC9A1,1,-2.9604,21,1.19597,18,0.79354,12,0.12212,15,0.46895,8,-0.5572,3,-2.0401
ENSG00000142784,WDTC1,21,0.28017,15,-0.2690,15,-0.2529,18,0.03403,27,0.64693,20,0.14991,15,-0.3543
ENSG00000186501,TMEM222,55,-0.2598,55,-0.2829,47,-0.4857,45,-0.5538,60,-0.1114,97,0.68052,83,0.47524
ENSG00000181773,GPR3,9,0.10526,12,0.80588,7,-0.1128,4,-1.0282,7,-0.1781,9,0.21831,6,-0.5790
ENSG00000158195,WASF2,63,-0.8382,34,-1.9047,25,-2.2403,34,-1.7795,206,1.09725,149,0.52504,215,1.45594
ENSG00000126705,AHDC1,76,1.35253,23,-0.7151,30,-0.2210,25,-0.5152,30,-0.2398,63,1.01851,21,-0.8757
ENSG00000126709,IFI6,163,0.07876,104,-0.7085,146,-0.0928,153,-0.0241,197,0.39209,181,0.25118,174,0.22049
ENSG00000009780,FAM76A,29,-0.0095,17,-0.9425,24,-0.2766,34,0.25243,32,0.16085,30,0.05332,39,0.58190
ENSG00000117758,STX12,120,-0.1984,119,-0.2455,138,0.02396,124,-0.1420,104,-0.4212,257,1.08940,121,-0.2145
ENSG00000117751,PPP1R8,25,-0.6002,26,-0.6543,24,-0.6803,39,0.08554,44,0.24943,54,0.60282,49,0.52819
ENSG00000130775,THEMIS2,12,-0.1164,6,-1.1830,2,-2.3153,12,-0.0504,14,0.16057,16,0.40297,22,1.15120
ENSG00000117748,RPA2,25,-0.4278,32,-0.0403,37,0.19591,61,1.04157,27,-0.3076,21,-0.6893,30,-0.1569
ENSG00000158161,EYA3,3,-1.3654,7,-0.2409,8,-0.0403,6,-0.5004,8,0.07485,6,-0.4983,14,1.05086
ENSG00000126698,DNAJC8,232,-0.0243,222,-0.1086,265,0.19306,354,0.67976,224,-0.0790,173,-0.4931,214,-0.1762
ENSG00000130770,ATP5IF1,315,-0.6372,680,0.72495,779,0.84803,462,-0.0314,312,-0.6540,374,-0.3689,318,-0.6911
ENSG00000130766,SESN2,24,0.48982,17,-0.0760,14,-0.3049,8,-1.2287,8,-1.2268,60,2.24826,5,-1.8890
ENSG00000204138,PHACTR4,37,0.48254,15,-0.9734,14,-1.0167,19,-0.5785,29,0.11688,43,0.74433,37,0.55982
ENSG00000242125,SNHG3,12,-0.8432,30,0.66000,30,0.52510,18,-0.2734,11,-0.9793,22,0.01739,20,-0.1416
ENSG00000180098,TRNAU1AP,23,0.08725,15,-0.6253,13,-0.7886,23,0.08518,29,0.52307,27,0.36211,24,0.23199
ENSG00000197989,SNHG12,10,0.26370,12,0.82964,6,-0.4644,6,-0.3472,13,0.78617,1,-3.2075,6,-0.4851
ENSG00000120656,TAF12,3,-1.8102,9,-0.2111,9,-0.0772,16,0.77676,10,0.01964,7,-0.3898,13,0.48572
ENSG00000162419,GMEB1,10,0.19913,6,-0.6375,13,0.59778,7,-0.3408,7,-0.3576,13,0.52992,9,0.05321
ENSG00000198492,YTHDF2,105,0.03859,92,-0.1946,162,0.77055,114,0.18094,55,-0.9724,107,0.06955,97,-0.0978
ENSG00000159023,EPB41,7,-0.9740,18,0.65107,21,0.76673,22,0.84903,11,-0.2368,0,-7.0260,10,-0.4352
ENSG00000116350,SRSF4,96,0.77018,53,-0.2326,45,-0.4589,57,-0.0846,52,-0.2287,64,0.10525,61,0.02271
ENSG00000116353,MECR,22,-0.3025,32,0.30349,42,0.73975,29,0.10769,34,0.37568,17,-0.7476,18,-0.7286
ENSG00000060656,PTPRU,59,2.12121,12,-0.7014,20,0.16385,19,0.03365,2,-3.1344,27,0.61231,7,-1.5739
ENSG00000162511,LAPTM5,60,-0.5717,43,-1.1956,21,-2.1542,24,-1.9222,203,1.50304,73,-0.2698,154,1.20271
ENSG00000162512,SDC3,175,0.38734,89,-0.7619,85,-0.7691,101,-0.4934,173,0.37020,225,0.81702,153,0.19013
ENSG00000134644,PUM1,89,0.39502,71,0.02583,89,0.40206,100,0.59049,57,-0.3084,38,-0.9305,56,-0.3792
ENSG00000084628,NKAIN1,4,-1.6069,8,-0.8105,9,-0.4701,7,-0.8830,5,-1.2583,22,0.93255,25,1.41234
ENSG00000060688,SNRNP40,18,0.23573,11,-0.6978,15,-0.0889,24,0.63982,5,-1.7907,5,-1.6882,28,1.11056
ENSG00000121766,ZCCHC17,133,0.17762,111,-0.1293,141,0.26891,129,0.12469,102,-0.2550,114,-0.0678,116,-0.0454
ENSG00000121769,FABP3,46,-0.5134,75,0.33759,148,1.48095,82,0.43016,13,-2.3607,60,-0.0737,34,-1.0469
ENSG00000162517,PEF1,54,0.03847,71,0.58892,67,0.41006,49,-0.1116,28,-0.9683,40,-0.4424,46,-0.2359
ENSG00000084636,COL16A1,68,0.41218,17,-1.8317,23,-1.2874,27,-1.0174,47,-0.1743,116,1.37192,79,0.79900
ENSG00000121753,ADGRB2,250,0.85655,185,0.39247,153,0.02471,152,0.01836,119,-0.3729,221,0.63952,45,-2.0042
ENSG00000184007,PTP4A2,419,0.05511,152,-1.6512,165,-1.3999,282,-0.5748,424,0.07485,661,0.82378,696,1.11043
ENSG00000121774,KHDRBS1,214,0.55647,123,-0.3974,109,-0.5427,137,-0.1795,121,-0.3790,213,0.54212,170,0.19424
ENSG00000121775,TMEM39B,8,-0.3544,15,0.85636,12,0.27664,8,-0.2639,6,-0.6638,11,0.18296,6,-0.7313
ENSG00000025800,KPNA6,98,0.65194,55,-0.3201,67,0.01441,71,0.11737,50,-0.4282,66,0.00872,66,-0.0070
ENSG00000084652,TXLNA,33,0.48557,15,-0.8258,15,-0.7207,16,-0.6451,21,-0.2513,24,-0.0700,41,1.01651
ENSG00000160050,CCDC28B,12,0.23380,13,0.53824,6,-0.6657,9,-0.1324,10,-0.0854,11,0.18639,8,-0.4469
ENSG00000084623,EIF3I,86,-0.2513,101,0.00411,131,0.43339,117,0.24310,93,-0.1341,88,-0.2156,95,-0.1083
ENSG00000116478,HDAC1,13,-0.0778,6,-1.4242,2,-2.9309,9,-0.7358,20,0.57163,18,0.39421,26,1.30712
ENSG00000175130,MARCKSL1,452,-0.3180,117,-2.5226,93,-2.7054,193,-1.6284,430,-0.3990,981,0.97763,1291,1.92124
ENSG00000225828,FAM229A,17,-0.2248,11,-0.8925,10,-0.9974,16,-0.2838,36,1.07615,25,0.45896,23,0.31895
ENSG00000160058,BSDC1,76,0.76452,40,-0.3383,53,0.15882,49,0.02965,27,-0.8773,56,0.25564,45,-0.0924
ENSG00000160062,ZBTB8A,29,1.03444,19,0.33250,10,-0.6900,15,-0.0253,9,-0.8424,17,0.12115,11,-0.5274
ENSG00000176261,ZBTB8OS,32,-0.6742,69,0.67580,64,0.44874,43,-0.2119,31,-0.7217,44,-0.1589,44,-0.1955
ENSG00000162521,RBBP4,153,0.58947,101,-0.1077,90,-0.2711,110,0.04705,105,-0.0316,72,-0.6354,116,0.14778
ENSG00000162520,SYNC,10,-0.1273,11,0.00150,8,-0.4963,6,-0.8685,22,1.11037,15,0.47423,8,-0.4909
ENSG00000162522,KIAA1522,15,-0.1039,28,1.04861,20,0.31967,17,0.03084,23,0.56233,11,-0.6442,3,-2.5582
ENSG00000134684,YARS,88,-0.1218,121,0.46022,159,0.86365,120,0.37538,69,-0.5062,72,-0.4460,53,-0.9995
ENSG00000116497,S100PBP,10,-0.3630,9,-0.4651,3,-2.1841,9,-0.4261,21,0.88633,12,0.01004,18,0.77630
ENSG00000160097,FNDC5,7,-1.2697,37,1.67009,33,1.14807,16,-0.0336,7,-1.3551,2,-2.8954,6,-1.6095
ENSG00000121905,HPCA,48,-0.7578,150,1.41573,141,1.02875,126,0.82898,26,-1.6423,29,-1.4786,11,-3.0987
ENSG00000121900,TMEM54,14,-1.2192,45,0.66339,30,-0.1095,31,-0.0318,40,0.37261,30,-0.0796,26,-0.3835
ENSG00000116514,RNF19B,8,-1.2557,22,0.43104,25,0.55189,15,-0.2806,12,-0.6420,14,-0.3806,21,0.31508
ENSG00000004455,AK2,35,-0.3270,30,-0.6264,26,-0.7542,19,-1.2417,74,0.91545,49,0.23819,61,0.68476
ENSG00000142920,AZIN2,8,-0.6222,15,0.33721,18,0.58664,9,-0.5742,7,-0.8338,5,-1.3227,18,0.66007
ENSG00000116525,TRIM62,12,0.14252,5,-1.2142,5,-1.0778,5,-1.1103,9,-0.2320,23,1.23483,17,0.81795
ENSG00000160094,ZNF362,27,0.68598,21,0.32553,11,-0.7831,16,-0.2044,13,-0.4664,5,-1.8045,23,0.48625
ENSG00000134686,PHC2,90,-0.2531,100,-0.1117,96,-0.1578,56,-0.9933,96,-0.1582,136,0.41407,139,0.53380
ENSG00000163866,SMIM12,27,-0.7598,68,0.89471,80,1.04166,39,-0.1704,35,-0.3223,14,-1.7423,30,-0.6636
ENSG00000116544,DLGAP3,59,1.13362,36,0.31071,24,-0.4021,35,0.22102,27,-0.1663,39,0.40305,9,-1.9816
ENSG00000163867,ZMYM6,19,-0.3362,20,-0.2187,15,-0.6931,17,-0.4657,21,-0.1673,33,0.61035,31,0.56853
ENSG00000116560,SFPQ,429,1.29014,146,-0.5934,128,-0.7309,159,-0.3939,154,-0.4408,223,0.14872,223,0.17373
ENSG00000146463,ZMYM4,41,-0.1800,42,-0.1343,32,-0.5478,89,1.13226,58,0.38764,22,-1.1149,42,-0.1467
ENSG00000142687,KIAA0319L,54,0.20889,60,0.44593,74,0.73751,49,0.02911,29,-0.7659,20,-1.2983,41,-0.2735
ENSG00000020129,NCDN,433,0.49531,503,0.90263,610,1.09902,221,-0.5891,167,-1.0275,280,-0.2198,85,-2.1778
ENSG00000126067,PSMB2,114,0.10574,93,-0.2550,139,0.42309,86,-0.3448,80,-0.4729,148,0.53808,106,-0.0280
ENSG00000142686,C1orf216,64,0.27198,91,1.04726,89,0.83032,62,0.21543,22,-1.3851,36,-0.6573,17,-1.9262
ENSG00000134698,AGO4,16,-0.2622,19,-0.0628,16,-0.3249,15,-0.4097,14,-0.5394,28,0.59865,24,0.41409
ENSG00000092847,AGO1,30,0.14619,20,-0.5560,30,0.16112,28,0.03470,37,0.50470,24,-0.1718,28,0.05689
ENSG00000126070,AGO3,29,0.17092,12,-1.3759,9,-1.5845,12,-1.2582,16,-0.7345,27,0.02635,61,1.83615
ENSG00000116863,ADPRHL2,14,-0.5029,15,-0.4556,15,-0.4144,14,-0.4204,19,-0.0206,20,0.05883,30,0.91715
ENSG00000054116,TRAPPC3,25,-0.6050,40,0.15534,50,0.50063,37,0.00909,48,0.43015,22,-0.7873,34,-0.1129
ENSG00000116871,MAP7D1,164,-0.2043,172,-0.1406,172,-0.1307,147,-0.3768,147,-0.3736,266,0.59313,217,0.29366
ENSG00000054118,THRAP3,176,0.33758,106,-0.5398,120,-0.2799,188,0.45503,106,-0.4698,108,-0.4407,189,0.53380
ENSG00000196182,STK40,16,0.36494,16,0.46835,8,-0.7438,8,-0.7946,20,0.75655,11,-0.2854,10,-0.4398
ENSG00000181817,LSM10,25,-0.9605,66,0.71660,68,0.66605,54,0.26967,44,-0.0556,31,-0.5975,29,-0.8114
ENSG00000116885,OSCP1,7,-1.0156,20,0.80874,27,1.19408,12,-0.1487,17,0.34654,7,-1.0820,5,-1.5024
ENSG00000116898,MRPS15,56,-0.1230,79,0.50662,85,0.54982,64,0.08834,56,-0.1258,36,-0.8009,45,-0.5152
ENSG00000163873,GRIK3,66,1.24253,17,-1.0849,20,-0.7490,39,0.34149,7,-2.2360,108,2.25702,6,-2.5275
ENSG00000163875,MEAF6,79,-0.3473,120,0.37351,147,0.66594,148,0.67573,67,-0.6145,88,-0.1916,60,-0.8808
ENSG00000163877,SNIP1,31,0.90946,17,-0.1247,14,-0.3507,12,-0.6245,18,0.01487,31,0.87933,11,-0.8251
ENSG00000134697,GNL2,13,-1.0097,17,-0.6422,32,0.43162,22,-0.1808,26,0.09719,34,0.52578,30,0.39258
ENSG00000116922,C1orf109,9,-0.4499,17,0.67662,24,1.14596,9,-0.4317,17,0.60003,4,-1.4789,5,-1.3794
ENSG00000185090,MANEAL,7,-1.2745,16,0.10599,34,1.35622,19,0.30771,12,-0.4342,30,1.11408,2,-2.7172
ENSG00000196449,YRDC,31,0.54622,17,-0.3976,28,0.42584,27,0.34972,22,0.01741,27,0.36488,13,-0.8690
ENSG00000197982,C1orf122,268,-0.3626,227,-0.6977,164,-1.1202,225,-0.6420,341,0.01979,426,0.38897,576,1.10082
ENSG00000188786,MTF1,17,0.46937,4,-1.7437,8,-0.6008,10,-0.3721,9,-0.5096,20,0.79156,20,0.92095
ENSG00000204084,INPP5B,13,0.87045,7,0.00576,7,-0.0176,8,0.06572,12,0.74425,1,-2.9279,6,-0.4179
ENSG00000183431,SF3A3,57,0.17904,47,-0.1616,52,0.02703,52,0.01700,53,0.06551,53,0.05407,50,-0.0459
ENSG00000183520,UTP11,51,0.53614,36,-0.0174,41,0.20166,37,0.03542,28,-0.4007,21,-0.8200,39,0.10097
ENSG00000116954,RRAGC,52,0.14496,37,-0.4475,41,-0.2479,38,-0.3757,51,0.08385,69,0.61002,53,0.18397
ENSG00000158315,RHBDL2,8,-0.3261,3,-2.0941,1,-3.1465,5,-1.0526,4,-1.3571,7,-0.5089,32,2.69149
ENSG00000174574,AKIRIN1,166,0.05439,150,-0.1221,158,-0.0303,103,-0.6997,130,-0.3396,224,0.55206,182,0.23685
ENSG00000168653,NDUFS5,391,-0.8371,904,0.60160,979,0.64776,795,0.29607,398,-0.8084,654,-0.0236,476,-0.5932
ENSG00000127603,MACF1,366,0.61150,171,-0.6915,151,-0.8209,211,-0.2954,354,0.55177,232,-0.1449,313,0.40429
ENSG00000183682,BMP8A,2,-2.0199,7,-0.4536,7,-0.5846,3,-1.6176,4,-1.1650,16,0.79724,20,1.51870
ENSG00000090621,PABPC4,118,0.56259,68,-0.3659,63,-0.4624,70,-0.2815,69,-0.3026,105,0.37184,96,0.26071
ENSG00000116983,HPCAL4,227,0.51438,180,0.14638,190,0.21389,184,0.16516,160,-0.0684,242,0.61855,68,-1.5100
ENSG00000084072,PPIE,31,-0.3017,36,-0.0756,31,-0.3035,32,-0.2406,33,-0.1963,49,0.42278,45,0.33643
ENSG00000043514,TRIT1,20,0.26851,14,-0.2855,18,0.10000,15,-0.1711,9,-0.9869,19,0.18954,21,0.42380
ENSG00000168389,MFSD2A,33,0.26860,25,-0.1979,14,-1.0941,27,-0.0887,48,0.88173,11,-1.4211,35,0.42628
ENSG00000131236,CAP1,269,0.50224,121,-0.8595,180,-0.1547,148,-0.4666,225,0.20251,217,0.14550,252,0.46198
ENSG00000131238,PPT1,94,-0.4381,135,0.16083,160,0.41806,123,-0.0186,122,-0.0269,139,0.18158,104,-0.3124
ENSG00000117000,RLF,39,0.76059,19,-0.4557,21,-0.2727,27,0.13053,11,-1.2321,38,0.73900,24,-0.0562
ENSG00000259943,AL050341.2,8,-1.5782,29,0.51740,30,0.51209,22,0.04607,11,-0.9880,15,-0.5920,26,0.35849
ENSG00000084073,ZMPSTE24,24,-0.6123,32,-0.1974,54,0.66146,33,-0.1385,30,-0.2939,26,-0.4904,46,0.47096
ENSG00000049089,COL9A2,34,-0.6010,8,-2.8708,10,-2.4046,11,-2.2074,46,-0.1413,109,1.34188,112,1.77530
ENSG00000084070,SMAP2,204,0.55982,139,-0.0886,172,0.26749,124,-0.2559,113,-0.4096,146,-0.0014,138,-0.1036
ENSG00000117016,RIMS3,64,-0.8200,228,1.62108,209,1.12586,121,0.17976,49,-1.2329,40,-1.5157,17,-2.9614
ENSG00000066136,NFYC,28,0.11042,31,0.33849,33,0.35691,31,0.27534,18,-0.5399,22,-0.2531,20,-0.4576
ENSG00000179862,CITED4,10,-1.1645,23,0.17814,20,-0.1129,8,-1.3658,38,1.00371,17,-0.3006,25,0.30191
ENSG00000171793,CTPS1,13,0.28489,19,1.12882,17,0.66130,6,-0.8927,6,-0.8709,5,-1.0809,6,-0.8675
ENSG00000010803,SCMH1,6,-0.8003,12,0.26507,8,-0.4467,5,-1.1739,10,-0.0713,16,0.70296,13,0.33963
ENSG00000127124,HIVEP3,22,0.32326,14,-0.4956,20,0.13839,31,0.88797,17,-0.1545,23,0.34624,12,-0.7022
ENSG00000198815,FOXJ3,85,0.80997,57,0.16929,64,0.33290,52,-0.0116,50,-0.0603,44,-0.2753,30,-0.9341
ENSG00000177181,RIMKLA,8,-1.4313,45,1.68096,37,0.98490,27,0.40826,4,-2.3824,16,-0.3653,2,-3.4712
ENSG00000127125,PPCS,54,-0.0750,62,0.16523,48,-0.2611,55,-0.0373,80,0.56771,31,-0.9139,58,0.06183
ENSG00000186409,CCDC30,23,-0.3081,30,0.11558,24,-0.3011,75,1.69475,26,-0.1388,12,-1.3479,18,-0.7762
ENSG00000171960,PPIH,7,-1.1484,17,0.37038,23,0.75832,14,-0.0475,16,0.16013,9,-0.7571,13,-0.1653
ENSG00000065978,YBX1,143,-0.5419,148,-0.5453,90,-1.2582,96,-1.1524,333,0.84941,234,0.24464,309,0.85997
ENSG00000164008,C1orf50,4,-1.6380,15,0.10328,14,-0.0310,18,0.46233,27,1.08782,13,-0.0872,10,-0.6346
ENSG00000177868,SVBP,26,-0.6780,44,0.19548,45,0.19652,41,0.03340,37,-0.0997,33,-0.2811,44,0.18025
ENSG00000117394,SLC2A1,131,0.39195,114,0.19533,50,-1.1147,48,-1.1965,193,1.06234,41,-1.4209,118,0.25831
ENSG00000117395,EBNA1BP2,77,-0.2941,124,0.56905,142,0.72164,91,-0.0306,43,-1.1788,68,-0.4952,82,-0.2282
ENSG00000179178,TMEM125,25,-0.6223,3,-3.7894,4,-3.2725,6,-2.6034,21,-0.9382,93,1.58052,92,2.02922
ENSG00000066322,ELOVL1,122,-0.6811,13,-4.1982,14,-3.8861,40,-2.3580,118,-0.7412,460,1.57574,457,2.03361
ENSG00000159479,MED8,26,-0.1734,35,0.32566,34,0.23814,20,-0.5988,14,-1.1222,43,0.60595,29,-0.0381
ENSG00000198198,SZT2,10,0.13290,8,-0.3441,7,-0.4189,6,-0.6523,7,-0.4197,12,0.36962,14,0.66686
ENSG00000178922,HYI,31,0.64502,16,-0.4879,5,-2.0186,7,-1.6597,42,1.18901,6,-1.8418,32,0.87468
ENSG00000142949,PTPRF,39,-0.9150,89,0.46473,77,0.15019,37,-0.9741,92,0.45601,54,-0.4213,76,0.15742
ENSG00000066135,KDM4A,13,0.56702,13,0.74067,11,0.34456,13,0.65093,3,-1.7171,0,-3.7202,7,-0.4443
ENSG00000126091,ST3GAL3,27,0.36979,32,0.79369,28,0.44169,21,-0.0581,12,-0.8873,28,0.44284,6,-1.9502
ENSG00000117408,IPO13,64,-0.6294,46,-1.2592,40,-1.3510,44,-1.2125,105,0.14578,177,1.04584,170,1.18680
ENSG00000132768,DPH2,34,1.18197,11,-0.6904,14,-0.3387,13,-0.4143,15,-0.1852,25,0.66124,14,-0.2955
ENSG00000117410,ATP6V0B,317,-0.0999,372,0.18332,517,0.71259,296,-0.2091,251,-0.4709,284,-0.2796,314,-0.1311
ENSG00000117411,B4GALT2,45,0.04016,48,0.17192,31,-0.5435,30,-0.5769,78,0.95729,34,-0.4196,41,-0.1432
ENSG00000159214,CCDC24,1,-2.6443,15,1.12645,15,0.95311,10,0.20581,7,-0.3259,3,-1.4547,5,-0.7983
ENSG00000196517,SLC6A9,6,-0.8479,3,-1.6395,3,-1.5898,1,-3.3032,4,-1.3451,13,0.38877,28,2.45968
ENSG00000230615,AL139220.2,12,0.15589,3,-2.0991,1,-2.6580,9,-0.3018,10,-0.1085,15,0.56641,21,1.48090
ENSG00000178028,DMAP1,61,0.48600,52,0.24802,57,0.34772,32,-0.5820,34,-0.4756,48,0.06294,38,-0.3281
ENSG00000117419,ERI3,110,-0.1162,125,0.11110,138,0.25700,102,-0.2427,109,-0.1332,148,0.36371,103,-0.2435
ENSG00000187147,RNF220,66,-0.7183,120,0.28145,98,-0.0821,101,-0.0418,57,-0.9275,135,0.44324,117,0.22859
ENSG00000126106,TMEM53,7,-0.2554,8,-0.1097,7,-0.3180,12,0.56160,20,1.41341,1,-3.1515,7,-0.3289
ENSG00000142937,RPS8,793,-0.6188,1102,-0.1105,715,-0.7789,1422,0.31998,1610,0.52944,904,-0.4132,1443,0.40104
ENSG00000070785,EIF2B3,11,-0.9377,21,0.13716,35,0.96962,23,0.24801,17,-0.1890,20,-1.4800,14,-0.5443
ENSG00000126107,HECTD3,7,0.14498,7,0.20571,10,0.59778,12,1.03612,1,-2.8151,0,-6.0184,7,0.20880
ENSG00000126088,UROD,71,-0.0415,93,0.47930,89,0.32822,53,-0.5070,66,-0.1466,57,-0.3804,66,-0.1811
ENSG00000132773,TOE1,11,0.15409,8,-0.3651,10,0.08208,7,-0.4810,2,-2.0446,20,1.21711,11,0.16576
ENSG00000070759,TESK2,19,-0.3429,1,-4.0567,4,-2.6073,7,-1.8717,12,-1.0102,47,1.19612,59,2.15065
ENSG00000132763,MMACHC,8,-0.8779,6,-1.4407,5,-1.4384,22,0.74906,14,-0.0230,16,0.23362,25,1.13588
ENSG00000117450,PRDX1,208,-0.7923,250,-0.5647,255,-0.4761,234,-0.6098,642,1.06832,357,0.06363,447,0.51141
ENSG00000117448,AKR1A1,47,-0.0963,44,-0.2196,50,-0.0020,52,0.07339,35,-0.5722,70,0.55210,53,0.13358
ENSG00000132780,NASP,63,0.07840,38,-0.8006,38,-0.7343,36,-0.7945,56,-0.1207,63,0.06210,105,1.14285
ENSG00000159592,GPBP1L1,27,0.25451,24,0.11124,11,-1.0653,17,-0.4465,20,-0.1604,16,-0.5420,32,0.68231
ENSG00000159596,TMEM69,0,-3.6866,12,0.88950,11,0.52148,8,0.14109,9,0.23583,0,-3.4953,8,0.07819
ENSG00000086015,MAST2,19,-0.1955,25,0.27450,22,-0.0046,17,-0.4287,15,-0.6228,28,0.40779,23,0.07763
ENSG00000117461,PIK3R3,27,0.07826,25,-0.0916,31,0.26635,69,1.71528,24,-0.1611,7,-1.8730,13,-1.1123
ENSG00000085998,POMGNT1,56,0.15618,39,-0.4597,51,0.00816,30,-0.8046,32,-0.7104,83,0.81876,63,0.41351
ENSG00000132128,LRRC41,51,0.31076,45,0.15590,43,0.04751,33,-0.3856,59,0.57128,41,-0.0120,29,-0.6321
ENSG00000173660,UQCRH,216,-1.0733,813,1.35248,757,0.96881,468,0.14610,209,-1.1233,179,-1.3539,198,-1.3129
ENSG00000117481,NSUN4,23,0.83574,9,-0.6761,10,-0.5394,11,-0.3136,17,0.31942,26,1.11243,9,-0.7220
ENSG00000117480,FAAH,52,0.02081,29,-0.9534,30,-0.8377,17,-1.6318,26,-1.0382,105,1.22943,86,1.04393
ENSG00000079277,MKNK1,28,0.85081,26,0.86859,13,-0.4263,8,-1.1149,16,-0.1101,6,-1.5219,14,-0.3030
ENSG00000123472,ATPAF1,82,-0.3776,128,0.40175,104,0.00085,119,0.21793,113,0.13548,77,-0.4880,92,-0.2148
ENSG00000159658,EFCAB14,96,-0.2504,57,-1.1594,39,-1.6200,71,-0.7141,171,0.70457,138,0.33133,191,1.07963
ENSG00000186377,CYP4X1,9,-0.2109,15,0.64160,21,1.19228,18,0.85861,7,-0.7003,10,-0.1096,0,-4.5557
ENSG00000162368,CMPK1,65,-0.6641,99,0.01138,134,0.49900,160,0.80401,111,0.19076,57,-0.8732,82,-0.3292
ENSG00000132122,SPATA6,25,0.51354,10,-0.9578,5,-1.9086,10,-0.9920,22,0.31993,20,0.14167,31,1.05703
ENSG00000186094,AGBL4,11,0.88181,11,0.92993,14,1.24431,11,0.78544,0,-3.7398,2,-1.4780,0,-6.9151
ENSG00000162373,BEND5,66,-0.0873,108,0.88356,127,1.03309,56,-0.3264,25,-1.5907,93,0.49301,20,-2.0211
ENSG00000162374,ELAVL4,151,0.62135,118,0.23252,223,1.31548,185,0.97389,33,-1.7654,74,-0.5395,18,-2.8410
ENSG00000185104,FAF1,52,0.26465,49,0.19518,55,0.34563,57,0.42657,27,-0.7468,37,-0.2783,36,-0.3872
ENSG00000123080,CDKN2C,14,0.29166,16,0.55197,4,-1.4823,3,-1.8320,22,1.04992,10,-0.2329,10,-0.2510
ENSG00000123091,RNF11,282,-0.2320,386,0.32187,511,0.75514,582,0.98410,187,-0.8712,251,-0.4135,173,-1.0885
ENSG00000085832,EPS15,167,-0.3982,205,-0.0784,258,0.30679,391,1.02435,95,-1.2702,128,-0.8101,239,0.20666
ENSG00000117859,OSBPL9,25,-0.1517,14,-1.1740,20,-0.5038,27,-0.0231,21,-0.4544,36,0.43112,46,1.02770
ENSG00000078618,NRDC,108,0.24194,82,-0.2207,147,0.76100,148,0.78209,52,-0.9012,85,-0.1528,66,-0.5980
ENSG00000169213,RAB3B,73,0.02102,31,-1.4247,61,-0.2878,118,0.82309,26,-1.5712,229,2.10325,41,-0.9675
ENSG00000117862,TXNDC12,23,-0.6427,41,0.29949,37,0.10083,37,0.08011,44,0.37408,35,-0.0028,28,-0.3757
ENSG00000198841,KTI12,18,0.99269,8,-0.3607,15,0.66745,12,0.30589,14,0.50426,5,-1.0227,5,-1.1978
ENSG00000134717,BTF3L4,73,-0.0947,71,-0.1567,94,0.31707,106,0.50710,40,-1.0398,97,0.35424,74,-0.0995
ENSG00000157077,ZFYVE9,20,-0.6843,37,0.27871,57,0.98465,56,0.96399,11,-1.5474,15,-1.1609,26,-0.3594
ENSG00000134748,PRPF38A,21,-0.8165,29,-0.3240,22,-0.7510,23,-0.6419,64,1.01781,15,-1.2702,56,0.93547
ENSG00000134744,TUT4,61,0.59095,43,-0.0019,29,-0.6167,75,0.93474,32,-0.4731,15,-1.6202,44,0.06130
ENSG00000162377,COA7,19,0.05168,19,0.08490,28,0.67515,27,0.62428,21,0.16995,8,-1.2631,12,-0.6725
ENSG00000162378,ZYG11B,129,0.23140,126,0.22779,194,0.93247,182,0.81190,56,-1.0741,85,-0.4402,54,-1.2332
ENSG00000121310,ECHDC2,28,0.62932,11,-0.8740,7,-1.4510,7,-1.4742,58,2.02083,11,-0.8300,18,-0.0687
ENSG00000116171,SCP2,74,-0.5416,90,-0.2460,98,-0.0824,113,0.13427,178,0.91092,71,-0.5967,109,0.09571
ENSG00000157184,CPT2,11,-0.1704,7,-0.8041,8,-0.5557,13,0.09734,25,1.21677,5,-1.2054,16,0.49126
ENSG00000162384,CZIB,44,-0.4238,62,0.16000,56,-0.0367,57,-0.0020,43,-0.4589,68,0.28552,61,0.12550
ENSG00000162385,MAGOH,25,-0.5174,40,0.27120,40,0.23199,31,-0.1930,34,-0.0536,41,0.27682,31,-0.2134
ENSG00000157193,LRP8,42,0.35417,37,0.17566,45,0.47465,34,0.00033,8,-2.1386,83,1.56198,9,-2.1132
