Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7to10,Feature log2 fold change topic 7to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000054118,THRAP3,203,1.10610,89,-0.2521,81,-0.4396,90,-0.2799,114,0.15540,138,0.46711
ENSG00000196182,STK40,6,-1.4361,12,-0.4763,19,0.31523,19,0.37768,21,0.40521,9,-0.8695
ENSG00000181817,LSM10,34,-0.4367,37,-0.3450,59,0.51669,51,0.24282,28,-0.7477,30,-0.6421
ENSG00000116885,OSCP1,32,0.73274,13,-0.7681,24,0.29748,23,0.33127,11,-0.8630,9,-1.1521
ENSG00000116898,MRPS15,55,-0.2179,62,-0.0415,65,0.05305,80,0.52963,28,-1.2429,39,-0.7392
ENSG00000163873,GRIK3,98,2.30336,17,-0.7269,2,-3.7730,34,0.62102,33,0.37379,5,-2.2647
ENSG00000163875,MEAF6,112,0.07202,100,-0.1285,109,0.03644,133,0.49018,70,-0.6537,46,-1.2771
ENSG00000163877,SNIP1,12,-0.1309,15,0.29651,13,0.07768,12,-0.1321,4,-1.6987,20,0.65692
ENSG00000134697,GNL2,27,0.12694,17,-0.5903,22,-0.2220,24,-0.0457,38,0.66063,35,0.56025
ENSG00000116922,C1orf109,15,0.00064,17,0.13441,20,0.54434,16,0.01221,5,-1.6103,8,-0.9352
ENSG00000185090,MANEAL,37,0.52153,22,-0.3193,30,0.26295,32,0.45384,7,-1.9370,10,-1.5041
ENSG00000196449,YRDC,10,-0.7113,14,-0.2349,20,0.43802,16,0.02077,15,-0.1373,15,-0.1005
ENSG00000197982,C1orf122,98,-1.0378,218,0.20593,134,-0.6748,169,-0.2813,253,0.42161,460,1.43581
ENSG00000183431,SF3A3,67,0.57856,37,-0.3891,52,0.20175,45,-0.0609,36,-0.4048,46,-0.0140
ENSG00000183520,UTP11,51,-0.0893,36,-0.6788,63,0.32323,56,0.07444,55,0.04514,55,0.03607
ENSG00000116954,RRAGC,62,0.61150,35,-0.3456,43,0.04425,41,-0.0534,41,-0.0350,40,-0.0715
ENSG00000174574,AKIRIN1,60,-0.4820,78,-0.0824,99,0.37594,83,0.01053,53,-0.6667,88,0.10271
ENSG00000168653,NDUFS5,555,-0.8677,1025,0.08648,1075,0.19022,1241,0.55840,461,-1.1465,448,-1.1889
ENSG00000127603,MACF1,229,0.14494,178,-0.2645,112,-1.0977,175,-0.3588,577,1.71874,301,0.58960
ENSG00000090621,PABPC4,59,0.32090,67,0.57968,38,-0.4232,36,-0.5609,42,-0.2059,83,0.87168
ENSG00000116983,HPCAL4,299,0.56221,284,0.53465,276,0.54546,143,-0.7626,194,-0.1289,64,-1.8048
ENSG00000084072,PPIE,30,-0.4429,45,0.21763,30,-0.5281,51,0.57058,27,-0.6045,38,-0.0970
ENSG00000131236,CAP1,209,0.30758,138,-0.3759,173,0.00237,157,-0.1975,224,0.41700,214,0.33937
ENSG00000131238,PPT1,155,0.00322,163,0.08866,155,0.00159,173,0.23583,132,-0.2489,92,-0.8113
ENSG00000117000,RLF,26,0.42317,12,-0.8955,17,-0.2944,23,0.31250,26,0.42076,22,0.10380
ENSG00000259943,AL050341.2,28,1.14537,7,-1.0005,15,0.10468,11,-0.3904,19,0.48818,15,0.09738
ENSG00000084073,ZMPSTE24,39,-0.2567,32,-0.6171,44,-0.0762,53,0.32639,56,0.29200,49,0.08986
ENSG00000049089,COL9A2,2,-2.5917,2,-2.5630,1,-3.6099,5,-1.8156,28,1.20226,104,4.21777
ENSG00000084070,SMAP2,142,0.18743,155,0.35876,150,0.34079,124,-0.0304,62,-1.0769,53,-1.3145
ENSG00000117016,RIMS3,37,-2.2216,220,0.53984,228,0.69235,188,0.31845,21,-3.0329,20,-3.0972
ENSG00000066136,NFYC,26,-0.3712,33,0.01592,44,0.56612,30,-0.2008,33,-0.0186,20,-0.7827
ENSG00000171793,CTPS1,9,-1.0048,19,0.15907,27,0.92999,17,-0.0802,3,-2.5985,10,-0.7940
ENSG00000127124,HIVEP3,32,0.54695,24,0.14402,17,-0.5052,24,0.12293,33,0.62705,9,-1.2865
ENSG00000198815,FOXJ3,57,0.06209,58,0.09631,66,0.37254,57,0.07076,28,-1.0040,32,-0.8492
ENSG00000177181,RIMKLA,26,-0.9534,57,0.23573,52,0.08940,69,0.78300,18,-1.5076,5,-3.2752
ENSG00000127125,PPCS,43,-0.5171,63,0.08122,67,0.22295,58,-0.0770,65,0.13124,53,-0.1978
ENSG00000186409,CCDC30,54,0.69283,53,0.74601,30,-0.2880,26,-0.5575,36,0.03881,28,-0.3344
ENSG00000171960,PPIH,20,0.23769,8,-1.1280,29,1.10731,15,-0.2914,12,-0.5370,10,-0.7182
ENSG00000065978,YBX1,122,-0.1892,124,-0.1830,68,-1.2292,99,-0.6636,350,1.55727,333,1.46762
ENSG00000164008,C1orf50,14,-0.6640,19,-0.1826,20,-0.0859,21,-0.0279,38,0.93631,20,-0.0699
ENSG00000177868,SVBP,39,-0.3974,52,0.03655,42,-0.3433,57,0.26597,60,0.26405,51,-0.0014
ENSG00000117394,SLC2A1,31,-0.5787,54,0.29780,25,-1.0269,33,-0.6188,143,1.96120,53,0.25129
ENSG00000117395,EBNA1BP2,123,-0.0754,120,-0.1281,160,0.42634,136,0.11517,88,-0.6007,75,-0.8298
ENSG00000179178,TMEM125,18,-0.2342,1,-3.7612,1,-3.8470,2,-3.4021,26,0.39636,185,4.96138
ENSG00000066322,ELOVL1,30,-0.5978,10,-2.3128,8,-2.6905,10,-2.4849,60,0.48837,352,4.41922
ENSG00000159479,MED8,13,-0.8888,26,0.14304,28,0.28038,27,0.23704,13,-0.9095,19,-0.3360
ENSG00000178922,HYI,14,0.15356,12,-0.0863,12,-0.2008,7,-1.2496,24,0.94547,32,1.47832
ENSG00000142949,PTPRF,20,-2.2138,92,0.03447,156,1.18564,61,-0.7911,75,-0.2894,93,0.05190
ENSG00000066135,KDM4A,21,-0.0319,20,-0.0710,26,0.42607,18,-0.2762,26,0.36310,13,-0.7240
ENSG00000126091,ST3GAL3,25,-0.1919,39,0.54956,32,0.19524,30,0.08758,16,-0.8434,9,-1.6349
ENSG00000117408,IPO13,74,0.07491,53,-0.4584,47,-0.7367,42,-1.0033,105,0.64810,249,2.19933
ENSG00000132768,DPH2,14,-0.0719,10,-0.6069,20,0.53737,15,-0.0538,16,0.07126,12,-0.3634
ENSG00000117410,ATP6V0B,497,0.23462,297,-0.6136,511,0.35109,486,0.28027,258,-0.7828,316,-0.4734
ENSG00000117411,B4GALT2,24,-0.9846,71,0.76552,49,0.10521,36,-0.4969,50,0.11009,49,0.07619
ENSG00000159214,CCDC24,11,-0.5823,4,-2.0944,24,0.84308,19,0.39754,21,0.38116,4,-2.0932
ENSG00000178028,DMAP1,72,0.49852,47,-0.1835,57,0.15761,53,-0.0141,44,-0.2897,41,-0.3863
ENSG00000117419,ERI3,117,-0.0283,101,-0.2858,119,-0.0031,141,0.37164,107,-0.1754,86,-0.5017
ENSG00000187147,RNF220,115,0.01390,116,0.02712,105,-0.1616,118,0.08016,85,-0.4625,150,0.43372
ENSG00000142937,RPS8,759,-0.6645,1600,0.56691,865,-0.5510,1027,-0.2671,1526,0.42871,1811,0.70815
ENSG00000070785,EIF2B3,47,0.58536,15,-1.2645,36,0.23101,37,0.32127,27,-0.2975,26,-0.3051
ENSG00000126088,UROD,91,0.11195,84,-0.0031,84,-0.0239,91,0.16461,73,-0.2388,68,-0.3495
ENSG00000132763,MMACHC,5,-1.4468,11,-0.2966,9,-0.6002,14,0.13278,24,0.96374,22,0.87331
ENSG00000117450,PRDX1,185,-0.5470,209,-0.3893,241,-0.1624,255,-0.0700,381,0.59310,430,0.79488
ENSG00000117448,AKR1A1,56,-0.0212,47,-0.3458,46,-0.4126,69,0.40871,64,0.17622,61,0.11182
ENSG00000132780,NASP,112,1.03589,39,-0.6730,43,-0.5890,46,-0.4967,67,0.19027,139,1.40854
ENSG00000159592,GPBP1L1,39,0.13712,34,-0.0866,30,-0.3276,34,-0.1012,35,-0.0428,61,0.86105
ENSG00000159596,TMEM69,21,0.21916,10,-0.9627,21,0.24201,24,0.55734,8,-1.2516,15,-0.3212
ENSG00000086015,MAST2,20,-0.5250,27,-0.0680,22,-0.4091,36,0.57647,34,0.32506,16,-0.7782
ENSG00000117461,PIK3R3,30,0.09005,30,0.08783,12,-1.4504,37,0.63516,56,1.11623,8,-1.7663
ENSG00000085998,POMGNT1,35,-0.5375,54,0.15330,52,0.08179,44,-0.2646,55,0.17482,66,0.46327
ENSG00000132128,LRRC41,26,-0.5006,42,0.28452,30,-0.2939,44,0.45658,23,-0.6719,30,-0.2933
ENSG00000173660,UQCRH,334,-1.2015,819,0.19602,747,0.03925,1028,0.81476,274,-1.4947,186,-2.0665
ENSG00000117480,FAAH,30,0.08154,26,-0.1848,37,0.48341,18,-0.9198,13,-1.2014,69,1.43842
ENSG00000079277,MKNK1,27,0.19729,28,0.29357,34,0.73592,17,-0.6825,26,0.12237,7,-1.8757
ENSG00000123472,ATPAF1,102,-0.2837,127,0.05827,111,-0.2004,150,0.45273,119,-0.0553,68,-0.8963
ENSG00000159658,EFCAB14,65,-0.0986,52,-0.4759,44,-0.8145,45,-0.8270,174,1.54209,173,1.52612
ENSG00000186377,CYP4X1,46,1.03990,21,-0.2332,34,0.66915,24,-0.0572,6,-2.1078,1,-4.0486
ENSG00000162368,CMPK1,89,-0.4313,112,-0.0798,106,-0.1950,147,0.50571,87,-0.4715,107,-0.1546
ENSG00000186094,AGBL4,23,0.85666,7,-0.9477,16,0.44814,15,0.37117,5,-1.2508,3,-1.9766
ENSG00000162373,BEND5,40,-0.3826,53,0.04901,47,-0.1661,74,0.85751,27,-0.9878,9,-2.5602
ENSG00000162374,ELAVL4,242,0.23132,132,-0.7581,258,0.42357,286,0.74406,52,-2.1006,31,-2.8622
ENSG00000185104,FAF1,57,0.28587,36,-0.4545,42,-0.2060,55,0.34122,52,0.16476,39,-0.3080
ENSG00000123091,RNF11,292,-0.3469,367,0.00831,451,0.42227,414,0.27974,204,-0.8927,143,-1.4286
ENSG00000085832,EPS15,277,0.03548,225,-0.3106,240,-0.2257,349,0.59455,189,-0.5560,213,-0.3717
ENSG00000117859,OSBPL9,15,-0.6054,18,-0.3979,15,-0.7415,21,-0.2142,50,1.25519,46,1.13167
ENSG00000078618,NRDC,194,0.68298,78,-0.8110,123,-0.0624,143,0.26799,143,0.19150,89,-0.5493
ENSG00000169213,RAB3B,281,2.78535,28,-1.2472,9,-2.9782,75,0.49570,37,-0.7421,22,-1.4873
ENSG00000117862,TXNDC12,33,-0.1538,22,-0.8366,52,0.73047,34,-0.1209,34,-0.0792,32,-0.1980
ENSG00000134717,BTF3L4,75,-0.1118,84,0.06452,81,0.01293,91,0.25806,56,-0.5648,64,-0.3715
ENSG00000157077,ZFYVE9,82,0.73161,38,-0.5018,57,0.17566,64,0.46984,21,-1.3598,17,-1.6469
ENSG00000134748,PRPF38A,50,0.45744,30,-0.3870,29,-0.5012,28,-0.5747,86,1.36646,57,0.64601
ENSG00000134744,TUT4,81,0.62983,40,-0.5015,34,-0.8268,54,-0.0292,85,0.72097,89,0.78642
ENSG00000162377,COA7,16,-0.6326,29,0.26276,23,-0.0944,30,0.47400,12,-1.0737,18,-0.4618
ENSG00000162378,ZYG11B,198,0.67133,109,-0.2992,135,0.06233,158,0.43310,61,-1.1625,52,-1.3912
ENSG00000116171,SCP2,107,0.11570,89,-0.1899,96,-0.0688,91,-0.1921,135,0.49377,122,0.32276
ENSG00000162384,CZIB,65,0.09614,73,0.32064,61,4.98965,57,-0.1190,52,-0.2525,55,-0.1563
ENSG00000162385,MAGOH,29,-0.4912,31,-0.4595,55,0.62141,44,0.20559,19,-1.1665,33,-0.3021
ENSG00000157193,LRP8,88,1.46980,42,0.27379,26,-0.6143,38,0.11525,25,-0.5696,7,-2.4561
ENSG00000058804,NDC1,32,1.17090,14,-0.1851,14,-0.2349,15,-0.0027,14,-0.1324,9,-0.7798
ENSG00000058799,YIPF1,20,-0.0679,16,-0.3968,24,0.23640,27,0.60127,10,-1.0873,8,-1.3693
ENSG00000081870,HSPB11,96,0.92560,38,-0.5695,49,-0.1919,63,0.33637,48,-0.1771,30,-0.8924
ENSG00000116209,TMEM59,254,0.06034,163,-0.6802,251,0.04516,224,-0.1880,212,-0.2273,498,1.16637
ENSG00000116221,MRPL37,28,-1.0513,56,-0.0232,61,0.13275,75,0.65964,26,-1.2047,32,-0.8935
ENSG00000157216,SSBP3,151,0.03528,147,-0.0063,118,-0.4126,194,0.63502,114,-0.4072,84,-0.8752
ENSG00000243725,TTC4,24,-0.1724,16,-0.7960,36,0.62555,24,-0.1868,21,-0.3260,35,0.43777
ENSG00000116133,DHCR24,133,-0.1966,99,-0.7096,112,-0.5490,181,0.40985,121,-0.3376,301,1.12788
ENSG00000162402,USP24,22,-0.6071,39,0.35223,35,0.14135,28,-0.2770,41,0.38224,28,-0.1979
ENSG00000162407,PLPP3,56,-0.8798,52,-1.0500,18,-2.7705,27,-2.2806,753,4.22327,114,0.21776
ENSG00000162409,PRKAA2,90,0.81067,46,-0.2723,73,0.58988,54,-0.0192,27,-1.0713,9,-2.6295
ENSG00000162601,MYSM1,43,-0.3568,52,-0.0598,70,0.50457,48,-0.2603,59,0.13482,43,-0.3540
ENSG00000177606,JUN,102,0.13187,67,-0.5713,175,1.37013,47,-1.3010,126,0.45773,54,-0.8424
ENSG00000134709,HOOK1,122,1.59693,49,0.05640,61,0.52232,37,-0.4916,10,-2.2879,4,-3.5324
ENSG00000162599,NFIA,190,0.73101,80,-0.6882,39,-1.9015,56,-1.4437,496,2.50998,262,1.27315
ENSG00000162604,TM2D1,82,0.44201,40,-0.7402,80,0.51404,60,-0.0772,44,-0.5443,60,-0.0558
ENSG00000162607,USP1,113,1.24806,34,-0.7365,33,-0.8299,43,-0.4123,82,0.70244,99,1.01680
ENSG00000116641,DOCK7,15,-1.0556,22,-0.5292,27,-0.2079,19,-0.8779,129,2.60765,15,-1.0520
ENSG00000125703,ATG4C,40,0.33052,20,-0.8206,18,-1.0818,16,-1.3043,40,0.30123,155,2.81738
ENSG00000142856,ITGB3BP,34,0.32141,22,-0.3573,26,-0.1376,28,0.04994,26,-0.0670,36,0.43575
ENSG00000203965,EFCAB7,26,0.57445,12,-0.5939,27,0.87095,17,-0.0921,3,-2.6761,11,-0.7373
ENSG00000079739,PGM1,15,-1.4394,35,-0.2058,31,-0.4443,48,0.43189,75,1.03983,30,-0.4413
ENSG00000162434,JAK1,70,-0.3147,57,-0.6900,88,0.05501,96,0.24521,121,0.55553,76,-0.1774
ENSG00000162433,AK4,62,0.58364,42,-0.0321,38,-0.2412,28,-0.8490,129,1.85862,16,-1.4918
ENSG00000116675,DNAJC6,360,-0.1462,326,-0.3272,417,0.10658,488,0.48382,198,-1.0580,328,-0.2910
ENSG00000213625,LEPROT,18,-0.4461,23,-0.1207,8,-1.8021,16,-0.8706,100,2.45751,44,0.92361
ENSG00000184588,PDE4B,77,0.18147,51,-0.4896,66,-0.0613,58,-0.3512,74,0.12007,139,1.15398
ENSG00000118473,SGIP1,304,1.07829,125,-0.3852,158,0.01215,179,0.28694,101,-0.6775,41,-2.0213
ENSG00000198160,MIER1,60,-0.0661,61,-0.0540,43,-0.6813,52,-0.3765,114,0.96185,119,1.04554
ENSG00000142864,SERBP1,310,0.34665,220,-0.2117,188,-0.5144,244,-0.0431,367,0.62086,330,0.45092
ENSG00000116717,GADD45A,36,-0.1486,39,-0.0323,17,-1.4309,56,0.84074,64,0.77760,20,-1.0046
ENSG00000116729,WLS,29,-0.9327,32,-0.8672,19,-1.7627,68,0.54825,196,2.24761,27,-1.0380
ENSG00000033122,LRRC7,142,1.11306,57,-0.3851,106,0.80490,53,-0.5950,32,-1.2144,41,-0.8360
ENSG00000066557,LRRC40,41,0.36255,27,-0.3166,45,0.66116,29,-0.2031,21,-0.6597,21,-0.6547
ENSG00000116754,SRSF11,245,0.59404,154,-0.1596,164,-0.0647,138,-0.4186,185,0.13724,250,0.62125
ENSG00000118454,ANKRD13C,73,0.61672,28,-0.9539,61,0.41735,52,0.09965,44,-0.1929,32,-0.6851
ENSG00000132485,ZRANB2,283,0.82662,119,-0.5931,168,-0.0129,162,-0.0893,184,0.12989,174,0.04214
ENSG00000172260,NEGR1,565,1.00054,181,-0.8639,463,0.87107,305,-0.0032,78,-2.0550,51,-2.6681
ENSG00000178965,ERICH3,270,2.11621,40,-1.0979,92,0.30482,70,-0.2421,30,-1.4616,10,-3.0202
ENSG00000162623,TYW3,71,0.73902,26,-0.8948,46,0.06549,44,-0.0590,47,0.07692,54,0.30135
ENSG00000117054,ACADM,53,-0.3240,66,0.01301,53,-0.3813,71,0.17326,103,0.72279,55,-0.2809
ENSG00000137955,RABGGTB,58,0.31899,57,0.31768,37,-0.4426,47,-0.0395,41,-0.2444,59,0.33880
ENSG00000117069,ST6GALNAC5,3,-4.1509,53,-0.0722,110,1.57411,54,-0.0265,4,-3.7831,0,-6.3063
ENSG00000142892,PIGK,82,1.08642,34,-0.3582,43,0.04006,34,-0.4603,18,-1.3105,74,0.91208
ENSG00000154027,AK5,642,0.95944,208,-0.8890,390,0.17962,391,0.21052,222,-0.7240,254,-0.5211
ENSG00000036549,AC118549.1,37,0.34435,29,-0.0729,27,-0.1837,26,-0.2876,21,-0.5693,58,1.08377
ENSG00000077254,USP33,193,0.54806,106,-0.4354,135,-0.0235,160,0.34887,96,-0.5474,97,-0.5287
ENSG00000180488,MIGA1,191,0.54449,77,-0.9464,118,-0.2611,146,0.15654,119,-0.2087,230,0.84649
ENSG00000162613,FUBP1,92,0.73429,43,-0.5065,58,-0.0019,56,-0.0726,72,0.33426,49,-0.2632
ENSG00000162616,DNAJB4,46,-0.1597,38,-0.4890,55,0.13286,49,-0.1044,63,0.32367,70,0.48338
ENSG00000137959,IFI44L,1,-4.6436,36,0.83667,4,-2.7622,5,-2.5999,123,3.13017,46,1.14083
ENSG00000117114,ADGRL2,15,-1.3648,44,0.27274,56,0.83928,43,0.28716,7,-2.5275,1,-4.7930
ENSG00000137941,TTLL7,689,1.17597,159,-1.2305,223,-0.7479,280,-0.3803,282,-0.2774,964,1.78184
ENSG00000142875,PRKACB,776,0.31874,533,-0.2984,754,0.34021,642,0.02299,402,-0.7048,547,-0.2326
ENSG00000117133,RPF1,48,0.10611,35,-0.4165,45,0.01252,55,0.45257,29,-0.6430,36,-0.3251
ENSG00000174021,GNG5,14,-1.2955,46,0.55990,17,-1.2189,17,-1.2851,144,2.58288,36,0.09464
ENSG00000117155,SSX2IP,262,0.41565,187,-0.1328,271,0.59816,207,0.04936,111,-0.9218,37,-2.5350
ENSG00000162642,C1orf52,76,0.00937,61,-0.3467,105,0.67503,73,-0.0467,44,-0.8270,52,-0.5621
ENSG00000153904,DDAH1,324,0.51067,201,-0.2698,204,-0.2715,249,0.11920,444,1.03265,50,-2.3173
ENSG00000117174,ZNHIT6,57,0.57450,32,-0.3518,41,0.08447,19,-1.3460,62,0.70766,91,1.37227
ENSG00000122417,ODF2L,85,0.66925,40,-0.5678,58,0.06993,63,0.25740,47,-0.2815,35,-0.7306
ENSG00000097033,SH3GLB1,64,0.21747,50,-0.1807,30,-1.0751,43,-0.5211,103,0.98997,140,1.51737
ENSG00000183291,SELENOF,117,0.01901,87,-0.4843,114,-0.0245,114,-0.0379,125,0.12474,175,0.66593
ENSG00000153936,HS2ST1,37,0.11725,40,0.27820,52,0.84676,27,-0.4779,14,-1.3110,16,-1.0978
ENSG00000143013,LMO4,429,-0.9771,790,-0.0425,1346,1.09324,822,0.03301,241,-1.8366,139,-2.6388
ENSG00000065243,PKN2,31,-0.2420,31,-0.2801,18,-1.2113,32,-0.2842,92,1.53560,71,1.08541
ENSG00000137947,GTF2B,27,-0.3962,21,-0.8484,52,0.81183,40,0.30002,13,-1.4486,22,-0.6995
ENSG00000137944,KYAT3,15,-0.8392,17,-0.7412,41,0.89708,33,0.47943,8,-1.7567,8,-1.8366
ENSG00000213516,RBMXL1,25,0.35428,24,0.28391,14,-0.5885,18,-0.2136,23,0.22746,29,0.60050
ENSG00000197147,LRRC8B,126,0.05850,92,-0.4706,167,0.65936,128,0.11456,43,-1.5516,89,-0.4794
ENSG00000171488,LRRC8C,13,-0.0032,14,0.06445,17,0.53256,12,-0.2714,5,-1.5122,15,0.20362
ENSG00000171492,LRRC8D,35,0.28701,8,-1.9594,25,-0.2886,27,-0.1893,13,-1.2331,106,2.20109
ENSG00000162664,ZNF326,99,0.77127,56,-0.1509,39,-0.8042,43,-0.6974,96,0.72243,138,1.33584
ENSG00000233593,LINC02609,2,-4.0422,47,0.63392,43,0.50560,34,0.07120,9,-1.9661,27,-0.2877
ENSG00000122482,ZNF644,133,0.95607,44,-0.8337,41,-1.0387,57,-0.5173,126,0.86538,185,1.53578
ENSG00000172031,EPHX4,13,-2.1380,45,-0.3460,110,1.57391,55,-0.0086,9,-2.7142,0,-10.607
ENSG00000189195,BTBD8,642,0.58177,292,-0.7101,523,0.31182,590,0.65309,132,-1.8417,73,-2.7075
ENSG00000273487,AC104836.1,5,-1.5169,18,0.28656,17,0.26943,19,0.48537,8,-0.9771,5,-1.5267
ENSG00000174842,GLMN,15,-0.5841,25,0.17866,26,0.28232,28,0.49770,5,-2.0969,9,-1.3188
ENSG00000122484,RPAP2,83,1.07956,39,-0.1330,33,-0.4463,43,0.02148,43,0.00331,35,-0.3201
ENSG00000067208,EVI5,39,-0.9011,74,0.08032,63,-0.2261,58,-0.4059,111,0.71419,131,0.99618
ENSG00000122406,RPL5,580,-0.4226,1056,0.58841,692,-0.1817,679,-0.2401,820,0.11670,832,0.13930
ENSG00000154511,DIPK1A,34,-0.5393,29,-0.8250,57,0.32228,51,0.09339,33,-0.5746,82,0.84193
ENSG00000143033,MTF2,48,0.98022,16,-0.8047,27,0.05952,21,-0.4311,32,0.34557,35,0.49129
ENSG00000117500,TMED5,32,-0.4747,39,-0.2322,41,-0.1255,39,-0.2397,77,0.89818,62,0.53942
ENSG00000117505,DR1,35,-0.2773,39,-0.1294,43,0.03833,46,0.17876,20,-1.1053,60,0.56683
ENSG00000137942,FNBP1L,71,1.61387,22,-0.3391,8,-1.9503,28,0.06127,62,1.37926,10,-1.4452
ENSG00000067334,DNTTIP2,138,0.77329,71,-0.3189,67,-0.4596,93,0.17866,87,0.02645,88,0.05144
ENSG00000023909,GCLM,35,0.28056,29,-0.0319,22,-0.5348,35,0.40495,43,0.61205,10,-1.5765
ENSG00000137962,ARHGAP29,5,-1.9512,24,0.21640,9,-1.3521,23,0.17363,76,2.20267,4,-2.3624
ENSG00000117528,ABCD3,50,0.20751,30,-0.6025,35,-0.3917,40,-0.2113,71,0.76819,79,0.96064
ENSG00000117525,F3,4,-2.2831,12,-0.9118,5,-2.4232,7,-1.8678,182,4.59027,5,-2.1496
ENSG00000117519,CNN3,87,0.17530,62,-0.3771,22,-2.1233,44,-1.1115,371,2.85162,110,0.56117
ENSG00000172339,ALG14,12,-0.3121,15,0.05319,14,-0.1459,10,-0.6895,22,0.66459,30,1.12847
ENSG00000152078,TLCD4,50,-0.1782,44,-0.4012,98,1.19502,45,-0.4757,43,-0.4127,22,-1.4182
ENSG00000228971,LINC02607,174,2.58566,21,-1.0589,29,-0.6323,34,-0.3867,40,-0.0224,11,-1.9121
ENSG00000117569,PTBP2,71,-0.1290,64,-0.3180,79,0.05200,77,-0.0110,77,-0.0150,106,0.50121
ENSG00000117598,PLPPR5,52,0.93179,28,-0.0972,39,0.58343,28,-0.0777,7,-2.0130,6,-2.3018
ENSG00000117600,PLPPR4,274,1.36642,97,-0.3675,200,1.08790,79,-0.8354,50,-1.3204,10,-3.6493
ENSG00000162688,AGL,37,0.08690,27,-0.4045,26,-0.4903,32,-0.1294,79,1.36841,35,0.03334
ENSG00000117620,SLC35A3,26,0.54521,11,-0.8292,22,0.36753,12,-0.7480,35,1.04239,20,0.18829
ENSG00000156875,MFSD14A,54,0.26728,35,-0.4280,53,0.30429,42,-0.1646,31,-0.5753,63,0.50701
ENSG00000137992,DBT,43,-0.0494,49,0.17290,40,-0.2039,41,-0.1683,60,0.47953,48,0.12878
ENSG00000137996,RTCA,53,-0.1602,47,-0.3811,69,0.30564,76,0.60920,23,-1.4305,24,-1.3452
ENSG00000162694,EXTL2,23,-1.4391,65,0.14979,64,0.13549,82,0.76551,20,-1.6142,21,-1.5725
ENSG00000170989,S1PR1,3,-2.2287,29,1.03019,5,-1.8140,5,-1.8844,94,3.27895,3,-2.4521
ENSG00000118733,OLFM3,140,0.76211,53,-0.8298,148,1.13841,85,-0.0543,15,-2.6096,2,-5.2684
ENSG00000060718,COL11A1,17,0.35816,8,-0.8202,16,0.25134,18,0.64107,7,-0.9343,4,-1.7512
ENSG00000185946,RNPC3,65,-0.0441,63,-0.1108,41,-0.8919,61,-0.2061,164,1.48700,85,0.36779
ENSG00000198890,PRMT6,12,-0.4208,16,-0.0158,17,0.07518,20,0.45837,5,-1.5743,14,-0.1752
ENSG00000162631,NTNG1,0,-7.9525,18,-0.7068,64,2.09503,23,-0.3506,0,-8.3075,6,-2.0800
ENSG00000162636,FAM102B,70,0.49768,37,-0.5370,35,-0.7038,82,1.19329,20,-1.4363,18,-1.5919
ENSG00000162639,HENMT1,34,0.88958,17,-0.2034,21,0.14605,21,0.12529,8,-1.2645,11,-0.8178
ENSG00000134186,PRPF38B,71,0.37320,37,-0.7061,51,-0.1904,40,-0.6772,102,0.97088,115,1.17127
ENSG00000116266,STXBP3,100,0.77519,41,-0.6534,31,-1.2073,34,-1.1150,118,1.05826,207,2.09459
ENSG00000121957,GPSM2,13,-0.6256,21,0.10104,10,-1.1537,12,-1.0086,25,0.37657,80,2.45619
ENSG00000121940,CLCC1,49,1.21038,19,-0.3892,20,-0.2944,18,-0.4861,31,0.43576,30,0.40535
ENSG00000085433,WDR47,199,0.44654,118,-0.4071,174,0.28611,184,0.46286,72,-1.1284,39,-2.0268
ENSG00000197780,TAF13,79,-0.7349,167,0.47507,110,-0.2832,145,0.28849,78,-0.7585,131,0.04088
ENSG00000215717,TMEM167B,71,0.73474,30,-0.6963,50,0.18719,47,0.09260,28,-0.7214,45,0.00541
ENSG00000116299,KIAA1324,24,0.40902,15,-0.3396,19,0.08729,23,0.48739,10,-0.8813,7,-1.3182
ENSG00000031698,SARS,326,0.24818,291,0.07819,269,-0.0652,325,0.34791,172,-0.7417,154,-0.9096
ENSG00000143126,CELSR2,140,-0.1463,141,-0.1382,190,0.43151,157,0.04584,129,-0.2750,92,-0.7922
ENSG00000134222,PSRC1,41,0.09484,35,-0.1602,54,0.67221,19,-1.3401,25,-0.6723,91,1.40388
ENSG00000134243,SORT1,419,0.54629,233,-0.4171,334,0.22515,186,-0.9271,330,0.16053,615,1.18929
ENSG00000143106,PSMA5,73,-0.3043,64,-0.5425,113,0.48202,101,0.28376,59,-0.6339,63,-0.5279
ENSG00000174151,CYB561D1,7,-1.1728,13,-0.3883,24,0.71865,18,0.19742,14,-0.2872,8,-1.0986
ENSG00000181754,AMIGO1,37,-0.3543,51,0.18224,52,0.21899,54,0.35136,32,-0.5473,11,-2.0756
ENSG00000065135,GNAI3,20,-0.2495,32,0.49562,15,-0.8047,23,-0.0387,31,0.41202,33,0.49339
ENSG00000116337,AMPD2,73,0.26280,76,0.36759,88,0.72391,46,-0.6045,46,-0.4713,24,-1.4378
ENSG00000168765,GSTM4,10,-1.1313,16,-0.5097,28,0.43380,27,0.44085,12,-0.9435,21,-0.1223
