Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000160062,ZBTB8A,26,0.52856,21,0.15604,28,0.61205,13,-0.6972,4,-2.2893,26,0.48508,25,0.46469
ENSG00000176261,ZBTB8OS,16,-1.0253,30,-0.0833,18,-0.8116,42,0.64462,33,0.07580,30,-0.0724,30,-0.0621
ENSG00000162521,RBBP4,127,0.37957,76,-0.4731,111,0.16306,99,-0.0174,84,-0.2720,103,0.04826,126,0.37145
ENSG00000162522,KIAA1522,5,-2.0449,25,0.39854,16,-0.3244,27,0.58539,10,-1.0154,21,0.03179,20,-0.0170
ENSG00000134684,YARS,10,-2.7761,49,-0.5180,58,-0.1893,69,0.10437,126,1.08507,62,-0.0910,96,0.62156
ENSG00000160097,FNDC5,1,-4.2646,20,-0.4836,53,1.15396,28,0.08317,42,0.74841,24,-0.1445,22,-0.2871
ENSG00000121905,HPCA,8,-4.0756,100,-0.5386,103,-0.4545,183,0.63947,115,-0.2763,114,-0.2914,280,1.20589
ENSG00000121900,TMEM54,16,-0.7639,31,0.28523,27,0.00867,36,0.69267,22,-0.2673,6,-2.1503,23,-0.2329
ENSG00000004455,AK2,38,0.60554,22,-0.3368,16,-0.7562,29,0.20608,24,-0.1500,29,0.16040,25,-0.0631
ENSG00000142920,AZIN2,6,-1.6442,15,-0.4312,4,-2.2652,21,0.21835,28,0.58565,29,0.67796,31,0.77887
ENSG00000160094,ZNF362,17,-0.3325,25,0.30457,31,0.58670,20,-0.1582,19,-0.1440,14,-0.6974,23,0.10925
ENSG00000134686,PHC2,24,-0.7145,38,0.00050,16,-1.3419,39,0.01933,68,0.93371,31,-0.3585,53,0.51330
ENSG00000121904,CSMD2,18,0.49086,6,-1.1682,7,-0.9506,7,-1.0866,17,0.40527,32,1.42536,25,1.02539
ENSG00000163866,SMIM12,16,-1.4304,25,-0.8321,29,-0.5174,55,0.67680,65,0.76737,37,-0.1495,44,0.13251
ENSG00000116544,DLGAP3,1,-5.5395,65,0.55237,44,-0.1571,74,0.95815,21,-1.2789,36,-0.4656,32,-0.6496
ENSG00000163867,ZMYM6,19,-0.2785,11,-1.2010,29,0.41611,24,0.16548,25,0.13738,35,0.73453,22,-0.0106
ENSG00000116560,SFPQ,701,1.71648,144,-1.0096,270,0.05012,180,-0.7212,161,-0.7565,410,0.73908,247,-0.0918
ENSG00000146463,ZMYM4,94,0.57626,68,0.05778,116,0.93394,37,-1.0739,44,-0.6437,68,0.05172,91,0.52059
ENSG00000142687,KIAA0319L,44,-0.5590,51,-0.3583,57,-0.1489,62,-0.0222,81,0.42214,74,0.28038,81,0.43181
ENSG00000020129,NCDN,42,-3.2762,206,-1.0206,125,-1.6850,581,1.01706,562,0.66354,313,-0.2888,556,0.64519
ENSG00000126067,PSMB2,50,-0.6705,57,-0.5222,48,-0.7255,75,-0.0359,118,0.70634,80,0.06607,131,0.89314
ENSG00000142686,C1orf216,14,-2.3698,61,-0.1993,29,-1.2979,73,0.16083,126,1.02928,63,-0.1091,105,0.72049
ENSG00000134698,AGO4,22,0.46549,10,-0.7934,17,-0.0066,16,-0.0629,20,0.26311,18,0.14725,21,0.33864
ENSG00000092847,AGO1,74,0.98354,31,-0.4622,29,-0.5336,40,-0.0664,43,0.06176,50,0.32336,32,-0.3811
ENSG00000126070,AGO3,129,1.42855,34,-0.8590,73,0.44558,41,-0.6122,41,-0.4826,88,0.74892,37,-0.6242
ENSG00000054116,TRAPPC3,8,-2.3331,16,-1.4659,32,-0.3658,63,1.03065,43,0.09224,41,0.02126,57,0.57483
ENSG00000116871,MAP7D1,188,0.36531,133,-0.2156,118,-0.3714,159,0.12009,129,-0.2380,112,-0.4563,209,0.54816
ENSG00000054118,THRAP3,236,0.80730,99,-0.6447,238,0.82724,85,-0.9885,112,-0.3968,195,0.48659,209,0.60446
ENSG00000196182,STK40,8,-1.0913,18,0.25527,8,-1.0463,18,0.27965,18,0.17133,20,0.41728,14,-0.2226
ENSG00000181817,LSM10,10,-1.5876,16,-0.9946,21,-0.4575,43,0.96386,22,-0.4241,18,-0.6788,52,0.99515
ENSG00000116885,OSCP1,1,-3.7610,9,-0.7801,2,-2.7819,18,0.44617,19,0.41443,10,-0.5164,42,1.80151
ENSG00000116898,MRPS15,18,-1.3382,29,-0.7399,35,-0.3781,62,0.73835,57,0.40723,38,-0.2343,52,0.25849
ENSG00000163873,GRIK3,13,-0.2596,21,0.49874,4,-1.8290,4,-2.0949,41,1.59721,36,1.37873,9,-0.8842
ENSG00000163875,MEAF6,28,-1.9790,80,-0.4573,102,-0.0290,120,0.30866,165,0.75836,114,0.15076,110,0.08736
ENSG00000163877,SNIP1,9,-0.9607,19,0.24223,14,-0.2079,11,-0.6499,17,0.04487,24,0.59420,28,0.87217
ENSG00000134697,GNL2,38,0.77552,8,-1.6468,27,0.24699,23,-0.0664,25,0.10758,27,0.21784,33,0.52686
ENSG00000116922,C1orf109,6,-1.5845,12,-0.7630,17,-0.1036,22,0.41101,21,0.20388,16,-0.2569,33,0.98850
ENSG00000183317,EPHA10,1,-3.2367,10,-0.4380,11,-0.2708,18,0.67216,29,1.30540,8,-0.8052,9,-0.6248
ENSG00000185090,MANEAL,1,-3.7372,7,-1.1548,5,-1.3963,14,0.02888,28,1.19618,25,0.94227,23,0.85352
ENSG00000197982,C1orf122,138,0.17273,121,-0.0474,95,-0.4187,186,0.93236,82,-0.6564,32,-2.0749,94,-0.4399
ENSG00000188786,MTF1,28,0.79216,15,-0.1848,18,0.10596,13,-0.5727,15,-0.2485,23,0.43026,19,0.18435
ENSG00000183431,SF3A3,27,-0.6583,33,-0.3546,36,-0.1998,41,-0.0223,44,0.10136,61,0.65610,54,0.43019
ENSG00000183520,UTP11,36,0.06960,19,-1.0017,75,1.28758,31,-0.2667,25,-0.4983,38,0.13278,44,0.38921
ENSG00000185668,POU3F1,0,-7.7567,9,-0.9665,15,-0.1651,22,0.65782,36,1.31416,6,-1.3707,22,0.48811
ENSG00000116954,RRAGC,46,0.23975,23,-0.8646,33,-0.2790,32,-0.3906,59,0.65460,48,0.32761,64,0.79685
ENSG00000174574,AKIRIN1,54,-0.4373,55,-0.4452,63,-0.1919,76,0.11755,80,0.18126,90,0.36706,90,0.37278
ENSG00000168653,NDUFS5,153,-1.6270,338,-0.4723,473,0.10655,650,0.87740,386,-0.2185,248,-0.9010,540,0.32148
ENSG00000127603,MACF1,1269,2.08395,222,-0.9830,625,0.75300,249,-0.8802,222,-0.9004,471,0.28207,181,-1.2138
ENSG00000090621,PABPC4,95,0.61484,67,0.03907,111,0.87623,52,-0.4349,46,-0.5353,61,-0.1059,49,-0.4481
ENSG00000116983,HPCAL4,132,-0.9955,314,0.41806,242,-0.0545,246,-0.0373,108,-1.2965,330,0.44648,328,0.43773
ENSG00000084072,PPIE,14,-0.7444,17,-0.4373,17,-0.4023,29,0.60552,29,0.41649,21,-0.0969,19,-0.2317
ENSG00000168389,MFSD2A,20,0.37400,23,0.73350,14,-0.2013,17,0.20771,13,-0.2540,9,-0.8324,2,-2.6535
ENSG00000131236,CAP1,102,-0.2840,86,-0.5953,148,0.31123,145,0.37203,119,-0.0382,122,-0.0007,121,-0.0181
ENSG00000131238,PPT1,50,-1.3028,75,-0.7394,93,-0.3586,142,0.42699,133,0.22059,93,-0.3451,217,1.04308
ENSG00000117000,RLF,57,0.86500,12,-1.6930,63,1.02428,19,-1.0517,15,-1.2195,60,0.94879,62,1.00302
ENSG00000084073,ZMPSTE24,35,-0.0174,35,-0.0477,25,-0.5397,39,0.17051,50,0.55660,28,-0.3960,33,-0.1401
ENSG00000084070,SMAP2,83,-0.8349,105,-0.5155,174,0.33834,109,-0.5178,156,0.15330,195,0.51981,272,1.09274
ENSG00000117016,RIMS3,14,-3.9100,216,0.21721,127,-0.6509,268,0.74184,214,0.17057,144,-0.4520,188,-0.0383
ENSG00000066136,NFYC,7,-2.2658,24,-0.4487,13,-1.2822,42,0.62414,57,0.99792,36,0.22978,26,-0.2723
ENSG00000127124,HIVEP3,14,-1.0826,29,0.05290,42,0.64704,19,-0.7788,27,-0.0691,54,1.08215,31,0.15270
ENSG00000198815,FOXJ3,25,-1.0435,36,-0.5834,27,-0.9622,52,0.04842,89,0.94569,56,0.16369,80,0.75443
ENSG00000177181,RIMKLA,13,-2.0402,36,-0.5585,63,0.37217,45,-0.2012,112,1.35915,58,0.21636,48,-0.0793
ENSG00000127125,PPCS,57,0.57544,35,-0.2406,32,-0.3388,48,0.38372,29,-0.4760,22,-0.9042,45,0.21034
ENSG00000186409,CCDC30,87,0.65314,45,-0.4421,107,1.01939,31,-1.1353,30,-1.0278,108,1.03372,65,0.17966
ENSG00000065978,YBX1,261,1.42497,102,-0.1942,162,0.58242,112,-0.0281,42,-1.5060,29,-2.0440,100,-0.1955
ENSG00000164008,C1orf50,15,-0.1045,10,-0.8020,16,-0.0127,17,0.03027,23,0.51388,16,-0.0540,24,0.59474
ENSG00000177868,SVBP,20,-0.4131,15,-0.9799,34,0.42102,34,0.55607,20,-0.3946,28,0.11140,29,0.14396
ENSG00000117394,SLC2A1,11,-1.7478,50,0.61585,39,0.11657,44,0.44458,40,0.18444,16,-1.2281,21,-0.8598
ENSG00000117395,EBNA1BP2,24,-1.5553,31,-1.2725,87,0.43980,67,0.02098,55,-0.2992,70,0.08990,165,1.56321
ENSG00000159479,MED8,10,-1.2357,18,-0.3596,13,-0.7695,29,0.64711,18,-0.2767,19,-0.2114,35,0.75058
ENSG00000198198,SZT2,23,0.40767,13,-0.5226,14,-0.3935,15,-0.2776,18,0.04597,29,0.83067,20,0.24294
ENSG00000178922,HYI,18,0.11405,12,-0.4889,16,-0.0346,27,1.15758,4,-1.8829,2,-3.0602,18,0.18923
ENSG00000142949,PTPRF,60,-0.8747,89,-0.2955,98,-0.1176,134,0.51547,85,-0.3461,80,-0.4319,153,0.60276
ENSG00000066135,KDM4A,18,-0.1473,12,-0.7903,25,0.38073,16,-0.4723,17,-0.2638,33,0.81688,35,0.90012
ENSG00000126091,ST3GAL3,9,-1.8659,33,0.16122,25,-0.2741,39,0.55282,27,-0.1900,38,0.36483,20,-0.6102
ENSG00000117408,IPO13,45,0.18901,36,-0.1619,16,-1.3737,59,0.87296,36,-0.1802,17,-1.2864,36,-0.1467
ENSG00000117410,ATP6V0B,66,-2.0997,168,-0.7663,88,-1.6811,345,0.59646,483,1.01404,290,0.15446,333,0.38315
ENSG00000117411,B4GALT2,31,-1.1678,102,0.82487,33,-1.0523,88,0.63229,53,-0.3649,40,-0.7986,37,-0.8920
ENSG00000159214,CCDC24,13,-0.2153,10,-0.6896,1,-3.4126,22,0.78972,21,0.56015,23,0.65777,8,-0.9999
ENSG00000178028,DMAP1,29,-0.8821,38,-0.4892,17,-1.6577,66,0.57901,54,0.11392,43,-0.2475,89,0.93007
ENSG00000117419,ERI3,29,-1.5839,74,-0.1777,65,-0.3546,106,0.57411,110,0.48205,67,-0.3058,79,-0.0492
ENSG00000187147,RNF220,71,-0.5227,68,-0.6592,77,-0.3976,124,0.48518,135,0.49721,84,-0.2586,117,0.27143
ENSG00000142937,RPS8,1324,0.93538,770,0.03555,911,0.30345,849,0.24670,253,-1.6764,318,-1.3366,660,-0.2149
ENSG00000070785,EIF2B3,21,-0.1079,11,-1.1854,17,-0.4250,26,0.30911,28,0.32833,21,-0.0896,38,0.85431
ENSG00000126088,UROD,17,-2.0066,40,-0.7941,53,-0.2971,99,1.01757,69,0.12484,48,-0.4527,74,0.24617
ENSG00000117450,PRDX1,165,-0.5876,193,-0.3834,195,-0.3339,347,0.83283,222,-0.1253,114,-1.1486,279,0.24343
ENSG00000117448,AKR1A1,15,-0.9004,25,-0.1703,9,-1.7059,30,0.19647,30,0.15743,25,-0.1715,55,1.16722
ENSG00000132780,NASP,398,2.90701,35,-1.4996,72,-0.2918,44,-1.2522,35,-1.3777,88,0.01913,75,-0.2342
ENSG00000159592,GPBP1L1,27,-0.2753,32,-0.0045,30,-0.1006,34,0.11968,26,-0.3131,30,-0.0999,42,0.41186
ENSG00000159596,TMEM69,12,-0.6046,11,-0.7256,9,-1.0427,22,0.46121,29,0.79460,18,0.03166,20,0.22233
ENSG00000086015,MAST2,4,-2.4785,20,0.01197,15,-0.4612,31,0.93558,25,0.36693,11,-0.9188,15,-0.4936
ENSG00000117461,PIK3R3,7,-1.5886,24,0.16636,41,1.03061,13,-0.9965,45,1.19003,34,0.71328,6,-1.9940
ENSG00000085998,POMGNT1,34,-0.4099,40,-0.1701,21,-1.1332,48,0.15643,64,0.57856,57,0.38227,45,0.01193
ENSG00000132128,LRRC41,14,-1.2960,28,-0.2937,28,-0.2547,43,0.56779,38,0.22630,39,0.25934,27,-0.3296
ENSG00000173660,UQCRH,69,-2.3540,225,-0.6488,264,-0.3444,469,0.81179,484,0.63939,233,-0.5335,369,0.19124
ENSG00000117481,NSUN4,10,-0.8336,18,0.08338,15,-0.2547,10,-1.0103,38,1.28870,32,1.02288,13,-0.4841
ENSG00000117480,FAAH,15,-0.9764,21,-0.5245,11,-1.4108,41,0.80271,19,-0.6424,33,0.23041,42,0.65401
ENSG00000079277,MKNK1,13,-1.0671,25,-0.0583,12,-1.1662,31,0.42254,23,-0.1588,35,0.50182,30,0.26173
ENSG00000123472,ATPAF1,53,-1.1615,72,-0.7676,98,-0.2204,152,0.65883,173,0.70630,86,-0.4301,118,0.06859
ENSG00000159658,EFCAB14,139,0.99020,88,0.24985,94,0.33253,70,-0.1637,46,-0.7971,53,-0.5757,46,-0.7716
ENSG00000186377,CYP4X1,5,-1.8519,9,-1.0563,14,-0.3018,21,0.41666,29,0.78952,24,0.49558,21,0.29130
ENSG00000162368,CMPK1,77,-0.6481,101,-0.2673,78,-0.6360,135,0.30628,190,0.79754,96,-0.3205,123,0.08053
ENSG00000162373,BEND5,16,-1.0205,17,-0.9992,44,0.54589,28,-0.2584,71,1.38488,35,0.18842,30,-0.0608
ENSG00000162374,ELAVL4,42,-2.5966,166,-0.6107,309,0.43858,160,-0.7424,607,1.63564,371,0.74514,219,-0.1187
ENSG00000185104,FAF1,31,-0.2794,22,-0.9046,28,-0.4384,40,0.14569,54,0.61506,41,0.17218,54,0.60099
ENSG00000123091,RNF11,112,-1.7989,340,-0.1212,294,-0.3406,404,0.21882,604,0.83823,330,-0.1559,409,0.18734
ENSG00000085832,EPS15,138,-0.3698,137,-0.4210,194,0.16961,161,-0.1613,288,0.82967,204,0.25132,163,-0.1052
ENSG00000117859,OSBPL9,57,1.44564,16,-0.7370,15,-0.7101,20,-0.3933,23,-0.0733,18,-0.4411,38,0.73927
ENSG00000078618,NRDC,219,0.97041,64,-1.1045,133,0.13813,88,-0.6446,146,0.27889,170,0.53469,166,0.49658
ENSG00000169213,RAB3B,101,1.45821,57,0.55053,43,-0.0011,17,-1.5930,43,0.00505,62,0.60089,12,-1.8830
ENSG00000117862,TXNDC12,15,-1.0087,24,-0.3864,33,0.16576,36,0.41672,26,-0.1990,29,-0.0420,38,0.38527
ENSG00000134717,BTF3L4,34,-0.5356,32,-0.6871,32,-0.6431,49,0.04370,77,0.77989,45,-0.1031,81,0.85793
ENSG00000157077,ZFYVE9,38,-0.2577,22,-1.1921,80,0.94537,31,-0.7100,57,0.36226,58,0.39434,82,0.98312
ENSG00000134748,PRPF38A,91,1.02140,48,-0.0298,64,0.41739,42,-0.3344,29,-0.8239,47,-0.0824,41,-0.3086
ENSG00000134744,TUT4,329,2.04350,64,-0.8287,183,0.93517,54,-1.2204,33,-1.7403,120,0.22089,89,-0.2573
ENSG00000162377,COA7,19,-0.3991,14,-0.9704,29,0.25733,21,-0.2811,29,0.27373,34,0.52648,43,0.93084
ENSG00000162378,ZYG11B,61,-1.4635,149,-0.0997,201,0.39196,129,-0.4053,204,0.41324,222,0.55796,207,0.43897
ENSG00000121310,ECHDC2,23,0.32057,16,-0.3274,5,-1.9965,29,1.00659,9,-1.0344,22,0.24268,10,-0.9439
ENSG00000116171,SCP2,60,-0.6615,83,-0.1947,72,-0.3953,115,0.47986,105,0.21078,76,-0.3032,98,0.10208
ENSG00000162384,CZIB,17,-1.1253,21,-0.9314,24,-0.6444,59,1.14180,22,-0.7940,28,-0.3950,53,0.61127
ENSG00000162385,MAGOH,1,-3.2065,8,-1.0359,33,1.30896,16,0.17104,20,0.47477,12,-0.3884,19,0.37696
ENSG00000157193,LRP8,37,-0.1125,42,0.07732,35,-0.1934,33,-0.3633,62,0.70923,58,0.60468,24,-0.7653
ENSG00000058799,YIPF1,6,-1.4321,10,-0.6404,9,-0.8539,21,0.66707,29,1.04226,11,-0.4554,15,-0.0289
ENSG00000081870,HSPB11,8,-1.5672,15,-0.6721,22,0.02541,28,0.48150,22,-0.0409,23,0.03458,34,0.69701
ENSG00000116209,TMEM59,90,-0.6897,112,-0.3881,113,-0.3380,170,0.41408,177,0.37914,91,-0.6785,196,0.54749
ENSG00000116221,MRPL37,16,-1.5078,27,-0.8054,27,-0.7254,69,1.04136,63,0.58668,40,-0.1386,31,-0.5414
ENSG00000157216,SSBP3,69,-1.8975,266,0.18218,242,0.01225,210,-0.2704,425,0.94773,309,0.40600,198,-0.3088
ENSG00000162390,ACOT11,49,2.18596,11,-0.4198,5,-1.6006,12,-0.3891,9,-0.7688,24,0.80425,0,-6.6427
ENSG00000243725,TTC4,26,0.32320,12,-0.8817,25,0.26916,20,-0.1264,26,0.30998,27,0.40667,23,0.13921
ENSG00000116133,DHCR24,110,0.14884,57,-0.9626,38,-1.4973,86,-0.2948,235,1.46327,125,0.36500,120,0.29758
ENSG00000162402,USP24,39,0.05605,41,0.16199,40,0.11328,32,-0.3061,42,0.19090,46,0.33388,29,-0.3976
ENSG00000162407,PLPP3,236,0.49339,115,-0.7188,231,0.45421,282,1.13304,95,-0.9517,74,-1.3286,34,-2.4782
ENSG00000162409,PRKAA2,42,-0.6907,38,-0.9416,83,0.37383,57,-0.2652,62,-0.0802,95,0.60241,127,1.09916
ENSG00000173406,DAB1,13,-0.3181,14,-0.2591,15,-0.1470,19,0.34500,8,-1.0564,10,-0.8098,32,1.09091
ENSG00000162601,MYSM1,65,-0.1105,44,-0.7839,77,0.16171,56,-0.4217,47,-0.6054,157,1.37738,94,0.48906
ENSG00000177606,JUN,126,-0.1482,68,-1.1986,147,0.10037,192,0.73210,15,-3.2744,130,-0.0901,252,1.00662
ENSG00000134709,HOOK1,12,-2.2274,30,-1.0045,71,0.43237,51,-0.1353,33,-0.7890,108,1.14842,107,1.14194
ENSG00000162599,NFIA,687,1.94323,236,0.05003,273,0.28376,148,-0.8353,98,-1.3089,208,-0.1575,111,-1.1182
ENSG00000162604,TM2D1,24,-0.9446,33,-0.4823,24,-0.9443,50,0.27389,52,0.29672,47,0.12529,74,0.87765
ENSG00000132849,PATJ,12,-0.1867,9,-0.6583,20,0.58166,12,-0.3360,14,0.02467,28,1.16478,10,-0.4075
ENSG00000162607,USP1,132,1.56650,40,-0.4945,105,1.13834,24,-1.4352,26,-1.1030,62,0.25250,54,0.03647
ENSG00000116641,DOCK7,69,0.71287,28,-0.7950,58,0.41762,50,0.24181,20,-1.2018,58,0.42525,35,-0.3826
ENSG00000125703,ATG4C,43,1.48491,18,-0.0362,9,-1.1063,12,-0.6846,12,-0.6404,18,-0.0228,26,0.57570
ENSG00000079739,PGM1,7,-2.1487,26,-0.2541,29,-0.0643,49,1.15991,31,0.06075,17,-0.8896,17,-0.8892
ENSG00000158966,CACHD1,11,-0.9669,20,-0.0445,19,-0.1454,29,0.75839,22,0.07917,11,-0.8921,16,-0.3930
ENSG00000162437,RAVER2,14,-0.4638,19,0.06183,22,0.30275,22,0.39264,7,-1.4936,20,0.15412,17,-0.1693
ENSG00000162434,JAK1,86,0.10123,58,-0.5800,137,0.86373,72,-0.2262,115,0.56669,102,0.36596,38,-1.1606
ENSG00000162433,AK4,53,-0.5394,65,-0.2325,99,0.46536,93,0.47125,46,-0.7547,72,-0.0472,66,-0.1864
ENSG00000116675,DNAJC6,175,-0.8808,236,-0.4636,215,-0.5604,271,-0.2509,567,1.02471,384,0.36254,447,0.61461
ENSG00000213625,LEPROT,35,-0.6310,40,-0.4771,92,0.92688,77,0.88599,25,-1.1094,32,-0.7798,28,-0.9418
ENSG00000184588,PDE4B,126,1.23065,36,-0.8693,57,-0.1143,57,-0.1166,58,-0.0641,29,-1.1456,93,0.69582
ENSG00000118473,SGIP1,80,-0.6825,82,-0.6965,161,0.42987,109,-0.2369,122,-0.0138,176,0.58713,201,0.80491
ENSG00000198160,MIER1,165,1.54072,67,-0.0063,111,0.83159,31,-1.4246,24,-1.5454,74,0.15496,72,0.10711
ENSG00000142864,SERBP1,431,1.03385,164,-0.5999,447,1.09756,161,-0.7015,151,-0.6805,244,0.07733,239,0.04197
ENSG00000116717,GADD45A,24,-0.0957,41,0.89847,34,0.44187,15,-0.9596,19,-0.4737,33,0.37538,19,-0.4304
ENSG00000172380,GNG12,52,1.09663,42,0.86404,25,-0.0923,27,0.01579,5,-2.4128,6,-2.1437,14,-0.9716
ENSG00000116729,WLS,106,0.76303,58,-0.2627,84,0.37248,89,0.62644,32,-1.1344,40,-0.7915,24,-1.5527
ENSG00000033122,LRRC7,44,-0.8107,40,-1.0288,64,-0.2204,61,-0.3680,72,-0.0263,139,1.05720,154,1.24775
ENSG00000066557,LRRC40,15,-0.5860,11,-1.1617,12,-0.9749,26,0.31194,38,0.83901,27,0.27149,33,0.61866
ENSG00000116754,SRSF11,645,1.42276,180,-0.7668,217,-0.4101,178,-0.8651,183,-0.6671,485,0.90894,384,0.51147
ENSG00000118454,ANKRD13C,18,-0.9770,24,-0.6185,29,-0.2774,44,0.49489,32,-0.1196,46,0.44700,42,0.31856
ENSG00000132485,ZRANB2,177,-0.1013,108,-0.9546,277,0.63202,147,-0.4885,150,-0.3625,344,1.00193,282,0.66106
ENSG00000172260,NEGR1,113,-1.7298,243,-0.6252,495,0.57517,291,-0.3573,440,0.37773,536,0.70819,543,0.72991
ENSG00000178965,ERICH3,75,-0.6764,71,-0.8477,175,0.67475,65,-1.0936,92,-0.3737,231,1.15206,254,1.32822
ENSG00000116791,CRYZ,14,-0.3646,16,-0.1236,17,-0.0135,14,-0.4003,49,1.78980,10,-0.7921,9,-1.0242
ENSG00000162623,TYW3,41,0.00105,25,-0.8453,55,0.45987,33,-0.4192,31,-0.4602,63,0.69025,73,0.94046
ENSG00000117054,ACADM,49,-0.0694,37,-0.5699,52,0.01113,61,0.35729,65,0.38277,54,0.07573,38,-0.4833
ENSG00000137955,RABGGTB,48,0.52551,25,-0.5772,29,-0.2438,42,0.44505,39,0.20322,25,-0.4978,27,-0.3934
ENSG00000117069,ST6GALNAC5,0,-7.3051,14,-1.7289,20,-1.0136,47,0.38471,73,1.02186,33,-0.2681,100,1.58240
ENSG00000142892,PIGK,9,-1.5700,20,-0.3579,12,-1.1592,24,-0.0619,39,0.70396,38,0.64800,41,0.78505
ENSG00000154027,AK5,93,-1.1997,126,-0.8241,160,-0.3757,189,-0.1432,243,0.28694,319,0.74320,398,1.12882
ENSG00000036549,AC118549.1,103,1.91357,21,-0.8136,30,-0.2159,27,-0.5039,27,-0.3893,35,0.02662,28,-0.3315
ENSG00000077254,USP33,87,-0.4100,83,-0.5325,101,-0.1710,107,-0.1064,160,0.57456,163,0.60023,129,0.22258
ENSG00000180488,MIGA1,135,0.21181,85,-0.5793,153,0.42131,90,-0.5223,148,0.35844,156,0.45501,150,0.38161
ENSG00000162613,FUBP1,91,0.61092,35,-0.9722,72,0.22635,42,-0.7791,66,0.07563,93,0.64187,110,0.92750
ENSG00000162616,DNAJB4,29,-0.1585,23,-0.5758,52,0.78536,25,-0.4769,29,-0.1529,48,0.63969,43,0.44350
ENSG00000137959,IFI44L,82,2.86981,26,0.71319,10,-0.9465,7,-1.6628,4,-2.1604,3,-2.4811,8,-1.2844
ENSG00000117114,ADGRL2,7,-2.2575,17,-1.0427,24,-0.4148,38,0.44463,47,0.66854,51,0.78814,35,0.19239
ENSG00000137941,TTLL7,910,2.10009,145,-1.1170,219,-0.3946,138,-1.3081,205,-0.5016,420,0.65741,357,0.38402
ENSG00000142875,PRKACB,215,-0.7095,248,-0.5413,343,0.02253,353,0.08547,454,0.47750,332,-0.0298,487,0.59427
ENSG00000117133,RPF1,13,-1.2816,18,-0.9244,41,0.43679,37,0.34210,36,0.21315,29,-0.1202,48,0.67075
ENSG00000174021,GNG5,13,-1.3815,26,-0.4686,39,0.24566,63,1.58151,10,-1.8656,5,-2.7610,27,-0.3137
ENSG00000117155,SSX2IP,48,-1.9328,109,-0.7847,304,0.94886,160,-0.1440,188,0.14075,206,0.28889,276,0.78067
ENSG00000162642,C1orf52,40,-0.5420,38,-0.6743,47,-0.2802,48,-0.3271,83,0.62318,59,0.07401,116,1.20898
ENSG00000153904,DDAH1,109,-1.3684,275,0.07486,250,-0.0887,334,0.51364,275,0.06354,209,-0.3674,245,-0.1195
ENSG00000142871,CCN1,22,-1.8739,37,-1.1632,16,-2.2951,115,0.99756,30,-1.4071,137,1.00338,123,0.82565
ENSG00000117174,ZNHIT6,149,1.66735,50,-0.2374,87,0.69684,27,-1.3453,40,-0.5449,52,-0.1337,59,0.07087
ENSG00000122417,ODF2L,74,0.05874,38,-1.0535,117,0.81614,40,-1.0610,46,-0.6970,205,1.84857,75,0.07563
ENSG00000097033,SH3GLB1,108,1.10661,33,-0.8985,94,0.86463,53,-0.1201,30,-0.9598,53,-0.0876,49,-0.1875
ENSG00000183291,SELENOF,67,-0.3599,55,-0.7295,73,-0.2211,97,0.31506,102,0.32318,76,-0.1486,118,0.56744
ENSG00000153936,HS2ST1,23,-0.9409,39,-0.1039,44,0.07993,48,0.31839,54,0.42221,30,-0.5003,42,0.01232
ENSG00000143013,LMO4,310,-1.8287,628,-0.8346,1434,0.55455,1035,0.02632,1421,0.53999,1463,0.58870,1230,0.29993
ENSG00000065243,PKN2,126,1.71577,38,-0.3622,57,0.32084,28,-0.9701,24,-1.0425,65,0.54266,36,-0.3945
ENSG00000137947,GTF2B,3,-2.5404,9,-1.0495,16,-0.1265,24,0.70955,22,0.34724,16,-0.1470,27,0.71242
ENSG00000213516,RBMXL1,42,0.85839,24,-0.0847,32,0.41401,21,-0.3618,18,-0.5357,16,-0.6405,31,0.35991
ENSG00000197147,LRRC8B,28,-2.0900,80,-0.5483,111,0.01773,121,0.20040,152,0.52540,116,0.08146,170,0.71697
ENSG00000171488,LRRC8C,8,-0.9917,10,-0.7189,13,-0.1850,15,-0.0582,22,0.57873,17,0.22989,27,0.95264
ENSG00000171492,LRRC8D,40,0.95853,9,-1.4172,8,-1.4403,18,-0.4037,49,1.32366,27,0.31543,25,0.20790
ENSG00000162664,ZNF326,440,2.70489,61,-0.9092,87,-0.2875,46,-1.4899,69,-0.6413,96,-0.1315,92,-0.2033
ENSG00000233593,LINC02609,18,-0.3343,20,-0.2395,9,-1.3469,28,0.44685,34,0.68437,14,-0.6799,27,0.25813
ENSG00000122482,ZNF644,305,2.10809,60,-0.7634,177,1.05908,42,-1.4421,37,-1.4063,98,0.07001,74,-0.3765
ENSG00000069702,TGFBR3,9,-0.8858,13,-0.4042,38,1.44543,24,0.88073,6,-1.3624,7,-1.2571,4,-2.1059
ENSG00000172031,EPHX4,2,-4.1733,13,-1.5606,22,-0.6592,46,0.62223,36,0.08514,37,0.14101,82,1.49076
