Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000159023,EPB41,14,-0.7335,12,-1.0512,42,1.02881,19,-0.2566,6,-2.0169,35,0.69526,65,1.82430,15,-0.6346
ENSG00000116350,SRSF4,187,1.19955,74,-0.3820,105,0.22430,86,-0.0957,66,-0.5773,47,-1.0451,108,0.26923,104,0.21113
ENSG00000116353,MECR,9,-1.3821,10,-1.3322,12,-0.9553,23,0.00214,43,1.21374,31,0.46148,17,-0.5140,34,0.58142
ENSG00000060656,PTPRU,1,-3.5397,18,0.59260,3,-2.1524,0,-3.9025,6,-1.1130,35,1.69080,35,1.67120,7,-0.9049
ENSG00000162512,SDC3,148,0.80518,90,-0.0128,74,-0.3245,107,0.26052,106,0.27278,78,-0.2499,80,-0.2143,32,-1.6128
ENSG00000134644,PUM1,149,-0.2226,168,-0.0374,163,-0.0736,111,-0.6771,156,-0.1625,180,0.08365,246,0.59475,214,0.36382
ENSG00000121766,ZCCHC17,146,0.25923,102,-0.3382,138,0.17251,96,-0.4088,117,-0.1097,98,-0.3638,135,0.13881,189,0.69459
ENSG00000121769,FABP3,9,-1.9826,16,-1.2209,23,-0.5800,20,-0.8165,34,0.03545,71,1.27478,50,0.66107,61,1.00157
ENSG00000162517,PEF1,16,-2.0078,35,-0.9195,37,-0.7774,49,-0.3383,93,0.82812,114,1.05503,59,-0.0330,74,0.31981
ENSG00000084636,COL16A1,49,1.25463,9,-1.5277,9,-1.4064,43,1.02786,18,-0.4340,29,0.37645,23,0.01130,24,0.04437
ENSG00000121753,ADGRB2,37,-2.2730,137,-0.3225,100,-0.7746,167,0.01728,270,0.96043,198,0.29786,159,-0.0574,173,0.07744
ENSG00000184007,PTP4A2,1434,2.95929,270,-0.2393,198,-0.6981,137,-1.2592,151,-1.2017,123,-1.4125,139,-1.2340,216,-0.5616
ENSG00000121774,KHDRBS1,103,-0.4200,103,-0.4574,150,0.18005,166,0.34596,128,-0.0826,113,-0.2744,120,-0.1716,227,0.87041
ENSG00000121775,TMEM39B,10,-0.6050,10,-0.6734,3,-2.3397,21,0.57641,27,1.22561,14,-0.0698,17,0.26832,7,-1.0748
ENSG00000025800,KPNA6,64,-0.4994,64,-0.5408,125,0.58503,84,-0.0744,72,-0.3403,82,-0.1073,113,0.41428,136,0.72103
ENSG00000084652,TXLNA,34,0.47793,24,-0.1302,20,-0.3578,23,-0.1413,27,0.08475,14,-0.8835,27,0.07593,35,0.52120
ENSG00000160050,CCDC28B,10,-1.0517,12,-0.7362,13,-0.6217,44,1.37282,35,1.12266,7,-1.4832,5,-1.9830,21,0.15053
ENSG00000084623,EIF3I,35,-1.1464,53,-0.5664,77,0.06409,80,0.12065,76,0.04572,118,0.77340,74,0.00751,97,0.43660
ENSG00000175130,MARCKSL1,377,2.05432,112,-0.1110,110,-0.1298,173,0.60992,87,-0.5460,47,-1.4101,29,-2.1102,56,-1.1502
ENSG00000160058,BSDC1,59,0.29276,54,0.14214,38,-0.4320,66,0.46131,32,-0.7335,55,0.15188,69,0.54188,37,-0.4468
ENSG00000160062,ZBTB8A,26,0.52856,21,0.15604,28,0.61205,10,-0.9162,14,-0.4637,4,-2.2893,26,0.48508,25,0.46469
ENSG00000176261,ZBTB8OS,16,-1.0253,30,-0.0833,18,-0.8116,41,0.42882,42,0.57300,33,0.07580,30,-0.0724,30,-0.0621
ENSG00000162521,RBBP4,127,0.37957,76,-0.4731,111,0.16306,123,0.33607,87,-0.2424,84,-0.2720,103,0.04826,126,0.37145
ENSG00000162522,KIAA1522,5,-2.0449,25,0.39854,16,-0.3244,19,-0.1125,31,0.76510,10,-1.0154,21,0.03179,20,-0.0170
ENSG00000134684,YARS,10,-2.7761,49,-0.5180,58,-0.1893,54,-0.3027,77,0.27926,126,1.08507,62,-0.0910,96,0.62156
ENSG00000160097,FNDC5,1,-4.2646,20,-0.4836,53,1.15396,21,-0.4080,31,0.29700,42,0.74841,24,-0.1445,22,-0.2871
ENSG00000121905,HPCA,8,-4.0756,100,-0.5386,103,-0.4545,155,0.19810,197,0.68915,115,-0.2763,114,-0.2914,280,1.20589
ENSG00000121900,TMEM54,16,-0.7639,31,0.28523,27,0.00867,34,0.37968,38,0.65827,22,-0.2673,6,-2.1503,23,-0.2329
ENSG00000004455,AK2,38,0.60554,22,-0.3368,16,-0.7562,48,0.99934,20,-0.5129,24,-0.1500,29,0.16040,25,-0.0631
ENSG00000142920,AZIN2,6,-1.6442,15,-0.4312,4,-2.2652,10,-0.9413,27,0.62320,28,0.58565,29,0.67796,31,0.77887
ENSG00000160094,ZNF362,17,-0.3325,25,0.30457,31,0.58670,7,-1.5872,26,0.35136,19,-0.1440,14,-0.6974,23,0.10925
ENSG00000134686,PHC2,24,-0.7145,38,0.00050,16,-1.3419,40,0.06752,38,-0.0132,68,0.93371,31,-0.3585,53,0.51330
ENSG00000121904,CSMD2,18,0.49086,6,-1.1682,7,-0.9506,6,-1.1640,8,-0.8653,17,0.40527,32,1.42536,25,1.02539
ENSG00000163866,SMIM12,16,-1.4304,25,-0.8321,29,-0.5174,37,-0.1399,64,0.87903,65,0.76737,37,-0.1495,44,0.13251
ENSG00000116544,DLGAP3,1,-5.5395,65,0.55237,44,-0.1571,52,0.10864,85,1.09010,21,-1.2789,36,-0.4656,32,-0.6496
ENSG00000163867,ZMYM6,19,-0.2785,11,-1.2010,29,0.41611,24,0.08705,25,0.16613,25,0.13738,35,0.73453,22,-0.0106
ENSG00000116560,SFPQ,701,1.71648,144,-1.0096,270,0.05012,254,-0.0454,143,-1.0292,161,-0.7565,410,0.73908,247,-0.0918
ENSG00000146463,ZMYM4,94,0.57626,68,0.05778,116,0.93394,64,-0.0563,24,-1.6751,44,-0.6437,68,0.05172,91,0.52059
ENSG00000142687,KIAA0319L,44,-0.5590,51,-0.3583,57,-0.1489,73,0.25981,56,-0.1940,81,0.42214,74,0.28038,81,0.43181
ENSG00000020129,NCDN,42,-3.2762,206,-1.0206,125,-1.6850,347,-0.1232,698,1.24397,562,0.66354,313,-0.2888,556,0.64519
ENSG00000126067,PSMB2,50,-0.6705,57,-0.5222,48,-0.7255,88,0.22119,69,-0.1864,118,0.70634,80,0.06607,131,0.89314
ENSG00000142686,C1orf216,14,-2.3698,61,-0.1993,29,-1.2979,66,-0.0585,77,0.23641,126,1.02928,63,-0.1091,105,0.72049
ENSG00000134698,AGO4,22,0.46549,10,-0.7934,17,-0.0066,14,-0.2586,17,0.05301,20,0.26311,18,0.14725,21,0.33864
ENSG00000092847,AGO1,74,0.98354,31,-0.4622,29,-0.5336,29,-0.5608,45,0.17708,43,0.06176,50,0.32336,32,-0.3811
ENSG00000126070,AGO3,129,1.42855,34,-0.8590,73,0.44558,52,-0.1120,35,-0.7975,41,-0.4826,88,0.74892,37,-0.6242
ENSG00000054116,TRAPPC3,8,-2.3331,16,-1.4659,32,-0.3658,52,0.42790,68,1.02235,43,0.09224,41,0.02126,57,0.57483
ENSG00000116871,MAP7D1,188,0.36531,133,-0.2156,118,-0.3714,149,-0.0049,163,0.15781,129,-0.2380,112,-0.4563,209,0.54816
ENSG00000054118,THRAP3,236,0.80730,99,-0.6447,238,0.82724,84,-0.8412,86,-0.8850,112,-0.3968,195,0.48659,209,0.60446
ENSG00000196182,STK40,8,-1.0913,18,0.25527,8,-1.0463,11,-0.5873,22,0.58948,18,0.17133,20,0.41728,14,-0.2226
ENSG00000181817,LSM10,10,-1.5876,16,-0.9946,21,-0.4575,33,0.24048,48,1.03847,22,-0.4241,18,-0.6788,52,0.99515
ENSG00000116885,OSCP1,1,-3.7610,9,-0.7801,2,-2.7819,22,0.61149,16,0.20345,19,0.41443,10,-0.5164,42,1.80151
ENSG00000116898,MRPS15,18,-1.3382,29,-0.7399,35,-0.3781,53,0.27600,66,0.76602,57,0.40723,38,-0.2343,52,0.25849
ENSG00000163873,GRIK3,13,-0.2596,21,0.49874,4,-1.8290,3,-2.4528,5,-1.7036,41,1.59721,36,1.37873,9,-0.8842
ENSG00000163875,MEAF6,28,-1.9790,80,-0.4573,102,-0.0290,80,-0.4169,140,0.56450,165,0.75836,114,0.15076,110,0.08736
ENSG00000163877,SNIP1,9,-0.9607,19,0.24223,14,-0.2079,9,-0.8986,13,-0.4107,17,0.04487,24,0.59420,28,0.87217
ENSG00000134697,GNL2,38,0.77552,8,-1.6468,27,0.24699,25,0.08490,22,-0.1393,25,0.10758,27,0.21784,33,0.52686
ENSG00000116922,C1orf109,6,-1.5845,12,-0.7630,17,-0.1036,24,0.45005,21,0.26658,21,0.20388,16,-0.2569,33,0.98850
ENSG00000183317,EPHA10,1,-3.2367,10,-0.4380,11,-0.2708,9,-0.6148,23,1.03113,29,1.30540,8,-0.8052,9,-0.6248
ENSG00000185090,MANEAL,1,-3.7372,7,-1.1548,5,-1.3963,11,-0.3694,16,0.21592,28,1.19618,25,0.94227,23,0.85352
ENSG00000197982,C1orf122,138,0.17273,121,-0.0474,95,-0.4187,163,0.44636,198,0.90203,82,-0.6564,32,-2.0749,94,-0.4399
ENSG00000188786,MTF1,28,0.79216,15,-0.1848,18,0.10596,16,-0.1497,11,-0.7090,15,-0.2485,23,0.43026,19,0.18435
ENSG00000183431,SF3A3,27,-0.6583,33,-0.3546,36,-0.1998,43,0.06047,40,-0.0646,44,0.10136,61,0.65610,54,0.43019
ENSG00000183520,UTP11,36,0.06960,19,-1.0017,75,1.28758,33,-0.0976,29,-0.3019,25,-0.4983,38,0.13278,44,0.38921
ENSG00000185668,POU3F1,0,-7.7567,9,-0.9665,15,-0.1651,25,0.64292,21,0.45743,36,1.31416,6,-1.3707,22,0.48811
ENSG00000116954,RRAGC,46,0.23975,23,-0.8646,33,-0.2790,34,-0.2329,31,-0.3924,59,0.65460,48,0.32761,64,0.79685
ENSG00000174574,AKIRIN1,54,-0.4373,55,-0.4452,63,-0.1919,64,-0.1663,81,0.23464,80,0.18126,90,0.36706,90,0.37278
ENSG00000168653,NDUFS5,153,-1.6270,338,-0.4723,473,0.10655,595,0.48408,677,0.81856,386,-0.2185,248,-0.9010,540,0.32148
ENSG00000127603,MACF1,1269,2.08395,222,-0.9830,625,0.75300,549,0.53323,99,-2.2377,222,-0.9004,471,0.28207,181,-1.2138
ENSG00000090621,PABPC4,95,0.61484,67,0.03907,111,0.87623,65,-0.0223,46,-0.5939,46,-0.5353,61,-0.1059,49,-0.4481
ENSG00000116983,HPCAL4,132,-0.9955,314,0.41806,242,-0.0545,219,-0.2167,260,0.06511,108,-1.2965,330,0.44648,328,0.43773
ENSG00000084072,PPIE,14,-0.7444,17,-0.4373,17,-0.4023,25,0.19500,31,0.65074,29,0.41649,21,-0.0969,19,-0.2317
ENSG00000168389,MFSD2A,20,0.37400,23,0.73350,14,-0.2013,26,0.83923,13,-0.3366,13,-0.2540,9,-0.8324,2,-2.6535
ENSG00000131236,CAP1,102,-0.2840,86,-0.5953,148,0.31123,138,0.19860,149,0.36596,119,-0.0382,122,-0.0007,121,-0.0181
ENSG00000131238,PPT1,50,-1.3028,75,-0.7394,93,-0.3586,164,0.56071,131,0.21361,133,0.22059,93,-0.3451,217,1.04308
ENSG00000117000,RLF,57,0.86500,12,-1.6930,63,1.02428,28,-0.3096,15,-1.3548,15,-1.2195,60,0.94879,62,1.00302
ENSG00000084073,ZMPSTE24,35,-0.0174,35,-0.0477,25,-0.5397,56,0.75035,30,-0.3090,50,0.55660,28,-0.3960,33,-0.1401
ENSG00000084070,SMAP2,83,-0.8349,105,-0.5155,174,0.33834,83,-0.8373,121,-0.2690,156,0.15330,195,0.51981,272,1.09274
ENSG00000117016,RIMS3,14,-3.9100,216,0.21721,127,-0.6509,211,0.15455,296,0.82826,214,0.17057,144,-0.4520,188,-0.0383
ENSG00000066136,NFYC,7,-2.2658,24,-0.4487,13,-1.2822,31,-0.0049,47,0.76451,57,0.99792,36,0.22978,26,-0.2723
ENSG00000127124,HIVEP3,14,-1.0826,29,0.05290,42,0.64704,25,-0.1618,15,-1.0234,27,-0.0691,54,1.08215,31,0.15270
ENSG00000198815,FOXJ3,25,-1.0435,36,-0.5834,27,-0.9622,47,-0.1038,54,0.11786,89,0.94569,56,0.16369,80,0.75443
ENSG00000177181,RIMKLA,13,-2.0402,36,-0.5585,63,0.37217,42,-0.2860,47,-0.1104,112,1.35915,58,0.21636,48,-0.0793
ENSG00000127125,PPCS,57,0.57544,35,-0.2406,32,-0.3388,75,1.04622,34,-0.2672,29,-0.4760,22,-0.9042,45,0.21034
ENSG00000186409,CCDC30,87,0.65314,45,-0.4421,107,1.01939,20,-1.6517,37,-0.7541,30,-1.0278,108,1.03372,65,0.17966
ENSG00000065978,YBX1,261,1.42497,102,-0.1942,162,0.58242,154,0.49300,91,-0.3849,42,-1.5060,29,-2.0440,100,-0.1955
ENSG00000164008,C1orf50,15,-0.1045,10,-0.8020,16,-0.0127,17,0.07118,16,-0.0009,23,0.51388,16,-0.0540,24,0.59474
ENSG00000177868,SVBP,20,-0.4131,15,-0.9799,34,0.42102,37,0.54574,33,0.39174,20,-0.3946,28,0.11140,29,0.14396
ENSG00000117394,SLC2A1,11,-1.7478,50,0.61585,39,0.11657,67,1.03859,33,-0.1627,40,0.18444,16,-1.2281,21,-0.8598
ENSG00000117395,EBNA1BP2,24,-1.5553,31,-1.2725,87,0.43980,74,0.15765,64,-0.0659,55,-0.2992,70,0.08990,165,1.56321
ENSG00000159479,MED8,10,-1.2357,18,-0.3596,13,-0.7695,36,0.83578,26,0.30616,18,-0.2767,19,-0.2114,35,0.75058
ENSG00000198198,SZT2,23,0.40767,13,-0.5226,14,-0.3935,20,0.23720,13,-0.5552,18,0.04597,29,0.83067,20,0.24294
ENSG00000178922,HYI,18,0.11405,12,-0.4889,16,-0.0346,35,1.25327,23,0.63289,4,-1.8829,2,-3.0602,18,0.18923
ENSG00000142949,PTPRF,60,-0.8747,89,-0.2955,98,-0.1176,119,0.19631,141,0.54276,85,-0.3461,80,-0.4319,153,0.60276
ENSG00000066135,KDM4A,18,-0.1473,12,-0.7903,25,0.38073,33,0.83807,7,-1.7254,17,-0.2638,33,0.81688,35,0.90012
ENSG00000126091,ST3GAL3,9,-1.8659,33,0.16122,25,-0.2741,43,0.58572,37,0.36136,27,-0.1900,38,0.36483,20,-0.6102
ENSG00000117408,IPO13,45,0.18901,36,-0.1619,16,-1.3737,45,0.19079,65,0.95996,36,-0.1802,17,-1.2864,36,-0.1467
ENSG00000117410,ATP6V0B,66,-2.0997,168,-0.7663,88,-1.6811,276,0.07478,380,0.69729,483,1.01404,290,0.15446,333,0.38315
ENSG00000117411,B4GALT2,31,-1.1678,102,0.82487,33,-1.0523,64,-0.0550,101,0.79494,53,-0.3649,40,-0.7986,37,-0.8920
ENSG00000159214,CCDC24,13,-0.2153,10,-0.6896,1,-3.4126,23,0.64881,21,0.61746,21,0.56015,23,0.65777,8,-0.9999
ENSG00000178028,DMAP1,29,-0.8821,38,-0.4892,17,-1.6577,55,0.13946,71,0.64658,54,0.11392,43,-0.2475,89,0.93007
ENSG00000117419,ERI3,29,-1.5839,74,-0.1777,65,-0.3546,96,0.26252,111,0.57897,110,0.48205,67,-0.3058,79,-0.0492
ENSG00000187147,RNF220,71,-0.5227,68,-0.6592,77,-0.3976,97,-0.0392,138,0.61865,135,0.49721,84,-0.2586,117,0.27143
ENSG00000142937,RPS8,1324,0.93538,770,0.03555,911,0.30345,809,0.10998,869,0.25689,253,-1.6764,318,-1.3366,660,-0.2149
ENSG00000070785,EIF2B3,21,-0.1079,11,-1.1854,17,-0.4250,26,0.23896,26,0.26407,28,0.32833,21,-0.0896,38,0.85431
ENSG00000126088,UROD,17,-2.0066,40,-0.7941,53,-0.2971,85,0.46491,106,0.98873,69,0.12484,48,-0.4527,74,0.24617
ENSG00000117450,PRDX1,165,-0.5876,193,-0.3834,195,-0.3339,421,0.93105,310,0.47659,222,-0.1253,114,-1.1486,279,0.24343
ENSG00000117448,AKR1A1,15,-0.9004,25,-0.1703,9,-1.7059,40,0.61268,25,-0.1476,30,0.15743,25,-0.1715,55,1.16722
ENSG00000132780,NASP,398,2.90701,35,-1.4996,72,-0.2918,76,-0.2234,28,-1.8326,35,-1.3777,88,0.01913,75,-0.2342
ENSG00000159592,GPBP1L1,27,-0.2753,32,-0.0045,30,-0.1006,40,0.34417,31,-0.0538,26,-0.3131,30,-0.0999,42,0.41186
ENSG00000159596,TMEM69,12,-0.6046,11,-0.7256,9,-1.0427,19,0.11686,23,0.51745,29,0.79460,18,0.03166,20,0.22233
ENSG00000086015,MAST2,4,-2.4785,20,0.01197,15,-0.4612,30,0.65778,31,0.78661,25,0.36693,11,-0.9188,15,-0.4936
ENSG00000117461,PIK3R3,7,-1.5886,24,0.16636,41,1.03061,13,-0.7983,13,-0.9192,45,1.19003,34,0.71328,6,-1.9940
ENSG00000085998,POMGNT1,34,-0.4099,40,-0.1701,21,-1.1332,47,0.09681,48,0.14909,64,0.57856,57,0.38227,45,0.01193
ENSG00000132128,LRRC41,14,-1.2960,28,-0.2937,28,-0.2547,49,0.64011,40,0.34392,38,0.22630,39,0.25934,27,-0.3296
ENSG00000173660,UQCRH,69,-2.3540,225,-0.6488,264,-0.3444,355,0.12982,526,0.91869,484,0.63939,233,-0.5335,369,0.19124
ENSG00000117481,NSUN4,10,-0.8336,18,0.08338,15,-0.2547,8,-1.1268,11,-0.7809,38,1.28870,32,1.02288,13,-0.4841
ENSG00000117480,FAAH,15,-0.9764,21,-0.5245,11,-1.4108,23,-0.3510,50,1.09199,19,-0.6424,33,0.23041,42,0.65401
ENSG00000079277,MKNK1,13,-1.0671,25,-0.0583,12,-1.1662,57,1.36068,18,-0.5851,23,-0.1588,35,0.50182,30,0.26173
ENSG00000123472,ATPAF1,53,-1.1615,72,-0.7676,98,-0.2204,158,0.55147,149,0.51732,173,0.70630,86,-0.4301,118,0.06859
ENSG00000159658,EFCAB14,139,0.99020,88,0.24985,94,0.33253,80,0.06849,66,-0.2635,46,-0.7971,53,-0.5757,46,-0.7716
ENSG00000186377,CYP4X1,5,-1.8519,9,-1.0563,14,-0.3018,14,-0.3092,25,0.64888,29,0.78952,24,0.49558,21,0.29130
ENSG00000162368,CMPK1,77,-0.6481,101,-0.2673,78,-0.6360,128,0.14618,139,0.31226,190,0.79754,96,-0.3205,123,0.08053
ENSG00000162373,BEND5,16,-1.0205,17,-0.9992,44,0.54589,19,-0.7982,32,0.03330,71,1.38488,35,0.18842,30,-0.0608
ENSG00000162374,ELAVL4,42,-2.5966,166,-0.6107,309,0.43858,102,-1.2941,189,-0.3860,607,1.63564,371,0.74514,219,-0.1187
ENSG00000185104,FAF1,31,-0.2794,22,-0.9046,28,-0.4384,37,-0.0276,42,0.20195,54,0.61506,41,0.17218,54,0.60099
ENSG00000123091,RNF11,112,-1.7989,340,-0.1212,294,-0.3406,264,-0.5079,474,0.49333,604,0.83823,330,-0.1559,409,0.18734
ENSG00000085832,EPS15,138,-0.3698,137,-0.4210,194,0.16961,137,-0.3868,173,-0.0114,288,0.82967,204,0.25132,163,-0.1052
ENSG00000117859,OSBPL9,57,1.44564,16,-0.7370,15,-0.7101,33,0.49406,13,-1.0059,23,-0.0733,18,-0.4411,38,0.73927
ENSG00000078618,NRDC,219,0.97041,64,-1.1045,133,0.13813,88,-0.5107,87,-0.5854,146,0.27889,170,0.53469,166,0.49658
ENSG00000169213,RAB3B,101,1.45821,57,0.55053,43,-0.0011,3,-3.7113,25,-0.9302,43,0.00505,62,0.60089,12,-1.8830
ENSG00000117862,TXNDC12,15,-1.0087,24,-0.3864,33,0.16576,50,0.82861,30,-0.0081,26,-0.1990,29,-0.0420,38,0.38527
ENSG00000134717,BTF3L4,34,-0.5356,32,-0.6871,32,-0.6431,57,0.26094,45,-0.1022,77,0.77989,45,-0.1031,81,0.85793
ENSG00000157077,ZFYVE9,38,-0.2577,22,-1.1921,80,0.94537,31,-0.5662,31,-0.6454,57,0.36226,58,0.39434,82,0.98312
ENSG00000134748,PRPF38A,91,1.02140,48,-0.0298,64,0.41739,56,0.20128,34,-0.6141,29,-0.8239,47,-0.0824,41,-0.3086
ENSG00000134744,TUT4,329,2.04350,64,-0.8287,183,0.93517,107,0.04500,27,-2.1736,33,-1.7403,120,0.22089,89,-0.2573
ENSG00000162377,COA7,19,-0.3991,14,-0.9704,29,0.25733,25,0.06933,19,-0.4322,29,0.27373,34,0.52648,43,0.93084
ENSG00000162378,ZYG11B,61,-1.4635,149,-0.0997,201,0.39196,115,-0.4994,135,-0.2711,204,0.41324,222,0.55796,207,0.43897
ENSG00000121310,ECHDC2,23,0.32057,16,-0.3274,5,-1.9965,48,1.58356,20,0.11325,9,-1.0344,22,0.24268,10,-0.9439
ENSG00000116171,SCP2,60,-0.6615,83,-0.1947,72,-0.3953,158,0.89116,94,0.02897,105,0.21078,76,-0.3032,98,0.10208
ENSG00000162384,CZIB,17,-1.1253,21,-0.9314,24,-0.6444,87,1.49038,45,0.40059,22,-0.7940,28,-0.3950,53,0.61127
ENSG00000162385,MAGOH,1,-3.2065,8,-1.0359,33,1.30896,24,0.74490,12,-0.3030,20,0.47477,12,-0.3884,19,0.37696
ENSG00000157193,LRP8,37,-0.1125,42,0.07732,35,-0.1934,54,0.49456,23,-0.9504,62,0.70923,58,0.60468,24,-0.7653
ENSG00000058799,YIPF1,6,-1.4321,10,-0.6404,9,-0.8539,12,-0.4050,26,0.96212,29,1.04226,11,-0.4554,15,-0.0289
ENSG00000081870,HSPB11,8,-1.5672,15,-0.6721,22,0.02541,33,0.63518,25,0.23378,22,-0.0409,23,0.03458,34,0.69701
ENSG00000116209,TMEM59,90,-0.6897,112,-0.3881,113,-0.3380,224,0.77651,142,0.03211,177,0.37914,91,-0.6785,196,0.54749
ENSG00000116221,MRPL37,16,-1.5078,27,-0.8054,27,-0.7254,58,0.45517,74,1.02038,63,0.58668,40,-0.1386,31,-0.5414
ENSG00000157216,SSBP3,69,-1.8975,266,0.18218,242,0.01225,170,-0.5413,230,-0.0803,425,0.94773,309,0.40600,198,-0.3088
ENSG00000162390,ACOT11,49,2.18596,11,-0.4198,5,-1.6006,27,1.03383,4,-1.9383,9,-0.7688,24,0.80425,0,-6.6427
ENSG00000243725,TTC4,26,0.32320,12,-0.8817,25,0.26916,29,0.52245,15,-0.5681,26,0.30998,27,0.40667,23,0.13921
ENSG00000116133,DHCR24,110,0.14884,57,-0.9626,38,-1.4973,48,-1.1314,105,0.09407,235,1.46327,125,0.36500,120,0.29758
ENSG00000162402,USP24,39,0.05605,41,0.16199,40,0.11328,42,0.17509,27,-0.5489,42,0.19090,46,0.33388,29,-0.3976
ENSG00000162407,PLPP3,236,0.49339,115,-0.7188,231,0.45421,771,2.82731,38,-2.4547,95,-0.9517,74,-1.3286,34,-2.4782
ENSG00000162409,PRKAA2,42,-0.6907,38,-0.9416,83,0.37383,50,-0.4210,61,-0.1275,62,-0.0802,95,0.60241,127,1.09916
ENSG00000173406,DAB1,13,-0.3181,14,-0.2591,15,-0.1470,12,-0.4877,23,0.63070,8,-1.0564,10,-0.8098,32,1.09091
ENSG00000162601,MYSM1,65,-0.1105,44,-0.7839,77,0.16171,47,-0.6250,61,-0.2352,47,-0.6054,157,1.37738,94,0.48906
ENSG00000177606,JUN,126,-0.1482,68,-1.1986,147,0.10037,226,0.81745,174,0.43116,15,-3.2744,130,-0.0901,252,1.00662
ENSG00000134709,HOOK1,12,-2.2274,30,-1.0045,71,0.43237,61,0.19565,45,-0.3102,33,-0.7890,108,1.14842,107,1.14194
ENSG00000162599,NFIA,687,1.94323,236,0.05003,273,0.28376,294,0.40689,74,-1.8400,98,-1.3089,208,-0.1575,111,-1.1182
ENSG00000162604,TM2D1,24,-0.9446,33,-0.4823,24,-0.9443,81,1.03767,34,-0.4403,52,0.29672,47,0.12529,74,0.87765
ENSG00000132849,PATJ,12,-0.1867,9,-0.6583,20,0.58166,11,-0.3605,12,-0.2488,14,0.02467,28,1.16478,10,-0.4075
ENSG00000162607,USP1,132,1.56650,40,-0.4945,105,1.13834,37,-0.5698,17,-1.7960,26,-1.1030,62,0.25250,54,0.03647
ENSG00000116641,DOCK7,69,0.71287,28,-0.7950,58,0.41762,97,1.31068,27,-0.8708,20,-1.2018,58,0.42525,35,-0.3826
ENSG00000125703,ATG4C,43,1.48491,18,-0.0362,9,-1.1063,19,0.07118,9,-1.0765,12,-0.6404,18,-0.0228,26,0.57570
ENSG00000079739,PGM1,7,-2.1487,26,-0.2541,29,-0.0643,106,2.25925,21,-0.5957,31,0.06075,17,-0.8896,17,-0.8892
ENSG00000158966,CACHD1,11,-0.9669,20,-0.0445,19,-0.1454,51,1.52911,18,-0.2124,22,0.07917,11,-0.8921,16,-0.3930
ENSG00000162437,RAVER2,14,-0.4638,19,0.06183,22,0.30275,32,0.87882,18,-0.0882,7,-1.4936,20,0.15412,17,-0.1693
ENSG00000162434,JAK1,86,0.10123,58,-0.5800,137,0.86373,109,0.48194,54,-0.6947,115,0.56669,102,0.36596,38,-1.1606
ENSG00000162433,AK4,53,-0.5394,65,-0.2325,99,0.46536,159,1.27954,60,-0.3894,46,-0.7547,72,-0.0472,66,-0.1864
ENSG00000116675,DNAJC6,175,-0.8808,236,-0.4636,215,-0.5604,180,-0.8344,317,0.05466,567,1.02471,384,0.36254,447,0.61461
ENSG00000213625,LEPROT,35,-0.6310,40,-0.4771,92,0.92688,123,1.46142,54,0.06827,25,-1.1094,32,-0.7798,28,-0.9418
ENSG00000184588,PDE4B,126,1.23065,36,-0.8693,57,-0.1143,77,0.38376,48,-0.4281,58,-0.0641,29,-1.1456,93,0.69582
ENSG00000118473,SGIP1,80,-0.6825,82,-0.6965,161,0.42987,122,-0.0136,103,-0.3130,122,-0.0138,176,0.58713,201,0.80491
ENSG00000198160,MIER1,165,1.54072,67,-0.0063,111,0.83159,36,-0.9467,28,-1.4626,24,-1.5454,74,0.15496,72,0.10711
ENSG00000142864,SERBP1,431,1.03385,164,-0.5999,447,1.09756,188,-0.3319,148,-0.7751,151,-0.6805,244,0.07733,239,0.04197
ENSG00000116717,GADD45A,24,-0.0957,41,0.89847,34,0.44187,22,-0.2480,12,-1.2515,19,-0.4737,33,0.37538,19,-0.4304
ENSG00000172380,GNG12,52,1.09663,42,0.86404,25,-0.0923,58,1.31387,11,-1.4123,5,-2.4128,6,-2.1437,14,-0.9716
ENSG00000116729,WLS,106,0.76303,58,-0.2627,84,0.37248,219,2.12476,24,-1.6932,32,-1.1344,40,-0.7915,24,-1.5527
ENSG00000033122,LRRC7,44,-0.8107,40,-1.0288,64,-0.2204,37,-1.0420,73,-0.0173,72,-0.0263,139,1.05720,154,1.24775
ENSG00000066557,LRRC40,15,-0.5860,11,-1.1617,12,-0.9749,32,0.55849,23,0.05915,38,0.83901,27,0.27149,33,0.61866
ENSG00000116754,SRSF11,645,1.42276,180,-0.7668,217,-0.4101,213,-0.4370,161,-0.9493,183,-0.6671,485,0.90894,384,0.51147
ENSG00000118454,ANKRD13C,18,-0.9770,24,-0.6185,29,-0.2774,43,0.34595,44,0.43645,32,-0.1196,46,0.44700,42,0.31856
ENSG00000132485,ZRANB2,177,-0.1013,108,-0.9546,277,0.63202,200,0.09130,121,-0.7662,150,-0.3625,344,1.00193,282,0.66106
ENSG00000172260,NEGR1,113,-1.7298,243,-0.6252,495,0.57517,196,-0.8995,339,-0.0503,440,0.37773,536,0.70819,543,0.72991
