Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000142684,ZNF593,13,-1.5067,24,-0.6396,37,0.03712,41,0.20546,32,-0.1862,32,-0.2022,23,-0.6799,33,-0.1621,67,0.99047,50,0.57673
ENSG00000142669,SH3BGRL3,144,-0.2502,190,0.18471,159,-0.0950,174,0.04855,116,-0.5843,114,-0.6521,156,-0.1269,197,0.24040,273,0.77148,196,0.25549
ENSG00000158062,UBXN11,14,-0.5070,14,-0.4846,36,1.02353,19,-0.0142,17,-0.1732,23,0.28629,21,0.12769,15,-0.3962,16,-0.2582,16,-0.2493
ENSG00000117682,DHDDS,8,-1.3264,30,0.64777,18,-0.1549,11,-0.8162,14,-0.5613,12,-0.7644,18,-0.1543,46,1.38638,18,-0.1104,25,0.38587
ENSG00000198830,HMGN2,321,1.30557,296,1.16292,163,0.17601,102,-0.5411,79,-0.9289,104,-0.5541,125,-0.2352,31,-2.3071,122,-0.2700,148,0.03592
ENSG00000117713,ARID1A,105,0.59809,90,0.33755,57,-0.3775,49,-0.6092,88,0.29956,78,0.13317,75,0.04699,71,-0.0408,46,-0.6808,66,-0.1454
ENSG00000204160,ZDHHC18,17,-0.1509,15,-0.2724,23,0.32617,26,0.54150,13,-0.4707,18,-0.0108,5,-1.8764,22,0.26948,11,-0.8049,26,0.62384
ENSG00000142751,GPN2,15,-0.5245,16,-0.4170,14,-0.6624,26,0.27744,20,-0.0925,22,0.02417,25,0.22479,14,-0.6203,26,0.28919,29,0.52792
ENSG00000090273,NUDC,205,-0.4053,185,-0.5574,331,0.35063,416,0.72190,218,-0.3045,282,0.10188,227,-0.2422,260,-0.0331,255,-0.0645,263,-0.0162
ENSG00000253368,TRNP1,5,-3.2881,26,-1.0674,50,-0.0524,96,0.98218,39,-0.4321,60,0.26055,29,-0.8750,69,0.45514,74,0.54776,58,0.17888
ENSG00000090020,SLC9A1,2,-2.8057,4,-2.2425,13,-0.4793,35,1.08567,4,-2.1092,7,-1.3567,19,0.06234,29,0.74243,17,-0.1062,39,1.46491
ENSG00000142784,WDTC1,25,-0.0925,20,-0.4259,33,0.33383,43,0.75574,27,0.00393,18,-0.6532,21,-0.3576,34,0.35134,29,0.11603,27,-0.0073
ENSG00000186501,TMEM222,49,0.22466,26,-0.7318,45,0.08360,43,0.01826,36,-0.2492,27,-0.7306,45,0.07381,32,-0.4305,67,0.73605,56,0.48979
ENSG00000158195,WASF2,175,2.49526,151,2.17641,52,0.31682,23,-0.9642,22,-1.0118,22,-1.0647,6,-2.8366,4,-3.3821,17,-1.4194,10,-2.2953
ENSG00000126705,AHDC1,21,-1.2082,34,-0.5056,34,-0.4785,20,-1.3046,87,0.98854,48,0.02596,56,0.28810,35,-0.4430,43,-0.1212,69,0.68653
ENSG00000126709,IFI6,100,-0.7209,97,-0.7777,76,-1.1497,219,0.49744,105,-0.6559,52,-1.7949,71,-1.2324,733,2.75145,172,0.10579,124,-0.4314
ENSG00000009780,FAM76A,25,0.03638,53,1.28281,18,-0.4603,9,-1.4698,22,-0.1408,23,-0.0606,35,0.60998,11,-1.1995,21,-0.2165,25,0.03719
ENSG00000117758,STX12,112,0.05597,141,0.42391,102,-0.0871,80,-0.4723,110,0.02994,75,-0.6026,101,-0.1073,118,0.13318,128,0.26128,128,0.29083
ENSG00000117751,PPP1R8,51,1.00061,24,-0.2179,29,0.07237,29,0.10366,18,-0.6155,26,-0.0975,30,0.16036,16,-0.8410,37,0.49034,21,-0.4192
ENSG00000117748,RPA2,29,-0.5958,53,0.32449,22,-0.9961,36,-0.2992,26,-0.7825,32,-0.5261,86,1.10597,39,-0.1745,43,-0.0034,62,0.62060
ENSG00000126698,DNAJC8,264,0.09949,265,0.10606,246,-0.0124,240,-0.0497,293,0.26245,343,0.58135,180,-0.4996,217,-0.2062,170,-0.5790,207,-0.3062
ENSG00000130770,ATP5IF1,247,-1.1341,189,-1.5281,741,0.57648,682,0.44177,223,-1.2838,585,0.21682,630,0.31202,540,0.06644,519,0.00587,633,0.35610
ENSG00000204138,PHACTR4,104,1.92053,102,1.89677,26,-0.3610,8,-2.1003,26,-0.3924,37,0.17888,15,-1.1518,14,-1.3309,8,-2.0356,11,-1.6750
ENSG00000180098,TRNAU1AP,37,0.92756,16,-0.4213,10,-1.0455,12,-0.8303,36,0.86115,15,-0.5212,19,-0.0986,15,-0.5046,30,0.56417,22,0.10661
ENSG00000120656,TAF12,20,0.41044,13,-0.2437,11,-0.4916,20,0.44191,7,-1.2235,16,0.07924,11,-0.5193,21,0.51878,16,0.12074,16,0.06988
ENSG00000198492,YTHDF2,91,-0.0301,49,-0.9875,45,-1.0873,92,-0.0088,128,0.51092,87,-0.1062,115,0.33469,121,0.41853,85,-0.1383,107,0.24542
ENSG00000116329,OPRD1,0,-7.6516,0,-6.7522,12,-0.4246,19,0.22076,27,0.74860,20,0.33515,35,1.21672,15,-0.1233,5,-1.6714,23,0.54833
ENSG00000159023,EPB41,7,-1.6228,7,-1.6997,15,-0.5211,28,0.41093,34,0.73238,39,1.11107,11,-1.0305,30,0.52578,14,-0.6379,17,-0.4172
ENSG00000116350,SRSF4,101,0.38694,86,0.13533,89,0.17803,51,-0.6755,101,0.38036,81,0.03001,86,0.13100,71,-0.1705,59,-0.4575,73,-0.1457
ENSG00000116353,MECR,10,-1.7353,17,-0.9312,30,-0.0762,31,-0.0168,27,-0.2009,33,0.11301,22,-0.5427,48,0.69041,42,0.45785,41,0.47303
ENSG00000060656,PTPRU,13,-0.5694,6,-1.7171,10,-0.9013,10,-0.8752,18,-0.0132,8,-1.2804,19,0.05207,10,-0.8856,85,2.71491,17,-0.1112
ENSG00000162512,SDC3,53,-0.3940,150,1.29438,79,0.23516,51,-0.4593,64,-0.1083,79,0.24491,93,0.48380,53,-0.4002,43,-0.7087,39,-0.9299
ENSG00000134644,PUM1,125,-0.3502,134,-0.2404,149,-0.0795,139,-0.1834,238,0.67194,130,-0.3227,177,0.19370,122,-0.3829,175,0.17869,180,0.24511
ENSG00000121766,ZCCHC17,145,-0.0459,99,-0.6312,151,0.02368,110,-0.4743,204,0.50209,186,0.39130,189,0.37441,132,-0.1878,95,-0.6895,146,-0.0379
ENSG00000121769,FABP3,42,-1.0623,23,-1.9622,43,-1.0239,119,0.54306,80,-0.0969,68,-0.3663,60,-0.5242,178,1.21203,121,0.55901,108,0.42384
ENSG00000162517,PEF1,21,-1.6795,39,-0.7383,78,0.30726,52,-0.3243,52,-0.3141,57,-0.2088,92,0.57316,94,0.61003,70,0.13777,79,0.36088
ENSG00000084636,COL16A1,91,1.61979,89,1.57402,17,-1.0593,5,-2.6671,38,0.15482,14,-1.4370,47,0.48990,27,-0.3571,14,-1.3719,29,-0.3138
ENSG00000121753,ADGRB2,56,-1.9679,91,-1.2488,231,0.17240,152,-0.4756,153,-0.4708,178,-0.2523,427,1.18946,267,0.40745,289,0.53311,230,0.18495
ENSG00000184007,PTP4A2,837,1.87142,547,1.10232,166,-0.8003,290,0.05966,290,0.06125,210,-0.4786,150,-0.9474,148,-0.9770,193,-0.5696,154,-0.9827
ENSG00000121774,KHDRBS1,168,0.23985,164,0.20418,121,-0.2799,104,-0.5024,122,-0.2603,159,0.16561,213,0.62258,96,-0.6343,144,-0.0017,141,-0.0366
ENSG00000025800,KPNA6,100,-0.0688,81,-0.3991,64,-0.7628,78,-0.4518,114,0.13465,158,0.74535,124,0.26391,85,-0.3260,83,-0.3572,106,0.01835
ENSG00000084652,TXLNA,28,-0.0539,24,-0.2351,37,0.42808,17,-0.8042,29,0.01078,21,-0.4976,35,0.31557,18,-0.7355,38,0.44819,37,0.47549
ENSG00000160050,CCDC28B,14,-0.3504,44,1.45744,29,0.74680,18,-0.0295,10,-0.8344,11,-0.8058,25,0.46398,13,-0.4665,14,-0.4005,14,-0.4108
ENSG00000084623,EIF3I,85,-0.2509,73,-0.4875,96,-0.0481,102,0.04138,96,-0.0563,70,-0.5968,126,0.37010,124,0.35049,98,-0.0256,128,0.44142
ENSG00000175130,MARCKSL1,829,3.29243,333,1.36174,90,-0.7537,105,-0.5101,46,-1.7319,56,-1.5564,23,-2.7330,17,-3.1419,53,-1.5378,73,-1.1247
ENSG00000160058,BSDC1,67,0.38015,53,0.01190,48,-0.1510,36,-0.5985,68,0.39787,35,-0.6660,63,0.28691,65,0.32891,63,0.27914,50,-0.0991
ENSG00000160062,ZBTB8A,11,-0.6140,21,0.31823,21,0.36852,9,-0.8940,25,0.62520,18,0.14485,35,1.14941,5,-1.8218,14,-0.2862,12,-0.4969
ENSG00000176261,ZBTB8OS,34,-0.3722,45,0.08931,40,-0.0928,83,1.06999,11,-2.0385,41,-0.0771,37,-0.2189,47,0.13630,56,0.43820,39,-0.1425
ENSG00000162521,RBBP4,94,-0.1919,123,0.22169,89,-0.2793,64,-0.7817,110,0.04782,134,0.39952,101,-0.0809,95,-0.1765,71,-0.6396,133,0.38553
ENSG00000162522,KIAA1522,4,-2.6959,8,-1.5959,56,1.36335,23,-0.0867,23,-0.1125,31,0.43215,32,0.43611,7,-1.8244,33,0.44722,23,-0.1395
ENSG00000134684,YARS,71,-0.8407,49,-1.3952,93,-0.4270,128,0.06738,127,0.06061,97,-0.3860,160,0.42912,158,0.41195,116,-0.0887,186,0.75950
ENSG00000160097,FNDC5,3,-3.1911,14,-1.1641,35,0.17449,73,1.41822,17,-0.8932,23,-0.5051,14,-1.1950,33,0.08093,24,-0.4060,56,1.11567
ENSG00000121905,HPCA,14,-3.5269,38,-2.0980,201,0.42755,126,-0.3072,159,0.05697,130,-0.2799,209,0.49209,29,-2.4690,166,0.12021,320,1.40798
ENSG00000121900,TMEM54,20,-0.6981,37,0.19026,36,0.15723,74,1.35156,33,0.00455,23,-0.5681,12,-1.4651,34,0.07164,25,-0.4178,37,0.20525
ENSG00000116514,RNF19B,5,-1.9180,11,-0.7508,11,-0.7612,18,-0.0026,13,-0.5161,24,0.45919,27,0.62612,22,0.25489,11,-0.7891,27,0.69704
ENSG00000004455,AK2,65,1.26223,40,0.44835,34,0.17491,41,0.49735,10,-1.5765,15,-1.1317,14,-1.1927,43,0.57269,26,-0.2510,29,-0.0460
ENSG00000142920,AZIN2,11,-0.8297,11,-0.8109,10,-0.8633,8,-1.3309,9,-1.1300,22,0.31884,22,0.23445,24,0.41721,24,0.40107,30,0.87246
ENSG00000160094,ZNF362,18,-0.2205,39,1.05643,21,0.06044,17,-0.2671,21,0.03965,18,-0.2052,13,-0.6425,13,-0.7250,10,-1.1104,28,0.58629
ENSG00000134686,PHC2,55,0.21118,37,-0.3853,43,-0.1631,60,0.35051,31,-0.6648,32,-0.6745,43,-0.1667,47,-0.0497,67,0.53144,65,0.52412
ENSG00000163866,SMIM12,23,-1.3984,25,-1.2811,50,-0.2330,76,0.41916,38,-0.6534,49,-0.2835,71,0.31720,87,0.64137,60,0.05471,85,0.67830
ENSG00000116544,DLGAP3,13,-1.5508,21,-0.8781,88,1.39118,52,0.50120,23,-0.7669,40,0.10015,73,1.05417,12,-1.6690,48,0.35359,22,-0.8750
ENSG00000163867,ZMYM6,15,-0.6660,11,-1.1016,19,-0.2817,22,-0.0748,21,-0.1831,32,0.54571,30,0.41404,21,-0.1682,12,-1.0159,32,0.57964
ENSG00000116560,SFPQ,381,0.63231,328,0.38882,204,-0.3631,162,-0.7125,315,0.32083,311,0.33392,276,0.11376,227,-0.1945,130,-1.0454,220,-0.2625
ENSG00000146463,ZMYM4,41,-0.5847,84,0.52072,72,0.27093,64,0.09391,62,0.05126,78,0.45438,44,-0.5000,54,-0.1621,40,-0.6413,54,-0.1988
ENSG00000142687,KIAA0319L,50,-0.5092,57,-0.3188,50,-0.5138,55,-0.3614,74,0.08608,80,0.23597,85,0.31515,67,-0.0626,75,0.12058,82,0.28388
ENSG00000020129,NCDN,111,-2.4355,145,-2.0436,505,-0.1640,385,-0.5835,368,-0.6519,597,0.10854,1363,1.48120,730,0.42138,573,0.03383,678,0.33524
ENSG00000126067,PSMB2,65,-0.5079,52,-0.8376,70,-0.3904,60,-0.6142,77,-0.2350,69,-0.4365,128,0.56187,108,0.28877,134,0.64327,123,0.55848
ENSG00000142686,C1orf216,28,-2.0795,15,-2.9593,89,-0.3422,125,0.18389,104,-0.1049,130,0.27605,127,0.21493,146,0.43183,150,0.48264,145,0.46707
ENSG00000092847,AGO1,47,0.15461,50,0.23866,36,-0.2669,46,0.11875,57,0.46905,31,-0.5558,29,-0.5812,25,-0.8418,41,-0.0761,60,0.61652
ENSG00000126070,AGO3,97,1.13320,58,0.28171,42,-0.2088,26,-0.9224,88,0.96296,57,0.26710,37,-0.4184,37,-0.4176,17,-1.5998,33,-0.6293
ENSG00000116863,ADPRHL2,37,0.92856,13,-0.6769,4,-2.2106,19,-0.1134,16,-0.3891,13,-0.7540,24,0.22936,21,-0.0006,26,0.33461,31,0.72555
ENSG00000054116,TRAPPC3,23,-0.9858,13,-1.7555,42,-0.0774,48,0.12338,35,-0.3361,42,-0.0660,74,0.82950,59,0.46485,44,0.01213,52,0.30691
ENSG00000116871,MAP7D1,296,0.53808,158,-0.4544,269,0.38453,180,-0.2511,140,-0.6409,200,-0.0914,292,0.51828,209,-0.0194,170,-0.3411,211,-0.0016
ENSG00000054118,THRAP3,157,-0.1375,137,-0.3488,150,-0.2024,150,-0.2053,277,0.77493,271,0.84195,146,-0.2527,111,-0.6707,117,-0.5907,134,-0.4157
ENSG00000196182,STK40,13,-0.2409,12,-0.3050,15,0.03728,23,0.68010,16,0.05892,13,-0.2508,17,0.23061,18,0.30378,15,0.00389,12,-0.3412
ENSG00000181817,LSM10,36,-0.0787,26,-0.6050,37,-0.0759,59,0.69428,19,-1.0974,29,-0.4910,46,0.28679,49,0.37921,29,-0.4088,51,0.51042
ENSG00000116885,OSCP1,6,-1.6026,14,-0.4266,7,-1.4350,24,0.39474,18,-0.0649,20,0.09581,33,0.92570,27,0.61647,17,-0.1466,19,0.00101
ENSG00000116898,MRPS15,22,-1.3459,58,0.08555,38,-0.5771,74,0.47370,43,-0.3664,39,-0.5559,53,-0.0626,80,0.59633,56,0.04116,78,0.62627
ENSG00000163873,GRIK3,31,0.13673,14,-1.0860,6,-2.3525,18,-0.7333,55,1.07398,1,-4.9364,7,-2.0528,15,-0.9315,89,1.94006,53,1.14085
ENSG00000163875,MEAF6,84,-0.5709,66,-0.9374,93,-0.4299,141,0.22763,99,-0.3213,117,-0.0785,134,0.14309,147,0.29561,167,0.49879,151,0.36734
ENSG00000163877,SNIP1,20,0.25358,9,-0.9435,11,-0.6555,8,-1.0835,9,-0.9537,19,0.18570,24,0.58695,13,-0.3435,25,0.65738,22,0.48612
ENSG00000134697,GNL2,55,1.05392,28,-0.0622,29,0.02573,17,-0.7701,36,0.32861,27,-0.1067,21,-0.4878,23,-0.3247,21,-0.4947,31,0.11016
ENSG00000116922,C1orf109,2,-2.5570,6,-1.3557,15,0.01864,13,-0.1968,3,-2.1295,8,-1.0245,37,1.45614,16,0.08381,9,-0.8382,32,1.40916
ENSG00000185090,MANEAL,4,-2.6404,4,-2.6914,27,-0.0609,24,-0.2432,35,0.35006,33,0.30841,32,0.23733,41,0.61985,33,0.27091,33,0.31923
ENSG00000196449,YRDC,17,0.19807,13,-0.1934,5,-1.6399,13,-0.2933,11,-0.5245,15,-0.0785,15,-0.0103,20,0.38589,17,0.17230,22,0.61062
ENSG00000197982,C1orf122,255,0.71606,243,0.63690,269,0.80519,237,0.59727,89,-0.9282,105,-0.7339,101,-0.7348,119,-0.4908,151,-0.1233,143,-0.2297
ENSG00000183431,SF3A3,34,-0.6417,20,-1.3837,44,-0.2305,27,-0.9625,77,0.63731,60,0.28441,42,-0.2948,73,0.55277,32,-0.7445,73,0.63445
ENSG00000183520,UTP11,25,-0.7696,36,-0.2325,72,0.89223,25,-0.7806,50,0.30705,35,-0.2725,55,0.44738,50,0.28245,22,-0.9755,46,0.18969
ENSG00000116954,RRAGC,61,0.25682,44,-0.2554,23,-1.2415,41,-0.3423,55,0.08875,50,-0.0634,73,0.54768,56,0.12262,37,-0.5008,65,0.41738
ENSG00000174574,AKIRIN1,148,0.55594,58,-0.9026,109,0.06663,62,-0.8129,106,0.02600,129,0.36726,118,0.19057,131,0.35491,116,0.16118,75,-0.5610
ENSG00000168653,NDUFS5,375,-1.0246,467,-0.6904,1030,0.54930,1079,0.62678,437,-0.7928,718,-0.0297,783,0.10923,690,-0.0893,852,0.24340,809,0.17812
ENSG00000127603,MACF1,566,0.89600,831,1.56788,266,-0.3186,201,-0.7426,463,0.56144,370,0.22294,155,-1.1345,185,-0.8694,124,-1.4706,190,-0.8955
ENSG00000090621,PABPC4,73,0.20229,114,0.91969,93,0.58910,47,-0.4779,47,-0.4978,82,0.41851,38,-0.8194,44,-0.5886,70,0.13542,42,-0.7121
ENSG00000116983,HPCAL4,102,-1.4387,205,-0.3908,440,0.82933,172,-0.6620,253,-0.0627,338,0.44381,421,0.75725,123,-1.1646,312,0.26592,229,-0.2416
ENSG00000084072,PPIE,33,0.01393,28,-0.2093,29,-0.1740,30,-0.1098,27,-0.2900,27,-0.3155,33,0.00363,44,0.47008,34,0.05597,39,0.33433
ENSG00000131236,CAP1,138,-0.1298,119,-0.3637,139,-0.1231,106,-0.5366,174,0.23031,146,-0.0545,230,0.68201,191,0.38367,102,-0.5930,156,0.06760
ENSG00000131238,PPT1,65,-1.0775,91,-0.5748,121,-0.1286,105,-0.3544,125,-0.0785,125,-0.0956,159,0.30214,194,0.62388,148,0.18682,161,0.35465
ENSG00000117000,RLF,30,-0.0136,29,-0.0680,26,-0.2082,6,-2.4164,55,0.98236,63,1.42238,20,-0.6348,21,-0.5238,10,-1.5523,18,-0.8192
ENSG00000084073,ZMPSTE24,52,0.45134,34,-0.2204,25,-0.6719,38,-0.0377,34,-0.2129,35,-0.1973,45,0.20741,50,0.38093,31,-0.3577,46,0.26152
ENSG00000084070,SMAP2,93,-0.8687,67,-1.3758,145,-0.1995,116,-0.5464,182,0.16004,224,0.54791,199,0.30288,206,0.35488,156,-0.0793,182,0.17413
ENSG00000117016,RIMS3,12,-4.0753,81,-1.3131,310,0.76961,192,-0.0017,88,-1.1904,223,0.25711,256,0.45503,203,0.08631,259,0.47541,230,0.31884
ENSG00000066136,NFYC,23,-0.5439,19,-0.8601,27,-0.3132,25,-0.4520,35,0.05962,32,-0.0450,35,0.09417,40,0.30754,50,0.63354,40,0.33103
ENSG00000179862,CITED4,11,-0.5860,3,-2.4175,14,-0.3257,14,-0.3012,11,-0.6237,32,1.17986,19,0.14998,17,0.02428,5,-1.8270,23,0.50486
ENSG00000171793,CTPS1,5,-1.3852,17,0.24394,5,-1.4132,11,-0.4487,12,-0.2829,18,0.37768,29,1.11628,20,0.51812,5,-1.4598,16,0.19341
ENSG00000127124,HIVEP3,25,-0.1202,32,0.25597,26,-0.0711,25,-0.1390,27,-0.0063,20,-0.5062,18,-0.6345,12,-1.2596,39,0.56557,42,0.75286
ENSG00000198815,FOXJ3,37,-0.5572,42,-0.3834,28,-0.9625,33,-0.7096,65,0.31874,54,0.01267,70,0.42317,43,-0.3386,96,0.95605,59,0.17362
ENSG00000177181,RIMKLA,3,-4.3119,25,-1.4024,62,-0.0504,83,0.41904,54,-0.2770,80,0.39244,57,-0.1756,143,1.32099,69,0.12831,56,-0.2329
ENSG00000127125,PPCS,33,-0.8248,74,0.44302,62,0.17252,58,0.05311,55,-0.0281,60,0.12759,76,0.48100,45,-0.3361,27,-1.1046,61,0.13982
ENSG00000186409,CCDC30,44,-0.0957,47,0.02303,75,0.75546,30,-0.6811,72,0.69683,79,0.97641,46,-0.0311,19,-1.3108,20,-1.2444,24,-1.0970
ENSG00000065978,YBX1,249,1.36823,308,1.75887,161,0.62505,89,-0.3199,56,-1.0039,89,-0.3434,52,-1.1306,37,-1.6255,54,-1.0620,61,-0.9458
ENSG00000164008,C1orf50,30,0.85568,25,0.52357,26,0.62460,13,-0.5024,10,-0.8131,14,-0.3641,16,-0.1305,18,0.04249,15,-0.2381,15,-0.2685
ENSG00000177868,SVBP,59,0.21110,57,0.15333,55,0.11035,50,-0.0314,46,-0.1794,69,0.51462,39,-0.4352,42,-0.3072,38,-0.4743,47,-0.1522
ENSG00000117394,SLC2A1,22,-0.8926,133,2.10677,29,-0.4575,51,0.43104,4,-3.2324,36,-0.1274,25,-0.7033,16,-1.3005,65,0.81468,26,-0.6944
ENSG00000117395,EBNA1BP2,32,-1.5555,80,-0.1728,119,0.45595,108,0.31139,86,-0.0524,92,0.05360,146,0.79957,85,-0.0678,74,-0.2953,78,-0.2351
ENSG00000066322,ELOVL1,249,4.32463,36,0.20356,16,-1.0530,15,-1.0875,5,-2.6965,6,-2.4395,5,-2.5617,2,-3.7234,13,-1.3661,13,-1.3835
ENSG00000159479,MED8,11,-1.3963,10,-1.5153,35,0.37391,32,0.22302,19,-0.6073,28,0.02008,49,0.91353,25,-0.1358,19,-0.5970,38,0.58068
ENSG00000142949,PTPRF,78,-0.4739,107,0.00716,115,0.11535,66,-0.7240,70,-0.6423,156,0.69115,181,0.85475,125,0.24878,48,-1.2268,88,-0.3230
ENSG00000066135,KDM4A,28,0.44749,10,-1.0705,12,-0.7900,19,-0.1001,11,-0.9453,32,0.76106,41,1.10273,14,-0.5658,11,-0.9274,19,-0.1244
ENSG00000126091,ST3GAL3,15,-1.2943,12,-1.6589,39,0.10801,58,0.73591,22,-0.7467,51,0.59672,60,0.77397,34,-0.1391,28,-0.4042,34,-0.1043
ENSG00000117408,IPO13,152,1.66962,29,-1.0027,44,-0.3589,31,-0.9104,12,-2.3282,45,-0.3704,67,0.28232,44,-0.3749,79,0.54896,62,0.18965
ENSG00000117410,ATP6V0B,183,-1.1620,115,-1.8545,216,-0.9173,342,-0.2144,321,-0.3089,351,-0.1907,606,0.70235,662,0.84800,403,0.04292,577,0.70026
ENSG00000117411,B4GALT2,21,-1.5101,57,-0.0235,115,1.10270,62,0.08912,40,-0.5694,62,0.09355,59,0.01026,40,-0.5741,69,0.26960,56,-0.0525
ENSG00000159214,CCDC24,1,-3.4654,24,0.51651,6,-1.4081,23,0.47523,13,-0.4482,15,-0.1916,28,0.81733,16,-0.1108,14,-0.2695,24,0.61188
ENSG00000178028,DMAP1,48,-0.4794,52,-0.3535,50,-0.4316,62,-0.0938,47,-0.5132,62,-0.1039,91,0.52726,59,-0.1552,46,-0.5406,104,0.84133
ENSG00000117419,ERI3,45,-1.3951,124,0.15812,135,0.28847,102,-0.1430,116,0.05740,73,-0.7171,159,0.55728,124,0.15385,110,-0.0235,143,0.42494
ENSG00000187147,RNF220,163,0.48166,109,-0.1587,91,-0.4357,113,-0.0948,93,-0.3985,107,-0.2023,142,0.26543,95,-0.3661,150,0.35136,137,0.22727
ENSG00000142937,RPS8,1691,0.92195,1894,1.11488,1331,0.52456,1412,0.62096,623,-0.6674,859,-0.1894,593,-0.7412,452,-1.1515,663,-0.5727,566,-0.8737
ENSG00000070785,EIF2B3,24,-0.5968,14,-1.4479,14,-1.3822,24,-0.6276,50,0.49699,49,0.51801,55,0.66528,62,0.85625,27,-0.4516,34,-0.1161
ENSG00000126107,HECTD3,4,-1.9647,19,0.38605,7,-1.0603,15,0.00538,9,-0.7081,9,-0.8060,15,0.00106,27,0.89834,13,-0.1831,27,1.01530
ENSG00000126088,UROD,67,-0.2946,47,-0.8337,70,-0.2451,65,-0.3594,65,-0.3482,71,-0.2338,113,0.52219,101,0.34216,70,-0.2414,119,0.68124
ENSG00000117450,PRDX1,288,0.31273,418,0.92515,262,0.16146,149,-0.7128,131,-0.9012,168,-0.5733,148,-0.7234,293,0.34282,230,-0.0415,291,0.36543
ENSG00000117448,AKR1A1,45,-0.0034,43,-0.0872,55,0.29547,48,0.09817,38,-0.2635,31,-0.6501,43,-0.0645,56,0.32430,53,0.24951,51,0.19058
ENSG00000132780,NASP,150,1.14623,118,0.73539,57,-0.4216,40,-0.9509,97,0.42546,85,0.23074,47,-0.6977,49,-0.6549,28,-1.4727,69,-0.1324
ENSG00000159592,GPBP1L1,33,0.01293,33,-0.0088,29,-0.1702,36,0.13447,44,0.46649,37,0.20346,32,-0.0392,27,-0.3106,21,-0.6768,33,-0.0125
ENSG00000086015,MAST2,21,-0.4447,13,-1.1821,31,0.16202,36,0.39753,20,-0.4786,21,-0.4917,23,-0.3265,27,-0.0310,37,0.42770,43,0.77958
ENSG00000117461,PIK3R3,1,-4.4499,33,-0.1426,30,-0.3015,60,0.79107,64,0.89409,38,0.06769,15,-1.3002,36,-0.0008,35,-0.0483,43,0.30052
ENSG00000085998,POMGNT1,66,0.24820,54,-0.0689,34,-0.7700,31,-0.9188,62,0.15247,40,-0.5682,66,0.24982,47,-0.2847,66,0.25538,85,0.74304
ENSG00000132128,LRRC41,17,-1.0747,21,-0.7386,31,-0.1542,29,-0.2744,36,0.09743,36,0.11343,48,0.54244,26,-0.3871,35,0.05291,47,0.55350
ENSG00000173660,UQCRH,199,-1.4237,263,-1.0033,530,0.07499,1000,1.11733,335,-0.6359,467,-0.1358,385,-0.4253,576,0.20541,555,0.14798,645,0.43355
ENSG00000117481,NSUN4,21,-0.0123,19,-0.2022,18,-0.2462,27,0.35775,25,0.24675,24,0.23135,16,-0.4455,22,0.04049,16,-0.3975,22,0.01809
ENSG00000117480,FAAH,64,1.37884,17,-0.7275,23,-0.3032,11,-1.4262,17,-0.7609,22,-0.3729,43,0.69532,21,-0.4003,13,-1.1157,39,0.64062
ENSG00000079277,MKNK1,13,-0.9544,31,0.38862,12,-1.0390,12,-1.0770,19,-0.4004,46,1.15746,43,0.90632,14,-0.7878,7,-1.8878,25,0.06121
ENSG00000123472,ATPAF1,91,-0.5199,90,-0.5363,129,0.02913,161,0.37857,105,-0.2865,116,-0.1579,95,-0.4433,183,0.58455,121,-0.0676,157,0.38410
ENSG00000159658,EFCAB14,161,1.39642,171,1.50751,59,-0.2589,50,-0.4887,30,-1.2557,69,0.00468,50,-0.5072,38,-0.8958,44,-0.7086,44,-0.7410
ENSG00000186377,CYP4X1,1,-3.4426,8,-1.3917,12,-0.7203,15,-0.3615,10,-1.0451,17,-0.2421,38,1.07708,17,-0.2454,20,0.01902,40,1.34254
ENSG00000162368,CMPK1,95,-0.4728,96,-0.4594,114,-0.1953,207,0.76160,94,-0.4904,127,-0.0300,78,-0.7727,225,0.89831,108,-0.2716,139,0.12832
ENSG00000186094,AGBL4,2,-2.5073,4,-1.7511,7,-1.0716,20,0.51042,26,0.94828,19,0.53677,24,0.82262,19,0.39720,7,-1.1471,12,-0.2629
ENSG00000162373,BEND5,3,-3.9845,18,-1.4054,38,-0.3131,67,0.56146,40,-0.2287,65,0.57934,34,-0.5112,80,0.85574,13,-1.8921,70,0.71705
ENSG00000162374,ELAVL4,84,-1.8270,70,-2.0820,131,-1.1693,282,0.00830,531,1.03916,265,-0.0984,214,-0.4252,435,0.70450,223,-0.3617,435,0.79820
ENSG00000185104,FAF1,42,-0.0871,46,0.01998,34,-0.4117,44,-0.0180,26,-0.8263,46,0.05397,49,0.14241,46,0.03952,42,-0.1156,58,0.45929
ENSG00000123091,RNF11,229,-0.8693,193,-1.1242,347,-0.2313,493,0.32216,480,0.27749,341,-0.2811,423,0.07647,471,0.24889,519,0.40504,497,0.37228
