Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000084652,TXLNA,33,0.22075,14,-1.1137,43,0.71545,25,-0.2121,24,-0.3329,12,-1.2779,45,0.72738
ENSG00000160050,CCDC28B,5,-1.4890,14,0.02945,7,-0.9801,20,0.68145,17,0.46460,20,0.57429,13,-0.0759
ENSG00000084623,EIF3I,72,-0.4867,71,-0.4693,88,-0.1457,112,0.26808,135,0.69664,74,-0.3968,58,-0.7599
ENSG00000175130,MARCKSL1,58,-1.3274,79,-0.7831,123,-0.1152,36,-2.0533,56,-1.4735,294,1.32128,607,2.76476
ENSG00000160058,BSDC1,64,0.24477,38,-0.5736,61,0.15926,42,-0.4596,58,0.08891,55,0.00519,64,0.22373
ENSG00000160062,ZBTB8A,27,0.44943,11,-0.9306,15,-0.5224,30,0.63149,11,-1.1250,37,0.89176,27,0.35712
ENSG00000176261,ZBTB8OS,22,-0.9477,60,0.68070,38,-0.0650,45,0.23754,48,0.42540,33,-0.2509,22,-0.8706
ENSG00000162521,RBBP4,143,0.32771,56,-1.1389,124,0.07595,125,0.09038,99,-0.3338,134,0.19105,153,0.39646
ENSG00000162522,KIAA1522,13,-0.5051,43,1.40626,16,-0.2621,13,-0.5490,25,0.62471,16,-0.1649,1,-4.2857
ENSG00000134684,YARS,62,-0.9266,87,-0.3657,108,-0.0249,153,0.59599,164,0.83852,46,-1.3169,44,-1.3765
ENSG00000160097,FNDC5,11,-1.4770,29,0.05632,28,-0.0016,53,1.15553,36,0.47641,8,-1.7919,10,-1.5816
ENSG00000121905,HPCA,109,-0.5300,117,-0.3862,208,0.58866,168,0.20383,210,0.70005,49,-1.6948,29,-2.4592
ENSG00000121900,TMEM54,15,-1.0308,56,1.04342,17,-0.8634,38,0.48397,32,0.19959,41,0.53361,15,-1.0412
ENSG00000116514,RNF19B,5,-1.4854,26,0.96598,10,-0.6037,24,0.92249,19,0.57197,1,-3.0221,8,-0.8207
ENSG00000004455,AK2,24,-0.5982,33,-0.0879,38,0.17518,20,-0.8581,30,-0.2449,59,0.84732,67,1.07597
ENSG00000142920,AZIN2,17,-0.1424,25,0.48515,8,-1.2282,16,-0.2181,26,0.77327,14,-0.4124,18,-0.0354
ENSG00000160094,ZNF362,25,-0.0009,20,-0.2847,35,0.61736,16,-0.7159,22,-0.2001,42,0.83671,16,-0.6137
ENSG00000134686,PHC2,47,-0.0543,49,0.01181,59,0.33108,36,-0.5183,50,0.03113,29,-0.8143,75,0.68831
ENSG00000163866,SMIM12,40,-0.5923,54,-0.0594,52,-0.1331,74,0.46479,84,0.82037,20,-1.5768,21,-1.4600
ENSG00000116544,DLGAP3,43,0.01301,38,-0.1766,53,0.40123,29,-0.6438,52,0.39232,52,0.33237,14,-1.6496
ENSG00000163867,ZMYM6,28,0.18425,13,-0.9183,26,0.05760,29,0.27383,22,-0.1864,30,0.31827,22,-0.1950
ENSG00000116560,SFPQ,398,0.70812,165,-0.7492,240,-0.1949,237,-0.2173,192,-0.6156,227,-0.2611,509,1.04246
ENSG00000146463,ZMYM4,78,0.21952,62,-0.1695,68,-0.0354,95,0.56867,45,-0.7527,61,-0.1934,88,0.37537
ENSG00000142687,KIAA0319L,65,-0.0294,60,-0.1611,52,-0.4016,84,0.42764,70,0.11962,70,0.09593,50,-0.4334
ENSG00000020129,NCDN,342,-0.4458,339,-0.4208,375,-0.2913,447,0.00610,822,1.36271,109,-2.1171,99,-2.2647
ENSG00000126067,PSMB2,77,-0.0588,53,-0.6466,63,-0.3977,88,0.15806,116,0.76749,53,-0.6203,50,-0.7307
ENSG00000142686,C1orf216,91,-0.0355,92,-0.0113,96,0.05988,84,-0.1789,145,0.93742,18,-2.4020,27,-1.8383
ENSG00000134698,AGO4,20,0.12253,6,-1.6248,26,0.63938,15,-0.2865,16,-0.2840,10,-0.9300,34,0.99837
ENSG00000092847,AGO1,55,0.30251,34,-0.4668,68,0.70513,34,-0.5284,38,-0.3454,37,-0.3285,54,0.24779
ENSG00000126070,AGO3,85,0.63880,17,-1.8767,41,-0.6350,64,0.12121,35,-0.9399,61,0.02737,153,1.57223
ENSG00000116863,ADPRHL2,9,-0.7592,16,0.14406,12,-0.3264,11,-0.3795,25,1.20235,2,-2.6550,15,0.01110
ENSG00000054116,TRAPPC3,22,-1.0277,25,-0.7723,28,-0.6239,55,0.49002,71,1.16447,24,-0.8345,25,-0.7941
ENSG00000116871,MAP7D1,156,-0.2260,172,-0.0543,150,-0.2890,159,-0.1995,216,0.38551,138,-0.3932,249,0.53499
ENSG00000054118,THRAP3,240,0.53634,110,-0.7419,168,-0.0926,243,0.55952,95,-1.1138,170,-0.0726,267,0.65184
ENSG00000196182,STK40,16,-0.3689,23,0.24007,31,0.79933,20,0.03626,18,-0.2028,15,-0.3642,12,-0.7876
ENSG00000181817,LSM10,13,-1.3402,46,0.63604,28,-0.1677,31,0.02147,47,0.84257,30,-0.0373,10,-1.6781
ENSG00000116885,OSCP1,11,-0.6800,14,-0.3351,14,-0.3136,16,-0.1186,33,1.40467,6,-1.6363,6,-1.5349
ENSG00000116898,MRPS15,24,-1.1540,77,0.71905,42,-0.2660,58,0.31310,67,0.62730,44,-0.1590,18,-1.5276
ENSG00000163873,GRIK3,65,1.68726,8,-1.7511,61,1.54286,6,-2.3768,11,-1.5596,3,-3.0927,21,-0.3978
ENSG00000163875,MEAF6,115,-0.1214,99,-0.3389,171,0.58901,136,0.16715,138,0.22215,66,-0.9521,56,-1.1967
ENSG00000163877,SNIP1,28,0.64150,13,-0.6133,24,0.33655,20,0.05276,15,-0.5165,11,-0.7805,22,0.18101
ENSG00000134697,GNL2,32,0.21358,10,-1.5363,22,-0.4067,30,0.08305,30,0.10666,31,0.13180,41,0.59522
ENSG00000116922,C1orf109,15,0.03473,13,-0.2224,20,0.53380,11,-0.4590,19,0.51514,6,-1.3812,8,-0.7963
ENSG00000185090,MANEAL,12,-0.7925,24,0.32034,19,-0.0549,20,0.03577,30,0.83195,16,-0.2992,5,-2.0297
ENSG00000196449,YRDC,7,-0.8477,11,-0.0666,8,-0.6061,17,0.60217,18,0.87743,10,-0.2939,3,-1.9975
ENSG00000197982,C1orf122,66,-1.1384,191,0.59012,132,-0.0036,117,-0.2015,141,0.12683,190,0.57664,152,0.21815
ENSG00000188786,MTF1,31,1.02106,7,-1.3950,10,-0.8530,14,-0.4012,7,-1.5664,30,0.81665,45,1.52609
ENSG00000183431,SF3A3,37,-0.3295,45,0.01548,24,-1.0021,61,0.53474,51,0.25221,66,0.60951,31,-0.5858
ENSG00000183520,UTP11,47,0.30660,48,0.32765,14,-1.6433,71,1.08954,37,-0.1392,34,-0.2119,16,-1.3062
ENSG00000185668,POU3F1,2,-2.6440,20,0.53422,3,-2.0948,26,1.09016,27,1.39990,3,-2.0898,3,-2.1252
ENSG00000116954,RRAGC,53,0.26374,23,-1.0214,35,-0.4565,41,-0.1607,53,0.29699,50,0.15058,56,0.32660
ENSG00000174574,AKIRIN1,112,0.14685,76,-0.4683,106,0.04817,115,0.18778,104,0.02406,68,-0.6321,113,0.14979
ENSG00000168653,NDUFS5,334,-1.0816,881,0.49843,561,-0.2384,884,0.56401,914,0.71821,334,-1.0121,227,-1.5857
ENSG00000127603,MACF1,531,0.71685,182,-1.0337,246,-0.6272,343,-0.0722,122,-1.8334,689,1.07227,815,1.36385
ENSG00000090621,PABPC4,71,-0.1603,71,-0.1365,95,0.35343,65,-0.3025,51,-0.7565,136,0.90458,111,0.56492
ENSG00000116983,HPCAL4,423,0.66370,262,-0.1765,363,0.38159,189,-0.7319,269,-0.1641,331,0.19170,167,-0.8682
ENSG00000084072,PPIE,9,-1.9959,21,-0.6316,28,-0.1916,33,0.11829,48,0.90859,41,0.41358,29,-0.1334
ENSG00000168389,MFSD2A,13,-0.2217,11,-0.4830,21,0.54149,11,-0.5494,13,-0.2183,33,1.22970,9,-0.8382
ENSG00000131236,CAP1,126,-0.3122,96,-0.6965,136,-0.1780,179,0.29513,179,0.32928,150,-0.0178,151,-0.0002
ENSG00000131238,PPT1,77,-0.7361,99,-0.2918,98,-0.3386,166,0.58983,160,0.59122,111,-0.1143,63,-0.9830
ENSG00000117000,RLF,59,1.17995,15,-1.0910,20,-0.7261,51,0.88430,12,-1.6621,23,-0.4833,43,0.49254
ENSG00000259943,AL050341.2,11,-0.5127,11,-0.4860,15,-0.0323,17,0.17498,19,0.45651,16,0.14467,11,-0.4314
ENSG00000084073,ZMPSTE24,25,-0.7590,20,-1.0259,80,1.28099,39,-0.0486,37,-0.1373,43,0.08888,20,-1.0614
ENSG00000049089,COL9A2,8,-1.2812,10,-0.9391,22,0.33971,2,-3.1850,5,-1.9860,22,0.30243,107,3.32535
ENSG00000084070,SMAP2,205,0.50504,131,-0.2586,121,-0.4077,194,0.40606,163,0.10397,87,-0.8846,105,-0.5858
ENSG00000117016,RIMS3,124,-0.5929,290,0.79685,205,0.25596,199,0.20198,233,0.55773,60,-1.6353,19,-3.3019
ENSG00000066136,NFYC,29,-0.1724,28,-0.1855,39,0.35423,33,0.06460,42,0.52097,12,-1.4387,16,-1.0281
ENSG00000179862,CITED4,4,-1.6688,13,0.03365,10,-0.4128,16,0.36559,25,1.47682,0,-5.0309,5,-1.2772
ENSG00000171793,CTPS1,10,-0.6858,7,-1.0553,21,0.54521,13,-0.2875,25,1.04067,6,-1.3954,7,-1.1024
ENSG00000127124,HIVEP3,43,0.61910,16,-0.9471,49,0.85948,26,-0.2564,16,-1.0788,36,0.26543,27,-0.1548
ENSG00000198815,FOXJ3,65,0.41990,34,-0.6080,69,0.53540,30,-0.8868,58,0.24303,39,-0.4095,39,-0.4268
ENSG00000177181,RIMKLA,41,-0.5299,64,0.21373,67,0.31722,80,0.64215,67,0.35192,19,-1.6342,12,-2.2542
ENSG00000127125,PPCS,32,-0.8027,59,0.17593,58,0.14801,66,0.38767,49,-0.1382,60,0.19362,56,0.09606
ENSG00000186409,CCDC30,123,1.30967,61,-0.0326,51,-0.3142,73,0.28944,21,-1.7963,49,-0.3605,73,0.26128
ENSG00000171960,PPIH,7,-0.7862,13,0.22777,2,-2.4599,18,0.76021,18,0.90160,11,-0.1107,7,-0.7777
ENSG00000065978,YBX1,63,-0.7131,133,0.49428,82,-0.2893,57,-0.8793,70,-0.5955,246,1.54560,174,0.94100
ENSG00000164008,C1orf50,20,0.32313,9,-0.9416,13,-0.3948,12,-0.5342,20,0.32209,15,-0.1679,27,0.74593
ENSG00000177868,SVBP,33,-0.1367,35,-0.0307,23,-0.7305,52,0.65955,38,0.07652,47,0.41985,21,-0.8436
ENSG00000117394,SLC2A1,16,-1.4677,41,0.01749,58,0.62408,19,-1.2430,33,-0.4030,133,2.01309,32,-0.3871
ENSG00000117395,EBNA1BP2,63,-0.3082,81,0.09533,41,-1.0137,103,0.53788,106,0.68056,54,-0.5171,45,-0.8093
ENSG00000179178,TMEM125,6,-1.2902,8,-0.7183,8,-0.7394,0,-6.8089,5,-1.4578,3,-2.1854,101,4.26125
ENSG00000066322,ELOVL1,13,-0.8588,4,-2.3610,9,-1.4516,3,-2.8029,13,-0.8512,35,0.74056,132,3.45638
ENSG00000159479,MED8,19,-0.2250,19,-0.1553,22,0.02691,18,-0.2817,29,0.61577,20,-0.0792,13,-0.7721
ENSG00000198198,SZT2,29,1.06159,5,-1.7441,14,-0.3003,5,-1.7126,12,-0.5560,27,0.80398,32,1.06761
ENSG00000178922,HYI,9,-0.6903,20,0.53038,12,-0.3076,6,-1.3639,14,0.05623,30,1.22404,22,0.71575
ENSG00000142949,PTPRF,64,-0.6308,81,-0.2123,60,-0.7231,111,0.30582,119,0.48692,104,0.17438,107,0.20960
ENSG00000066135,KDM4A,20,0.08231,21,0.08287,12,-0.7619,17,-0.2751,25,0.46467,12,-0.7477,29,0.63446
ENSG00000126091,ST3GAL3,26,-0.3712,41,0.34117,31,-0.0799,31,-0.0965,41,0.44180,29,-0.2057,24,-0.4748
ENSG00000117408,IPO13,30,-0.8122,36,-0.4939,60,0.31032,30,-0.8495,50,0.01162,60,0.29645,112,1.33487
ENSG00000117410,ATP6V0B,253,-0.3158,225,-0.4725,245,-0.3694,338,0.17987,504,1.07864,105,-1.6105,143,-1.1540
ENSG00000117411,B4GALT2,41,-0.6243,80,0.43977,67,0.16832,39,-0.7176,76,0.44569,91,0.65329,33,-0.9108
ENSG00000159214,CCDC24,5,-1.4237,21,0.90382,8,-0.5593,10,-0.3428,17,0.69695,21,0.87555,5,-1.2925
ENSG00000178028,DMAP1,44,-0.1666,45,-0.1244,38,-0.4078,39,-0.4014,74,0.86306,28,-0.8389,49,0.00248
ENSG00000117419,ERI3,102,0.09554,89,-0.1354,90,-0.1359,86,-0.1969,120,0.42057,101,0.05751,58,-0.7881
ENSG00000187147,RNF220,82,-0.6032,126,0.11606,156,0.51119,101,-0.2449,133,0.24972,72,-0.7456,130,0.16495
ENSG00000142937,RPS8,475,-0.9136,1655,1.14076,691,-0.3044,902,0.15303,633,-0.4908,1151,0.53120,1069,0.41179
ENSG00000070785,EIF2B3,33,0.04174,20,-0.6759,18,-0.9138,38,0.32042,45,0.70460,33,0.03593,16,-1.0389
ENSG00000126107,HECTD3,16,0.11502,7,-1.0395,20,0.57211,11,-0.5056,15,0.04926,14,-0.0797,16,0.14403
ENSG00000126088,UROD,40,-0.9219,63,-0.1879,53,-0.4998,77,0.14511,117,1.06038,51,-0.5128,47,-0.6264
ENSG00000117450,PRDX1,107,-1.2305,219,-0.0687,181,-0.3945,185,-0.3537,306,0.59345,451,1.11457,206,-0.1609
ENSG00000117448,AKR1A1,29,-0.5841,42,0.02551,35,-0.2756,40,-0.0569,53,0.51225,48,0.26557,36,-0.1900
ENSG00000132780,NASP,93,0.37225,50,-0.6209,45,-0.8529,63,-0.3160,41,-1.0984,106,0.53850,227,1.86748
ENSG00000159592,GPBP1L1,47,0.41018,34,-0.1311,33,-0.2013,22,-0.8442,36,-0.0853,44,0.24185,58,0.70204
ENSG00000159596,TMEM69,12,-0.3779,16,0.01989,20,0.47346,9,-0.9096,20,0.55796,9,-0.7509,16,0.09010
ENSG00000086015,MAST2,25,0.05099,24,-0.0396,26,0.11291,20,-0.3237,28,0.24177,30,0.31756,14,-0.8814
ENSG00000117461,PIK3R3,52,0.70453,25,-0.4918,39,0.19062,49,0.59770,21,-0.8782,40,0.21898,11,-1.7619
ENSG00000085998,POMGNT1,58,0.33488,37,-0.4076,38,-0.3902,35,-0.5099,61,0.48139,53,0.16516,40,-0.2994
ENSG00000132128,LRRC41,35,0.08804,34,0.03749,24,-0.5260,34,0.05613,42,0.45366,25,-0.4207,27,-0.3119
ENSG00000173660,UQCRH,153,-1.7470,833,0.99112,360,-0.3902,566,0.39448,721,0.98499,177,-1.4277,108,-2.1580
ENSG00000117481,NSUN4,23,0.36188,7,-1.5054,15,-0.3603,21,0.22268,22,0.34135,11,-0.7522,21,0.16278
ENSG00000117480,FAAH,20,-0.1800,10,-1.2639,17,-0.4829,19,-0.2822,34,0.83291,10,-1.2015,38,0.79795
ENSG00000079277,MKNK1,31,0.33831,13,-1.0177,17,-0.6291,27,0.05817,27,0.11324,52,1.14086,11,-1.2684
ENSG00000123472,ATPAF1,83,-0.6347,129,0.09917,143,0.28947,104,-0.2528,161,0.57778,125,0.05071,56,-1.1744
ENSG00000159658,EFCAB14,74,-0.2050,66,-0.3585,96,0.25497,44,-1.0313,48,-0.9712,167,1.13706,192,1.38801
ENSG00000186377,CYP4X1,31,0.54840,10,-1.1381,27,0.33262,18,-0.3609,31,0.63244,14,-0.7209,1,-4.1368
ENSG00000162368,CMPK1,102,-0.5118,127,-0.1387,162,0.27122,145,0.08105,171,0.41948,92,-0.6357,113,-0.3164
ENSG00000186094,AGBL4,17,0.33841,12,-0.2599,17,0.33665,16,0.20164,17,0.38942,0,-6.7953,5,-1.3589
ENSG00000162373,BEND5,15,-1.7248,59,0.40372,27,-0.8429,90,1.28230,66,0.77684,8,-2.5140,15,-1.6139
ENSG00000162374,ELAVL4,295,0.07047,244,-0.2297,364,0.45009,414,0.68938,286,0.02156,78,-1.9429,68,-2.1467
ENSG00000185104,FAF1,50,0.25029,32,-0.4613,35,-0.3486,47,0.13764,47,0.16529,27,-0.7455,55,0.38743
ENSG00000123091,RNF11,456,0.01749,487,0.12028,655,0.67432,360,-0.3847,527,0.30653,211,-1.1642,195,-1.2816
ENSG00000085832,EPS15,269,0.09636,248,-0.0400,306,0.32575,262,0.05083,257,0.01816,132,-1.0028,228,-0.1691
ENSG00000117859,OSBPL9,32,0.28776,16,-0.7919,26,-0.0679,17,-0.7600,21,-0.4411,32,0.30117,62,1.36913
ENSG00000078618,NRDC,166,0.42519,84,-0.6774,84,-0.7374,183,0.60504,129,-0.0279,72,-0.9115,160,0.31614
ENSG00000169213,RAB3B,193,1.30107,39,-1.3805,194,1.31618,53,-0.9833,23,-2.3927,26,-1.9495,151,0.70588
ENSG00000117862,TXNDC12,29,0.12599,18,-0.5695,22,-0.3016,23,-0.2353,34,0.47627,35,0.43332,16,-0.7244
ENSG00000134717,BTF3L4,39,-0.7297,51,-0.2921,63,0.04046,72,0.28300,90,0.79182,22,-1.5420,44,-0.4909
ENSG00000157077,ZFYVE9,59,0.06768,45,-0.3740,53,-0.1137,98,0.98655,54,-0.1030,27,-1.1466,31,-0.9462
ENSG00000134748,PRPF38A,45,-0.1447,18,-1.4812,48,-0.0435,55,0.19499,29,-0.9483,107,1.26814,83,0.83506
ENSG00000134744,TUT4,138,0.96902,44,-0.9600,37,-1.2836,90,0.16643,24,-2.0606,129,0.73179,206,1.54466
ENSG00000162377,COA7,41,0.40685,46,0.56703,45,0.57516,40,0.35830,21,-0.7216,15,-1.1546,12,-1.5204
ENSG00000162378,ZYG11B,239,0.44171,112,-0.7776,261,0.60696,236,0.41661,153,-0.3625,79,-1.3107,113,-0.7705
ENSG00000121310,ECHDC2,22,0.66516,8,-0.9484,6,-1.4658,2,-3.0797,9,-0.8495,68,2.68989,18,0.25336
ENSG00000116171,SCP2,72,-0.4994,76,-0.3861,91,-0.1113,98,0.02360,104,0.13027,170,0.90618,85,-0.2079
ENSG00000162384,CZIB,26,-0.8956,63,0.50139,37,-0.3510,44,-0.0422,63,0.64893,48,0.06944,33,-0.5004
ENSG00000162385,MAGOH,11,-1.1598,20,-0.1895,9,-1.4707,33,0.63575,40,1.19419,20,-0.2408,10,-1.3046
ENSG00000157193,LRP8,94,1.24693,35,-0.5065,63,0.47656,40,-0.3048,34,-0.6343,15,-1.7795,34,-0.5528
ENSG00000058799,YIPF1,11,-1.0645,10,-1.0993,29,0.49106,26,0.30641,30,0.64699,18,-0.2515,10,-1.1100
ENSG00000081870,HSPB11,26,-0.1076,28,0.02137,26,-0.1254,30,0.14243,35,0.47152,7,-2.0868,29,0.05247
ENSG00000116209,TMEM59,91,-0.7789,136,-0.1088,110,-0.4710,147,0.01843,209,0.74487,130,-0.1706,158,0.12480
ENSG00000116205,TCEANC2,18,0.37904,2,-2.6261,13,-0.1763,13,-0.2232,7,-1.1287,25,0.88131,37,1.51931
ENSG00000116221,MRPL37,41,-0.5601,60,0.08044,44,-0.4275,65,0.22701,91,0.98779,33,-0.8101,18,-1.7416
ENSG00000157216,SSBP3,279,0.04448,270,-0.0147,449,0.92106,244,-0.1889,237,-0.2592,161,-0.8110,181,-0.6323
ENSG00000243725,TTC4,28,0.34548,15,-0.6092,20,-0.2239,18,-0.3968,25,0.14928,30,0.40678,24,0.04236
ENSG00000116133,DHCR24,175,0.00703,77,-1.2457,111,-0.7494,164,-0.1021,294,1.13315,74,-1.3047,156,-0.1749
ENSG00000162402,USP24,44,0.32378,31,-0.2505,31,-0.2662,34,-0.1447,31,-0.3243,62,0.84478,36,-0.0172
ENSG00000162407,PLPP3,67,-0.5216,31,-1.6384,29,-1.8203,14,-2.8757,19,-2.5944,648,3.94614,148,0.75951
ENSG00000162409,PRKAA2,110,0.94130,47,-0.5119,47,-0.5623,82,0.39656,63,-0.0819,35,-0.9390,39,-0.7846
ENSG00000162601,MYSM1,115,0.90364,39,-0.8763,42,-0.8334,94,0.53291,59,-0.3056,47,-0.6017,73,0.05455
ENSG00000177606,JUN,115,0.38993,40,-1.2834,74,-0.3667,66,-0.5559,86,-0.1282,186,1.14700,112,0.30599
ENSG00000134709,HOOK1,70,0.60698,27,-0.9427,52,0.07048,80,0.87307,46,-0.1461,14,-1.8753,14,-1.8849
ENSG00000162599,NFIA,359,0.93612,55,-2.0534,190,-0.2149,53,-2.2223,42,-2.6833,558,1.58959,648,1.87107
ENSG00000162604,TM2D1,45,-0.1563,38,-0.3801,49,-0.0107,31,-0.7274,70,0.72363,47,-0.0726,44,-0.1742
ENSG00000132849,PATJ,30,1.48448,14,0.04816,7,-1.1135,12,-0.2762,5,-1.5659,21,0.66193,17,0.32080
ENSG00000162607,USP1,74,0.46105,23,-1.3890,60,0.07550,80,0.60380,20,-1.7846,63,0.16084,112,1.09854
ENSG00000116641,DOCK7,43,0.53847,7,-2.1276,21,-0.6613,18,-0.8924,22,-0.6348,101,1.99592,39,0.32373
ENSG00000125703,ATG4C,32,0.02577,13,-1.3531,20,-0.7596,12,-1.4886,22,-0.6404,46,0.61581,124,2.41066
ENSG00000203965,EFCAB7,17,0.34423,3,-2.3242,6,-1.2338,21,0.69930,23,1.01679,3,-2.0023,5,-1.4973
ENSG00000079739,PGM1,14,-1.2611,24,-0.3776,28,-0.1229,23,-0.4523,48,0.92606,56,0.98147,13,-1.3281
ENSG00000162434,JAK1,67,-0.5325,73,-0.3603,84,-0.1592,148,0.86186,75,-0.3951,125,0.47313,88,-0.0709
ENSG00000162433,AK4,66,0.30880,44,-0.3691,61,0.17180,33,-0.8471,39,-0.6454,149,1.65886,35,-0.6978
ENSG00000116675,DNAJC6,367,-0.1591,325,-0.3329,567,0.61798,349,-0.2411,480,0.35116,103,-2.0539,393,-0.0363
ENSG00000213625,LEPROT,24,-0.2199,12,-1.2168,19,-0.6104,16,-0.9198,15,-1.1182,110,2.41322,49,0.89968
ENSG00000184588,PDE4B,70,-0.2018,50,-0.6999,74,-0.0868,60,-0.4449,64,-0.3648,90,0.22612,199,1.55280
ENSG00000118473,SGIP1,231,0.67445,89,-0.8875,175,0.16369,206,0.45889,131,-0.3574,92,-0.8392,110,-0.5691
ENSG00000198160,MIER1,101,0.72307,51,-0.4524,67,-0.0096,66,-0.0463,28,-1.5064,97,0.56899,112,0.81240
ENSG00000142864,SERBP1,298,0.32709,169,-0.5932,230,-0.1248,297,0.31957,164,-0.7513,308,0.34574,354,0.57147
ENSG00000116717,GADD45A,42,0.29766,41,0.22044,50,0.58604,37,0.07235,27,-0.5354,27,-0.4448,22,-0.7093
ENSG00000116729,WLS,52,0.01669,19,-1.4759,71,0.59065,32,-0.7959,25,-1.2177,167,2.02473,43,-0.2741
ENSG00000033122,LRRC7,154,1.12191,51,-0.7543,97,0.25262,58,-0.6129,82,-0.0545,30,-1.5495,65,-0.4008
ENSG00000066557,LRRC40,30,0.33962,22,-0.1926,18,-0.5451,24,-0.0205,30,0.38855,25,0.03134,15,-0.7794
ENSG00000116754,SRSF11,453,0.99694,96,-1.5395,195,-0.5099,214,-0.3580,186,-0.6437,269,0.02744,526,1.12661
ENSG00000118454,ANKRD13C,53,0.35970,21,-1.0703,40,-0.1070,51,0.30010,49,0.25764,23,-0.9492,36,-0.2687
ENSG00000132485,ZRANB2,274,0.56718,145,-0.4958,168,-0.2881,263,0.49484,145,-0.5825,178,-0.1766,224,0.18614
ENSG00000172260,NEGR1,667,0.66163,280,-0.7740,524,0.22131,670,0.67067,406,-0.2449,100,-2.3074,227,-1.0863
ENSG00000178965,ERICH3,252,1.39366,86,-0.5293,79,-0.7258,175,0.65650,79,-0.7919,37,-1.8064,90,-0.4615
ENSG00000116791,CRYZ,13,-0.7448,11,-0.8712,17,-0.3306,26,0.38405,36,1.18864,10,-1.1042,7,-1.5798
ENSG00000162623,TYW3,69,0.21416,33,-0.9595,65,0.09736,96,0.81134,45,-0.5757,49,-0.3468,60,-0.0349
ENSG00000137968,SLC44A5,17,0.57280,4,-1.7342,8,-0.7824,18,0.63699,18,0.69660,3,-2.1831,5,-1.4428
ENSG00000117054,ACADM,47,-0.3795,46,-0.3845,61,0.08452,67,0.23010,59,0.01450,78,0.46804,51,-0.2054
ENSG00000137955,RABGGTB,35,-0.4828,45,-0.0331,50,0.13379,47,0.03735,54,0.30146,51,0.14801,33,-0.5033
ENSG00000117069,ST6GALNAC5,18,-1.4830,49,0.09235,23,-1.1320,72,0.80099,91,1.50058,2,-4.3020,7,-2.8018
ENSG00000142892,PIGK,44,0.34581,16,-1.2421,44,0.34277,27,-0.4795,46,0.46912,22,-0.7164,28,-0.4013
ENSG00000154027,AK5,421,0.73345,171,-0.7616,249,-0.2043,205,-0.5273,385,0.64500,81,-1.8824,213,-0.4330
ENSG00000036549,AC118549.1,48,0.45759,46,0.34134,51,0.56667,20,-0.9524,17,-1.3545,32,-0.2347,76,1.19234
ENSG00000077254,USP33,164,0.41946,93,-0.5084,152,0.28626,126,-0.0463,130,0.01822,92,-0.5202,91,-0.5466
ENSG00000180488,MIGA1,210,0.52523,122,-0.3814,164,0.08390,176,0.21315,128,-0.3737,80,-1.0321,189,0.30499
ENSG00000162613,FUBP1,96,0.56298,55,-0.3683,55,-0.4227,75,0.10590,64,-0.1806,70,-0.0123,75,0.10821
ENSG00000162616,DNAJB4,49,0.39535,35,-0.1564,33,-0.2981,53,0.54071,33,-0.3446,23,-0.8110,44,0.18837
ENSG00000137959,IFI44L,17,-0.9058,3,-3.0360,21,-0.5092,5,-2.6911,8,-2.1493,160,3.17363,77,1.62348
ENSG00000117114,ADGRL2,38,0.27335,11,-1.5957,41,0.39160,45,0.56429,42,0.49511,4,-3.0563,3,-3.2283
ENSG00000137941,TTLL7,583,0.70488,188,-1.1319,258,-0.7101,372,-0.1001,195,-1.2403,182,-1.1822,1356,2.13930
ENSG00000142875,PRKACB,467,-0.0098,403,-0.2400,505,0.12796,507,0.13506,572,0.39446,189,-1.3873,367,-0.3840
ENSG00000117133,RPF1,31,-0.1713,25,-0.5172,22,-0.7492,46,0.49197,40,0.31051,46,0.45144,25,-0.4958
ENSG00000174021,GNG5,5,-2.0045,18,-0.0802,11,-0.9270,5,-2.0368,23,0.35287,79,2.48851,22,0.21207
ENSG00000117155,SSX2IP,243,0.38369,149,-0.4235,157,-0.3731,337,1.01421,194,-0.0114,80,-1.3541,59,-1.8122
ENSG00000162642,C1orf52,85,0.36148,44,-0.6762,81,0.29462,61,-0.1941,83,0.36131,23,-1.6287,56,-0.3268
ENSG00000153904,DDAH1,249,0.17727,219,-0.0457,286,0.42577,140,-0.7834,236,0.09276,305,0.48251,118,-0.9888
ENSG00000117174,ZNHIT6,62,0.26180,46,-0.2233,51,-0.0785,44,-0.2942,33,-0.8501,63,0.26784,115,1.27340
ENSG00000122417,ODF2L,174,1.40549,37,-1.2443,48,-0.9124,113,0.53831,57,-0.6922,54,-0.6635,70,-0.2659
ENSG00000097033,SH3GLB1,57,0.14155,25,-1.1557,42,-0.4022,42,-0.3843,31,-0.9280,130,1.49004,104,1.10178
ENSG00000183291,SELENOF,50,-0.8361,74,-0.1798,74,-0.2065,89,0.10638,112,0.59888,78,-0.1074,87,0.06405
ENSG00000153936,HS2ST1,51,0.38269,40,-0.0260,48,0.26709,32,-0.4154,46,0.23164,30,-0.4947,22,-0.9507
