Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000117748,RPA2,31,-0.5681,23,-0.9302,73,0.88957,54,0.43133,37,-0.2202,59,0.53399,21,-1.1110,44,0.05052
ENSG00000126698,DNAJC8,252,0.28139,218,0.01836,243,0.19200,206,-0.0797,247,0.21694,157,-0.5005,196,-0.1531,181,-0.2798
ENSG00000130770,ATP5IF1,188,-1.3780,106,-2.1334,202,-1.1703,689,0.91770,545,0.38790,767,0.96813,490,0.21165,430,0.00386
ENSG00000204138,PHACTR4,81,1.52697,110,1.83440,24,-0.7532,8,-2.4985,12,-1.7249,13,-1.5936,24,-0.7395,24,-0.7291
ENSG00000180098,TRNAU1AP,21,0.24359,29,0.78487,29,0.78382,17,-0.0764,13,-0.5053,13,-0.5454,11,-0.7176,9,-1.0161
ENSG00000120656,TAF12,15,0.40593,2,-2.3894,14,0.22668,15,0.37520,7,-0.8217,12,-0.0013,11,-0.1423,15,0.29517
ENSG00000198492,YTHDF2,68,-0.3646,56,-0.6238,90,0.12356,133,0.88964,109,0.42471,74,-0.1843,46,-0.9135,59,-0.5386
ENSG00000159023,EPB41,10,-0.6931,31,1.18350,5,-1.5075,21,0.57488,13,-0.2251,7,-1.1992,17,0.15168,17,0.19421
ENSG00000116350,SRSF4,102,0.42966,112,0.53191,100,0.33686,73,-0.1952,44,-0.9390,70,-0.2282,61,-0.4475,73,-0.1565
ENSG00000116353,MECR,13,-1.2617,15,-0.8849,22,-0.3248,39,0.66243,52,1.05630,31,0.16565,24,-0.1870,26,-0.0584
ENSG00000060656,PTPRU,6,-1.6530,30,0.93563,81,3.01700,12,-0.6185,5,-1.6751,6,-1.5503,1,-4.2485,10,-0.7606
ENSG00000162511,LAPTM5,52,0.77722,34,-0.0342,16,-1.1610,6,-2.7564,18,-1.0219,20,-0.7906,25,-0.4955,115,2.17344
ENSG00000162512,SDC3,91,0.04437,170,1.08984,106,0.28782,40,-1.3406,68,-0.4194,98,0.15801,47,-0.9721,137,0.71079
ENSG00000134644,PUM1,104,-0.4754,218,0.77985,281,1.22739,102,-0.4979,84,-0.7535,138,0.02623,103,-0.4412,124,-0.1433
ENSG00000060688,SNRNP40,29,0.72709,19,-0.0287,45,1.40827,12,-0.8060,6,-1.7058,15,-0.3916,21,0.14148,7,-1.5715
ENSG00000121766,ZCCHC17,132,-0.1288,108,-0.4263,212,0.66371,136,-0.0790,138,-0.0378,163,0.22833,128,-0.1568,132,-0.1155
ENSG00000121769,FABP3,24,-1.7761,21,-1.8862,84,0.25181,157,1.61691,71,-0.0249,76,0.09163,58,-0.3332,48,-0.6393
ENSG00000162517,PEF1,42,-0.7414,31,-1.1501,63,-0.0406,100,0.83056,76,0.26015,88,0.50776,50,-0.4116,56,-0.2393
ENSG00000084636,COL16A1,84,0.88214,127,1.48253,54,0.03629,29,-1.0422,26,-1.1252,21,-1.3826,35,-0.6706,44,-0.3051
ENSG00000121753,ADGRB2,37,-2.3335,140,-0.1938,182,0.22231,175,0.18090,267,0.86879,303,1.09072,91,-0.8624,176,0.16834
ENSG00000184007,PTP4A2,1126,2.06719,486,0.16055,439,-0.0041,145,-1.8223,165,-1.5128,138,-1.7717,394,-0.1749,235,-0.9742
ENSG00000121774,KHDRBS1,168,0.34626,133,-0.0776,148,0.10024,116,-0.3265,117,-0.2707,205,0.63150,102,-0.4849,120,-0.2363
ENSG00000025800,KPNA6,92,-0.0916,100,0.03878,179,1.02278,107,0.17569,95,-0.0406,90,-0.1290,71,-0.4972,39,-1.3983
ENSG00000084652,TXLNA,32,0.43291,36,0.60404,16,-0.6671,17,-0.6916,40,0.76610,15,-0.7932,23,-0.1579,23,-0.0988
ENSG00000160050,CCDC28B,14,-0.3742,13,-0.5039,6,-1.5207,15,-0.2547,19,0.11037,26,0.59033,21,0.26096,34,1.05176
ENSG00000084623,EIF3I,73,-0.3836,35,-1.4537,68,-0.4522,129,0.66941,111,0.32531,119,0.44449,90,-0.0065,79,-0.2131
ENSG00000116478,HDAC1,29,1.76434,19,0.65670,13,0.08718,2,-2.8580,0,-4.0492,9,-0.5194,6,-1.1592,16,0.38607
ENSG00000175130,MARCKSL1,1125,3.00180,230,-0.6012,260,-0.4102,56,-2.8474,63,-2.5395,59,-2.6364,197,-0.8373,199,-0.8195
ENSG00000160058,BSDC1,57,0.13724,62,0.24573,100,1.05298,36,-0.6813,41,-0.3945,48,-0.1744,39,-0.4968,56,0.08087
ENSG00000160062,ZBTB8A,14,-0.0685,22,0.67034,37,1.52979,3,-2.2745,9,-0.6980,24,0.80882,8,-0.9794,12,-0.2613
ENSG00000176261,ZBTB8OS,30,-0.4757,31,-0.3723,13,-1.7053,39,-0.0229,51,0.42974,40,0.02721,72,1.00638,49,0.34647
ENSG00000162521,RBBP4,116,0.06240,134,0.29707,139,0.35140,110,-0.0238,133,0.28467,109,-0.0418,75,-0.6271,75,-0.6159
ENSG00000134684,YARS,53,-1.2659,30,-2.0031,66,-0.8539,215,1.27784,161,0.57515,157,0.53177,105,-0.1289,80,-0.5426
ENSG00000116497,S100PBP,34,1.50187,14,-0.2043,10,-0.7157,16,-0.0314,5,-1.6383,8,-1.0668,14,-0.1820,10,-0.7106
ENSG00000160097,FNDC5,4,-2.6908,7,-1.8523,7,-1.8211,47,1.27021,47,1.03521,35,0.55635,33,0.44620,17,-0.5883
ENSG00000121905,HPCA,16,-3.2353,28,-2.3232,95,-0.4953,157,0.33570,235,0.97448,419,2.07604,67,-1.0408,118,-0.1669
ENSG00000121900,TMEM54,31,0.03487,14,-1.2370,16,-1.0297,30,-0.0204,40,0.43358,23,-0.4322,50,0.80088,41,0.46522
ENSG00000116514,RNF19B,9,-0.7259,11,-0.2738,16,0.28297,18,0.50226,15,0.15163,22,0.80689,5,-1.3666,12,-0.1677
ENSG00000004455,AK2,73,1.14173,53,0.42243,20,-1.0790,32,-0.4294,24,-0.7907,24,-0.8295,34,-0.2658,43,0.07155
ENSG00000142920,AZIN2,30,0.40160,16,-0.6298,16,-0.6531,24,0.01950,33,0.51959,25,0.09887,33,0.51059,8,-1.5653
ENSG00000160094,ZNF362,24,0.50784,17,-0.1378,10,-0.8464,7,-1.4854,24,0.45097,34,1.00649,19,0.05926,16,-0.2079
ENSG00000134686,PHC2,74,0.63333,49,-0.1298,70,0.44107,47,-0.2258,27,-1.0318,57,0.10834,38,-0.5113,48,-0.1614
ENSG00000163866,SMIM12,30,-0.8244,25,-1.0207,36,-0.4889,90,1.21129,79,0.78936,50,0.02196,35,-0.5346,25,-1.0581
ENSG00000116544,DLGAP3,6,-2.5511,14,-1.1868,34,0.21961,18,-0.8951,77,1.62690,56,1.02910,15,-1.1016,57,1.07746
ENSG00000163867,ZMYM6,18,-0.3437,48,1.31914,20,-0.1460,26,0.34120,11,-1.0113,20,-0.1720,16,-0.4446,15,-0.5819
ENSG00000116560,SFPQ,315,0.35814,556,1.29451,304,0.25744,217,-0.3136,172,-0.6415,183,-0.5468,168,-0.6744,145,-0.9005
ENSG00000146463,ZMYM4,64,0.03290,67,0.11005,90,0.59557,62,-0.0060,42,-0.6122,49,-0.3812,73,0.24659,52,-0.2896
ENSG00000142687,KIAA0319L,43,-0.5042,77,0.45442,47,-0.3131,57,-0.0147,63,0.13429,99,0.89020,47,-0.3402,45,-0.4050
ENSG00000020129,NCDN,63,-3.0736,198,-1.2322,386,-0.2049,638,0.71208,732,0.84798,1262,1.85873,97,-2.2896,313,-0.5309
ENSG00000126067,PSMB2,82,0.09982,32,-1.3538,78,0.00423,104,0.54920,84,0.11784,120,0.71764,27,-1.6348,64,-0.3090
ENSG00000142686,C1orf216,20,-2.3388,30,-1.5848,93,0.12413,150,1.09343,142,0.82982,166,1.09816,39,-1.2179,50,-0.8351
ENSG00000134698,AGO4,19,0.18466,41,1.49275,26,0.64748,7,-1.3780,7,-1.3031,11,-0.6063,8,-1.1507,25,0.61894
ENSG00000092847,AGO1,42,-0.0548,65,0.65066,53,0.30428,40,-0.1683,27,-0.7556,43,-0.0334,33,-0.4346,52,0.28473
ENSG00000126070,AGO3,96,0.72782,170,1.65071,102,0.73819,34,-1.0831,28,-1.2703,29,-1.2525,33,-1.0517,31,-1.1658
ENSG00000116863,ADPRHL2,26,0.61182,1,-3.6599,22,0.29169,19,0.00245,20,0.12575,20,0.11861,4,-2.1201,29,0.71398
ENSG00000054116,TRAPPC3,23,-0.9888,19,-1.1747,35,-0.2647,62,0.74711,49,0.24933,74,0.95252,33,-0.3500,36,-0.2187
ENSG00000116871,MAP7D1,251,0.48047,114,-0.8216,159,-0.3141,181,-0.1251,199,0.04081,287,0.64740,175,-0.1606,140,-0.5072
ENSG00000054118,THRAP3,198,0.45656,175,0.20077,223,0.59945,143,-0.1349,123,-0.3559,102,-0.6538,141,-0.1473,100,-0.6821
ENSG00000196182,STK40,10,-0.6758,25,0.83550,8,-0.9273,16,0.07202,16,0.10515,19,0.34057,13,-0.2092,18,0.26976
ENSG00000181817,LSM10,24,-0.6317,5,-2.7769,27,-0.4146,40,0.25921,45,0.42640,55,0.75689,46,0.46424,41,0.25344
ENSG00000116885,OSCP1,7,-1.1774,3,-2.3027,13,-0.2702,30,1.33590,15,0.00488,28,0.97435,14,-0.1137,5,-1.6341
ENSG00000116898,MRPS15,26,-1.1171,44,-0.1882,23,-1.1853,78,0.84564,60,0.30241,61,0.32899,55,0.15234,49,-0.0270
ENSG00000163873,GRIK3,7,-1.7014,30,0.51610,77,2.27837,26,0.34934,6,-1.8510,5,-2.2326,23,0.11040,8,-1.4289
ENSG00000163875,MEAF6,54,-1.0244,68,-0.5774,99,-0.0037,139,0.64099,116,0.25226,136,0.51516,128,0.42531,56,-0.8718
ENSG00000163877,SNIP1,9,-0.7854,16,0.09679,37,1.55178,14,-0.1633,16,0.11425,19,0.41374,2,-2.5406,12,-0.2791
ENSG00000134697,GNL2,37,0.45866,34,0.23669,16,-0.8933,40,0.61990,22,-0.4453,30,0.07821,18,-0.7085,14,-1.0651
ENSG00000116922,C1orf109,11,-0.6162,7,-1.1419,14,-0.2090,25,0.85018,16,0.02460,20,0.30049,13,-0.2776,17,0.11793
ENSG00000185090,MANEAL,4,-2.5313,20,0.04107,32,0.80428,34,1.08625,16,-0.2982,30,0.70237,5,-1.8842,16,-0.3244
ENSG00000196449,YRDC,8,-0.5825,5,-1.1818,8,-0.5243,16,0.56710,16,0.51803,15,0.42656,16,0.53121,7,-0.7320
ENSG00000197982,C1orf122,330,1.01014,85,-1.2974,98,-1.0791,119,-0.8669,182,-0.1234,144,-0.4951,279,0.57042,284,0.59930
ENSG00000188786,MTF1,43,1.77930,24,0.43685,13,-0.4906,14,-0.4546,2,-2.9950,2,-3.0019,12,-0.6915,16,-0.2023
ENSG00000183431,SF3A3,37,-0.4535,66,0.50457,60,0.35255,62,0.46504,47,-0.0318,62,0.40483,17,-1.6100,32,-0.6236
ENSG00000183520,UTP11,40,0.15242,29,-0.3395,31,-0.2544,45,0.37952,24,-0.6546,51,0.55290,38,0.06691,22,-0.7774
ENSG00000116954,RRAGC,61,0.49255,43,-0.1180,71,0.69284,46,-0.0065,43,-0.1365,46,-0.0276,20,-1.2923,29,-0.7517
ENSG00000158315,RHBDL2,43,2.96204,19,0.59053,12,-0.0430,1,-3.1803,0,-7.4697,0,-8.2916,7,-0.8470,1,-3.1300
ENSG00000174574,AKIRIN1,155,0.80115,76,-0.4660,99,-0.0436,82,-0.3723,114,0.18472,96,-0.0864,83,-0.3148,75,-0.4739
ENSG00000168653,NDUFS5,279,-1.2049,230,-1.4001,363,-0.7086,825,0.70389,733,0.40954,750,0.44700,874,0.70278,544,-0.0748
ENSG00000127603,MACF1,460,0.42915,1101,1.95600,351,-0.0637,213,-0.9184,136,-1.5197,125,-1.6446,293,-0.3492,300,-0.3116
ENSG00000090621,PABPC4,83,0.45541,102,0.73906,58,-0.1736,38,-0.8985,72,0.16889,42,-0.6675,67,0.03830,66,0.02409
ENSG00000116983,HPCAL4,57,-2.1571,177,-0.3066,421,1.12900,124,-0.9425,253,0.26072,479,1.36396,115,-0.9698,345,0.78114
ENSG00000084072,PPIE,38,-0.0561,29,-0.4490,13,-1.6521,56,0.67095,49,0.37032,47,0.30679,32,-0.2993,32,-0.2995
ENSG00000043514,TRIT1,10,-0.2211,23,1.10401,16,0.45712,18,0.73430,9,-0.4875,15,0.31891,0,-7.2356,1,-3.6734
ENSG00000168389,MFSD2A,16,0.43976,17,0.44235,16,0.36486,8,-0.8813,4,-1.8226,7,-0.8807,18,0.51092,19,0.63170
ENSG00000131236,CAP1,201,0.38024,117,-0.5258,207,0.37932,181,0.18618,151,-0.1233,175,0.10744,95,-0.8393,126,-0.4097
ENSG00000131238,PPT1,81,-0.7003,70,-0.8651,109,-0.1826,178,0.72288,100,-0.3081,216,0.94925,96,-0.3720,109,-0.1708
ENSG00000117000,RLF,34,0.21990,72,1.48462,46,0.70080,26,-0.2465,19,-0.7478,17,-0.8351,17,-0.9050,10,-1.6768
ENSG00000259943,AL050341.2,19,0.78042,4,-1.6614,4,-1.6575,7,-0.9275,8,-0.7050,23,0.99516,27,1.24423,8,-0.7500
ENSG00000084073,ZMPSTE24,39,0.15779,19,-1.0073,42,0.26790,48,0.55410,13,-1.5379,34,-0.1047,38,0.07797,39,0.11739
ENSG00000049089,COL9A2,137,2.60165,61,0.50183,21,-1.1302,5,-3.4477,3,-3.9399,4,-3.4699,43,-0.0646,35,-0.4050
ENSG00000084070,SMAP2,57,-1.3466,118,-0.1430,155,0.29857,166,0.46831,233,0.98375,160,0.34729,101,-0.3800,76,-0.8203
ENSG00000117016,RIMS3,9,-3.9163,29,-2.1506,50,-1.3596,115,-0.0961,352,1.86729,289,1.48476,107,-0.1968,139,0.21482
ENSG00000066136,NFYC,18,-0.7136,27,-0.0485,27,-0.0734,39,0.61389,19,-0.6170,30,0.09859,42,0.66025,21,-0.4496
ENSG00000127124,HIVEP3,15,-0.5114,27,0.45742,40,1.09596,18,-0.2394,6,-1.8180,16,-0.3792,33,0.77292,17,-0.2972
ENSG00000198815,FOXJ3,25,-0.8094,40,-0.0060,55,0.49663,48,0.30651,37,-0.1263,54,0.45599,36,-0.2076,37,-0.1429
ENSG00000177181,RIMKLA,5,-3.3953,9,-2.3087,19,-1.2428,80,1.22757,81,1.03830,56,0.40467,63,0.60493,35,-0.3116
ENSG00000127125,PPCS,42,-0.2034,54,0.23806,25,-0.9876,51,0.15484,53,0.20025,51,0.13993,39,-0.2752,60,0.40938
ENSG00000186409,CCDC30,23,-0.7297,51,0.58719,61,0.87511,27,-0.4881,29,-0.2949,27,-0.4562,63,0.95042,25,-0.5473
ENSG00000171960,PPIH,10,-0.6839,10,-0.5775,9,-0.7587,22,0.67733,17,0.22543,21,0.55986,14,-0.0550,14,-0.0571
ENSG00000065978,YBX1,247,1.46918,74,-0.7538,81,-0.6264,46,-1.5728,54,-1.2323,88,-0.5027,144,0.28753,178,0.63534
ENSG00000164008,C1orf50,17,-0.1774,15,-0.3077,33,0.90348,18,-0.0454,13,-0.6179,23,0.30835,14,-0.4228,20,0.07078
ENSG00000177868,SVBP,50,0.00383,36,-0.5100,48,-0.0691,52,0.08668,56,0.18155,37,-0.4591,65,0.42241,53,0.08365
ENSG00000117394,SLC2A1,45,0.68802,32,0.04278,13,-1.3431,14,-1.2549,24,-0.3866,33,0.10133,34,0.15715,55,0.96586
ENSG00000117395,EBNA1BP2,51,-0.7115,40,-1.0168,60,-0.4155,110,0.65899,109,0.54956,107,0.51798,46,-0.8312,93,0.29073
ENSG00000179178,TMEM125,115,3.17677,17,-0.9762,31,-0.0868,7,-2.4263,0,-6.8928,2,-3.8683,30,-0.1651,5,-2.8262
ENSG00000066322,ELOVL1,233,3.43190,39,-0.7579,48,-0.4429,3,-4.7205,3,-4.2685,3,-4.3027,32,-1.0394,39,-0.7694
ENSG00000159479,MED8,16,-0.5626,24,0.13726,19,-0.2808,27,0.37567,29,0.42004,49,1.31835,4,-2.4535,11,-1.0371
ENSG00000198198,SZT2,23,0.88928,27,1.03930,12,-0.2507,11,-0.4670,9,-0.6442,7,-1.1003,3,-2.0909,17,0.26739
ENSG00000178922,HYI,31,1.22677,4,-2.0970,6,-1.4409,7,-1.4316,11,-0.6065,19,0.18701,3,-2.6235,48,1.83175
ENSG00000142949,PTPRF,101,0.38914,54,-0.6547,46,-0.8833,62,-0.4676,80,-0.0268,193,1.47754,44,-0.9459,72,-0.1974
ENSG00000066135,KDM4A,12,-0.1113,13,-0.0464,8,-0.7000,16,0.33547,10,-0.4140,24,0.99001,1,-2.9160,18,0.53704
ENSG00000126091,ST3GAL3,7,-2.1102,32,0.17578,18,-0.7528,29,0.01386,30,0.04861,47,0.81801,50,0.92223,37,0.42157
ENSG00000117408,IPO13,175,1.78711,56,-0.4535,84,0.18062,40,-1.0855,42,-0.8981,61,-0.3427,36,-1.1328,45,-0.8127
ENSG00000117410,ATP6V0B,174,-0.9445,109,-1.5775,294,-0.0520,501,0.97621,366,0.30308,525,0.91071,209,-0.5882,184,-0.7871
ENSG00000117411,B4GALT2,40,-0.4784,29,-0.9259,22,-1.3130,36,-0.6525,69,0.42913,77,0.61130,68,0.40644,111,1.24962
ENSG00000159214,CCDC24,6,-1.3199,12,-0.1580,14,0.10127,22,0.94653,9,-0.5137,18,0.54681,14,0.05671,9,-0.5328
ENSG00000196517,SLC6A9,32,2.98497,6,-0.7303,5,-0.7686,3,-1.7144,2,-2.0027,2,-2.2851,2,-1.8218,5,-0.7709
ENSG00000178028,DMAP1,45,-0.3163,45,-0.2763,36,-0.6036,76,0.66302,46,-0.2272,93,0.91005,30,-0.9013,43,-0.3250
ENSG00000117419,ERI3,79,-0.5159,91,-0.2493,100,-0.1030,147,0.60562,94,-0.1943,146,0.51707,73,-0.5858,108,0.02763
ENSG00000187147,RNF220,158,0.46441,109,-0.2010,99,-0.3476,110,-0.1961,128,0.05715,135,0.14743,119,-0.0519,106,-0.2409
ENSG00000142937,RPS8,1372,0.77425,554,-0.7864,647,-0.5474,459,-1.1654,801,-0.2137,804,-0.2069,1599,0.92840,1092,0.28503
ENSG00000070785,EIF2B3,20,-0.5492,19,-0.6123,24,-0.2255,51,1.17872,38,0.48292,30,0.09806,8,-1.9073,19,-0.5916
ENSG00000126107,HECTD3,15,-0.0712,20,0.30738,11,-0.5652,16,0.02408,32,1.15327,26,0.80225,3,-2.3601,5,-1.7153
ENSG00000126088,UROD,45,-0.7880,22,-1.7862,64,-0.1887,104,0.70445,104,0.61173,95,0.45867,38,-0.9787,96,0.46584
ENSG00000070759,TESK2,49,3.80681,14,0.26944,2,-2.7876,1,-3.3899,0,-7.3981,1,-3.5440,2,-2.3033,4,-1.7057
ENSG00000132763,MMACHC,21,0.96867,13,0.06430,10,-0.2838,8,-0.6678,24,1.06899,3,-1.9945,10,-0.3677,6,-1.0084
ENSG00000117450,PRDX1,367,0.79251,129,-0.9785,163,-0.6241,260,0.12498,231,-0.0830,194,-0.3563,182,-0.4593,276,0.20323
ENSG00000117448,AKR1A1,45,0.04699,20,-1.2348,57,0.41147,63,0.66612,46,0.07815,39,-0.2064,26,-0.8289,38,-0.2548
ENSG00000132780,NASP,178,1.32117,207,1.37341,72,-0.3839,59,-0.7630,25,-1.9797,64,-0.5840,39,-1.3280,43,-1.1933
ENSG00000159592,GPBP1L1,50,0.44417,58,0.61151,32,-0.3446,30,-0.4881,37,-0.1145,25,-0.7347,48,0.31558,36,-0.1298
ENSG00000159596,TMEM69,14,0.25905,10,-0.2035,15,0.37263,20,0.98502,5,-1.1645,16,0.48683,2,-2.5486,3,-2.1554
ENSG00000086015,MAST2,17,-0.4626,12,-0.8632,39,0.94735,26,0.31528,16,-0.4328,26,0.27333,18,-0.3299,22,-0.0078
ENSG00000117461,PIK3R3,7,-1.9736,22,-0.1929,27,0.10358,42,0.99404,25,-0.0333,11,-1.2751,42,0.82439,27,0.09767
ENSG00000085998,POMGNT1,68,0.40497,62,0.18986,54,-0.0335,49,-0.2014,31,-0.8606,73,0.45978,57,0.06771,37,-0.6116
ENSG00000132128,LRRC41,28,-0.2025,20,-0.7321,41,0.42448,44,0.61329,33,0.07028,27,-0.2168,23,-0.5070,28,-0.2006
ENSG00000173660,UQCRH,128,-1.8953,81,-2.4379,93,-2.2394,647,0.89516,738,0.99367,572,0.55391,608,0.65916,431,0.09190
ENSG00000117481,NSUN4,17,-0.0436,25,0.57675,24,0.54253,23,0.55051,16,-0.1354,14,-0.2784,6,-1.5196,7,-1.3331
ENSG00000117480,FAAH,70,1.06960,35,-0.2337,44,0.11084,30,-0.5034,47,0.24498,37,-0.1485,32,-0.3708,10,-2.0634
ENSG00000079277,MKNK1,13,-0.7173,44,1.33397,19,-0.0410,17,-0.2129,20,0.01936,27,0.53111,3,-2.6121,23,0.25267
ENSG00000123472,ATPAF1,90,-0.8300,94,-0.6831,109,-0.4547,188,0.47221,204,0.55053,136,-0.1083,178,0.32887,180,0.34435
ENSG00000159658,EFCAB14,178,1.30048,88,-0.1031,77,-0.2994,45,-1.2105,39,-1.3561,55,-0.8298,100,0.11241,128,0.51698
ENSG00000186377,CYP4X1,1,-3.9351,16,-0.1245,44,1.60108,26,0.80889,13,-0.4752,28,0.76735,10,-0.8282,7,-1.3131
ENSG00000162368,CMPK1,101,-0.4085,76,-0.8017,66,-1.0191,184,0.68992,160,0.35907,93,-0.4929,174,0.50535,138,0.12505
ENSG00000132122,SPATA6,43,1.86959,24,0.47091,22,0.34937,5,-2.1086,4,-2.3082,5,-1.9505,14,-0.3796,15,-0.3191
ENSG00000162373,BEND5,7,-2.4189,12,-1.4937,16,-1.1246,70,1.54071,64,1.09640,21,-0.7046,37,0.19771,26,-0.3734
ENSG00000162374,ELAVL4,23,-3.2775,95,-1.0619,315,0.86106,400,1.56812,198,0.08572,151,-0.3406,164,-0.2117,107,-0.8780
ENSG00000185104,FAF1,45,0.08972,34,-0.3532,47,0.16108,69,0.93596,22,-0.9772,56,0.45408,16,-1.5085,22,-0.9985
ENSG00000123091,RNF11,157,-1.4175,223,-0.7819,396,0.12177,436,0.31677,648,0.94753,399,0.13548,375,0.03542,444,0.30823
ENSG00000085832,EPS15,203,0.00809,153,-0.4404,206,0.03298,251,0.40307,238,0.26578,137,-0.6097,228,0.19374,150,-0.4664
ENSG00000117859,OSBPL9,48,1.05063,50,0.94556,26,-0.1386,17,-0.8211,10,-1.6034,18,-0.6746,32,0.22347,14,-1.0263
ENSG00000078618,NRDC,131,-0.0577,189,0.53907,167,0.33838,182,0.55419,106,-0.3820,113,-0.2901,88,-0.6776,66,-1.1146
ENSG00000169213,RAB3B,69,-0.9762,214,0.91356,502,2.62435,69,-0.9864,20,-2.7016,18,-2.8690,169,0.51184,33,-2.0001
ENSG00000117862,TXNDC12,33,0.03295,30,-0.1018,25,-0.4089,31,-0.0561,21,-0.6271,51,0.75033,26,-0.3122,40,0.35871
ENSG00000134717,BTF3L4,60,-0.0595,48,-0.4039,66,0.09440,76,0.37335,77,0.33245,78,0.35011,49,-0.3725,33,-1.0022
ENSG00000157077,ZFYVE9,25,-0.9795,44,-0.0475,47,0.06084,67,0.74816,54,0.29193,42,-0.0946,43,-0.0763,36,-0.3246
ENSG00000134748,PRPF38A,83,0.90165,83,0.77304,36,-0.5700,30,-0.9443,36,-0.5881,26,-1.0888,51,-0.0390,63,0.31444
ENSG00000134744,TUT4,132,0.86549,294,2.25897,50,-0.8244,31,-1.6315,24,-1.8966,38,-1.2414,63,-0.4673,49,-0.8538
ENSG00000162377,COA7,12,-1.2329,28,0.12673,36,0.54547,32,0.40547,29,0.21026,32,0.37547,29,0.22003,13,-0.9922
ENSG00000162378,ZYG11B,71,-1.2499,103,-0.5822,241,0.78773,193,0.46792,207,0.52652,170,0.20593,118,-0.3715,131,-0.2170
ENSG00000121310,ECHDC2,18,-0.1200,82,2.62296,10,-0.9985,5,-2.0349,1,-4.1581,8,-1.3319,2,-3.0180,47,1.46294
ENSG00000116171,SCP2,100,0.07259,92,-0.0649,93,-0.0456,102,0.11496,70,-0.5046,87,-0.1612,97,0.01764,117,0.31517
ENSG00000162384,CZIB,57,0.23048,55,0.13420,26,-0.9967,55,0.13767,64,0.38854,53,0.07279,38,-0.4584,45,-0.1743
ENSG00000162385,MAGOH,20,-0.1335,15,-0.5538,13,-0.8019,30,0.60729,12,-0.8875,39,0.95777,11,-0.9447,26,0.28968
ENSG00000157193,LRP8,12,-2.0567,70,0.77469,122,1.78715,45,0.03800,17,-1.4127,34,-0.3853,45,0.03570,35,-0.3254
ENSG00000058799,YIPF1,12,-0.9069,23,0.16332,23,0.17466,34,0.91008,11,-0.9627,23,0.11986,13,-0.6849,24,0.21626
ENSG00000081870,HSPB11,21,-0.4732,16,-0.8198,14,-0.9879,44,0.89593,24,-0.2371,47,0.86771,14,-1.0649,31,0.18973
ENSG00000116209,TMEM59,311,0.76931,104,-1.0809,191,-0.1347,230,0.17878,204,-0.0338,200,-0.0665,156,-0.4546,146,-0.5617
ENSG00000116205,TCEANC2,29,1.25549,30,1.10524,17,0.15625,6,-1.5141,4,-1.7936,10,-0.7124,18,0.24293,5,-1.7546
ENSG00000116221,MRPL37,26,-1.2821,23,-1.3581,38,-0.6062,108,1.32164,60,0.11114,66,0.26674,58,0.05967,47,-0.2806
ENSG00000157216,SSBP3,113,-1.1387,210,-0.0972,258,0.24001,265,0.32047,311,0.54570,179,-0.3493,313,0.55707,200,-0.1723
ENSG00000243725,TTC4,20,-0.1172,46,1.27898,26,0.32480,24,0.17885,10,-1.2050,31,0.57175,4,-2.4592,11,-1.0763
ENSG00000116133,DHCR24,297,0.70282,105,-1.0433,173,-0.2689,384,1.25121,148,-0.5163,151,-0.4897,66,-1.7362,50,-2.1496
ENSG00000162402,USP24,31,-0.0522,61,1.11494,10,-1.7203,31,0.00307,20,-0.6614,25,-0.3469,13,-1.3406,60,1.08539
ENSG00000162407,PLPP3,221,0.91034,219,0.75787,116,-0.2763,18,-3.2145,10,-3.8736,32,-2.2253,28,-2.4204,500,2.34506
ENSG00000162409,PRKAA2,18,-1.7698,49,-0.1551,111,1.19570,72,0.51745,50,-0.1473,67,0.32492,42,-0.4190,46,-0.2679
ENSG00000162600,OMA1,24,1.27985,28,1.38578,10,-0.2750,9,-0.4486,2,-2.7932,0,-3.9688,11,-0.1399,5,-1.2750
ENSG00000162601,MYSM1,60,-0.0790,118,1.03564,81,0.40176,60,-0.0990,44,-0.5602,58,-0.1304,57,-0.1676,34,-0.9716
ENSG00000177606,JUN,101,0.45793,181,1.41032,86,0.12980,26,-1.7818,41,-1.0286,152,1.09643,18,-2.2163,58,-0.4914
ENSG00000134709,HOOK1,5,-3.2460,38,-0.1355,107,1.64876,64,0.84277,25,-0.7695,61,0.63992,19,-1.1937,24,-0.8146
ENSG00000134716,CYP2J2,39,2.21869,33,1.40969,4,-1.8997,2,-2.6852,5,-1.5624,3,-2.2614,0,-5.3708,15,0.09898
ENSG00000162599,NFIA,489,1.31204,625,1.54338,403,0.75105,35,-3.1217,38,-2.8657,41,-2.7490,146,-0.8679,251,-0.0283
ENSG00000162604,TM2D1,49,-0.1084,50,-0.0431,49,-0.0850,58,0.19485,53,0.03688,64,0.33148,35,-0.5918,53,0.05468
ENSG00000162607,USP1,120,1.33523,76,0.33593,101,0.80625,35,-0.9439,31,-1.0418,35,-0.8854,40,-0.6675,24,-1.4455
