Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000142676,RPL11,282,-0.4426,497,0.44023,454,0.29672,147,-1.4225,136,-1.5342,518,0.50730,133,-1.5732,329,-0.2269,479,0.38072,533,0.55165,430,0.21026,623,0.80899
ENSG00000011007,ELOA,74,1.08763,54,0.57406,18,-1.1096,39,0.07204,23,-0.7357,10,-1.9481,59,0.71442,49,0.45930,31,-0.3116,30,-0.3649,25,-0.6176,28,-0.4585
ENSG00000057757,PITHD1,28,-1.9220,71,-0.5797,70,-0.5933,68,-0.6270,158,0.67558,98,-0.0784,70,-0.5990,143,0.57933,63,-0.7459,85,-0.2989,172,0.81573,171,0.80428
ENSG00000011009,LYPLA2,10,-1.4193,6,-2.1589,29,0.12161,20,-0.4435,34,0.36176,21,-0.3747,30,0.13825,26,-0.0772,32,0.25026,24,-0.1914,56,1.17632,37,0.50569
ENSG00000189266,PNRC2,58,-0.2119,35,-0.9630,50,-0.4219,38,-0.8227,37,-0.8823,153,1.36986,99,0.64338,67,0.01390,58,-0.1916,92,0.51840,38,-0.8280,67,0.02416
ENSG00000188529,SRSF10,189,1.26018,83,-0.0701,123,0.54483,99,0.20342,84,-0.0549,71,-0.3093,73,-0.2637,83,-0.0737,50,-0.8277,49,-0.8783,76,-0.2018,66,-0.4140
ENSG00000001461,NIPAL3,45,-1.4700,286,1.43008,274,1.34879,85,-0.5346,107,-0.1806,83,-0.5621,148,0.32915,91,-0.4578,90,-0.4343,73,-0.7623,86,-0.5042,100,-0.2866
ENSG00000133226,SRRM1,1204,1.95033,1171,1.89861,384,0.01556,527,0.51812,243,-0.6855,225,-0.8010,321,-0.2594,216,-0.9178,132,-1.5944,168,-1.2394,79,-2.3444,50,-3.0205
ENSG00000169504,CLIC4,212,2.03939,153,1.43613,269,2.51682,7,-3.1260,4,-3.7914,14,-2.2705,6,-3.4235,13,-2.4719,33,-0.9876,30,-1.1535,30,-1.1184,43,-0.5840
ENSG00000117614,SYF2,289,0.98756,171,0.13573,68,-1.2700,102,-0.6549,110,-0.5475,244,0.70917,190,0.30811,148,-0.0950,127,-0.3251,222,0.55106,116,-0.4640,101,-0.6729
ENSG00000117616,RSRP1,87,0.08699,72,-0.2109,92,0.18645,170,1.18010,48,-0.8014,50,-0.7513,89,0.12524,93,0.22162,39,-1.1283,69,-0.2744,101,0.32129,63,-0.3961
ENSG00000183726,TMEM50A,75,-0.1590,41,-1.0728,114,0.50146,68,-0.2988,73,-0.2091,75,-0.1670,72,-0.2225,117,0.60835,56,-0.5909,75,-0.1622,115,0.51624,81,-0.0347
ENSG00000204178,MACO1,119,0.66186,90,0.20472,43,-0.9050,100,0.38326,53,-0.5956,112,0.56640,161,1.15743,90,0.23079,33,-1.2989,53,-0.6070,40,-1.0097,37,-1.1507
ENSG00000117643,MAN1C1,19,-1.2011,7,-2.5070,7,-2.5371,34,-0.3123,21,-1.0385,52,0.32896,93,1.28601,84,1.28539,19,-1.2126,30,-0.5226,37,-0.1986,58,0.51758
ENSG00000162430,SELENON,29,-0.0739,51,0.81158,14,-1.1493,24,-0.3606,31,0.01837,18,-0.8108,9,-1.7493,32,0.06861,42,0.51150,34,0.16381,44,0.59515,36,0.26463
ENSG00000117640,MTFR1L,67,0.06256,42,-0.6317,44,-0.5916,81,0.36508,89,0.51901,57,-0.1877,45,-0.5390,61,-0.0802,77,0.29237,58,-0.1674,90,0.53273,62,-0.0504
ENSG00000117632,STMN1,119,-2.5750,493,-0.4681,1184,0.92207,716,0.11055,929,0.52473,543,-0.3188,593,-0.1849,795,0.30376,424,-0.6972,320,-1.1183,724,0.12700,1041,0.70967
ENSG00000158008,EXTL1,0,-6.1817,24,-0.6934,31,-0.3032,32,-0.2443,56,0.62819,47,0.34857,31,-0.3133,35,-0.1495,37,-0.0205,26,-0.5413,64,0.83830,73,1.05275
ENSG00000175087,PDIK1L,0,-5.6652,17,0.04390,7,-1.3055,43,1.56175,31,1.01702,9,-0.8833,15,-0.0997,7,-1.2713,25,0.62587,6,-1.5160,44,1.58613,3,-2.2619
ENSG00000142684,ZNF593,14,-0.7591,25,0.07205,21,-0.1587,11,-1.0741,24,0.02416,11,-1.0732,7,-1.7701,29,0.34424,32,0.46170,28,0.25897,34,0.59631,41,0.86630
ENSG00000142669,SH3BGRL3,85,-0.6673,135,0.03932,201,0.67861,73,-0.8875,121,-0.1243,114,-0.2183,109,-0.2955,102,-0.4209,129,-0.0359,142,0.12036,222,0.83744,174,0.44098
ENSG00000198830,HMGN2,197,0.40685,191,0.35941,185,0.30812,146,-0.0672,62,-1.3684,162,0.09662,118,-0.3948,129,-0.2747,136,-0.1712,260,0.85897,108,-0.5279,155,0.03250
ENSG00000117713,ARID1A,141,0.50984,113,0.16043,173,0.84519,161,0.72426,61,-0.7898,82,-0.3423,92,-0.1676,103,0.02247,84,-0.3086,96,-0.0925,71,-0.5464,47,-1.1839
ENSG00000204160,ZDHHC18,15,-0.5041,14,-0.5668,23,0.18262,32,0.67496,38,0.96498,9,-1.2289,10,-1.1223,19,-0.1524,15,-0.4984,9,-1.1585,41,1.08590,25,0.31147
ENSG00000142751,GPN2,24,0.01032,29,0.30491,8,-1.5218,35,0.59221,23,-0.0561,20,-0.2541,16,-0.5875,22,-0.1642,32,0.44749,25,0.08394,28,0.24301,27,0.15283
ENSG00000090273,NUDC,76,-1.4600,144,-0.4963,191,-0.0601,132,-0.6284,153,-0.4036,292,0.61416,241,0.30251,253,0.42228,163,-0.3027,225,0.19815,216,0.13598,242,0.31157
ENSG00000253368,TRNP1,21,-0.7580,3,-3.3225,12,-1.6163,35,-0.0174,52,0.62523,38,0.13751,50,0.55934,41,0.25344,34,-0.0522,30,-0.2387,50,0.56099,49,0.52454
ENSG00000090020,SLC9A1,12,-0.6801,3,-2.7679,2,-3.2523,32,0.81507,70,2.20855,10,-0.9020,14,-0.4925,18,-0.0841,22,0.20363,11,-0.8253,14,-0.5133,23,0.26842
ENSG00000142784,WDTC1,37,-0.0374,26,-0.5753,51,0.48291,18,-1.0925,47,0.35069,16,-1.2498,25,-0.6501,45,0.31031,46,0.30949,39,0.04507,45,0.26557,50,0.44478
ENSG00000186501,TMEM222,22,-1.0672,54,0.32171,51,0.23080,53,0.31147,60,0.49971,15,-1.5530,22,-1.0438,35,-0.3729,79,0.93861,32,-0.4763,80,0.96859,31,-0.5127
ENSG00000158195,WASF2,338,2.54260,167,1.21300,131,0.80324,57,-0.5164,25,-1.7435,56,-0.5275,36,-1.2019,21,-2.0369,53,-0.6075,65,-0.3162,45,-0.8441,14,-2.5546
ENSG00000126705,AHDC1,164,0.90234,56,-0.7951,124,0.44401,109,0.24427,119,0.37453,51,-0.9274,130,0.51530,80,-0.2623,62,-0.6250,38,-1.3778,127,0.47803,78,-0.2882
ENSG00000126709,IFI6,25,-1.9112,60,-0.6509,126,0.51306,65,-0.5174,227,1.50204,48,-0.9800,41,-1.2138,42,-1.2566,104,0.20329,60,-0.6448,221,1.45072,126,0.50978
ENSG00000009780,FAM76A,48,0.80687,22,-0.4165,77,1.61844,37,0.39110,32,0.16435,51,0.90012,17,-0.7581,20,-0.5593,6,-2.1646,17,-0.8145,13,-1.1502,13,-1.1880
ENSG00000117758,STX12,39,-1.1350,94,0.19988,185,1.31164,39,-1.1477,73,-0.1936,62,-0.4564,76,-0.1422,83,0.00777,68,-0.2973,80,-0.0556,90,0.13546,105,0.36492
ENSG00000117751,PPP1R8,14,-1.1774,22,-0.4944,29,-0.0610,44,0.56264,21,-0.5867,21,-0.5835,33,0.11058,35,0.25844,36,0.23960,32,0.09607,46,0.65940,28,-0.1260
ENSG00000117748,RPA2,3,-2.8501,16,-0.7231,33,0.39461,18,-0.5573,27,0.06848,29,0.15498,4,-2.6661,32,0.36184,19,-0.4611,46,0.89593,28,0.14925,49,1.02095
ENSG00000126698,DNAJC8,312,0.43330,245,0.05145,154,-0.6603,213,-0.1655,167,-0.5343,366,0.69376,283,0.28097,333,0.60208,193,-0.3206,206,-0.2144,124,-0.9881,150,-0.6994
ENSG00000130770,ATP5IF1,82,-1.4370,86,-1.3717,106,-1.0667,151,-0.5288,166,-0.3852,393,0.98491,154,-0.4980,332,0.79303,139,-0.6609,262,0.32211,178,-0.2745,389,0.97050
ENSG00000204138,PHACTR4,206,2.30363,142,1.59016,54,0.00107,64,0.25964,18,-1.6421,25,-1.1817,35,-0.6607,21,-1.4755,61,0.18142,27,-1.0727,12,-2.1780,17,-1.7105
ENSG00000180098,TRNAU1AP,39,0.79238,13,-0.8775,53,1.30498,40,0.82957,12,-1.0462,2,-3.7011,23,-0.0736,23,-0.0521,22,-0.1354,14,-0.7886,30,0.38462,15,-0.7134
ENSG00000120656,TAF12,5,-1.5031,7,-1.0858,20,0.40633,17,0.18694,17,0.17992,17,0.17502,3,-2.1770,7,-1.1624,15,-0.0387,17,0.16114,40,1.57869,24,0.74446
ENSG00000162419,GMEB1,42,1.07517,21,0.00626,17,-0.3799,18,-0.2241,20,-0.0586,21,-0.0406,37,0.88294,23,0.10450,20,-0.0911,7,-1.5360,16,-0.4455,12,-0.9005
ENSG00000198492,YTHDF2,78,-0.1467,52,-0.7576,82,-0.0781,80,-0.1082,133,0.69395,116,0.46606,96,0.16191,130,0.73568,37,-1.2800,62,-0.5104,65,-0.4358,58,-0.6056
ENSG00000116329,OPRD1,21,-0.0152,0,-5.5376,30,0.53294,20,-0.0906,34,0.73647,19,-0.1467,24,0.20913,26,0.38265,26,0.31900,8,-1.4152,19,-0.1790,21,0.01006
ENSG00000159023,EPB41,44,0.78667,16,-0.7810,2,-3.5936,61,1.35619,53,1.11819,11,-1.3684,31,0.23050,17,-0.7578,25,-0.0707,29,0.12635,20,-0.4645,21,-0.3609
ENSG00000116350,SRSF4,301,1.36037,183,0.52980,137,0.06758,126,-0.0573,131,0.00243,107,-0.3177,172,0.43170,89,-0.6291,100,-0.4186,88,-0.6142,104,-0.3520,75,-0.8444
ENSG00000116353,MECR,0,-5.6810,12,-0.4424,12,-0.4883,6,-1.5649,35,1.17455,36,1.22639,5,-1.6720,20,0.28527,11,-0.6492,15,-0.1240,15,-0.1770,30,0.94970
ENSG00000060656,PTPRU,6,-1.5375,11,-0.7938,49,1.55593,31,0.79877,29,0.70809,1,-3.5054,7,-1.4857,12,-0.6706,30,0.72425,2,-2.8615,36,1.04666,16,-0.2593
ENSG00000162512,SDC3,26,-2.3015,183,0.61511,138,0.16320,175,0.54522,108,-0.2132,71,-0.8554,80,-0.6652,108,-0.2290,113,-0.1406,189,0.66562,216,0.88914,97,-0.3755
ENSG00000134644,PUM1,312,0.49657,182,-0.3493,224,-0.0246,245,0.11174,271,0.27143,200,-0.2059,322,0.54928,250,0.15974,219,-0.0633,154,-0.5993,200,-0.2030,134,-0.8128
ENSG00000121766,ZCCHC17,60,-1.2088,137,0.04717,111,-0.2712,164,0.32967,169,0.38247,161,0.30391,174,0.42783,168,0.41255,73,-0.9146,89,-0.6066,106,-0.3434,144,0.13360
ENSG00000121769,FABP3,29,-0.4742,12,-1.7102,41,0.08083,48,0.33029,128,1.99926,8,-2.3523,26,-0.5954,34,-0.2425,27,-0.5385,17,-1.2340,42,0.09147,62,0.72782
ENSG00000162517,PEF1,31,-1.1096,21,-1.6864,99,0.68211,61,-0.0763,68,0.08692,39,-0.7791,80,0.34378,82,0.40660,48,-0.4412,31,-1.0866,88,0.49089,108,0.82337
ENSG00000084636,COL16A1,36,0.32821,34,0.26446,78,1.64699,49,0.82890,25,-0.1939,0,-5.7477,19,-0.5866,13,-1.2581,21,-0.4601,24,-0.2794,44,0.65908,18,-0.7227
ENSG00000121753,ADGRB2,35,-2.2900,56,-1.5983,129,-0.3459,175,0.13262,197,0.32190,153,-0.0760,109,-0.5946,257,0.84070,146,-0.1465,129,-0.3381,240,0.63338,208,0.40462
ENSG00000184007,PTP4A2,103,-1.5519,961,2.04822,717,1.50422,118,-1.3545,177,-0.7498,337,0.24441,209,-0.4946,215,-0.4881,241,-0.2742,161,-0.8847,119,-1.3432,173,-0.7832
ENSG00000121774,KHDRBS1,188,0.47041,86,-0.7407,139,-0.0050,84,-0.7678,92,-0.6427,165,0.27013,170,0.31524,184,0.48624,108,-0.3895,194,0.52642,108,-0.3923,109,-0.3829
ENSG00000121775,TMEM39B,22,0.25398,5,-1.9640,23,0.34192,28,0.63997,34,1.00574,28,0.64661,22,0.30581,15,-0.3093,7,-1.3194,9,-1.0553,9,-1.1087,21,0.24836
ENSG00000025800,KPNA6,104,0.25015,69,-0.3881,56,-0.6912,108,0.30961,73,-0.2916,89,0.01078,139,0.72383,122,0.55891,56,-0.7112,87,-0.0267,56,-0.6876,70,-0.3696
ENSG00000084652,TXLNA,125,2.14866,49,0.52912,15,-1.2457,34,-0.0363,30,-0.2606,17,-1.0834,36,0.03685,18,-1.0615,21,-0.8072,33,-0.1109,22,-0.6856,39,0.16819
ENSG00000160050,CCDC28B,0,-5.4454,11,-0.3303,1,-3.6528,10,-0.5827,5,-1.5512,16,0.20481,6,-1.3427,20,0.57737,14,-0.0624,43,1.81793,18,0.35234,22,0.69678
ENSG00000084623,EIF3I,86,-0.2325,79,-0.3599,116,0.23943,91,-0.1450,88,-0.1848,72,-0.4907,134,0.46399,119,0.31132,51,-1.0162,84,-0.2726,136,0.48612,121,0.30022
ENSG00000116478,HDAC1,111,2.64502,60,1.45116,41,0.83602,21,-0.2110,12,-1.0825,0,-5.9422,4,-2.6974,11,-1.2931,11,-1.1339,28,0.18441,5,-2.2766,4,-2.5359
ENSG00000175130,MARCKSL1,16,-3.6517,627,2.01753,877,2.70945,45,-2.1633,37,-2.4286,120,-0.7141,103,-0.9460,67,-1.6704,104,-0.9245,201,0.08225,116,-0.7580,101,-0.9657
ENSG00000160058,BSDC1,52,-0.3705,70,0.07188,88,0.42785,106,0.73827,72,0.12347,47,-0.5371,59,-0.1855,58,-0.2421,69,0.05262,54,-0.3329,78,0.24078,57,-0.2436
ENSG00000160062,ZBTB8A,170,2.49357,31,-0.4335,19,-1.1586,28,-0.5667,11,-1.9243,17,-1.3079,35,-0.2422,70,0.97035,10,-1.9983,17,-1.2995,12,-1.7608,39,-0.0705
ENSG00000176261,ZBTB8OS,20,-0.6590,12,-1.3594,14,-1.1302,43,0.51634,22,-0.4934,64,1.17007,23,-0.4683,30,-0.0485,17,-0.8550,31,-0.0029,31,0.01579,63,1.15584
ENSG00000162521,RBBP4,92,-0.3187,148,0.43166,134,0.27045,123,0.13937,92,-0.3118,58,-1.0161,106,-0.1040,112,-0.0118,102,-0.1522,141,0.35163,163,0.57856,84,-0.4589
ENSG00000162522,KIAA1522,1,-3.9755,2,-3.4513,0,-5.8390,16,-0.5628,27,0.27505,51,1.31289,12,-0.9726,24,0.09206,35,0.66976,26,0.20094,44,1.06847,34,0.61071
ENSG00000134684,YARS,15,-2.2315,39,-0.8634,40,-0.8434,88,0.37613,103,0.63024,64,-0.1290,94,0.47588,88,0.41880,29,-1.3209,44,-0.6983,143,1.17902,65,-0.0928
ENSG00000160097,FNDC5,10,-1.4760,6,-2.1190,5,-2.3737,33,0.29931,36,0.42558,20,-0.4676,66,1.43607,26,-0.0666,36,0.44232,18,-0.5957,27,0.00426,44,0.74738
ENSG00000121905,HPCA,19,-2.9596,10,-3.7847,72,-1.0231,146,0.06591,170,0.29891,129,-0.1282,119,-0.2540,217,0.77608,141,0.01011,90,-0.6798,208,0.62474,286,1.15429
ENSG00000121900,TMEM54,0,-6.5073,29,-0.0259,4,-2.9680,35,0.25818,18,-0.7635,13,-1.2851,16,-0.9812,17,-0.9476,54,0.94664,39,0.42774,67,1.31087,81,1.63184
ENSG00000004455,AK2,50,0.70734,35,0.13402,81,1.53978,13,-1.3740,22,-0.5417,18,-0.8809,10,-1.6860,16,-1.0674,29,-0.1522,29,-0.1142,52,0.78253,42,0.43304
ENSG00000142920,AZIN2,7,-1.2262,16,-0.1115,26,0.60841,22,0.37616,26,0.64467,7,-1.2251,20,0.21717,15,-0.2239,15,-0.2486,6,-1.4991,33,0.99748,17,-0.0574
ENSG00000160094,ZNF362,77,1.44077,21,-0.6274,56,0.89922,28,-0.2012,18,-0.8847,18,-0.8917,24,-0.4573,20,-0.7260,25,-0.3604,42,0.43871,36,0.19323,29,-0.1385
ENSG00000134686,PHC2,60,0.35405,71,0.61485,80,0.81121,45,-0.1159,71,0.60866,19,-1.4168,31,-0.6907,23,-1.1754,54,0.16634,21,-1.2485,57,0.25138,72,0.64564
ENSG00000121904,CSMD2,4,-2.4939,15,-0.5544,57,1.53364,49,1.29949,23,0.09371,27,0.32886,46,1.17159,19,-0.2646,13,-0.7437,2,-3.5754,1,-4.1499,12,-0.9187
ENSG00000163866,SMIM12,24,-0.5191,11,-1.6345,15,-1.1982,51,0.63202,52,0.67356,52,0.65689,47,0.49404,36,0.08499,13,-1.4011,17,-1.0600,54,0.71210,36,0.06503
ENSG00000116544,DLGAP3,31,-1.1232,17,-1.9802,18,-1.9636,57,-0.2262,46,-0.5601,83,0.36702,81,0.32103,99,0.72944,84,0.37750,88,0.45978,42,-0.6920,111,0.83016
ENSG00000163867,ZMYM6,41,1.30490,12,-0.6537,2,-3.0008,28,0.70759,29,0.76466,5,-1.8352,11,-0.7767,28,0.74110,13,-0.5122,21,0.20215,4,-2.2240,15,-0.3252
ENSG00000116560,SFPQ,900,1.42900,931,1.49016,320,-0.2546,634,0.83246,255,-0.6000,221,-0.8180,297,-0.3684,280,-0.4960,211,-0.8916,270,-0.5166,172,-1.1919,133,-1.5733
ENSG00000146463,ZMYM4,47,-0.5021,50,-0.4185,28,-1.3094,74,0.18581,57,-0.2210,100,0.67195,72,0.13632,97,0.68279,78,0.27326,62,-0.0932,37,-0.8669,56,-0.2562
ENSG00000142687,KIAA0319L,110,0.72889,71,0.04549,26,-1.4765,106,0.66926,61,-0.2022,44,-0.6783,81,0.24724,60,-0.2296,69,-0.0001,54,-0.3902,87,0.35679,71,0.04065
ENSG00000020129,NCDN,123,-1.7064,39,-3.3618,266,-0.5568,288,-0.4326,550,0.58329,286,-0.4421,412,0.12238,786,1.35183,200,-0.9824,246,-0.6736,416,0.13771,557,0.60183
ENSG00000126067,PSMB2,66,-0.1831,59,-0.3602,104,0.53618,59,-0.3520,91,0.32582,45,-0.7692,72,-0.0322,69,-0.1074,57,-0.4111,38,-1.0057,149,1.12565,85,0.21043
ENSG00000142686,C1orf216,4,-4.1355,10,-2.7710,78,0.29349,52,-0.3382,103,0.73660,52,-0.3280,39,-0.7627,100,0.77370,46,-0.5392,41,-0.6947,113,0.89459,104,0.75439
ENSG00000134698,AGO4,0,-6.0945,18,-0.3548,50,1.29797,69,1.86851,15,-0.6180,3,-2.9989,14,-0.7266,24,0.14753,9,-1.2811,20,-0.1986,15,-0.6211,31,0.48736
ENSG00000092847,AGO1,46,-0.0716,50,0.06266,49,0.04858,79,0.79858,45,-0.0985,64,0.45333,46,-0.0659,35,-0.4898,46,-0.0515,38,-0.3314,50,0.08807,37,-0.3947
ENSG00000126070,AGO3,121,0.96015,129,1.07046,87,0.42693,109,0.79325,45,-0.6074,46,-0.5460,93,0.53114,52,-0.4131,37,-0.8769,54,-0.3307,19,-1.8247,19,-1.8490
ENSG00000054116,TRAPPC3,25,-0.5678,30,-0.3335,6,-2.7436,33,-0.1796,33,-0.1692,35,-0.0698,26,-0.5471,62,0.92224,21,-0.8415,33,-0.1807,48,0.39850,68,0.95711
ENSG00000116871,MAP7D1,207,0.11153,237,0.32195,200,0.05234,127,-0.6447,165,-0.2411,266,0.50940,212,0.14688,213,0.16905,154,-0.3447,136,-0.5428,155,-0.3366,224,0.23340
ENSG00000054118,THRAP3,429,1.28077,165,-0.2614,202,0.05398,226,0.22469,158,-0.3306,221,0.19448,334,0.85635,189,-0.0585,82,-1.3173,158,-0.3252,113,-0.8326,76,-1.4348
ENSG00000196182,STK40,59,1.54344,17,-0.4957,33,0.55213,5,-2.2374,25,0.13059,19,-0.3102,6,-1.8768,26,0.18123,34,0.62813,15,-0.6745,12,-1.0186,24,0.05361
ENSG00000181817,LSM10,0,-6.2217,13,-0.9506,36,0.55548,12,-1.1274,23,-0.1397,31,0.31963,13,-0.9929,30,0.25448,31,0.32096,27,0.09914,36,0.53415,48,1.02325
ENSG00000116898,MRPS15,7,-2.4602,15,-1.3945,2,-3.8748,36,-0.0644,46,0.30949,33,-0.1907,15,-1.3373,59,0.81705,31,-0.3070,41,0.12619,57,0.65530,87,1.36005
ENSG00000163873,GRIK3,0,-6.2334,22,-0.2047,162,3.55562,21,-0.2502,41,0.80643,10,-1.3983,2,-3.1976,3,-3.0954,21,-0.2166,0,-5.6230,31,0.35147,6,-2.1296
ENSG00000163875,MEAF6,31,-1.7620,23,-2.1482,226,1.34550,103,0.05012,113,0.19812,71,-0.5241,118,0.26716,99,-0.0055,40,-1.3595,66,-0.6337,156,0.72116,147,0.62170
ENSG00000163877,SNIP1,34,0.81675,13,-0.6082,14,-0.5833,39,1.05123,23,0.20591,19,-0.0804,33,0.78766,23,0.19406,11,-0.9352,16,-0.3138,4,-2.2047,10,-1.0309
ENSG00000134697,GNL2,21,-0.5023,29,0.01546,18,-0.7547,15,-1.0000,24,-0.2634,46,0.73968,62,1.22676,36,0.36798,12,-1.2553,29,-0.0052,22,-0.4485,27,-0.1155
ENSG00000185090,MANEAL,9,-0.6819,3,-1.9718,3,-2.0800,7,-0.9595,37,1.57473,4,-1.7216,17,0.29226,21,0.68099,16,0.20021,12,-0.2822,18,0.36206,14,0.04837
ENSG00000197982,C1orf122,59,-1.1990,226,0.89495,172,0.45478,47,-1.5280,69,-0.9623,149,0.22440,91,-0.5374,84,-0.7053,179,0.51315,145,0.17751,173,0.46033,203,0.71841
ENSG00000188786,MTF1,20,-0.2435,36,0.68594,56,1.43284,25,0.14697,16,-0.5293,25,0.12397,28,0.27811,14,-0.8393,23,-0.0084,20,-0.2136,10,-1.1771,14,-0.7586
ENSG00000183431,SF3A3,54,0.35980,38,-0.1882,19,-1.1928,40,-0.1171,49,0.20007,54,0.37316,30,-0.5194,50,0.25518,28,-0.6460,60,0.53693,58,0.48577,26,-0.7326
ENSG00000183520,UTP11,81,1.25233,17,-1.1862,26,-0.5247,19,-0.9747,47,0.35904,37,-0.0203,33,-0.1821,55,0.69873,18,-1.1202,52,0.53749,30,-0.3501,14,-1.4987
ENSG00000185668,POU3F1,0,-5.7737,0,-6.9491,0,-6.9067,4,-2.0593,48,1.59775,41,1.32958,25,0.49269,30,0.90613,10,-0.8654,20,0.14740,4,-2.1848,23,0.37601
ENSG00000116954,RRAGC,77,0.92370,52,0.30272,46,0.09165,60,0.53946,65,0.66121,31,-0.4893,33,-0.4033,37,-0.2266,23,-0.9090,42,-0.0498,41,-0.0844,13,-1.7245
ENSG00000174574,AKIRIN1,76,-0.0207,77,-0.0077,150,1.06854,46,-0.7830,77,-0.0154,85,0.13867,79,0.03557,85,0.16538,57,-0.4780,52,-0.6224,75,-0.0578,63,-0.3243
ENSG00000168653,NDUFS5,48,-2.9940,144,-1.3957,165,-1.1980,181,-1.0525,230,-0.6974,587,0.77413,275,-0.4208,571,0.81690,327,-0.1562,468,0.40840,541,0.64052,594,0.79512
ENSG00000127603,MACF1,1887,1.90306,1121,0.98096,518,-0.2553,1185,1.07348,343,-0.8826,220,-1.5440,435,-0.5212,195,-1.8094,469,-0.4091,808,0.44323,450,-0.4697,110,-2.5668
ENSG00000090621,PABPC4,430,2.30215,142,0.35966,109,-0.0609,80,-0.5261,117,0.05411,90,-0.3577,75,-0.6374,70,-0.7862,82,-0.4898,85,-0.4348,59,-0.9799,61,-0.9299
ENSG00000116983,HPCAL4,73,-2.3058,202,-0.7905,281,-0.2919,483,0.56053,241,-0.5261,467,0.50749,427,0.36394,463,0.54725,342,0.01372,334,-0.0254,268,-0.3650,365,0.11607
ENSG00000084072,PPIE,45,0.87890,21,-0.3324,25,-0.0649,21,-0.3246,24,-0.1042,17,-0.6088,22,-0.2575,29,0.19130,24,-0.1003,18,-0.5347,31,0.26541,31,0.25515
ENSG00000168389,MFSD2A,60,1.68007,26,0.25207,18,-0.3161,14,-0.6145,12,-0.9305,27,0.34327,3,-2.6049,12,-0.9327,34,0.68396,8,-1.4400,24,0.17928,32,0.60561
ENSG00000131236,CAP1,329,1.25086,145,-0.0790,149,-0.0383,119,-0.3853,136,-0.1848,111,-0.4913,147,-0.0612,176,0.24391,67,-1.2460,167,0.14335,146,-0.0684,117,-0.4074
ENSG00000131238,PPT1,35,-1.7722,44,-1.4605,67,-0.8314,106,-0.1204,117,0.02493,113,-0.0254,126,0.14418,143,0.38181,70,-0.7662,185,0.76318,173,0.64693,172,0.64259
ENSG00000117000,RLF,13,-1.4770,36,0.06962,42,0.30866,81,1.36905,28,-0.3529,33,-0.0693,60,0.85233,47,0.52276,22,-0.6817,24,-0.5562,11,-1.7482,9,-2.0381
ENSG00000084073,ZMPSTE24,55,0.36970,43,-0.0181,44,0.02590,45,0.03709,55,0.35930,27,-0.7363,48,0.13403,40,-0.1308,35,-0.3499,56,0.39365,50,0.21309,29,-0.6256
ENSG00000084070,SMAP2,118,-0.3568,62,-1.3397,130,-0.2182,167,0.17230,158,0.08612,160,0.10603,334,1.31645,243,0.87689,93,-0.7306,64,-1.2840,57,-1.4418,112,-0.4390
ENSG00000117016,RIMS3,79,-1.2612,12,-3.9841,26,-2.8559,188,0.05646,215,0.27220,192,0.09427,284,0.71502,229,0.41100,235,0.41074,160,-0.1915,183,0.01379,322,0.92419
ENSG00000066136,NFYC,20,-0.8126,17,-1.0735,7,-2.3502,41,0.27165,60,0.89512,25,-0.4754,29,-0.2503,39,0.20793,43,0.35272,23,-0.6305,53,0.69766,51,0.61308
ENSG00000127124,HIVEP3,8,-1.7189,11,-1.1810,14,-0.9052,64,1.50653,29,0.18808,28,0.14693,26,0.02588,24,-0.1170,35,0.50659,25,-0.0432,28,0.14460,16,-0.7305
ENSG00000198815,FOXJ3,63,0.24079,26,-1.0843,68,0.34929,24,-1.2116,73,0.47271,37,-0.5681,38,-0.5518,77,0.61587,33,-0.7473,36,-0.6153,91,0.81661,61,0.18234
ENSG00000177181,RIMKLA,0,-6.9678,11,-1.9620,4,-3.3140,35,-0.2446,87,1.19706,88,1.21227,62,0.63615,43,0.06461,47,0.19428,25,-0.7875,50,0.28524,44,0.10781
ENSG00000127125,PPCS,23,-0.9922,33,-0.4818,46,0.05407,37,-0.2999,44,-0.0160,49,0.13639,66,0.60339,53,0.29367,25,-0.8864,55,0.31959,45,-0.0019,53,0.27536
ENSG00000186409,CCDC30,62,-0.4215,60,-0.4836,69,-0.2757,165,1.13676,47,-0.8526,188,1.35440,130,0.73216,79,-0.0522,77,-0.0926,40,-1.0947,31,-1.4791,38,-1.1451
ENSG00000065978,YBX1,244,1.23008,146,0.38538,105,-0.1268,25,-2.2686,47,-1.3487,136,0.27448,67,-0.8110,89,-0.4172,107,-0.1032,218,1.03970,104,-0.1462,110,-0.0668
ENSG00000164008,C1orf50,0,-5.8168,33,0.89985,29,0.70667,13,-0.4826,24,0.43575,13,-0.4853,12,-0.6407,12,-0.6327,22,0.24103,23,0.37111,25,0.46449,20,0.15124
