Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000204178,MACO1,53,0.09324,25,-1.0511,21,-1.2799,48,-0.0662,35,-0.5947,137,1.67649,58,0.21457,48,-0.0663,74,0.61016,34,-0.6318
ENSG00000117643,MAN1C1,26,-0.8632,88,1.05319,28,-0.7290,42,-0.1389,49,0.10023,27,-0.8331,53,0.23494,91,1.12148,53,0.22005,23,-1.1472
ENSG00000162430,SELENON,40,0.18859,104,1.80206,59,0.79996,30,-0.2508,16,-1.3346,32,-0.1712,8,-2.1222,35,-0.0361,23,-0.6466,33,-0.1487
ENSG00000117640,MTFR1L,31,-0.9015,18,-1.6998,46,-0.3213,83,0.60854,63,0.19224,74,0.42235,47,-0.2887,88,0.69986,74,0.41166,46,-0.3406
ENSG00000117632,STMN1,819,-0.4371,402,-1.5094,674,-0.7345,741,-0.5901,1668,0.78544,1876,0.88962,1804,0.82370,940,-0.2231,754,-0.5638,833,-0.4451
ENSG00000158008,EXTL1,7,-2.6384,15,-1.6653,14,-1.6969,64,0.57960,29,-0.6817,91,1.15783,60,0.45790,51,0.20733,46,0.05386,64,0.65217
ENSG00000175087,PDIK1L,6,-1.2330,0,-4.5567,10,-0.5704,0,-6.5682,14,-0.0925,23,0.69916,14,-0.0785,21,0.59183,32,1.26212,21,0.61851
ENSG00000142684,ZNF593,26,-0.2888,15,-1.1198,33,0.07612,59,1.01568,49,0.78086,17,-0.9275,28,-0.2145,27,-0.2732,32,0.03024,22,-0.5670
ENSG00000142669,SH3BGRL3,165,-0.1139,193,0.13316,178,0.00518,199,0.18186,228,0.44131,223,0.36258,220,0.34000,70,-1.4206,107,-0.7743,160,-0.1802
ENSG00000158062,UBXN11,5,-2.0066,14,-0.4977,18,-0.1319,16,-0.2969,14,-0.5099,39,1.14001,21,0.16730,24,0.38016,16,-0.2929,25,0.44768
ENSG00000117682,DHDDS,11,-1.0005,8,-1.4949,27,0.41462,26,0.33121,23,0.13945,37,0.92131,35,0.81229,12,-0.8571,21,-0.0272,15,-0.5549
ENSG00000198830,HMGN2,280,0.94612,211,0.47718,193,0.33001,293,1.02294,112,-0.5676,158,0.01311,73,-1.1563,180,0.21871,70,-1.2192,98,-0.7731
ENSG00000117713,ARID1A,122,0.93282,63,-0.1325,106,0.69469,33,-1.0883,43,-0.7541,48,-0.5600,78,0.21491,77,0.19124,96,0.53685,56,-0.3433
ENSG00000204160,ZDHHC18,12,-0.8504,40,1.03936,6,-1.7309,6,-1.9187,20,-0.1052,35,0.79185,37,0.88105,14,-0.6439,31,0.58546,17,-0.3797
ENSG00000142751,GPN2,23,0.25784,25,0.40283,19,-0.0492,2,-3.0109,16,-0.3264,32,0.79958,22,0.18723,26,0.47207,17,-0.2242,17,-0.1738
ENSG00000090273,NUDC,126,-0.5740,163,-0.1808,172,-0.0919,182,-0.0022,296,0.88334,146,-0.3491,143,-0.3753,282,0.69975,100,-0.9264,143,-0.4144
ENSG00000253368,TRNP1,8,-2.4095,26,-0.6918,22,-0.9500,31,-0.4414,90,1.48761,11,-2.0257,37,-0.1791,26,-0.7335,50,0.28174,54,0.45674
ENSG00000090020,SLC9A1,6,-1.9435,9,-1.4871,7,-1.7384,12,-1.0613,30,0.37826,26,0.15102,28,0.23628,26,0.12169,37,0.71655,38,0.83175
ENSG00000142784,WDTC1,28,-0.0001,51,0.99227,12,-1.2575,6,-2.2088,36,0.47871,14,-0.9753,23,-0.2809,35,0.35562,30,0.14251,30,0.13866
ENSG00000186501,TMEM222,46,-0.0620,61,0.38172,44,-0.1286,15,-1.6953,34,-0.5746,45,-0.0692,64,0.47846,66,0.52583,52,0.15291,55,0.24714
ENSG00000158195,WASF2,148,2.37824,70,0.98786,63,0.80394,8,-2.2843,11,-1.9178,16,-1.2923,4,-3.3631,31,-0.3062,45,0.26843,25,-0.7089
ENSG00000126705,AHDC1,53,0.09544,38,-0.4244,27,-0.9034,36,-0.4764,28,-0.9599,106,1.24590,55,0.16938,53,0.11469,86,0.87874,43,-0.2476
ENSG00000126709,IFI6,118,-0.0041,127,0.11056,100,-0.2540,119,0.01816,147,0.38180,140,0.26487,156,0.43782,19,-2.7220,122,0.05486,112,-0.0955
ENSG00000009780,FAM76A,37,0.62783,15,-0.8061,19,-0.4040,6,-2.0559,17,-0.6613,88,2.16585,19,-0.4122,30,0.26910,15,-0.7956,19,-0.4556
ENSG00000117758,STX12,120,0.11636,116,0.05920,108,-0.0536,127,0.19644,140,0.39745,140,0.35771,125,0.17545,80,-0.5130,105,-0.0946,70,-0.7758
ENSG00000117751,PPP1R8,47,0.73409,25,-0.2222,24,-0.2982,44,0.62876,18,-0.7794,48,0.78829,25,-0.2171,59,1.13716,17,-0.8221,13,-1.2790
ENSG00000117748,RPA2,24,-0.7997,33,-0.3092,58,0.58612,42,0.07530,48,0.30738,53,0.43610,28,-0.5219,64,0.74457,22,-0.8748,30,-0.4507
ENSG00000126698,DNAJC8,229,0.36828,113,-0.7243,143,-0.3744,248,0.50246,181,-0.0038,120,-0.6332,254,0.53862,188,0.05540,200,0.15449,160,-0.2184
ENSG00000130770,ATP5IF1,141,-1.3032,267,-0.3336,290,-0.2073,352,0.09767,686,1.39570,315,-0.0766,279,-0.2685,355,0.11147,146,-1.2483,228,-0.6230
ENSG00000204138,PHACTR4,78,2.26672,20,-0.1086,20,-0.0627,2,-3.0214,5,-2.1118,19,-0.1158,20,-0.0717,16,-0.4464,30,0.53960,18,-0.2232
ENSG00000180098,TRNAU1AP,31,0.45383,17,-0.4861,31,0.44268,14,-0.7241,25,0.09606,60,1.55042,12,-1.0011,10,-1.3265,26,0.17519,15,-0.7199
ENSG00000120656,TAF12,13,-0.3574,12,-0.4555,35,1.25586,16,-0.0358,18,0.23429,18,0.17821,6,-1.3653,22,0.52576,18,0.14810,8,-1.0753
ENSG00000198492,YTHDF2,60,-0.3838,60,-0.3731,56,-0.4864,76,-0.0175,102,0.49628,37,-1.1096,126,0.79492,93,0.29499,93,0.30011,59,-0.4433
ENSG00000159023,EPB41,4,-2.2759,35,0.85552,19,-0.0803,11,-0.9369,17,-0.2696,9,-1.2036,24,0.24994,16,-0.4090,72,2.14162,11,-1.0585
ENSG00000116350,SRSF4,143,1.05442,72,-0.0686,39,-0.9900,67,-0.1770,56,-0.4764,74,-0.0268,87,0.24230,67,-0.1695,104,0.52224,66,-0.2004
ENSG00000116353,MECR,13,-1.1034,12,-1.2095,12,-1.1789,24,-0.1749,41,0.74203,32,0.24022,19,-0.5410,34,0.37626,19,-0.5729,39,0.65016
ENSG00000060656,PTPRU,15,-0.2239,15,-0.2431,6,-1.6224,19,0.13646,5,-1.9575,47,1.59816,37,1.20453,12,-0.6241,14,-0.3633,19,0.10684
ENSG00000162511,LAPTM5,1,-4.1578,74,1.83058,32,0.37576,79,1.95507,13,-1.0983,0,-6.0624,5,-2.2278,38,0.67727,8,-1.5856,18,-0.5212
ENSG00000162512,SDC3,89,-0.0556,130,0.55228,154,0.82939,115,0.35078,59,-0.7420,67,-0.4787,83,-0.1533,142,0.70131,72,-0.3844,67,-0.5324
ENSG00000134644,PUM1,149,-0.0725,98,-0.7179,143,-0.1348,85,-0.9276,90,-0.9127,217,0.53156,216,0.52173,196,0.36224,222,0.56539,183,0.27770
ENSG00000121766,ZCCHC17,123,0.13883,86,-0.4143,69,-0.7459,130,0.22088,107,-0.0953,167,0.62990,160,0.55455,134,0.26633,107,-0.0797,82,-0.5340
ENSG00000121769,FABP3,18,-1.9562,23,-1.6094,35,-0.9664,30,-1.2153,150,1.58570,61,-0.1394,93,0.53523,57,-0.2385,58,-0.2059,61,-0.1393
ENSG00000162517,PEF1,39,-0.9307,47,-0.6298,32,-1.1887,56,-0.3622,109,0.76875,79,0.16557,88,0.33465,106,0.63244,63,-0.1766,63,-0.2137
ENSG00000084636,COL16A1,79,1.40951,20,-0.7781,36,0.09237,4,-3.0163,18,-0.9760,68,1.13850,17,-1.0577,46,0.49159,33,-0.0186,32,-0.0801
ENSG00000121753,ADGRB2,60,-1.8162,151,-0.4311,138,-0.5646,153,-0.4080,197,-0.0123,297,0.64332,280,0.55030,425,1.25134,158,-0.3534,165,-0.3211
ENSG00000184007,PTP4A2,856,2.38155,187,-0.2628,139,-0.7221,171,-0.4019,143,-0.7230,161,-0.4956,215,-0.0449,88,-1.4001,127,-0.8544,214,-0.0626
ENSG00000121774,KHDRBS1,140,0.07226,81,-0.7701,176,0.43906,215,0.76857,124,-0.1325,158,0.26158,138,0.05203,180,0.47038,90,-0.6094,89,-0.6719
ENSG00000121775,TMEM39B,6,-1.2695,1,-3.1823,6,-1.2956,0,-5.5302,11,-0.5235,37,1.48007,11,-0.4178,28,0.96633,20,0.40297,25,0.88542
ENSG00000025800,KPNA6,70,-0.1533,62,-0.3364,73,-0.0880,68,-0.2022,81,0.08216,76,-0.0267,76,-0.0190,108,0.53720,88,0.20848,72,-0.1285
ENSG00000084652,TXLNA,26,-0.1127,24,-0.2325,60,1.22454,23,-0.3468,20,-0.5568,22,-0.3754,32,0.17965,28,-0.0377,37,0.42399,24,-0.2957
ENSG00000160050,CCDC28B,11,-0.9126,28,0.54459,20,-0.0076,63,1.95480,15,-0.5174,19,-0.0955,8,-1.3034,18,-0.1687,17,-0.2302,13,-0.6934
ENSG00000084623,EIF3I,62,-0.7735,83,-0.3412,150,0.59833,148,0.57598,135,0.48648,99,-0.0651,104,0.00939,112,0.13068,104,0.01366,52,-1.1065
ENSG00000175130,MARCKSL1,789,2.52936,261,0.49801,205,0.11448,337,0.92176,77,-1.4573,139,-0.4928,51,-1.9925,71,-1.4982,62,-1.7051,110,-0.9082
ENSG00000160058,BSDC1,57,0.03823,35,-0.7254,22,-1.3817,99,0.92277,30,-1.0151,85,0.66932,64,0.21587,73,0.43236,67,0.29959,54,-0.0701
ENSG00000160062,ZBTB8A,35,1.18498,12,-0.5011,3,-2.5926,11,-0.6029,9,-0.9760,7,-1.3561,10,-0.7604,62,2.22813,20,0.27606,12,-0.5300
ENSG00000176261,ZBTB8OS,20,-0.8720,36,0.04956,48,0.49606,40,0.20846,38,0.13469,54,0.69011,18,-0.9764,38,0.12606,17,-1.0427,36,0.06835
ENSG00000162521,RBBP4,125,0.26228,102,-0.0558,107,0.02308,133,0.36213,88,-0.3151,112,0.08719,107,0.01681,150,0.55578,112,0.08492,73,-0.6155
ENSG00000162522,KIAA1522,0,-5.7692,2,-3.1054,13,-0.5724,35,1.01706,20,0.10967,9,-1.1153,6,-1.5927,61,2.00311,25,0.44309,17,-0.1718
ENSG00000134684,YARS,43,-1.3233,62,-0.7771,85,-0.2984,103,0.01107,175,0.98515,107,0.06806,84,-0.3188,142,0.51603,56,-0.9258,100,-0.0432
ENSG00000116497,S100PBP,26,0.58700,22,0.27872,30,0.79330,29,0.74687,7,-1.4210,18,-0.0202,10,-0.9407,20,0.16631,31,0.84102,9,-1.1542
ENSG00000160097,FNDC5,2,-3.8296,19,-0.6615,4,-2.9634,5,-2.6568,61,1.35452,9,-1.7905,36,0.29831,24,-0.3569,75,1.52574,32,0.08792
ENSG00000121905,HPCA,18,-3.4097,104,-0.8762,117,-0.7044,206,0.17582,211,0.23263,387,1.21951,209,0.20039,366,1.12320,46,-2.0773,169,-0.1534
ENSG00000121900,TMEM54,25,-0.5804,69,1.01814,40,0.14110,25,-0.5986,46,0.40793,22,-0.7936,15,-1.3784,19,-0.9860,12,-1.6601,61,0.91818
ENSG00000004455,AK2,63,0.81292,53,0.51050,63,0.80250,91,1.42661,25,-0.7095,25,-0.6546,21,-0.9160,16,-1.2978,38,0.01511,19,-1.1052
ENSG00000142920,AZIN2,11,-1.0609,30,0.48675,11,-0.9899,25,0.18029,26,0.26142,37,0.83183,33,0.64645,14,-0.6316,14,-0.6587,19,-0.2851
ENSG00000160094,ZNF362,11,-0.9030,45,1.30635,10,-1.1028,23,0.19538,21,0.04024,33,0.74845,11,-0.8695,15,-0.4943,23,0.20851,16,-0.4328
ENSG00000134686,PHC2,80,0.55470,73,0.40665,51,-0.1686,42,-0.4444,47,-0.3182,80,0.54795,38,-0.6112,65,0.21886,40,-0.5509,58,0.04829
ENSG00000163866,SMIM12,31,-0.9262,75,0.45750,70,0.34513,45,-0.3412,62,0.15466,36,-0.6918,58,0.04447,61,0.13248,60,0.10618,58,0.05510
ENSG00000116544,DLGAP3,10,-2.3364,64,0.44716,48,0.01662,61,0.38604,36,-0.4645,39,-0.3062,35,-0.4944,91,1.04371,43,-0.1631,56,0.25820
ENSG00000163867,ZMYM6,15,-0.5963,27,0.29561,25,0.16333,7,-1.7726,18,-0.4022,23,0.04210,42,0.99356,16,-0.5128,41,0.95263,20,-0.2406
ENSG00000116560,SFPQ,368,0.87834,140,-0.6561,187,-0.2083,167,-0.3847,129,-0.8430,396,1.00310,214,-0.0012,165,-0.4001,404,1.03611,134,-0.7703
ENSG00000146463,ZMYM4,52,-0.0509,22,-1.3460,42,-0.3782,67,0.33553,46,-0.2686,88,0.78289,42,-0.3934,68,0.35341,44,-0.3210,66,0.34220
ENSG00000142687,KIAA0319L,52,-0.3623,56,-0.2473,83,0.38209,74,0.19655,70,0.13112,64,-0.0380,59,-0.1555,71,0.12408,98,0.64412,43,-0.6720
ENSG00000020129,NCDN,65,-2.7788,180,-1.2818,222,-0.9720,258,-0.7408,519,0.38364,545,0.42362,628,0.65624,1165,1.73554,284,-0.5947,313,-0.4866
ENSG00000126067,PSMB2,93,-0.0283,85,-0.1683,128,0.47780,49,-1.0138,92,-0.0535,135,0.56671,171,0.96016,95,0.00463,61,-0.6776,68,-0.5529
ENSG00000142686,C1orf216,31,-1.5042,38,-1.2159,29,-1.6361,58,-0.5915,134,0.82591,91,0.10707,136,0.75533,164,1.07072,65,-0.4117,70,-0.3245
ENSG00000134698,AGO4,26,0.56068,14,-0.4020,7,-1.3167,26,0.57365,16,-0.2070,26,0.56532,5,-1.9447,14,-0.4319,33,0.94104,18,-0.0494
ENSG00000092847,AGO1,37,-0.0926,33,-0.2612,35,-0.1832,22,-0.8398,36,-0.1451,50,0.40317,19,-1.0674,77,1.11297,71,0.96571,26,-0.6748
ENSG00000126070,AGO3,113,1.57913,32,-0.4885,31,-0.5249,11,-2.0417,30,-0.6277,41,-0.0937,36,-0.2846,55,0.36038,95,1.26553,26,-0.8789
ENSG00000116863,ADPRHL2,24,0.34781,16,-0.2692,32,0.84049,24,0.37167,19,0.03231,15,-0.4100,10,-0.9724,27,0.54597,11,-0.8790,16,-0.3147
ENSG00000054116,TRAPPC3,14,-1.6275,23,-0.8511,32,-0.4095,69,0.82116,51,0.37578,70,0.85194,43,0.06711,47,0.20258,29,-0.5294,33,-0.3816
ENSG00000116871,MAP7D1,259,0.46471,110,-0.8653,166,-0.2359,174,-0.1638,191,-0.0189,202,0.06324,167,-0.2338,359,1.00736,128,-0.6420,187,-0.0557
ENSG00000054118,THRAP3,182,0.56483,81,-0.6938,132,0.04797,122,-0.0712,86,-0.6586,79,-0.7310,191,0.64247,158,0.33513,191,0.64431,112,-0.2174
ENSG00000196182,STK40,20,0.21132,13,-0.3935,18,0.06329,23,0.45650,16,-0.1185,24,0.52680,12,-0.5663,10,-0.7801,19,0.12538,18,0.06157
ENSG00000181817,LSM10,5,-2.7107,44,0.45964,20,-0.8008,42,0.37284,64,1.21097,28,-0.2643,25,-0.4398,31,-0.0846,31,-0.1167,23,-0.6318
ENSG00000116885,OSCP1,3,-2.2021,5,-1.6301,4,-1.8910,3,-2.1624,26,0.92679,16,0.01670,33,1.16562,22,0.51111,15,-0.0492,17,0.17041
ENSG00000116898,MRPS15,18,-1.4182,37,-0.3484,72,0.73139,18,-1.3701,79,1.01177,34,-0.4465,50,0.13933,52,0.19448,43,-0.1052,33,-0.5218
ENSG00000163873,GRIK3,17,-0.4429,2,-3.0895,7,-1.7010,20,-0.2015,5,-2.1655,104,2.75847,43,1.05495,1,-4.3338,22,0.00834,21,-0.1180
ENSG00000163875,MEAF6,68,-0.7286,38,-1.6008,93,-0.2558,149,0.48164,151,0.56687,132,0.28724,101,-0.1256,120,0.14234,101,-0.1264,107,-0.0478
ENSG00000163877,SNIP1,11,-0.6284,11,-0.6179,33,1.03773,17,0.00325,15,-0.1828,28,0.75282,16,-0.1008,20,0.21643,12,-0.4865,13,-0.4141
ENSG00000134697,GNL2,38,0.84201,5,-2.2070,32,0.53389,48,1.23245,22,-0.0514,21,-0.1234,32,0.54103,12,-0.9029,17,-0.3908,11,-1.1738
ENSG00000116922,C1orf109,7,-1.4569,29,0.72902,37,1.12194,20,0.14354,13,-0.5138,29,0.74059,15,-0.3028,28,0.64263,22,0.28742,3,-2.5488
ENSG00000185090,MANEAL,7,-1.5149,10,-1.1180,5,-2.0325,0,-5.7904,30,0.70154,32,0.68974,21,0.01079,33,0.77703,24,0.27405,26,0.44974
ENSG00000197982,C1orf122,229,0.47090,263,0.69995,173,0.02417,301,0.92371,203,0.31122,106,-0.7274,80,-1.1520,132,-0.3911,61,-1.5549,146,-0.2647
ENSG00000188786,MTF1,37,1.26232,10,-0.7249,14,-0.2526,11,-0.6258,8,-1.1838,38,1.30372,10,-0.7246,12,-0.4625,23,0.46612,15,-0.1524
ENSG00000183431,SF3A3,38,-0.0955,24,-0.8204,31,-0.4129,42,0.04404,44,0.14523,35,-0.2050,76,1.02930,45,0.17469,51,0.37117,28,-0.6361
ENSG00000183520,UTP11,31,-0.1417,27,-0.3350,35,0.05788,31,-0.1452,31,-0.1401,26,-0.4035,60,0.92726,49,0.57240,26,-0.4273,30,-0.2202
ENSG00000185668,POU3F1,0,-6.7655,7,-1.1116,19,0.46334,0,-6.5888,17,0.27514,0,-7.1963,3,-2.0400,40,1.66312,41,1.73370,15,0.07144
ENSG00000116954,RRAGC,52,0.09769,65,0.44995,50,0.05716,46,-0.0807,53,0.16615,42,-0.2108,50,0.05302,36,-0.4619,42,-0.2151,46,-0.0867
ENSG00000174574,AKIRIN1,136,0.77956,69,-0.3088,83,-0.0031,70,-0.2865,91,0.15464,111,0.44988,82,-0.0391,91,0.13799,64,-0.4069,58,-0.6196
ENSG00000168653,NDUFS5,269,-1.1349,525,-0.1148,597,0.08903,708,0.35997,1028,1.12244,548,-0.0458,379,-0.6168,588,0.06311,238,-1.3155,433,-0.4472
ENSG00000127603,MACF1,893,1.58558,297,-0.2408,733,1.23261,247,-0.5231,104,-1.9153,170,-1.0888,215,-0.7395,162,-1.1639,840,1.47407,198,-0.9285
ENSG00000090621,PABPC4,105,0.85618,104,0.84064,44,-0.5096,33,-0.9377,46,-0.4941,66,0.10655,62,0.01727,61,-0.0094,47,-0.4033,62,0.01845
ENSG00000116983,HPCAL4,125,-1.0361,282,0.21310,90,-1.5252,245,-0.0091,163,-0.6847,271,0.14891,328,0.45779,671,1.68980,171,-0.5615,223,-0.1722
ENSG00000084072,PPIE,35,0.04647,10,-1.7844,38,0.14256,20,-0.7978,50,0.66336,61,0.92644,29,-0.2578,44,0.38984,27,-0.3476,24,-0.6092
ENSG00000168389,MFSD2A,35,1.00774,38,1.13277,44,1.38480,22,0.27266,11,-0.8453,4,-2.2045,0,-6.8882,9,-1.0767,3,-2.5940,24,0.42787
ENSG00000131236,CAP1,150,0.08273,148,0.06271,169,0.27382,138,-0.0417,141,-0.0066,169,0.27209,186,0.42922,152,0.10552,131,-0.1236,89,-0.7668
ENSG00000131238,PPT1,72,-0.9481,117,-0.2020,154,0.23402,102,-0.4036,206,0.79836,178,0.46269,124,-0.1111,163,0.32349,72,-0.9392,101,-0.4665
ENSG00000117000,RLF,26,0.24905,7,-1.6390,14,-0.7375,13,-0.8094,15,-0.6543,39,0.89296,16,-0.5060,38,0.82847,55,1.46203,16,-0.6011
ENSG00000084073,ZMPSTE24,53,0.49560,22,-0.8762,78,1.15123,29,-0.4472,44,0.25625,18,-1.1239,37,-0.0637,31,-0.3260,25,-0.6558,40,0.07137
ENSG00000049089,COL9A2,98,3.26635,11,-0.6033,25,0.58126,17,0.01861,7,-1.3862,9,-0.9281,3,-2.5612,7,-1.3109,7,-1.2583,7,-1.4300
ENSG00000084070,SMAP2,40,-1.7332,63,-1.0621,61,-1.0900,84,-0.6194,139,0.17919,89,-0.5315,204,0.78099,242,1.07377,215,0.87129,115,-0.1500
ENSG00000117016,RIMS3,15,-3.5627,108,-0.6814,142,-0.2654,120,-0.5301,250,0.71081,70,-1.3359,120,-0.5233,387,1.37437,157,-0.1158,203,0.32361
ENSG00000066136,NFYC,27,-0.3947,26,-0.4559,37,0.11055,16,-1.1156,37,0.13944,35,0.04368,36,0.06990,41,0.25332,35,0.04438,43,0.38191
ENSG00000127124,HIVEP3,25,0.31678,8,-1.3923,22,0.12498,27,0.46270,16,-0.3900,30,0.64951,13,-0.6445,26,0.38268,24,0.27080,18,-0.2227
ENSG00000198815,FOXJ3,39,-0.6378,52,-0.2116,30,-1.0560,68,0.22181,60,0.02685,76,0.38240,70,0.26096,76,0.39086,63,0.09769,59,-0.0104
ENSG00000177181,RIMKLA,3,-3.9509,36,-0.5119,28,-0.8728,19,-1.4799,85,0.95684,27,-0.9327,57,0.19387,45,-0.1564,92,0.98841,63,0.39168
ENSG00000127125,PPCS,40,-0.2793,44,-0.1243,69,0.57286,39,-0.3156,58,0.32544,67,0.51742,20,-1.3384,67,0.52023,21,-1.2314,47,-0.0353
ENSG00000186409,CCDC30,36,0.10507,19,-0.8480,41,0.27901,53,0.71435,13,-1.5637,26,-0.4123,44,0.40602,42,0.32856,81,1.42028,20,-0.8362
ENSG00000065978,YBX1,251,1.36285,237,1.26347,145,0.44012,181,0.80427,72,-0.6989,62,-0.8771,37,-1.6247,52,-1.1274,31,-1.8770,89,-0.3582
ENSG00000164008,C1orf50,24,0.69828,39,1.50520,24,0.65130,5,-1.7538,11,-0.5797,4,-1.9575,9,-0.8021,25,0.75523,6,-1.3680,15,-0.0958
ENSG00000177868,SVBP,35,-0.1357,22,-0.8647,40,0.05863,50,0.42512,53,0.58369,30,-0.3646,34,-0.1704,36,-0.0727,32,-0.2667,36,-0.0743
ENSG00000117394,SLC2A1,43,-0.5447,123,1.14559,213,2.16712,15,-2.0962,34,-0.9544,36,-0.8211,10,-2.6079,48,-0.3650,37,-0.7712,69,0.22495
ENSG00000117395,EBNA1BP2,54,-0.3641,79,0.22539,39,-0.8739,63,-0.1243,99,0.65471,54,-0.3772,67,-0.0397,117,0.85807,43,-0.7227,55,-0.3713
ENSG00000179178,TMEM125,148,5.51218,0,-4.8488,4,-1.9004,7,-1.0583,0,-5.2820,0,-7.2419,1,-3.5222,2,-2.8776,4,-1.8966,6,-1.2848
ENSG00000066322,ELOVL1,189,3.31442,12,-1.4559,47,0.56621,67,1.16040,5,-2.7154,12,-1.4857,7,-2.2834,3,-3.3467,6,-2.5708,20,-0.8120
ENSG00000159479,MED8,12,-0.8875,13,-0.8410,18,-0.3105,29,0.43027,26,0.30205,32,0.56728,28,0.37708,23,0.06887,18,-0.3119,20,-0.1801
ENSG00000198198,SZT2,23,0.32399,17,-0.1851,17,-0.1185,19,0.03051,11,-0.9204,53,1.71075,12,-0.6446,22,0.27410,26,0.51920,7,-1.4687
ENSG00000178922,HYI,19,0.16729,22,0.40273,38,1.29986,22,0.40332,6,-1.5507,30,0.91396,3,-2.4466,23,0.46026,1,-3.8681,17,-0.0073
ENSG00000142949,PTPRF,94,-0.1441,94,-0.1416,106,0.05470,73,-0.5197,102,-0.0146,44,-1.2792,96,-0.1064,236,1.37658,134,0.41768,76,-0.5058
ENSG00000066135,KDM4A,18,0.06207,5,-1.7703,32,0.99084,3,-2.5326,12,-0.5490,19,0.11053,14,-0.3423,21,0.31224,42,1.46171,15,-0.2891
ENSG00000126091,ST3GAL3,16,-1.3276,29,-0.3900,31,-0.3028,37,-0.0313,42,0.20074,22,-0.7942,33,-0.1972,63,0.81737,34,-0.1477,51,0.54393
ENSG00000117408,IPO13,155,1.60680,46,-0.3880,32,-0.9401,122,1.17697,28,-1.2181,67,0.20012,43,-0.4886,76,0.39145,40,-0.6051,37,-0.7703
ENSG00000117410,ATP6V0B,185,-0.8672,136,-1.3298,228,-0.5528,203,-0.7270,491,0.74635,486,0.64604,503,0.70120,394,0.30376,278,-0.2431,255,-0.4148
ENSG00000117411,B4GALT2,59,-0.2066,52,-0.3963,86,0.37779,131,1.07353,64,-0.0901,32,-1.1262,40,-0.8132,80,0.26691,45,-0.6231,79,0.27132
ENSG00000159214,CCDC24,3,-2.0338,9,-0.7776,3,-1.9932,11,-0.3542,26,1.04611,12,-0.2397,20,0.53038,17,0.22931,16,0.16507,15,0.04013
ENSG00000178028,DMAP1,45,-0.3712,14,-2.1236,21,-1.5072,58,0.01876,70,0.34126,102,0.92576,82,0.55685,96,0.80871,61,0.08162,37,-0.7531
ENSG00000117419,ERI3,91,-0.3982,101,-0.2464,121,0.03574,134,0.20106,129,0.15549,100,-0.2617,112,-0.0823,123,0.05946,107,-0.1550,135,0.23634
ENSG00000187147,RNF220,136,0.15570,65,-0.9774,101,-0.2991,127,0.04889,131,0.11107,161,0.42924,112,-0.1488,153,0.35049,88,-0.5177,135,0.16436
ENSG00000142937,RPS8,1274,0.87161,1203,0.77458,682,-0.1377,1225,0.80542,795,0.11561,522,-0.5509,304,-1.3655,579,-0.3913,234,-1.7538,660,-0.2066
ENSG00000070785,EIF2B3,15,-0.9739,29,0.01736,29,-0.0041,22,-0.4209,27,-0.0950,55,1.06460,46,0.76630,26,-0.1320,29,0.01436,19,-0.6549
ENSG00000126107,HECTD3,8,-0.9473,24,0.68369,3,-2.3202,2,-2.6577,21,0.52832,27,0.91315,15,0.01201,18,0.20228,12,-0.4253,17,0.16704
ENSG00000126088,UROD,42,-0.9073,52,-0.6022,50,-0.6378,84,0.14818,119,0.81073,74,-0.0585,90,0.26531,112,0.60661,39,-1.0096,67,-0.2118
ENSG00000117450,PRDX1,281,0.00912,376,0.47119,329,0.25897,650,1.40052,329,0.28747,252,-0.1613,237,-0.2608,146,-1.0004,96,-1.6208,165,-0.8718
ENSG00000117448,AKR1A1,40,0.19601,29,-0.2762,83,1.42430,22,-0.7162,42,0.31112,52,0.62855,33,-0.0895,30,-0.2249,12,-1.5372,17,-1.1248
ENSG00000132780,NASP,218,2.06945,52,-0.3592,66,0.00743,19,-1.8636,41,-0.7702,74,0.19120,45,-0.5839,39,-0.7853,118,0.95615,36,-0.9582
ENSG00000159592,GPBP1L1,48,0.61828,19,-0.8547,52,0.72975,13,-1.4077,34,0.07270,41,0.35829,15,-1.1740,38,0.22380,52,0.73247,24,-0.5327
ENSG00000159596,TMEM69,20,0.31223,2,-2.8352,17,0.08403,36,1.28175,23,0.59620,19,0.20393,9,-0.8573,23,0.54846,4,-1.9736,10,-0.8101
ENSG00000086015,MAST2,17,-0.6268,31,0.26156,31,0.28785,40,0.70558,35,0.55736,27,0.08251,6,-2.1334,29,0.19739,8,-1.7362,25,-0.0632
ENSG00000117461,PIK3R3,15,-1.0324,34,0.22947,52,0.92122,9,-1.7823,32,0.16797,22,-0.4447,20,-0.5714,8,-1.9027,56,1.06134,35,0.33614
ENSG00000085998,POMGNT1,57,-0.0199,47,-0.3233,42,-0.5140,49,-0.2596,59,0.02377,98,0.83553,64,0.14970,47,-0.3157,77,0.44853,49,-0.2855
